2800000005	Mateu
290a28008f	Imi njeni yete chiwikala kuvulyo vweyanza lyangu kamba ku vunzohoto vweyanza lyangu kahena njikwangu kuha, kono njikwavo avo vava ivikiilwe.”
290a290055	Vamwi varutwana vena ikumi havazuwa ichi, chivataanga ku nyerererwa Jakovo ni Johani.
290a2a009f	Jesu chava sumpila kwali nikucho, “Mwizi avo vezibahele kuva vayendisi va Machava vava lyatilila, ni vantu va sepahala vavelekisa mulao mukando hewulu lyavo.
290a2b0064	Kono ketenikuve bulyo mukati kenu. Yense yosaka kuva mukando mukati kenu uyelela kuva muhikana wenu,
290a2c0048	ni yense yosaka kuva kuvusu mukati kenu uyelela kuva chikombwa chavonse.
290a2d0070	Mukuti Mwana Muntu kena avakezi ku kutendelwa, kono kukutenda, ni kwiza kuha vuhalo bwakwe kulukulula vaangi.”
290a2e0097	Chiveza kwa Jeriko. Havali kuzwa mwa Jeriko ni varutwana vakwe ni chinavuungi, mwana wa Timea, Vatimeya, mukumbiiri wachivofu, Avekele kumbali ninzila.
290a2f0068	Hazuwa kuti nji Jesu wa Nazareni, chatanga kuhuwa ni kuwamba, “Jesu, Mwana wa Dafita, nifwile inse!”
290a300070	Vaangi chiva kalimela chivofu chamumbila kuti atontole. Kono chahuwa kuekeza, “Mwana Dafita, ni fwile inse!”
290a310074	Jesu chazimana ni kulaela kuti asumpwe. Chiva sumpa chivofu chamukwame, nivati “U kole, “Ziimane! U ku sumpa.”
290a320039	Cha sohela kuna inguvo yakwe, kulotoka, nikwiza kwa Jesu.
290a330093	Imi Jesu chamwitava nacho, “Chinzi chosaka kuti nikuchitile?” Chivofu cha mukwame chichati, “Muluti wangu, nisaka kuvolelwa kuvona kwangu.”
290a340073	Imi Jesu nacho kwaali, “Kwiya. Itumero yako chiyakuhaza. “Hohyaho chawola kuvoona hape, nikumwichilila munzila.
290b010089	Linu hachi va keza mwa Jerusalama, va vena hafuhi ni Betefage ni Betenia, he rundu lya Olive, mi Jesu cha tuma vovere va varutwani vakwe,
290b02009c	mi cha va wambila, “Muyende ha munzi wutuli lolele nawo. Haho kuti chimwa wi njila, ka muwane imberesa iseni kumbereswa. Mu isumunune mi mu ka ini letere.
290b030085	Mi haiva zumwi mwa wambe kwenu, 'Chinzi ha mupanga ichi?' mu swanera kuwamba, 'Simwine u isaka mi haho vulyo mutuka itumine kunu.'”
290b040068	Vava yendi mi chivaka wana imbongolo isuminwe ha mulyango hanze he nzila iyalukite, mi chi ba isumununa.
290b05006b	Vamwi vantu vavali ku zimene hateni ni chiva wamba kubali, “Mutenda nzi, ha mu sumununa imbongolo iyo?”
290b06004a	Vava wambi kuvali mwavava teli Jesu, mi vantu chi vava siya kuti ba yende.
290b07006b	Valutwani vovele chi ba ileta imbongolo kwa Jesu mi chi va zindwelela inguvo zavo kuti Jesu a tante hateni.
290b080065	Vungi vwa vantu ni va zala zizwato zavo munzila, mi vamwi ni va zala mitavi yi va va ku tema mu mawa.
290b090074	Avo vavena ha busu bwakwe navo vavali kumwi chilire chiva huwa, “Hosana! Imbuyoti njozo wiza mwi zina lya Simwine.
290b0a003e	Imbuyoti yo muvuso ukezite weshetu Davida. Hosana mwi wulu!”
290b0b00a1	Mi Jesu che njila mwa Jerusalema ni kuya mwi tempele ni kuka lola hazintu zonse. Linu, inako kakuti chi yi ba manite, cha ya kwa Betenia ni vena ikumi ka vovele.
290b0c003b	Izuva lichilira, hava ka vola kwa Betenia, ava fwile nzala.
290b0d00bf	Ha vona isamu lye ifenga livena makova kuule zana, cha yenda kuti mwendi ka wane kwateni muselo. Mi hakeza kwateni kakwina chava wani konzi makoba, kakuti kana ibali inako ye misero ye feiga.
290b0e005e	Cha wambila kulili, “Kakwina yete na lye muselo kwako hape.” Mi balutwani bakwe vava zuwi.
290b0f00c6	Ni beza kwa Jerusalama, mi che njila mwi tempele ni ku kalisa kuzwisa bawulisi hanze ni ba ba kuwula mwi tempele. Cha pindumuna mataafule a ba tambuzana mali ni zipula zabo ba ba ku wuza inkwilimba.
290b10004c	Kena a ba ku zuminina muntu yo hindite choku wuza kuhita mukati ke itempele.
290b11008c	Na valuta nati, “Ku ñoletwa, “I nzubo yangu mu yi sumpwa inzubo ye tapelo ya mishobo yonse'? Kono inwe chi mwa yi panga maipato a vasa.
290b1200a7	Vapuritsita bakulwana ni bañoli ni ba zuwa za waamba, mi ni vaa saka inzila iba wola ku mwihaya. Mi vava tiite kakuti vungi vwa vantu vava komokiswe mwa va ku lutila.
290b13003d	Mi chitengu muchivali kwizilanga, vavali kusiyanga muleneñi.
290b140061	Havavali kukavu yenda kakusasani, chi ba bona i samu lye ifeiga lizumite kutwala ku mihisi yalyo.
290b150062	Pitorosi cha kumbulukwa mi cha wamba, “Rabbi, bone! I samu lye ifeiga lyo va kuuti li zumite.”
290b160031	Jesu cha ve tava, “Mu ve ni ntumelo kwe Ireeza.
290b1700d3	Cha vuniti ni mi wambile ye nse yete a wambe kweli iluundu, 'Nyamuke mi u lizindile umwine mwiwate,' mi heva ka hakanyehi munkulo yakwe kono na zumina kuti mwa wambila ka ku tendahale, icho Ireza chete na pange.
290b180078	Lyahanu ni wamba kwenu: Chonse chete mulapele ni ku chi kumbila, muzumine kuti chimwa chitambula, mi ka chive nji chenu.
290b190089	Heva no zima ni ku lapela, u lukela kuwondela chonse ca ku fosekeze zumwi, ili kuti Ishenu wina kwiwulu naye ami wondele milandu yanu.”
290b1a004a	Kono haiva nosa wondeli, nanga Iso wina kiwulu kete aku wondela zivi zako.
290b1b007d	Chi veza kwa Jerusalema hape. Jesu hava kuka vuyenda mwi tempele, mupurisita mukulwana, vañoli, ni vakulwana chi veza kwali.
290b1c0064	Chiva wamba kwali, “chowuhi mulao wo panga izi zintu? imi njeni ya va kuhi mataa a ku zi panga?”
290b1d0079	Jesu chawamba, “Ka ni mivuze i mpuzo yonke. Muni wambile mi name ka ni mi wambile kuti chaahi maata anipanga izi zintu.
290b1e0049	I nkolobezo ya Joani, i ba kuzwa kwi wulu kamba ku vaantu? Mu ni tabe.”
290b1f0086	Chi va wambola mukati kavo mi chi kanana mi chi ku wamba, “Heva tuwamba, 'kuzwa kwiwulu,' ka wambe, 'chinzi hamusena muva muzumini?'
290b20007b	Kono heba nituwamba', Kuzwa kuvaantu...” Vava tiite vaantu, kakuli zumwi ni zumwi ava zumine kuti Joani ivali mupolofita.
290b210080	Linu chive tava Jesu ni vati, “Ka twizi.” Linu Jesu na va cho, “Name kani mi wambili chaahi maata ani panga zinu zintu.”
290c0100e9	Lyinu Jesu na tanga kuva ruta che inguli. Nati, “Mukwaame a va vyalite iwa lye feiga, cholu zakiriza, mi chasa ne chikomba choku kamwina iveine. Ava zaki itawala mi chatambika iwa kuva vyala iveine. Lyahanu iye chayenda mumusipili.
290c020072	He nako iswanera, chaka tumina muhikana kuva vyali ve veine kwiza kuhinda kuvali zimwi zihantu zo mwiwa lye veine.
290c030042	vava muhindi, kumundama, ni kumuvonza nikusena chimwi cha hindite.
290c040054	Hape chavatumina zumwi muhikana, mi chiva muhorofaza mumutwi ni kumu nyandisa ahulu.
290c050072	Chatumina hape zumwi, mi uzu vavamwi hayi. Vava pangi vangi vamwi mwinzira iswana, kundama vamwi nikwi haya vamwi.
290c06008e	Avali kusina yenke zumwi mutu wo kutumina, mwana yo sakiwa. Avali njiwa mamani-mani wava tumini kuvali. Mi nati, “Muvaka kuteke mwanangu.”
290c070075	Kono vavyali vewa chivali wambira zumwi ku zumwi, “Uzu njeye swana, Mwize, tumwi haye, mi chifumu muchive chetu.”
290c08003d	Vava muwondi, kumwihaya niku mu zindira hanze lyewa lyeveine.
290c09007b	Linu, chizi chete apange mwine wewa lye veine? Mwakeze nikwiza kushinya babyali veveine ni kwiza kuha iwa lyeveine kuvamwi.
290c0a004c	Kamwini kuvala ili iñolo? 'Ivwe ilyo vazaki livava kani, livapangwa musumo.
290c0b003d	Ichi chivali kuzwa kwa Simwiine, mi chilotu mumenso entu.”'
290c0c0082	Niva zeza kusumina Jesu, mi vavatiyite chinzi, ka kuti vavezi kuti ava wambi iyi nguli kutondeka avo. Chiva musiya ni kuliyendeza.
290c0d004f	Linu chivatumika vamwi vama Farisi niva Heroda kwali kuka mu cheesa cha manzwi.
290c0e00fb	Mi havakeza, chiva wamba kwali, “Muruti, twizi kuti ko wina indava ne kuti muntu zumwe u tiinzi, mane hape u hinda vantu choku lyikana. U ruta cho vuniti inzira ye Ireeza. Kana mulao kuliha mutero kwa Sisare kamba vule? Tulihe kamba sanzi tulihi?”
290c0f0079	Kono Jesu avali kwizi mwipo wavo ni kuwamba kuvali. “Chizi hamuni lika? Munitambike i koviri iri kuti ni lole haili.”
290c10006b	Chiva leta yonke kwa Jesu. Cha wamba kuvali, “Chiswaniso chani ichi ni ziñoletwe?” Chivati, Sisare.”
290c11006b	Jesu chati, “Muhe kwa Sisare zintu zili za Sisare, ni kwe Ireeza zintu zili ze Ireeza.” Chava komokisa.
290c120058	Linu va Saduki, vata kuti kakwina kuvuka kuvafwire, chiveza kwali. Chiva muvuza, nivati,
290c1300a2	“Muruti, Mushe ava tuñoleri, 'Haiva mukulwomuntu wa fwa ni kusiya muihyabwe, niku sena mwana, mwanche uswanera kuti a sese muka mukulwe, ne kumu zaalira vana.'
290c140072	Ku vena vakwame vakwana iyanza nivovere; we intanzi cha hinda mukulwakazi kusesa mi nikufwa, kusiya kakwina mwana.
290c150064	Linu wovuveri cha hinda uzo mukulwakazi ni kufwa, kusiya kakwina mwana. Niwo vutatu naye ni kuswana.
290c16006d	Mane ne woku mana iyaanza ne toovere na vula ku siya vaana. Ku mamanimani a teni mukulwaakazi naye choku fwa.
290c170068	Muku vuka kwa vafu, chiva vuka, ka yive mukani? Ka kuti vonse va mana iyaanza ne toovere vava musesi.”
290c180065	Jesu chawamba, Ili kajilyona ivaka hamupanga mafosisa, ka kuti ka mwizi mañolo kamba ziho ze Ireeza?
290c190066	Kakuti hateniva vuke kuvafwiire, kate niva sese kamba kusesiwa, kono kavaswane uvu mañiroyi mwi wulu.
290c1a00d4	Kono kuyamana nivafwire avo vete niva vunswe, kena muvavali mwimbuka ya Mushe, mwi ndava iyama chihumbu, vule Ireeza mwava wambiri kwali ni kuti, 'Jeme Ireeza wa Amburahama ni Ireeza wa Isaka ni Ireeza wa Jakovo?
290c1b003f	Kena ji Ireeza wava fwire, kono wavahala. Mwina muma fosisa.”
290c1c008d	Zumwi wava ñoli cheza nikwiza kuzuwa ingambolo yavo; ava voni kuti Jesu avave tavi hande. Chamuvuza, “Jouhi mulao wina vutokwa hayonse?”
290c1d0060	Jesu chetava, “Ovu tokwa kuhitiliza jowu, 'Zuwe, Isiraele, Simwine Ireeza wetu, Simwine yenke.
290c1e007f	U swanera kusaka Simwine Ireeza wako che nkulo yako yonse, chemunahano wako onse, che mizezo yako yonse ni cheziho zako zonse.'
290c1f007d	Ovuvere mulao jowu, 'Uswanera kusaka yo wikala hembali nawe uvu molisakira umwine'. Kakwina imwi milao mikando kuhita iyi.”
290c20006c	Mu ñoli chati, 'Yowina hande, Muruti! Wawamba vuniti kuti Ireeza yenke, ni kuti kakwina zumwi kwanda yakwe.
290c2100ba	Ku musaka ni nkulo yako yonse ni kutwisiso yako yonse ni cheziho zako zonse, ni kusaka yowikala hembali nawe sina molisakira iwe umwine, mane ihita nagati ineo zokusumika ni zitavero.”
290c22009f	Linu Jesu havona kuti waha ikalavo yo vutali, chati kwali, “Kowina kule ni muvuso we Ireeza.”Hakumana zina, kakwina zumwi yava zezi kuvuza Jesu ipuzo hape.
290c230076	Mi Jesu chetava, yaho nakwete kuruta mwi tempere; chati, “Kwina vule kuti vañoli vawambe Keresite mwana wa Davinda?
290c240095	Davinda iye mwine, mu Luhuho lu Njolola, avacho, wikale kwi nyanza lyangu lyechiliso, kusikira hate nini pangire vakulwisa maltatiro a matende a ko.'
290c25009c	Davinda iyemwine umu supa kuti 'Simwine; cwale kuwoleka vule kuti Keresite ave mwana wa Davida?” Chisi chikando chivali kusangitwe ahulu kutekereza kwali.
290c260089	Mututo zakwe Jesu ava wambi, “Mutokomere vañoli, vasaka ahulu kuyenda muzizwato zilele mi vasaka itumeriso ziva wana muzivaka zomusika
290c27004f	mi vasaka kuwana zipura zovulena muma sinangonge ni zivaka za malena ha mikiti.
290c280082	Miva vasinya mazuvo e mberwa, mi valapera itapero inde luli iri kuti vantu vavone. Ava vakwame kavatambule ikatulo ikando luli.”
290c2900be	Linu Jesu chekala hansi kumbali ni ka tanda ke neo muchivaka che tempere; avali kukwete kulwera vantu chiva vika mashereñi avo muchitanda. Vungi vwava fumite vavali kuvika mashereñi mangi.
290c2a0064	Chikwakeza mukulwakazi avali kufwirirwe we mberwa nikwiza kuvika makoviri overe, alikana i shiriñi.
290c2b0096	Mi chasupa varutwana vakwe ni kuva wambira, “Chovuniti ni miwambira, uzu mukulwakazi yasali wanini wa vikamo kuhita vonse vavika muchitanda che neo.
290c2c007f	Kakuti vonse vaha kuzwisa hachifumu chavo, kono kuzwa havunjebwe bwakwe, wavikamo onse mashereñi aswanera kuli hazikiza ho.”
290d01008f	Sina Jesu havali kuyenda kuzwa mwi tempere, zumwi kuva rutwana vakwe cha wamba kwali. “Muruti, lole ha mavwe akokiswa ni muyaho ukomokisa!”
290d020094	Cha mu wambila, “Ubwene iyi mizako mikando?” Kakwina nangati ivwe lyonke lyete nili shale ni lilimbite limwi lyete nili kangwe kuwiswa hansi.”
290d030079	Sina havali kwikere he Rundu lya Olive kulilolera ni tempere, Pitorosi, Jakovo, Johani ni Anderiasi chivamuvuza kwimbali,
290d040079	“Tu wambile, izi zintu kazi pangahale lili? Zi supo nzi zitu lukere kuvona heva izi chi zina hafwihi niku pangahala?”
290d050052	Jesu chatanga kuwamba kuvali, “Mutokomere kuti kakwina zumwiyante ami yembulule.
290d06004b	Vangi kavakeze mwizina lyangu ni kuti, 'Jime iye; mi kava yembulule vaangi.
290d07007e	Ha mu zuwa ze kondo, ni ma hulyuhulyu e kondo sanzi mu vileli; inzo zintu zi lukere kupangahala, kono mamanimani kaeni kusika.
290d0800ab	Cho kuti i kanda kai lwise i kanda, muvuso ka u lwise mu vuso. Ka kuve ni zikinyeho mu zi vaka zimwi ni nanga. Aa njima ma tangilo a ku sasama kwaku huzumuka (kusumunuka).
290d0900b7	Muve muva mameli venu mu vene. Mu vaka mi twale kuva si tutengo, mi kamu ka kavolwe mwi muma sinangonge. Kamu zimane ha vusi bwa vavusisi ni malena ke vaka lyangu, Sina vupaki kuvali.
290d0a003a	Kono pili ivangeli lyi lukere ku ku taziwa mwi kanda zose.
290d0b00a0	Ha va mi sumina niku mi twala, sezi mu vilelezwa zete muwambe. Ka kuti mweyo ihola zeti muwambe kamu zi hewe; Kese i ve njenwe mu wamba, kono Luhuho lu Njolola.
290d0c0088	Mukwakwe mutu ka veteke mukwake kwifuu, mi vesi mwana wa vo. Vaana kava zimane ni kulwisa bashemi va vo, nikuva letera kuvikiwa kwi ifu.
290d0d0075	Mu mu toiwe kubatu vonse ivaka lye zina lyangu. Kono yense yate a wonderele hesi kuma mani mani, unzo muntu ka hazwe.
290d0e007d	Chimwa vona vuvi vu dadola kuti bwina havusa swaneli(yo vala a zuwi sise), mu siye avo vena mwa Judea va tilile ku ma ruundu.
290d0f004e	mi wina hakatungandu kezuvo sanzi a voli mwi zuvo kapa kuhinda cimwi mwa teni,
290d100038	mi mu siye wina mwi waa, sanzi abolyi kuka hinda inguvo.
290d110041	Kono bumai kwavo be minsi mwe yo i nako kapa vanyosa mweyo inako!
290d12002c	Mulapele kuti kanji nzi pangahali ha maliha.
290d130091	Kakuti ka kuve ni manyando makando, aseni kuvonwa kutanga ku matangilo, aho Ireeza ha bumba i kanda, konji hanu, nanta, hape kese ni ku ve vulyo.
290d140086	Hesi Simwine cha fwihaza mazuva, kakwina inyama yese ni hazwe, Kono kevaka lyi va ketetwe, avo vava keti ava fwihazi i palo ya mazuva.
290d15005f	Lyahanu heva zumwi chacho kuti, 'Vone, zunu kiresite!' kapa 'Vone, zuna hana!' sanzi mu zumini.
290d16007c	Kakuti va kiresite va mapa ni vapolofita va mapa muva voneke mi kavahe zisupo ni makazo, kuku yembulula, nanga niva ketetwe.
290d170039	Mu tokomele! China mi wambila izi zintu niku sina i nako.
290d180056	Kono chi amana manyando ayo mazuva, izuva kalisihiswe, mwezi kese uhe i seli lya teni,
290d19003f	i kaani kaziwe kwi wulu, mi ziho zina kwi ulu kazi nyanganiswe.
290d1a0047	Lyaho kava vone Mwana Muntu na keza muma kope ni ziho zikando ne kanya.
290d1b0088	Mi ka tume mañeloyi akwee mi ka kopanye hamwina ba ketetwe, kuzwa muma ihuho zo nee, kuzwa ma mani mani e kanda kuya kumamanizo e wulu.
290d1c0075	Muli tute ituto kwi samu lye Fenga, Haho mutavi hau zuma ni kuwisa makova alyo, mwi ziva kuti imbumbi chiyina hafuhi.
290d1d0061	Mi hape, hamu vona i zi zintu nizi pangahala mwi zive kuti cho wina hafwihi, ha fuhi ne mulyango.
290d1e0052	Ka busakusima nimi wambila ulu lu zuvo kese lu fwee inzi zitu nizi seni kupangala.
290d1f003a	I wulu ni kanda kazi mane, kono mazwi angu kese ni a mane.
290d200066	Kono ku amana nelyo izuva kamba iyo inako, kakwina yo yizi, nangati mañiloyi, kamba Mwana, kono tayo.
290d210034	Mu tokomere! Mulole, kakuti ka mwizi kuti inako nzi.
290d2200b3	Ku swana iri mukwame yo yenda mumu musipili, u siya i zuvo yakwe niku vika bahikana vakwe kuku mamele i zuvo, zumwi ne zumwi ne musevezi wakwe, ni ku laela mungateli kuti a tonde.
290d2300a2	Lyahanu mwikale ni mutonda, kakuti kamwizi aho simwine we zuvo yasaka vole kumuzi; i wola kuva muchitengu, ha kati ka masiku, mukombwe ciwa lila, kapa kakusasani.
290d24003c	Heva nakeza chokuhyera, kanji mumuzuminini kumi wana mulere.
290d250034	Izo zini wamba kwenu ni ziwambira vonse: Mutonde!”
290e0100bf	Chiyi vali hanu mazuva overe niwuseni kusika mukiti we Paseka ni Mukiti we nkonko isena Mulungo. Mukulwana wavaPurisita ni vañoli vavali kunganisisa mwete vawolere kuwonda Jesu ni kumwihaya.
290e020060	Ka kuti vavali kuwamba. “Isiñi hamukiti, iri kuti kanji kuvuki inyakanyaka mukati kavantu.”
290e0300ef	Lyahanu Jesu avena mwa Betani mwizuvo ya Simoni we mbingwa, sina havali kwikere he tafule, mukulwakazi chakeza kwali ni votera lya alabasitera lyomunikiso undula ahulu, uvali wa menzi a nandi. Cha pwachula ivotera ni kuitira hamutwi wakwe.
290e040061	Mi kuvena vamwi vavali kuvengete. Chiva wamba kukati kavo nivati, “Ivakanzi lye shinyehero iyi?
290e050089	Iwu munukiso uvali kuswanera kuwuziwa kumashereñi a hitilira miyanda yotatwe ye dinarii, ni kuha kuva shevete. Imi vavali kumu kalimera.
290e060059	Kono Jesu chawamba, “Mu musiye yenke, mu mu kataleza nzi? Wapanga chitu chilotu kwangu.
290e07007b	Mwina inako yonse vashevete nanwe, mi inakao yonse imwa saka muwola kupanga zilotu kuvali, kono kete muve name inako yonse.
290e080038	Wapanga icho cha wola: wa singa muvili wangu haku zikwa.
290e090096	“Chovu niti ni wamba kwenu, konse uko ivangeli kwete ikakutaziwe mwi kanda yonse, icho chapanga uzu mukulwakazi kachika wambiwe, mwikupuzo yakwe.”
290e0a008e	Lyinu Judasi Isikariyota, zumwe wava vena ikumi ne tovere, a va yendi ku vapurisita vakulwana kuti a wolye kumuva wuzukiza choku muva tambika.
290e0b009d	Lyahanu mukulwana wa mapurisita hazizuwa, vavali kutavite ni kumu sepisa kumuha mashereñi. Chatanga kulola inzira yate awane chivaka cho kumutambika kuvali.
290e0c00ea	Mu izuva lye ntazi lye chinkwe chisena mumera, chinga va panga chitavero che imberere ye paseka, varutwana vakwe choku mucho kuti, “U saka kuti tuye kuhi kutu wola kuka ku vakanyeza zilyio ze paseka, iri kuti ukalye zilyo ze paseka?
290e0d00a4	Choku tuma vovere va varutwana vakwe choku vacho kuti, “Mu kwiya mu muleneñi, ku zwaho mumu wane mukwame yo hindite kahambwe kamenzi mwami katane. Mu muichirire.
290e0e00a3	Mu inzuvo yeeti a ke injire, mu muichirire mo mi muka cho kusi inzuvo kuti, 'Muruti ucho kuti, inzuvo yangu yeti ni lyire ipaseka ne varutwana vangu yina kuhi?'”
290e0f0057	Mwa a ka mutondeza inzuvo inkando yi vakanyizwe yahe wulu, muka tuvakanyeze mwateni.”
290e100074	Varutwana ni va zwa ni kuyenda mumuleneñi. Mi ni va ka wani chimwe ne chimwe china sina mwa a vawambiri kuvali, mi.
290e110030	Ha chivali chitengu, chakeza ni vekumi nivovere.
290e120071	Sina havavali kwi kere he tafule ni kulya, Jesu chati, “Chovuniti ni wamba kwenu, wumwina kwenu yo lya name.”
290e130057	Vonse vavali lizuwi inkumbu, mi zumwi ni zumwi chiva wamba kwali, “Luli isiñi me?”
290e14006e	Jesu che tava ni kuvawamba kuvali, “nje zumwi wa vena ikumi ne vovere, yozo yo sunsa name inkonko mu kasuva.
290e1500ba	Kakuti Mwana wo Muntu mwayende mwinzira iyo mañolo awamba kuyamana naye. Mi ku mayivite kozuo mukwame yo veteka Mwana o Muntu! Ku vaa shiyeme kuti kalyi uzu muntu na sana a va zalwa.”
290e160092	Chi va si kwete kulyia, Jesu cha hinda chinkwe, ni kuchi fuyola, ni kuchi jamona. Ava chivahi ni kuwamba, “Muhinde ichi. Uwu chimuviri wangu.”
290e170050	Chahinda i komoki, nikulitumera, ni kuitambika kuvali, mi vonse chiva nya kuili.
290e18004c	Chawamba kuvali, “Aya jamalaha angu echilikani, malaha awo etilirwe vangi.
290e190090	Chovu niti niwamba kwenu, Kasane kani nywe hape kwezi zihikantu hape ze veine kusikira kusikira lina izuva hate kani inwe mumuvuso we Ireeza.”
290e1a0046	Hachiva manite kuzimba luzimbo, chiva yenda hanze kwi Lundu lya Olive.
290e1b006c	Jesu chata kuvali, “Muvonse mumunitiyire, kakuti kuñoletwe, 'Muni kave mulisani mi imberere kazi hasane.'
