2800000013	Matiwos Dooshishiyo
29092f00a4	Ni ááwonwere neesh t'ugo b́wotitka wotiyal kishde juk'rowe, git ááwo deshfetsr Gahanemits n juwewoniyere ik ááwetso wotar Ik'i mengstots kindo neesh k'anefe.
290930003f	Gahanemitse ash mááf shipro k'irraka, b́ tawonwere tahrakee.
2909310044	Wosho beeron b́ s'aynfok'o, asho ik ikon tawon s'ayno bín geyitwe.
29093200a3	Beero sheenge, ernmó, beeri shaawo b́t'út'al eegneyá bín it shawshiti? «Ititsere shuneyi beeri shaawo beewe, it atsastewo ik wotarr jeenon beewere,» bí et.
290a0100a4	Iyesus manoke tuut, Yordanos fokoniye bak'etsonat Yihud datso maants bí ami. Aydek't ayts asho aani b́maants ko'ee b́wtsi, bíwere bali b́k'alfok'owa b́danyfo.
290a02008d	Fersawino eteetswotsitse k'atswots bíyok t'iinbodek'i, bín fado geeyat, «Asho máátso b́fakshitwk'o nemotse fa'áá?» ett bín bo'aati.
290a030040	Iyesuswere, «Muse keewan jango iti bí'azaztso eebi?» bí eti.
290a040063	Bowere, «Museyiyere bin b́fakshtsok'o kitsit work'ato ímr b́ fakshitwok'o wotowe etre» bo eti.
290a050073	Iyesuswere hank'o ett boosh bíaani, «Museyiyere tzaziyan itsh b́ guut' it maac'o kup'at bíere shisho itk'aynee,
290a06006b	ernmó shintson azeetswotsi bíazor dek' b́ tuutsok'on ‹Ik'o nungushonat máátson woshdek'tni bíaziye.
290a070045	Mansha asho b́ nihnat bí indn k'ayr b́ máátsunton ike b́wotiti.
290a080050	Gitwotswere ik atse bowotitye,› maniyehako git bowoto b́ oorere ike bowotiti.
290a09002a	Eshe Ik'o ik b́ woshtso asho k'alk'aye.»
290a0a0045	Moo maants bo aanor b́ danifwots keewman jango aani Iyesusi bo aati.
290a0b007b	Bíwere hank'o ett boosh bíaany, «B́ máátsu fakshr k'osh mááts dek'etwo b́ máátsu ats dabt dek'ts gobetso wotere,
290a0c0062	Mank'ó b kenihatse faksheyar k'osh nungushosh mááts ametuwú bíwere gobetsu woteraniye etee.»
290a0d0067	Boon b́ shuíítwok'o nana'o Iyesusok dek'tboweyi, ernmó b́ danifwots nana'a dek'weyirwotsi bo hadi.
290a0e00a4	Iyesuswere man b́bek'tsok'on b́ danifwotsi fayat hank'o boosh bíet, «Ik'i mengstu hanotsk'owwotssh b́wottsotse k'ayere nana'uwots tiyok wone, boon bazik'ayere,
290a0f0057	Aarikoniye itsh ti etiri, na'ok'o wotar Ik'i mengstu de'aawo b́jamon bits kindratse.»
290a100048	Maniye il nana'uwotsi matdek't b́ kisho bo ats geddek't boon b́ deeri.
290a1100b6	Iyesus manoke kesht amoke b́befere ash iko b́maand wos'fere waat b́ shinatse tuk'maldek't, «Doo danífono, dúre dúri kasho daatsosh eeg k'alo taash geyifa?» ett bín bí aati.
290a120072	Iyesuswere hank'o ett bísh bí aaniy, «Eegoshe doono taash nieetírí? Ik' ikoniye okoon konúwor dówó aaliye,
290a13008f	B́ tzaziwotsi danfnee, boowere, ‹Úd'k'aye, gobo amk'aye, úmp'k'aye, kooto gawk'aye, dirshk'aye, n nihnat nindn mangiwe› eteetswotsiye.»
290a140043	Ashmanwere, «Danifono, tzazi hanotsi na'ortson kotdek're» bí et.
290a1500d1	Iyesuswere bín s'iilt shunbk'ri, et hank'o bísh bíet, «Neesh ortsu ik keew fa'ane, amee, ndetsts jáámo kemr n gizo tugretswotssh ime, ko'ííyets gaalo darotse daatsitune, manyere hakon t shutsats wowe»
290a160075	Ashmanwere man b́shishtsok'on shiyanon b́ shiitso aak'bwutsi, aydek't detstsi b́ wottsosh shiyanefere k'az bíami.
290a170066	Iyesus wongret aanat b́ danifwotsi s'iilt, «Gaaletsosh Ik' mengstots kindo aak'o kic'ike!» bí eti.
290a18007d	B́ danifwots b́keewman shisht bo adi, Iyesusmó aani hank'owa bí et, «Nanawotso! Ik' mengsto maants kindo aak'o kic'itke!
290a190054	Gaalets asho Ik' mengtots b́ kindoniyere kambulo mafi fúrotse b́ besho ketefee.»
290a1a005f	B́ danifwots ayidek't adt, «Béré hank'on kone fal kashitwoni?» ett bo atsatseyo bo'aateyi.
290a1b0072	Iyesus bomaand s'iilt, «Arikon keewan ashuwotssh faleratse, Ik'oshmó faletwe, Ik'oshe jám keew falefe» bí et.
290a1c0045	P'et'roswere, «Hamb, noo úno k'azk'rat n jafratse waarone» bí et.
290a1d00da	Iyesuswere hank'o ett bí aani, «Aaroniye itsh ti etírí, t jangonat dooshishiyi jangosha ett b́ moo, wee b́ eshuwotsi, b́ mishotsi, b́ indi wee b́ nihi, wee b́na'ó, wee b́ detstso k'azet asho bogo daatsitwe,
290a1e00a6	Dúranatsnoor gisheyonton dab́ moowwotsi, bí eshwotsi, b́ mishuwotsi, b́ nana'o, b́ taaronowere bal kisho daatsitwe, weyiru datsatsno dúre dúri beyo daatsitwe.
290a1f0063	Wotowa eree shinatse fa'a aywotsitse shuutstsi wotitune, shutsts teshtswotswere shintsi wotitune.»
290a200113	Iyerusalem maants daamet weerindatse bosha'efere, Iyesus bo shin shinatsa b́ sha'iri b́tesh, b́ danifwotswere keewanatse tuutson bo adi, b́ shutsatse weyirwotsu shat bowtsi. Aaninwere tatsegitwotsi bíyok t'intsdek't, bí ats bodet keewi jango hank'o ett boosh b́ keewi,
290a2100c9	«Hamb Iyerusalem maants amishee no etiri, Ash na'oniye kahni naashwotsnat Muse nemo daniyrwotssh beshide'er imetwe, boowere k'iri keewo bí ats angshitune, Ik'i ash woterawwotssh beshide'er imetúnee,
290a220081	Ik'i ash woterawotswere bí ats kaashetúne, bíats s'udetune, bíno jot'etune, úd'itune, ernmó keezl aawoniye okoon tuwitwe.»
290a230077	Zebdiwos nanauots Yak'obnat Yohansn Iyesusok t'int, «Danifono, neen nok'onitu jamo noosh nk'alitwok'o geefone» bo et.
290a24002e	Bíwere, «Itsh eeg tk'ale it geyi?» bí eti.
290a250074	Bowere, «N mengsti mangotse noyitsi iko n k'ano maants noyitsi iko n giromaants no beetwok'o alo noosh ime» bo et.
290a26008a	Iyesusmó, «It it k'onírwo danatste, taa t úshet gond bek'i wanc'o úsho falituteya? Taa t gupet gupewono it fal gupeetuteya?» bí et.
290a270095	Bowere, «Ee, falitwone,» bo eti. Iyesuswere hank'o boosh bí eti, «Arikee taa t úshet gond bek'i wanc'o úshetute, taa t gupet gupewono gupetute,
290a280075	ernmó t giromaantsonat k'anomaants beyo imetwo taanaliye, han boosh ímeetwots Ik'o boosh b́k'anítswots s'uzshe.»
290a29003e	Oorts tatswots man shisht Yak'obnat Yohansats fayo dek'botuwi.
290a2a00c0	Iyesus jamwotsi b́ maants s'egdek'et boosh hank'o b́ eti, «Ik' ash woteraw ashuwotsats naashtswots, ash k'eezirwotsi err s'egeyirwok'onat bo jishirwotswere bo atse alo bo detstsok'o danfte,
290a2b005b	ititsnomó mank'o woto geyiratse, it dagotse een wotó geyirwo, it guuts woto bísh geyife,
290a2c0040	Mank'o ititse jamoniye shintso woto geyirwo jamosh guuts wotowe.
290a2d008b	Ash Na'oniyere ashuwotssh finonat b́ kashu ay ashuwots bin bokashit k'awntso woshde'er ímosha b́ weyi bako bísh bofinitwok'o waratse.»
290a2e0104	Maniyere il Iyesus b́ danifwotsnton Iyariko kito maants b́ weyi. Beshatnu kitotse kesht bí amor ayidek't ay ashuwots b́ jafrats bo sha'efera botesh, T'imewos naay Bert'elemiwosi eteets ááw dog ash iko weeri gúúratse bedek't k'ono b́ k'onfera b́ tesh.
290a2f0093	Nazrettso Iyesus man weeron b́ beshirwok'o danb́k'rtsok'on, «Dawit naay Iyesuso, oona neesha! taash maac'ó k'ewowe!» etfets kuho dek't b́twi.
290a300090	Aaywotsu, «S'ik eree!» ett bín bo hadi, bímó, «Dawit naayo aage! Oona neesha maac'o taash k'ewowe!» etfetst aydek't bogshdek't b́ kúhi.
290a31007b	Iyesuwere need'dek't, «Bín s'eere!» bí eti, boowere dogosh, «Eree kup'owe! tuuwe! Iyesusiye neene b́s'egiri!» bo et.
290a32003d	Bíwere b́ shemó juuk'rat t'oolat tuut Iyesusmaants bíami.
290a33009f	Iyesuswere, «Neesh eeg tk'alish geefi?» ett bín bí aati. Ash ááwu dogonwere, «Daniyrwono! oona neesha! ti'ááwo b́ bek'etwok'o taash woshwe,» bí et.
290a340091	Iyesuswere, «Eree! amee, n imnetiyoniye neen kashire,» bí eti. Ashmanwere manoor bek'o b́fali, weerindono Iyesus shuutso shoy dek't b́ tuwi.
290b0100c2	Iyesusnat b́ danifwotsn Iyerusalem maants t'infe boowor Bete Fagenat Bitaniya eteets dats weeron waat Debrezeyit gurok bo bodi, Maniyako Iyesus b́ danifwotsitse gitwotssh hank'o ett b́ woshi,
290b0200a2	«It shinatse fa'a galuts shino ameree, bíyok it bodtsok'on konúwor ik asho bíyats kesh b́ danaw daazna'o tipetso daatsitute, bíno biishde'er hakan de'ewore.
290b030078	Konwor asho ‹Eegishe han it k'aliri?› bí'etala ‹Doonzosh b́ geytsotsnee erere, manoró aani doyitwe,› erere.»
290b040050	Bowere amt daaz na'aman weeri gúúratse maa úratse tipetsok'on daatst bobitsi.
290b050064	Manoor manoke need'dek't teshts ashuwotsitse ik ikwots «Daazna'o it biitsir eegoshe?» ett bo aati.
290b06003f	Bowere Iyesus boosh b́ keewtso bo keewi, ashuwotsu k'az bok'r.
290b070070	B́ danifwotsu daazna'o Iyesus maants dek'boweyi, bo tahono daazna'o jik'ats bo geere Iyesus bíats beeb́dek'i.
290b080088	Ash aywotswere bo shemo weeratsa bo es'fera bo tesh, k'atswotswere bodootse maarets miti jaabo k'ut'dek't werindatsa bo es'fera boteshi.
290b09006f	Shin shinats beshtswotsnat shutsatse shoy dek't weyiru jamwots, «Hosa'ana! Doonzo shútson wetwóniye deereke!
290b0a0049	Weyiru nonih Dawit mengestu deerekiye! darotsno hosa'ana!» ett bo kúhi.
290b0b00b9	Iyesuswere Iyersalemi b́ bodtsok'on Ik'i moots b́ kindi, gúúrmanatse fa'a keew jamo b́ s'ííli, datsonu b́'iltsotse tatse gitwotsnton Iyerusalemitse kesht Betaniy maants bí ami.
290b0c0032	Yaatsok'ono Betaniyere bo aanor Iyesus k'ak'bwtsi.
290b0d00bc	Bmaaró atts belesi mitu wokoon bek't daneraka shuwo biyatse b́datseyala et bmaand bí ami, ernmó bmaand b́ t'inor belesi shuwo b́ borafa'otse maaroniye okoon eegor biyatse daatsratse.
290b0e007c	Mansho Iyesus belesi mitush, «Haniyak konwor ni atse shuwo maak'aye!» bí et. Han b́ keewferowere b́ danifwots boshishi.
290b0f00ac	Iyerusalemits bobodtsok'on Ik'i moots kindt bítse kemirwotsnat keewiru ashuwotsi kisho dek' b́twi, giz wonyirwots t'arap'ezonat kúrkúnd kemirwots jorwotsi b́ gúp'shi,
290b100073	Asho konnor b́ wotiyal, eegi naari k'ac'o b́ wotiyalor, kurde'er Ik' k'oni maa manitse b́sha'erawok'o b́baziyi.
290b11007f	Hank'o ett boon b́ daniy, «‹T moo ash jamosh Ik' k'oni maa etitwe!› ett gut'eratsa? Itmo bik'tswotssh goop'ee it woshi.»
290b1200ca	Kahni naashwotsnat Muse nemo danyrwots man b́keewfere bo shishi, ash jamonu b́ daniru danmaanatse tuutson adt boteshtsotse bín shatbowtsi, mann aak'ok'alde'er bín bo t'afiyet malo bo geefera botesh.
290b130047	Datsonwere b́ iltsok'on Iyesusnat b́ danifwotsn kitotse k'az bokeshi.
290b140058	Yaats guurok'on weeron beshefetst belesi mit man b s'ap'onton shuuk'wtsat biere bobek'i.
290b150063	P'et'roswere keewman gawdek't Iyesussh «Danifono! hambe, n c'ashts mitú shuuk' wtserane» bí et.
290b160032	Iyesuswere boosh hank'o bí eti, «Ik'one amanore,
290b1700ba	Aarikoniye itsh ti etiri, konwor asho b́ nibotse b́ nibon amanar b́geyiyal keew jamo bísh b́wotitwok'o amanar, guran ‹Hanoke tuur aats k'arots shap'ewe,› bí'etal bísh wotitwe.
290b18007e	Eshe itsh keewirwe, Ik' k'onon konnari keewonor it k'oniyal itsh k'alk'retsok'o woshr amanore, it k'oniru jamone itsh ímetwe.
290b190085	Darotse fa'o itnih it morro itsh oorowe bí etetwok'o, itwere k'onosh itned'or, asho ik keewon iti irire wotiyal bísh orowa erere. [
290b1a0072	It k'oshwots fints morro boosh orowe eto itk'azalmó darotse fa'o it nih it fints morrosh itshor orowe eraatse.»]
290b1b009a	Aaninwere Iyerusalem maants boweyi, Iyesuswere Ik' mootse ananoke b́befere kahni naashwots, Muse nemono danifwotsnat eenash eenashwotsn b́ maants waat́
290b1c0069	«Keewanotsi n finir kon aloneya?» himó keewanotsi n k'alitwok'o alo neesh imtso kone? ett bín boaati.
290b1d008f	Iyesuswere boosh hank'owa bí et, «Taawere iti ik keewo aatitwe, it taash it aaniyal, taawere keewanotsi kon alon t k'alirwok'o itsh keewitwe.
290b1e0043	Yohans gupo Ik'okike moo ashokike? Aab taash anyibe'ere,» bí eti.
290b1f008f	Bowere, «And eshe eega erono?» Eton boatsatsewo shiyewo dek't botwi, «‹Ik'okne› no etal ‹Beree eegoshe bín amano itk'azi?› eteetwe,
290b200067	‹Ashokike,› no eetale?» Mank'o bo erawok'o ash jamo Yohansi arikon nebiyiye bo eetfosh shatbowtsi.
290b210080	Mansha, «Noo danatsone.» ett bo aani. Iyesuswere, «Béré taawor kon alon keewanotsi tfinirwok'oo itsh keeweratse,» bí eti.
290c01013a	Manats dabt Iyesus jewron hank'o ett keewo dek' b́ tuwi «Ash ikoniye weyinyi mito b́toki, b́ gúúrono b́ kas'i, woniyo fíís'osh wotit gop'ono ishdekt dóóz b́k'́ri, woyniwo kotoosh wotit ayidekt eents gmbyi kako agb́k'ri, maniyere hakon mítwots datsman goshtswotssh shiro imk'rat wok datso k'azbíami.
290c020059	Shuwo b́bodtsok'on, woyni shuwotse bísh bodowetwok'o b́ guutso goshtswotsok b́ woshi.
290c03004d	Goshtswotsmó b́ guutso detsdek't tog bo ishihak kishi baashon damiy bok'ri.
290c040058	Doonzo aani k'osh guutso b́woshi, goshtsmanots manowere fas'dek't́ ketidek't bo damyi.
290c050069	Aaninu k'osho b́woshere úd'bok'ri, mank'o ayuwotsi b́woshere, ik ikotsi bo togi, k'oshwotsno bo úd'i.
290c060090	And k'alosh bísh ortso b́ shunts na'o wosho s'uzi b́ tesh, mansh ‹Tnayi mangiyo k'ayatsne› ett gawdek't s'uwi aawatse b́ naay b́ woshi.
290c070072	Ernmó goshtswots bo atsatsewo ‹Han eshe naatetwoniye! woore bín úd'k'rone! b́ naato noosh wotitwe› bo eti.
290c080049	Mann detsdek't bo úd'i, woyiny mit beyok manoke kish dek't ur juubok'ri.
290c090082	«Eshe weyni doonzo eege b́ k'aliti k'una? doonzo b́tookon weetwe, gooshtswotsno úd'itwe, weyni mitmano k'oshwotsish imk'ritwe.
290c0a007c	Eshe, ‹Gmby agfwots bo gac'ts shútso Bíwere shúts kup'o shúts jamwotsi tungúshatse kaatsde detset shúts wot b́wtsi,
290c0b0064	Manúwere doonzo fínk fínee, no ááwoshowere adike› etirwo S'ayin mas'aafotse nababeratsteya?»
290c0c00a1	Ayhudi naashwots Iyesus jewrdek't b́ keewtsman boon s'iilitk b́woto t'iwints dek't danbok'rtsosh bín deshdek'o bo geyi, ernmó ashjamo shatt k'azk'rat bo ami.
290c0d007e	Ferisawiwotsi eteefwtsnat Herodis jirwotsitse wotts ik ik ashuwots Iyesusi b́ noon keew keewon detsosh b́ maants bo wosheyi.
290c0e0108	Bíyok t'iintnwere bísh hank'o boeti, «Danifono, neehe ar keewtso nwotonee danfone, ash shatonat eege taash eteti eton nfints keewo aaliye, Ik'i weerindono aronee n daniyiri, eshe, Rom nugúsosh ereer dasho niwe moo? Niwaalne? Ereerwonomo ereerk'ayono?» bo eti.
290c0f007f	Iyesuswere git alberetswotsi bowottsok'o dan k'rat «Eegoshe taan detso itgeyiri? Aab ambarman dewar taash kitswere,» bí eti.
290c100098	Bowere ambaro bísh dek't boweyi, bíwere «Ambarmanatse fa'a arunat bíyats guut'ets shúútsu konkne?» ett bíaati. Bowere «Rom nugúsoke,» bo eti.
290c11007c	Iyesuswere «Béré nugúsoko nugúsosh, Ik'oko Ik'osh ímeree,» ett boosh bíaaniy. Bowere bíaany anyatse tuutson bo'adi.
290c120060	«K'írtswots tuwo aaliye,» etef Seduk'awino eteefwots Iyesus maants waat́ hank'o ett bo aati,
290c1300a7	«Danyfono, ‹Ash iko na'o b́shuurawon k'iron b́máátsuatse b́k'aleyetka wotiyal bí eshu máátsmani de'er k'írtso shaato shegrshwee,› ett Muse noosh guut're.
290c14006a	Eshe, shawat eshwwots fa'ano bo teshi, jam manotssh k'aabo máátso dek't na'o b́ shuurawon k'írb́wtsi,
290c150063	Bo eshu gitlonu máátsmani dek't́ na'o b́shuurawon k'irb́wutsi, keezlonwere mank'ó wotb́wtsi,
290c160070	Mank'oon shawat eshwots bin dek't shááto boshegrishrawon k'irbos'uwi, jamoniyere il ando máátsman k'irbwtsi.
290c17005c	Shawat eshwots tar taron bín dek'rneree, eshe k'irtswots bo twoor aawshe mááts bwotiti?»
290c180060	Iyesuswere hank'o ett boosh bíaany, «It it shelir S'ayn mas'afwotsnat Ik'i angon it dartsoshe?
290c19005c	K'irtswotsiyere botwor darotse beyiru melakiwotskok'owa bowotiti bako de'aatsnó de'eratsne.
290c1a00c1	K'irotse tuwi janga wotiyal Ik'o Musesh buushitsi tawotse eeg bísh b́keewtsok'o Muse mas'aafotse nababeratsteya? Manwere ‹Taa Abraham Ik'o, Yisak' Ik'o, Yak'ob Ik'o taane,› bí ettsoniye.
290c1b005a	Mansha Ik'o kashetswots Ik'a bako k'irtswots Ik'aliye, it imó ayidek'atniye it sheliri.»
290c1c00cf	Muse nemo daniyirwotsitse iko bomooshirman b́k'ebfera b́teshi, Iyesus sheengshdek't boosh bíaanitsok'ó nem danifman t'iwintsb́dek'i, Iyesus maants t'iindek't «Jamoniye bog tzaziyo aawne?» ett b́aati.
290c1d0078	Ieyesuswere hank'ó ett bísh bíaanyi, «Jamoniye bogts tzaziyo ‹Isra'elo! shiye, Izar Izewer no Ik'oniye ik Ik'e,›
290c1e0068	Neewere Doonzo Izar Izeweri n maac' s'eenon, n be jamon, nnib s'eenon, ni angi s'eenon shune, etirwonye.
290c1f0082	Han arts gitl tzaziyoniye, ‹k'osh asho n tokok'o woshde'er shune,› etirwoniye. Gitetsanotsiyere k'osho bogts tzaziyo aaliye.»
290c200091	Muse Nemo danifonwere Iyesussh hank'o bíet «Sheenge, danifono! ‹Ik'oniye ike, bíye oko Izar Izewer k'osho aaliye› etaat nkeewtsoniye aree.
290c2100ed	Mansh asho Ik'o maac' s'eenonn, b́ be jamon, nib s'eenon, ang s'eenon shunonat k'osh asho b́ tokok'ó woshde'er shuno bísh geyife, tawats mitsr s'uwiyet wosho t'itsonat k'osh wosho Ik'osh t'intsoniyere git tzaziyanotsi koto boǵfee.»
290c2200b6	Iyesuswere Muse Nemo danifman danitelefonat t'iwitson bíaanitsok'ó bek't «Neehe Ik'i mengstuuke wokk neenaliye» bí eti. Maniye hakon Iyesusi aatosh ááwu shuuk'tso konwor aali.
290c230073	Iyesus Ik' mootse danifetst hank'o ett bíaat, «Muse nemo danyirwots ‹Mesiyo Dawit naayiye,› bo etír eegoshe?
290c24008d	Dawit b́tookish S'ayn shayiron jisheyat ‹Ik'o t doonzsh N balangarwotsi n tufi shirots neesh t gerfetsosh T k'ani aaromand beewe,› etre.
290c250094	Dawit b́ tookon ‹Doonza› et b́s'eegiyakon eshe, Krstos Dawitsh aak'oneya b́ naay b́ wotiti?» Ay ashuwotsu gene'úona bín bok'ebiri botesh.
290c2600a0	Iyesus b́ daniyor hank'o etre, «Tahi geenz geenzo karde hake bako gúúro, gawyotsno mangts jamo dek'osh shunírwots Muse nemo danyfwotsatse it atso kode'ere,
290c270065	Bo ayhudiwots Ik' k'oni mootse mangts jooro, móónat úshi beyokno mang beyoko daatsoshe bogeefoní.
290c280084	Be'ewosh bo t'intsiru geenzide Ik' k'ononwere webdek't kenih k'irts máátswots detstso bo bik'foni, mansh boon bog angshe kotiri.»
290c290094	Iyesus giz ko'iyeyiru sat'ni shinatse b́ beewor ashasho sat'nots gizo bo fet'fere s'iilfetst b́teshi, gaalets ayuwots ay gizo bo gedfere bo teshi,
290c2a0042	T'oow mááts iku waat git santim wotit k'azwotsi manits dabbk'ri.
290c2b0093	Iyesus b́ danifwotsi s'eegdek't hank'o bíet, «Aroniye itsh tietiri, sat'nots giz gedts ash jamwotsitse bogsh dek' gedtsuniye t'owu máátsaniye.
290c2c0083	K'oshwots bo jamets bo ímiye bo detstsotse s'eent oortsoniye, bimó tugrets wotefetsat eegonor b orirawo b detsts jamo imraniye.»
290d010076	Iyesus Ik' mootse keshfetst b́ danifwotsitse iko, «Danifonó, shútsanotsnat gmbiyanotsn s'ííle, adiknee!» bíeti
290d020087	Iyesuswere «Gmbi een eenanotsi bek'irwiya? Shúts jamanots gaahitune, shútsats shútso kos'eyarr ooritwo aaliye,» ett bísh bíaany.
290d030083	Iyesus Ik' maa shinatse fa'a Debrezeyit guri abaatse b́befere P'et'rosu, Yak'obu, Yohansnat Indriyasn bo aal b́ maants t'iindek't
290d040062	«Keewan b́wotitwo awre? Jaman wotosh b́t'ínor b́ mlkito eebi? Aab noosh keewwe» eton boaati.
290d050054	Iyesuswere hank'o ett boosh bíaani, «Konwor iti b́darirawok'o it tooko korde'ere,
290d060051	Ayuwotsiye ‹Taa Krstos taane!› etfere t shútson wetuune, ay ashono daritune,
290d07007c	It ganoke kes'o kes'ewonat kes'i jango it shishor tek' k'ayere, jaman b́woto oreratse, ernmó manoor dúri s'uwo borafa'ee.
290d080095	Ash asho bíaatsatseyo, mengsto mengstats kes'o tuuzitwe, dats datsatse dats shek'ewonat k'ak'on wotitwe, jaman na'a it'í kic'o b́twortsok'o kic'e.
290d0900de	«Itwere it tookish it tooko korde'ere, ashuwots iti moosh moosheyirwok beshide'er ímetúne, ayhudiwots Ik' k'oni mootsnowere iti jot'etnee, gawo taash it wotitwok'o alirwotsnat naash naashwots shinats angshosh ned'itute.
290d0a0054	Ernmó jaman b́woteftsere shino dooshishiyo datsjamatsi ashjamosh bodo bín geyife.
290d0b00b2	Ashuwots iti deshde angshosh bo t'intsor, ‹Eebí nokewiti k'úna?› err shiyank'ayere, S'ayin shayironi bako itnaliye keewiti. Eshnee, manóór itsh bí ímts mec'ro keewwere.
290d0c0070	Eshuwo bíeshuwi, niho b́na'o k'irosh beshide'er ímetwe, nana'onu bo ind nihats tuwitúne, bonowere úd'itune.
290d0d0062	Teshútsosha err ash jamoke shit'eek wotitute, ernmó k'amde'e b́s'uufetso kup'itwoniye kashitwe.
290d0e00a0	«Ando daatseyo bín b́geyiraw beewoke t'afo dowet wic'its keewo bek'etute, hanowere nababirwo t'iwintsde'a manóór Yihud datsatse fa'uwots guromants woc'nee,
290d0f0048	Maa tookats keshdk't fa'o ood'r mootse ik keewo dek'osh moots kindk'aye.
