010000000e	Kĩambĩrĩria
0a0119003f	“Hĩ, kaĩ andũ arĩa njamba nĩmagwĩrĩire mbaara-inĩ-ĩ!
0a011a0042	Niĩ ndĩ na kĩeha nĩ ũndũ waku Jonathani, wee mũrũ wa baba;
0a011b002f	“Hĩ, kaĩ andũ arĩa njamba nĩmagwĩte-ĩ!
0a0201013f	Na rĩrĩ, thuutha wa ihinda rĩu, Daudi agĩtuĩria ũhoro harĩ Jehova, akĩũria atĩrĩ, “Nyambate thiĩ itũũra-inĩ rĩmwe rĩa matũũra ma Juda?” Jehova akĩmwĩra atĩrĩ, “Ambata.” Nake Daudi akĩũria atĩrĩ, “Nĩ rĩrĩkũ ngũthiĩ?” Nake Jehova akĩmũcookeria atĩrĩ, “Thiĩ Hebironi.”
0a020200b7	Nĩ ũndũ ũcio Daudi akĩambata agĩthiĩ Hebironi na atumia ake eerĩ, Ahinoamu ũrĩa Mũjezireeli, na Abigaili ũrĩa warĩ mũtumia wa ndigwa wa Nabali ũrĩa woimĩte Karimeli.
0a0203008d	Ningĩ Daudi agĩthiĩ hamwe na andũ arĩa aarĩ nao, o mũndũ na andũ a nyũmba yake, nao magĩtũũra Hebironi, na matũũra-inĩ makuo.
0a020400c6	Hĩndĩ ĩyo andũ a Juda magĩũka Hebironi, magĩitĩrĩria Daudi maguta kuo, atuĩke mũthamaki wa nyũmba ya Juda. Rĩrĩa Daudi eerirwo atĩ andũ a Jabeshi-Gileadi nĩo maathikire Saũlũ-rĩ,
0a020500b0	agĩtũma andũ kũrĩ andũ a Jabeshi-Gileadi makameere atĩrĩ, “Jehova aromũrathima nĩ ũndũ nĩmuonanĩtie ũtugi kũrĩ mwathi wanyu Saũlũ na ũndũ wa kũmũthika.
0a0206007f	Jehova aromuonia ũtugi na wĩhokeku wake, o na niĩ nĩngũmwĩka maũndũ mega ta macio nĩ ũndũ nĩmwĩkĩte ũndũ ũcio.
0a020700a7	Na rĩrĩ, ũmĩrĩriai mũtuĩke njamba, nĩgũkorwo Saũlũ mwathi wanyu nĩakuĩte, nao andũ a nyũmba ya Juda nĩmanjitĩrĩirie maguta nduĩke mũthamaki wao.”
0a0208008d	Mahinda macio, Abineri mũrũ wa Neri, mũnene wa mbũtũ cia ita cia Saũlũ, nĩoete Ishi-Boshethu mũrũ wa Saũlũ akamũtwara Mahanaimu.
0a02090073	Akĩmũtua mũthamaki wa Gileadi, na wa Aashuri, na Jezireeli, na wa Efiraimu, na Benjamini, na wa Isiraeli guothe.
0a020a00c1	Nake Ishi-Boshethu mũrũ wa Saũlũ aarĩ wa mĩaka mĩrongo ĩna hĩndĩ ĩrĩa aatuĩkire mũthamaki wa Isiraeli, agĩthamaka mĩaka ĩĩrĩ. No rĩrĩ, nyũmba ya Juda yarũmĩrĩire Daudi.
0a020b0082	Ihinda rĩrĩa Daudi aarĩ mũthamaki kũu Hebironi agĩthamakĩra nyũmba ya Juda, rĩarĩ mĩaka mũgwanja na mĩeri ĩtandatũ.
0a020c0070	Abineri mũriũ wa Neri, hamwe na andũ a Ishi-Boshethu mũrũ wa Saũlũ, makiuma Mahanaimu magĩthiĩ Gibeoni.
0a020d00d0	Joabu mũrũ wa Zeruia na andũ a Daudi makiumagara, magĩtũngana nao karia-inĩ ka Gibeoni. Gĩkundi kĩmwe gĩgĩikara thĩ mwena ũmwe wa Karia kau na gĩkundi kĩu kĩngĩ gĩgĩikara mwena ũcio ũngĩ.
0a020e00aa	Hĩndĩ ĩyo Abineri akĩĩra Joabu atĩrĩ, “Nĩ tuoe aanake amwe mokĩre marũe marĩ mbere iitũ.” Joabu agĩcookia atĩrĩ, “Ũguo nĩ wega, nĩ meeke ũguo.”
0a020f008c	Nĩ ũndũ ũcio makĩrũgama magĩtarwo, andũ ikũmi na eerĩ a Abenjamini na Ishi-Boshethu mũrũ wa Saũlũ, na ikũmi na eerĩ a Daudi.
0a021000e8	Hĩndĩ ĩyo o mũndũ akĩnyiita mũndũ ũrĩa merekanĩire mũtwe, akĩmũtheeca na rũhiũ mbaru-inĩ ciake, nao makĩgũanĩra thĩ o ro hamwe. Nĩ ũndũ ũcio kũndũ kũu gũgĩĩtwo Helikathu-Hazurimu, na gwĩ kũu Gibeoni.
0a02110068	Mbaara ĩkĩrũra mũno mũthenya ũcio, nake Abineri na andũ a Isiraeli makĩhootwo nĩ andũ a Daudi.
0a02120097	Nao ariũ atatũ a Zeruia maarĩ ho: Nao nĩ Joabu, na Abishai, na Asaheli. Na rĩrĩ, Asaheli aarĩ mũhũthũ magũrũ, akagĩa ihenya o ta thwariga.
0a02130063	Nake agĩtengʼeria Abineri atekũgarũrũka na mwena wa ũrĩo kana wa ũmotho, amũingatithĩtie.
0a02140081	Nake Abineri akĩrora na thuutha wake, akĩũria atĩrĩ, “Asaheli, kaarĩ we?” Nake agĩcookia atĩrĩ, “Ĩĩ nĩ niĩ.”
0a021500be	Nake Abineri akĩmwĩra atĩrĩ, “Garũrũka na mwena wa ũrĩo kana wa ũmotho; ũnyiite mwanake ũmwe na ũmũtunye indo ciake cia mbaara.” No Asaheli ndaigana gũtiga kũmũhanyũkia.
0a021600be	O rĩngĩ, Abineri agĩkaania Asaheli, akĩmwĩra atĩrĩ, “Tiga kũndengʼeria! Kĩrĩa kĩngĩtũma ngũũrage, nĩ kĩĩ? Ingĩhota atĩa kũngʼethanĩra na mũrũ wa nyũkwa Joabu?”
0a0217010e	No Asaheli ndaatigire kũmũhanyũkia; nĩ ũndũ ũcio Abineri agĩtheeca Asaheli nda na mũthia wa itimũ rĩake, narĩo itimũ rĩkiumanĩra na mũgongo. Nake akĩgũa hau agĩkua o hĩndĩ ĩyo. Na mũndũ o wothe aakinya hau Asaheli aagwĩte akuĩte, akarũgama ho.
0a021800b6	No Joabu na Abishai magĩtengʼeria Abineri, narĩo riũa rĩgĩthũa-rĩ, magĩkinya kĩrĩma-inĩ kĩa Ama, kĩrĩa kĩrĩ hakuhĩ na Gia, njĩra ya gũthiĩ werũ-inĩ wa Gibeoni.
0a0219009f	Hĩndĩ ĩyo andũ a Benjamini magĩcookanĩrĩra hamwe, makĩrũmĩrĩra Abineri. Nao magĩthondeka gĩkundi thĩinĩ wao, makĩrũgama igũrũ rĩa kĩrĩma.
0a021a010b	Abineri agĩĩta Joabu aanĩrĩire, akĩmũũria atĩrĩ, “Rũhiũ rwa njora rũgũtũũra rũniinanaga nginya tene? Anga ndũramenya atĩ ũhoro ũyũ ũkaarigĩrĩria na ũrũrũ? Ũgũikara nginya rĩ ũterĩte andũ aku matige gũtengʼeria ariũ a ithe wao?”
0a021b00b6	Joabu agĩcookia atĩrĩ, “Ti-itherũ o ta ũrĩa Ngai atũũraga muoyo, korwo ndũnaaria-rĩ, andũ aya mangĩathiĩ o na mbere gũtengʼeria ariũ a ithe wao nginya rũciinĩ.”
0a021c0080	Nĩ ũndũ ũcio Joabu akĩhuha karumbeta, nao andũ othe makĩrũgama; matiacookire kũhanyũkia Isiraeli kana kũrũa rĩngĩ.
0a021d00a5	Ũtukũ ũcio wothe Abineri na andũ ake magĩtuĩkanĩria Araba. Makĩringa Jorodani, magĩthiĩ na mbere matuĩkanĩirie Bithironi guothe, na magĩkinya Mahanaimu.
0a021e00a6	Nake Joabu agĩtiga gũtengʼeria Abineri, akĩhũndũka agĩcookanĩrĩria andũ ake othe. Andũ ikũmi na kenda a Daudi makĩoneka matiarĩ ho, Asaheli atatarĩtwo.
0a021f006f	No andũ a Daudi nĩmooragĩte andũ a Benjamini magana matatũ ma mĩrongo ĩtandatũ arĩa maarĩ na Abineri.
0a022000a0	Nao makĩoya Asaheli, makĩmũthika mbĩrĩra-inĩ ya ithe kũu Bethilehemu. Ningĩ Joabu na andũ ake magĩthiĩ ũtukũ wothe, magĩkinya Hebironi gũgĩkĩa.
0a030100c0	Na rĩrĩ, mbaara gatagatĩ ka nyũmba ya Saũlũ na nyũmba ya Daudi nĩyatũũrire ihinda iraaya. Daudi agĩkĩrĩrĩria kũgĩa hinya; nayo nyũmba ya Saũlũ ĩgĩkĩrĩrĩria kwaga hinya.
0a0302009e	Nake Daudi nĩagĩire na ciana cia aanake arĩ kũu Hebironi: Mũriũ wake wa irigithathi eetagwo Amunoni ũrĩa waciarĩtwo nĩ Ahinoamu ũrĩa Mũjezireeli;
0a030300e3	Mũriũ wa keerĩ eetagwo Kileabu ũrĩa waciarĩtwo nĩ Abigaili ũrĩa warĩ mũtumia wa ndigwa wa Nabali ũrĩa Mũkarimeli; na wa gatatũ aarĩ Abisalomu ũrĩa waciarĩtwo nĩ Maaka mwarĩ wa Talimai mũthamaki wa Geshuru;
0a0304006e	wa kana aarĩ Adonija ũrĩa waciarĩtwo nĩ Hagithu; wa gatano aarĩ Shefatia ũrĩa waciarĩtwo nĩ Abitali;
0a03050070	na wa gatandatũ aarĩ Ithireamu mũrũ wa Egila mũtumia wa Daudi. Acio nĩo maaciarĩirwo Daudi kũu Hebironi.
0a03060086	Hĩndĩ ya mbaara ya nyũmba ya Saũlũ na nyũmba ya Daudi, Abineri no kũgĩa aagĩaga na hinya arĩ thĩinĩ wa nyũmba ya Saũlũ.
0a0307009c	Na rĩrĩ, Saũlũ nĩ arĩ na thuriya yetagwo Rizipa mwarĩ wa Aia. Nake Ishi-Boshethu akĩũria Abineri atĩrĩ, “Wakomire na thuriya ya baba nĩkĩ?”
0a0308017a	Abineri nĩarakarire mũno tondũ wa kwĩrwo ũguo nĩ Ishi-Boshethu, nake akĩmũcookeria atĩrĩ, “Kaĩ ndĩkĩrĩ mũtwe wa ngui mwena-inĩ wa Juda? Ũmũthĩ ũyũ niĩ ndĩ rũmwe na nyũmba ya thoguo Saũlũ na andũ a nyũmba yake na arata. Niĩ ndirĩ ndaamũneana kũrĩ Daudi. No rĩu ũranjĩĩra atĩ nĩhĩtĩtie ihĩtia ũhoro-inĩ ũkoniĩ mũndũ-wa-nja ũyũ!
0a03090081	Ngai arothũũra, niĩ Abineri, na anjĩke ũũru makĩria, ingĩaga kũhingĩria Daudi ũrĩa Jehova aamwĩrĩire na mwĩhĩtwa,
0a030a0093	na ndute ũthamaki nyũmba-inĩ ya Saũlũ, na ndũgamie gĩtĩ kĩa Daudi kĩa ũnene igũrũ wa Isiraeli na Juda, kuuma Dani nginya Birishiba.”
0a030b004e	Ishi-Boshethu ndaigana kwĩra Abineri ũndũ ũngĩ tondũ nĩamwĩtigĩrĩte.
0a030c00c2	Ningĩ Abineri agĩtũma andũ kũrĩ Daudi makamwĩre atĩrĩ, “Bũrũri ũyũ nĩ waũ? Nĩtũgĩe na kĩrĩkanĩro nawe, na nĩngũgũteithia ngũrehere andũ a Isiraeli othe mwena waku.”
0a030d00e6	Nake Daudi akiuga atĩrĩ, “Ũguo nĩ wega. Nĩtũkũgĩa na kĩrĩkanĩro nawe. No nĩ harĩ ũndũ ũmwe ngwenda wĩke: ndũkanooke mbere yakwa angĩkorwo ndũkarehe Mikali mwarĩ wa Saũlũ hĩndĩ ĩrĩa ũgooka kũnyona.”
0a030e00b3	Ningĩ Daudi agĩtũma andũ kũrĩ Ishi-Boshethu mũrũ wa Saũlũ makamwĩre atĩrĩ, “Nengera mũtumia wakwa Mikali, ũrĩa ndagũrire na ikonde igana rĩmwe cia Afilisti.”
0a030f006f	Nĩ ũndũ ũcio Ishi-Boshethu agĩathana Mikali agĩĩrwo kuuma kũrĩ mũthuuriwe Palitieli mũrũ wa Laishi.
0a031000c3	No rĩrĩ, mũthuuriwe, agĩtwarana nake, agĩthiĩ amũrũmĩrĩire akĩrĩraga nginya Bahurimu. Hĩndĩ ĩyo Abineri akĩmwĩra atĩrĩ, “Cooka mũciĩ!” Nĩ ũndũ ũcio agĩcooka mũciĩ.
0a0311008c	Nake Abineri akĩaranĩria na athuuri a Isiraeli akĩmeera atĩrĩ, “Kwa ihinda nĩmũkoretwo mwĩrirĩirie gũtua Daudi mũthamaki wanyu.
0a031200da	Mũtigĩĩke ũguo rĩu! Nĩgũkorwo Jehova nĩerire Daudi atĩrĩ, ‘Na ũndũ wa ndungata yakwa Daudi nĩngahonokia andũ akwa a Isiraeli kuuma guoko-inĩ kwa Afilisti na kuuma guoko-inĩ gwa thũ ciao ciothe.’”
0a031300b4	Nake Abineri nĩacookire akĩaranĩria na andũ a Benjamini. Agĩcooka agĩthiĩ Hebironi akeere Daudi maũndũ mothe marĩa Isiraeli na nyũmba yothe ya Benjamini meendaga gwĩka.
0a0314008d	Rĩrĩa Abineri, ũrĩa warĩ na andũ mĩrongo ĩĩrĩ ookire kũrĩ Daudi kũu Hebironi, Daudi akĩmũrugithĩria iruga hamwe na andũ ake.
0a03150142	Hĩndĩ ĩyo Abineri akĩĩra Daudi atĩrĩ, “Reke thiĩ o ro rĩu ngacookanĩrĩrie andũ a Isiraeli othe nĩ ũndũ wa mũthamaki mwathi wakwa, nĩgeetha marĩkanĩre nawe, na nĩguo ũthamakagĩre o kũrĩa guothe ngoro yaku ĩĩrirĩirie.” Nĩ ũndũ ũcio Daudi agĩtũma Abineri athiĩ, nake agĩthiĩ na thayũ.
0a031600e0	Hĩndĩ o ĩyo andũ a Daudi, na Joabu magĩcooka kuuma mbaara-inĩ, na magĩũka na indo nyingĩ iria maatahĩte. No Abineri ndaarĩ hamwe na Daudi kũu Hebironi, tondũ Daudi nĩamwĩrĩte athiĩ, nake agĩthiĩ na thayũ.
0a031700c9	Rĩrĩa Joabu na thigari ciothe iria ciarĩ hamwe nake maakinyire-rĩ, akĩĩrwo atĩ Abineri mũrũ wa Neri nĩokĩte kũrĩ mũthamaki, na atĩ mũthamaki nĩarekire athiĩ, nake agĩthiĩ na thayũ.
0a031800b5	Nĩ ũndũ ũcio Joabu agĩthiĩ kũrĩ mũthamaki akĩmũũria atĩrĩ, “Nĩ atĩa ũguo weka? Ta kĩone, Abineri nĩokire kũrĩ wee. Ũrekire athiĩ nĩkĩ? Rĩu nĩagĩthiire!
0a0319008d	Wee nĩũũĩ atĩ Abineri mũrũ wa Neri egũũkĩte gũkũheenia na gũthigaana mĩthiĩre yaku, na amenye maũndũ marĩa mothe ũreka.”
0a031a00a7	Hĩndĩ ĩrĩa Joabu oimire harĩ Daudi, agĩtũma andũ makinyĩre Abineri, nao makĩmũcookia kuuma gĩthima-inĩ gĩa Sira. No Daudi ndaigana kũmenya ũhoro ũcio.
0a031b00dc	Na rĩrĩ, rĩrĩa Abineri aacookire Hebironi, Joabu akĩmũtwara keheri-inĩ kĩhingo-inĩ, ta ekwenda kwaria nake na hitho. Na marĩ hau, akĩmũtheeca nda agĩkua, nĩguo arĩhĩrie thakame ya mũrũ wa nyina Asaheli.
0a031c00bf	Thuutha ũcio, rĩrĩa Daudi aiguire ũhoro ũcio, akiuga atĩrĩ, “Niĩ na ũthamaki wakwa tũtirĩ na ihĩtia nginya tene mbere ya Jehova ũhoro-inĩ wa thakame ya Abineri mũrũ wa Neri.
0a031d010e	Thakame yake ĩrocookerera Joabu na nyũmba ya ithe yothe! Nayo nyũmba ya Joabu ndĩkanaage mũndũ ũmwe ũrĩ na kĩronda gĩkuura thakame, kana mangũ, kana mũndũ ũrĩthiiaga na mĩtĩ, kana mũndũ ũũragĩtwo na rũhiũ rwa njora, kana mũndũ wagĩte irio.”
0a031e007e	(Joabu na Abishai mũrũ wa nyina mooragire Abineri tondũ nĩooragĩte Asaheli mũrũ wa nyina wao mbaara-inĩ kũu Gibeoni.)
0a031f0101	Hĩndĩ ĩyo Daudi akĩĩra Joabu na andũ othe arĩa aarĩ nao atĩrĩ, “Tembũrangai nguo cianyu na mwĩhumbe makũnia, na mũthiĩ mũgĩcakayaga mbere ya Abineri.” Nake Daudi ũcio mũthamaki agĩthiĩ arũmĩrĩire ndayaya ĩrĩa yakuuĩte kĩimba.
0a03200087	Nao magĩthika Abineri kũu Hebironi, nake mũthamaki akĩrĩra aanĩrĩire hau mbĩrĩra-inĩ ya Abineri. O nao andũ othe makĩrĩra.
0a0321007e	Mũthamaki akĩina icakaya rĩĩrĩ nĩ ũndũ wa Abineri: “Abineri nĩaragĩrĩirwo nĩgũkua ta andũ arĩa moinaga watho?
0a032200c2	Moko maku matiarĩ moohe, namo magũrũ maku matiarĩ moohe na nyororo. Wagũire o ta mũndũ ũrĩa ũgũũaga mbere ya andũ arĩa aaganu.” Nao andũ othe makĩrĩra rĩngĩ nĩ ũndũ wake.
0a032300f0	Ningĩ andũ othe magĩũka na makĩringĩrĩria Daudi arĩe irio gũtanatuka, no Daudi akĩĩhĩta na mwĩhĩtwa, akiuga atĩrĩ, “Ngai arothũũra, o na anjĩke ũũru makĩria, ingĩcama irio kana kĩndũ kĩngĩ riũa rĩtanathũa!”
0a0324007c	Nao andũ acio othe maakĩona ũrĩa gwathiĩ magĩkena; ti-itherũ, maũndũ mothe marĩa mũthamaki eekire nĩmamakenirie.
0a0325009e	Nĩ ũndũ ũcio andũ othe na Isiraeli guothe makĩmenya mũthenya ũcio atĩ mũthamaki ndaarĩ na itemi ũhoro-inĩ wa gĩkuũ kĩa Abineri mũrũ wa Neri.
0a032600a2	Ningĩ mũthamaki akĩĩra andũ ake atĩrĩ, “Kaĩ mũtaramenya atĩ mũndũ mũnene na ũrĩ igweta mũno nĩarĩkĩtie gũkua ũmũthĩ thĩinĩ wa Isiraeli?
0a032700dd	Na rĩrĩ, ũmũthĩ, o na gũkorwo ndĩmũitĩrĩrie maguta nduĩke mũthamaki, ndirĩ na hinya, nao ariũ aya a Zeruia marĩ na hinya mũno kũngĩra. Jehova arorĩhia mwĩki ũũru kũringana na ciĩko ciake njũru!”
0a040100ab	Na rĩrĩ, hĩndĩ ĩrĩa Ishi-Boshethu mũrũ wa Saũlũ aaiguire atĩ Abineri nĩakuĩrĩire kũu Hebironi-rĩ, akĩũrwo nĩ hinya, nao andũ othe a Isiraeli makĩmaka.
0a04020104	Nake mũrũ wa Saũlũ aarĩ na andũ eerĩ arĩa maarĩ atongoria a ikundi cia gũtharĩkanĩra. Ũmwe eetagwo Baana na ũcio ũngĩ Rekabu; maarĩ ariũ a Rimoni ũrĩa Mũbeerothi wa mũhĩrĩga wa Benjamini; Beerothu gũtaragwo ta gĩcunjĩ kĩa Benjamini,
0a04030068	tondũ andũ a Beerothu nĩmoorĩire Gitaimu na matũũrĩte kuo ta andũ a kũngĩ nginyagia ũmũthĩ.
0a0404014d	(Jonathani mũrũ wa Saũlũ aarĩ na mũriũ wonjete magũrũ meerĩ. Aarĩ na ũkũrũ wa mĩaka ĩtano rĩrĩa ũhoro wa Saũlũ na Jonathani wamakinyĩire kuuma Jezireeli. Nake mũreri wake akĩmũkuua, akĩũra; no rĩrĩa aahiũhĩte akĩũra-rĩ, mwana ũcio akĩgũa agĩtuĩka kĩonje. Rĩĩtwa rĩake rĩarĩ Mefiboshethu.)
0a040500cb	Nake Rekabu na Baana, ariũ a Rimoni ũrĩa Mũbeerothi, magĩthiĩ marorete nyũmba-inĩ ya Ishi-Boshethu, na magĩkinya kuo rĩrĩa gũkoragwo kũrĩ ũrugarĩ mũthenya, rĩrĩa aahurũkĩte mĩaraho.
0a0406008c	Nao makĩingĩra nyũmba ya thĩinĩ metuĩte ta meendaga gũkuua ngano, makĩmũtheeca nda. Nake Rekabu na mũrũ wa nyina Baana makĩũra.
0a040700cf	Maingĩrire nyũmba hĩndĩ ĩrĩa aakomete gĩtanda-inĩ nyũmba yake ya toro. Maarĩkia kũmũtheeca na kũmũũraga, magĩtinia mũtwe wake. Makĩũkuua, magĩthiĩ ũtukũ wothe magerete njĩra ya Araba.
0a04080117	Magĩtwarĩra Daudi mũtwe wa Ishi-Boshethu kũu Hebironi, makĩĩra mũthamaki atĩrĩ, “Ĩ ũyũ mũtwe wa Ishi-Boshethu mũrũ wa Saũlũ, thũ yaku, ũrĩa wageragia gũkũũraga. Ũmũthĩ nĩguo Jehova arĩhĩria mwathi wakwa mũthamaki gwĩ Saũlũ na rũciaro rwake.”
0a040900c7	Nake Daudi agĩcookeria Rekabu na Baana, mũrũ wa nyina, ariũ a Rimoni ũrĩa Mũbeerothi atĩrĩ, “Ti-itherũ o ta ũrĩa Jehova atũũraga muoyo, ũrĩa ũhonoketie kuuma mathĩĩna-inĩ mothe,
0a040a00e9	rĩrĩa mũndũ aanjĩĩrire atĩrĩ, ‘Saũlũ nĩakuĩte’, agĩĩciiria atĩ nĩ ũhoro mwega andehera, ndamũnyiitire ngĩmũũragĩra kũu Zikilagi. Kĩu nĩkĩo kĩheo kĩrĩa ndamũheire nĩ ũndũ wa ndũmĩrĩri ĩyo yake!
0a040b00f1	Akĩrĩ makĩria atĩa, hĩndĩ ĩrĩa andũ aaganu moragĩte mũndũ ũtarĩ na ihĩtia thĩinĩ wa nyũmba yake akomete ũrĩrĩ-inĩ wake, githĩ ndiagĩrĩirwo nĩ gwĩtia thakame yake kuuma moko-inĩ manyu na ndĩmweherie muume thĩ!”
0a040c00fa	Nĩ ũndũ ũcio Daudi agĩatha andũ ake, nao makĩmooraga. Makĩmatinia moko na magũrũ, na magĩcuuria mĩĩrĩ yao hau karia-inĩ kũu Hebironi. No rĩrĩ, makĩoya mũtwe wa Ishi-Boshethu na makĩũthika mbĩrĩra-inĩ ya Abineri kũu Hebironi.
0a05010096	Na rĩrĩ, mĩhĩrĩga yothe ya Isiraeli ĩgĩthiĩ kũrĩ Daudi kũu Hebironi ĩkĩmwĩra atĩrĩ, “Ithuĩ tũrĩ a mũthiimo waku na thakame yaku.
0a050200e5	Ihinda rĩrĩa Saũlũ aarĩ mũthamaki witũ-rĩ, wee nĩwe watongoragia mbũtũ cia Isiraeli igĩthiĩ ita. Nake Jehova agĩkwĩra atĩrĩ, ‘Wee nĩũgatuĩka mũrĩithi wa andũ akwa a Isiraeli, na ũtuĩke mwathi wao.’”
0a050300e0	Rĩrĩa athuuri othe a Isiraeli maathiĩte Hebironi kũrĩ Mũthamaki Daudi, mũthamaki nĩagĩire na kĩrĩkanĩro nao mbere ya Jehova o kũu Hebironi, nao magĩitĩrĩria Daudi maguta mũtwe atuĩke mũthamaki wa Isiraeli.
0a05040076	Daudi aarĩ na ũkũrũ wa mĩaka mĩrongo ĩtatũ rĩrĩa aatuĩkire mũthamaki, na agĩthamaka mĩaka mĩrongo ĩna.
0a0505009a	Aathamakĩire Juda mĩaka mũgwanja na mĩeri ĩtandatũ arĩ Hebironi, na agĩthamaka Isiraeli guothe mĩaka mĩrongo ĩtatũ na ĩtatũ arĩ Jerusalemu.
0a0506012b	Mũthamaki na andũ ake magĩthiĩ Jerusalemu magatharĩkĩre Ajebusi, arĩa matũũraga kuo. Nao Ajebusi makĩĩra Daudi atĩrĩ, “Ndũgũtoonya gũkũ; tondũ andũ arĩa megũkũgirĩrĩria ũtoonye nĩ arĩa atumumu na cionje.” Tondũ meĩraga atĩrĩ, “Daudi ndangĩhota gũtoonya kuo.”
0a05070072	No rĩrĩ, Daudi nĩatunyanire kĩĩhitho kĩa hinya gĩa Zayuni, na nĩkĩo gĩĩtagwo itũũra inene rĩa Daudi.
0a05080137	Mũthenya o ro ũcio Daudi akiuga atĩrĩ, “Mũndũ wothe ũngĩtooria Ajebusi no agerire mũtaro-inĩ wa maaĩ nĩguo akinyĩre andũ acio ‘mathuaga na atumumu’ o acio thũ cia Daudi.” Kĩu nĩkĩo gĩtũmaga moige atĩrĩ, “‘Andũ atumumu na arĩa mathuaga’ matigatoonya nyũmba ya ũthamaki.”
0a050900af	Nake Daudi agĩtũũra kĩĩhitho-inĩ kĩu kĩa hinya, agĩgĩtua itũũra inene rĩa Daudi. Nake Daudi agĩakĩrĩra itũũra rĩu inene kuuma Milo arĩcooketie na thĩinĩ.
0a050a005e	Daudi agĩkĩrĩrĩria kũgĩa na hinya tondũ Jehova Ngai Mwene-Hinya-Wothe aarĩ hamwe nake.
0a050b00ac	Na rĩrĩ, Hiramu mũthamaki wa Turo agĩtũmĩra Daudi andũ, hamwe na mĩgogo ya mĩtarakwa, na atharamara, na aaki na mahiga, nao magĩakĩra Daudi nyũmba ya ũthamaki.
0a050c0095	Nake Daudi akĩmenya atĩ Jehova nĩamũhaandĩte atuĩke mũthamaki wa Isiraeli na agatũũgĩria ũthamaki wake nĩ ũndũ wa andũ ake a Isiraeli.
0a050d0089	Aarĩkia kuuma Hebironi, Daudi nĩagĩire na thuriya ingĩ na akĩhikia atumia kũu Jerusalemu, na agĩciarĩrwo aanake na airĩtu angĩ.
0a050e006d	Maya nĩmo marĩĩtwa ma ciana iria aaciarĩire kũu Jerusalemu: Shamua, na Shobabu, na Nathani, na Solomoni,
0a050f002c	na Ibiharu, na Elishua, na Nefegu, na Jafia,
0a05100025	na Elishama, na Eliada, na Elifeleti.
0a051100f1	Hĩndĩ ĩrĩa Afilisti maaiguire atĩ Daudi nĩaitĩrĩirio maguta agatuĩka mũthamaki wa Isiraeli, makĩambata magĩthiĩ na mbũtũ ciao ciothe makamũcarie, no Daudi aigua ũhoro ũcio agĩikũrũka agĩthiĩ kĩĩhitho-inĩ kĩa hinya.
0a0512004c	Na rĩrĩ, Afilisti nĩmokĩte na makeyaragania gĩtuamba-inĩ kĩa Refaimu;
0a051300fb	nĩ ũndũ ũcio Daudi agĩtuĩria ũhoro kũrĩ Jehova, akĩmũũria atĩrĩ, “Thiĩ ngatharĩkĩre Afilisti? Nĩũkũmaneana kũrĩ niĩ?” Nake Jehova akĩmũcookeria atĩrĩ, “Thiĩ, nĩgũkorwo ti-itherũ nĩ ngũneana Afilisti kũrĩ we.”
0a051400ea	Nĩ ũndũ ũcio Daudi agĩthiĩ Baali-Perazimu, na agĩtooreria Afilisti kuo. Akiuga atĩrĩ, “O ta ũrĩa maaĩ moinaga, noguo Jehova aharaganĩtie thũ ciakwa mbere yakwa.” Nĩ ũndũ ũcio handũ hau hagĩĩtwo Baali-Perazimu.
0a05150066	Nao Afilisti magĩtiganĩria mĩhianano yao kũu, nake Daudi na andũ ake makĩmĩoya magĩthiĩ nayo.
0a0516004c	Afilisti nĩmambatire o rĩngĩ makĩĩaragania Gĩtuamba-inĩ kĩa Refaimu;
0a051700ee	nĩ ũndũ ũcio Daudi agĩtuĩria ũhoro harĩ Jehova, nake Jehova akĩmũcookeria atĩrĩ, “Tiga kwambata ũthiĩ ũrũngĩrĩirie, no thiũrũrũka ũmoime na thuutha, ũmatharĩkĩre ũmarutĩtie na mbere ya mĩtĩ ya mĩkũngũgũ.
0a051800be	Rĩrĩa ũrĩigua mũkubio uumĩte igũrũ rĩa mĩtĩ ya mĩkũngũgũ-rĩ, thiĩ narua, tondũ ũguo nĩkuonania atĩ Jehova nĩathiĩte mbere yaku nĩguo ahũũre mbũtũ cia Afilisti.”
0a0519007a	Nĩ ũndũ ũcio Daudi agĩĩka o ta ũrĩa Jehova aamwathĩte, akĩhũũra Afilisti amarutĩtie Gibeoni, o nginya Gezeri.
0a06010071	O rĩngĩ, Daudi agĩcookanĩrĩria andũ arĩa maarĩ njamba a Isiraeli othe, nao maarĩ ngiri mĩrongo ĩtatũ.
0a06020145	Daudi arĩ hamwe na andũ acio ake othe magĩthiĩ moimĩte Baala kũu Juda makambatie ithandũkũ rĩa Ngai marĩrute kuo, ithandũkũ rĩrĩa rĩĩtanĩtio na Rĩĩtwa Rĩake, naguo ũguo nĩ ta kuuga Rĩĩtwa rĩa Jehova Mwene-Hinya-Wothe, ũrĩa ũikaraga gatagatĩ ka makerubi marĩa marĩ igũrũ rĩa ithandũkũ rĩu.
0a060300d1	Nao makĩigĩrĩra ithandũkũ rĩa Ngai ngaari-inĩ njerũ ya ngʼombe, makĩrĩruta nyũmba ya Abinadabu, ĩrĩa yarĩ kĩrĩma-inĩ. Nao Uza na Ahio, ariũ a Abinadabu, nĩo maatongoretie ngaari ĩyo njerũ
