2800000005	Matej
29040a0076	Kad je Isus poslije ostao sam s Dvanaestoricom i s drugima koji su ga slijedili, upitaju ga o značenju te prispodobe.
29040b007f	On im odgovori: “Vama je dopušteno razumjeti tajnu o Božjemu kraljevstvu. A ostalima, koji su vani, govorim u prispodobama.
29040c00d7	Kao što piše u Svetome pismu: ‘Gledat će moja djela, ali neće dokučiti njihova značenja; slušat će moje riječi, ali ih neće razumjeti. Neće se odvratiti od svojih grijeha niti će im biti oprošteno.’
29040d005b	Ali ako ne možete razumjeti tu jednostavnu priču, kako ćete uopće razumjeti prispodobe?
29040e0051	Sijač o kojemu sam govorio svatko je onaj tko u ljudska srca sije Božju riječ.
29040f0069	Sjeme na tvrdu tlu jesu oni koji čuju Riječ, ali odmah dođe Sotona i odnese tu Riječ u njih posijanu.
2904100042	Kamenito tlo su oni koji čuju Riječ i odmah ju radosno prihvate,
2904110066	ali nemaju korijena i nestalni su. Čim ih zbog Riječi snađe nevolja ili progonstvo, odmah podlegnu.
290412003b	Trnovito tlo srca su ljudi koji čuju Riječ i prihvate ju,
2904130073	ali tjeskobne brige ovoga svijeta, varavo bogatstvo i požuda za svime ostalime uguše sjeme i ono ostane bez roda.
2904140099	Dobro tlo je srce čovjeka koji čuje Riječ, razumije ju i donosi rod—trideseterostruko, šezdeseterostruko ili čak stostruko veći od posijanoga.”
2904150098	Zatim ih upita: “Kada upalite svjetiljku, stavljate li ju pod košaru ili pod postelju da prigušite svjetlost? Nipošto! Stavljate ju na svijećnjak.
2904160059	Sve ono što je sada skriveno i što je u potaji učinjeno, jednom će izići na vidjelo.
290417001f	Slušajte, kad već imate uši!
2904180065	I nastojte svakako pozorno slušati! Kad budete tako činili, bolje ćete razumjeti što vam govorim.
29041900bb	Onima koji žive po Božjoj mudrosti”, reče im, “Bog će dati još više mudrosti. A oni koji ne postupaju prema njegovoj mudrosti, izgubit će ubrzo i ono malo od nje što imaju.”
29041a004f	Isus nastavi: “Božje je kraljevstvo poput ovoga: ratar baci sjeme na zemlju,
29041b007b	a zatim ode dalje za svojim poslom. Lijegao je noću i ustajao danju, a sjeme je niknulo i izraslo a da on to nije ni znao.
29041c0063	Zemlja sama od sebe donese rod: najprije izraste stabljika, zatim klas, pa se popuni zrelim zrnima.
29041d0034	Čim zrno sazre, dođe ratar i požanje ga srpom.”
29041e0054	Isus upita: “Kako da vam još opišem Božje kraljevstvo? S čime da ga usporedim?
29041f0059	Ono je poput sitna gorušičina zrna, najmanjega od svakog sjemena koje se sije u zemlju.
2904200081	Ali kad se posije, izraste veće od svake biljke u povrtnjaku, s velikim granama u kojih se sjenu mogu skloniti ptice nebeske.”
290421005a	Isus je govorio takve prispodobe da pouči narod Riječi onoliko koliko su mogli shvatiti.
2904220053	Javno je poučavao samo u prispodobama, a nasamo je svojim učenicima sve tumačio.
2904230057	Kad se spustila večer, Isus reče učenicima: “Prijeđimo na drugu stranu jezera.”
290424006a	Oni otpustiše narod i povezoše ga u lađici iz koje je propovijedao. Za njima se otisnu i druge lađice.
2904250076	Odjednom se podiže silna oluja. Visoki valovi počnu se prelijevati u lađicu tako da se gotovo posve napunila vodom.
290426008c	Isus je spavao na krmi s glavom na jastuku. U panici su ga probudili vičući: “Učitelju! Zar ti uopće ne mariš što ćemo izginuti?”
2904270074	Isus se probudi, zaprijeti vjetru te reče moru: “Utišaj se! Umukni!” Vjetar prestane i nastane velika tišina.
2904280050	On upita učenike: “Što ste se toliko prestrašili? Zar još nemate vjere?”
2904290070	Oni su bili silno prestrašeni. Pitali su jedan drugoga: “Pa tko je on da mu se i vjetar i more pokoravaju?”
2905010031	Doploviše na drugu obalu jezera, u geraski kraj.
290502006d	Tek što je Isus izišao iz lađice, istrćao je pred njega s groblja neki čovjek opsjednut nečistim duhom.
290503004e	Stanovao je u grobnicama, a nitko ga više nije mogao svezati, čak ni lancem.
2905040078	Često su ga okivali u lance, ali on bi uvijek rastrgao lance i smrskao okove u komadiće. Nitko ga nije mogao ukrotiti.
290505005d	Danju i noću bez prestanka je lutao grobljima i gorom vrišteći i udarajući sebe kamenjem.
2905060041	Ugledavši Isusa izdaleka, pritrči mu i padne ničice pred njim.
290507007a	Zavrišti i prodorno vikne: “Što hoćeš od mene, Isuse, Sine najuzvišenijeg Boga? Zaklinjem te Bogom, ne muči me!”
2905080052	Isus mu, naime, bijaše zapovjedio: “Izlazi iz toga čovjeka, nečisti duše!”
2905090071	Zatim ga upita: “Kako se zoveš?” “Zovem se Legija”, odgovori on, “jer nas je mnogo u ovom čovjeku.”
29050a0031	Preklinjao ga je da ih ne potjera iz onoga kraja.
29050b002f	A ondje je na obronku paslo veliko krdo svinja.
29050c004d	“Pošalji nas onim svinjama da uđemo u njih”, zamole ga nečisti duhovi.
29050d0098	On im to dopusti. Nečisti duhovi iziđu i uđu u svinje, na što cijelo krdo od kojih dvije tisuće svinja jurne niz strmi obronak i utopi se u jezeru.
29050e006e	Svinjari pobjegnu u obližnje gradove i sela i razglase putem novost, pa ljudi pođu vidjeti što se dogodilo.
29050f007d	Dođu Isusu i ugledaju čovjeka koji bijaše opsjednut cijelom legijom kako sjedi obučen i pri zdravoj pameti te se uplaše.
290510004a	A kad su očevici ispričali što se dogodilo s opsjednutim i sa svinjama,
2905110036	ljudi počnu zaklinjati Isusa da ode iz njihova kraja.
290512005b	On se vrati u lađu, a čovjek koji je bio opsjednut zamoli ga da mu dopusti poći s njime.
290513007c	Ali mu Isus to nije dopustio. “Idi kući svojima”, reče mu on, “i ispričaj im koliko ti je milosrđe Bog iskazao.”
290514006f	Čovjek se zaputi u Dekapolis toga kraja govoreći ljudima o svemu što mu je Isus učinio. I svi su se divili.
290515006e	Kad je Isus doplovio na drugu stranu jezera, okupi se oko njega na obali silno mnoštvo. On je stajao uz more.
2905160059	Pristupi mu jedan od nadstojnika mjesne sinagoge, imenom Jair, te padne pred njim ničice
290517008a	preklinjući ga da mu iscijeli kćerkicu. “Na samrti je”, reče on. “Molim te, dođi i položi na nju ruke da ozdravi i da živi.”
2905180037	Isus pođe s njim, ali se oko njega natisnulo mnoštvo.
290519004f	Među ljudima bila je žena koja je bolovala od krvarenja već dvanaest godina.
29051a008d	Mnogo je pretrpjela od brojnih liječnika i potrošila je na njih sve što je imala, ali nije ozdravila. Stanje joj se, naprotiv, pogoršalo.
29051b0055	Slušala je o Isusu pa mu se približi straga kroz mnoštvo i dotakne njegov ogrtač.
29051c0041	Mislila je: “Dodirnem li samo njegovu odjeću, ozdravit ću!”
29051d0058	I zaista, krv joj smjesta prestane teći i ona na svojemu tijelu osjeti da je ozdravila.
29051e0078	Isus je odmah osjetio da je iz njega izišla sila pa se okrenu prema mnoštvu i upita: “Tko mi je dotaknuo odjeću?”
29051f005d	Učenici mu rekoše: “Toliko se mnoštvo tiska oko tebe, a ti pitaš tko te je dotaknuo!”
2905200035	Ali Isus je pogledom tražio onu koja je to učinila.
2905210084	A žena, uplašena i dršćući jer je znala što joj se dogodilo, priđe mu i padne pred njim ničice te mu sve po istini ispriča.
2905220068	On joj reče: “Kćeri, tvoja te vjera iscijelila. Pođi u miru i budi iscijeljena od svoje bolesti!”
2905230083	Dok je Isus još to govorio, stigli su iz Jairova doma s viješću. “Kći ti je umrla. Nema smisla da dalje mučiš Učitelja.”
2905240062	Ali Isus se nije obazirao na to što su rekli, već se obrati Jairu: “Ne boj se! Samo vjeruj!”
290525003e	Isus ne dopusti nikome da ga prati osim Petru, Jakovu i Ivanu.
2905260064	Kad su stigli do kuće nadstojnika sinagoge, Isus vidje da ljudi viču, plaču i nariču u sav glas.
290527005f	On uđe i reče im: “Što toliko naričete i plačete? Dijete nije umrlo, nego samo spava!”
29052800ac	Mnoštvo ga počne ismijavati, ali on ih sve potjera van. Povede samo djetetova oca i majku te trojicu svojih učenika, pa uđe u prostoriju u kojoj je ležala djevojčica.
290529005b	Uhvati ju za ruku i reče joj: “Talita kum!” (što znači: “Ustani, djevojčice!”).
29052a0065	Djevojčica je imala dvanaest godina. Ona smjesta ustane i počne hodati. Roditelji ostanu zapanjeni.
29052b0054	Isus im zapovjedi da nikome ne govore što se dogodilo i reče im da joj daju jesti.
2906010043	Isus ode odande i vrati se s učenicima u svoj zavičaj, u Nazaret.
2906020093	Sljedeće subote ode u sinagogu i počne poučavati. Mnogi ljudi su se divili i govorili: “Odakle mu ta mudrost i sila kojom čini takva čudesa?
2906030091	Nije li on drvodjelja, Marijin sin, Jakovljev, Josijin, Judin i Šimunov brat? Nisu li mu sestre tu među nama?” I sablaznili su se zbog njega.
290604006b	Isus im reče: “Proroku ne iskazuju čast jedino u njegovu zavičaju, među rodbinom i u njegovu domu.”
290605007c	Zbog njihove nevjere nije mogao ondje učiniti nikakva čuda, samo je iscijelio nekoliko bolesnika položivši na njih ruke.
290606003b	Čudio se njihovoj nevjeri. Išao je po selima i poučavao.
2906070066	Pozvao je sebi Dvanaestoricu te ih počeo slati po dvojicu dajući im vlast da izgone nečiste duhove.
2906080081	Zapovjedio im je da na put ne ponesu ništa osim štapa—ni kruha, ni torbu, ni bakrena novca koji se običavao nositi u pojasu.
2906090038	Reče im da obuju sandale, ali da ne ponesu ni ogrtača.
29060a005d	Kazao je: “Kad boravite u nekome mjestu, stanujte u jednoj kući i ne mijenjajte smještaj.
29060b009a	Ako vas u nekome mjestu ne prihvate ili ne poslušaju, stresite i prašinu s nogu kad odlazite. To će biti znak da ste ga prepustili njegovoj sudbini.”
29060c0035	Tako su učenici otišli i propovijedali o pokajanju.
29060d0049	Mnoge su zloduhe istjerali i mnogo bolesnika pomazali uljem i iscijelili.
29060e00b2	Ubrzo je i kralj Herod Antipa čuo za Isusa jer se o njemu posvuda govorilo. Neki su govorili: “To je od mrtvih uskrsnuo Ivan Krstitelj pa sad u njemu djeluju čudesne sile.”
29060f007b	Drugi su pak govorili da je Isus starodrevni prorok Ilija. Treći su tvrdili da je on novi prorok poput onih iz prošlosti.
290610004d	Herod na to reče: “To je Ivan komu sam dao odrubiti glavu. Uskrsnuo je!”
2906110071	Herod je, naime, zapovjedio da Ivana okuju u lance i bace u tamnicu zbog Herodijade, žene Herodova brata Filipa.
290612006b	Herod ju je uzeo za ženu, a Ivan ga je opominjao: “Nije se dopušteno ženiti ženom vlastitog brata!”
2906130052	Herodijada je zato zamrzila Ivana i htjela ga je ubiti, ali to nije mogla učiniti
29061400a8	jer je Herod poštivao Ivana. Znao je da je svet i dobar čovjek i zato ga je štitio. Iako bi se uvijek uznemirio kad bi razgovarao s Ivanom, Herod ga je rado slušao.
290615009d	Na posljetku se Herodijadi pružila prigoda. Herodu je bio rođendan te je priredio gozbu za svoje dvorane, visoke časnike i najuglednije građane Galileje.
2906160085	Herodijadina kći plesala za Heroda i njegove uzvanike i svima se svidjela. “Traži od mene što ti drago,” reče kralj djevojci,
290617004d	“pa bila to i polovica mojega kraljevstva, i dat ću ti što zatražiš!”
290618006a	Djevojka iziđe i upita majku: “Što da tražim?” A ona odgovori: “Traži glavu Ivana Krstitelja!”
2906190077	Djevojka požuri natrag kralju te mu reče: “Zapovjedi da mi na pladnju donesu glavu Ivana Krstitelja, i to odmah!”
29061a0056	Kralj se ražalosti, ali zbog toga što se zakleo i zbog uzvanika ne htjede ju odbiti.
29061b0056	Odmah naredi krvniku da donese Ivanovu glavu. Krvnik ode u tamnicu, odrubi Ivanu glavu
29061c0036	te je na pladnju dade djevojci, a ona ju odnese majci.
29061d0055	Kad za to doznaše Ivanovi učenici, dođu uzeti njegovo tijelo da ga polože u grob.
29061e0061	Apostoli se s putovanja vrate Isusu te ga izvijeste o svemu što su činili i što su poučavali.
29061f0089	Isus im predloži: “Sklonimo se malo u osamu da se odmorimo.” Jer je dolazilo i odlazilo toliko ljudi da nisu imali vremena ni jesti.
290620002d	Otisnu se tako lađom prema mirnijemu mjestu.
290621006b	No mnogi su ih opazili kako odlaze pa su ljudi iz mnogih mjesta potrčali onamo obalom i stigli prije njih.
290622007f	Kad je izišao iz lađice, ugleda silan narod pa se sažali nad njima jer su bili kao ovce bez pastira pa ih je dugo poučavao.
2906230065	Kad je dan poodmaknuo, pristupe mu njegovi učenici i kazaše: “Pust je ovo kraj a već je i kasno.
2906240052	Otpusti ljude da mogu otići na okolna imanja i sela te si kupiti što za jelo!”
2906250089	“Vi ih nahranite!” odgovori im Isus. “Čime?” upitaju. “Trebalo bi nam cijelo bogatstvo da se kupi hrana za toliko mnoštvo!”
2906260062	“Pogledajte koliko hrane imate”, reče im. Vrate se i kažu da imaju pet kruhova i dvije ribe.
290627003a	Isus im zapovjedi da posjedaju u skupine po zelenoj travi.
2906280035	Posjedali su u skupine od stotinu i od pedeset ljudi.
29062900b1	Isus uzme pet kruhova i dvije ribe, pogleda u nebo i blagoslovi hranu te razlomi kruhove. Dade ih zatim učenicima da podijele ljudima. Također svima podijeli i one dvije ribe.
29062a0020	Svi su jeli dok se nisu nasitili
29062b0050	i još poslije pokupe punih dvanaest košara preostalih ulomaka te ostatak riba.
29062c0026	A nahranilo se pet tisuća muškaraca.
29062d0078	Odmah zatim Isus natjera učenike da uđu u lađu i da preplove na drugu obalu, prema Betsaidi, dok on otpusti mnoštvo.
29062e0039	Pošto se rastao s ljudima, otišao je u goru da se moli.
29062f0048	Bila je noć, učenici su bili u lađi nasred jezera, a on sam na kopnu.
2906300085	Opazi da jedva veslaju boreći se s nasuprotnim vjetrom te oko tri ure ujutro krene prema njima hodajući po vodi. Htio im je prići,
290631005b	ali kad ga ugledaju kako hoda po vodi prema njima, vrisnu od straha misleći da je sablast.
2906320063	Svi su ga vidjeli i prestrašili se. Ali on im odmah reče: “Samo hrabro! Ja sam! Ne bojte se!”
2906330055	Tada su ušli u lađu i vjetar prestane. Učenike je zaprepastilo to što su vidjeli.
2906340063	Još nisu shvaćali značenje čuda s umnoženim kruhom jer su im srca bila tvrda i nisu vjerovali.
2906350039	Preplove jezero i pristanu u Genezaretu te privežu lađu
2906360023	i iziđu. Ljudi ga odmah prepoznaju
2906370071	i rastrče se po cijelomu kraju da razglase vijest o njegovu dolasku te mu počnu donositi bolesnike na nosilima.
29063800c4	I u koji god bi grad, selo ili zaselak ušao, polijegali bi bolesnike na trgove i ulice te ga molili da im dopusti dotaknuti barem skut njegove haljine—i svi koji bi ga dotaknuli ozdravljali su.
2907010052	Jednom se okupe oko Isusa neki farizeji i pismoznanci koji su došli iz Jeruzalema
290702004d	te opaze da neki od njegovih učenika jedu “nečistim”, neopranim rukama.
2907030074	Židovi, a osobito farizeji, nikada ne jedu a da obredno ne operu ruke jer to zahtijeva njihova starodrevna predaja.
29070400bb	Kad dođu doma s tržnice, uvijek se operu prije nego što dotaknu hranu. To je tek jedna od brojnih odredba kojih se drže, kao što je i obred pranja čaša, vrčeva i bakrenog posuđa.
2907050075	Zato ga vjerski vođe upitaju: “Zašto tvoji učenici ne slijede stare židovske predaje? Jedu nečistim rukama.”
2907060091	Isus im odgovori: “Licemjeri! Lijepo je o vama prorokovao Izaija kad je rekao: Ovaj me narod štuje samo usnama, ali srce im je daleko od mene.
2907070044	Uzalud me štuju jer kao moje učenje poučavaju ljudske zapovijedi.
2907080047	Vi zanemarujete Božje zapovijedi i zamjenjujete ih ljudskim predajama.
2907090038	Lijepo! Odbacujete Božje zapovijedi zbog svoje predaje!
29070a0085	Mojsije vam je, primjerice, dao Božju zapovijed: ‘Poštuj oca i majku!’ i ‘Tko prokune oca ili majku, neka se kazni smrću!’
29070b0091	Ali vi kažete da je roditeljima opravdano reći: ‘Žao mi je, ne mogu vam pomoći jer sam se Bogu zakleo dati ono što sam mogao dati vama.’
29070c003f	Tako ljudima dopuštate da zanemare roditelje koji su u potrebi
29070d0062	i kršite Božju zapovijed da zaštitite vlastitu predaju. To je tek jedan od brojnih primjera.”
29070e004e	Tada Isus pozove mnoštvo i reče im: “Slušajte me svi i nastojte shvatiti!
29070f006b	Ništa što izvana ulazi u čovjeka ne može ga onečistiti, ali onečišćuje ga ono što iz njega izlazi.
2907100022	Slušajte, kad već imate uši!”
290711004d	Zatim ode od mnoštva u kuću, a učenici ga zamole da im objasni prispodobu.
290712007c	“Zar ni vi ne razumijete?” upita ih on. “Ne shvaćate li da čovjeka ne može onečistiti ono što u njega uđe izvana
290713007c	jer ne ide u srce, već odlazi u trbuh, a zatim se izbacuje u zahod!” Tim je riječima sve vrste hrane proglasio čistima.
290714004f	Zatim još reče: “Čovjeka onečišćuje ono što izlazi iz njegove nutrine.
2907150050	Jer iz nutrine, iz ljudskoga srca, dolaze zle misli, bludnost, krađa, ubojstvo,
2907160051	preljub, pohlepa, zloća, prijevara, razvrat, zavist, kleveta, oholost i glupost.
