0100000008	Genesisy
091c0700db	Ary hoy Saoly tamin’ ny mpanompony: Itadiavo vehivavy manao azy ho tsindrian-javatra aho hankanesako any hanontaniako aminy. Ary hoy ny mpanompony taminy: Indro, misy vehivavy manao azy ho tsindrian-javatra eo Andora.
091c08011a	Dia nanova tarehy Saoly ka nitafy fitafiana hafa, dia nandeha izy sy ny olona roa lahy nanaraka azy ka tonga tao amin-dravehivavy nony alina; ary hoy izy: Masìna ianao, manaova fankatovana ho ahy amin’ ny zavatra manindry anao, ka ampiakaro ho etỳ amiko izay hotononiko aminao.
091c0900db	Ary hoy ravehivavy taminy: Indro, fantatrao izay nataon’ i Saoly, dia ny nandroahany ny manao azy ho tsindrian-javatra sy ny mpanao hatsarana hiala amin’ ny tany, ka nahoana ianao no mamandrika ny aiko hahafaty ahy?
091c0a008e	Ary Saoly nianiana tamin’ i Jehovah ka nanao taminy hoe: Raha velona koa Jehovah, dia tsy hisy heloka hahazo anao amin’ izao zavatra izao.
091c0b006c	Dia hoy ravehivavy: Iza ary no hampiakariko ho eto aminao? Ary hoy izy: Samoela no ampiakaro ho etỳ amiko.
091c0c009b	Ary hitan-dravehivavy Samoela, dia nidradradradra tamin’ ny feo mafy izy ka nanao tamin’ i Saoly hoe: Nahoana no namitaka ahy ianao? fa ianao no Saoly.
091c0d009a	Ary hoy ny mpanjaka taminy: Aza matahotra; fa inona no hitanao? Ary hoy ravehivavy tamin’ i Saoly: Andriamanitra miakatra avy amin’ ny tany no hitako.
091c0e00c4	Ary hoy izy taminy: Manao ahoana no endriny? Dia hoy izy: Lehilahy antitra no miakatra sady mikapôty izy. Ary fantatr’ i Saoly fa Samoela izay, dia niondrika tamin’ ny tany izy ka niankohoka.
091c0f013d	Ary hoy Samoela tamin’ i Saoly: Nahoana no korontaninao aho ka ampiakarinao? Dia hoy Saoly: Tery loatra aho, fa miady amiko ny Filistina, ary Andriamanitra efa nahafoy ahy ka tsy mamaly teny ahy intsony, na amin’ ny mpaminany, na amin’ ny nofy; koa izany no nampanalako anao mba hampahalalanao ahy izay hataoko.
091c100066	Ary hoy Samoela: Nahoana no manontany amiko ianao, nefa Jehovah efa mahafoy anao ka tonga fahavalonao.
091c11008f	Fa Jehovah efa nanao ho Azy araka ny nampilazainy ahy; fa efa nendahany hiala amin’ ny tananao ny fanjakana ka nomeny an’ i Davida namanao.
091c1200ba	Satria tsy nihaino ny feon’ i Jehovah ianao ka tsy nahatanteraka ny fahatezerany mirehitra tamin’ ny Amalekita, dia izany no nanaovan’ i Jehovah izao zavatra izao taminao androany.
091c1300f0	Ary hiaraka hatolotr’ i Jehovah ho eo an-tànan’ ny Filistina ny tenanao sy ny Isiraely; ary rahampitso dia ho etỳ amiko ianao sy ny zanakao; ary ny miaramilan’ ny Isiraely koa dia hatolotr’ i Jehovah eo an-tànan’ ny Filistina.
091c1400dd	Dia lavo niampatra tamin’ ny tany niaraka tamin’ izay Saoly ka raiki-tahotra indrindra noho ny tenin’ i Samoela; sady efa tsy nisy hery intsony izy, satria tsy nihinan-kanina indray andro sy indray alina maninjitra.
091c1500d6	Ary nankao amin’ i Saoly ravehivavy ka nahita azy ory indrindra, dia nanao taminy hoe: Indro, ny ankizivavinao nihaino ny feonao, dia nanao ny aiko tsy ho zavatra aho ka nihaino ny teninao izay nolazainao tamiko.
091c1600d0	Koa ankehitriny, masìna ianao, mba henoy kosa ny tenin’ ny ankizivavinao, ary aoka aho handroso sombin-kanina kely eo anoloanao; dia hano izany mba hahatanjaka anao, raha handeha amin’ ny alehanao ianao.
091c1700b3	Fa tsy nety izy, fa hoy izy: Tsy hihinana aho. Fa ny mpanompony sy ravehivavy mbola nanery azy ihany, ka dia nihaino ny feony izy. Dia nitsangana izy ka nipetraka teo am-parafara.
091c1800b1	Ary ravehivavy nanana zanak’ omby mifahy tao an-trano; dia nandeha haingana izy ka namono izany, ary naka koba izy, dia nofetafetainy ka nendasiny ho mofo tsy misy masirasira.
091c19009f	Ary narosony teo anoloan’ i Saoly sy teo anoloan’ ny mpanompony izany; dia nihinana izy ireo, ary dia niainga ka lasa nandeha tamin’ iny alina iny ihany.
091d010081	Ary ny Filistina dia namory ny miaramilany rehetra ho ao Afeka; fa ny Isiraely kosa nitoby teo anilan’ ny loharano ao Jezirela.
091d0200a9	Ary ireo andrianan’ ny Filistina nandroso nitarika ny miaramilany isan-jato sy isan’ arivo; fa Davida sy ny olony kosa nandroso teo aoriana niaraka tamin’ i Akisy.
091d03013c	Ary hoy ireo andrianan’ ny Filistina: Haninona moa ireto Hebreo ireto? Ary hoy Akisy tamin’ ireo andrianan’ ny Filistina: Tsy io va no Davida, mpanompon’ i Saoly, mpanjakan’ ny Isiraely, ilay tatỳ amiko elaela ihany izay, ary tsy hitako izay tsininy hatrizay nialany niandany tamiko ka mandraka androany?
091d040156	Dia tezitra taminy ireo andrianan’ ny Filistina ka nanao taminy hoe: Avereno ihany ilehio ho any amin’ ny fonenany izay efa nomenao azy, fa aza avela hidina hiaraka amintsika hiady izy, fandrao ho tonga fahavalontsika raha miady; fa amin’ inona no hahazoan’ io sitraka amin’ ny tompony? Tsy amin’ ny lohan’ ireto olona ireto va?
091d050085	Tsy io moa no Davida, izay nandihizany sy nanaovany hira mifamaly hoe: “Saoly nahafaty arivoarivo, Fa Davida nahafaty alinalina?”
091d060123	Ary Akisy niantso an’ i Davida ka nanao taminy hoe: Raha velona koa Jehovah, marina ianao, sady sitrako ny iarahanao miditra sy mivoaka amiko eto an-toby, fa tsy hitako izay tsininao hatrizay nahatongavanao teto amiko ka mandraka androany; nefa kosa tsy sitrak’ ireo andriana ireo ianao.
091d070071	Koa miverena, ary mandehana soa aman-tsara, mba tsy hanaovanao izay tsy sitrak’ ireo andrianan’ ny Filistina.
091d0800e1	Fa hoy Davida tamin’ i Akisy: Inona no nataoko, ary inona no hitanao tamin’ ny mpanomponao hatrizay nitoerako tatỳ aminao ka mandraka androany, no tsy hahazoako mandeha hiady amin’ ny fahavalon’ ny mpanjaka tompoko?
091d0900c5	Ary Akisy namaly an’ i Davida hoe: Fantatro fa tsara eo imasoko tahaka ny anjelin’ Andriamanitra ianao; nefa ireo andrianan’ ny Filistina no nanao hoe: Tsy hiara-miakatra amintsika hiady izy.
091d0a009e	Koa mifohaza maraina koa ianao mbamin’ ny mpanompon’ ny tomponao izay nanaraka anao; ary rehefa nifoha maraina ianareo, ka mazava ny andro, dia mandehana.
091d0b0098	Ary Davida sy ny olony nifoha maraina koa handeha maraina hiverina any amin’ ny tanin’ ny Filistina. Ary ny Filistina dia niakatra nankany Jezirela.
091e0100c3	Ary nony tonga teo Ziklaga Davida sy ny olony tamin’ ny andro fahatelo, dia, indro, ny Amalekita efa nanafika ny tany atsimo sy Ziklaga ka namely an’ i Ziklaga sy nandoro azy tamin’ ny afo;
091e02009d	ary efa namabo ny vehivavy sy izay rehetra tao izy, na lehibe na kely, nefa tsy nisy novonoiny na dia iray aza; fa nentiny ho babo ireo, ka lasa nandeha izy.
091e0300aa	Ary Davida sy ny olony tonga tao amin’ ny tanàna, ary, indro, efa levon’ ny afo ny tanàna; ary ny vadiny mbamin’ ny zananilahy sy ny zananivavy efa lasan-ko babo.
091e040068	Ary Davida sy ny mpanaraka azy dia nanandratra ny feony nitomany ambara-paha-tsy nahatomany intsony izy.
091e05007a	Ary voababo koa izy roa vavy vadin’ i Davida, dia Ahinoama Jezirelita sy Abigaila, ilay novinadin’ i Nabala Karmelita.
091e0600cd	Ary ory indrindra Davida, fa ny olona nifampitaona hitora-bato azy, satria samy nalahelo ny zananilahy sy ny zananivavy ny olona rehetra; fa Davida kosa nampahery ny tenany tamin’ i Jehovah Andriamaniny.
091e0700a5	Ary hoy Davida tamin’ i Abiatara mpisorona, zanak’ i Ahimeleka: Masìna ianao, ento etỳ amiko ny efoda. Dia nentin’ i Abiatara teo amin’ i Davida ny efoda.
091e0800ad	Ary Davida nanontany tamin’ i Jehovah hoe: Henjehiko va izany jirika izany? Ho tratro va izy? Dia namaly azy Jehovah hoe: Enjeho izy, fa ho tratranao tokoa ary ho rarakao.
091e090082	Dia lasa Davida sy ny enin-jato lahy izay nanaraka azy ka tonga teo amin’ ny renirano Besora, ary teo no nijanonan’ ny sasany.
091e0a0094	Ary Davida sy ny efa-jato lahy no nanenjika; fa ny roan-jato lahy kosa, izay reraka ka tsy afaka nita ny renirano Besora, dia nijanona tany aoriana.
091e0b00a6	Ary nahita lehilahy Egyptiana tany an-tsaha ny olona, ka nentiny tany amin’ i Davida; ary nomeny hanina ralehilahy, ka nihinana izy, ary nampisotroiny rano koa izy.
091e0c00cf	Ary nomeny ampempan’ aviavy iray didy sy voaloboka maina roa sampaho izy; ary rehefa nihinana izy, dia nody indray ny ainy; fa hateloan’ andro sy hateloan’ alina izy tsy nihinan-kanina na nisotro rano.
091e0d00b8	Ary hoy Davida taminy: An’ iza moa ianao, ary avy taiza? Ary hoy izy: Zatovo Egyptiana, mpanompon’ ny Amalekita anankiray, aho; ary narian’ ny tompoko aho, fa narary afaka omaly.
091e0e00a0	Izahay efa nanafika ny tany atsimo izay an’ ny Keretita sy ny an’ i Joda ary ny tany atsimo izay an’ i Kaleba ary nandoro an’ i Ziklaga tamin’ ny afo.
091e0f010b	Ary hoy Davida taminy: Hitondra ahy midìna ho amin’ izany jirika izany va ianao? Ary hoy izy: Mianiàna amiko amin’ Andriamanitra fa tsy hamono ahy ianao na hanolotra ahy ho eo an-tànan’ ny tompoko, dia hitondra anao midìna ho amin’ izany jirika izany aho.
091e1000c6	Ary nony nentiny nidina izy, indreo, miely eran’ ny tany izy ka homana sy misotro ary milanona noho ny haben’ ny babo rehetra izay azony tamin’ ny tanin’ ny Filistina sy ny tanin’ ny Joda.
091e1100ae	Ary Davida namely azy tamin’ iny takariva iny ka hatramin’ ny ampitso hariva; ary tsy nisy olona afaka, afa-tsy zatovo efa-jato lahy izay nitaingina rameva ka nandositra.
091e12006c	Dia rarak’ i Davida izay rehetra efa nobaboin’ ny Amalekita; ary dia azon’ i Davida koa ny vadiny roa.
091e1300ab	Ary tsy nisy zavatra tsy azony, na kely na be, na zazalahy na zazavavy, na inona na inona tamin’ izay nobaboin’ ireny; izany rehetra izany dia azon’ i Davida avokoa.
091e140092	Ary Davida naka ny ondry aman’ osy sy ny omby rehetra; ary nentiny nialoha ny omby hafa ireo, sady nisy niantso hoe: Itony no babon’ i Davida.
091e150111	Ary Davida tonga teo amin’ ny roan-jato lahy, izay reraka ka tsy afaka nanaraka azy, fa najanony teo amin’ ny renirano Besora; ary dia nandeha ireo hitsena an’ i Davida sy ny olona nanaraka azy; ary nony tonga teo akaikin’ ny olona Davida, dia nanontany izay toeny.
091e160113	Dia niteny ny olona sompatra sy tena ratsy fanahy rehetra avy nanaraka an’ i Davida ka nanao hoe: Satria tsy mba niaraka tamintsika ireo, dia tsy hanomezantsika azy ny babo izay azontsika, afa-tsy ny vadiny aman-janany isany avy; fa ireo no aoka ho entiny, dia handeha izy.
091e1700ae	Fa hoy Davida: Aza manao izany amin’ izay nomen’ i Jehovah antsika, ry rahalahy; fa niaro antsika Izy, ary natolony teo an-tanantsika ny jirika izay tonga namely antsika.
091e18009f	Koa iza no hanaiky anareo amin’ izany? Fa tahaka ny anjaran’ izay nidina hiady ihany no ho anjaran’ izay nitoetra tamin’ ny entana: hiara-misalahy izy.
091e19007c	Dia izany no fanao hatramin’ izany andro izany, ka dia natao didy sy lalàna tamin’ ny Isiraely izany ambaraka androany.
091e1a00cd	Ary raha tonga tao Ziklaga Davida, dia mba nanaterany ho an’ ny loholon’ ny Joda sakaizany ny babo ka nataony hoe: Inty izay saotra ho anareo avy amin’ ny babo azo tamin’ ny fahavalon’ i Jehovah,
091e1b0060	dia ho an’ izay ao Betela sy izay any Ramata amin’ ny tany atsimo sy ho an’ izay ao Jatira
091e1c0052	sy ho an’ izay ao Aroera sy ho an’ izay ao Sifmota sy ho an’ izay ao Estemoa
091e1d007a	sy ho an’ izay ao Rakala sy ho an’ izay any an-tanànan’ ny Jeramelita sy ho an’ izay any an-tanànan’ ny Kenita
091e1e0050	sy ho an’ izay ao Horma sy ho an’ izay ao Korasana sy ho an’ izay ao Ataka
091e1f0072	sy ho an’ izay ao Hebrona ary ho an’ izay any amin’ ny tany rehetra nandehandehanan’ i Davida sy ny olony.
091f0100b3	Ary ny Filistina niady tamin’ ny Isiraely, ary nandositra teo anoloan’ ny Filistina ny lehilahy amin’ ny Isiraely, ary niampatrampatra teny an-tendrombohitra Gilboa ny faty.
091f02008a	Ary ny Filistina nanenjika mafy an’ i Saoly sy ny zanany, ka matin’ ny Filistina Jonatana sy Abinadaba ary Malkisoa, zanak’ i Saoly.
091f03008f	Ary mafy ny ady tamin’ i Saoly, dia nifanehatra tamin’ ny mpandefa tsipìka izy; ary raiki-tahotra indrindra izy noho ny mpandefa tsipìka.
091f04012c	Ary hoy Saoly tamin’ ny mpitondra ny fiadiany: Tsoahy ny sabatrao, ka tsatohy miboroaka aho, fandrao avy irery tsy mifora irery ka hotsatohany miboroaka aho, dia hataony ho fihomehezana. Nefa tsy nety ny mpitondra ny fiadany, fa natahotra loatra izy. Dia nalain’ i Saoly ny sabatra ka nianjerany.
091f05007d	Ary rehefa hitan’ ny mpitondra ny fiadiany fa maty Saoly, dia mba nianjera tamin’ ny sabany koa izy ka niara-maty taminy.
091f060072	Ka dia niara-maty androtrizay ihany Saoly sy ny zanany telo lahy sy ny mpitondra ny fiadiany ary ny olony rehetra.
091f07010e	Ary nony hitan’ ny lehilahy amin’ ny Isiraely teny an-dafin’ ny lohasaha sy teny an-dafin’ i Jordana fa nandositra ny lehilahy amin’ ny Isiraely, ary maty Saoly sy ny zanany, dia niala tao an-tanàna izy ka nandositra; ary dia tonga ny Filistina ka nonina tao.
091f0800b0	Ary nony ampitso, raha tonga haka ny zavatra teo amin’ ny maty ny Filistina, dia nahita an’ i Saoly sy ny zanany telo lahy niampatrampatra teo an-tendrombohitra Gilboa izy.
091f0900d8	Ary notapahiny ny lohany, sady nalainy ny fiadiany, ary dia naniraka tany amin’ ny tanin’ ny Filistina manodidina izy hanambara izany zavatra mahafaly izany ao amin’ ny tranon’ ny sampiny sy amin’ ny olona.
091f0a007d	Dia napetrany tao amin’ ny tranon’ i Astarta ny fiadiany; ary ny fatiny nohomboany teo amin’ ny màndan’ i Beti-sana.
091f0b005c	Ary nony ren’ ny mponina tany Jabesi-gileada izay nataon’ ny Filistina tamin’ i Saoly,
091f0c00ce	dia niainga ny lehilahy mahery rehetra ka nandeha mandritra ny alina ary naka ny fatin’ i Saoly sy ny fatin’ ny zanany teo amin’ ny màndan’ i Beti-sana; ary tonga tao Jabesy izy ka nandoro azy tao.
091f0d0076	Ary nentiny ny taolany ka naleviny tao ambanin’ ilay hazo tamariska tao Jabesy, ary dia nifady hanina hafitoana izy.
0a00000009	2 Samoela
0a0101006c	Ary nony maty Saoly, ary niverina avy namono ny Amalekita Davida, dia nitoetra indroa andro tao Ziklaga izy.
0a010200f3	Ary tamin’ ny andro fahatelo, indro, nisy lehilahy iray tonga avy tany amin’ ny miaramilan’ i Saoly, triatra ny akanjony sady nihosin-tany ny lohany; ary rehefa tonga teo amin’ i Davida izy, dia niankohoka tamin’ ny tany ka nitsaoka.
0a0103007e	Ary hoy Davida taminy: Avy taiza moa ianao? Dia hoy izy taminy: Afaka nandositra avy tany amin’ ny tobin’ ny Isiraely aho.
0a010400cc	Ary hoy Davida taminy: Nanao ahoana izay tany? Masìna ianao, ambarao amiko. Dia hoy izy: Ny olona nandositra tamin’ ny ady, ary be koa ny miampatrampatra sy maty, ary maty koa Saoly sy Jonatana zanany.
0a0105006d	Ary hoy Davida tamin’ ilay zatovo niteny taminy: Ahoana no nahafantaranao fa maty Saoly sy Jonatana zanany.
0a010600c8	Dia nanambara taminy ilay zatovo nanao hoe: Sendra tao an-tendrombohitra Gilboa aho, ary, indro, Saoly nitehina tamin’ ny lefony; ary, indreo, ny kalesy sy ny mpitaingin-tsoavaly nanenjika azy mafy.
0a0107004c	Dia niherika izy ka nahita ahy; ary niantso ahy izy, ka hoy izaho: Inty aho.
0a01080047	Ary hoy izy tamiko: Iza moa ianao? Dia hoy izaho taminy: Amalekita aho.
0a01090088	Ary hoy indray izy tamiko: Masìna ianao, hatony kely aho, ka vonoy, fa marary mivonkina ozatra aho, fa mbola ato anatiko ihany ny aiko.
0a010a00de	Dia nanatona azy aho ka namono azy, satria fantatro fa tsy ho velona izy, rehefa resy, ka dia nalaiko ny satro-boninahiny teo an-dohany sy ny fehin-tanana teo amin’ ny sandriny, ka nentiko etỳ amin’ ny tompoko izany.
0a010b0070	Dia noraisin’ i Davida ny fitafiany ka notriariny: ary dia mba nanao toy izany koa ny olona rehetra teo aminy.
0a010c00c5	Ary nisaona sy nitomany sy nifady hanina ambara-paharivan’ ny andro izy noho ny amin’ i Saoly sy Jonatana zanany sy ny olon’ i Jehovah ary ny taranak’ Isiraely, satria lavon-tsabatra ireny.
0a010d0072	Ary hoy Davida tamin’ ilay zatovo nanambara taminy: Avy aiza ianao? Ary hoy izy: Zanaky ny vahiny Amalekita aho.
0a010e006d	Dia hoy Davida taminy: Nahoana ianao no tsy natahotra haninjitra ny tananao hamono ny voahosotr’ i Jehovah?
0a010f005f	Dia niantso zatovo anankiray Davida ka nanao hoe: Hatony io, ka vonoy; dia nasiany izy ka maty.
0a011000a3	ary hoy Davida taminy: Aoka ny rànao ho eo amin’ ny lohanao, satria ny vavanao ihany no efa niampanga anao nanao hoe: Izaho no namono ny voahosotr’ i Jehovah.
0a01110055	Ary Davida nisaona an’ i Saoly sy Jonatana zanany tamin’ izao hira fisaonana izao
0a01120082	(ary nasainy nampianarina ny taranak’ i Joda ny hira atao hoe Tsipika; indro, voasoratra ao amin’ ny Bokin’ i Jasara izany):
0a0113005f	Ilay voninahitrao, ry Isiraely, no voalefona teo amin’ ny havoananao; Endrey! Lavo ny mahery!
0a011400bc	Aza ambaranareo any Gata izany, Aza torinareo ho fifaliana any an-dalamben’ i Askelona. Fandrao mifaly ny zanakavavin’ ny Filistina. Fandrao miravoravo ny zanakavavin’ ny tsy mifora.
0a011500e3	Hianareo tendrombohitra Gilboa, Aza misy ando aman’ orana intsony eny aminareo, na saha angalana fanatitra asandratra, satria tany no nandotoana ny ampingan’ ny mahery, Dia ny ampingan’ i Saoly, ka tsy nohosorana diloilo.
0a01160096	Ny tsipìkan’ i Jonatana tsy nihemotra. Raha tsy nahazo ny ran’ ny maty sy ny tavin’ ny mahery; ary ny sabatr’ i Saoly tsy mba niverina foana.
0a011700b3	Saoly sy Jonatana, izay tiana sady mahate-ho-tia fony fahavelony, dia tsy nosarahina na dia tamin’ ny nahafatesany aza; Faingana noho ny voromahery izy ary mahery noho ny liona.
0a01180090	Ry zanakavavin’ Isiraely, mitomania an’ i Saoly, fa nahafinaritra ny mampitafiany jaky anareo, sady nasiany firava-bolamena ny fitafianareo.
0a01190057	Endrey! lavo teo amin’ ny ady ny mahery voalefona teo amin’ ny havoananao Jonatana.
0a011a0097	Ory noho ny aminao aho, ry Jonatana rahalahiko; nahafinaritra ahy indrindra ianao; nahagaga ny fitiavanao ahy mihoatra noho ny fitiavan’ ny vehivavy.
0a011b002f	Endrey! lavo ny mahery, ary levona ny fiadiana!
0a020100ea	Ary rehefa afaka izany, Davida dia nanontany tamin’ i Jehovah hoe: Hiakatra ho any amin’ ny tanànan’ ny Joda anankiray va aho? Dia hoy Jehovah taminy: Miakara. Ary hoy Davida: Any aninona no hiakarako? Dia hoy Izy: Any Hebrona.
0a0202007f	Dia niakatra nankany Davida mbamin’ ny vadiny roa, dia Ahinoama Jezirelita sy Abigaila, ilay novinadin’ i Nabala Karmelita.
0a020300a5	Ary ny olona izay tao amin’ i Davida mbamin’ ny ankohonan’ ireo dia samy nentiny niakatra koa, ka nonina tao amin’ ny tanàna momba an’ i Hebrona izy ireo.
0a020400d7	Ary dia avy ny lehilahy amin’ ny Joda ka nanosotra an’ i Davida tao mba ho mpanjaka amin’ ny taranak’ i Joda. Ary nisy nanambara tamin’ i Davida hoe: Ny olona any Jabesi-gileada no nandevina an’ i Saoly.
0a020500d1	Ary Davida dia naniraka olona hankany amin’ ny mponina any Jabesi-gileada hanao aminy hoe: Hotahin’ i Jehovah anie ianareo noho ny soa nataonareo tamin’ i Saoly tomponareo tamin’ ny nandevenanareo azy.
