280000000c	מתתיהו
290a1200a3	און יהושע/ישוע האט צו אים געזאגט: וואס רופסטו מיך גוטער? קיינער איז נישט גוט, אחוץ ה׳ אליין!
290a130160	די געבאטן קענסטו: דו זאלסט נישט מארדן! דו זאלסט נישט נואפן! דו זאלסט נישט גנבענען! דו זאלסט נישט פאלש עדות זאגן! דו זאלסט נישט באטריגן! דו זאלסט אפגעבן כבוד דיין פאטער און דיין מוטער! (שמות כ, יב-טז.)
290a14008f	און ער האט צו אים געזאגט: רבי, אלע די דאזיקע האב איך אפגעהיטן פון מיין יוגנט אָן.
290a150184	און יהושע/ישוע האט אויף אים א בליק געטאן און אים ליב געקריגן, און געזאגט צו אים: איין זאך פעלט דיר; גיי, פארקויף אלץ, וואס דו האסט, און גיב עס צו די ארעמעלייט, און דו וועסט האבן אן אוצר אין הימל; און קום, און פאלג מיר נאך!
290a1600d4	ער אבער איז אומעטיק געווארן איבער דעם ווארט, און איז אוועקגעגאנגען א טרויעריקער, ווארום ער האט געהאט א גרויס פארמעגן.
290a170105	און יהושע/ישוע האט זיך ארומגעקוקט, און זאגט צו זיינע תלמידים: אָ, ווי שווער עס איז פאר די, וואס האבן עשירות אריינצוקומען אין דעם קעניגרייך פון ה׳!
290a180181	און די תלמידים זענען דערשטוינט געווארן איבער זיינע ווערטער. יהושע/ישוע אבער ווידער ענטפערנדיק האט צו זיי געזאגט: קינדער, אָ, ווי שווער עס איז פאר די, וואס האבן בטחון אויף געלט, אריינצוגיין אין דעם קעניגרייך פון ה׳!
290a1900d7	עס איז לייכטער פאר א קעמל דורכצוגיין דורך דעם לאך פון א נאדל, ווי פאר א רייכן מאן אריינצוקומען אין דעם קעניגרייך פון ה׳.
290a1a00ae	און זיי זענען נאך מער דערשטוינט געווארן, און האבן צו זיך גערעדט: און ווער זשע קען דערלייזט ווערן?
290a1b00d6	יהושע/ישוע האט א קוק געטאן אויף זיי און זאגט: ביי מענטשן איז עס אוממעגלעך, נאר נישט ביי ה׳; ווארום אלץ איז מעגלעך ביי ה׳.
290a1c009b	פעטרוס האט אנגעהויבן צו רעדן צו אים: זע, מיר האבן אלץ פארלאזן, און האבן דיר נאכגעפאלגט!
290a1d0171	האט יהושע/ישוע געזאגט: באמת זאג איך אייך: עס איז נישט פאראן קיינער, וועלכער האט פארלאזט הויז, אדער ברידער, אדער שוועסטער, אדער מוטער, אדער פאטער, אדער קינדער, אדער פעלדער, צוליב מיר, און צוליב דער בשורה טובה,
290a1e016c	וועלכער וועט נישט באקומען הונדערט מאל אזויפיל איצט אין דער דאזיקער צייט, הייזער, און ברידער, און שוועסטער, און מוטערס, און קינדער, און פעלדער, מיט פארפאלגונגען; און אין דער קומענדיקער וועלט אייביק לעבן.
290a1f005e	אבער א סך ערשטע וועלן זיין לעצטע; און די לעצטע ערשטע.
290a200210	און זיי זענען געווען אויפן וועג, ארויפגייענדיק קיין ירושלים; און יהושע/ישוע איז געגאנגען פארויס פאר זיי; און זיי האבן געשטוינט; און די, וואס האבן נאכגעפאלגט, האבן זיך געפארכטן. און ער האט ווידער גענומען די צוועלף צו זיך, און האט אנגעהויבן צו רעדן צו זיי וועגן די זאכן, וואס וועלן קומען אויף אים:
290a210140	זע, גייען מיר ארויף קיין ירושלים, און דער בר אנש וועט איבערגעגעבן ווערן צו די הויפט כהנים און די סופרים; און זיי וועלן אים פארמשפטן צום טויט, און אים איבערגעבן צו די אומות (העולם);
290a2200eb	און זיי וועלן אפשפאטן פון אים, און שפייען אויף אים, און וועלן אים שמייסן, און טייטן; און אין דריי טעג ארום וועט ער ווידער אויפשטיין.
290a23010a	און יעקב און יוחנן, זבדיס זין, זענען צוגעגאנגען צו אים, און האבן צו אים געזאגט: רבי, מיר פארלאנגען, אז דו זאלסט פאר אונדז טאן, וואס מיר וועלן דיך בעטן!
290a240087	און ער האט צו זיי געזאגט: וואס פארלאנגט איר, אז איך זאל טאן פאר אייערטוועגן?
290a2500fb	און זיי האבן צו אים געזאגט: גיב אונדז, אז מיר זאלן זיצן, איינער אויף דיין רעכטער זייט, און איינער אויף דיין לינקער זייט, אין דיין הערלעכקייט!
290a26013f	יהושע/ישוע אבער האט צו זיי געזאגט: איר ווייסט נישט וואס איר בעט! צי קענט איר דען טרינקען דעם בעכער, וואס איך טרינק? אדער געטובלט ווערן מיט דער מקווה, מיט וועלכער איך ווער געטובלט?
290a270152	און זיי האבן געזאגט צו אים: מיר קענען! יהושע/ישוע אבער האט צו זיי געזאגט: דעם בעכער, וואס איך טרינק, וועט איר טרינקען; און מיט דער מקווה, מיט וועלכער איך ווער געטובלט, וועט איר געטובלט ווערן;
290a2800e9	נאר צו זיצן אויף מיין רעכטער זייט אדער לינקער זייט איז נישט מיינס צו געבן, נאר (עס איז פאר די) פאר וועמען עס איז צוגעגרייט געווארן.
290a29009f	און ווען די צען האבן עס געהערט, האבן זיי אנגעהויבן צו ווערן אין כעס אויף יעקבן און יוחנן.
290a2a0127	און יהושע/ישוע האט זיי גערופן צו זיך, און זאגט צו זיי; איר ווייסט, אז די, וואס גילטן צו הערשן איבער די פעלקער, אונטעריאכן זיי; און זייערע גדולים געוועלטיקן איבער זיי.
290a2b00ba	ביי אייך אבער איז עס נישט אזוי; נאר ווער עס וועט וועלן ווערן א גדול צווישן אייך, וועט ער זיין אייער משרת;
290a2c008e	און ווער עס וועט וועלן זיין צווישן אייך דער ערשטער, וועט ער זיין אלעמענס קנעכט.
290a2d00d4	ווארום אפילו דער בר אנש איז נישט געקומען באדינט צו ווערן, נאר צו דינען, און צו געבן זיין לעבן ווי אן אויסלייז פאר פילע.
