2900000006	Marcos
32010100f8	Haku hi Pablo, kaawyun ku hi Timoteo ya kaparihu kun lingkud Apu Jesu Cristo. Nanyuyulataku kayun pinilin Apu Diyus ya tawtiga Filipos buy kagihan Apu Jesu Cristo, awyunaꞌ libun namumunu kayu buy libun manulung kanla buy ha libun mananampalataya.
3201020074	Indadalangin kun mapakayuy kahampatan buy kapayapaan Bapa tamun hi Apu Diyus buy Panginuun tamun hi Apu Jesu Cristo.
3201030047	Tuwin naiihip ku kawu, nagpapasalamataku kan Apu Diyus ya Panginuun ku.
3201040036	Panayakun natutula tuwin impapanalangin ku kawun laat.
320105007a	Ta ibat pun hinhatun nanampalataya kawu angga hapaêg, tinutulungan yu ku êmên makapagpalaganapakun Mahampataꞌ Balita.
3201060096	Naniniwalakun ipagpatuluy Apu Diyus hay mahampataꞌ gawênaꞌ sinimulꞌan na kayu anggan matapus nay ati ha allêwaꞌ magbalik hi Apu Jesu Cristo.
3201070101	Pawpatêl ku, taman diliyaꞌ atiyaꞌ matanam ku kayu ta maala maal ku kawu. Miaawyun kitamun nakadanas kahampatan Apu Diyus hinhatu punaꞌ malayakun naytatanggul buy nagpapahayag Mahampataꞌ Balita tungkul kan Apu Jesus, maski hapaêgaꞌ nakakulungaku.
320108006f	Tandan Apu Diyus ya talagan labay ku kawuy nan makaawyun ta maal katawu katbuh pagmamaal kayun Apu Jesu Cristo.
3201090091	Nananalanginaku kan Apu Diyus ya lalu pun lumalêy pagmamaalan yu ha gihat giha ya mayin kabiyahaan buy pagkatêbêk nu hita mahampat buy malaêt
32010a00b6	takay mapili yuy pinakamahampataꞌ gawꞌên. Nu habatu, ha allêw pagbalik Apu Jesu Cristo, maakit nan malinis kawuy na ha pamalayan Apu Diyus buy alay nan kamalaêtan ha biyay yu.
32010b008d	Impapanalangin kun tulungan kawun Panginuun Jesu Cristo ya panay kawun mamuhayaꞌ matuynung êmên mapapurian buy maparangalan hi Apu Diyus.
32010c0087	Pawpatêl ku, labay kun matandan yun hay pagkakulung kuy mamhakaꞌ nagawa takay kumalataꞌ Mahampataꞌ Balita tungkul kan Apu Jesus.
32010d0095	Ta ha nangyari, natandan sawsundalun pakabantay ha palasyu buy kanayunaꞌ dilag kaytiya ingkulungaku ta nangangaralakun tungkul kan Apu Jesu Cristo.
32010e00a7	Buy alwan dilin habatu ta ha pagkakulung ku, madla ha pawpatêl tamu ha Panginuun ya lalu pun nagin matatagaꞌ kaluuban buy alan limun nangangaral Nunghung Apu Diyus.
32010f0113	Pêtêgaꞌ mayin umnun nangangaral tungkul kan Apu Jesu Cristo ta naiinggit hilan dili buy labay lan ipaakitaꞌ mabiyaha pun hila kisira kangku. Nuwa mayin mêt nangangaralaꞌ talagan mahampataꞌ kaluuban la buy labay lan makatulung ha pagpapalaganap Mahampataꞌ Balita.
32011000cd	Impapangaral la hi Apu Jesu Cristo ta pêtêgaꞌ pagmamaal la kangku. Ta tanda lan kaluuban Apu Diyus ya pagkakulung ku takay maitanggul kuy Mahampataꞌ Balita ha tawtawung awyun kun nangakakulung kayti.
32011100c7	Nuwa hay kanayun, alwan mahampataꞌ kaluuban la. Nangangaral hilan Mahampataꞌ Balita ha sarili la dilin kalabayan takay puriin hila. Indap la kaban nakakulungaku kayti, mapahkitan lay kaluuban ku.
320112008e	Nuwa ala kangkuy hatu. Pêtêg man u alway hangarên la, basta ipangaral lan dili hi Apu Jesu Cristo, natutula kuy na. Buy patuluyakun matula.
3201130079	Ta tanda kun ha pamêmêêtan panalangin yu, buy ha tulung Ispiritun nangibat kan Apu Jesu Cristo, makalayaku mêt kayti.
32011400c9	Mamhakaꞌ hangarên ku buy pagꞌasan ah ku mapadêngꞌêy ha hitaman nu alwan katbuh hinhatu panayakun magin matatag takay maparangalan ku hi Apu Jesu Cristo ha biyay ku maski ikamati ku pun u alwa.
320115008e	Ta para kangku, hay mabiyayiꞌ taêmên maparangalan hi Apu Jesu Cristo, buy hay kamatiyaniꞌ mas mahampat ta tanda kun makaawyun ku yay na.
320116008d	Nuwa nu pakadangên pun Apu Diyus ya biyay ku, mahampat mêt ta dêla punakun magawa ha paglilingkud kana. Kaya ah ku tanda nu hita pilin ku.
3201170074	Nahahatiyaꞌ ihip ku ta labay ku hanan matiyana takay makaawyun kuy na hi Apu Jesu Cristo ta atiyaꞌ mas mahampat.
3201180033	Nuwa para ha ikahampat yu, kaylangan ku pun mabyay.
32011900b4	Kaya siguraduwakun kumadang punaꞌ biyay ku buy makaawyun yu ku takay matulungan ku kawun magin matatag ha pananampalataya kan Apu Jesus buy magin masaya ta ha pananampalataya yu.
32011a005b	Buy nu makabalikakuy na kayu, mas lalu yun puriin hi Apu Jesu Cristo ta imbalik na ku kayu.
32011b0109	Kaya hapaêg, hitamanaꞌ mangyari kantamu, mamuhay kawun ayun ha Mahampataꞌ Balita tungkul kan Apu Jesu Cristo takayꞌêmên makaawyun yu ku u alwa, mabalitꞌan kun nagkakagiha kawu buy miaawyunaꞌ naytatanggul pananampalataya yun ayun ha Mahampataꞌ Balita.
32011c00a4	Ah kawu malimu ha libun nanꞌuusig kayu. Ta nu ah kawu nalilimu kanla, matandan lan mipamalaêt hila ha alan angganaꞌ kaparusaan Apu Diyus nuwa kawu, iligtas na.
32011d0076	Ta alwa kitamu dilin pinagkaluubanaꞌ manampalataya kan Apu Jesus nu alwan makadanas mêt pagtitiis alang alang kana.
32011e0098	Hay pagꞌiirapaꞌ nadadanas yu hapaêg katbuh mêt ha pagꞌiirapaꞌ naakit yu kangku hinhatu buy angga hapaêg, nababalitꞌan yun nadadanas ku pun.
32020100e5	Kaya ba pawpatêl ku, nu mayin kawun kasiglaan ta ha pakikigiha yu kan Apu Jesu Cristo, nu mayin kawun kaaliwan ha pagmamaal na, nu mayin kawun pakikigiha ha Ispiritun Apu Diyus, nu mayin kawun malasakit buy ingalu ha gihat giha,
320202005c	lubusun yuy nay tula ku: mikakasundu kawu buy magmaalan, buy mikakagiha ha ihip buy layunin.
32020300a7	Ah kawu manggawan hitaman ta labay yu dilin itagꞌay kawu buy magyabang nu alwan magpakayêpa kawu ha gihat giha buy ituring yun mas mahampataꞌ kanayun kisira kayu.
3202040053	Alwan dilin hay ikahampat sarili yuy ihipin yu nu alwan hay ikahampat mêt kanayun.
320205003b	Kaylanganaꞌ katbuh kaihipan Apu Jesu Cristoy kaihipan yu.
3202060051	Maski nanaakit kanay pagkaDiyus na, Ah na impilitaꞌ mamirmin kapantay Apu Diyus
3202070067	Nu alwan imbalag nay pagkaDiyus na. Buy hin impanganak ya kayti ha mundu, Naglingkud ya katbuh alipên.
320208004e	Nagpakayêpa ya Buy nagin mahunulun anggan kamatiyan, Magin kamatiyan ha krus.
3202090053	Kaya ban binyanan yan Apu Diyus pinakamatagꞌaya parangal Buy lagyun alan kapantay
32020a0074	Takay ha lagyu na, hay laataꞌ dilag ha langit, dilag ha luta, buy dilag ha lalên luta, Magluhud buy magpuri kana.
32020b006b	Buy ipahayag lan, “Hi Apu Jesu Cristoy Panginuun.” Ta baistu, maparangalanaꞌ Bapa tamun hi Apu Diyus.
32020c00ef	Kaya ban minamaal kun pawpatêl, hin miaawyun kitamu pun, panay yun hinuhunulaꞌ impapangaral ku kayu. Hapaêgaꞌ madayuwakuy na kayu, lalu kaw pun hanan humunulaꞌ mayin limu buy paggalang kan Apu Diyus takay malubusaꞌ kaligtasan yu.
32020d006f	Ta hi Apu Diyus ya nanamꞌi kayun pagnanaisaꞌ makahunul kana buy kakayaanaꞌ magawa yu nu hita kaluuban na.
32020e0028	Mamuhay kawun alan riklamu buy ribatiyan
32020f00dd	takay alan maakitaꞌ malaêt kayu buy maakitaꞌ mahampataꞌ luub yu ta anak kawun Apu Diyus. Ta maski napapalibutan kawun subran mangalaêtaꞌ tawu kayti ha mundu, dapay kawun bêtêwên ha langitaꞌ magin dêkêt la
32021000c9	kaban impapangaral yu kanlay Mahampataꞌ Balita ya nanamꞌin biyay ya alan anggan. Gawꞌên yuy ati taêmên pagbalik Apu Jesu Cristo kayti ha mundu, maipagmalaki kun ah nasayangaꞌ pagtitiyaga ku.
32021100ad	Buy nu kaylanganaꞌ ibunlugaꞌ daya ku ha panampalataya yu bilang handug kan Apu Diyus taêmên magin ganapaꞌ panampalataya yu kana, maligaya kuy na buy makitulaku kayu.
3202120029	Kaya matula kaw mêt buy makitula kangku.
32021300ae	Hapaêg, nu ipahintulut Apu Jesu Cristo, palakwun ku bahên hi Timoteo ha madalin panawun takay pagbalik na kayti, mapanatagaꞌ kaluuban ku nu matandan kuy nay kalagayan yu.
320214005e	Ta maliban kan Timoteo, alay nan kanayunaꞌ katbuh kun pêtêgaꞌ nagmamalasakit kayun laat.
3202150050	Ta hay kanayun, sarilin labay diliyaꞌ iniihip alwan hay labay Apu Jesu Cristo.
32021600ac	Nuwa tanda yuy na nu pakapakun napapêtganaꞌ katapatan Timoteo. Tinulungan na ku ha pangangaral Mahampataꞌ Balita katbuh gihay anakaꞌ tinutumulung ha sarili nan bapa.
3202170059	Kaya nu matandan kuy na nu hita mangyari kangku kayti ha kulungan, palakwun ku ya bahên.
3202180056	Naniniwalakun ha tulung Panginuun, makalatêngaku mêt bahên kayu ha madalin panawun.
32021900dc	Hapaêg, naihip kun paulinana bahên kayuy patêl tamun hi Epafrodito, kaparihu kun naglilingkud kan Apu Diyus buy naytatanggul ha Mahampataꞌ Balita. Pinalaku yu ya kayti takay gitanaꞌ tulung yu buy tulunganaku mêt.
32021a0072	Labay nay na talagan makauli bahên ta nagꞌaalala ya hin nabalitꞌan nan nakalatênganaꞌ kayun nagkahakit ya.
32021b00a4	Pêtêg bayaꞌ nagkahakit ya buy kayêk tanan nati. Nuwa kinaingalwan yan Apu Diyus maski haku mêt ta pinagaling ya. Ta nu nati ya, subray lungkutaꞌ matanam ku.
32021c0073	Kaya labay ku yay nan paulin talaga bahên takay matula kawu nu maakit yu yan uman buy mabawꞌahanaꞌ lungkut ku.
32021d0089	Kaya ha pagbalik na bahên, tanggapên yu yan lubusaꞌ tula yu bilang patêl ha Panginuun Jesus. Igalang yu mêtaꞌ tawtawung katbuh na
32021e00ab	ta ha paglilingkud na kan Apu Jesu Cristo, kayêk tana hiyan nati. Insuung na ha panganibaꞌ biyay na takayꞌêmên tulunganaku ya gawꞌên yu mêt nu dilag kawu kayti.
32030100c5	Hapaêg, pawpatêl ku, matula kawu ta ha pakikigiha yu ha Panginuun Jesus. Ah ku magsawang umanên kayuy impangaral kuy na hinhatu ta atiyaꞌ magpatatag kayu nu mayin mangaral kayun alwan pêtêg.
3203020078	Magꞌingat kawu ha tawtawung ugalin ayêp, mapanggawan malaêt buy impipilit lan dapat kawun tulin takay miligtas kawu.
32030300f4	Nuwa hakitamuy pêtêgaꞌ tinuli ha pamalayan Apu Diyus ta nagpupuri kitamu kana ha tulung Ispiritu na buy impagmamalaki tamuy ginawan Apu Jesu Cristo. Buy ah kitamu nagtiwalan maligtas kitamu ha pamêmêêtan kaugaliyanaꞌ hinuhunul tawtawu.
32030400ae	Ta nu habayin diliya pinununghungan, mayinaku mêt maipagmalaki. Kaya nu mayin mannunghungaꞌ maari yan magmalaki ta ha paghunul na ha nakaugaliyan libun Judio, lalu punaku.
3203050106	Ta hin walun allêwaku punaꞌ impanganak, tinuliyakuy na. Pêtêgaꞌ Hebreo haku ta Hebreoy mangatuwa ku buy pêtêgaꞌ Israelita ku ta ibataku ha lahin Benjamin. Buy nu ha paghunulaꞌ naman ha kautuhan Hawjudio, talagan hinuhunul kuy ati ta gihakun Pariseo.
32030600da	Buy talagan labay kun maparangalan hi Apu Diyus kaya inusig kuy libun nananampalataya kan Apu Jesus ta indap kun matula ya. Buy nu tungkulaꞌ naman ha paghunul ha kautuhan, alan mainunghung kangku ta hinunul kun laat.
320307008d	Habiyanaꞌ bawbagayaꞌ intuturing kun maalaga hin una nuwa hapaêg alay nan alaga kangku ta labay kun makilalan lubusan hi Apu Jesu Cristo.
3203080180	Buy alwa dilin habayin ta hay laataꞌ bagay alan alaga nu ikumpara ha pagkakilala ku kan Apu Jesu Criston Panginuun ku. Inturing kuy nan alan alagay ati buy madumi hapaêg takayꞌêmên lubusan kun makilala hi Apu Jesu Criston Panginuun ku buy makagiha ku ya. Alwan ha paghunul ku ha kautuhan kaya inturingakun matuynung Apu Diyus nu alwan ha pananampalataya ku kan Apu Jesu Cristo.
32030a00c0	Hapaêg, labay kun lalu pun makilala hi Apu Jesu Cristo buy madanasanaꞌ kapangyarian pagkabiyay nan uman. Labay ku mêt makigiha ha kanan pagꞌiirap buy magin katbuh kana ha kanan kamatiyan
32030b0030	takayꞌêmên maski matiyaku, mabiyayakun uman.
32030c00db	Alwa kun innununghungaꞌ natupad kuy nay laataꞌ habayin. Alwa ku mêt innununghungaꞌ talagan nagin katbuhakuy nan Apu Jesu Cristo. Nuwa sinisikap kun mas magin katbuh na ta habainaꞌ dahilan ha pamawêg na kangku.
32030d015f	Pawpatêl, alwa kun innununghungaꞌ mas nagin katbuh nakuy na nuwa gihay bagayaꞌ ginagawa ku. Ah kuy na iniihipaꞌ bawbagay ha nakaraan, buy sinisikap kun makuway bawbagayaꞌ papalatêng. Katbuh gihay manlulukhu, sinisikap kun malatêngaꞌ angganan takay makwa kuy gantimpala ya binawêgakun Apu Diyus ha langit ha pamêmêêtan Apu Jesu Cristo.
32030f0094	Kaya bay habayinaꞌ dapat tamun ihipin, hakitamun matatagana ha pananampalataya. Nuwa nu alwan habatuy iniihip yu, ipatêbêk Apu Diyus kayuy tama.
320310005e	Habatu man, hay maalaga, magpatuluy kitamu ha paghunul ha kapêtêganaꞌ impahayag Apu Diyus.
3203110047	Pawpatêl, tubhun yu ku buy tubhun yu mêtaꞌ tawtawung titimbuh kami.
320312013b	Ta madlan tawtawung nannununghungaꞌ nananampalataya hila kan Apu Jesus nuwa maakit ha malaêt lan pamumuhayaꞌ sinusumalungat hila ha pangangaral tungkul ha pagkamatin Apu Jesu Cristo ha krus. Panay kuy nan innununghungaꞌ habatu kayu hin una nuwa hapaêg innununghung kun umanaꞌ ati kayu kaban nananangihaku.
32031300d1	Alan anggan kaparusaanaꞌ kalatngan la, hay diyus lay labay nawini la, buy impagyayabang lay bawbagayaꞌ dapat lan ikadêngꞌêy. Alay na hilan kanayunaꞌ iniihip nu alwan hay bawbagay dili kayti ha mundu.
3203140097	Nuwa hay pêtêgaꞌ rugal tamuy istu ha langit. Buy baistu mangibataꞌ Tagapagligtas tamun hi Apu Jesu Cristo ya inêêtêng tamun mayin pagkahabêk.
32031500d7	Ha paglatêng nan uman, bayuun nay nawini tamun maina buy nanati buy gawꞌên nan katbuh ha nawini na hin binyay yan uman Apu Diyus. Gawꞌên nay ati ha pamêmêêtan kapangyarian nan nanyayakup ha laataꞌ bagay.
3204010097	Kaya bay pawpatêlaꞌ minamaal ku buy kinahahabêkan, hakawun nanamꞌin tula kangku buy gantimpala ku ha paglilingkud, magin tapat kawu ha Panginuun.
320402005e	Nakikinunghungaku kayu Eudia buy Sintique ya magkaayus kawuy na ta mipatêl kawu ha Panginuun.
3204030166	Nakikinunghungaku mêt kamun tapat kun kaawyun ha pangangaralaꞌ tulungan mun magkaayusaꞌ babayin ti. Ta kaawyun ku mêt hilan naytatanggul Mahampataꞌ Balita tungkul kan Apu Jesus. Kaawyun hilan Clemente buy kanayun punaꞌ kaawyun kun naglilingkud. Hay lagyu lay nakasulat ha librun biyay ya pinanyuyulatan libun lagyun mabꞌiyan biyay ya alan anggan.
3204040050	Panay kawun matula ha pakikigiha yu ha Panginuun Jesus. Umanên ku, matula kawu!
320405005d	Ipaakit yu ha laataꞌ mahampataꞌ kaluuban yu ta madaniyanan lumatêngaꞌ Panginuun Jesus.
3204060074	Ah kawu magꞌalala ha hitamanaꞌ bagay nu alwan manalangin kawu kan Apu Diyus buy makikwa kanan mayin pasasalamat.
32040700e2	Nu habatuy gawꞌên yu, biyan kawun Apu Diyus kapayapaan ha pusu buy ha ihip yun ah kayan matêbêk tawtawu. Buy hay kapayapaanaꞌ atiyaꞌ magꞌingat kayu takay ah kawu magꞌalala ta nakigiha kawuy na kan Apu Jesu Cristo.
32040800ba	Pawpatêl ku, bilang pagtatapus, panay yun ihipinaꞌ bawbagayaꞌ mangahampat buy kapuri puri: bawbagayaꞌ pêtêg, kagalang galang, mangatuynung, mangalinis, mangaganda, buy marangal.
3204090083	Gawꞌên yuy laataꞌ natandan yu, natanggap, nalêngê, buy naakit yu kangku. Buy mapakayu hi Apu Diyus ya nanamꞌin kapayapaan.
32040a00c6	Subray tula ku ha Panginuun ta maski matagalanay panawunanaꞌ nanlibah, impaakit yun umanaꞌ malasakit yu kangku. Tanda kun ah yu ku naliwan nuwa ala kawun dilin mautuhanaꞌ mantan tulung kangku.
32040b0072	Alwa kun innununghungaꞌ ati ta nangangaylanganaku ta nagin sanayakuy nan mabyay maski hita punaꞌ kalagayan ku.
32040c0094	Nadanas kuy nay kairapan buy kasaganaan. Tanda kuy nan magin masaya hitamanaꞌ mangyari kangku, maski mabhuy u mabitil, masagana u nangangaylangan.
32040d0063	Buy maski hitamanaꞌ kalagayan ku, makaya ku ha tulung Apu Jesu Cristo ya nanamꞌin lakas kangku.
32040e0050	Habatuman nagpapasalamataku kayu ta tinulungan yu ku ha kairapanaꞌ nadanas ku.
32040f00c8	Buy tanda yun libun tiga Filipos, hin unan naniwala kawu ha Mahampataꞌ Balita tungkul kan Apu Jesus, hakawun diliyaꞌ mananampalatayan nanulung ha libun kaylangan ku hin nagꞌalihaku ha Macedonia.
3204100053	Ta maski hin dilagaku ha Tesalonica, umnun bisis kaw mêt namamagtan tulung kangku.
320411009b	Innununghung kuy ati, alwan labay kun dilin makatanggap uman tulung ibat kayu nu alwan labay kun madagdagan punaꞌ pagpapala yu ta ha pagtulung yu kangku.
32041200ca	Hapaêg, hay tulungaꞌ impagtan yu kangku ha pamêmêêtan Epafrodito, sapatana buy subra pun bay. Buy hay tulung yuy katbuh mabanguy handug kan Apu Diyus ya katanggap tanggap buy nanamꞌin tula kana.
3204130088	Buy ibat ha kayamanan nan ah nauubuh, ibin Apu Diyus ya pinaglilingkuran kuy laataꞌ kaylangan yu ta nakigiha kawu kan Apu Jesu Cristo.
3204140035	Puriin tamuy Bapa buy Apu Diyus tamu makanuman. Amen.
320415008e	Kumustaꞌ kawuy na bahên pawpinilin Apu Diyus ya nananampalataya kan Apu Jesu Cristo? Kinukumusta kaw mêt pawpatêl tamun kaawyun ku kayti.
3204160063	Kinukumusta kaw mêt laat mananampalataya kayti laluy nay libun naglilingkud ha palasyun Empiradur.
320417003b	Mamirmiꞌ kayun laataꞌ kahampatan Panginuun Jesu Cristo.
3300000007	Colosas
3301010091	Haku hi Pablo ya insugun Apu Cristo Jesus ayun ha kaluuban Apu Diyus. Nanyuyulataku kayu kaawyun ku hi Timoteo ya patêl tamu ha pananampalataya.
33010200c1	Pawpatêl ku, nanyulataku kayun dilag bahên ha Colosas ya pinilin Apu Diyus buy tapat kan Apu Jesu Cristo. Dalangin kun mapakayuy kahampatan buy kapayapaanaꞌ ibat kan Apu Diyus ya Bapa tamu.
330103007b	Ha laataꞌ panalangin yan para kayu, panay kamin nagpapasalamat kan Apu Diyus ya Bapan Panginuun tamun hi Apu Jesu Cristo,
3301040070	ta nabalitꞌan yana pananampalataya yu kan Apu Cristo Jesus buy hay pagmamaal yu ha laataꞌ pinilin Apu Diyus.
33010500d1	Ginawa yuy habatu ta mayin kawun pagꞌasan iibin Apu Diyus kayuy inhanda na ha langit. Nagkamayin kawun pagꞌasan ati hin nalêngê yuy nay kapêtêgan ya hay Mahampataꞌ Balita tungkul kan Apu Jesu Cristo.
33010600c0	Hay Mahampataꞌ Balitan ati kinumalat ha laat rugal ha mundu buy madlan biyay ya nabayu katbuh ha nangyari kayu hin nalêngê yu buy natêbêkaꞌ kapêtêgan tungkul ha kahampatan Apu Diyus.
33010700c3	Natandan yuy Mahampataꞌ Balitan ati kan Epafras. Giha yan mapagkatiwalꞌan buy minamaalaꞌ patêl ha pananampalataya ya kaawyun yan mêt naglilingkud kan Apu Jesu Cristo para ha ikahampat yu.
3301080062	Nabalitꞌan yan kan Epafras ya pagmamaal yu ha balang giha ya inꞌibin Ispiritun Apu Diyus kayu.
33010900e6	Kaya ibat hin allêwaꞌ natandan yana tungkul kayu, panay kamin nananalangin para kayu. Impipikikwa yan kan Apu Diyus ya biyan na kawun kabiyahaan buy pagkatêbêkaꞌ ibat ha Ispiritu na takay lubus yun matandanaꞌ kaluuban na.
33010a0097	Ha habatu, mamuhay kawun karapatdapat buy kalugudꞌlugud ha Panginuun, panay kawun manggawan mahampat buy lalun lumalêy pagkakilala yu kan Apu Diyus.
33010b00b4	Nananalangin kami mêt kan Apu Diyus ya panay patatagên nay pananampalataya yu ha pamêmêêtan makapagtakan kapangyarihan na takay tiisin yun mayin tula ya laataꞌ maranasan yu.
33010c00bd	Panay kawu mêt magpasalamat kan Apu Diyus ya Bapa, gawan ginawa na kawun karapatdapat takayꞌêmên manaên yuy inhanda na ha langit para ha libun tawung pinili na ya dilag ha kahawangan.
33010d0076	Inligtas na kitamu ibat ha kadlêman kapangyarihan Satanas ta hapaêg dilag kitamuyna ha paghaharin minamaal nan Anak.
33010e0060	Ha pamêmêêtan Anak na tinubus na kitamu, hay labay sabin, pinatawadanay libun kasalanan tamu.
33010f0087	Hi Apu Jesu Cristo, maakit kana hi Apu Diyus ya ahê nanakit. Bayu pun inlikhay laat, dilagana hi Apu Jesus ya makapangyarihan ha laat.
3301100124	Ha pamêmêêtan Apu Jesu Cristo, ginawan Apu Diyus ya laataꞌ dilag ha langit buy dilag kayti ha mundu, hay libun nanakit buy ahê nanakit katbuh anghil buy anituy naghahari, mayin katungkulan, namumunu, buy mayin kapangyarihan. Inlikhay laat ha pamêmêêtan Apu Jesu Cristo buy para kana.
3301110064	Bayu pun inlikhay laat, dilagana hi Apu Jesu Cristo, buy ha pamêmêêtan na, panay maayusaꞌ laat.
33011200dd	Hi Apu Jesu Cristoy u hay labay sabin hiyay puun ha libun mananampalatayan miaawyun ya inꞌiitbuh ha nawini na. Hiyay pinangibatan bayun biyay la ta hiyay unan nabyay ha nangangamati takay hiyay pinakamatagꞌay ha laat.
3301130052	Ta kaluuban Apu Diyus ya lubusan mamirmiꞌ kan Apu Jesu Cristo ya pagka Diyus na.
3301140094	Buy ha pamêmêêtan dayan Apu Jesu Cristo hin nipaku ya ha krus, impagkasundun Apu Diyus ha sarili nay laataꞌ inlikha na, ha langit buy ha mundu.
330115006b	Hinhatu, madayu kawu kan Apu Diyus buy nakapati na kawu, gawan ha malaêtaꞌ ihip yu buy ha libun gawa yu.
33011600c2	Nuwa hapaêg, ha pamêmêêtan pagkamatin nawinin Apu Jesus ha krus, impagkasundu kawun Apu Diyus ha sarili na takay maiarap na kawun banal, malinis, buy alan maakitaꞌ malaêt ha pamalayan na.
3301170126	Nuwa kaylangan yun mamirmin tapat buy matatag ha pananampalataya yu. Buy ah yu paulayên maalih ya pagꞌasa yu ha libun impangaku ha Mahampataꞌ Balitan nalêngê yu. Hay Mahampataꞌ Balitan ati, impangaralanaꞌ ha laataꞌ rugal kayti ha mundu buy haku hi Pablo ya giha ha nangangaral ati.
33011800c0	Natutula ku ha libun pagꞌiirapaꞌ nadadanasan ku para kayu buy ipagpatuluy kuy pagꞌiirapaꞌ ati katbuh nadanas Apu Jesu Cristo para ha libun mananampalatayan miaawyun ya hiyan nawini na.
3301190091	Intalaga kun Apu Diyus ya magin tagapaglingkud ha libun mananampalatayan miaawyun takay maipangaralaꞌ kabuuan nunghung na kayun alwan Hawjudio.
33011a009f	Hay kabuuan nunghung na nakalihim hinhatu, ahê pun impatandan Apu Diyus ha libun ninunu tamu hinhatu. Nuwa hapaêg, impatanda nay na kantamun libun pinili na.
33011b0116	Labay Apu Diyus ya ipatanda na ha libun pinili na ya dakila buy makapagtakan lihimaꞌ planu na kayun alwan Hawjudio. Ati ya lihimaꞌ planu na ya mamirmi kayu hi Apu Jesu Cristo. Buy ati bayaꞌ mamꞌin kasiguraduan kantamu ya maranasanaꞌ makabahagi ha kahampatan Apu Diyus.
33011c0129	Kaya impapangaral yan hi Apu Jesu Cristo ha laat tawu. Pinapaalalahanan yan buy tinutuduwananaꞌ balang giha ha pamêmêêtan kabiyahaanaꞌ inꞌibi kanyan Apu Diyus. Ha habatu, maiarap yan ya balang giha kan Apu Diyus ya ganapaꞌ kanlan pananampalataya ta ha pakikigiha la kan Apu Jesu Cristo.
33011d0096	Kaya nagsisipag buy nagtitiyaga kun mangaral Mahampataꞌ Balita ha laat tawu ha pamêmêêtan kapangyarihan Apu Jesu Cristo ya mamꞌin lakas kangku.
330201009b	Labay kun matandan yu nu pakapakunaꞌ pagiirapaꞌ dinanas ku para kayu, buy ha libun tiga Laodicea, buy ha laataꞌ ahê pun nakakakilala kangkun arapan.
33020200c2	Ginagawa kuy ati takay palakasênaꞌ luub yun laat buy magkagiha kawu ha pagmamaalan. Ha habatu, lubus yun matandan buy matêbêkaꞌ lihimaꞌ planun Apu Diyus ya hiya bayaꞌ Apu Jesu Cristo.
330203004a	Ta hi Apu Jesu Cristoy pinangingibatan laataꞌ kabiyahaan buy pagkatanda.
3302040089	Innununghung ku kayuy libun ati takay ah kawu mailêtêp hitalagyuman ha pamêmêêtan mangahampataꞌ pangangatuwiranaꞌ alwan pêtêg.
33020500cc	Ta maski ala ku bahên kayu, panay kawun dilag ha ihip ku. Buy hin nabalitꞌan kuy maayusaꞌ pamiaawyun yu bilang mananampalataya buy matatagaꞌ pananampalataya yu kan Apu Jesu Cristo, natutula kuy na.
3302060073	Kaya bay ta tinanggap yu hi Apu Cristo Jesus bilang Panginuun yu, ipagpatuluy yun mamuhay kawu ayun ha kaluuban na.
33020700d5	Matatagaꞌ pananampalataya yu buy nagtitiwala kana kaya ipagpatuluy yuy ati buy lumaguy pagkakilala yu kana. Tumatagaꞌ pananampalataya yu kana dapay naipangaral kayu. Buy panay kawun magpasalamat kan Apu Diyus.
33020800cc	Magꞌingat kawu ha libun nanunudun alan silbi buy maylêtêp takay ah la kawu maagkat. Ta alwan ibat kan Apu Jesu Cristoy aralaꞌ ati, nu alwan ibat dili ha daan kaugaliyan buy ha libun paraan ha mundu.
330209006a	Kaya ah kawu palêtêp, ta hinhatun nagin tawu hi Apu Jesu Cristo, hay buun pagka Diyus, dilaganaꞌ kana.
33020a0083	Nagin ganap kawuy na ta ha pakikigiha yu kan Apu Jesu Cristo ya hiyan manyakup ha laataꞌ anitun namumunu buy mayin kapangyarihan.
33020b00f4	Ta ha pakikigiha yu kan Apu Jesu Cristo, bilang tuli kawuy na. Hay pagtutulin ati ya alwan ayun ha gawan tawu nu alwan ayun ha Ispiritun Apu Diyus, hay payꞌalih mangalaêtaꞌ kalabayan nawini yu. Atiyaꞌ pagtutulin ibat kan Apu Jesu Cristo.
33020c00a6	Ha pamêmêêtan pagbawtismu kayu, nambuh kawuy nan inꞌêlbêng buy nabyay uman katbuh Apu Jesu Cristo, ta naniwala kawu ha kapangyarihan Apu Diyus ya namiyay kana.
33020d00e4	Hinhatu, hakawuy inturing Apu Diyus nati ta ha libun kasalanan yu buy ha paghunul yu ha mangalaêtaꞌ kalabayan nawini yu. Nuwa hapaêg, binyay kawuy nan Apu Diyus kaawyun Apu Jesu Cristo. Pinatawad nay laataꞌ kasalanan tamu.
33020e00a3	Mayin kitamun pananagutan ta ah tamu nahunulaꞌ Kautuhan nuwa inalihanan Apu Jesu Cristoy ati ha pamêmêêtan pagkamatiꞌ na ha krus. Kaya ah kitamu maparusaan.
