0100000010	Яритилиш
060712010b	Забди өз аилисидики әркәкләрни бирдин-бирдин һазир қиливиди, Йәһуда қәбилисидин Зәраһниң әвлади, Забдиниң нәвриси, Карминиң оғли Ақан бекитилди.
0607130186	Шуниң билән Йәшуа Ақанға: — Әй оғлум, Исраилниң Худаси Пәрвәрдигарға шан-шәрәпни қайтуруп берип, [Униң һөрмити үчүн] қилғанлириңни иқрар қилғин; мәндин һеч немини йошурмай, қилғиниңниң һәммисини маңа ейтқин, деди.
06071400c9	Ақан Йәшуаға җавап берип: — Мән дәрвәқә Исраилниң Худаси Пәрвәрдигар алдида гуна қилип, мундақ-мундақ қилдим:
06071501bb	мән олҗиниң арисидин Шинарда чиққан чирайлиқ бир тонға, икки йүз шәкәл күмүч, әллик шәкәл еғирлиқтики алтун тахтиға көзүм қизирип уларни еливалдим. Мана, бу нәрсиләрни чедиримниң оттурисидики йәргә көмүп қойдум, күмүч уларниң астида, — деди.
060716010a	Шуларни девиди, Йәшуа әлчиләрни әвәтти, улар чедирға жүгүрүп барди вә мана, нәрсиләр дәрвәқә чедирда йошуруқлуқ болуп, күмүч буларниң астида еди.
06071700e3	Улар бу нәрсиләрни чедирдин елип чиқип Йәшуаға, шундақла барлиқ Исраилларниң қешиға кәлтүрүп, Пәрвәрдигарниң алдиға қойди.
06071801ab	Андин Йәшуа билән пүткүл Исраил җамаити қопуп Зәраһниң оғли Ақанни, күмүч, тон вә алтун тахта билән қошуп, униң оғуллири билән қизлирини, уйлири билән ешәклири, қойлири, чедири билән барлиқ тәвәликлирини елип Ақор җилғисиға кәлтүрди.
06071901e3	Йәшуа Ақанға: — Сән бешимизға қанчилик апәт кәлтүрдүң! Мана, бүгүн Пәрвәрдигар сениң үстүңгә апәт кәлтүриду, — деди. Андин пүткүл Исраил җамаити уни чалма-кесәк қилип өлтүрди. Улар аилисидикиләрниму чалма-кесәк қилип өлтүргәндин кейин, һәммини отта көйдүрүвәтти.
06071a01aa	Андин халайиқ бир чоң дога ташни униң үстигә догилап қойди. Бүгүнгә қәдәр у у йәрдә турмақта. Буниң билән Пәрвәрдигарниң ғәзиви янди. Шуниң билән шу йәргә «Апәт җилғиси» [«(Ақор җилғиси)»] дәп нам қоюлди вә бу күнгичә шундақ аталмақта.
060801016d	Пәрвәрдигар Йәшуаға: — Сән һеч қорқма, һәм һодуқмиғин. Туруп, барлиқ җәңчиләрни өзүң билән елип, Айи шәһиригә чиққин. Мана, Мән Айиниң падишаси, хәлқи, шәһири вә зиминини қошуп сениң қолуңға тапшурдум.
06080201c0	Сән Йерихо билән униң падишасиға қандақ қилған болсаң Айи шәһири билән униң падишасиғиму шундақ қилисән. Пәқәт силәр бу қетим шәһәрдин олҗа вә чарпайларни алсаңлар болиду. Әнди сән шәһәрниң кәйни тәрипигә һуҗум қилишқа пистирма қойғин, — деди.
06080300f8	Шуниң билән, Йәшуа билән һәммә җәңчиләр қозғилип, Айиға һуҗум қилишқа чиқти. Йәшуа оттуз миң батур җәңчини илғап кечидә уларни маңдурди
060804010f	вә уларға мундақ тапилиди: — «Силәр агаһ болуп, шәһәрдин бәк нери кәтмәй шәһәрниң кәйнидә мөкүнүп туруп, һәммиңлар бөктүрмә һуҗумға тәйяр туруңлар.
