2800000003	Mat
28101200e0	Ni ǝn kwarakha kwara kǝ, kha Bitrus, fǝraɗ khǝ, da ɓǝlǝn tǝ kha ka dǝ kur khǝgar, dǝge ǝn tuku kur khǝgena, itar udakhe da fadghǝrofǝg ǝn tǝ kǝ. Ai kwal da tǝkha kǝ ndzǝɗa mǝtsa kǝ manar khai tsauɗ.
28101300f0	Da bakha bǝg ka dǝg tusa nga gud tlǝksa gharazhigǝl. Tsugun, ɗeghwa dǝge kwal khayanǝf tsǝkha manaman ǝn lard, nabud da manaman ǝn gharazhigǝl bi. Ɗeghwa dǝge ǝn nakha manaman ǝn lard, da mana ndǝkyan ud ǝn gharazhigǝl.”
281014006d	Ka ndǝɗatǝrnǝf Yasu ad tlim kǝ furakh sar char kwarne, kwarara ba itar kǝ itsawar kwarne ka Masikhu bi.
2810150139	Tsiyif ǝn tǝ yanen kǝ sart, ka farsa Yasu ad kwara tra kwara tsin kǝ furakh sar kwarne, “Barari dǝgal tsin da Wurshalim, kǝ khǝɓ dlaɗakh sikh sikh sikh ǝn dǝv kǝ maludakh zǝ zikzikanakh kǝ zil kǝsakh zǝ li tsagdu nzdikha nzdikh Mus. Ka da kǝɗke kǝɗud, fitsa khǝkǝrɗa da tsiyaka tsiyud.”
28101600a9	Ka ndǝɗala Bitrus ad Yasu da te kalam, ka farsan ad tavarghǝr di kwarne, “Tsandu tsǝg Yazhigǝl ad yan, Dadzikan. Da dzoghǝr ba yan dǝ kha tsa khǝɗikǝn bi.”
28101700aa	Ka gwiyafkhe Yasu ka niya kǝ Bitrus, “Tsiyakval tsiya kha Shatan. Kur khǝtingǝɗ khǝn tǝvukar, wirva ɗaya ɗaya na, ɗaya ghǝr ud dǝg sig, dǝg Yazhigǝl bi.”
2810180098	Ka nǝv Yasu kǝ zar bǝlakh sar, “Ɗeghwa ude nagh gataks gat, barari ɗuda way ghǝrsar tsin. Tsuguna ka ɓǝfin ad ufa khǝrta sar, kǝ gataks gat.
2810190075	Wirva ɗeghwa ude na kat safa sar, da bǝgh. Ai ɗeghwa ude khayanǝf bǝghǝn safa sar wirva kǝ, da mbǝladu mbǝl.
28101a009b	Uɗa dǝg sige da gǝmadu udan, da gǝmaduwin dǝgakhe ǝn lard daghan, tsuguna bǝghalǝn safa sari? Uɗa dǝge tǝkha udan kǝ bǝdu kǝ varda safa sari?
28101b0099	Da sǝgadagh ka Zǝr Ud ǝn ndanga Dadar zǝ zarɓǝlakhe ǝn gharazhigǝl. Khalak yana, ka da bara dǝg siga sar ka kǝ itsawar, kalkala dǝge a mangin.
28101c008e	Ən tǝkha kura tǝkha kǝ, nǝg udakhe ǝn ghitsǝn van, liye kwal da ǝmts, khekwa nǝgha ka itar ka Zǝr Ud, ǝn sǝgdagh ka ndǝk shik.”
28110100cd	Tǝkhal kǝ khǝna unkwakh kǝ kwarga kwara kǝ Bitrus kwarne Yasu in Masikhu, ka zǝɓǝf Yasu ad Bitrus, zǝ Yakub, zǝ Yukhan zǝrbab Yakub. Zǝɓtro da tǝ tsǝɓan na kǝ khuɓ. Uk itar kalti ǝn vin.
2811020082	A mbǝɗfǝkhe vǝgh Yasu ǝn di tsitar. Ka wuɗa vakdi sar ndǝk fatsi, tsuguna nala kadlangakh sare a talǝmin kǝ maɗakw tǝl.
281103006c	Ən tǝvin tǝvin, ka nǝgha kǝ zar ɓǝlakhana dǝ Mus tlayang zǝ Ili tlayang ǝn kwar lav itar zǝ Yasu.
28110400b7	Ka nǝv Bitrus kǝ Yasu, “Dadzikan, khwaren nǝg kǝnda van. Da khayanǝfkh, da manga mana ka tsikw khǝkǝrɗ ǝn van. Fang tsǝkha, fang kǝ Mus tlayanga, fang kǝ Ili tlayang.”
28110500eb	Madǝv Bitrus ǝn kwar lava, ka sodagh ghwike ǝn wuɗ tǝrdlǝm da tǝghǝr tsitar. Khalak yana, ka tsǝna tsǝna tsud ad kwind sǝgawal ǝn ghwiken kwarne, “Zǝraren ǝn waya kǝ, ǝn tsǝn zǝɗa sar ka char. Tsǝna maru tsǝn.”
2811060059	Tsǝna kǝ furakh sar ad yanen kǝ kwinda, ka gǝdzatrǝf char, ka khǝmbga itar da khay.
2811070040	Ka sa Yasu, tapa tǝrkhai avin, “Tsiyamǝf tsi, gǝdzam bi.”
2811080044	Kapanǝf tsitar ghǝra, aghba itsawar ǝn vin bi tǝma Yasu kitakul.
28110900af	Madǝv itar ǝn sǝgadagh ǝn ghuɓen, ka ndǝɗaternǝf Yasu ad tlim kwarne, “Kwarama tra ba kǝ itsawar ad dǝge nǝgha kur bi, khekwa tsiyanǝfud ka Zǝr Ud ǝn ngitl.”
28110a00bc	Ka ndiɗarwal furakhan na kǝ Yasu kwarne, “Ai uɗa lava kǝ li tsagdu ndzikha ndzikh Mus ǝn kwarne, barari khekwa Ili tlayang da farsa sǝgadagh ndan, kǝda sǝgadagh kǝ Masikhuwi?”
28110b0065	Ka ngawa tǝrkhai, “Kalkal da sǝgdagh kǝ Ili tlayang, kǝda ɗika itsauɗa kǝ nǝga kalkal ndan.
28110c00c4	Ən tǝkha kura tǝkha kǝ, audzala Ili ǝn sodagh sǝg, a katlga ba itar kwarne in bi. A manarakhe itar dǝge ǝn nagha reva tar. Da khǝɓa ndǝk yan ka Zǝr Ud tsugun ad dlaɗ ǝn dǝva tar.”
28110d006c	Khalak yana ka katlga zar ɓǝlakhana kwarne, atsuk ǝn kwara tra lav ǝn tǝghǝr kǝ Yukhan dadak para ud.
28110e0083	Sodagh tsitar ǝn tǝ khuɓen da vake dǝ dzakhava udakh, ka sasǝg kǝ udanen da vak Yasu, kǝlgan ad juguv ǝn tǝvuk sar. Ka ni,
28110f0097	“Dadzikan, manga kwiɗkwiɗǝrva zǝraran. Nǝg fuɗ ǝn vǝgh tsin, tsuguna ǝn bara dlaɗ char. Ngǝrwa siga tsin ǝn ɓala dǝgdagh da kar zǝ yu.
281110003d	A ɓala ka da vak zar bǝlakhagha, a piyatǝrwal mbambǝg.”
28111100e1	Ka ngawarkhai Yasu kwarne, “Kur udakh kwargǝn, li kwal dǝ fadǝghǝrofǝg, kur mbǝrshakhan. Ki da zulu pak uɗa tsǝka zǝ kuri? Ki da bǝga pak uɗa tsǝka rǝv dǝ kuri? Ɓakdǝghǝr ɓa da van, niya kǝ dad zǝren.”
2811120051	Ka tavarghǝr Yasu ad di kǝ wurduwen, ka sawalǝn zǝren, tǝvin tǝvina ka mbu.
2811130082	Ka saks kǝ furakh Yasu da vak sar ǝn sarte tǝkuɗa sar tsin, ka ndiɗarwal itar, “A piyakǝndǝwala ndar lakwdu wurduweni?”
2811140132	Ka ngawa tǝrkhai Yasu kwarne, “Wirva a khǝtsa fadǝghǝrofǝgur. Ən tǝkha kura tǝkha kǝ, da tsa nǝg fadǝghǝrofǝgur khǝɗikǝn ndǝk khulf mustad, tǝkha kur kǝ kwararkhe kǝ ghuɓna kwarne, ‘Tsiyin dǝgal van, da tǝ tlǝrna vak’, tsuguna ka da tsi. Na dǝge tǝkha kǝ piyakurwala bi.”
2811150074	“Afka khulf ina kǝ sǝɗikw bǝzana tǝkh ba kǝ sawala bi, khekwa dǝ ɗǝgawa zǝ zǝɓ ndǝl da sǝgawalin.”
281116008a	Dzafkhai kǝ Yasu zǝ furakh sar ǝn ǝntla khaya Galili, ka nǝv Yasu tsitar, “A khǝrzǝgud da bǝkdu bǝg ka Zǝr Ud, da dǝva udakh.
2811170071	Da kǝɗ ka kǝɗa itar. Fitsa khǝkǝrɗa ka da tsiya ka tsiyud.” Ka kǝɗatǝrkhe ad vǝgh kǝ furakhna char.
28111800c1	Sa kǝ Yasu zǝ furakh sar da kǝs Kafarnakhum, ka saks kǝ li chau khadama Fǝta Yazhigǝl da vak Bitrus, ka ndiɗarwal itar, “Nabakh dadak tsagdu lavur ǝn pǝl khadama Fǝta Yazhigǝla?”
2811190122	Ka ngawar khai Bitrus kwarne, “Ən pǝla pǝlin gǝna.” Da kǝ Bitrus da mǝghen, ka farsa Yasu ad kwarara lav, “Uɗa ɗayaghǝragh ǝn tǝghǝr kǝ ndiɗeni? Ən chawun vakǝng shikakh lard na ad khadama lǝman awana khadama gidadi? Ən vak zar tar nagha, ǝn vak kǝstǝlakh khi?”
28111a0088	Nǝv Bitrus tsin, “Ən vak kǝstǝlakh.” Ka nǝv Yasu tsin, “Ai da ndǝkyanin, a mǝdlanan kwarne na zar tar ǝn pela pǝla bi.”
28111b0103	“Ai khek bazatǝrdu tsǝki ad rǝva, dǝg dǝgal da tǝ ghay dǝlv, taldagh tala khilga vi kilf da dǝlv. Ka nguranǝf kha ghay kilfe a viga kha chak, da mbǝladu mbǝla kha lotus ai da tlala kǝ pǝl khadamagha zǝ dǝgar. Ɓǝfɓa, pǝla tǝrkhai pǝl.”
2812010079	Ən sartenan, ka sa furakh sar da vak Yasu ka ndiɗarwal itar kwarne, “Warek zikan daghan ǝn tlǝksa gharazhigǝli?”
281202003e	Ka ɗakhga Yasu ad zǝr khǝɗikan, ka ghitsanan ǝn tǝb tar.
2812030091	Ka ni, “Ən tǝkha kura tǝkha kǝ, da mbǝɗfǝkhe ba giɗur nala kur ndǝk zar mbisan bi, na kur da daks da tlǝksa gharazhigǝl lingling bi.
2812040062	Itsawar ǝn gulandagh ghǝrsar ndǝk zǝr khǝɗikanǝn, in zikan daghan ǝn tlǝksa gharazhigǝl.
281205004a	“Ɗaga ude chauga zǝr khǝɗikan ndǝk inan wirva kǝ, ka chaukayin.”
28120600b7	“Ya digi, ɗeghwa ude a ba ad fang ǝn tatak zar mbisan, liye fadǝghǝro dǝ kǝ, da man khaip. Adara nguɗarǝmud vǝr pǝkhǝn kwind sar, ka tlǝvdagh khud da dǝlve chalangw.”
2812070095	“Ɗangwa kǝ udakhe ǝn lard. Wirva dǝgakhe da bakh udakh da man khaipa, ǝn lard itar. Ya ɗangwa kǝ dadake da saks dǝgakhan ǝn tǝ dǝva din.
281208010c	Da dǝvagha awana sigagh ǝn bǝg khan da man khaip, ǝntlǝdukha, tlǝvars khǝ. Adara daks dǝ dǝv kitakul, awana sig kitakul kha da safa kǝ ngǝɗ, tǝghǝr kǝ tlǝvǝkhǝdagh dǝ dǝvakhagh, awana dǝ sigakhagh bǝrdagh, da kare kwal nǝg ǝn mǝtsa kǝ ngǝɗ.
28120900de	Da wur diyakhagh ǝn bǝg khan da man khaip tsugun, ndǝɗadal kha, tlǝvars khǝ. Adara daks dǝ di kitakul kha da safa kǝ ngǝɗ, tǝghǝr kǝ tlǝvkhǝdagh dǝ di bǝrkǝdagh da kare kwal nǝg ǝn mǝtsa kǝ ngǝɗ.”
28120a00e7	“Tsukwamana ghǝr, khayamanǝf ba nena itsa fang ǝn tǝɓ kǝ zar mbisana khana bi. Wirvǝn tǝkha kura tǝkha kǝ, zarɓǝlakh Yazhigǝl tar ai ǝn gharazhigǝl, tsika fatsi ǝn nǝgha nǝgha itar vakdi Dadare ǝn gharazhigǝl.
28120b0035	Wirva ka Zǝr Ud a saudagh da kat liye a zaɗgan kǝ.
28120c00db	“Uɗa ɗaya ghǝruri? Da nǝg ude dǝ tuwaghakh dǝrmǝk, da ka zaɗga kitakul ǝn tǝb tar, nabakhin da ɗuwars kul vaslambaɗ ghǝrf vaslambaɗ nǝn kus kǝ ghuɓe zighwda itara? Kǝ dǝgal da gat kitakule zaɗgana?
28120d00ac	Ən tǝkha kura tǝkha kǝ, da mbǝladu win ad kitakulen, khwaɗge da manin ǝn tǝghǝr kǝ kitakulǝn, da malamala ad dǝg kul vaslambaɗ ghǝrf vaslambaɗe kwal zaɗgan.
28120e0073	Ndǝkyan tsugun, khayanǝf khaya Dadurǝn gharazhigǝl ba zaɗa kǝ itsa fang ǝn tǝb kǝ zar mbisana khana bi.”
28120f009a	“Da manakhai sukwtagha ad ghaz, ka dǝgal kha da vak sar, kwarkhekha ghaza sar ǝn tǝbura mits mits. Da tsǝnkhayin, a guyondǝghǝr kha sukwtagh saks.
28121000c3	Ai da tsǝnkhe bin bi, ka gwidǝn dǝgala kha da vak sar zǝ ud fang. Wirva a kwarga lav Yazhigǝl kwarne, ‘Itsera kǝ lave a ndazhana ud mitsa zǝ khǝkǝrɗ, a mǝdlanan kwarne lavena jir.’
28121100cb	Da kalwalin kǝ tsǝntǝr tsǝn, ka kwararkhe kha ke li gata daghan. Kǝ dǝg mbas, da kalwalin kǝ tsǝn lav li gaten daghan, ka nandala kha ndǝk liye kwal tsa Yazhigǝl, awana ndǝk dadak chau khadam.
28121200c8	“Ən tǝkha kura tǝkha kǝ, daghan dǝge kwal khayanǝf tsǝkur manaman ǝn lard, na bud da manaman ǝn gharazhigǝl bi. Daghan dǝge khayanǝf kur manaman ǝn lard, da mana manud ǝn gharazhigǝl.
28121300a0	“Ən gwidǝn kwara kura kwara kǝ, da khayanǝf ud mits ǝn tǝbur ǝn lard, ǝn tǝ ghǝr kǝ dǝge a takaɗga itar, da manatra mana Dadare ǝn gharazhigǝl.
2812140053	Wirva daghan vake dzafkhai ud mitsa zǝ khǝkǝrɗ ǝn ɗakhar, ǝn vak tar kǝ.”
281215008a	Ka sa Bitrus da vak Yasu, ndiɗarwal kwarne, “Dadzikan, da ka manakhaka ghaza sukwtar, sig ngǝrwa da ɓisakhara ki? Sig uɗif nagha?”
281216004b	“Ka ngawar khai Yasu kwarne, uk uɗif siga bi, uɗif uɗif sig kul uɗif.
281217007c	“Wirva yan, da tǝkhud kǝ kurana tlǝksa gharazhigǝl dǝ shike ǝn nagh kǝdla lǝmanakh sare ǝn dǝv kǝ vǝɓakh sar.
28121800bd	Farsa kǝ shiken ad kǝdla kǝdla, ka ɓardǝghǝr ud ad ude gatarsin dǝ gǝmaw kwaɓ talenti dǝb kǝlɗǝk, ai kwal da tǝkha kǝ udanen kǝ pelgan mbasu ba dǝ giɗa sar ǝn lard bi.”
28121900a2	“Piyarwala kǝ pǝlapǝl, ka kwarga shik kwarne, sukwamdu sukwa dǝ udanen, zǝ nus sar, zǝ zar sar, zǝ daghan dǝge dinin, kǝ nǝghda pelda gǝmawen din.”
28121a0089	“Ka diktliɓ kǝlga vǝɓen ad juguv ǝn tǝvuk kǝ shiken, ǝn takaɗa takaɗa kwarne, ‘Bakai rǝv, da pǝlakha pǝla ka itsauɗ.’
28121b0043	Ka ziwardal shiken kǝ vǝɓen, ka ɓǝlars, ɓisarnan ad gǝmawen.
28121c00d4	“Sawala kǝ vǝɓen ǝn fǝta shiken, papatl ka gamga itar ze tsaghw man tlǝr sare ǝn gatarsin dǝ gǝmaw kwaɓ dinari dǝrmǝk, ka vigan ǝn makular, niya tsin, ‘Pǝlakai pǝla gemaware ǝn gatakhs kǝ.’
28121d0088	“Ka diktliɓ kǝlga tsaghw man tlǝr sar ad juguv ǝn tǝvuk sar, ǝn takaɗa takaɗa kwarne, ‘Bakai rǝv, da pǝlakha pǝla kǝ.’
28121e0061	“Kalwala kǝ ɓisara ɓis, ka ɓal dǝgal da gud sal, khekwa pǝlarkheyin ad gǝmaw saren ndan.
28121f0092	Nǝgha kǝ chalǝm zar man tlǝr ad dǝge dzaughǝr, a zǝɗatru ba lingling bi. Ka dala itara, kwararkhe itar kǝ shik, ad dǝge dzoghǝr daghan.
28122000bb	“Ka ɓǝlandala shik kǝ ɗakha dǝghǝr vǝɓena tsa chak. Sa tsin, ka nǝv shiken tsin, ‘Kha nguɗi vǝɓǝn. A ɓisakhana ka ad daghan gǝmawe ǝn gatakhs kǝ, wirva takaɗke khǝ.
2812210073	Atsuk ǝn tǝkh ba kha kǝ manga kwiɗkwiɗǝreva tsaghw man tlǝragh, ndǝkve manga ka kwiɗkwiɗa revagh biya?’
281222009b	A bazala rǝv kǝ shik char, ka batrǝm shik ǝn dǝv kǝ li ǝn tuk gud salen, bara bǝg itar dlaɗ, da tǝ sarte da pǝldin ad gǝmaw kwaɓ na daghan.”
281223007e	“Da mana ndǝk yan Dadare ǝn gharazhigǝl, ak itsawar ǝn kur ai kalwala kǝ ɓisara kǝ zǝrbab sar, ǝn revakhuɗ sar.”
2813010093	Udzala kǝ Yasu ǝn kwar dǝgakhana, ka ɗuwars ad ǝntla khaya ya Galili, ka dal da ǝtla khay ya Yakhudi, ai ǝn tǝ ghǝdzǝva gadzak zagh Urdu.
281302003f	Zikǝn udakhe a gatars, ka mbandu ad liye ǝn tukw kuz ǝn vin.
28130300db	Ka saks kǝ yakhaya kǝ Farisakh da vak sar, kǝ nǝghda gat ghaza sar tsitar. Ka ndiɗarwal itar kwarne, “A khayanǝf nagh ndzikh khǝnd ad tǝkaghǝra kǝ ud ze nus sar, ǝn tǝ itsera kǝ dǝge kwal nagha tsina?”
28130400c3	Ka ngawa tǝrkhai Yasu kwarne, “Atsuk a tugwa bakh kur ǝn kaɗkaɗ ǝn vake tsǝn kwarin kwarne, dadake tsa vǝrɗtǝrkhe vǝrɗa gul farsafǝga larda, ‘A vǝrɗtǝrkhe kǝ zila zǝ nusa?’
28130500aa	A kwarga Yazhigǝl tsugun kwarne, ‘Wirva yan digi, da ɗuwar ɗuwa udan ad dad sar zǝ bab sar kǝ khǝmbarvan kǝ nus sar, kǝ nǝga tsitar bǝrdagh kǝ ud kitakul.’
2813060090	Wirva yana, aghba dlaitar dǝ ud mits bi, a narala kǝ ud kitakul. Wirva yan, dǝge a matlanǝf Yazhigǝl, khayanǝf ba ud ad tǝka tǝka bi.”
28130700a3	Ka ndiɗarwal Farisakhen kwarne, “Ai uɗa lava kǝ Mus tlayang a bǝdu ad ndzikha ndzikh kǝ ud kǝ bǝdu kaɗkaɗ tǝkaghǝra zǝ nus sar, kǝ dǝgala tsini?”
28130800ba	Ai ka ngawa tǝrkhai Yasu niya tsitar, “A khayakurnǝf Mus tlayang ak tǝkaghǝra zǝ nughwasakhur, wirva ɓengɓeng revakhuɗur kǝ mangan, ai gul ǝn tǝ farsafǝga tsa ndǝk yan bi.
28130900b2	Ai ǝn kwara kura kwara kǝ, ɗaga ude tǝkaghǝran zǝ nus sar, da wirva a tlarghǝr ǝn man gwaragwar bud bi, da ɓuwin ad tlǝrna nus tsugun, gwaragwar ǝn manin zǝ nusen.”
28130a006a	Ka nǝv furakh sar tsin, “Da ka ndǝk yan giɗǝn tǝb kǝ ud zǝ nus sara, atsuk giɗa kwal nus kaw.”
28130b008f	Ai ka nǝv Yasu tsitar, “Daghan ud bǝn tǝkha kǝ ɓanǝf lava nǝn kwara kur bi, khekwa liye a khayatǝrnǝf Yazhigǝl kǝ nǝga ndǝk yan.
28130c0124	Nǝg dǝgakhe da bǝg chalǝm ghwalvakh kwal da zǝɓ nus. Wirva nǝg liye a yakhtǝr khaiyud ndǝk yan. Nǝg liye udakh kǝ natǝrala ndǝk yan. Yakhaya tsuguna itar kǝ nandala ghǝrtar kwal da nǝg da zǝɓ nus, wirva tlǝr tlǝksa gharazhigǝl. Ɗaga ude khayanǝf dǝ lava na, chawin.”
28130d00bf	Khalak yana, zaɓardǝghǝr yakhaya kǝ udakh ad zar mbisan kǝ Yasu, kǝ nǝghda batǝrghǝr dǝv tsin, kǝ takaɗ Yazhigǝl wirva itar. Ai ka tav di kǝ furakh sar ǝn tǝ li zaɓado zaren.
28130e0097	Ka nǝv Yasu kǝ furakh sar, “Ɗuwamatǝrs zar mbisan saks da vakar, tsuwamatra bi. Wirva tlǝksa gharazhigǝla dǝg udakhe ndǝk zar mbisanakhan.”
28130f005f	Ka bakhatǝrghǝr ad dǝva, ka takaɗgan ad Yazhigǝl kǝ batǝrghǝr bark, ka dakaval ǝn vin.
2813100083	Dud ǝn manin, ka sa udanen da vak Yasu niya tsin, “Malǝm, uɗa dǝg khwarane barari da mana ka kǝ gǝmadu safa kǝ ngǝɗi?”
28131100d6	Nǝv Yasu tsin, “Uɗa lava tsǝkhǝn ndiɗakwala ndiɗ ǝn tǝghǝr kǝ dǝge khwarani? Afke uk Yazhigǝl kitakul khwarana. Ai da ka da nakha gǝmadu safa kǝ ngǝɗ, ka tsufanǝf kha ndzikha ndzikh Yazhigǝl.”
281312009c	Ka ndiɗarwal kǝ Yasu, “Irǝn ndzikha ndzikhen ra?” Ka ngawarkhe Yasu, “Kǝɗ ba safa ud bi, a ɗuwa gwaragwar, a ɗuwa man gǝl, a ɗuwa dlǝgh fil,
2813130066	farghǝr fǝg kǝ dadagha zǝ babagh. Tsǝguna waya tlǝghǝr witǝghagh ndǝkve waya kha ghǝragh.”
2813140061	Ka nǝv dakhwal na tsin, “Afka ǝn tsufatsufa ka dǝgakhana daghan. Uɗa kǝ tǝmgan tsǝki?”
28131500e2	Ka nǝv Yasu tsin, “Dǝn nakha nǝga tsǝkha kǝ njiva char, dǝg da sakwdu dǝge din kha daghan, tǝkatǝrdukha kǝ talagakh ad kwaɓen. Da mbǝladu mbǝla kha lǝman ǝn gharazhigǝl. Khalak yana, ka saks kha, gatakskh.”
2813160067	Tsǝna kǝ dakhwalen ndǝk yana, ka dǝgal tsin dǝ baza rǝvakhuɗ. Wirva naghbakha tluwandal tsin bi.
2813170073	Ka nǝv Yasu kǝ furakh sar, “Ən tǝkha kura tǝkha kǝ, da ɗǝmɗǝm kǝ dadak tluwandal daks da gharazhigǝl.
2813180092	Ən gwidǝn kwara kura kwara kǝ, da tsaftsaf kǝ dlugwam daks ǝn tǝ ɗul lipǝr, tǝghǝr kǝ daks kǝ dadak tluwandal da tlǝksa Yazhigǝl.”
2813190075	Tsǝna kǝ furakh sar ndǝk yana, ka a ndawatrǝf char. Nǝv itar, “Da ka ndǝk yanina, ai war da mbǝladu kati?”
28131a007b	Ka vaza kǝ Yasu gyer ta titar, ni, “Ən vak uda, ina kǝ digita ǝn manawa bi. Ai ǝn vak Yazhigǝla, ǝn manawa man.”
28131b007b	Ka nǝv Bitrus tsin, “Nǝgha, kǝnda kina a ɗuwars kǝnda tsauɗa kǝ gatakhs gat. Ai takina uɗa da mbǝladu kǝndi?”
28131c012b	Ka nǝv Yasu tsitar, “Ən tǝkha kura tǝkha kǝ, sarte da mbǝɗanǝfud ad itsauɗa kǝ wiliw, ka Zǝr Ud da nndzǝgan kǝn tǝ vija tlǝksare ndagan. Kuram liye gataks gat, da nndzǝgan kur ǝn tǝ vijakh man tlǝks kǝlatǝm mits. Da taka tǝra lava kur kǝ mbǝrta ya Izrail na kǝlatǝm mits.
28131d00fa	Tsuguna itsawar ǝn ɗuda fǝtakha sar, itsa sukwtakh sara, zǝ dǝghaw babagh sar, itsa dad, itsa bab, itsa zila awana nus, itsa zar, awana gukhakh, wirva kǝ. Da mbǝladu mbǝla mal kǝ yan sig dǝrmǝk. Wur tsuguna, da wurawura ad safa kǝ ngǝɗ.
28131e007c	Ai tsugun, udakh zikǝn liye ǝn tǝvuk, da nǝga itar kǝ dǝg khal. Liye kǝ khal tsuguna, da nǝga itar kǝ dǝg chak.”
281401006f	“Tlǝksa gharazhigǝla ngwaɗa dadak gukhe a dala pǝrta gǝdl, da gat li da manara tlǝr ǝn gukh inabi sar.
2814020097	Udzala tsitar ǝn khayanǝf lav ǝn tǝghǝr kǝ kwaɓ dinari kitakul, ai da pǝlarud kǝ ud ǝn vak. Ka ɓǝlatǝral dǝgal da man tlǝr ǝn gukh sar.
2814030086	“Manga kǝ karfi vaslambaɗa tǝkǝdl, ka gwidǝn dǝgal tsin. Ka nǝghan ad yakhaya kǝ udakh, ǝn giɗa butbuti ǝn tǝghay kasuk.
2814040087	Ka niya tsitar, ‘Dam dǝgal ghǝrura da man tlǝr ǝn gukh inabiyar. Da pǝla kura pǝla ka dǝge vazga ka khwara kǝ bakura bǝg.’
281405009e	Khalak yana, ka dǝgal tsitar. “Ka gwidǝn dǝgala tsin kǝ fatsi tǝghǝr, zǝn karfi khǝkǝrɗ kǝ khagw, ka kurgan ad gan zitar ndǝkve tsa mangin chak.
28140600e6	Dakhkana, ka gwidǝn sǝgawal tsin ǝn tǝ karfi dliɓ, ka tlarghǝr ad yakhaya kǝ udakh, ǝn ghitsa na dǝge ǝn mana itar bi. Ka ndiɗatǝrwal, ‘Uɗa lava tsǝkur birnif ǝn giɗa ǝn van, kwal nǝg kǝ dǝge ǝn manakuri?’
2814070087	“‘Wirva na ude bakǝnda tlǝr mana bi,’ nǝv itar tsin. “Ka nǝv dadak gukhen tsitar, ‘Damdǝgal ghǝrur tsugun da gukhar.’
28140800c8	“Ɓǝlga kǝ khagwa, ka nǝv dadak gukh kǝ dadak nǝgharu kǝ gukh saren, ‘Ɗakhtǝrkhe ɗakha kǝ li mantlǝren, pǝlatǝrkhekh kwaɓ tar, farsǝf ǝn tǝ li sa kǝ khala, da tǝ li tsa chak.’
281409006f	“Ka saks kǝ li tsa dalǝn karfi dliɓ, itsawar tara a gǝmadu ad dinari kitakul. Ai pǝlarud kǝ ud ǝn vak.
28140a0081	Liye tsa farsa man tlǝr chak, da itar ǝn kurana, da pǝlatra mal kǝ chalǝmakhud. Ai itsawar tara a gǝmadu ad dinari kitakul.
28140b0034	Chauga tsitar, ka farsa ɗungw tsitar ak dadak gukh.
28140c00b3	Ən kwar kwarne, ‘Li sawala kǝ khala, uk tlǝr aw kitakul a manga itar. Kǝnde a vakal ǝn man tlǝr, zǝ bǝg rǝv ǝn tǝ dliya fatsi, ka pǝla kǝnda kalkal kha zǝ itar.’
28140d00bb	“Ka nǝv dadak gukhen kǝ ud fang ǝn tatak tar, ‘Ar tsaghwa, a biɗkurkhe ba ka bi. Tsa khayanǝf bakh kur kwarne, da ba kura kwaɓ dinari kitakule ǝn pǝlarud kǝ ud ǝn vaka biya?
28140e0071	Chaukafkhai chawa dǝge dǝgagh, dǝg daksagh. Ka kǝ khayanǝf barabǝg kǝ li sa kǝ khal, kalkal de bakha kǝ.
28140f0071	Nakh ka dǝ ndzǝɗa mankafkhe dǝge naghga ghǝrara dǝ dǝge dǝgara? Ən shilga ndar kha man kǝlakhuɗari?’
281410007f	“Wirva yan, udakh zikǝn liye ǝn tǝvuk, da nǝga itar kǝ dǝg khal. Liye kǝ khal tsuguna, da nǝga itar kǝ dǝg chak.”
2814110072	Madǝv Yasu ǝn dǝgo da Wurshalim. Ka ɗakhtǝrkhai ak furakh sar na kǝlatǝm mits da tǝ kalam. Ka niya tsitar,
28141200b7	“Nǝgha kina ni dǝgal da Wurshalim kiyam. Vake da bǝkduwud ka Zǝr Ud da dǝva zikzikana kǝ zil kǝsakh zǝ malǝmakh li tsagdu ndzikha ndzikh Mus. Ka da ǝntlaka lav mǝts itar.
28141300d1	Ən tǝ khalak yana, ka da bǝkdu bǝg itar kǝ liye kwal Yakhudakh. Da nena ka nene tar, ka da wadzaku kiɓ itar, ka da khǝrtǝka khǝrta itar tsugun. Ən tǝ fitsa khǝkǝrɗ tsuguna, da tsiya ka tsiyud.”
2814140085	Khalak yana, ka saks kǝ nus Zabadi dǝ zar sar mits da vak Yasu. Kǝlgan ad juguv ǝn tǝvuk Yasu, ka takaɗ digit tsin ǝn vak sar.
28141500be	“Uɗǝn nakhara?” Nǝv Yasu. Ka nǝv nusen kǝ Yasu, “Manakai lanji kǝ zararana mits, tsa ndzǝga itar zǝ khǝn tlǝksagh. Fang ǝn tǝ dǝva kafagha, fang ǝn tǝ dǝva dleɓagh.”
281416009f	Ai ka nǝv Yasu kǝ nusen, “Əntsa ba kur dǝge ǝn takaɗa kur bi. Da tǝkha kur kǝ khǝɓu dlaɗe da khǝɓa ka?” “Da tǝkha kǝnd,” Nǝv itar tsin.
28141700f9	Ka nǝv Yasu, “Kaɗikaɗiya da khǝɓa khǝɓa kur dlaɗ, ai giɗǝn tǝ dǝva kafara, zǝ giɗǝn tǝ dǝva dleɓara, na ka dǝ ndzǝɗa zǝɓǝf ude da bara ka yan bi. Ina kǝ vakakha, dǝg liye ɗikatǝrna Dadare ǝn gharazhigǝl wirva itar.”
