2800000008	Maatoosa
290f2f0056	Magdela Mayraamanne Yoosa aayiya Mayraama Yesuusa ahaa entti awun wothiyako be7oosona.
2910010084	Sambbaatay aadhdhidaappe guye, Magdela Mayraama, Yayqooba aayiya Mayraamanne Salooma bidi, Yesuusa ahaa tiyanaw shitto shammidosona.
291002003f	Wogga wode wontta daro guura xalqey caarshin, duufuwa bidosona.
291003007c	Entti bantta giddon issoy issuwara, “Duufuwa doonappe nuus shuchchaa oonee gonddorssidi digganay?” yaagidi odettidosona.
2910040052	Entti xeelliya wode he daro gita shuchchay gonddorettidi kichchidayssa be7idosona.
2910050085	Yesuusi moogettida duufuwa giddo geliya wode issi pantha addey bootha ma7o ma7idi, ushachcha baggara uttidayssa be7idi dagammidosona.
29100600b5	Shin I enttako, “Dagammofite; masqaliya bolla kaqettida, Naazirete Yesuusa hintte koyeyssa taani erays. I hayssan deenna, hayqoppe denddis. Entti iya moogida bessaa hayssa be7ite.
29100700a4	Ha77i bidi Yesuusa tamaaretasinne Phexiroosas, ‘Yesuusi hinttefe sinthattidi Galiila bees. I hinttew odidayssada hintte iya yan be7ana’ yaagidi odite” yaagis.
291008007c	Maccasati yashshan kokkorishe duufuwappe keyidi baqatidosona. Qassi entti yayyida gisho, hessa oodeskka aykkoka odibookkona.
29100900cd	(note: The most reliable and earliest manuscripts do not include Mark 16:9-20.) Yesuusi hayqoppe denddidaappe guye, wogga gallas wontta, laappun tuna ayyaanata kessida Magdela Mayraamis koyrottidi benttis.
29100a004d	Iya bada kase iyara de7eyssatas, entti azzanishenne yeekkishe de7ishin odasu.
29100b005a	Shin Yesuusi paxa de7eyssanne iw benttidayssa entti si7ida wode iya geyssa ammanibookkona.
29100c0070	Hessafe guye, enttafe nam77ati katamaappe keyidi bishin, oge bolla Yesuusi kaseyssafe dummattidi enttaw benttis.
29100d0051	Entti guye simmidi, haratas odidosona, shin haratikka entta odaa tuma gibookkona.
29100e00be	Guyeppe tammanne issi iya tamaareti kathi miishin, Yesuusi enttaw benttis. Enttaw ammanoy baynna gishonne hayqoppe I denddidayssa be7ida asay odin entti ammanonna ixxida gisho I entta boris.
29100f003b	I enttako, “Biitta ubbaa bidi asa ubbaas Wonggelaa odite.
291010003a	Ammaneynne xammaqetey attana, shin ammanonnay pirddettana.
2910110066	Ammaneyssatas ha malaatati imettana. Entti ta sunthan tuna ayyaanata kessana, ooratha doonan odettana.
2910120093	Entti shooshu oykkikokka woykko wodhiyabaa uyikkoka entta qohenna. Qassi entti bantta kushiya hargganchchota bolla wothidi entta pathana” yaagis.
2910130060	Goday Yesuusi tamaaretara odettidaappe guye, pude salo keyis; Xoossaafe ushachcha baggara uttis.
2910140098	Iya tamaareti bidaso ubban qaala odidosona. Godaykka enttara issife oothees. Entti odiya qaalay tuma gididayssa Xoossay enttaw immiya malaatatan erisis.
2a00000008	Luuqaasa
2a0101005c	Bonchcho Tewofiloosa, nu giddon polettidabas daroti, banttaw dandda7ettida mela xaafidosona.
2a01020062	He taarikiya entti xaafiday koyroppe doomidi ayfe markkatinne qaala haggaazeyssati nuus odidayssa.
2a01030075	Takka ta baggara koyroppe akeeka xeellidaappe guye, he taarikiya hanotaa maarayada new xaafoy taw lo77o gidi benttis.
2a01040033	Hessika, ne tamaaridabay tuma gideyssa erisanaassa.
2a01050098	Yihuda kawuwa Heroodisa wode Abbaya yaraappe gidida Zakkariyaasa giya Ayhude kahiney de7ees. Iya machchiyaka Aarona sheeshaappe. I sunthaykka Elsabeexo.
2a01060060	Nam77ayka Godaa woganne kiita ubbaa naagidi borey baynna Xoossaa sinthan xillotethan de7idosona.
2a0107005b	Hanoppe attin Elsabeexa maynthi gidida gisho enttaw na7i baawa. Nam77ayka qassi cimidosona.
2a01080053	Issi gallas Zakkariyaasi ba gishuwa maaran Xoossaa sinthan kahinetethan haggaazees.
2a01090049	Kahinetetha wogan Xoossa Keethi gelidi ixaane cuyisanaw iya saami gakkis.
2a010a0026	Ixaaney cuya wode asay karen woossees.
2a010b0053	Godaa kiitanchchoy yarshshuwa yarshshiya bessaafe ushachcha baggara eqqidi benttis.
2a010c0033	Zakkariyaasi iya be7ida wode dagammidi daro yayyis.
2a010d0091	Shin kiitanchchoy iyaakko, “Zakkariyaasa yayyofa; ne woosay si7ettis. Ne machchiya Elsabeexa adde na7a yelana, iya Yohaannisa gada ne sunthana.
2a010e003f	I new injjenne ufayssi gidana; daroti iya yeletethan ufayttana.
2a010f007b	Godaa sinthan I gita gidana woyne ushshaa gidin hara mathoya ushshaa uyenna. Ba aaye ulon de7ishe Geeshsha Ayyaanan kumana.
2a0110003b	Isra7eele asatappe darota bantta Godaa, Xoossaakko zaarana.
2a011100b1	Aawata wozana naytakko zaarana, kiitettonayssata xillota cinccatethaako zaarana mela, Godaas bessiya dere giigisanaw Eliyaasa ayyaananinne wolqqan Godaa sinthan baana” yaagis.
2a01120060	Zakkariyaasi kiitanchchuwako, “Ta hessa aybin eranee? Taaranne ta machcheera cimida” yaagis.
2a01130070	Kiitanchchoy zaaridi, “Taani Xoossaa sinthan eqqiya Gabreele. Ha mishirachchuwa new odanaw Xoossaafe kiitetas.
2a01140096	Hekko, wodiya naagidi polettiya ta qaala ne ammanonna ixxida gisho, hayssi polettana gakkanaw neeni muume gidana, odettanawukka dandda7akka” yaagis.
2a01150067	He wode Zakkariyaasi Xoossa Keethi gelidi gam77ida gisho, aybi hanide gidi asay karen naagishe gam77is.
2a01160087	I kare keyidi enttana odisanaw dandda7ibeenna. Malli besoppe attin odettanaw dandda7onayssa be7ida wode qonccethi be7idayssa eridosona.
2a0117002c	Zakkariyaasi ba haggazuwa polidi soo simmis.
2a01180063	Hessafe guye, iya machchiya Elsabeexa qanthatasu. Ichchashu ageena kumethi bana geenthada gam77asu.
2a01190065	Iya, “Goday ba maarotan ta boriya asaa giddofe digganaw be7idi ha wodiyan hayssa oothis” yaagasu.
2a011a0078	Elsabeexa qanthatin usuppuntha ageenan, Xoossay kiitanchchuwa Gabreele Galiila biittan de7iya Naazirete katamaa kiittis.
2a011b0077	Kawuwa Dawite sheeshaappe gidida Yoosefa giya uraas oyshettida geela7eekko kiittis. He geela7iya Mayraamo geetettawusu.
2a011c005d	Kiitanchchoy iikko bidi, “Daro dosettidare, saroy new gido, Xoossay neera de7ees” yaagis.
2a011d0049	Mayraama iya odan daro dagammada, “Hayssi aybi sarotho” gada heetasu.
2a011e0050	Kiitanchchoy zaaridi, “Mayraame babbofa; neeni Xoossaa sinthan saba demmadasa.
2a011f004d	Hekko neeni qanthatana adde na7a yelana, iya sunthaaka Yesuusa gada sunthana.
2a01200071	I gita gidana, Ubbaafe Bolla Xoossaa na7aa geetetti xeegettana. Godaa Xoossay iya aawa Dawite araata iyaw immana.
2a01210051	I Yayqooba sheeshaa bolla merinaw kawotana; iya kawotethaas zawi baawa” yaagis.
2a0122004e	Mayraama kiitanchchuwako, “Hessi waanidi hananee? Ta adde erikke” yaagasu.
2a012300b0	Kiitanchchoy zaaridi, “Geeshsha Ayyaanay ne bolla wodhdhana, Ubbaafe Bolla Xoossaa wolqqay ne bolla kuyattana. Hessa gisho, yelettiya geeshsha na7ay Xoossaa Na7aa geetettana.
2a01240087	Hekko, ne dabbiya Elsabeexa ba cimatetha laythan adde na7a qanthatasu. Iya maynthi geetettidaaro, shin ha77i usuppuntha ageena oykkasu.
2a01250023	Xoossaa xooniyabay baawa” yaagis.
2a01260074	Mayraama, “Hekko, taani Godaa aylliw, ne qaalada taw hano” yaagasu. Hessafe guye, kiitanchchoy iippe shaakettis.
2a0127004c	Mayraama he saaminttan denddada Yihuda biittan de7iya issi geze katama basu.
2a0128002c	Zakkariyaasa soo gelada Elsabeexo sarothasu.
2a01290073	Elsabeexa Mayraami sarothuwa si7ida wode I uluwan de7iya na7ay ufayssan guppis. Elsabeexa Geeshsha Ayyaanan kumada,
2a012a0068	ba qaala dhoqqu oothada, “Neeni maccasaa giddofe anjjettidaaro, ne qanthatida na7aykka anjjettidayssa.
2a012b003d	Hanoshin, ta Godaa aaye, neeni taakko yaana mela taani oonee?
2a012c0049	Hekko ne sarothuwa ta si7ida wode ta uluwan de7iya na7ay ufayssan guppis.
2a012d0049	Goday polana gidi immida qaala ammanidaara, iya anjjettidaaro” yaagasu.
2a012e003e	Mayraama hayssada yaagasu: “Ta shemppiya Godaa bonchchawusu,
2a012f0026	ta Ayyaanay dhaliya Xoossan ufayttees.
2a0130005d	I ba aylle kawushshatethaa be7is. Hachchife doomidi yeletethi ubbay tana anjjettidaaro gaana.
2a0131004a	Ays giikko, wolqqaama gidida I, taw gitabaa oothis. Iya sunthay Geeshshaa.
2a01320049	Iya bonchcheyssata bolla, iya maarotethay merinaappe merinaa gakkanaassa.
2a01330040	Ba qesiyan minobaa oothis, bantta wozanan otortteyssata laallis.
2a0134004b	Wolqqaama kawota araataappe kawushshis; banttana kawushshidayssata kabboys.
2a01350041	Koshattidayssata lo77oban kalssis, shin dureta mela kushe yeddis.
2a01360031	Ba maarota qoppidi, Ba aylliya Isra7eele maaddis.
2a01370063	Hessika nu aawatas odida qaalaa, Abrahamesinne iya sheeshas gidayssa merinaw polanaassa” yaagasu.
2a01380044	Mayraama Elsabeexi matan heedzu ageena mela gam77ada ba soo simmasu.
2a0139002f	Elsabeexis yelo qammay gakkin adde na7a yelasu.
2a013a0059	I shoorotinne I dabboti Goday gita maarota oothidayssa si7idi, iira issife ufayttidosona.
2a013b006c	Hosppuntha gallasan yooga na7a qaxxaranaw yidosona. Iya aawa sunthan Zakkariyaasa gidi sunthanaw koyidosona.
2a013c0041	Shin aayiya, “Akkay, Yohaannisa geetettanaw bessees” yaagasu.
2a013d004e	Enttika, “Ne dabbotappe ha sunthan xeegettiday oonikka baawa” yaagidosona.
2a013e0047	Iya aaway oona gidi sunthaneekko eranaw koyidi iya malla oychchidosona.
2a013f0073	I xaafiyabaa oychchi ekkidi, “Iya sunthay Yohaannisa” gidi xaafis. Ubbay I xaafidayssa be7idi malaalettidosona.
2a01400048	Iira Zakkariyaasa inxarssay bilettis, Xoossaa galatishe odetethi oykkis.
2a0141004d	Shooroti ubbay yashshan kumidosona. Ha hanidabay geze Yihuda biittan odettis.
2a0142006f	Hessa si7ida ubbay, “Ha na7ay ay hananddeshsha” gidi bantta giddon odettidosona. Godaa kushey iyara de7ees.
2a01430056	Yohaannisa aaway Zakkariyaasi Geeshsha Ayyaanan kumidi hayssada yaagidi tinbbite odis.
2a01440033	“Isra7eeliya Goday galatetto, yidi ba asaa wozis.
2a01450033	Ba aylliya Dawite keethan atotethaa kaciya denthis.
2a0146003b	Hessika beni wode geeshsha nabeta doonan odettidayssa mela,
2a0147003c	Iya ashoy nu morkketappenne nuura eqettiya ubbaa kushiyappe.
2a01480056	Hessa I oothiday nu aawatas ba maarota bessanaasinne, ba geeshsha caaquwa naaganaassa.
2a0149002f	Nu aawa Abrahames caaqqida caaquwa qoppanasinne
2a014a0043	nu morkketa kusheppe kessidi yashshi baynna iya haggaazana melassa.
2a014b004a	Nu laytha ubban geeshshatethaninne xillotethan ba sinthan nuna essanaassa.
2a014c0069	Qassi laa na7aw, neeni Ubbaafe Bolla Xoossaa nabe geetettana. Godaa ogiya loythanaw ne iya sinthan baana.
2a014d004b	Entta nagaray qushettin, entti atotethi demmanayssa ne Godaa deriyas odana.
2a014e004e	Nu Xoossaa lo77o maarotethaafe denddoyssan wontta xalqey nuus saluwappe keyis.
2a014f0073	Hessika dhumaninne, hayqo kuya garssan de7eyssatas poo7isanaassa, nu tohuwakka saro ogiyakko zaaranaassa” yaagis.
2a01500055	Na7ay diccis, Ayyaanan minnis, Isra7eele asaas qonccana gakkanaw bazzo biittan de7is.
2a0201006d	He wode Roome biittan de7iya asay ubbay taybettana melanne sunthay xaafettana mela kawoy Awugisxoosi kiittis.
2a02020044	Hessika Qerenoosi Soore biittaa aysiya wode oosettida koyro taybuwa.
2a0203004b	Hessa gisho, issi issi asi ba sunthaa xaafettanaw ba yelettida biittaa bis.
2a02040086	Yoosefikka Dawite keethaafenne yaraappe gidida gisho, Galiila Naazirete katamaappe denddidi Dawite katama gidida Yihuda Beeteleme bis.
2a02050050	Bishe, yelanaw wodey wurida I oychchi wothida, Mayraamira wolla xaafettanaw bis.
2a02060028	Entti yan de7ishin iw yelo wodey gakkis.
2a02070071	Ba bayra na7aa yelasu. Curqqara xaaxada imathi aqiyason bessi dhayida gisho daran mehe muziya gonggen zin77isasu.
2a0208004d	He gadiyan qamma dorssa wudiya naagishe karen aqiya henthanchchoti de7oosona.
2a02090084	Godaa kiitanchchoy hassayonna yidi entta matan eqqis. Godaa bonchchoy entta yuushuwan poo7is; enttika wolqqaama yashshi yayyidosona.
2a020a0061	Shin kiitanchchoy, “Yayyofite hekko asaa ubbaas gidiya gita ufayssaa mishirachchuwa ekkada yas.
2a020b0051	Hessika, Dawite kataman ashsheyssi hinttew hachchi yelettis. I Godaa Kiristtoosa.
2a020c006b	Zoqale na7ay curqqara xaaxettidi gonggen zin77idayssa hintte demmana; hessika hinttew malla gido” yaagis.
2a020d0041	Qopponna daro salo kiitanchchoti kiitanchchuwura issife qonccidi,
2a020e006b	“Bonchchoy Xoossaas dhoqqa saluwan, saroy biitta bolla Xoossay dosiya asaas gido” yaagidi galatidosona.
2a020f009c	Kiitanchchoti enttafe shaakettidi saluwa keyidaappe guye henthanchchoti, “Ane Goday nuus qonccisidabaanne hanidabaa be7anaw Beeteleme boos” yaagidosona.
2a0210005d	Enttika ellesidi bidosona. Mayraamo, Yoosefanne zoqale na7aa gonggen zin77idayssa be7idosona.
2a0211005a	Be7i simmidi na7abaa enttaw odettoyssa, qonccisidi he bessan de7iya asaas markkattidosona.
2a0212003e	Hessa si7ida ubbay henthanchchoti odidayssan malaalettidosona.
2a02130034	Mayraama hanidabaa ubbaa ba wozanan qoppashe de7asu.
2a02140097	Henthanchchoti enttaw odettidayssada hanin be7idosona. Hessa gisho, bantta si7idabaasinne be7idaba ubbaas Xoossaa bonchchishenne galatishe simmidosona.
2a02150070	Hosppuntha qamman, qaxxaro wodey gakkin, I qanthatanaappe sinthe kiitanchchoy wothida sunthan Yesuusa geetettis.
2a0216008b	Muse woga mela entta geeshshatetha wodey polettidaappe guye Yoosefaranne Mayraamira yooga na7aa bantta Godaas immanaw Yerusalaame bidosona.
2a02170079	Hessika, Godaa wogan, “Adde gidida bayra na7i ubbay Godaas dummattidayssa gido” geetettidi xaafettidayssa polanaassa.
2a02180048	Qassi Godaa wogan, nam77u kuraachcho woykko holle yarshshanaw efidosona.
2a021900a4	He wode geeshshinne ammanora mino gidida Simoona geetettiya asi Yerusalaamen de7ees. I Isra7eeleta atotethaa naagishe de7ees. Geeshsha Ayyaanaykka iya bolla de7ees.
2a021a0056	Qassi Kiristtoosa be7onna hayqqonnayssa Geeshsha Ayyaanay iyaw qonccisin eridi de7ees.
2a021b007e	I he gallas Ayyaanay kaalethin Xoossa Keethi bis. Na7aa aayeranne aawara wogaa polanaw yooga na7aa Yesuusa ekkidi gelida wode,
2a021c0024	Simooni mokki ekkidi na7aa idimmidi,
2a021d0040	“Godaw ne taw gelida qaala mela, ha77i ne aylliya saron moyza.
2a021e0029	Ta ayfey asaa ubbaa sinthan ne giigisida,
2a021f0010	ne ashuwa be7is.
2a02200076	Hessika kawotethata ubbaas, Xoossaa ogiya qonccisiya poo7o, ne asaa Isra7eeleskka bonchcho” yaagidi Xoossaa galatis.
2a0221003a	Yoosefaranne Mayraamira iyaw odettidaban malaalettidosona.
2a022200a4	Simooni entta anjjis. Aaye Mayraamikko, “Hekko daro asaa wozanaa qofay qonccana mela, Isra7eelen de7iya darotas entta kunddethaasinne dendduwas Xoossan doorettis.
2a02230056	Qassi eqetteyssatas malla gidana. Ne shemppuwarakka qassi mashshi aadhdhana” yaagis.
2a02240090	Qassi Aseere yaraappe gidida Faanu7ela na7iya Haanna geetettiya nabey de7awusu. Iyakka daro cimasu. Iya ba koyro azinaara laappun laythi de7asu.
2a02250088	I azinay hayqqin hosppun tammanne oyddu laythi gidana gakkanaw qammanne gallas pacey baynna woosaninne xooman Xoossa Keethan haggaazasu.
2a02260067	Iya he saatiyan bada Xoossaa galatasu; Yerusalaame wozetethaa naagiya ubbaas yooga na7abaa markkattasu.
2a02270088	Yoosefaranne Mayraamira Godaa higgiyan kiitettida woga ubbaa polidaappe guye Galiila biittan de7iya bantta katama Naazirete simmidosona.
2a0228005f	Na7ay diccishenne minnishe bis. Cinccatethan kumis; Xoossaa aadho keehatethay iya bolla de7ees.
2a02290057	Yoosefaranne Mayraamira Faasikka Baale bonchchanaw laythan laythan Yerusalaame boosona.
2a022a005e	Yesuusas tammanne nam77u laythi gidiya wode kase meezetidayssada baaliya bonchchanaw bidosona.
2a022b0090	Baaliya bonchchidaappe guye soo simmiya wode na7ay Yesuusi Yerusalaamen attis. Shin Yoosefaranne Mayraamira I Yerusalaamen attoyssa eribookkona.
2a022c0091	I soo simmiya asaara wolla de7iya daanin entti issi gallasa oge bidosona. I baynnayssa eridaappe guye bantta dabbotanne laggeta matan koyidosona.
2a022d0038	I yan dhayin koyishe guye Yerusalaame gakkanaw bidosona.
2a022e007b	Heedzu gallasappe guye Xoossa Keethan asttamaareta giddon uttidi enttabaa si7ishenne entta oychchishe de7ishin demmidosona.
2a022f003b	Iya si7iya ubbay iya akeekaninne zaaruwan malaalettidosona.
2a0230009a	Soo asay iya demmida wode malaalettidosona. Iya aayiyakka, “Ta na7aw, ays nuna hayssada oothadii? Ne aawaranne taara nena koyishe un77ettida” yaagasu.
2a02310060	Yesuusi enttako, “Tana ays koyeetii? Ta, ta aawa keethan daanaw besseyssa erekketii” yaagis.
2a0232002c	Shin I enttako gidabaa entti akeekibookkona.
2a0233007c	Hessafe guye, enttara issife Naazirete katama bis. Enttaw kiitettishe de7is. Iya aayiya he ubbaa ba wozanan wothada naagasu.
2a02340055	Yesuusi, cinccatethan, geesaninne teematethan Xoossaa sinthaninne asa sinthan diccis.
2a030100f5	Kawoy Xibaaryoosi Roome biittan kawotin, tammanne ichchashantho laythan, Phenxe Philaaxoosi Yihuda haariya wode, Heroodisi Galiila haariya wode, iya ishaa Filiphphoosi Ixuuriyasanne Xirakkonddosa haariya wode, Lisaniyoosi Ablaanisa haariya wode,
2a03020074	Hannaranne Qayyafara kahine halaqa gidi de7ishin, Xoossaa qaalay Zakkariyaasa na7aa Yohaannisakko bazzo biittaa yis.
2a030300a6	Yohaannisi, “Hintte nagaraappe simmitenne xammaqetite. Xoossay hintte nagaraa atto gaana” yaagidi tamaarssishe Yorddaanose Shaafaa heeran de7iya biitta ubbaa bis.
2a03040096	Hessika nabey Isayaasi ba maxaafan, “Bazzo giddon ba qaala dhoqqu oothidi, waassiya uraa qaalay, ‘Godaa ogiya giigisite, horogaakka piddi oothite.
2a03050063	Aafo ubbay kumana, zumaynne dereynne ziqqi gaana. Wobbe ogey luulana, giigonna horogay qinxi gaana.
2a03060049	Asho ma77ida ubbay, Xoossaa ashuwa be7ana’” gidi xaafidayssada hanis.
2a03070089	Yohaannisi, ba kushen xammaqettanaw yida asaakko, “Hinttenoo, shoosha nayto yaanaw de7iya hanquwafe attana mela hinttena zoriday oonee?
2a030800c4	Hiza, hintte simuwa qonccisiya lo77o ooso oothite, hintte wozanan, ‘Nuus, nu aaway Abrahamey de7ees gidi ceeqettofite.’ Haa si7ite, ha shuchchatappe Xoossay Abrahames na7a kessanaw dandda7ees.
2a0309006e	Hekko, beexey mithaa xaphon de7ees. Hiza, lo77o ayfe ayfonna mitha ubbay qanxettidi taman yegettana” yaagis.
2a030a003c	Asay, “Yaatin nuuni ay oothinoo?” yaagidi oychchidosona.
2a030b006b	Yohaannisi zaaridi, “Nam77u afili de7iya asi baynnayssas immo. Kathi de7eyssi baynnayssas immo” yaagis.
2a030c005d	Qaraxa qanxiseyssati xammaqettanaw yidi, “Asttamaariyaw, nuuni ay oothinoo?” yaagidosona.
2a030d004a	I zaaridi, “Hintte qanxisanaw kiitettoyssafe aathidi ekkofite” yaagis.
2a030e00d0	Qassi wotaaddareti yidi, “Nuuni ay oothinoo” yaagidi oychchidosona. Yohaannisi, “Oodebaakka wolqqan dafidi ekkofite, oonakka worddon mootoppite, hintte damoozey hinttew gido; ufayttidi de7ite” yaagis.
2a030f0069	Asay Kiristtoosa naagishe de7iya gisho, Yohaannisa, “I Kiristtoosa gidanddeshshaa?” gidi qoppidosona.
2a031000ce	Yohaannisi ubbaas zaaridi, “Taani hinttena haathan xammaqays, shin taappe aadhdhidi wolqqaameyssi yaana. Taani iya caammaa wodoruwa billanaw bessonna asi. I hinttena Geeshsha Ayyaananinne taman xammaqana.
2a03110090	Wudumman de7iya kathaa polo geeshshanaw pithey iya kushen de7ees. Geeshsha kathaa ba shaaliyan qolana; kaliya dhayonna taman xuuggana” yaagis.
2a03120036	Qassi Yohaannisi asaa daro zore zoridi Wonggelaa odis.
2a0313006e	Shin Yohaannisi Heroodisi ba ishaa machchiw, Herodiyada, ekkida gishonne haraa iita oosota gisho kaccida wode,
2a03140047	Heroodisi kaseyssa bolla haraba ubbaa gujjidi Yohaannisa woyne gelssis.
2a03150079	Yohaannisi qashettanaappe sinthe asaa ubbaa xammaqidi simmin, Yesuusikka qassi xammaqettis. I woossishin saloy dooyettis.
2a03160082	Geeshsha Ayyaanay holleda benttishe iya bolla uttis. Saloppe “Taani dosiya na7ay nena; ne tana ufayssaasa yaagiya” qaalay yis.
2a03170073	Yesuusi tamaarsso oykkiya wode iyaw hasttamu laythi gidishin, asay iya Yoosefa na7a gidi qoppis. Yoosefi Eele na7a,
2a03180060	Eeley Maate na7a, Maatey Leewe na7a, Leewey Milkka na7a, Milkkey Yoona na7a, Yooni Yoosefa na7a,
2a0319006d	Yoosefi Mataate na7a, Mataatey Amoxe na7a, Amoxey Nahoome na7a, Nahoomey Asiliime na7a, Asiliimey Naage na7a,
2a031a0045	Naagey Ma7aate na7a, Ma7aatey Mataatiye na7a, Mataatiyey Samaye na7a,
2a031b008b	Samayey Yihuda na7a, Yihudi Yoonane na7a, Yoonaney Rese na7a, Resey Zerubaabela na7a, Zerubaabeley Salatiyale na7a, Salatiyaley Neere na7a,
