2a00000004	Iluk
2a10050075	“Kǝnawo aka yirha kukum arʊ sini okong arʊ ʊʊna ʊta eyeyiny. Ko gyurho aritee, ‘Nenyee wɔ ukong aritem?’
2a100600b5	“Aka sani, ‘Odum ʊsɔng ise echetarhi ʊmi ɛnyɛ.’ “Ekǝri arite ka sani ngɛ ni, ‘Yirha ʊyaa ʊsha ʊtanw we, kiki kaimen ɔwɔrɔ ni ʊsɔng isi inarhi ni ɔtɔng.’
2a100700fc	“Ikpara dang oko gyurho arʊ mang pari, ‘Ʊnwɔ kanw nenyee wo ʊta sini ukong?’ “‘Oko yoro asani, abuu ʊkʊma uying ʊmi ikiri ogro.’ “Ekǝri arite kasani ɛngɛɛ ni, ‘Yirha ʊyaa ʊsha ʊtanw we terewo asani ʊsɔng isi ochupari.’
2a100800a4	“Ekǝri arʊ ʊfɛ ko dɔɔ ɛkǝri arite atina ʊsang ʊbrʊbrʊ kii eyen ɛsɛr ngɛ. Kii arʊ eteting men epri ni ɛsɛr bi ʊkikimɔ kǝni opyomo ni arʊ uyen
2a100900b5	Iku tanany, inyi sa ʊtʊna ni ʊkaa adumanyi ʊmi eyesing epen ʊkany orokyoro, kii akywa sini ʊkaa adumany ʊmi eteting ba kyu kywɛrɛ wɔ, anu yirhany bi ʊna ʊshishaa bayaya.
2a100a00a5	“Arʊ uyen ʊbrʊbrʊ bi ani ima ajaji anujo uyen ʊbrʊbrʊ bi ima irirɛ, arʊ sang ʊbrʊbrʊ ngɛ bi ima ijiji kǝnawo arʊ sang ʊbrʊbrʊ ngɛ bi ima irirɛ.
2a100b007e	Kǝnawo inyi ba sany ni uyen ʊbrʊbrʊ ngɛ bi kyeng ni ʊkaa adima eyesing nyi, iyaa nʊ yoro ʊmany ʊkaa adima ʊbrʊbrʊ?
2a100c0056	Kǝnawo inyi ba sany ni sa ʊbrʊbrʊ ni ʊʊma orokru, iyaa nʊ many imisini ini nyi?
2a100d00bd	“Baa agara sini anʊ sa ʊtʊna arite apari. Kii anu atira ngɛ ere ying awaa ere ying, ko oyoro ni ere ying abyerhe ere ying. Inyi se many ukroo Ʊnʊng ngɛ awaa ʊfɛ ba kywa eying.”
2a100e0051	Ekǝri Afarisiya arʊ ʊwaa ʊfɛ, ka kung kukum ʊring men kasu sina Iyesu ngɛ.
2a100f00b8	Iyesu ka sani moni, “Inyi mɔ inyi ni arʊ sini ese waa uyen orokru ni inyi na ashisha, yip Ʊnʊng kpɛrhi ikywiny ngɛ. Imisini orokru wɛiyɔ nagang iyɔyɔɔ Ʊnʊng na waa ngɛ.
2a101000f0	“Ɛkǝri ogro Imusa kǝni imisini arʊ pɛrɛ onuo Ʊnʊng wɔri yoo orokru ku sa ʊtina ngɛ kyeba ba akywa sini Iyohana bii. Wroo bakywa dang, aku tana iring ididima imi Igumo Ʊnʊng, kukum orokru kasu sɔmɔ ikywi ngɛ kekya ʊraayɔ.
2a1011006e	Inu sayo iraa ngɛ asani eyesing kǝni ayaya ovroyo ni ani irhing ajaji bi idɔɔ ogro Ʊnʊng nʊ taa ikruyo.
2a101200cb	“Arʊ sini aba shirha eree olorho ubara ɛshɛshɛ erere asa ʊya [ʊya ʊyari ni ere ararʊ.] Kǝnawo orokru sini olorhi ubara erere sini ɛrimɛ ngɛ shirhi ngɛ asa ʊya [ʊya ʊyari ni ere ararʊ.]
2a10130066	“Opyo arʊ ʊfɛ nuwo arʊ ʊsɔmɔ ʊʊma ʊfɛ ususeng aki bidɔɔ ʊkʊng ididima kukina ʊnʊng.
2a10140062	Bo onuo ʊnaa opyo arʊ sɔrhɔ nuo sini ayirhi ʊtʊwa ngɛ ni Ilazarus kukum inama ngɛ anuru yo
2a1015007e	asa waa asani ɛngɛɛ pen ʊmʊra ɛkǝri arʊ ʊfɛ sini uku kyurha mo bi ibʊng ara. Ko ava kamo ber ʊrɛnɛ anʊrʊ ngɛ.
2a1016009f	“Akywa ka ba sini ɛkǝri arʊ ʊsɔrhɔ ko kpoo. Atina Ʊnʊng ka ba kpara ngɛ okyo ba ikwo Ibraim kya ayaya. Ekǝri arʊ ʊfɛ kaa ko kpoo ekǝ mine ngɛ.
2a1017009f	Ipaa ka kyayo owro arʊ ukpo akasʊ kʊng igara. Sini ani bi idɔɔ igara ekǝ pyerhe ayaya ko rong Ibraim ngɛ kyaa ki ikǝkarha, Kǝni Ilazarus ngɛ bi ikwo.
2a101800be	Ekǝri arʊ ʊfɛ ka yirha ngɛ asani, ‘Ekperi Ibraim, kʊng okwom atuma Ilazarus ngɛ aki oturo ikywi ani ivʊ bi idɔɔ omung otomom ɛrimɛ ngɛ, kii ini bi idɔɔ igara bi ʊra wen.’
2a101900c9	“Ibraim ko yoro ngɛ asani, ‘Ɔnɔm, dirha akywa sini ʊni akrʊ beyesing ʊyirha ʊʊma ududuma Ilazarus ka yirha ʊʊma ubibi, yip nɛchiyɛn epen ʊyari ikywi ngɛ ben ʊnwɔ usho bidɔɔ igara.
2a101a00ad	Ekywere kukum kǝn, ukwoo ʊrʊrɛ nuwo abara ting arʊ, aki arʊ sini awa kya owrony ba eberi arʊ ana bramo kǝnawo araruny na su braa ubro ba eberiny kyeba eberi arʊ.’
2a101b007b	“Ikpara dang ɛkǝri arʊ ʊfɛ ko yoro asani, ‘Iku sɔrhɔnw, ɛkpɛri Ibraim, tuma Ilazarus ngɛ kya ki ʊna ekperim,
2a101c006c	kii ini arʊ pya ngɛ otong. Tana ngɛ akya aya wɔɔ mɔ atung, kii karha akyaba bi owro igara yen kamo.’
2a101d0070	“Ibraim ko yoro ngɛ ni, ‘Imusa kǝni arʊ pɛrɛ onuo Ʊnʊng nuwo kǝni omoo. Akun imi sini aku tanamo.’
2a101e006a	“‘Aka sani, O-o, ɛkpɛri Ibraim, yip araru sini okpue be shinɛ akya eberi mo anu shere ʊya ngɛ.’
2a101f009f	“Yip Ibraim ka sani ngɛ ni, ‘Aba na kʊmo Imusa ngɛ kǝni arʊ tana onuo Ʊnʊng, ko araru sini okpue be shinɛ akyaa aya tanamo anasu yoromo ngɛ.’”
2a11010068	Iyesu ka sani ɔnɔ ʊmɛr ngɛ ni: “Uma sini unusa orokru uya kyeba, yip okwo ni arʊ sini asimo uba.
2a11020083	Inu pri olorho ngɛ utari ukɔ bi ʊmrɔɔ ɛfɛn bidɔɔ irɔng irirɛ nisini anu sa ere ying bidɔɔ ɔnɔ ajajirhi men akyi aya.
2a11030076	Inyi sa noshong ni ʊkany. “Arupyanw ko oforonw ba sanw uya, uwoo ngɛ atung, ebe shere ʊya, upuna ngɛ ʊyaa ngɛ.
2a1104009a	Ko abada sani asanw uya asi iten sara ba wri. Oko juro ba obo ɔsɔrhɔnw asi iten sara asani ‘Ɛngɛɛ shere ʊya,’ itɔɔyo upuna ngɛ uyaa ngɛ.”
2a11050054	Ɛkǝri ɔnɔ ʊmɛr Iyesu ka sani Ete, “Jo saa arʊ ʊma ʊbrʊbrʊ arʊ ngɛ!”
2a1106010e	Ete ko yoromo asani, “Inyi boshoo ni ʊma ʊbrʊbrʊ ngɛ naji kǝni ikiri imusta ni (ikiri imusta ini animaa kǝni ikiri ikpong ni), inyi nusani okru ushi ukumo wen ni, ‘Yere ʊkanw ben aya pura ʊkanw bidɔɔ irɔng irirɛ,’ ʊnu kuny asa imisini inyi sini ʊsa.
2a11070090	“Asani ararʊny ni agara ngɛ sini akuwroo ko akushaa atam. Akywa sini obo sɔɔ anu shusani agara ngɛ ni, ‘Ba kaimen ba kiki ara umura’?
2a11080084	Anasu tana ngɛ kǝna, anu sani, ‘Sɔmɔ uma utina, ekyenem umura aki ira asa; ikpara sini ibɛ kywɛrɛ unwo kanw ʊka ra asa.’
2a11090041	Anu sa ɛkǝri agara ngɛ ija kii asi imisini atani ngɛ ni asaa?
2a110a0087	Kǝnawo kany. Ikpara sini inyi basa kukum imisini atany inyi sa, inyi nʊ sani, ‘Aru ni agara mo; itɔɔyɔ arʊ sa utina arʊ.’”
2a110b005a	Nisini Iyesu ni bi ʊtira ukyaa Urushelima, aka fwa amarha ibʊng Igalili kǝni Isamariya.
2a110c006b	Nisini akʊ raa opyo apyang, opyo orokru atarhi sini oku udumo ʊkɔng ka darha ngɛ. Aka ting bi ikǝkarha
2a110d0039	ka yirha ngɛ ayaya, “Iyesu, Arite, kʊng okwo arʊ!”
2a110e0079	Akywa sini erimo, aka sani, “Inyi kya yen ʊkany eberi ogoku ubyen Ʊnʊng.” Nisini akʊ kyeng kyamo, ekǝ pen ikrʊ.
2a110f0062	Nisini ere ying bidɔɔ mo, rii ingɛɛ pen ikrʊ, oko juro asu dɔɔ Ʊnʊng ngɛ ni ihywi ayaya.
2a11100054	Aka kpaa okpukpuro ni orung bi ite Iyesu asaa ija. Orokru wen ni ari Isamariya ngɛ.
2a11110057	Iyesu ko gyurho, “Sa ara atarhi mo epen ikrʊ kukum? Eki uparha ɛshɛ ere ichetarhi?
2a1112003f	Ba arʊ sini ojuri ba aba dɔɔ Ʊnʊng ngɛ sai ekyeng wen?”
2a11130050	Ikpara dang aka sani ngɛ ni, “Shinɛ akyanw; ʊma ʊbrʊbrʊnw manw ikrʊ.”
2a111400b1	Upyo unung Afarisiya gyurhi Iyesu ngɛ ikini ikpara yo Igumo Ʊnʊng kyeba, Iyesu ko yoromo asani, “Ukyeba Igumo Ʊnʊng isayo irima sini orokru nʊ rong ekperhi asani iba ba,
2a11150057	ko orokru sani, ‘Inye ben,’ ko ‘Inya ban,’ kii Igumo Ʊnʊng ni bidɔɔ nyi.”
2a1116009a	Ikpara dang Iyesu kasa ni ɔnɔ ʊmɛr ngɛ ni, “Ekǝri akywa yeba sini inyi nʊ waa urom, Ɔnɔ Orokru bi igumo, ko awri eying, yip inyi na su rong yo.
2a1117006b	Orokru nʊ tanany ni, ‘Awa ban!’ Ko ‘Ewe ben!’ Inyi be kya kuno kyaa aya su ting kroo edei mo ngɛ.
2a1118007c	Kǝni sini uyen iyɛyɛrhi avra se ta uyen kya ayaya bai iyen isha kekya inyan isha kǝni ɔnɔ orokru nushoo bidɔɔ awrie.
2a11190049	Yip bi itee itɔɔyo anu shi igara ededei bavu ipyoo yen ujo tiramo ngɛ.
2a111a0047	“Kǝni ushoo yo bakywa Inuu ni, kǝnawo inu shoo bakywa Ɔnɔ Orokru.
2a111b009a	Orokru ku ra, asu sa, asu ulorho ibara kǝni ʊʊma ibarha ke kya ʊnʊng sini Inuu rii ʊgɔrʊ omung ʊrʊrɛ. Ikpara dang ʊgyang ka ba pyerhemo kukum.
2a111c0063	“Inɛ mɛr kǝni bakywa Ilitu ni. Orokru ku ra, asu sa, akʊ rɛɛ asu gbuna, akʊ pura asu vura.
2a111d0070	Yip unung sini Ilitu sheri Isɔdɔm ngɛ, Ʊnʊng ka sa ura kǝni itari ura ka kpaa ba ayaya kǝ pyerhemo kukum.
2a111e003c	“Inu shoo nɛmɛr kǝn ba awri sini Ɔnɔ orokru nʊ kuno.
2a111f00ae	Ba wri dang arʊ sini ani bi ʊsɔrɔ ʊbɔrʊ, oshoo ni umaa bidang, ebe kya shuro asani ingɛɛ weyeremo. Kǝnawo, arʊ shoo kyu orumo bekya juro baa ukpara iririma bi una.
2a11200029	Inyi dirha ni imisini isi ere Ilitu ngɛ!
2a11210057	Aru sini aba waa usha ofo nge, anu taa yo, Yip arʊ sini aba taa ʊfɛr ngɛ anu penwo.
2a11220054	Itaniny ni eting dang ara pari nʊ yuyari bi ipro; anu kpara ereying eshere ereying.
2a11230056	Erere apari nusu kɔ bi ʊtari bi owro eying; anu kpara ereying ekǝ shere ereying.”
2a11240046	[Ɛrɛrimɛ apari nusu wro bi orumo anu kpara ereying eshere ereying.]
2a112500aa	Ɔnɔ ʊmɛr ngɛ ko gyurho ngɛ, “Ete, bi ubewo anu sa inyen ima ngɛ?” Iyesu ko yoro mo asani, “Owro sini ʊkʊng inama nuwo ʊpʊrha wɔ ulobung se tuno ngɛ.”
2a12010075	Iyesu tani ɔnɔ ʊmɛr ngɛ ushosho wen ekǝ eyen mo ni asu sɔrhɔ Ʊnʊng ko kina akywa, ebekya woro ikywimo ngɛ.
2a1202006b	Akani: “Bi opyo apya arʊ kyɛrhɛ ʊring nuwo arʊ sini ana kung irung Ʊnʊng ko asani adirhi ni araru.
2a12030092	Erere okro nuwo bi ɛkǝri apya dang, akasʊ kyer eberi ngɛ asu sɔrhɔ ngɛ, ‘Ani eyen ʊbrʊbrʊ bi idɔɔ mo kǝni arʊ sini atie bi ite.’
2a12040080	“Kii bo opyo akywa atiri ngɛ yip ba akurha ngɛ akasa ni ʊkaa ni, ‘Koni sini ina kʊm irung Ʊnʊng, ina dirham ni orokru,
2a1205006b	Yip erere okro wen ku wurem, inu ri imisini ini sa akyi epen ʊbrʊbrʊ, aki eshere uber uwurem ngɛ!’”
2a1206005f	Ikpara dang Ete kasani, “Inyi kung imisini arʊ kyɛrhɛ ʊring ʊsang ʊbrʊbrʊ ngɛ pɛri.
2a12070097	Akani Ʊnʊng nasu kpura ngɛ arʊɔ sini oworimo ʊbrʊbrʊ, arʊ sini aku tei ngɛ eting kǝni awri? Ʊnʊng nʊ bura akywa owro uyoro ʊsɔrhɔ moo?
2a1208007e	Iku tanany, Ʊnʊng nʊ kpura nekǝkǝrhe. Yip ikpara sini Ɔnɔ Orokru bo juro, anu darha ʊma ʊbrʊbrʊ ngɛ bi eyesing?”
2a12090088	Iyesu ka tanamɔ ushoshoo wen: opyo arʊ sini atirikywi ni ʊkamɔ nimɔ ni nashisha ana kparamɔ ʊparha ɛshɛ orokru bi onuo iririma,
2a120a0073	“Ɛrɛrimɛ apari kii ʊsɔrhɔ Ʊnʊng bi idɔɔ ubyen Ʊnʊng, ereying ni Afarisi awan arʊ ni arʊ yirha ogon.
2a120b00ea	Ɛkǝri Afarisi ka shinɛ asu sɔrhɔ Ʊnʊng bi ikywie ani, ‘Ʊnʊng, Isi ija ni isam kǝni ʊparha ɛshɛ orokru ni, kii isam eyi, isam ere eteting, isam arʊ ʊyari ni erere ararʊ. Isanw ija kii sam kǝni arʊ yirha ogon wan ni.
2a120c005f	Ise kusoro ni pari bidɔɔ awri etensara, kukum imisini ibe pen ise ma iying bidɔɔ atarhi.’
2a120d00a5	“Yip arʊ yirha ogon kǝ shinɛ atiting ki ikǝkarha. Akyana bra ushwe ikra oro ayaya, yip akasʊ kra ikou ngɛ ani, ‘Ʊnʊng, kung okwom kii ina arʊya ngɛ.’
2a120e0128	“Itanany, ɛkǝri arʊ yirha ogon wen ban ni Afarisi ojuri kya ʊduna ni ɛmɛ sini epen ʊyirha be eberi Ʊnʊng. Kii kukum arʊ sini aba kpara ʊkamɔ ni imo ni iririma Ʊnʊng nʊ shuro ni ɔmɔ bi ibʊng, arʊ sini aba kpara ʊkamɔ ni imo samɔ bi onuo iririma Ʊnʊng nʊ shwemo ayaya.”
2a120f0084	Orokru kusu kong ɔnɔmɔ ba eberi Iyesu aki apyamɔ atamɔ onuo adaduma. Nisini ɔnɔ ʊmɛr ngɛ rii kǝn, aka tanamɔ ʊraa ngɛ.
2a121000a0	Yip Iyesu ka yirha ɛkǝri ɔnɔ ajajirhi ke ba eberi ngɛ asani, “Eshere ɔnɔ ajajirhi aba eberim, ebe kya karhamo ngɛ, kii igumo Ʊnʊng ni imi edeimo yo.
2a12110078	Iku tanany ʊbrʊbrʊwɔɔ, arʊ sini abana yirha ngɛ igumo Ʊnʊng kǝni ɔnɔ ajaji ni anasu raa ngɛ yo ishishaa.”
2a12120061	Opyo ari igumo ko gyurho Iyesu ngɛ, “Avʊwa agyagyang, inu sa ikimɔyɔ epen ofo Ʊshishaa?”
2a1213005d	Iyesu ko yoro ngɛ, “Ikisi ʊyirhim ni ara agyagyang? Baa ara agyagyang sai Ʊnʊng eyeyie.
2a121400b4	Ʊkpɛrhi ɛkǝri ogro ngɛ: ‘Bekya yari ni ere ararʊ, ʊnasu pɛrɛnw araru, ʊnasu sanw uyi, bekya tana upre eteting bi ikywi araru, ma ekperinw kǝni akwanw imimoru mo.’”
2a12150057	Ekǝri orokru kasani, “Kukum ʊʊma men ikywere ʊsa kǝna wroo sini ini anagyang.”
2a121600cb	Nisini Iyesu kung kǝn akasani ɛngɛɛ ni, “Ima iying shushoo sini ʊtani ʊsa. Gbuna kukum imisini ʊniyɔɔ ama araayarha ɛkǝri ʊfɛ, ʊnʊ pen imavʊ bayaya. Ikpara dang ʊka ba okro mi ngɛ.”
2a12170042	Nisini akʊng kǝn, ikywie ka burayo, kii ani ima avu ngɛ napany.
2a12180065	Nisini Iyesu rii ikywie burayɔ akasani, “Ini iraa ngɛ kǝni ikinni arʊ imavʊ raa igumo Ʊnʊng!
2a12190064	Kii inu pri asani Irakumi nuworo bi idɔɔ igara anumra nisini ari ima avu nʊ raa igumo Ʊnʊng.”
2a121a004c	Arʊ sini akʊng irhing yen oko gyurho asani, “Nɛchiyɛn iyaa nʊ gya?”
2a121b004a	Iyesu ko yoromo, “Imisini orokru nabraa ʊsa, Ʊnʊng nʊbra ʊsayɔ.”
2a121c0053	Ibitrus ka sani ngɛ ni, “Arʊ shere kukum imisini arʊ niyo ngɛ ko kro nwoo!”
2a121d00af	Iyesu kasani ɔmɔni, “Iku tanany ʊbrʊbrʊwɔɔ, baa arʊ sini anʊ shere ʊnaa ngɛ ko ere ko arupyaa ko ɔfɔrɔ ngɛ ko arʊ ubyere ngɛ ko Ɔnɔɔ bekai igumo Ʊnʊng,
2a121e005e	sini anasu yirha ngɛ napany eprimo kǝna bi ipyoo yen epen ofo ʊshishaa bi ipyoo ukye ba.”
2a121f00c2	Iyesu ka kpari ɔnɔ ʊmɛr ngɛ ara tarhi na pari dang kyaa ishiying ka tanamo, “Arʊ ye kyamo Urushelima. Kukum imisini ɔwori baa onuo arʊ pɛrɛ onuo Ʊnʊng bekai Ɔnɔ Orokru nʊ tirɛ.
2a12200055	Anu maa bavu arʊ sini ɛnɛkpɛrhimɔ Ʊnʊng. Anu sina ngɛ, atira ngɛ, ataa ekpe.
2a1221003b	Anu kraa ɛpɛrɛ ngɛ. Bawri ʊmang tarʊ anujo shinɛ.”
2a122200a1	Yip ɔnɔ ʊmɛr ngɛ kyana kperhimo iririma bi idɔɔ ʊmamen. Kii Ʊnʊng swimo ngɛ ni ɛkǝri ikuri iring, kǝnawo ekyene kpɛrhimɔ imisini Iyesu ku pɛrɛ.
2a12230046	Nisini Iyesu tekya ʊfwa Ijeriko ofow kiki bo nuwo ʊtira asu sɔrhɔ.
2a1224003c	Nisini akʊng ushi orokru ku woro, oko gyurho ikimoyo ikusa.
2a1225003a	Aka tana ngɛ ni, “Iyesu ari Inazaret ngɛ akʊ woro.”
2a12260046	Ɛkǝ yɛɛ ihywi ayirha ngɛ, “Iyesu, ɔnɔ Idouda, kʊng okwom!”
2a12270086	Arʊ sini ani bi ite ɛkǝri okyoro ka tana ngɛ ʊraa ngɛ asani ashwi, yip ekǝ yɛɛ ihywi nagang, “Ɔnɔ Idouda, kʊng okwom!”
2a12280064	Iyesu ka ting kasani ɔkɔng ɛkǝri orokru ba eberi ngɛ. Nisini abii iyoyow, Iyesu ko gyurho ngɛ,
2a12290054	“Ikimoyo ʊwɛi ni isanw?” Oko yoro ngɛ asani, “Ete, iwɛi ujo rong owroo.”
2a122a004f	Iyesu kasani ngɛ ni, “Nɛchiyɛn rong owro! Ʊma ʊbrʊbrʊnw manw ikrʊ.”
2a122b0088	Ba kywakywa dang akasʊ rong owro ko kroo Iyesu ngɛ, asu dɔɔ Ʊnʊng ngɛ. Nisini kukum orokru rii, ɔkɔ dɔɔ Ʊnʊng ngɛ ʊkamɔ.
2a13010029	Iyesu ka raa kasu wɔrɔ bidɔɔ Ijeriko.
2a13020067	Opyo orokru nuwo ʊtʊwa ngɛ ni Izaka. Ɛngɛɛ ni ogumo arʊ yirha ʊfɛ ogon, oshoo ni ima avu ngɛ.
2a13030061	Aka waa urong kii iyaa ni Iyesu. Ana braa urong Iyesu ngɛ bidɔɔ orokru bekai sini ani ekwekwi.
2a1304005e	Aka ting kyaa ni ite ka kirha ʊshi uwee, bi onuo ʊtira sini Iyesu ku kyeng ngɛ akuwaa uroo.
2a13050088	Akywa sini Iyesu fuwi ɛkɛri owro. Ɔkɔ gyo ikra oro ayaya ka sani ngɛ ni Izaka shuro ne nekǝkǝrhe kii ini shuro ʊʊnanw ɛchiyɛ.
2a13060042	Izaka ko shuro nekǝkǝrhe ka yirha ngɛ kidɔɔ ʊnaa ni ofofuru.
2a13070063	Ni sini orokru kukum erii kǝna akasʊ pɛrɛ ni opyomo ka sani, “Akyaa ushuro bi ʊna arʊya.”
2a1308009e	Izaka ka shinɛ atiting ka sani, “Ete, ini ma ara ayarha ʊsari imi sini iniyɔɔ. Arʊ sini ira ne ngɛ ini kpura ngɛ asa inarhi ʊrɛ imi sini iyirhi.”
2a1309005f	Iyesu ka sani ngɛ ni, “Echiye oforo ba ʊdʊnanw, kii orokru wen kaa ɔnɔ ʊna Ibraim ngɛ.
2a130a0047	Kii Imye Ɔnɔ Orokru bii upyerhewo asa oforo, okyo imi sini ivriyo.”
2a130b00b4	Akʊ kyeng ba iyoyow ni Urushelima, ɛkǝri orokru sini akʊ kuwɔ kasu wɔrɔfo a sani akywa sini imo ba kya Urushelima akywakywa dang igumo Ʊnʊng nʊ tikpa, aka tanamo ushosho.
2a130c008b	Ikpara dang aka sani ɔmɔni: “Opyo orokru nuwo ari igumo akyi okyoro ki ipyii ibʊng kikǝkarha aya yirha igumo ikpara dang ko juro baa.
2a130d0076	Aka yirha agara ngɛ atarhi amamɔ ʊfɛ sini ayirhi ni iminaikiri iyiying asani inyi tere avʊ ngɛ kyekya ujuro bam.
2a130e0075	“Ɛkǝri ara pya na waamɔ ngɛ aka tuma atina okroo ngɛɛ a sani, ‘Arʊ na waamɔ orokru wen oko igumo arʊ.’
2a130f0090	“Akywa sini aya yirhi igumo kɔ sɔɔ, aka tuma ʊyirha agara sini amimo ʊfɛ. Ɔkɔ gyurhomo awaw kperhi ikimoyo epen baya ʊfɛ sini amimo.
2a13100069	“Arʊ sini ovo ite uba, ka sani, ‘Ete, ikiri ʊfɛ sini ʊmim iteri avʊ ngɛ kǝpen atarhi bayaa.’
2a13110085	“Ete ʊna ka sani ngɛ ni, ‘Agaram agyagyang, ʊsa nɛgbɛn bɛkɛi sini uyen ʊbrʊbrʊ bi ima ijiji imanw igumo apya atarhi.’
2a13120078	“Agara ʊmang pari ngɛ kaba, ka sani, ‘Ete ʊna ʊmim ikiri ʊfɛ ikǝ itere avu ngɛ kǝpen ikiri itɔng bayaa.’
2a1313003c	“Ete ʊna ka sani ngɛ ni, ‘Imanw igumo apya ɔtɔng.’
2a1314005d	“Opyo agara kaba ka sani, ‘Ete ʊna, yirha ikiri ʊfɛnw, ilorhi ba ani ʊtʊgbɛ kɔsɔ.
2a13150070	Ikung irung nwu bekai sini ʊsang adʊma. Use kpara ɔwroo sini use kyonw ngɛ, akana ɔwroo sini use puranw.’
2a13160095	“Ete ʊna ka sani ngɛ ni, ‘ʊnwɔ agara ebebi, Ini kywanw iring ni imisini ʊpɛri. Uyoni ise kpara imi sini iso kyom, akana imi sini ise puram?
2a13170063	Ikisi uno kyonw bi ʊna kyu ʊfɛ, Iba sɔɔ bi ikpara ngɛ iba yirha ʊfɛm kǝni ara yaa ngɛ?’
2a1318007b	“Ete ʊna ka tana arʊ titing burha a kani, ‘Akarha ikiri ʊfɛ dang ngɛ bavuɔ ama arʊ shoo ni ikiri atarhi ngɛ.’
2a1319003b	“Aka sani ngɛ ni, ‘Ete ʊna, ani Imina atarhi ngɛ!’
2a131a0088	“Okɔ yoro ka sani, ‘Iku tana nyi arʊ sini ani ʊʊma ngɛ anujo maa nagang, arʊ sini asaa niyoo anima sini aniyoo anu karha ngɛ.
2a131b0052	Arʊ sini ana waamɔ ɛmyɛ ni igumo, inyi komo ba ben ɛpyɛrhɛmo bi item.’”
2a131c0061	Akywa sini Iyesu kywɛrɛ ʊpɛrɛ ʊring men aka kpa itemo asu kyeng kirha ngɛ kyaa Urushelima.
2a131d0089	Akywa sini afwi iyoyow ni Ibaitafeji kǝni Ibetani bi ikwo ukro sini a yirhi ni Izaitun aka tuma ɔnɔ ʊmɛr ngɛ arʊ apari asani moni,
2a131e0094	“Inyi kya kidɔɔ apya sini ani ite nyi, inyi ba raa inyi nʊ darha eniri ani ijaki ami sini ba arʊ sini akirha ngɛ. Inyi shire ngɛ okɔba ben.
2a131f006b	Arʊ sini obo gyurho inyi, ‘Ikisi inyi ku shire ngɛ?’ Inyi sani ɛngɛɛ ni, ‘Ete ngɛ ɛwɛi.’”
2a13200043	Arʊ sini atumimo aka kyaa aya darha nɛmɛr kǝni sini Atanimo ni.
2a1321006b	Akywa sini a ku shire ɛkɛri ani Ijaki, ɔkɔrɔ ko gyurhomo, “Ikisi inyi ku shire ɛkɛri ani Ijaki?”
2a13220020	Aka sani, “Ete ngɛ ɛwɛi.”
2a1323006a	Oko koo ba owro Iyesu, okɔ wuro ʊgbɛ ʊsɔmɔ mo kɔ sɔrɔ ani Ijaki ekǝ she Iyesu ngɛ akirha bayaa.
2a13240040	Sini a kpin ʊtʊra orokru kasu ta ʊʊma ʊsɔmɔmɔ bi ʊtira.
2a132500ad	Akywa sini afwa bi iyoyow ni Urushelima owro sini ʊtira shuri kyawo ukro Izaitun, ɔnɔ ʊmɛr ngɛ napany ka kpin ʊbrir Ʊnʊng ngɛ ayaya bekai ʊʊma ujijire sini erii.
2a132600aa	Aka su ta akpa kasu sani, “Ʊnʊng ta onuo adaduma baya ogumo sini abii bidɔɔ ʊtʊwa Ete!” “Ʊyari ikywi kya ayaya, kǝni ʊdɔ kyekya owro Ʊnʊng kya ayaya!”
2a1327006a	Opyoo Afarisi sini ani idɔɔ orokru ka sani Iyesu ngɛ ni, “Avʊwa, tana ɔnɔ ʊmɛr nwu ni ashywi!”
2a13280054	Iyesu ko yoromo, “Iku tanany arʊ men ba shywimo ngɛ, atari yen nʊ shoo akpa.”
2a13290056	Akywa sini a fwa iyoyow ni Urushelima ni sini atii ikra ni ɛkɛri apya ekǝ shire ere
2a132a006a	Ka sani, “Asani inyi kperhi echiye imi sini ini kong ʊyari ikywi ba inoshoo igyang. Uwe ɔswiny yongɛ.
2a132b005e	Akywa yeba arʊ sini ana waamɔ nyi anu tany ukro ɛkɛriny asu raa ni enyi bai ku ikina isha.
2a132c0098	Anu kurhonyi bi ibʊng, anu perheny kǝni ɔnɔ nyi. Ene sheremo ʊtari uying bayu upyoo. Kii inyi ne kperhiny akywa sini Ʊnʊng bii aba sany oforo.”
2a132d0037	Iyesu ka raa Ubyen Ʊnʊng kasu yeri arʊ gbuna ʊʊma.
2a132e0090	Aka sani mo ni, “Owori bi idɔɔ iring Ʊnʊng a sani ‘ʊnam nʊ shoo owro ʊsɔrhɔ Ʊnʊng yo’; uwe inyi tereyo oto ‘ʊtara eyi.’”
2a132f00ad	Aka su mɛr orokru ku ʊkina Ʊnʊng bi idɔɔ Ubyen Ʊnʊng. Ogu Ubyen Ʊnʊng kǝni avʊwa ʊmɛr ogro Imusa kǝni ɔrɔmɔmɔrʊ mɔ kasu ʊwaa sini imɔ nʊ pɛrɛ ngɛ.
2a13300080	Ekywere ekene pen mo ʊrʊ tira sini anu pɛrɛ ngɛ, bekai sini orokru kǝkǝri ngɛ asu kung ididima ʊring sini akʊ mɛr mo.
2a140100a9	Ʊpyu ʊnʊng, Iyesu ni bi idɔɔ ubyen Ʊnʊng asu mɛr orokru asu tanamo iring ididima, ogu ubyen Ʊnʊng adarha avʊwa ʊmɛr ogro Imusa kǝni ɔrɔkɔng ka ba owroo.
