2800000004	Moti
2a081600ab	Ek din Isá edde Íbar cárit tun ekkán noow ot uiṭṭé, tarfore Íba ye ítara re hoór de, “Aiyó, añára ḍiír oh hañsat farái.” Baade ítara bacá lóiye.
2a08170099	Zaite-zaite Isá gúm ot forigiyói. Aar ḍiít eggwá ḍoóñr tuwán aiccé, hétolla noow gán faní lói bórizargoi, aar ítara hótorat foijjíl.
2a081800bc	Ítara Íbar hañse aái Íba re tulídi hoór de, “Ustat, ó Ustat, añára morizayrgói!” Tói Íba uṛí boiyar edde fanír goir ore dóoñk diyé, baade híin bon ói támaigiyoi.
2a081900d6	Íba ye ítara re hoór de, “Tuáñrar iman hoṛé?” Ítara ḍooraigiyói aar taajup ói ezzon ore ezzone hoór de, “Ibá hon? Ibá ye de boiyar edde faní re úddwa hókum díle híine Ibár hotá mane!”
2a081a0053	Yárbaade ítara Geraséniol or mulluk ot foóñicce, ziyán Galil Ḍiír muúntu.
2a081b00ca	Zeñtté Isá kul or uore laimmé, hé cóor or ezzon búte-faiya manúc Íba llói dola óiye. Yóggwa ye hoorsuor no fiñdér de bicí deri lóti, aar yóggwa gór ot no táki hobor ókkol ot tákito.
2a081c00f7	Zeñtté yóggwa ye Isá re deikké, guzori Íbar muúntu uúiñtoi forigiyói, aar eggwá ḍoóñr abase hoór de, “Ó Isá, Alla Tálar Fua, Tuáñr ttu añr llói kii ham asé? Añí Tuáñre bicí fóriyat gorír, añré toziya no diyó.”
2a081d0111	Kiyólla-hoilé Isá ye hé hóraf jin nwá re yóggwar bútottu neeliai bolla hókum dífelaiye. Hé jine yóggwa re bicí faito; aar yóggwa re síyol edde berí lói bañdí faára dí raká zayto, montor híin sírifelaito, aar búte yóggwa re moidan zagat loizaitói.
2a081e0098	Isá ye yóggwa ttu fusár gorér de, “Tor nam kii?” Yóggwa ye hoór de, “Zák” kiyólla-hoilé yóggwar bútore boóut twa bút góli táikke.
2a081f005e	Híine Isá re fóriyat gorát doijje de, híin ore oṭái gañt ot zaito hókum no di bolla.
2a082000c9	Héṛe faár or uore ḍoóñr ek zák cúwor sorer de accíl. Bút tune Íba re fóriyat gorér de, híin ore hé cúwor gún or bútore góiltoi ezazot di bolla. Tói Íba ye híin ore ezazot diyé.
2a082100b0	Hétunot hé bút tun manúc cwa ttu neeli aái cúwor gún or bútore góillegoi, tói cúwor or zák kwa faár or haindá báy zure ḍiít duñrdiyé aar ḍufí morigiyói.
2a08220076	Cúwor soroya gúne zeñtté kii óiye de deikké, ítara duñrdiyé aar cóor ot edde gang zagat híyan hóbor díye.
2a082300f5	Baade kii óiye de sai bolla manúc ókkol neeillé. Manúc ítara Isár héṛe aái loot faiyé de, ze manúc cwa ttu bút neeillé yóggwa hoor findí edde sóiyi úñice Isár ṭéng or ḍáke boiṛá asé; hétunot ítara ḍooraigiyói.
2a08240082	Zetará hé maamela gán deikké ítara búte-faáil de manúc cwa keéngori gom óigiyoi de híyan hé manúc ítara re zanaiyé.
2a082500c1	Hétolla Geraséniol or sairó ḍák or manúc beggúne Isá re ítarar héntu zaitogói hoiyé, kiyólla-hoilé ítara ttu bicí ḍoor laiggé; hétunot Íba noow ot uṛí waafes aáigiyoi.
2a08260099	Ze manúc cwa ttu bút ókkol neeillíl, yóggwa ye Íbar fúañti zai bolla Íba re fóriyat goijjíl, lekin Isá ye yóggwa re eén hoói duñraidiyé,
2a082700e4	“Tuñí tuáñr gór ot waafes zoogói, aar Alla ye tuáñr lla ze ḍoóñr ham goijjé híin boiyan gorógoi.” Baade yóggwa giiyégoi, aar Isá ye yóggwa lla ze ḍoóñr ham goijjé híin cóor or agagura howát doijje.
2a0828007f	Zeñtté Isá waafes aiccé, manúc ókkole Íba re estekbal goijjé, kiyólla-hoilé ítara beggúne Íba lla sooñi táikkil.
2a082900ad	Hétunot Záiras nam or ézzon manúc héṛe aiccé, zibá mujilíc-hánar ézzon sóddar; yóggwa ye Isár foot fori Íba re fóriyat gorér de, yóggwar gór ot ai bolla;
2a082a00ac	kiyólla-hoilé yóggwa ttu siríf eggwá baró bosórja zérfua accíl deh, aar híba morizargói. Íba zaar de októt, manúc ókkole Íba re ṭélaṭeli gorát accíl.
2a082b00cd	Héṛe eggwá mayafua accíl, zibá ttu kúnzari zár de baró bosór óiye, zibá ye nizor ttu accíl de beggún ḍakṭor ókkol or hañse hóssa gorífelai baade yo honókiyor át ot gom ói nó fare;
2a082c006c	híba Isár fisór ttu aái Íbar hoor or hañra súiye, tói éhon or bútore híbar kúnzari bon óigiyoi.
2a082d00bb	Hétunot Isá ye hoór de, “Añré hone súiye?” Beggúne inkar gorí baade Fitore hoór de, “Úzur, manúc ókkole de zam gorí Tuáñre sairó ḍák ottu ṭélaṭeli gorér.”
2a082e0080	Montor Isá ye hoór de, “Honnwággwa ye Añré súiye, kiyólla-hoilé Añr ttu kudurut neeli giiyé de Añí hoi faijjí.”
2a082f00fa	Hé mayafua wa ye zettót híba hári nó fare de deikké, híba hafi-hafi aái Íbar muúntu uúiñtoi foijjé, aar híba ye kiyólla Íba re súiye, edde híba keéngori éhon or bútore gom óigiyoi, híin manúc beggún or muúntu boiyan goijjé.
2a0830005f	Isá ye híba re hoór de, “O zíi, tor imane toré gom goijjé; cántir sáañte zaagói.”
2a083100a1	Íba hotá howát accíl de októt, mujilíc-hánar sóddar gwar gór ottu ezzone aái hoór de, “Tuáñr zíi zuraigiyói; Ustat ore ar ferecan no goijjó.”
2a08320071	Montor Isá ye híyan fúni yóggwa re hoór de, “No ḍooraiyó, siríf biccác goró, híba gom óizayboi.”
2a08330083	Íba gór ot foóñsi, Fitor, Yohánna, Yakub, edde mayafuar bafmaa re bade ar honókiyo re Íbar fúañti bútore góilto nó deh.
2a0834009b	Manúc beggúne híba lla hañdahaṛi gorát edde buk kilat accíl, montor Isá ye hoór de, “No hañdiyó, ibáh moijjé de no, bólke gúm zar deh.”
2a08350064	Hétunot ítara Íba re lói áñcat doijje, kiyólla-hoilé ítara hoi fare de ki híba morigiyói.
2a08360048	Montor Íba ye híbar át dóri ḍak mari hoór de, “O zíi, uṭ.”
2a0837008c	Hétunot híbar foran waafes aiccé, aar híba éhon uṛí tíyaiye. Baade háito híba re kessú dii bolla Isá ye ítara re hókum díye.
2a08380076	Híbar bafmaa taajup óigilgoi; montor ziyán óiye híyan honókiyo re no hoi bolla Isá ye ítara re nicót goijjé.
2a090100ad	Yárbaade Isá ye baró zon cárit tun ore fúañti matai, fottí ḍoilla bút ókkol neelai bolla edde biyaram ókkol gom gorí bolla ítara re taakot edde kémota diiyé.
2a09020074	Tarfore ítara re Allar raijjor baabute tobolik gorí bolla edde biyaraimma ókkol ore gom gorí bolla difeṛáiye.
2a0903007d	Íba ye ítara re hoiyé de, “Foñt olla kessú no loizaiyó: no laṛí, no hóilla, no hána, no ṭiañ, no battí hoor.
2a0904005e	Tuáñra ze gór ot góliba hé gór ot cóor híyan ottu neeli nó zoogói foijjonto tákiyo.
2a090500ab	Ze cóor or maincé tuáñra re kobul no goré, hé cóor ottu neeli zaibarcót tuáñrar ṭéng or tollar dúil zárifelaiyo, zeéne híine ítarar ulḍa gobá déh.”
2a0906007b	Baade ítara rowana loi fara-fara zai, kúchóbor tobolik gorát edde fottí zagat biyaraimma ókkol ore gom gorát doijje.
2a090700ad	Galil or hókumot-goróya Hérude, ziín ór híin beggún fúinne. Yóggwa bicí oulzóul ot forigiyói, kiyólla-hoilé hodúne hoór de, Yaháya mora ttu zinda óiye deh,
2a0908007a	hodúne hoór de, Eliyas zahér óiye deh, ar hodúne hoór de, agor zobanar nobi ókkol ottu nobi eggwá zinda óiye deh.
2a090900ce	Montor Hérude hoór de, “Yaháyar holla de añí nize haṛiféla báilam, montor ibá hon zar baabute añí endilla hotá ókkol fúnir?” Híya lóti yóggwa ye Isá re sai bolla kucíc gorát accíl.
2a090a00ad	Sáhabi gún waafes aái, ítara ziín-ziín goijjíl híin Isá re zanaiyé. Tarfore Íba ye ítara re fúañti looi, Betsáida hoó de fara híyan ot zuitégori giiyégoi.
2a090b00e9	Montor manúc ókkole híyan hoi fari Íbar fisá doijjil. Íba ye ítara re kúcir sáañte kobul goijjé, aar ítara re Allar raijjor baabute taalim diyé edde biyaraimma zetará ttu gom óibar zorurot accíl ítara re gom goijjé.
2a090c012b	Zeñtté beil gólibar októ óiye, hé baró sáhabi gúne aái Isá re hoór de, “Manúc cún ore duñraido, zeéne tará atehañsór fara ókkol ot edde gang zaga ókkol ot zai kessú háibar edde tákibar zaga tuwai fare, kiyólla-hoilé añára así de yián toh ekkán bocóti-sára zaga.”
2a090d00f0	Montor Íba ye ítara re hoór de, “Hái bolla kessú tará re tuáñra doo.” Ítara hoór de, “Añára ttu de fañs swá ruṭi edde duwá mas bade ar kessú nái, hétolla añára zai tará beggún olla hána kini aintámboi né?”
2a090e00b3	Kiyólla-hoilé héṛe fañs ázar foijjonto beṛaáin accíl. Montor Isá ye Nizor cárit tun ore hoór de, “Tará re ek ḍaái ot fonzaic zon fonzaic zon gorí buágaro.”
2a090f002f	Ítara héndilla gorí beggún ore buágaraiye.
2a091000c0	Íba ye hé fañs swá ruṭi edde duwá mas sún looi asman or uzu saái híin ore borhot diyé, aar Íba ye híin ore báñgi-báñgi cárit tun ore diiyé, manúc ókkol ore baṛidi bolla.
2a09110084	Tará beggúne feṭ bóri háiye. Baade ze tukuṛa ókkol basigiyói, cárit tune híin feñṛai looi fura baró báñir bóijje.
2a09120096	Ekbar zeñtté Isá háliga dua gorér, aar cárit tun Íbar fúañti accíl, Íba ye ítara ttu fusár gorér de, “Maincé Añí hon bouli hoó?”
2a091300b3	Ítara zuwabe hoór de, “Tuñí bóle bápṭismadoya Yaháya; ar hodúne hoó de, nobi Eliyas; ar hodúne hoó de, agor zobanar nobi ókkol ottu nobi eggwá zinda óiye deh.”
2a09140075	Tói Íba ye ítara re hoór de, “Lekin tuáñra kii hoó, Añí hon?” Fitore zuwabe hoór de, “Allar Mosih.”
2a0915005d	Isá ye ítara re horagori úñciyari díye, aar híyan honókiyo re no hoitó maná goijjé.
2a091600ce	Íba ye hoór de, “Manúc or Fua ttu hámaha boóut ḍóilla duk faa foribó; aar murubbi, ḍoóñr imam edde alem ottu inkar háibo; Íba re mariféla zaybo, montor tin din ot din zinda gorá zaybo.”
2a091700c7	Baade Íba ye ítara beggún ore hoór de, “Zodi honókiyo ttu Añr fisáli aitó monehoó, yóggwa ttu nizoré inkar gorífela foribó, aar fottí din nizor kúruc boói Añr fisáli dora foribó.
2a091800a5	Kiyólla-hoilé zee niki nizor zan basaitó saá, yóggwa ye híyan háraifelaibo; montor zee niki Añr wasté nizor zan háraifele, yóggwa ye híyan basaifélaibo.
2a0919005e	Kii laf, zodi honókiye tamám duniyai faa, montor nizoré háraifele yáto lussán gorífele?
2a091a00ae	Zee kiyé Añré lói edde Añr hotá re lói córma, yóggwa re lói Manúc or Fua ye yó córmaibo zeñtté Íba Nizor, Baf or, edde pak fírista ókkol or mohímaye aibó.
2a091b0085	“Lekin Añí tuáñra re sóiyi hoóir, eṛé endilla hodún manúc tíyaiya asé, zetará Allar raijjo nó dekíte no moribó.”
2a091c0082	Híin hoói añcṭo din ánik baade, Isá ye Fitor ore, Yohánna re, edde Yakub ore looi faár or uore dua goittó uiṭṭégoi.
2a091d006e	Zeñtté Íba dua gorát accíl, Íbar siyárar súrot bodoligiyói, aar Íbar hoor dóla ói sossohat doijje.
2a091e0050	Asimbit dui zon manúc Íba llói hotá hoór, ítara óilde Muúsa edde Eliyas.
2a091f0073	Tará mohímar sáañte dahá dí Íbar entehal or baabute hoóil, ziyán Íba ye Jerúsalem ot fura goríbar asé.
2a092000a3	Fitor edde íbar sáañti ókkol mur gúm ot accíl; lekin ítara támfaiye rár, Isár mohíma edde Íbar fúañti tíyai táikke de manúc duní zon ore deikké.
2a09210115	Baade hé manúc duní zon Íbar héntu zaargói de októt, Fitore Isá re hoór de, “Úzur, gom óiye añára eṛé así. Añára eṛé tin nán ṭambu ṭaki: ekkán Tuáñr lla, ekkán Muúsa lla, edde ar ekkán Eliyas olla.” Háleke íba nize kii hoór nize no zane.
2a09220080	Fitore híyan hoór de októt, ekkán miyúla aái ítara re sáifelaiye. Ítara miyúla lói sáizargoi de októt, ḍooraáil.
2a0923007b	Aar hé miyúla ttu eggwá abas aiccé, ki hoilé, “Ibá óilde Añr Fua zibá re Añí basíloiyi; Ibár hotá fúno!”
2a0924009e	Abas swá aiccá ói baade, ítara Isá re gaaga loot faiyé. Ítara híyan aiddone raikkíl, aar ziín deikké híin hé din ókkol ot honókiyo re nó zana.
2a09250061	Tarfor din zeñtté ítara faár ottu lami aiccé, ḍoóñr ek dol manúc Íba llói dola óiye.
2a0926007e	Dol ottu ezzone guzori hoór de, “Ustat, añí Tuáñre fóriyat gorír, añr fua wa re ekká soó, íte añr lehár ek fua.
2a092700a2	Ítare eggwá jine dóre, aar íte éhon guzoran mare; yíba ye ítare dórforabai gal ottu féna ané. Yíba ye ítare bicí duk di mockil or sáañte beh eride.
2a09280067	Añí Tuáñr cárit tun ore hé jin nwá neelaifélaito fóriyat goijjílam, lekin ítara nó fare.”
2a092900cb	Hétunot Isá ye zuwabe hoór de, “Ó iman sára edde báañra nosól, Añí tuáñrar fúañti-fúañti aró hotókkal tákitam? Hotódin tuáñra re bordac goittám? Tuáñr fua wa re eṛé anó.”
2a092a00ce	Fua wa aiyér de októt, ítare bút twa ye meṛit añsári dórforabat doijje. Montor Isá ye hé hóraf jin nwá re dóoñk dí, fua wa re gom gorífelaiye, baade ítare baf or hañse waafes diifélaiye.
2a092b00b5	Aar manúc beggúne Allar ḍoóñr kudurut dekí taajup óigiyoi. Ze októt ítara fottíkiye Isá ye goittó de híin beggúne taajup óiye, Íba ye Nizor cárit tun ore hoór de,
2a092c0079	“Tuáñra Añr e hotá iín han ot gólai loo, ki hoilé, Manúc or Fua re manúc ókkol or át ot gosáidiya zaybo.”
2a092d00ae	Lekin ítara hotá híyan no buzíto. Ítara ttu híyan lukaiféla gíyeh, zeéne ítara buzí no fare; aar ítara Íba ttu hé hotár baabute fusár goitté yó ḍooraitó.
2a092e0066	Yárbaade ítarar bútore ekkán barábari cúru óiye, añárar bútore ebbe ḍoóñr honnwá hoói.
2a092f0064	Lekin Isá ye ítarar dil or báfani re zani, eggwá gura fua looi Íbar ḍáke góri tíyagaraiye,
2a09300130	baade ítara re hoór de, “Zee kiyé e fua wa re Añr name kobul goré, yóggwa ye Añré kobul goré deh; aar zee kiyé Añré kobul goré, yóggwa ye Añré difeṛáiye de Íba re kobul goré deh; kiyólla-hoilé tuáñra beggún or bútore zee niki ebbe cóñṛo, yóggwa óilde ebbe ḍoóñr.”
2a093100c9	Yohánna ye zuwabe hoór de, “Úzur, añára deikkí de, eggwá maincé Tuáñr name bút neelar; yóggwa añárar fúañti Tuáñr fisáli nó dóre de hétolla, añára yóggwa re maná goijjí.”
2a09320086	Lekin Isá ye hoór de, “Yóggwa re maná no goijjó, kiyólla-hoilé zee niki tuáñrar ulḍa no, yóggwa toh tuáñrar híkka.”
2a09330068	Isá asman ot uṛí zaibar din zettót ḍáke aiyér, Íba ye Jerúsalem ot zai bolla fáisela loiyé.
2a0934008f	Íba ye Nizor age hóborgwa ókkol difeṛáiye; ítara zai Samári ókkol or ekkán farat góille, zeéne Íba lla beggún entezam gorí fare.
2a09350072	Lekin héṛiyar manúc ókkole Íba re kobul nó goré, kiyólla-hoilé Íbar sofór accíl de Jerúsalem or uzu.
2a09360094	Íbar cárit Yakub edde Yohánna ye híyan dekí hoór de, “Malik, añára hókum dí asman ottu ooin nazil gorí ítara re fúraifelaitam né?”
2a09370060	Montor Íba fíri ítara re jéjjeṛai hoór de, “Tuáñra hondilla ruhr de tuáñra no zano;
2a09380099	kiyólla-hoilé Manúc or Fua manúc ókkol or zan dónco gorífelaito aiccé de no, bólke basaitó aiccé deh.” Baade ítara ar ekkán farat giiyói.
2a09390087	Zeñtté ítara rasta báy zaar, manúc ézzone Isá re hoór de, “Tuñí zeṛé zaiba, añí yó héṛe Tuáñr fisáli zaiyum.”
2a093a00b1	Isá ye yóggwa re hoór de, “Cíyal ókkol ottu gañt asé aar faik ókkol ottu bahá asé, montor Manúc or Fua ttu Nizor matá rakí bolla úddwa honó mikká zaga nái.”
2a093b0096	Baade Íba ye ar ezzon ore hoór de, “Añr fisáli aiyó.” Montor yóggwa ye hoór de, “Malik, age añí zai añr baf ore dohón gorí aiyí.”
2a093c0096	Isá ye yóggwa re hoór de, “Muruda ókkole ítarar nizor muruda re dohón goróukgoi, montor tuñí zai Allar raijjor baabute tobolik gorógoi.”
2a093d007d	Ar ekzone yó hoór de, “Malik, añí Tuáñr fisáli aiccúm, lekin age añí añr gór or manúc ottu bidai loi aiyí.”
2a093e0080	Montor Isá ye yóggwa re hoór de, “Zee niki nizor át nahol ot rakí fissá saái táke, yóggwa Allar raijjor laayek no.”
2a0a0100bf	Yárbaade, Malike oinno hóittor-dui zon ore yó basíloiye, baade ítara re dui zon dui zon gorí Nizor age oh cóor edde zaga fottí ekkán ot difeṛáiye, zeṛé-zeṛé Íba Nize zaibo.
2a0a0200ae	Íba ye ítara re hoiyé de, “Fósol de bicí asé, montor dooiya bicí hom; hétolla fósol or Malik ore fóriyat goró, Íbar fósol daito dooiya ókkol difeṛái bolla.
2a0a030066	Zoo; fúno, Añí tuáñra re bérasóol-or-sóor ḍóilla góri rangkuñir or mazé difeṛáir deh.
2a0a040065	Honó ṭiañr zali, hóilla, yáh cenṭár no loizaiyó; aar foñt ot honókiyo re sólam no diyó.
2a0a05004b	“Tuáñra ze gór ot góliba, age hoibá de, ‘E gór ot cánti óuk.’
2a0a060091	Zodi héṛe cántir laayek honó manúc táke, tuáñrar cánti yóggwar uore tákibo; montor zodi no táke, tuáñrar héṛe fíri aáizayboi.
2a0a070091	Hé gór ot tákiyo, aar ítara ziín dee híin háiyo edde fiíyo, kiyólla-hoilé muzur toh nizor muzuri faibar laayek. Góre-góre no gúriyo.
2a0a08007d	“Tuáñra ze cóor ot góliba, zodi héṛiyar maincé tuáñra re kobul goré, tóoile tuáñra re ziín dee híin háiyo.
2a0a090076	Héṛiyar biyaraimma ókkol ore gom goijjó, aar ítara re hoibá de, ‘Allar raijjo tuáñrar ḍáke aáigiyoi.’
2a0a0a0078	Lekin tuáñra ze cóor ot góliba, ítara zodi tuáñra re kobul no goré, tóoile híyan or goldi-goldi zai hoibá de,
2a0a0b00bd	‘Tuáñrar cóor or dúil ziín añárar ṭéng or tollat bazí táikke, añára híin úddwa tuáñrar ulḍa zárifelair; montor monot raikkó de ki, Allar raijjo ḍáke aáigiyoi.’
2a0a0c0068	Añí tuáñra re hoóir, oh dinSódom cóor or túaro hé cóor híyan ottu bicí bordac gorá foribó.
2a0a0d010c	“Ó Korazin, tor uore afsús! Ó Betsáida, tor uore afsús! Kiyólla-hoilé ze keramoti ham ókkol tuáñrar bútore gorá gíyl híin zodi Ṭayár edde Sídon ot gorá zayto, ítara sálarcoṭ fiñdí edde sái or uore boói boóut age lóti touwá gorífelaito.
2a0a0e0065	Montor kiyamot or din Ṭayár edde Sídon or maincór ttu tuáñrar túaro hom bordac gorá foribó.
