280000000f	ମାତିଉ
2a0a250165	ଦାର୍ମୁ ସାସ୍ତ୍ରି ଇର୍‌ଆନ୍‌, “ଏନ୍‌ ୱାନି ଉଣ୍ତିଙ୍ଗ୍‌ କାର୍ମୁ ତର୍‍ତାନାନ୍‌ ୱାନ୍‌,” ଜିସୁ ୱାନିଙ୍ଗ୍‌ ଇର୍‌ଆନ୍‌, “ସାଙ୍ଗ୍ଆ, ନିନ୍‌ ବା ଆୟାୱାଜା କିଆ ।”
2a0a26014d	ଜିସୁ ନି ୱାନି ସିସୁର୍‍ ସନିୱାଲେ ଉଣ୍ତ୍ରି ନାର୍‍ତୁ ଡ଼ୁଗିତାର୍‍, ମାରି ମାର୍ତା ଦର୍‌ତି ଅରେତ୍‌ ଆଇମା ତାନି ଇନ୍‌ଡ୍ର ଜିସୁଙ୍ଗୁଁ କୁକ୍‍ତାତ୍‍ ।
2a0a270133	ମରିୟମ୍‌ ଦର୍‌ତି ତାନି ଅରେତ୍‌ ତାଙ୍ଗିଁ ମାର୍‌ଆତ୍‌, ୱାଦ୍‌ ପ୍ରବୁଦି କାଲ୍‍କା ଆଡ୍‍ଗି ବାସ୍‌ସି ୱାନି ବାକ୍ୟ ୱେନ୍‌ଜି ମାର୍‌ଆତ୍‌ ।
2a0a2802f9	ମାତର୍‌ ମାର୍ତା ରାନ୍ଦାବାଡ଼ା କିଦେଙ୍ଗ୍‌ ବେସି ତେରେପେତେ ଆଜି ମାର୍‌ଆତ୍‌; ଆଦେଙ୍ଗ୍‌ ୱାଦ୍‌ ଜିସୁ ଲାକ୍‌ତୁ ୱାଜି ଇର୍ହାତ୍‌, “ଏ ପ୍ରବୁ, ନା ତାଙ୍ଗିଁ ଜେ ନା ଅରେତ୍‍ତାନି ମୁସ୍‍କୁନେ ରାନ୍ଦାବାଡ଼ା କିନି ବଜୁ ଡ଼ିସ୍‍ତାମାନାତ୍‍, ତାନେ ତରିନ୍‌ ଇନିକା ନି ମନ୍‍ ସିଲେତ୍‌? ୱାଦ୍‌ ନାଙ୍ଗିଁ ସେବା କିନି ଉଣ୍ତିଙ୍ଗ୍‌ ତାନିଙ୍ଗ୍‌ ଇନ୍‌ଆଁ ।”
2a0a290112	ମାତର୍‌ ପ୍ରବୁ ତାନିଙ୍ଗ୍‌ ଇର୍‌ଆନ୍‌, “ମାର୍ତା, ମାର୍ତା, ନିନ୍‌ ନାଣ୍ତ ବିସୟ୍‌ତାନ୍‌ ସିନ୍ତା ମାରି ତେରେପେତେ ଆଜିନି,”
2a0a2a0181	ମାତର୍‌ ଉଣ୍ତ୍ରି ଜିନିସ୍‌ ନାଣ୍ତଦର୍‍କାର୍‍; ମରିୟମ୍‌ ତାନେ ଉଣ୍ତିଙ୍ଗ୍‌ ନେଗି ବିସୟ୍‌ ଆସ୍‌ କିତାମାନାତ୍‌, ମାରି ଆକା ତାନେମାଣାନ୍‍ ଡ଼ିବିସୋ ଅତେଙ୍ଗ୍‌ ଆଟ୍‍ଏନ୍‍ ।
2a0b0102d5	ଅର୍‍ଲେନ୍‍ ଜିସୁ ଉଣ୍ତ୍ରି ବାଡିଦୁ ପାର୍‌ତନା କିଜିମାର୍ହାନ୍‍; ୱାନ୍‌ ପାର୍‌ତନା କିତି ୱିସ୍‍ତିୱେନ୍‍କା, ୱାନି ସିସୁରି ଲୋଇ ଅରେନ୍‍ ୱାନିଙ୍ଗ୍‌ ଇର୍‌ଆନ୍‌, ଏ ପ୍ରବୁ, ଡୁବନ୍‌ସିନି ଜୋହନ ଏଣ୍ତେସ୍‌ ୱାନି ସିସୁରିଙ୍ଗ୍‌ ପାର୍‌ତନା କିଦେଙ୍ଗ୍‌ ଅଜାକିତାନ୍‍, ନିନ୍‌ ବା ଆୟାୱାଜା ମାଙ୍ଗିଁ ପାର୍‌ତନା କିଦେଙ୍ଗ୍‌ ଅଜାକିଆ ।
2a0b020179	ଆବେଟ୍‌ ଜିସୁ ୱାରିଙ୍ଗ୍‌ ଇର୍‌ଆନ୍‌, ଏସ୍ତିୱାଲେ ମିର୍‌ ପାର୍‌ତନା କିନିଦେର୍‍, ନାସ୍ତିୱାଲେ ଇନ୍‍ଡ୍ରୁ, ବୁବା, ନି ପବିତ୍ର ଦରୁ ପେରିକାଆପିତ୍‍ । ନି ରାଜି ରାପିତ୍‍ ।
2a0b030078	ମାଙ୍ଗିଁ ୱିଜୁଦିନ୍‌ ଦର୍‌କାର୍‌ ମାନି କାଦି ସିଦା ।
2a0b040165	ମା ପାପ୍‌ ୱିଜୁ କେମା କିଆ, ଇରିଙ୍ଗ୍‌ ମାପ୍‌ ବା ମା ବିରଦ୍‌ତାନ୍‌ ପାପ୍‌ କିତିୱାରିଙ୍ଗ୍‍ କେମା କିନାପ୍‍ । ମାଙ୍ଗିଁ ଆଟ୍‌ୱା ପରିକାଦୁ ଆର୍‌ଦେଙ୍ଗ୍‌ ସିମା ।
2a0b0501d0	ମାରି, ଜିସୁ ୱାନି ସିସୁରିଙ୍ଗ୍‌ ଇର୍‌ଆନ୍‌, ମି ଆମାୱାନି ଇୟାୱାଜା ତଡ଼୍‍ ମାନାନ୍‌ ନୋ, ଆମାୱାନି ଲାକ୍‌ତୁ ମାଜେର୍‍ନାଡ଼ା ୱାନ୍‌ ସଲ୍‌ସି ଇନାନ୍‌, ଏ ତଡ଼୍‍, ନାଙ୍ଗିଁ ମୁଣ୍ତ୍ରି ରୁଟିଙ୍ଗ୍‌ ଉଦାର୍‌ ସିଦା ।
2a0b0600fd	ନା ଅରେନ୍‍ ଆଇ ନାଟି ତଡ଼୍‍ ନାବାନୁ ୱାତାମାନାନ୍‍, ୱାନିଙ୍ଗ୍‌ ଉଟ୍‍ପିସ୍‍ତେଙ୍ଗ୍‍ ନାବାନୁ ଇନିକା ସିଲେତ୍‍ ।
2a0b070198	ମାରି ୱାନ୍‌ ଲୋଇରାନ୍‌ ଇୟାୱାଜା ଇନାନ୍‌, ନାଙ୍ଗିଁ କାସ୍ଟୁ ସିମା, ସେର୍‍ଲା କେର୍‍ତାନି, ମାରି ନା କଡ଼ର୍‌ ନାୱାଲେ ସୁଜ୍‍ଜିନାର୍‍; ନାନ୍ ନିଙ୍ଗିଁଜି ନିଙ୍ଗିଁ ସିଦେଙ୍ଗ୍‍ ଆଟ୍‍ଏ ।
2a0b080209	ନାନ୍ ମିଙ୍ଗିଁ ଇଜିନା, ୱାନ୍‌ ଆତିଙ୍ଗ୍‌ବା ୱାନି ତଡ଼୍‍ ଆନାନ୍‌ ଆକା ନିଙ୍ଗ୍‍ଜ ସିଏନ୍‌, ମାତର୍‌ ୱାନ୍‌ ସେମାର୍‍ଆଏଣ୍ତା ରିଜା ମୁଜା ଲୋସ୍‍ତାନ୍‍ଆକା ୱାନ୍‌ ନିଙ୍ଗ୍‍ଜି, ୱାନିଙ୍ଗ୍‌ ଏସା ଦର୍‌କାର୍‌, ୱାନିଙ୍ଗ୍‌ ନାସୋ ସିନାନ୍‍ ।
2a0b0901a5	ନାନ୍ ବା ମିଙ୍ଗିଁ ଇଜିନା, ଲୋସ୍‍ତୁ, ଆରିଙ୍ଗ୍‌ ମିଙ୍ଗିଁ ସିଆଇଆନାତ୍‍; ପୋୟଦୁ, ଆବେଟ୍‌କୁ ମିର୍‌ ପୋୟନିଦେର୍‍; ସେର୍‌ଲାଦୁ କତ୍‍ତୁ, ଆବେଟ୍‌କୁ ମି ଉଣ୍ତିଙ୍ଗ୍‌ ସେର୍‍ଲା ରେନାସିନାନ୍‍ ।
2a0b0a01b6	ଇରିଙ୍ଗ୍‌ ଏନ୍‌ ଲୋସ୍‍ନାନ୍‍, ୱାନିଙ୍ଗ୍‌ ପୁଟ୍‍ନାତ୍‍, ଏନ୍‌ ପୋୟନାନ୍‍, ୱାନ୍‌ ପୋୟ୍‍ଦେଙ୍ଗ୍‍ ଆଟ୍‍ନାନ୍‍; ମାରି, ଏନ୍‌ ସେର୍‍ଲାଦୁ କତ୍‍ନାନ୍‍, ୱାନି ଉଣ୍ତିଙ୍ଗ୍‌ ସେର୍‍ଲା ରେନାସିନାନ୍‍ ।
2a0b0b0158	ମାରି, ମି ଲୋଇ ଇୟାୱାଜା ବୁବା ଏନ୍‌ ମାନାନ୍‌? ଆମାୱାନିଙ୍ଗ୍‍ ୱାନି ମାରିସି ମିନି ଲୋସ୍‍ତିଙ୍ଗ୍‍ ୱାନ୍‌ ୱାନିଙ୍ଗ୍‌ ମିନି ବାଦ୍‌ଲୁ ସାରାସ୍‍ ସିନାନ୍‍?
2a0b0c00ab	ମାରି କରୁ ଗୁଡୁ ଲୋସ୍‍ତିଙ୍ଗ୍‍ ୱାନ୍‌ ୱାନିଙ୍ଗ୍‌ ସର୍‍କୁପି ସିନାନ୍‍ ନୋ?
2a0b0d024d	ମିର୍‌ ତାଗ୍‌ଇ ଲୋକୁ ଆତିଙ୍ଗ୍‌ବା ଏସାଙ୍ଗ୍‍ ନିଜେ ନିଜେରି କଡ଼ରିଙ୍ଗ୍‌ ନେଗି ନେଗି ଜିନିସ୍‌ ସିଦେଙ୍ଗ୍‍ ନେସ୍‌ନିଦେର୍‌, ଆରିଙ୍ଗ୍‌ ଏମେ ବୁବା ମୁସ୍‌କୁପୁର୍‌ତାନ୍‌ ସିନାନ୍‍, ୱାନ୍‌ ୱାନିମାନୁ ଲୋସ୍‍ନି ଲୋକାଙ୍ଗ୍‌ ଏସୋ ନାଣ୍ତୱାଜା ପବିତ୍ରଆତ୍ମା ସିନାନ୍‍!
2a0b0e01cd	ଅର୍‍ଲେନ୍‍ ଜିସୁ ୱାର୍‍ଗିଦେଙ୍ଗ୍‍ ଆଟ୍‍ଇ ଅରେନ୍‍ ଲୋକ୍‍ମାଣାନ୍ ଦୁବା ପେର୍‍ଜିମାର୍‍ଆନ୍‍, ଦୁବା ସତି ସର୍‌ଇ ୱେନ୍‌କା ଗୁଲା ଲୋକୁ ୱାର୍‍ଗିଦେଙ୍ଗ୍‍ ଆଟ୍‍ତାନ୍‍; ଆବେଟ୍‌ ଲୋକୁ ୱିଜେରେ କାବା ଆତାର୍‌ ।
2a0b0f0134	ମାତର୍‌ ୱାରି ଲୋଇ ଏର୍‌ ଏର୍‌ ଇର୍ହାର୍‌, ଜିସୁ ଦୁବେଙ୍ଗାଁ ପେରିକାନ୍‌ ବାଲ୍‍ଜିବୁଲ୍‍ ସାକ୍ତିଦାନ୍‌ ଦୁବେଙ୍ଗ୍‍ଁ ଡ଼ିସିସ୍‍ନାନ୍‍ ।
2a0b1001ea	ଆଇକାର୍‌ ୱାନିଙ୍ଗ୍‌ ଉରିଦୁ ଆର୍‌ପ୍‌ତେଙ୍ଗ୍‌ ବଦା କିଜିମାର୍‍ଆର୍‍ । ଆଦେଙ୍ଗ୍‌ ମାପୁରୁ ଜେ ୱାନିୱାଲେ ମାନାନ୍‌ ଇୟା ସିନାଦି ୱାଜା ୱାନିଙ୍ଗ୍‌ ବାଦଡ଼୍‍ତାନ୍‍ ଉଣ୍ତ୍ରି କାବାଆନି ପାଣି ତର୍‌ତେଙ୍ଗ୍‍ଁ ଇର୍ହାର୍‌ ।
2a0b1101e9	ମାତର୍‌ ଜିସୁ ୱାରି ମନ୍‍ତି ମାଟା ନେସ୍‌ସି ୱାରିଙ୍ଗ୍‌ ଇର୍‌ଆନ୍‌, ଏମେ ଦେସ୍‌ ବାଗ୍ ଆଜି ନିଜେ ବିରଦ୍‌ତାନ୍‌ ନିଙ୍ଗିଁନାତ୍‍, ଆକା ନାସ୍ଟୁ ଆନା ସନାତ୍‌, ମାରି ଉଣ୍ତ୍ରି ଇଲୁ ରୁଣ୍ତି ବାଗ୍ ଆତିଙ୍ଗ୍‌ ନାସ୍ଟୁ ଆନାତ୍‌ ।
2a0b1201f5	ମାରି, ସୟତାନ୍ ବା ଜଦି ବାଗ୍ ଆଜି ନିଜେ ବିରଦ୍‌ତାନ୍‌ ନିଙ୍ଗିଁତାନି, ଆତିଙ୍ଗ୍‌ ତାନି ରାଜି ଏଣ୍ତେସ୍‌ ତିର୍‍ଆଜି ତେବାନାତ୍‍? ନାନ୍ ବାଲ୍‍ଜିବୁଲ୍‍ତି ସାକାଦାନ୍‌ ଦୁବେଆଙ୍ଗ୍‍ଁ ଡ଼ିସିସ୍‍ନା ଇଜି ମିର୍‌ ତୋ ଇଜିନିଦେର୍‌ ।
2a0b1301f2	ମାତର୍‌ ନାନ୍ ଜଦି ବାଲ୍‍ଜିବୁଲ୍‍ତି ସାକ୍ତିଦାନ୍ ତାଗ୍‌ଇ ଦୁବେଆଙ୍ଗ୍‍ଁ ପେର୍‍ଜିନା, ଆରିଙ୍ଗ୍‌ ମି କଡ଼ର୍‌ ଏମେ ସାକାଦାନ୍‌ ୱାରିଙ୍ଗ୍‌ ଡ଼ିସିସ୍‍ନାର୍‍? ଆଦେଙ୍ଗ୍‌ ୱାର୍‌ ମି ମୁସ୍‌କୁ ବିସାର୍‍ କିନିକାର୍‍ ଆନାର୍‌ ।
2a0b140169	ସିଲେ, ମାତର୍‌ ମାପୁରୁଦି ସାକ୍ତିଦାନ୍ ନାନ୍ ଦୁବେଙ୍ଗ୍‌ ଡ଼ିସିସ୍‍କିନା ମାରି ଇକା ପାର୍‍ମାଣ୍‍ ଆଜିନାତ୍‍ ଜେ ମାପୁରୁଦି ରାଜି ମି ଲାକ୍‌ତୁ ଇଗା ୱାତାତ୍‌ନି ।
2a0b15017e	ଅରେନ୍‍ ବପୁମାନି ଲୋକୁ ଆମାସାନ୍ଦି ଜୁଦ୍‍ କିନି ସାସାପାତି ଆସ୍‌ସି ତିଆର୍‌ ଆଜି ନିଜେଦି ରାଜି ରକିୟା କିନାନ୍‌, ଆୟା ସାନ୍ଦି ୱାନି ୱିଜୁ ସମ୍ପତି ନେଗେନ୍‌ ତେବାନାତ୍‍ ।
2a0b16022a	ମାତର୍‌ ଏସ୍ତିୱାଲେ ୱାନିମାଣାନ୍‌ ନାଣ୍ତ ବପୁଦି ଲୋକୁ ୱାନିଙ୍ଗ୍‌ ଡାକ୍‍ସି ଜିଣାନାନ୍‍, ନାସ୍ତିୱାଲେ ଏମେ ଜୁଦ୍‍କିନି ସାସାପାତିଦୁ ୱାନି ଆସା ମାର୍‌ଆତ୍‌, ଆୟାୱିଜୁ ୱାନ୍‌ ରେନା ଅନାନ୍‍, ମାରି ୱାନି ଡଙ୍ଗାଁକିତି ଜିନିସ୍‌ ବାଟାକିନା ଅନାନ୍‍ ।
2a0b170130	ଏନ୍‌ ନା ତରିନ୍‌ ସିଲେନ୍‌, ୱାନ୍‌ ନା ସାତ୍ରୁ; ମାରି, ଏନ୍‌ ନା ୱାଲେ ଉଣ୍ତା କିଏନ୍‍, ୱାନ୍‌ ଇନ୍‍ଙ୍ଗାଁ ଆନିଙ୍ଗାଁ କିନା ପୋକ୍‌ନାନ୍‌ ।
2a0b180282	“ଏସ୍ତିୱାଲେ ଉଣ୍ତ୍ରି ତାଗ୍‍ଇଦୁବା ଅରେନ୍‍ ଲୋକୁ ମାଣାନ୍‌ ସତିସର୍‌ଇ ୱେନ୍‌କା ଏରୁସିଲି ବାଡିଙ୍ଗ୍‍ ୱିଜୁ ବୁଲାଜି ରମ୍‍ଦେଙ୍ଗ୍‍ ପୟ୍‌ନାତ୍‌, ମାରି ୱାଦ୍‌ ରମ୍‍ଦେଙ୍ଗ୍‍ ବାଡି ପୋୟଏତିଙ୍ଗ୍‍ ଇନାତ୍‍, ନାନ୍ ଏମେ ଇନ୍‍ଡ୍ରଣାନ୍‍ ସତା ୱାତାମାର୍‍ଆ, ନା ଆୟା ଇନ୍‌ଡ୍ର ମାରିଡ଼େସି ସନା ।
2a0b1900c3	ମାରି, ୱାଦ୍‌ ୱାଜି ଆୟା ଇଲୁ ନେଗ୍ରେଣ୍ତା ସିପାତିକା ମାରି ୱିଜୁ ରସ୍‍ତିକା ସୁଣାତ୍‍ ।
2a0b1a0254	ନାସ୍ତିୱାଲେ ୱାଦ୍‌ ସଲ୍‌ସି ତାନେମାଣାନ୍‍ ନାଣ୍ତ ତାଗ୍‌ଇ ମାରି ସାତ୍‍ଗୋଟା ଆତ୍‍ମେଙ୍ଗ୍‍ ଅର୍‌ସେ ଆସ୍‍ନା ୱାନାତ୍‌, ମାରି ୱାକ୍‍ ଆବେ ଡ଼ୁଗ୍‍ନେ ନୋ ଆବେ ବାସାନେ, ମାରି ଆୟା ଲୋକ୍‌ତି ପାର୍‍ତୁମ୍‍ତି ଦସ୍‌ ବାଦ୍‌ଲୁ ୱେନ୍‌କାରି ଦସ୍‌ ନାଣ୍ତ ତାଗ୍‌ଇକା ଆନାତ୍‌ ।”
2a0b1b01a5	ଜିସୁ ଇୟା ମାଟା ଇନିୱାଲେ ଲୋକା ଲୋଇରାନ୍‌ ଅରେତ୍‌ ଆଇମା ନାଣ୍ତ ଆଉଲି ଆଜି ଇର୍ହାତ୍‌, “ଦନ୍ୟ ମି ୟାୟା, ଏଦ୍‌ ନିଙ୍ଗିଁ ଜନମ୍‌ ସିତାମାନାତ୍‍ ମାରି ଆୟା ପାଲ୍‍, ଆମାଟ୍‍କୁ ନିନୁ ଉଟିମାନି ।”
2a0b1c00de	ଜିସୁ ଇର୍‌ଆନ୍‌, “ସିଲେ, ଏମେକାର୍‌ ମାପୁରୁଦି ବାକ୍ୟ ୱେନାର୍‌, ମାରି ମାନାନାର୍‌, ୱାର୍‌ ଦନ୍ୟ ।”
2a0b1d024e	ଲୋକ୍‌ ୱିଜେରେ ମାନ୍ଦା ମାନ୍ଦା ଆଜି ଜିସୁ ଲାକ୍‌ତୁ ଉଣ୍ତାଜି ମାର୍‍ଇ ୱାଲେ ୱାନ୍‌ ଇନ୍‌ଡ୍ରେଙ୍ଗ୍‌ ଆସ୍‌ତାନ୍‌, ଇୟା ଦିନ୍‍ତି ମେମାରିଏନ୍‍ ତାଗ୍‍ଇକାର୍‍; ଇକାର୍‌ ସିନା ପୋଇନାର୍‍, ମାତର୍‌ ଜୁନସ୍‍ତି ସିନା ଡ଼ିସ୍‌ତିଙ୍ଗ୍‌ ଆଇ ଆମା ସିନା ୱାରିଙ୍ଗ୍‌ ସିଏର୍‍ ।
2a0b1e0157	ମାତର୍‌ ଜୁନସ୍‍ ଏଣ୍ତେସ୍‌ ନିନିବିଦିୱାରି ଉଣ୍ତିଙ୍ଗ୍‌ ସିନାଦିୱାଜା ଆତାନ୍‌, ମନୁସ୍ୟପୁତ୍ର ବା ଆୟାୱାଜା ଇୟା ଜୁଗ୍‌ତି ଲୋକା ଉଣ୍ତିଙ୍ଗ୍‌ ଆନାନ୍‌ ।
2a0b1f02ca	ସିବା ଦେସ୍‌ତି ରାଣି ବିଚାର୍‍ତୁ ଇୟା ଦିନ୍‍ତୁ ମେମାର୍‍ଙ୍ଗାଁ ୱାଲେ ନିଙ୍ଗିଁଜି ଇୟାୱାରିଙ୍ଗ୍‌ ଦୋସ୍‌ ଆସିସ୍‍ କିନାତ୍‍, ମାତର୍‌ ସଲମନ୍‍ତି ବୁଦିଦି ମାଟା ୱେନ୍‌ଡ୍ରେଙ୍ଗ୍‌ ଇଜି ଦୁନିଆଦି ଆକ ଦେସ୍‍ତାନ୍‍ ୱାଦ୍‌ ୱାତାମାର୍‍ଆତ୍‍, ମାରି ସୁଡ଼ୁଦୁ, ସଲମନ୍‍ତି ଡ଼ିସ୍‌ତିଙ୍ଗ୍‌ ପେରି ବିସୟ୍‌ ଇୟା ବାଡିଦୁ ମାନାତ୍‌ ।
2a0b20024e	ନିନିବିଦି ଲୋକୁ ବିଚାର୍‍ତୁ ଇୟା ଦିନ୍‍ତି ମେମାର୍‍ଙ୍ଗାଁ ୱାଲେ ନିଙ୍ଗିଁଜି ଇୟାୱାରିଙ୍ଗ୍‌ ଦସ୍‌ କିନାର୍‌, ମାତର୍‌ ୱାର୍‌ ଜୁନସ୍‍ତି ପ୍ରଚାର୍‌ତାନ୍‍ ମନ୍‍ ଡ଼େପ୍‍ତା ମାର୍‌ଆର୍‌, ମାରି ସୁଡ଼ୁଦୁ, ଜୁନସ୍‍ତି ଡ଼ିସ୍‌ତିଙ୍ଗ୍‌ ପେରି ବିସୟ୍‌ ଇବେନୁ ମାନାତ୍‌ ।
2a0b2101cf	“ଏନ୍‌ ଦିୱା କାସିସ୍‍ କିଜ ଆଡ଼ିକ୍‍ସି ବାକ୍‌ରାଦୁ ଇଡ୍‌ଏନ୍‌ ମାରି ଅଡି ଆଡ୍‍ଗି ଇଡ୍‌ଏର୍‌, ମାତର୍‌ ଦିୱା ଇଡ୍‌ନି ବାଡିଦୁ ଇଡ୍‍ନାର୍‍, ଏଣ୍ତେସ୍‌ ଲୋଇ ଡ଼ୁଗୁନି ଲୋକୁ ଜାୟ୍‌ ସୁଡ଼ୁଦେଙ୍ଗ୍‍ ଆଟ୍‍ନାର୍‍ ।
2a0b220229	ମି କାଣ୍‌ଗା ମେନ୍ଦଲ୍‌ତି ଦିୱା । ଏସ୍ତିୱାଲେ ମି କାଣ୍‌ଗା ନେଗିକା ତେବାନାତ୍‍, ନାସ୍ତିୱାଲେ ମି ୱିଜୁ ମେନ୍ଧଲ୍‍ ବା ଜାୟ୍‍ୱାଜା ଆନାତ୍‌; ମାତର୍‌ ଏସ୍ତିୱାଲେ କାଣ୍‌ଗା ତାଗ୍‌ଇକା ମାନାତ୍‌, ନାସ୍ତିୱାଲେ ମି ମେନ୍ଧଲ୍‍ ବା ସିକାଟିୱାଜା ଆନାତ୍‌ ।
2a0b230099	ମାରି ଜାଗାର୍‌ତା, ଏଣ୍ତେସ୍‌ ମି ଜିବନ୍‌ତି ଜାୟ୍‌ ସିକାଟି ଆଏତ୍‍ ।
2a0b2401bf	ଜଦି ମି ୱିଜୁ ମେନ୍ଧଲ୍‍ ଜାୟ୍‌ ଆନାତ୍‌ ମାରି ଆବେଣି ଇନି ବାଡିଦୁ ସିକାଟି ତେବାଏତ୍‍, ଆତିଙ୍ଗ୍‌ ଦିୱା ଏଣ୍ତେସ୍‌ ଜାୟ୍‍ତୁ ମିଙ୍ଗିଁ ଜାୟ୍‌ ସିନାତ୍‌, ଆୟାୱାଜା ମି ୱିଜୁ ମେନ୍ଧଲ୍‍ ଜାୟ୍‌ ଆନାତ୍‌ ।”
2a0b25018a	ଜିସୁ ମାଟା ଇନ୍‍ଜିମାର୍‍ଇ ୱାଲେ ଅରେନ୍‍ ପାରୁସି ୱାନିଙ୍ଗ୍‌ ୱାନି ଇନ୍‌ଡ୍ର ଉଣ୍ତେଙ୍ଗ୍‌ କୁକ୍‍ତାନ୍‍, ମାରି ୱାନ୍‌ ଇନ୍‌ଡ୍ର ଡ଼ୁଗିତାନ୍‍ ନୋ ଉଣ୍ତେଙ୍ଗ୍‌ ବାସ୍‌ତାନ୍‌ ।
2a0b260109	ମାତର୍‌ ଉଣି ଆଗ୍‌ଡ଼ି ୱାନ୍‌ ଜେ ଆଗ୍‌ଡ଼ି ଏର୍‌ ନର୍‍ବାଏନ୍‍ ମାର୍‌ଆନ୍‌, ଇକା ସୁଡ଼ୁଜି ଆୟା ପାରୁସି କାବା ଆତାନ୍‌ ।
2a0b270198	ଆବେଟ୍‌ ପ୍ରବୁ ୱାନିଙ୍ଗ୍‌ ଇର୍‌ଆନ୍‌, ମିର୍‌ ପାରୁସିର୍‌ ଗାଦେ ଡୁବାଇ ନି ସାଡ଼୍‍ୱାଦି ଆତ୍‌ରେ ନର୍‍ନିଦେର୍‍, ମାତର୍‌ ମି ଲୋଇ ଡଙ୍ଗାଁକିନିପାଣି ନି ତାଗ୍‌ଇପାଣି ପୁରାମାନାତ୍‍ ।
2a0b2800da	ଏ ବୁଦିସିଲିକିଦେର୍‍, ଏନ୍‌ ଆତ୍‌ରେ ତିଆର୍‌ କିତାନ୍‌, ୱାନ୍‌ ଇନିକା ଲୋଇ ବା ତିଆର୍‌ କିଏତାନ୍‌?
2a0b290127	ମି ଲବ୍ରାଦାନ୍‍ ଆମାକା ଉଣ୍ତାକିତିମାନିଦେର୍‍ ଆକା କାକୁର୍ତି ଲୋକାଙ୍ଗ୍‌ ଦାନ୍‌ ସିଦୁ ଆରିଙ୍ଗ୍‌ ମିର୍‌ ପୁରା ନର୍‌ଆନିଦେର୍‍ ।
2a0b2a032a	ମାତର୍‌ ଚି, ଦଣ୍ଡ୍‌ ପୋଇନି ପାରୁସିର୍‌, ଇରିଙ୍ଗ୍‌ ମିର୍‌ ପୋଦିନା, ଆରୁଦ ମାରି ୱିଜୁଜାତିଦି କୁସାପୁଲା ଦସ୍‍ବାଗ୍‍ତାନ୍‍ ଉଣ୍ତ୍ରି ବାଗ୍ ମାପୁରୁଙ୍ଗୁଁ ଦାନ୍‌ ସିନିଦେର୍‍, ମାରି ଆଇ ଲୋକାଙ୍ଗ୍‌ ନ୍ୟାୟ୍‌ ବିସାର୍‌ତୁ ଦୟା ତର୍‌ତେଙ୍ଗ୍‍ଁ ମାରି ମାପୁରୁଙ୍ଗୁଁ ଜିବନ୍‍ନୋଦେଙ୍ଗ୍‍ ବାଣାନିଦେର୍‍; ମାତର୍‌ ଇୟାୱିଜୁ କିନିକା ମାରି ଆଇକା ୱିଜୁ ବାଣାଇକା ମାନାତ୍‌ ।
2a0b2b01a4	“ଚି, ପାରୁସିର୍‌ ମିର୍‌ ଦଣ୍ଡ୍‌ ପୟ୍‌ନିଦେର୍‌, ଇରିଙ୍ଗ୍‌ ମିର୍‌ ପାର୍‍ତନାକିନି ଇଲ୍‌କାଙ୍ଗ୍‌ ପେରି ବାଡି ମାରି ସାତାସାଉକାଦୁ ମାଡ଼ିସ୍‍କିନିକା ପୋୟ୍‍ଦେଙ୍ଗ୍‍ ଅଡ଼୍‍ବିନିଦେର୍‍ ।
2a0b2c0197	ଚି, ମିର୍‌ ଦଣ୍ଡ୍‌ ପୟ୍‌ନିଦେର୍‌, ଇରିଙ୍ଗ୍‌ ମିର୍‌ ତର୍‍ଇ ମୁସ୍‌ତି ବାଡ଼ିଦି ୱାଜା; ତାନି ମୁସ୍‌କୁ ନେସ୍‌ଏଣ୍ତା ବୁଲାସାଲାନିକାର୍‍ ଲୋକୁ ଆକା ମୁସ୍‌ତି ବାଡି ଇଜି ନେସ୍‌ଏର୍‌ ।”
2a0b2d0119	ଆବେନୁ ସାସ୍ତ୍ରିରି ମାଣାନ୍‌ ଅରେନ୍‍ ୱାନିଙ୍ଗ୍‌ ଇର୍ହାନ୍‌, “ଏ ଗୁରୁ, ଇକା ଇନ୍‌ଜି ନିନୁ ମାଙ୍ଗିଁ ବା ଅପମାନ୍‍ କିଜିନି ।”
2a0b2e0248	ୱାନ୍‌ ଇର୍ହାନ୍‌, “ଚି, ସାସ୍ତ୍ରିର୍‍ ଯେ ମିର୍‌ ମିର୍‌ ବା ଦଣ୍ଡ୍‌ ପୋଇନିଦେର୍‍, ଇରିଙ୍ଗ୍‌ ମିର୍‌ ଲୋକାଙ୍ଗ୍‌ ନିୟମ୍‍କୁ ମାନାଦେଙ୍ଗ୍‌ ଇଜିନିଦେର୍‌ ମାତର୍‌ ନିଜେ ମିର୍‌ ଏସାଙ୍ଗ୍‍ବା ଇବେଣି ଉନ୍‌ଡ୍ରି ନିୟମ୍‌ ବା ମାନାଦେଙ୍ଗ୍‌ ସାହାଜ୍ୟକିଇଜିନିଦେର୍‍ ।
