2800000007	Mathayo
2906320074	pipo bhahalola vhahijila ishaka. Ahagana yanje anabho abhabhula, “Mubhanje bhadadamu! nene! Mganje abhe nihofu.”
2906330046	Ahinjila muhati mumashua, na ihala ihaleha avungume na haswiga kabisa.
2906340042	Haga bhahelewa imana iyagala amabumunda. Injele zhwabho zyalidodo.
290635004a	Bhope pali bhaloushe isyila bhafiha insi ya Genesareti mashua ikati nanga.
2906360029	Pabhahaguma huzi iye mashua, bhahatabula.
2906370064	Bhahanyila atangazwe mkowa gwundhi bhahandu abhalete avhinu mzego mzega, shila pahuvhaga huje awiza.
2906380098	Pundi pahinjilaga huvijiji, au mumiji, au munzhi, bhabhihaga avhinu pasoko, bhalamba huje bhapala mazhwaje amenda gakwe. Na bhundti abhakhete bhaponile.
2907010059	Mafalisayo nabhamo asimbi ambao bhafumila hu Yelusalemu bhahabhungana huzhwongule umwene.
290702005d	Bha hulolie bhamobhamo huje asunda bhakwe bhalile ibumunda humakhono amachafu; saga gahoziwe.
290703007c	(wa Mafalisayo na Yahudi bhundti sabhalya upaka bhozizye amakhono gao shishinza; bhakhatila utamanduni agosibhabho. Huwakati
29070400e0	Amafalisayo pabhabhuya afume mahali pasoko, sabhalya paka bhoje kwanza na huli ishelia zimo zimo abhuzywo bhazida gakabisa, ikiwa abhozye ivikombe, amafulila, ivhombo ivhishaba, na hata amatengo agatuniha uwakati uwishalye.)
290705008f	Amafalisayo na asimbi bhalihubhuzye uYesu, “Kwa nini asudwa bhaho sabhakhala afatane nagosi, bhao bhalwaibunda nabila asungusule amakhono?”
29070600a1	Lelo umwene ahabhabhabhula, “Isaya ahakuwashinza huje amwe mulibhivhi, asimba, 'Aje abhantu ibha bhanogopa humalo mu golo, lelo amoyo ga bho gali hutaloi nani.
2907070081	Bhabhombela inyiputoizywaswazya zyizyo izyasazi welewelewewa sazimuhimu bhamanyiziwa italabu izywa bhanadamu gabha poshala agao.'
2907080051	Muleshile iatalatibu izywa Nguluvhi namuzywejile izishibinadamu ugatwaposhile.”
2907090050	Ahayanga wa bhene muzikhanile amuli izwa Nguluvhi ishilaisi ili muziute izyinyu!
29070a0076	Lelo pipo uMose ayajile, umwogopaje udada waho nunyina waho,' uwayanga amavhivhi wa dada au wamai wakwe lywoli aifwa.'
29070b00be	Lelo amwe, 'muyanga huje umuntu akhayanga wadada wakwe au mai, “Usada gwagwunti gula ugwa hunda mwe jelela je afume hulini iyo mbuta yinyiputo,”' (ubho wayanje huje ifumile wa Ngulubhi')
29070c0054	isho ahuruhusu abhombe ijambo lwa lwunti alibhombe kwaajili ya dada au ya mai wakwe.
29070d0069	Muyi bheha amuli Nguluvhi huje yilwene alete inyiho zywinyu. Na mambo aminji aga gali isho angamuomba.”
29070e005b	Abhakujile amakutano andthele nabhabhule, “Huje munuvhaje ane, amwe mwindhe, namu nelewe.
29070f006d	Nahamo hahunti huziwa muntu hahuchafula mtu kiingiapo kwake. Bali ni kile kimtokacho mtu ndicho kimchafuacho.
2907100065	(Azingatile: usitali ugu, “khamba umuntu amakutu agahuvhwe ayuvhaaje” nashimo munakili izihalyi).
2907110049	U Yesu ahagaleha amakutano abhala khaya, asundwe bhahabhuzwa ufwano ugwo.
2907120069	U Yesu ahayanga, “Namwe nantele saga muwelewa? Samulola hahunti ahahumwinjila umuntu hawezwa huchafule,
2907130097	pipo sahabhala huwoyo gwakwe, lelo ishashiwinjila muvhanda vhakwe shishizanya nabhale hucho.” Hu ma elezo iga uYesu abhiha ivhalwe vhunti abhe vinza.
290714003a	Ayanjile, “Shila isha shihufuma umuntu shashi huchafula.
290715005c	Pipo hafuma muhati mwa muntu, huzihu mwoyo gafuma amawazo amachafu, akwesane, uwibha, agoje,
2907160066	amabhibhi iga gunti hutamani ishibhibhi, ubhibhi uwaswovhe, akwesane, uwivu aphuyile, awivune, nulema.
290717003c	Amabhibhi iga gunti gafuma muhati, gaga huchafula umuntu.”
2907180093	Abhuha afume pala nashile ukowa wa Tiro na Sidoni. Ahainjila muhanti haga ahazaga umuntu yayundhe amanyaje huje aliipo, lelo haga ihazehana hufise.
290719006e	Lelo ghafla ushi, ula umwana wakwe udodo ani roho ichafu, ahuvha ihabali hakwe, ahiza, naha gwa magaga agakwe.
29071a0060	Ushi uyo Muyunani, wikambela ilwa Kifoeniki. Alambile umwene anyizhwe ipo afume wa lyindu wakwe.
29071b006d	U Yesu ahabhula ushi, “Bhateshe abhana bhaliziwaje huje sashili aweje ibumunda ilwabhana azitajile ibwa.”
29071c005f	Lelo ushi ajibule nayanje, “Ena Bwana, ibwa panzi yimeza ivhavhi sagala ivhalye vha bhana.”
29071d0057	Abhula, “Ahuje pepo uyanjile ishi, uli mwaushe ashile. Iphepo ifumile ulindu waho.”
29071e0056	Ushi ahabhuya khaya yakwe ahamwaga ulindu wakwe agonile pashitala, iphepo ali afumile.
29071f006e	U Yesu afumile inje yikowa wa Tiro na ashizanije Sidoni abhalile hunsumbi ya Galilaya pakakanda ya Dikapolisi.
290720006f	Bhahaleta umuntu uya sahuvha uyasawezya ayanje shishiza, bhalambile uYesu huje abhishe amakhono pamwanya yakwe.
290721006d	Ahumwefwa hunzhi ikundi shisili abhiha inyovhe makutu gakwe, bada ya aswe amate apala manzywa ulumili lyakwe.
2907220058	Ahenyizhwe humwanya amaso ahutuya na hubhule, “Efata,” isuo wa huyanje “fuguha!”
2907230049	Umuda gwagula amakutu gahiguha, nahala ahazijile awezywa ayanjeshishinza.
2907240084	Abhamulila bhaganje hubhele umuntu wabhunti. Lelo pali abhamulila bhanje hubhule umuntu pabha zidile ayanje ibhahalileizyo zinyijii.
2907250085	Lyoli bhashijizhiwe, nayanje, “Abhombile shila hantu shishinza. Hata abhombile abhasa bhahuvha amakutu ahuvhe na bhabubu ayanje.”
290801005c	Lele inzhiku izyo, paliiibuga ingosi, salinishalwe. U Yesu abhakuga asundwa bhakwe ahabhula,
290802004b	“Injisajila ibuga ini bhendelile abhe nani inzhiku zitatu na sani shalye.
2908030080	Khimba nyaphanye huje bhabhuye huzinyumba zyabho bila alye bhagazimila mwidala nizala. Mhati yabho bhamo bhafuma hutali sana.”
290804007d	Asundwa bhakwe bhajibula, “Tubhagaje wii amabumunda agabhaye bhutnthi ibha nabha kutizye abhantu ibha ineo ilyaleshilye?”
2908050050	Ahabhabhuzya, “mulini vipande vhilinga ivhimabumunda?” Bhayanga, “Saba.”
29080600ab	Awamulila ibhuga bhakhale panzi. Ahega amabumunda saba, ahasalifya Ungulubhi, na budulanye. Abhapela asunda bhakwe bhagabhishe witanzi lyabho, bhahagahiha witanzi libhuga.
2908070067	Bhope bhali ni samaki zindodo nyishe, na bada yahusalifye, abhamulila asudwa bhakwe bhaganyiivhi vhope.
290808004b	Na bhahalya naye. Nabhabhunganya ipande ivhisangele ivitundu, ivigasi saba.
290809002f	Bhelega abhantu elufu zine. Aheleha bhashalaje.
29080a004c	Mara ahinjila mashua nasundwa bhakwe, nabhashila katika ukanda wa Dalmanuta.
29080b005f	Amafalisayo bhafumahuzina wande adalisanye nawo. Bhazaga ishimanyilo afume humwanya, bhajelaga.
29080c0095	Asebha sana mmwoyo gwakwe ayanga, “Yenu ishizazi ishi shiwaza imanyilo? Imbabhula amwe lyoli, na shimo ishimanyilo ishashaifuma hushi zazi ishi.”
29080d004d	Ipo ahambaleha, ahinjila muhati mmashua anthele ahashila awelekele upauwenje.
29080e0075	Umuda ugwo asudwa bhahi wilwe aweje amabumunda. Sagabhali nishipande shashundhi ishibumunda hata shimo ishali mashua.
29080f005d	Abhonya hayanje, “Mubhanje maso na witunze ishilela aluzu iya Mafalisayo na haluzu aHarode.
2908100042	Asundwa bhayangana bhene wabhene, “Pipo sagatuli namabumunda.”
290811007b	U Yesu ahamanya ili nabhabhula, “Yenu muyangana pasamuli namabumunda? Hamuminye bado? Hagamuwelewa? Amoyo ginyu mapupusu?
2908120037	Amaso hamulola? Munakutu, sagamuhuvhwa? Hagaamukumbuha?
2908130090	Pihagabhaya amabumunda gasanu wa bhantu elufu zisanu, mwahejile ivitundu vhilyinga ivhavimemile amabumunda?” Bhahajibula “ilongo navhele.”
2908140046	Pahagabhanya amabumunda saba huelufu ine, muhega ivitundu vhilinga?”
290815003e	Bhahayanga, “Saba.” Ahabhabhula, “Bado haga muwelewa?”
2908160060	Bhajiza Bethsaida. Abhantu ibho bhahuleta wa Yesu umuntu uwafyile amaso bhahalamba uYesu akhate.
29081700a7	U Yesu ahukhata nukhano ola uwafyile amaso nahulongole huzi ishijiji ahaswa amante pamwanya yimaso nagolosye amakhono pamwanya yakwe, ahabhuzwa, “Uhalola hahunte?”
2908180056	Ahenyizywe humwanya nayanje, “Imbalola abhantu bhabhoneha nishi amapishi gajenda.”
2908190085	Ipo ahagolosya amakono gakwe pa mwanay iyimaso gakwe, umuntu ola gafunguha amaso gakwe, ahalola nanhele, ahalola shilahandu shishiza.
29081a004c	U Yesu ahaleha ashila akhaya yakwe nahabhula, “Unganje aeinjile hujini.”
29081b0080	U Yesu ashila nasundwa bhakwe huvijiji ivha Kaiseria ya Filipi. Bhali mwidala abhabhuzwa asundwa, “Abhantu bhayiga ni nanu?”
29081c0064	Bhahajibula bhahayanag, “Yohana uwabhozwa. Bhamo bhayanga, 'Eliya' na bhamo, 'Muntu umo Nakuwa.”
29081d0055	Ahabhabhuzwa, “Lelo amwe muiga ane ninanu?” Petulo ahabhula, “Awe wi Kristi.”
29081e003b	U Yesu abhula bhanje hibhule umuntu yayunti uwahusu umwene.
29081f00a3	Ahanda abhamanyinzye huje umwene Mwana wa Adamu lazima alavhe humambo aminji, ayikanwa nalongozi na achungaji agosi nasimbi, na gagwe bada yinsiku zitatu aizyuuha.
2908200049	Aliyanjile iga apazelu. Epo uPetulo ahamwega paka pashinje anda hudamile.
29082100a6	Lelo uYesu agaluhana na bhenye asundwa bhakwe na ahadamila uPetulo nayanje, “Sahinzanya huhosi yane Setano! Haga usaga amambo aga Ngulubhi, ila amambo agabhantu.”
290822009d	Ipo ahakuga ibuga nabhasundwa abhakwe palishimo, nabhabhule, “Kama huli umuntu uya wanza afwuate awikhane nyuyo, ayegaje ishikhovhehanyo shakwe na afhunte.
2908230082	Wahuje wabhunti uya wanza awokole amaisha gakwe aigatenzwa nauyantezywa amaisha gakwe kwa ajili ya lini na kwa ajili izyo ayokola.
2908240046	Aipata yenu umuntu khapate inzhi yunthi wa pante ihasala akahle wakwe?
2908250039	Umuntu agawezya afumwe yenu badala yaifumwe ubhumi wakwe?
29082600ac	Uwaindolela inshoni ninogwa zywani ishizazi ishinishi zazi ishabhivhivhi, Umwana wa Adamu ayilolela inshoni paiyinza nubhutawala uwa dada wakwe palishimo naa wandumi azelu.
290901009a	Ayanjile wabhene, “Lwoliiyanga hulimwi bhawili abhanthu abhabhimilile epha ambao hagabhaibhoja ufye shausilye utawala uwa Ngulubhi pawayinza wikhone.”
2909020083	Na bada yinshikutanda, uYesu abhega aPetulo, Yakobo na Yohana palishimo numwene wigamba, bhene. Ndipo ahandile agaluhane mbele yao.
290903006b	Amenda gakwe gaga luhana gana amulishe alabhe sana nabhe mazelu zaidi uzeluuwasa bhulavha wabhonthi munthi.
290904004e	Phepo aEliya pamoja nu Mose bhahafumila witazi lwabho, bhali bhayanga nu Yesu.
290905007e	U Petulo ajibula uYesu, “Umwalimo, shinza ati akhale epa, shimo shaliwe, shimo kwa ajili ya Mose na isha mwabhosha Eliya.”
2909060030	(Haga amenye ahawaziwa ayanje, bhahogopha sana.)
290907007e	Ibhingo lwa fumila nabha kwi shile. Ipo isauti ihafuma mwibhingo ihayanga, “Unu mwana wane uwingine. Mutejele zyaje yuyo.”
2909080048	Ghafla, pali bha wenya sabha halola uyalinao palishimo, ila uYesu mwene.
2909090092	Pali bhahwiha afume wigamba, amulila huje bhasaheze hubhele umuntu numo gala gunti agabha galolile, paka Umwana wa Adamu piizhyuha afume wabhafwe.
29090a006e	Ipo paha ga uta amambo bhibho. Lelo bhayangana bhene kwa bhene lwenu imana yakwe “azyushe afume wa bhafwe”
29090b0045	Bhaha bhuzya uYesu,”Yenu abhandishi bhaiga uEliya ayize nasonti?”
29090c0083	Abhabhula, “lwoli Eliya sagabhiza afume ivhintu vhunti. Yenu isimbilwe Mwana wa Adamu lazima apate amalabha gaminji navhitililwe?
29090d0085	Lelo iyanga hulimwi lelo uEliya ahezele, bhahabhomba shabhayingine nishishila shaiganile, nishi amasimbo shaga yanga ahusu umwene.”
29090e0074	Pabha habhuya wasudwa, bhaha ilola imbunga ingosi izyungulile na Masadukayo bhabisanyaga ahabho bhabisanyaga anabho.
29090f003f	Pala pahalola, ibhunga yunti bhahashyiga nahunyilile hulamushe.
290910003f	Abha bhuzywa asundwa abhakwe, “Mubisanya nao kuhusu iyenu?”
290911007d	Umuntu umo muhati yabho ahajibula, “Mwalimo ihale ta umwana wane huliwe; ana iroho iyithavu ihubhomba huje anganda yayanje,
2909120098	ihu fanya aje atete mamanje na hugwisye panzi, nafume ipofu mwilomu nasye amino naga gandane. Ihabhalabhile asundwa bhaho humwefye, lelo hagabhawezizwe.
290913007e	Abhajibu, “Ishizazi ishasa shiwamini izakhale namwe humuda bhuli? Izawejelane namwe paka lii leti hulini? Mleteni kwangu.”
290914007c	Bhaleta umwana wakwe. Iroho inhavhu palalala uYesu, gafla ihapela ateteme. Usahala agwile paka panzi naafumhe ipovhu wilomu.
2909150067	U Yesu ahabhuzya uyise, “Ihali ine ili awande muda ulyi?” Uyise ayanjile, “Aje afume uwana wakwe.
2909160075	Mumomumo itwala humwoto au mumenze naije la humwanga mizywe, kama uwezwa abhombe hahunthi utuhulumile natusaidile.”
290917005c	U Yesu abhulyile, “Akhashele uli tayali? Hala hantu hawezeha na waya yunthi uya wamini.”
2909180058	Ghafla uyise wa mwana ahalila nayanje huje, “Iwamini! Nisaidie asinte awamini wane.”
29091900a4	Uwakati uYesu pahalola imbuga inyila abhale wabhene, ayikemela iroho inthavu nayanje, “awenohobubu uwasaga uhuvha, ihuwamuruleshe, usahinjile wamwene nanthele.”
29091a007f	Ahalila wikhone na huhangaisye umwana na iroho ihafumile. Umwana abhoneha uga afyile, Ipo abhinji bhayanjile, “Aje afyile,”
29091b0035	Lelo uYesu amwega nukhono abhusywa, umwana ahimelila.
29091c0062	Lula uYesu pahinjila muhatyi, asundwa bhakwe bhahabhuzya shisili, “Yenu satawezizye humwefye?”
29091d0034	Abhabhulile, “pipo ini haga iwepa ila pwavhile.”
29091e0050	Bhahepa pala najendele wi Galilaya. Haga ahazanga umuntu yayuthi amanye pawilyi,
29091f009e	pipo amanyizywaga asudwa bhakwe. Abhabhulile, “Umwana wa Adamu atwalya makhono mwa bhantyu, nahugoje. Paivha afwile, baada yinsiku tatu aizyuha nanthele.”
290920003c	Lelo haga bhaha mwelewa agawelezya iza, bhahogopa hubhuzywe.
2909210069	Ipo vhahafiha Karperinaumu. Wakati uhuo pali muhanthi nyumba abhuzizye, “Mwayanga naga yenu mwidala”?
290922004a	Lelo bhaha puma mie. Yani bisanya mwidala huje yunanu uwazabhe gosi zaidi.
29092300a4	Ahakhala pansi abhakuga ilongo na bhamo bhabhilye pamo, ayanga nabho, “Umuntu khawaza abhe wa kwanza, nilazima abhe wa malishilo na wabhatumishile bha bhunthi.”
2909240049	Ahamwanya umwana udodo abhiha pahati yabho. Amwega makhono gakwe, ayanga,
2909250082	“Wabhodthi nishi unu witawa lyane, oyaabha amboshile ninengashele umuntu aposha, saga aphola nene tu, lelo nayula uwantumile.”
2909260073	U Yohana abhula, “Umwalimu tulolile umuntu kwa wefya iphepo witawa lwaho tuhathubhila, pepo haga atidaga anti.”
2909270089	Lelo uYesu ayanga, “Munganda hukhane pipo numo uwaibhomba imbombo ingosi witawa lwani na ipi pamandi ayanje injango imbivhi lwa lyunti.
2909280035	Wa bhuntyi uwasagali tofauti natwe ali hu pande witu.
290929006e	Wabhuntyi uya yipela ishikombe iminzye agamwele pipo uli Kilisite, lyoli imba bhala hagaitezya usahala gwakwe.
29092a008b	Wa bhuntyi uyakosezwa hawa bhali bhali bhadodo abhanamini anye, wali shinza wa mwene apinyilwe inganga ilwasyele huzhingo natagwe muzhumbi.
29092b00a8	Khamba ukhono gwaho kha hukosela gundumulaje. Hubha washi awinjile huwomi bila khono kwiko awinjile kwenye hulozi ulinamakhono gutyi. Mula mumwoto “ugwasaguzimiha”.
29092c0076	(Inatila: Ulutanani ulu, “Pamahali ambapo intofyi sazifwa numwoto ugwasazimiha.” saga uwili katika nakala zakale).
29092d0075	Igaga khashele likosezywa, lidumula. Je shiza huliwe awijile huwumi khalilema, kuliko atagwe hulozi namagaga gavhili.
29092e0069	(Inatila: Ulutanani ulu, “Amahali itofi hazifwa numwoto usiyoweza azimishe hagagu wili nakala izihali).
29092f0095	Kama iliso lwaho khahukosezwa lisenyaje shinza hwilwe awinjile Utawala uwa Ngulubhi uli niso limo, kuliko kwingia ukiwa maso guntyi ulaje huje mwoto.
2909300039	Pala apali nintafyi izya sazifya, numwoto ugwa saguzimia.
2909310028	Lelo phipo shila muntyu aifyula numwoto.
2909320095	Umwonyi mwinza, lelo umwonyi khagutezye uwiza wakwe, gubhabhombe bhuli uwinza bhuye nathyena? Munje mwonyi muhatyi yinyu, na uwaushe wa shila umo.”
290a0100bc	U Yesu ashila amali pala na habhala katika ukowa ugwa Huyahudi ni eneo ilya witanzi ili Soho Yorodani, amakutano gadagaga na tyena. Abhamanyizwe tyena, nishi pibha kawaida yamwene abhombe.
290a02005d	Na Amafalisayo bhaheza hujele bhahabhuzwa, “Ni halali wa muntu ulume aleha nushi awakwe?”
290a03002d	U Yesu abhajibula, “U Mose amulile yenu?”
290a040049	Bhayanga, “Mose aruhusu ahusimbile ikalata iyalene nahunyizywe ushi.”
290a050053	“Pipo amoyo nginyu makhome shashisho abhasimbila ishalia ini, “U Yesu ahabhala.
290a06003b	“Afume huwandilo wiumbaji, 'Ungulubhi aumba ulume nushi.'
290a07004b	Inamuna ini ulume aileha uyise wakwe nu nyina wakwe aibhungana nushi wakwe,
290a08004f	na eo bhabhili bhaibhabhili gumo; Pipo saga bhabhiatyele, lelo bhali bili gumo.
290a09003d	Kwa hiyo abhunganisye Ungulubhi, umwanadamu anje alehanye.”
290a0a0040	Pali muhati inyumba, asundwa bhakwe bhahahuzywa nantyena asuili.
290a0b0056	Abhabhula, “Ula uwileha ushi wakwe na weje uwinji uyo abhomba malaya pamwanya yakwe.
290a0c004a	Na ushi wope khaila ulume wakwe na wegwe nulume uwinji, abhomba malaya.”
290a0d0048	Bhope bhahuleta abhana adodo akhate, lelo asimbi bhakwe bhahabha damila.
290a0e00b3	Lelo uYesu pahamanya ilwo, haga amojelela nalwo kabisa abhabhula, “Bhalesheli abhana adodo bhinze hulini, munganjebhazije, pipo abhabhalinishi ibha utawala uwa Ngulubhi wabhene.
290a0f007d	Lyoli imbaula, yayunti uwa saposhela utawala wa Ngulubhi nishi abhana adodo lyoli haga aiwezywa awinjile utawala wa Ngulubhi.
290a100049	Ipo abhega abhana makhono agakwe abhasaya nabhabhishe akhono panya yabho.
290a1100a3	Pahanda isafali yakwe umuntu umo anyililila ahafugamila amafuugamo witazi lwakwe, abhuzwa, “Mwalimu Umwinza, imbombe yenu ili bweze erithi uwomi uwa wilawila?”
290a120044	U Yesu ayanga, “Unguga mwema? Numo ulimwema ila yu Ngulubhi mwene.
290a130095	Uziminye imuli: 'Uganje agoje, unganje afunye umalaya, unganda awibhe ungande ande ilenga unganje akhopele, uheshimwaje uyese waho nu nyina waho'.”
290a140042	Umutyu ulo ahayanga, “Mwalimo, iganguntyi awande uwana wanhe.”
290a15009f	U Yesu amwenya nahugane. Abhula, “Upungushilwe ahatyu hamo. Uwaziwa ukazye uvhili navho nabhapele apina, uhaibha ni mbuto humwanya. Khasha winzaje andaje.”
290a160070	Lelo akatile itama hunongwa iyaheleziwe iga; aliondoka akiwa mwenye huzuni, ahepa nusumane phepo alimale nyinji.
290a170083	U Yesu ahenya upande bhutyi abhabhula asundwa bhakwe, “Nishi bhuli ishashashilyi pakhome utajili awinjile hutawala uwa hu mwanya!
290a180086	Asundwa bhaswijiziwa humaneno iga. Lelo uYesu abhabhula nantyele, “Bhana, ni jinsi bhule ishili shikhome awinjile utawala Ungulubhi!
290a190066	Laisi wingamia ashizanye mwilina lisindano, pakuliko umutyu utajili awinjile hufalume uwa Ngulubhi.”
290a1a0041	Bhaswijiziwa sana nayangana bhene, “Esho yunanu uwa yokolewa”
290a1b008d	U Yesu abhenya nayayanje, “Wabinadamu hagaiwezehana, lelo saga wa Ngulubhi. Wavhavhuthi wa Ngulubhi shiwezehana wa Ngulubhi shiwezehana.”
290a1c0043	“Petulo handa ayanje nabho, “Enya tuleshile vhutyi tudajile.”
290a1d00a9	U Yesu ayanga, “Lyolyi imbabhula amwe, numouwaila inyumba, au ukulu, au uilumbu, au unyina, au uyise, au abhana, au ugunda, kwa ajili yangu, na kwa ajili ya lumbelele,
290a1e00a7	uwaha gaiposhela mala mia zaidi yisalaini ipa pansi: inyumba, ukulu, uyilumbu, au unyina, au abhana, au uinsi, humalabha, ulimwengu ugwa guweza, uwumi uwawila na wila.
290a1f0051	Lelo vhinji avhali wanda bhaibhabhahumalishilo abhali bhahumalishilo bhawanda.”
290a2000f3	Pabhabha mwidala, bhabhala Yelusalemu, uYesu abhatangulila witanzi lyabho. Asundwa bhasyijile, nabhala abhali bhafuta khosi yabho bhahogopa. Ipo uYesu abhefa pashinje antele bhala ilongo nabhabhili ahanda abhabhule hala hazafumile ishi papipi:
290a21008b	“Enya, tushila hula hu Yelusalemu, nu Mwana wa Adamu anzafisiwe wachungaji agosi nasimbi. Bhanzahulonje afwe bhanza humwefwe wa Bhapanzi.
290a22006b	Bhanza hulyeule, bhanza huswile amate, bhanzahukhome nusanzo, nahugaje. Lelo bada yinsiku zitatu azyuha.”
290a230078	U Yakobo nu Yohana, abhana bha Zebedayo, bhahinza wamwene nayanje, “Mwalimu, tuwanza tubhombele hahundi atuhulabha.”
290a240026	Ahagamuyiga, “Imbabho mbele yenu?”
290a250064	Bhahayanga, “Turuhusu tukhale nae husisya waho, umo hukhona ugwahulilo umo hukhono gwa humongo.”
290a260080	Lelo uYesu abhajibula, “Sagammenye ilyamulabha. Mugawezya amwelele ishikombe ishimwela ane au ajimbe au uwoziwa uwi woziwa?”
