2800000008	Matteuse
2a1643008c	„Kui sina oled Messias,“ nõudsid nad, „siis ütle seda meile!“ Jeesus aga vastas: „Kui ma teile ütleksin, siis te ei usuks mind,
2a16440034	ja kui ma teie käest küsiksin, siis te ei vastaks.
2a16450048	Aga siitpeale istub Inimese Poeg Kõigeväelise Jumala paremal käel.“
2a16460071	Aga nad kõik küsisid: „Kas siis sina oled Jumala Poeg?“ Ta vastas: „Need on teie sõnad, et mina olen.“
2a16470063	Nemad aga ütlesid: „Mis tunnistust meil veel on vaja? Me oleme seda tema enese suust kuulnud!“
2a17010044	Ja terve nõukogu tõusis püsti ning viis Jeesuse Pilaatuse juurde.
2a170200ac	Nad hakkasid teda süüdistama: „Me oleme leidnud, et see mees õõnestab meie rahvast. Ta on keisrile maksude maksmise vastu ja väidab, et tema on Messias, kuningas.“
2a1703006a	Pilaatus küsis Jeesuselt: „Kas sina oled juutide kuningas?“ „Need on sinu sõnad,“ vastas Jeesus.
2a1704006c	Siis Pilaatus teatas ülempreestritele ja rahvale: „Ma ei näe põhjust selle mehe süüdimõistmiseks.“
2a17050085	Nemad aga pressisid peale: „Ta keerab oma õpetusega rahva üles kogu Juudamaal. Ta alustas Galileas ja on tulnud kogu tee siia.“
2a1706003a	Seda kuuldes küsis Pilaatus, kas see mees on galilealane.
2a17070082	Kui ta sai teada, et Jeesus on Heroodese valitsuse all, saatis ta tema Heroodese juurde, kes ka viibis neil päevil Jeruusalemmas.
2a17080096	Heroodesel oli Jeesust nähes hea meel, sest ta oli juba tükk aega tahtnud teda näha. Ta oli temast palju kuulnud ja lootis näha teda imet tegemas.
2a1709003c	Ta pinnis teda paljude küsimustega, aga Jeesus ei vastanud.
2a170a0050	Ent ülempreestrid ja kirjatundjad seisid sealsamas teda ägedalt süüdistades.
2a170b0076	Siis pilkasid teda ka Heroodes ja tema sõdurid. Nad riietasid ta uhkesse rüüsse ja saatsid tagasi Pilaatuse juurde.
2a170c005a	Sel päeval said Pilaatus ja Heroodes sõpradeks, sest enne seda olid nad olnud vaenlased.
2a170d0039	Pilaatus kutsus kokku ülempreestrid, valitsejad ja rahva
2a170e00d3	ning ütles neile: „Te olete toonud minu juurde selle mehe ja väidate, et ta õhutab rahvast mässama. Ma olen teda küsitlenud teie ees ega ole tema vastu leidnud ühtki süüd, mida teie tema peale kaebate.
2a170f007c	Niisamuti pole ka Heroodes, sest ta saatis tema tagasi meie juurde. Nagu näete, ta pole teinud midagi, mis vääriks surma.
2a17100027	Ma karistan teda ja lasen tal minna.“
2a17110034	Sest ta pidi ühe neist pühade puhul vabaks laskma.
2a17120053	Aga kogu rahvas karjus ühel häälel: „Võta see mees! Vabasta meile Barabas!“
2a17130044	Barabas oli vangi pandud linnas sündinud mässu ja tapmise pärast.
2a17140040	Pilaatus pöördus uuesti nende poole, tahtes vabastada Jeesust.
2a17150038	Aga need karjusid: „Löö ta risti! Löö ta risti!“
2a171600ba	Tema rääkis neile kolmandat korda: „Miks? Mis kuriteo on see mees siis teinud? Ma ei ole tema surmamõistmiseks põhjust leidnud. Sellepärast ma karistan teda ja lasen ta vabaks.“
2a17170052	Nemad aga nõudsid valjult karjudes tema ristilöömist, ja nende kisa jäi peale.
2a1718002b	Siis Pilaatus otsustas teha nende tahtmist.
2a17190085	Ta vabastas mehe, kes mässamise ja tapmise pärast oli vangi heidetud, nagu nad palusid, aga Jeesuse andis ta nende meelevalla alla.
2a171a0095	Kuid teda ära viies said nad kätte Siimoni Küreenest, kes just tuli maalt linna, ja nad panid risti tema selga, et ta kannaks seda Jeesuse järel.
2a171b0045	Suur hulk rahvast käis nende järel tema pärast leinates ja nuttes.
2a171c0081	Jeesus aga ütles nende poole pöördudes: „Jeruusalemma tütred, ärge nutke minu pärast, nutke iseendi ja oma laste pärast!
2a171d0083	Sest tuleb aeg, kui te ütlete: „Õnnistatud on viljatud naised, kelle ihu pole kunagi last ilmale kandnud ja rinnad imetanud!“
2a171e0058	Siis nad ütlevad mägedele: „Langege meie peale!“ ja küngastele: „Katke meid!“
2a171f0041	Sest kui seda tehakse toore puuga, mis saab veel siis kuivaga?“
2a17200036	Kaks teist kurjategijat viidi hukkamisele koos temaga.
2a17210095	Kui nad jõudsid kohani, mida kutsutakse Pealuuks, siis nad lõid Jeesuse seal risti koos kurjategijatega, üks temast paremal ja teine vasakul pool.
2a17220086	Jeesus ütles: „Isa, anna neile andeks, sest nad ei tea, mida nad teevad!“ Ja nad jagasid liisku heites omavahel ära tema riided.
2a172300ca	Inimesed vaatasid sealsamas pealt ja isegi valitsejad irvitasid Jeesuse üle. Nad ütlesid: „Teisi on ta päästnud, las ta nüüd päästab iseennast, kui ta on tõesti äravalitu, Jumala Messias!“
2a1724004f	Ka sõdurid pilkasid teda. Nad astusid ta juurde, pakkusid talle veiniäädikat
2a1725004b	ja ütlesid: „Kui sina oled juutide kuningas, siis päästa iseennast!“
2a1726003e	Ja tema kohal oli sildile kirjutatud: See on juutide kuningas.
2a17270075	Üks ristil rippuvatest kurjategijatest teotas Jeesust: „Kas sa ei ole siis Messias? Päästa iseennast ja meid!“
2a17280073	Aga teine sõitles teda. „Kas sinagi ei karda Jumalat?“ küsis ta, „Kuna sa ise oled sellesama karistuse all!
2a17290072	Meid karistatakse õiglaselt, sest me saame, mis me välja teenisime. Kuid see mees pole midagi valesti teinud.“
2a172a004d	Siis ta ütles: „Jeesus, hoia mind meeles, kui sa tuled oma Kuningriiki!“
2a172b005f	Jeesus vastas talle: „Tõesti, ma ütlen sulle, juba täna oled sa koos minuga paradiisis.“
2a172c0052	Saabunud oli kuues tund, kui pimedus langes üle kogu maa kuni üheksanda tunnini,
2a172d0036	sest päike pimenes. Ja templi eesriie rebenes kaheks.
2a172e0078	Jeesus kisendas valju häälega: „Isa, sinu kätte ma annan oma vaimu!“ Ja kui ta seda oli öelnud, heitis ta hinge.
2a172f0068	Kui sadakonna ülem juhtunut nägi, andis ta Jumalale au ja ütles: „See inimene oli tõesti õige!“
2a17300072	Ja need inimesed, kes olid kokku tulnud seda vaatama, lõid sündivat nähes endale vastu rindu ja läksid minema.
2a1731006e	Aga kõik, kes Jeesust tundsid, ja naised, kes olid teda Galileast peale saatnud, seisid eemal ja nägid seda.
2a1732004a	Seal oli üks nõukogu liige, kelle nimi oli Joosep, hea ja õiglane mees,
2a17330070	kes ei olnud nõus nende otsuse ja tegevusega. Ta oli pärit Juuda linnast Arimaatiast ja ta ootas Jumala riiki.
2a1734003e	Ta läks Pilaatuse juurde ja küsis enesele Jeesuse surnukeha.
2a17350073	Ja ta võttis selle alla, mähkis linast kangasse ja asetas kaljusse raiutud hauda, kuhu polnud veel kedagi maetud.
2a1736003c	Ja see oli valmistumispäev, ning hingamispäev oli algamas.
2a17370086	Naised, kes olid Jeesusega koos tulnud Galileast, läksid Joosepi järel ning nägid hauakambrit ja seda, kuidas tema ihu sinna pandi.
2a17380069	Siis nad läksid koju ja panid valmis lõhnarohte ja salvi. Ja hingamispäeval puhkasid nad käsu järgi.
2a18010074	Nädala esimese päeva varahommikul võtsid naised kaasa lõhnarohud, mis nad olid valmis pannud, ja läksid hauale.
2a1802002a	Nad leidsid kivi haua eest ära lükatuna,
2a1803004a	aga kui nad hauda sisse läksid, ei leidnud nad sealt Issanda Jeesuse ihu.
2a18040068	Ja kui nad selle üle pead murdsid, seisid järsku nende kõrval kaks meest välguna helkivates riietes.
2a1805007a	Aga kui naised hirmunult näoga vastu maad kummardasid, ütlesid mehed neile: „Miks te otsite elavat surnute juurest?“
2a18060062	Teda ei ole siin! Ta on üles tõusnud! Tuletage meelde, mida ta teile ütles veel Galileas olles:
2a1807006a	„Inimese Poeg tuleb anda patuste kätte ja risti lüüa ja kolmandal päeval ta tõuseb jälle üles.“
2a18080023	Siis neile meenusid Jeesuse sõnad.
2a18090071	Kui nad pöördusid haua juurest tagasi, kuulutasid nad kõike seda neile üheteistkümnele ja kõigile teistele.
2a180a0083	Need olid Maarja Magdaleena ja Johanna ja Maarja, Jaakobuse ema, ja teised naised koos nendega, kes rääkisid sellest apostlitele.
2a180b003f	Aga nad ei uskunud nende juttu, see tundus neile kui mõttetus.
2a180c009e	Peetrus aga tõusis püsti ja jooksis haua juurde. Ja kummargil sisse vaadates nägi ta surilinu ning ta läks ära pead murdes selle üle, mis oli sündinud.
2a180d007c	Selsamal päeval läksid kaks nendest külla nimega Emmaus, see on Jeruusalemmast umbes üheteistkümne kilomeetri kaugusel.
2a180e0032	Nad vestlesid omavahel kõigest, mis oli juhtunud.
2a180f0064	Ja kui nad vestlesid ning neid asju arutasid, tuli nende juurde Jeesus ise ja kõndis nendega kaasa,
2a1810001d	aga nad ei tundnud teda ära.
2a18110078	Jeesus küsis nende käest: „Mida te siin omavahel kõndides arutate?“ Nad seisid vaikselt ja vaatasid kurvalt maha.
2a1812008e	Üks neist, Kleopas, küsis tema käest: „Sa oled vist ainus külaline Jeruusalemmas, kes veel ei tea, mis neil päevil seal on juhtunud?“
2a181300a3	„Mis siis?“ küsis ta. „See, mis juhtus Naatsareti Jeesusega,“ vastasid nemad. „Ta oli prohvet, vägev sõnalt ja tegudelt Jumala ja kõigi inimeste ees.
2a18140055	Ülempreestrid ja meie valitsejad andsid ta ära surmamõistmiseks ja lõid ta risti,
2a18150076	aga meie lootsime, et tema ongi see, kes Iisraeli lunastab. Ja veel enam, täna on kolmas päev, kui see kõik juhtus.
2a18160054	Lisaks panid mõned naised meid hämmastuma. Nad käisid täna hommikul haua juures,
2a18170081	kuid ei leidnud tema ihu. Naised tulid ja rääkisid meile, et olid näinud nägemust inglitest, kes ütlesid, et Jeesus on elus.
2a18180088	Siis mõned meie kaaslastest läksid haua juurde ja leidsid selle täpselt, nagu naised olid öelnud; teda ennast nad aga ei näinud.“
2a1819007a	Ja tema ütles neile: „Kui taipamatud te olete ja kui aeglased oma südames uskuma kõike, mida prohvetid on rääkinud!
2a181a0049	Kas Messias ei pidanud seda kõike kannatama ja oma kirkusesse astuma?“
2a181b006c	Ning alustades Moosesest ja kõikidest prohvetitest, seletas Jeesus neile, mida Pühakiri tema kohta ütles.
2a181c0059	Ja kui nad lähenesid külale, kuhu nad olid minemas, tegi Jeesus, nagu ta läheks edasi.
2a181d0088	Aga nad käisid talle peale: „Jää meie juurde, sest peagi on õhtu. Päev on kohe lõppemas!“ Ja tema läks sisse ja jäi nendega.
2a181e0053	Kui ta nendega lauas istus, võttis ta leiva, õnnistas ja murdis ning andis neile.
2a181f004a	Siis avati nende silmad ja nad tundsid ta ära! Ja ta kadus nende silmist.
2a1820007f	Nad küsisid üksteiselt: „Eks meie südamed põlenud meie sees, kui ta tee peal meiega rääkis ja meile Pühakirja avas?“
2a18210067	Nad tõusid ja läksid tagasi Jeruusalemma. Seal nad leidsid üksteist jüngrit ja teised koos nendega,
2a18220058	kes ütlesid: „See on tõsi! Issand on tõesti üles tõusnud ja Siimonile ilmunud!“
2a1823006a	Siis need kaks rääkisid, mis oli tee peal sündinud ja kuidas nad Jeesuse leiva murdmisest ära tundsid.
2a18240063	Kui nad sellest alles rääkisid, seisis Jeesus ise nende keskel ja ütles: „Rahu olgu teiega!“
2a1825003b	Nad olid jahmunud ja hirmul, arvates, et nad näevad vaimu.
2a18260057	Ta ütles neile: „Miks te olete ärevuses ja miks on kahtlus tõusnud teie meeltesse?
2a18270087	Vaadake mu käsi ja mu jalgu. See olen mina! Puudutage mind ja vaadake, sest vaimul ei ole liha ja luid, aga te näete, et minul on!“
2a18280038	Ja seda öeldes näitas Jeesus neile oma käsi ja jalgu.
2a1829007c	Aga kui nad rõõmu pärast ikka veel ei uskunud ja imestasid, küsis ta nende käest: „Kas teil on siin midagi süüa?“
2a182a0035	Nad andsid talle tüki küpsetatud kala ja meekärge,
2a182b0024	ja Jeesus võttis ja sõi nende ees.
2a182c00bb	Ta ütles neile: „Need on mu sõnad, mis ma teile ütlesin, kui ma olin veel teiega: kõik peab täide minema, mis Moosese Seaduses, prohvetites ja lauludes on minu kohta kirjutatud.“
2a182d003e	Siis ta avas nende mõistuse, et nad saaksid Pühakirjast aru.
2a182e0070	Ja ütles neile: „Nõnda on kirjutatud, et Messias pidi kannatama ja kolmandal päeval üles tõusma surnuist,
2a182f0072	ja tema nimel peab kuulutatama meeleparandust pattude andeksandmiseks kõigi rahvaste seas, alates Jeruusalemmast.
2a18300024	Teie olete nende asjade tunnistajad.
2a1831007a	Mina läkitan teie peale oma Isa tõotuse! Teie aga jääge sellesse linna seni, kuni teid on riietatud taevase väega!“
2a1832004f	Jeesus viis nad välja Betaania lähedale, tõstis oma käed ja õnnistas neid.
2a18330049	Ja neid õnnistades lahkus Jeesus nende juurest ja võeti üles taevasse.
2a1834004e	Nemad aga kummardasid teda ja pöördusid suure rõõmuga tagasi Jeruusalemma.
2a1835002d	Ja viibisid püsivalt templis Jumalat kiites.
2b00000009	Johannese
2b0101003e	Alguses oli Sõna. Sõna oli Jumala juures ja Sõna oli Jumal.
2b0102001f	Tema oli alguses koos Jumalaga.
2b01030041	Tema läbi on tekkinud kõik, ilma temata ei ole tekkinud midagi.
2b01040041	Mis on tekkinud temas, oli elu, ja elu oli kogu inimkonna valgus.
2b01050045	See valgus paistab pimeduses, aga pimedus ei suuda seda vastu võtta.
2b01060034	Oli Jumala läkitatud mees, kelle nimi oli Johannes.
2b01070058	Ta tuli tunnistajana tunnistama valgusest, selleks, et kõik võiksid tema läbi uskuda.
2b0108003e	Tema ise ei olnud valgus, tema tuli vaid tunnistama valgusest.
2b01090040	Tõeline valgus, mis valgustab iga inimest, oli tulemas maailma.
2b010a0054	Ta tuli maailma, ja kuigi maailm oli tema läbi loodud, ei tundnud maailm teda ära.
2b010b004e	Ta tuli sellesse, mis oli tema oma, kuid tema enda omad ei võtnud teda vastu.
2b010c006f	Aga kõigile, kes tema vastu võtsid, andis ta meelevalla saada Jumala lasteks, neile, kes usuvad tema nimesse,
2b010d004e	kes ei ole sündinud verest, ei liha otsusest ega mehe tahtest, vaid Jumalast.
2b010e0083	Sõna sai lihaks ja elas meie keskel. Me oleme näinud tema au – ühe ja ainsa Poja au, kes tuli Isa juurest täis armu ja tõde.
2b010f009a	Johannes tunnistas temast ja kuulutas avalikult: „Tema kohta ma ütlesin: „See, kes tuleb minu järel, on minust ülem, sest tema oli enne mind.““
2b01100035	Tema täiusest oleme me kõik saanud armu armu peale.
2b0111005b	Sest Jumal andis Seaduse Moosese kaudu, arm ja tõde on aga ilmunud Jeesuse Kristuse kaudu.
2b01120076	Keegi pole iial näinud Jumalat, kui ainult Poeg, kes ise on Jumal. Tema on Isa läheduses ja on meile teda ilmutanud.
2b0113007f	See oli Johannese tunnistus, kui juutide juhid Jeruusalemmast saatsid preestreid ja leviite, et nad uuriksid temalt, kes ta on.
2b01140052	Johannes vastas neile salgamata, tunnistades avalikult: „Mina ei ole Messias.“
2b01150088	Nemad aga küsisid: „Kes sa siis oled? Oled sa Eelija?“ Ja ta vastas: „Mina ei ole.“ „Oled sa prohvet?“ Ta vastas: „Ei.“
2b0116007a	Siis nad küsisid temalt: „Kes sa oled? Me peame viima vastuse neile, kes meid läkitasid. Mida sa ütled enda kohta?“
2b01170078	Johannes kostis prohvet Jesaja sõnadega: „Mina olen hääl, kes hüüab kõrbes: „Tehke tasaseks Issanda tee!““
2b01180020	Läkitatute seas oli ka varisere
2b01190064	ja need küsisid temalt: „Miks sa siis ristid, kui sa ei ole ei Messias ega Eelija ega prohvet?“
2b011a0060	„Mina ristin teid veega,“ vastas Johannes, „kuid teie keskel seisab see, keda te ei tunne,
2b011b0052	tema, kes tuleb pärast mind. Mina ei ole väärt tema sandaalegi lahti siduma.“
2b011c004b	See kõik juhtus teisel pool Jordanit Betaanias, kus Johannes oli ristimas.
2b011d007d	Järgmisel päeval nägi Johannes Jeesust enda poole tulemas ja ütles: „Ennäe, Jumala Tall, kes võtab ära maailma patu!
2b011e006f	Tema on see, kelle kohta ma ütlesin: „Pärast mind tuleb mees, kes on üle minu, sest tema oli enne mind.“
2b011f006c	Minagi ei tundnud teda, aga just selleks olen ma tulnud veega ristima, et ta saaks Iisraelile nähtavaks.“
2b01200068	Johannes tunnistas: „Ma nägin Jumala Vaimu otsekui tuvi taevast alla laskumas ja tema peale jäämas.
2b012100a8	Ma ei oleks teadnud, kes ta on, aga see, kes läkitas mind veega ristima, ütles mulle: „Kelle peale sa näed Vaimu laskumas ja jäämas, see ristib Püha Vaimuga!“
2b01220041	Ma olen näinud ja kuulutan avalikult, et tema on Jumala Poeg.“
2b01230046	Järgmisel päeval seisis Johannes seal jälle koos kahe oma jüngriga
2b0124004d	ning, nähes Jeesust möödumas, ütles ta: „Ennäe, see on Jumala Tall!“
2b0125003e	Kui need kaks jüngrit seda kuulsid, järgnesid nad Jeesusele.
2b012600a1	Jeesus aga pöördus ümber ja, nähes neid enda järel tulemas, küsis: „Mida te tahate?“ Nad ütlesid: „Rabi (mis tähendab Õpetajat), kus sa peatud?“
2b01270084	„Tulge ja vaadake!“ vastas Jeesus. Oli umbes kümnes tund. Nad läksid, nägid, kus ta peatus, ja jäid selleks päevaks temaga.
2b01280068	Andreas, Siimon Peetruse vend, oli üks neist kahest, kes oli Johannest kuulnud ja Jeesusele järgnenud.
2b0129007d	Ta otsis nüüd kõigepealt üles oma venna Siimoni ja teatas talle: „Me oleme leidnud Messia!“ (See tähendab Kristuse.)
2b012a0082	Ta tõi venna Jeesuse juurde. Jeesus vaatas talle otsa ja ütles: „Sina oled Siimon, Johannese poeg. Sinu nimeks saab Keefas.“
2b012b006e	Järgmisel päeval otsustas Jeesus minna Galileasse. Ta leidis Filippuse ja ütles talle: „Järgne mulle!“
2b012c0048	Filippus oli pärit Betsaidast, samast linnast, kust Andreas ja Peetrus.
2b012d00b1	Filippus otsis üles Naatanaeli ja ütles talle: „Me oleme leidnud tema, kellest kirjutatakse Moosese Seaduses ja prohvetite raamatutes: Jeesuse, Joosepi poja Naatsaretist!“
2b012e0067	„Kas Naatsaretist võib tulla midagi head?“ küsis Naatanael. „Tule ja vaata!“ vastas Filippus.
2b012f0066	Nähes Naatanaeli lähenemas, ütles Jeesus: „See on tõeline iisraellane, kelles ei ole pettust!“
2b0130008b	„Kust sa mind tunned?“ imestas Naatanael. „Ma nägin sind, kui sa olid viigipuu all, enne kui Filippus sind kutsus,“ ütles Jeesus.
2b0131005d	„Rabi,“ vastas Naatanael talle, „sina oled Jumala Poeg, sina oled Iisraeli kuningas!“
2b01320078	„Sa usud, kuna ma ütlesin, et ma nägin sind viigipuu all?“ ütles Jeesus. „Sa saad näha suuremaid asju kui see.
