2800000006	Matiyu
2a101900c4	“Yek Ibirahim wulti ɗe, ‘Yen mbala̱n, daamki ɗe ka̱ yi ten dii atl go, hwa wul nik ɗa̱ a Liazaru ni ka̱ bomti, ama ningo ta̱ ɓal ka̱ ta̱mti a mala̱nni a ki wo ka̱ ni ka̱lu bomti.
2a101a00be	A ban na̱ nu mago, bal buu ni ka̱ tlo ga̱na̱n sukki kangwe mas ma̱lgwe ni tumalki wu a man la̱t tet ka̱lu gwe ma̱ ni wu so, aba̱ ma̱lgwe ni tumalni wu a man ɗakciti tumalki so.’
2a101b0075	“Yek ma̱n wuli wulti ɗe, ‘Aba Ibirahim, a na̱ma ngemti gwa, ta̱k shin Liazaru ta̱s su lubii ɗa̱ aba gi ka.
2a101c006f	Yilkeni ni ɗa ɗe namtan ta̱s suk hwisi ba̱s kop tantu gwe a koɓi wu asa̱ li tet ka̱lu bomti ga̱n so.’
2a101d007b	“Yek Ibirahim wule, ‘Mba̱t ga̱ Musa suk lishti ga̱ ma̱n dla̱mti ga̱ɓa ga̱ Nya nisi ɗa̱ ta̱s katisi ka̱n.’
2a101e008f	“Yek ma̱n wuli wulti ɗe, ‘Nuk so Aba Ibirahim, kume ma̱lgon yil tot ka̱ hwu mbala̱n yek ta̱ li malsi go sa kumi asa̱ cit atl gaa.’
2a101f00d3	“Ama yek Ibirahim wulti ɗe, ‘Kume sa̱ kum ilgwe mba̱t ga̱ Musa suk lishti ji ma̱n dla̱mti ga̱ɓa ga̱ Nya nisi ma dla̱mti wu sogo, ko ta̱ ma̱lgon tlinya tot ka̱ gaa zukɗi kaami sa kumti so.’”
2a110100a0	Yek Yesu wul ma̱n kopti jwas ɗe, “Wul jwe a lak mbala̱n ten pa̱lti byas wul go a tuli, ama ma̱lgwe wul jwisi a tul tumalti go ta da̱m ɗe wul cit gonti.
2a11020094	Ɗa̱ gwe ta̱ ma̱lgon lak ɗe na̱m ka̱ nak mil jee ta̱s pa̱l byas wul go, a maniti ta̱s ɓalit ye na̱kti hwoo a yal asa̱ lakti ka̱ bal ze.
2a11030092	Pa̱n ɗem'ɗem na̱ gaa gwaka̱n. “Kume yilka gwa pa̱lik byas wul wu, aka̱ matlti, a kume ta̱ ci atl gaa wu, aka̱ taasi ɗa̱ ten mbadl ka.
2a110400ad	Kume ta̱ pa̱lik byas wul asa̱mi ɗe nitgi ten cin ɗe na̱m ata̱ na̱ma palti tet malki asa̱mi ɗe nitgi ata̱ na̱ma cit atl gaa wu, aka̱ taasi ɗa̱ ten mbadl ka.”
2a11050052	Yek mil shinti ji botlisi wul Bagaa ɗe, “Mba̱lini za̱t mbadl ten Nya dani.”
2a110600d2	Yek ta̱ wulsi ɗe, “Kume za̱t mbadl ten Nya ni kii ɗa njet na̱k gwe daazi wu, ka man wulti ga̱ tlindi ga̱n ɗe, ‘Ndus ɗa̱ka̱ lu gee ka ta̱k sak dla̱l ka̱ bal ze,’ a ilgwe ka̱a̱ dla̱m wu pi.
2a110700bc	“Kume zhel ni gon gwaka̱n ɗa a zheli nitma kolti zhin sogo kyo mba̱la, a na̱ palti ga̱ zheli tet ka̱ zhin, a ma̱li wulti ɗe, ‘Li te ta̱k da̱m na̱ zhila ta̱k nguk wul la?’
2a11080076	Ba̱ta wulti ɗe, ‘Lak pa̱li ilga̱ nguki aka̱ ɓa̱tti ta nguki aa tla ze apaa ka̱ po nguki aka̱ tla pak’ sa?
2a11090043	Ta pa̱l hwol tuk na̱ zheli na̱k ɗe ta̱ kop ga̱ɓa gwas wu?”
2a110a00f2	Yek Yesu po wulsi ɗa̱ɗe, “Kii mago nu ka̱n, kume ka̱ pa̱l mas ilgwe sa̱ hwikii ɗe ta̱k pa̱li wu, ka wule, ‘Mi wo zhel ka̱n jwe ba̱ma̱ ni ten bi ilgon sowu, mi wo ilgwe mbun ɗe ta̱n pa̱li wu ka̱n ma̱ na̱ma pa̱lti.’”
2a110b0055	A Yesu ni ten tantu la̱t Wurshelima, yek ta̱ yil ka̱ tlo ga̱ Samariya suk Galili.
2a110c0074	Yek ta̱ ɓa te ka̱ nak'en ba̱n gon nu go yek ma̱n cwo gita jon ka̱ju si ɗe kutl, yek sa̱ dla̱l te dlenti ka.
2a110d0051	Yek sa̱ tak bi na̱ nda̱lti ɗe, “Yesu, ma̱n lishti, yen gonti ga̱na̱n.”
2a110e0095	Yek ta̱ yensi wugo, yek ta̱ wulsi ɗe, “La̱n mal ma̱n Pa̱ris ta̱s yisi ɗe ka̱a̱ ndoki wi.” Sa̱ ɓal ten tantu la̱t go, yek sa̱ ndoki.
2a110f0079	Yek ɗe na̱m ka̱si yeni ɗe ta̱ ndoki wugo, yek ta̱ pal tet mal Yesu, ata̱ na̱ma ta̱sti ga̱ Nya na̱ nda̱li yal.
2a11100089	Yek ta̱ lak ngus a cina ɗa̱ Yesu ka, yek ta̱ ngusa̱l gaa gwas atli, yek ta̱ pa̱l hwol tuk na̱ Yesu. A ti wo ma̱n Samariya ka̱n.
2a1111005a	Yek Yesu wule, “A wule mbala̱n ɗe kutl ka̱ mbi ndokti nwa? Na̱ topsi jon ju ɓal ko?
2a11120052	Yek ba̱ ma̱lgon pal tet ɗe ta̱s ba̱l nalti Nya so se ma̱nda̱ki ga̱n ma?”
2a11130055	Yek Yesu wul ma̱li ɗe, “Tlinya ta̱k zigaa, za̱t mbadl ten Nya gwa ndokki wi.”
2a111400da	Gas gon, yek ma̱n Paresi ngem Yesu ɗe, “A gasi ka̱n ma yen tulti ga̱ Almasihu ɗe guu gwi?” Yek Yesu wulsi ɗe, “Gas gwe Almasihu a da̱n ɗe guu ka̱ mbadl ga̱ mbala̱n go mbala̱n a man yenti na̱ gwel so,
2a1115006f	aba̱ mbala̱n a wule ‘Yek ɓal ga̱n’ sogo ‘Yek tekgu’ so, na̱k ɗe ka̱ tlo gwaka̱n ka̱n ni wu.”
2a11160083	Yek Yesu po wul ma̱n kopti jwas ɗa̱ɗe, “Gas gwe ka lam yenti palti sut gini Yen ga̱ Mbala̱n wu ni teɗi ama ba̱ka yeni so.
2a11170064	Mbala̱n a shelkii ɗe, ‘Tik tekgu,’ sogo ‘Tik gee,’ ama ba̱k koɓa̱n ga̱ɓa gwasa̱n so.
2a11180096	Gas palti sut gini Yen ga̱ Mbala̱n wo mbala̱n mas a yena̱nni na̱k gwe a nyaze ci bi a cilti yil tet ten ka̱t dii atl gon a li ten ka̱ti gon wu.
2a11190062	Ama na̱k jwisi a ɓo pi so se ami Yen ga̱ Mbala̱n tla bomti nal paa a mbala̱n ji se a nge pak.
2a111a005a	“Na̱k gwe pi ka̱ gin ga̱ Nuhu wu nu ka̱n a pi ten gin gwe ba pal sut ten dii atl wu.
2a111b00e2	Mbala̱n a na̱ma ngukti, asa̱ na̱ma tlati, sa̱ na̱ma hapti modli asa̱ na̱ma hapti mil jwasa̱n ka. Na̱ nu ka̱n yek cin gwe Nuhu te ka̱ jirgi wu tuli, yek bal ze yil sut tu nya suk tot tu atli yek tlo mbala̱n ka mas.
2a111c009c	“Nu ka̱n pi ka̱ gin ga̱ Lutu pak mbala̱n na̱ma ngukti suk tlati, asa̱ na̱ma wulti wul suk wulti ka, sa̱ na̱ma ɓakti zhin asa̱ na̱ma kinti bii.
2a111d0065	Ama gas gwe Lutu zak ba̱n Sodom wu, yek wutu suk wutu na̱k ze ngusi shoti sut nya yek tlosi ka mas.
2a111e003f	“Nu ka̱n ani ten gas gwe ami Yen ga̱ Mbala̱n a pal sut wu.
2a111f00ab	Ten cin gwisi wo, ma̱lgwe ni to ten tlal bii gwas ka̱go ba̱s yil sut ɗe ta yem wul jwas ɗa̱ gibboo ka̱ so. Nu ka̱n mas ma̱lgwe li ka̱ zhin wu ba̱s pal lubii so.
2a11200023	Ɓo daama̱nkii ten kili ga̱ Lutu.
2a11210067	Mas ma̱lgwe nge ten mbadl gwas go ta mbi so ama ma̱lgwe ba̱l mbadl gwas go za̱ti ka̱n ta̱ zit ka.
2a11220080	A ni kii ma hwiti ɗe, ten gas gwe na̱k gwisi a pi wu, mbala̱n ɗe lop ani ten lumulti ɗe na̱m, Nya a kan gon ata̱ zak gon.
2a11230041	Modli ɗe lop a na̱ma na̱kti hwoo, Nya a kan gon ata̱ zak gon.
2a11240046	Mbala̱n ɗe lop ani ka̱ zhin, Nya a kan gon ata̱ zak gon ka̱li.”
2a11250099	Yek ma̱n koptisi ngem Yesu ɗe, “A'ako ka̱n na̱k gwisi a pi ko?” Yek ta̱ wulsi ɗe, “Ka̱ lu gwe hwu wul ni go, ka̱li ka̱n a zhipki mogaa.”
2a12010071	Yek Yesu hwi cinga̱lti ga̱ɓa ma̱n kopti jwasi, kangwe sa ngusi tlot gwasa̱n ten ngemti Nya a ba̱s nak sowu.
2a12020090	Yek ta̱ wulsi ɗe, “Ma̱n kisti ga̱ɓa gon ni ɗa̱ ka̱ ba̱n gon, ma̱lgwe ba̱ta̱ ɓanti Nya so a ba̱ta̱ yen gonti ga̱ ma̱lgon sowu.
2a12030094	A guli kili gon ni ka̱ ba̱mi pak, yek ta̱ ngusi la̱t mal ma̱n kisti ga̱ɓe ta̱s pa̱lit hwa kisti ga̱ɓa ka̱ dlo gwas suk ma̱n nget gwasi.
2a12040087	“Yek ma̱n kisti ga̱ɓe nda ngeti, ama yek ta̱ lak wul ka̱ mbadl gwas ɗe, ‘Ko ɗe a ɓanti Nya so aba̱ ma̱lgon hwota̱n sowu,
2a12050073	ama na̱k ɗe guli kili ga̱n twe gaa na̱ ngemti wu, ba pa̱lit ilgwe ta̱ lami wu ta̱s zaka̱nni ta shuki.’”
2a1206007d	Yek Yesu Bagaa wulsi ɗe, “Ɓo kuma̱n ilgwe ma̱n kisti ga̱ɓa gwe ba̱ta pa̱l gem ka kisti ga̱ɓa gwas sowu dla̱m wu.
2a120700cd	A ba̱ Nya a pa̱li ma̱jwe ta̱ botlsi wu hwa wul jwe sa̱ na̱ma ngemti gwas wu na̱k ɗe sa̱ na̱ma ngemti gwasi na̱ ka̱ cin na̱ ka̱ gas wu sa? Ka̱ yeni go ta ba̱lsi ilgwe sa̱ lami wu ba̱le sa?
2a120800b4	A ni kii ma hwiti ɗe ta ba̱lsi ilgwe sa̱ na̱ma ngemti gwas wu ba̱le-ba̱le. Ama kume ami Yen ga̱ Mbala̱n pal sut ten dii atl wugo, ba ya mbi ma̱n za̱t mbadl tena̱n ma?”
2a1209007a	Yek Yesu po hwi cinga̱lti ga̱ɓa ma̱jwe palli gaa gwasa̱n ɗe ma̱n pa̱lti zok wul yek sa̱ mbul mas naa mbala̱n wu,
2a120a0082	yek ta̱ wulsi ɗe, “Ma̱jon ɗe lop te ka̱lu lubii ga̱ Nya ta̱s ngemti Nya. Gon wo ba Paresi a gon wo ma̱n kanti wulpi boo.
2a120b010a	Yek ba Paresi wu tlinya ta̱s ngemi Nya gaa gwasi yek ta̱ wule, ‘Nya a pa̱l hwol tuki na̱k ɗe ami wo ba̱ na̱k ma̱jwe asa̱ te mbala̱n ga̱zi, asa̱ pa̱l byas wul, asa̱ kop modli wu ka̱n ani so. A ba̱ na̱k ma̱n kanti wulpi boo ga̱ tekgu ka̱n ani so.
2a120c007a	Aa kul pa̱l ka̱lka̱ze asa̱mi ɗe lop ka̱ multi ɗe nitgi, aa ba̱l ɗe na̱m ka̱ kutl ga̱ mas ilgwe ni ɗa̱ wu.’
2a120d00c4	“Yek ma̱n kanti wulpi boo wu dla̱l te dlenti ka, yek ta̱ kin gaa gwas giɓi, yek ta̱ zi ang gwas ten ngetli, yek ta̱ wule, ‘Nya, yen gonti gini, ami wo ma̱n pa̱lti byas wul ka̱n.’”
2a120e010c	Yek Yesu wule, “A ni kii ma hwiti, ma̱n kanti wulpi boo wu li ga̱s na̱ zok mbadli na̱k ɗe Nya taas byas wul jwas ka̱wu, ba̱ na̱k ga̱ ba Paresi wu so, na̱k ɗe mas ma̱lgwe nalli gaa gwas go sa nalla̱t so, ama ma̱lgwe nalli gaa gwas sogo, sa nalla̱ti.”
2a120f0082	Yek ma̱jon tulli mil jwasa̱n mal Yesu ta̱s wutisi ang gaa ata̱ ngemisi Nya. Yek ma̱n kopti jwas yeni nu wugo yek sa̱ matlsi.
2a121000c9	Ama yek Yesu mbe mil mbala̱mi tet malti yek ta̱ wule, “Zaka̱n mil mbala̱n ta̱s li tet mala̱nni, ba̱k mbola̱nsi so, na̱k ɗe Nya ka̱ɗe guu ga̱ mbala̱n ma̱n wunda̱l mbadl gwasa̱n wu.”
2a12110099	Yek Yesu wulsi ɗe, “A ni kii ma hwit gem ɗe mas ma̱lgwe kan Nya ɗe guu ka̱ mbadl gwas na̱k ga̱ yen mbala̱n sogo Nya a da̱n ɗe guu gwas so.”
2a12120073	Yek bali ga̱ ma̱n Yehuda gon wul Yesu ɗe, “Hwa ma̱n lishti, yek nii ngetli ɗe ta pa̱li a mbi Nya boo ye?”
2a1213005f	Yek Yesu wulti ɗe, “Yek laki yek ka̱ mbe ɗe ‘hwaɓi’ ye? Ma̱lgon ni hwaɓi so se Nya.
2a121400c6	Ka̱ yis ilgwe mba̱t ga̱ Musa dla̱m wu ɗe, ‘Ba̱k kop modli so, a ba̱k tlo ma̱lgon so, a ba̱k pi muka̱l so, a ba̱k sheli lal ma̱lgon gaa so. A ka̱ ba̱l nalti aba gwa suk ana gwa.’”
2a12150037	Yek ma̱li wule, “Mas jo a koɓi wi aa yi nak'eni.”
2a121600fa	Yek Yesu kumi nu wugo yek ta̱ wul ma̱li ɗe, “Wul ɗe na̱m yii gwe ba̱ka̱ ɓo pa̱li sowu, yek ɗe, lak wul wul jwa ka mas aka̱ ba̱l wulpi ma̱jwe ba̱ ilgon nisi ɗa̱ sowu ta̱k mbi wul to nya ka̱ɗa, a paa ka̱ li te aka̱ koɓa̱nni.”
2a1217004e	Yek ta̱ kumi nu wugo yek mbadl liliti na̱k ɗe ti wo ma̱n wul ka̱n i'e wu.
2a12180071	Yesu yeni ɗe mbadl lili ma̱li wugo yek ta̱ wule, “A bomi ta̱ ma̱n wul kan Nya ɗe guu ka̱ mbadl gwasa̱n.
2a1219007c	Ma̱n wul a man kanti ga̱ Nya ɗe guu ka̱ mbadl gwasa̱n so na̱k kangwe a bomi rakumi gaa ta̱s te ka̱ shu alipla wu.”
2a121a0059	Mbala̱n kumi nu wugo yek sa̱ ngem Yesu ɗe, “Kume nu ka̱n ni go wok Nya kisti wo?”
2a121b0056	Yek Yesu wulsi ɗe, “Ilgwe man ngetl ga̱ mbala̱n go mal Nya wo man pa̱t ka̱n.”
2a121c004e	Yek Biturus wulti ɗe, “Yekgu ma̱ zak wul jina̱n wi mas yek ma̱ kopki.”
2a121d00c1	Yek Yesu wule, “A yisi nu yek laki yek a ni kii ma hwit gem ɗe, mas ma̱lgwe zak lubii suk kili suk yilkeni suk ma̱n za̱t jwasi suk mil jwasi ten kanti ga̱ Nya ɗe guu ka̱ mbadl gwas go,
2a121e004a	ta mbi wul nal ninge. Kaal ɗa̱ ma̱shka̱n gwas wo ata̱ mbi Nya boo.”
2a121f00ca	Yek Yesu mo ma̱n kopti jwas ɗe kutl cet lop ju ka̱lu ɗe na̱m yek ta̱ wulsi ɗe, “Ma to Wurshelima, a mas iljwe ma̱n dla̱mti ga̱ɓa ga̱ Nya lishi ten ami Yen ga̱ Mbala̱n wu a da̱n ɗe gem.
2a12200078	Sa ba̱l bi gi ma̱jwe ba̱ Ma̱n Yehuda ka̱ sowu, asa̱ wuli wul jon, asa̱ byala̱nni, asa̱ ba̱ze ɓaka̱n ten tli.
2a12210063	Sa ɓo na̱ tlemndi, asa̱ tloni. Ama ba nda cin ɗe mekan wugo ba tli ɗa̱ka̱ ma̱shka̱n ka.”
2a12220076	Ama yek ba̱sa̱ yis ilgwe ta̱ nisi ma hwiti wu so. Sa̱ hwuda̱lisi ga̱ɓe ka yek laki ɗe ba̱sa̱ yis gaami sowu.
2a12230062	Yek Yesu ɓal njaa a Jeriko go yek dwa gon ka̱wu na̱ zhila ata̱ na̱ma ngemti wul ten bi tantu.
2a1224005b	Ta̱ kum la̱t ga̱ wonti mbala̱n wugo yek ta̱ kum ga̱zi ɗe, “Yek na̱ma pa̱t ye?”
2a1225003f	Yek sa̱ wulti ɗe, “Yesu ga̱ Nazarat ka̱ na̱ma la̱ti.”
2a1226006b	Yek ta̱ tlil yal nya na̱ nda̱lti yek ta̱ wule, “Yesu ga̱s ga̱ Dauda guu Israila, yen gonti gini.”
2a1227009f	Yek ma̱jwe ni cina wu matlti ɗe ta̱s zak ga̱ɓa, ama yek ta̱ mba̱l tlilti yal nya dani yek ta̱ wule, “Ga̱s ga̱ Dauda guu Israila, yen gonti gini.”
2a12280071	Yek Yesu dla̱li yek ta̱ hwisi ɗe ta̱s ta̱la dwami tet malti. Ta̱ ɓal njaa mal Yesu go yek Yesu ngemti ɗe,
2a1229006c	“Yek ka̱ lami ɗe ta pa̱lik ye?” Yek ta̱ wule, “Bagaa, lamti gi wo ta̱ gwel gi ɓuli ta yen lu.”
2a122a005e	Yek Yesu wulti ɗe, “Ta̱ gwel gwa ɓuli ta̱k yen lu. Za̱t mbadl ten Nya gwa ndokki wi.”
2a122b00a2	Yesu na̱ma dla̱mti nu yek gwel gwas ɓuli yek ta̱ yen lu yek ta̱ kop Yesu ata̱ nima ba̱lti nalti Nya. Mbala̱n yeni nu wugo yek mas jwasa̱n sa̱ ta̱s Nya.
2a13010023	Yek Yesu koɓi tuka̱ ba̱n Jeriko.
2a13020065	A ma̱lgon ni ɗa asa̱ mbet Zakka, bali ga̱ ma̱n kanti wulpi boo ka̱ɗe ti. A ma̱n wul ka̱ pak.
2a13030078	Ta̱ na̱ma lamti ta̱s yen Yesu, ama ba̱ta̱ mani so na̱k ɗe ti wo ndoklan mbala̱n ka̱wu, a mbala̱n wonti ka̱li.
2a13040068	Yek ta̱ ap te cina ka, yek ta̱ to ka̱ tlindi la̱ngali tu ka̱lu gwe Yesu a koɓi wu ta̱s yenti ɗa.
2a13050082	Yek Yesu ɓal ga̱s la̱ngali go yek ta̱ lak gaa nya yek ta̱ wulti ɗe, “Zakka, yil suɗi, ma̱nda̱ki gwa ka̱ɗe ami ase.”
2a13060041	Yek ta̱ yil sut na̱ apti, yek ta̱ pa̱lit ɗem na̱ hwol tuki.
2a13070068	Mas mbala̱mi yeni nu wugo, yek sa̱ njel nala̱nti ɗe, “Ɗa̱ ma̱n pa̱lti byas wul ka̱n ta li.”
2a130800ed	Sa̱ ɓal lubiimi go, yek Zakka tlinya yek ta̱ wule, “Bagaa, ba ba̱l tatlti dlo ga̱ wul jini ma̱jwe a yemisi wulpi ka̱wu, a ma̱jwe ba̱ ilgon nisi ɗa̱ sogo ba ba̱lsi, a ma̱jwe a tesi ga̱zi go ba pallisi asa̱mi ɗe wupsi.”
2a1309006f	Yek Yesu wulti ɗe, “Ase go kisti tuli ma̱n lubii ga̱n wi, na̱k ɗe Zakka mago ga̱s ga̱ Ibirahim ka̱wu.
2a130a0048	A ami Yen ga̱ Mbala̱n a tul ɗe ta ngo ma̱jwe gil ka̱wu ta kissi.”
2a130b00c2	Sa̱ nima kati ka̱n Yesu nugo, yek ta̱ cinga̱lisi ga̱ɓa gon, na̱k ɗe ta̱ ɓal njaa ka̱ bal ba̱n Wurshelima wu, a mbala̱mi da̱n gwa we Almasihu a tul ɗe guu ten dii atli ninge-ninge.
2a130c007c	Yek ta̱ wule, “Bal ma̱lgon ni ɗa gwe sa̱ mbet ka̱ dlenti atl gon ta̱s ba̱lti guu a paa ta̱ pal tet ka̱ atl gwasi.
2a130d00cc	Yek ta̱ mbe ɗe kutl ka̱ zhel jwasi yek ta̱ ba̱lsi wulpi na̱k kangwe zhel a mbi ka̱ lip ɗe mekan wu mas jwasa̱n, yek ta̱ wulsi ɗe, ‘Ngusi balla̱t wulpi se gas gwe a pal wu.’ Yek ta̱ zigaa.
2a130e0091	“A ba̱ ma̱n atli lami ɗe ta̱s da̱n ɗe guu gwasa̱n so, yek sa̱ shin mil shinti kaal ɗa̱ ti ta̱s lak dla̱m ɗe sa̱ lamti ɗe guu so.
2a130f00af	“Sa̱ ba̱lti guumi wugo yek ta̱ pal tet ka̱ atli, yek ta̱ mbe zhel jwe ta̱ ba̱lsi wulpi ɗe ta̱s ngusi balla̱ti wu, ta̱s ɓo yeni na̱mi kan ta̱ mbi mba̱lti dani.
2a1310006c	“Yek gon li tet malti yek ta̱ wulti ɗe, ‘Baboo, wulpi gwe ka̱ ba̱la̱n go a mbi ɗe kutl dani wi.’
2a13110073	“Yek baboomi wulti ɗe, ‘Mbun wi, ka̱ pa̱l gem ten nak'en wul, ba za̱k ɗe guu ga̱ kiɗi ba̱n ɗe kutl.’
2a13120064	“Yek zheli na̱ lop wu wul baboomi ɗe, ‘A mbi mba̱lti ɗe namtan ten gwe ka̱ ba̱la̱n wu.’
2a1313004d	“Yek baboomi wulti ɗe, ‘Ka da̱n ɗe guu ga̱ kiɗi ba̱n ɗe namtan.’
2a13140081	“Yek zhel na̱ mekan wul baboomi ɗe, ‘Baboo, kan wulpi gwa, ɓanti gwa cinni yek a kus ka̱ nak'en tutul yek a hwuda̱li ka.
2a13150096	Na̱k ɗe kyo ba̱ mbala̱n a yis gaa gwa sowu, a da̱nti sukki bomi, a lamti wul ten koo lu ka̱wu, na̱k ɗe aka̱ wotl ilgwe ba̱ kik ɓak sowu.’
2a131600c8	“Yek ta̱ wulti ɗe, ‘Kiyo byas zhel ka̱n, ba nolki na̱k gwe ka̱ yisa̱n wu. Kume ka̱ yisi ɗe ami wo ma̱n bomti ka̱n a ma̱n lamti wul ten koo lu suk ma̱n wotlti ilgwe ba̱ amik ɓak sowu,
2a13170094	yek laki yek ba̱ka̱ ngusi balla̱t wulpi gini kangwe a pal wugo aa mbi ilgwe mba̱l tli dani wu so ye? Na̱k ɗe ka̱ yisi ɗe nu ka̱n ani wu?’
2a13180073	“Yek ta̱ wul ma̱jwe ni ka̱li wu ɗe, ‘Kama̱n ɗe na̱mi gwe nit ang wu ka aka̱ ba̱l ma̱n ɗe kutl wu.’
2a1319003d	“Yek sa̱ wulti ɗe, ‘Baboo, ɗe kutl ka̱ nit ang ca.’
2a131a00ad	“Yek baboomi wulsi ɗe, ‘Ɓo kumini, mas ma̱lgwe ilgon niɗɗa̱ wu sa mba̱lit dani, a ma̱lgwe ba̱ ilgon niɗɗa̱ sowu, nak njeti gwe niɗɗa̱ wu mago sa kamit ka.
2a131b004e	Mbe ma̱jwe nge ɗe guu gwasa̱n wu teɗi, aka̱ tlosi ka ten gwel gini.’”
2a131c0037	Yek Yesu dla̱m nu wugo, yek ta̱ ngusi tot Wurshelima.
2a131d00cb	Ta̱ ɓal njaa ka̱ ba̱n jwe asa̱ mbe ɗe Betapaji suk Betani jwe ni ten malka̱n yen tla̱da̱l gwe asa̱ mbe ɗe Za̱nda̱l Tlindi Zetun wu, yek ta̱ mbe ma̱n kopti jwas ɗe lop. Yek ta̱ wulsi ɗe,
2a131e00ac	“La̱n ka̱ ba̱n gwe ni cina ɗa ni wu. Ka̱ te ka̱ ba̱mi wu ka mbi yen zhaki gon ga̱ ɓali gwe ba̱ ma̱lgon ɓo to tenti sowu, aka̱ pa̱tlti, aka̱ li tet na̱ ti.
2a131f0087	Kume ma̱lgon ngemkii ɗe, ‘Yek laki ɗe ka̱ na̱ma pa̱tlti gwas ye wu?’ Aka̱ wulti ɗe, ‘Bagaa ka̱ na̱ma lamti gwasi.’”
2a13200041	Yek ma̱jwe ta̱ shinsi wu lak mbi zhaki na̱k gwe ta̱ hwisi wu.
2a13210075	Yek sa̱ ɓa pa̱tlti wu yek manti ka̱ ɓal wu yek ta̱ ngemsi ɗe, “Yek laki ɗe ka̱ na̱ma pa̱tlti gwas ye?”
2a13220038	Yek sa̱ wulti ɗe, “Bagaa ka̱ na̱ma lamti gwasi.”
2a13230052	Yek sa̱ ta̱lat mal Yesu, yek sa̱ wut luka̱l ten zhaki, yek sa̱ zi Yesu tenti.
2a1324004c	Sa̱ na̱ma la̱t wugo, yek mbala̱n ngusi talti luka̱l jwasa̱n ten tantu.
2a132500e3	Ta̱ ɓal njaa ka̱lu gwe tantu yil sut ka̱ Za̱nda̱l Tlindi Zetun wu, yek ma̱n kopti jwas mas njel pa̱lti hwol tuki asa̱ na̱ma ta̱sti ga̱ Nya na̱ nda̱li yal na̱k ɗe sa̱ yen kiɗi wul cit ɓanti jwe ta̱ pa̱li wu.
2a132600bd	Yek sa̱ ngusi wulti ɗe, “Ma̱n mbit hwa wul ga̱ Nya ka̱ɗe guu gwe na̱ma tulti ka̱ shin ga̱ Bagaa wu!” “Ta̱mti mbadl ga̱ mbala̱n mal Nya. Ma̱ ba̱l nalti Nya Bal Kakshe.”
2a1327006f	A ma̱n Paresi jon ni suksi, yek sa̱ wul Yesu ɗe, “Ma̱n lishti, matl ma̱n kopti jwa ta̱s zak ga̱ɓa.”
2a1328006b	Yek ta̱ ballisi ɗe, “A ni kii ma hwiti, kume ma̱jin zak ga̱ɓa wu, ye a ga̱ɓa ka̱ lal gwasa̱n.”
2a13290057	Yek sa̱ ɓal njaa a Wurshelima go yek Yesu yen bal ba̱mi yek cit gonti yek ta̱ kuli.
2a132a008b	Yek ta̱ hwi ba̱n Wurshelima ɗe, “Na̱k wule ka̱a̱ yisa̱n tantu mbit hwol tuki ka̱ multi jwaka̱n, ama ga̱ hwuda̱li ka̱n ni kii.
2a132b00a2	Cin gwe ma̱n nget gwaka̱n a ganda̱l ba̱n gwaka̱n na̱ sa̱ba̱l ɗe ta̱s dlansi sukkii wu ni teɗi, a ma̱n hapti dlo a ngaɓikii ka̱ mas da̱nti gwaka̱n.
2a132c009d	Sa catkii ɗa̱nka na̱m-na̱m, asa̱ tlo ma̱n ba̱n jwaka̱n ka mas, asa̱ jek bii jwaka̱n ka na̱k ɗe ba̱ka̱a̱ kan ɗe Nya tuli ta̱s kiskii sowu.”
2a132d006c	Yek Yesu li ka̱lu lubii ga̱ Nya yek ta̱ nda mbolti ji ma̱n wulti wul ka jwe ni ka̱ lubii ga̱ Nyami wu.
2a132e009d	Yek ta̱ wulsi ɗe, “Nya dla̱m ka̱ lishti ɗe, ‘Lubii gi a da̱m ɗe lu ngemti gini,’ ama yek ka̱ palli ɗe, ‘lu hwunti ji kiɗi muka̱l wi.’”
2a132f00cb	Yek ta̱ ngusisi hwit ga̱ɓa ka̱lu lubii ga̱ Nyami mas cin, ama yek kiɗi ma̱n da̱nti ka̱ bii ngemti Nyami suk ma̱n yisti mba̱t ga̱ Musa suk kiɗi ji ma̱n ba̱mi njel ngot tantu gwe sa tlot wu.
2a13300059	Yek ba̱sa̱ mbi so, na̱k ɗe ma̱jwe ni ka̱li wu na̱ma kumti ta̱mti ga̱ɓa gwas wu.
2a140100dc	Gas gon Yesu nima hwit ga̱ɓa mbala̱n ata̱ nisi ma dla̱mti ga̱ɓa ma̱n ta̱mti ka̱ lubii ga̱ Nya. Yek kiɗi ma̱n da̱nti ka̱ bii ngemti Nyami suk ma̱n yisti mba̱t ga̱ Musa suk kiɗi ji ma̱n ba̱mi li teɗi.
2a1402007d	Yek sa̱ wulti ɗe, “Hwinii, na̱ wunda̱l nda̱lti gwik ka̱ na̱ma pa̱lti wul jin jwi? Wok ba̱lki nda̱lti gwisi wo?”
2a1403003b	Yek Yesu wulsi ɗe, “Am mago ba ngemkii ta̱k hwini nini:
2a1404005a	Baptisma gwe Yohana pa̱li mbala̱n go sut mal Nya ka̱n ni ya? Ko ga̱ mbala̱n ka̱n?”
