1300000007	Psaumes
2816210045	Le peuple, entendant ces paroles, était frappé de son enseignement.
281622005d	Les pharisiens, ayant appris qu'il avait fermé la bouche aux sadducéens, se rassemblèrent.
281623004c	Et l'un d'eux, docteur de la loi, l'interrogea pour l'éprouver, et lui dit:
2816240036	Maître, quel est, dans la loi, le grand commandement?
2816250079	Jésus lui répondit: «Tu aimeras le Seigneur, ton Dieu, de tout ton coeur, de toute ton âme, et de toute ta pensée».
281626002c	C'est là le grand, le premier commandement.
2816270057	Et voici le second, qui lui est semblable: «Tu aimeras ton prochain comme toi-même».
2816280044	De ces deux commandements dépendent toute la loi et les prophètes.
2816290038	Les pharisiens étant assemblés, Jésus les interrogea,
28162a003e	et il leur dit: Que pensez-vous du Christ? De qui est-il fils?
28162b007a	Ils lui répondirent: De David. Il leur dit: Comment donc David, parlant par l'Esprit, l'appelle-t-il Seigneur, en disant:
28162c0076	«Le Seigneur a dit à mon Seigneur: Assieds-toi à ma droite, jusqu'à ce que j'aie mis tes ennemis sous tes pieds»?
28162d003a	Si donc David l'appelle Seigneur, comment est-il son fils?
28162e005a	Personne ne put lui répondre un mot; et, depuis ce jour-là, nul n'osa plus l'interroger.
2817010041	Alors Jésus parla au peuple et à ses disciples, et il leur dit:
2817020042	Les scribes et les pharisiens sont assis dans la chaire de Moïse.
2817030075	Faites donc et observez tout ce qu'ils vous disent; mais ne faites pas comme eux, parce qu'ils disent et ne font pas.
2817040081	Ils lient des fardeaux pesants et les mettent sur les épaules des hommes; mais pour eux, ils ne veulent pas les remuer du doigt!
281705008d	Ils font toutes leurs actions pour être vus des hommes: ils élargissent leurs phylactères, et ils allongent les franges de leurs manteaux;
2817060064	ils aiment à avoir la première place dans les festins et les premiers sièges dans les synagogues,
2817070058	à être salués dans les places publiques et à être appelés par les hommes: Maître!
2817080070	Mais vous, ne vous faites point appeler maître. Car vous n'avez qu'un seul Maître; et vous êtes tous frères.
281709006c	N'appelez personne sur la terre votre père; car vous n'avez qu'un seul Père, celui qui est dans les cieux.
28170a005a	Et ne vous faites pas appeler directeurs; car vous n'avez qu'un seul Directeur, le Christ.
28170b0035	Mais le plus grand d'entre vous sera votre serviteur.
28170c004b	Quiconque s'élèvera sera abaissé, et quiconque s'abaissera sera élevé.
28170d00ad	Malheur à vous, scribes et pharisiens hypocrites! Car vous fermez aux hommes le royaume des cieux; vous n'y entrez pas, et ceux qui veulent y entrer, vous les en empêchez!
28170e00c3	[Malheur à vous, scribes et pharisiens hypocrites! Car vous dévorez les maisons des veuves, en affectant de faire de longues prières! A cause de cela, vous subirez un jugement plus rigoureux.]
28170f00c7	Malheur à vous, scribes et pharisiens hypocrites! Car vous courez la mer et la terre pour faire un prosélyte; et, quand vous l'avez, vous en faites un enfant de la géhenne deux fois plus que vous!
28171000a1	Malheur à vous, conducteurs aveugles, qui dites: Si quelqu'un jure par le temple, ce n'est rien, mais s'il jure par l'or du temple, il est lié par son serment.
281711005a	Insensés et aveugles, lequel est le plus grand, l'or ou le temple qui rend cet or sacré?
281712008d	Et si quelqu'un, dites-vous, jure par l'autel, ce n'est rien; mais s'il jure par l'offrande qui est sur l'autel, il est lié par son serment.
281713005a	Aveugles, lequel est le plus grand, l'offrande ou l'autel qui rend cette offrande sacrée?
2817140050	Celui donc qui jure par l'autel, jure par l'autel et par tout ce qui est dessus;
2817150055	celui qui jure par le temple, jure par le temple et par celui qui en fait sa demeure;
2817160058	et celui qui jure par le ciel, jure par le trône de Dieu, et par celui qui y est assis.
281717011b	Malheur à vous, scribes et pharisiens hypocrites! Car vous payez la dîme de la menthe, de l'aneth et du cumin, et vous négligez les choses les plus importantes de la loi: la justice, la miséricorde et la fidélité. Voilà les choses qu'il fallait faire, sans omettre les autres.
281718005b	Conducteurs aveugles, qui arrêtez le moucheron dans votre filtre et qui avalez le chameau!
28171900a9	Malheur à vous, scribes et pharisiens hypocrites! Car vous nettoyez le dehors de la coupe et du plat, tandis que l'intérieur est plein de rapacité et d'intempérance.
28171a0071	Pharisien aveugle, nettoie premièrement le dedans de la coupe et du plat, afin que le dehors aussi devienne pur!
28171b00dc	Malheur à vous, scribes et pharisiens hypocrites! Car vous ressemblez à des sépulcres blanchis, qui, au dehors, paraissent beaux, mais qui, au dedans, sont pleins d'ossements de morts et de toutes sortes d'impuretés.
28171c007c	Vous de même, au dehors, vous paraissez justes aux hommes, mais, au dedans, vous êtes remplis d'hypocrisie et d'iniquité.
28171d008b	Malheur à vous, scribes et pharisiens hypocrites! Car vous bâtissez les tombeaux des prophètes, et vous ornez les sépulcres des justes;
28171e008b	puis vous dites: Si nous avions vécu du temps de nos pères, nous ne nous serions pas joints à eux pour répandre le sang des prophètes.
28171f0065	Ainsi, vous témoignez contre vous-mêmes que vous êtes bien les fils des meurtriers des prophètes.
2817200025	Comblez donc la mesure de vos pères!
2817210052	Serpents, race de vipères, comment échapperez-vous au châtiment de la géhenne?
28172200da	C'est pourquoi, voici que je vous envoie des prophètes, des sages et des scribes; vous tuerez et crucifierez les uns; vous battrez de verges les autres dans vos synagogues, et vous les persécuterez de ville en ville,
28172300d5	afin que retombe sur vous tout le sang innocent qui a été répandu sur la terre, depuis le sang d'Abel, le juste, jusqu'au sang de Zacharie, fils de Barachie, que vous avez assassiné entre le temple et l'autel.
2817240050	En vérité, je vous le dis, tous ces malheurs viendront sur cette génération.
28172500e0	Jérusalem, Jérusalem, qui tues les prophètes et qui lapides ceux qui te sont envoyés, combien de fois j'ai voulu rassembler tes enfants, comme une poule rassemble ses poussins sous ses ailes, et vous ne l'avez pas voulu!
2817260038	Voici que votre demeure va vous être laissée déserte!
281727008c	Car, je vous le déclare, vous ne me verrez plus désormais, jusqu'à ce que vous disiez: «Béni soit celui qui vient au nom du Seigneur!»
281801007b	Comme Jésus sortait du temple et s'éloignait, ses disciples s'approchèrent pour lui en faire considérer les bâtiments.
281802008b	Mais il leur répondit: Vous voyez tout cela? En vérité, je vous le déclare, il ne restera ici pierre sur pierre qui ne soit renversée.
28180300c7	Comme il était assis sur la montagne des Oliviers, les disciples vinrent lui dire en particulier: Dis-nous quand ces choses arriveront, et quel sera le signe de ton avènement et de la fin du monde.
2818040042	Jésus leur répondit: Prenez garde que personne ne vous séduise!
281805006b	En effet, plusieurs viendront en mon nom, en disant: Je suis le Christ. Et ils séduiront beaucoup de gens.
28180600a5	Vous entendrez parler de guerres et de bruits de guerres: prenez garde, ne vous troublez pas! Car il faut que ces choses arrivent. Mais ce ne sera pas encore la fin.
281807008e	Une nation s'élèvera contre une nation, et un royaume contre un royaume; il y aura des famines et des tremblements de terre en divers lieux.
2818080038	Mais tout cela ne sera que le commencement des douleurs.
2818090081	Alors ils vous livreront aux supplices, et ils vous feront mourir; et vous serez haïs de toutes les nations à cause de mon nom.
28180a0079	Alors aussi, plusieurs succomberont à l'épreuve; ils se trahiront les uns les autres et se haïront les uns les autres.
28180b0047	Plusieurs faux prophètes s'élèveront et séduiront beaucoup de gens.
28180c005a	Et parce que l'iniquité sera multipliée, la charité du plus grand nombre se refroidira.
28180d0044	Mais celui qui persévérera jusqu'à la fin, celui-là sera sauvé.
28180e0085	Et cet Évangile du royaume sera prêché par toute la terre, pour servir de témoignage à toutes les nations. Alors viendra la fin.
28180f0098	Quand vous verrez établie dans le lieu saint l'abomination de la désolation, dont a parlé le prophète Daniel — que le lecteur fasse attention! —
2818100047	que ceux qui seront alors dans la Judée s'enfuient dans les montagnes;
2818110057	que celui qui sera sur le toit ne descende pas pour emporter ce qui est dans la maison;
2818120056	et que celui qui sera aux champs ne retourne pas en arrière pour prendre son manteau.
2818130056	Malheur aux femmes qui seront enceintes et à celles qui allaiteront en ces jours-là!
281814004a	Priez pour que votre fuite n'arrive pas en hiver, ni en un jour de sabbat;
28181500a5	car il y aura alors une grande affliction, telle qu'il n'y en a point eu de semblable depuis le commencement du monde jusqu'à présent, et qu'il n'y en aura jamais.
281816008a	Et si ces jours-là n'étaient pas abrégés, aucune créature ne serait sauvée; mais ces jours-là seront abrégé» à cause des élus.
2818170068	Alors, si quelqu'un vous dit: Voyez, le Christ est ici! — ou bien: Il est là! — ne le croyez point.
28181800a2	Car de faux christs et de faux prophètes s'élèveront et feront de grands signes et des prodiges, jusqu'à séduire, s'il était possible, les élus eux-mêmes.
2818190016	Vous voilà prévenus!
28181a007d	Si donc on vous dit: Le voici dans le désert. — n'y allez pas! Le voici dans l'intérieur de la maison!- ne le croyez pas!
28181b007c	Car, comme l'éclair part de l'Orient et brille jusqu'à l'Occident, il en sera de même de l'avènement du Fils de l'homme.
28181c0033	Où sera le cadavre, là s'assembleront les aigles.
28181d00bc	Aussitôt après l'affliction de ces jours-là, le soleil s'obscurcira, la lune ne donnera plus sa lumière, les étoiles tomberont du ciel, et les puissances des cieux seront ébranlées.
28181e00e3	Alors paraîtra dans le ciel le signe du Fils de l'homme: toutes les tribus de la terre se frapperont la poitrine, et elles verront le Fils de l'homme venir sur les nuées du ciel avec une grande puissance et une grande gloire.
28181f00a5	Il enverra ses anges, qui, au son éclatant de la trompette, rassembleront ses élus des quatre vents, depuis une extrémité des cieux jusqu'à l'autre extrémité.
2818200099	Écoutez une comparaison empruntée au figuier! Dès que ses branches deviennent tendres et qu'il pousse des feuilles, vous savez que l'été est proche.
281821007a	Vous aussi de même, quand vous verrez toutes ces choses, sachez que le Fils de l'homme est proche, qu'il est à la porte.
2818220066	En vérité, je vous le déclare, cette génération ne passera pas, que toutes ces choses n'arrivent.
2818230043	Le ciel et la terre passeront, mais mes paroles ne passeront point!
2818240089	Pour ce qui est de ce jour et de cette heure, personne n'en sait rien, pas même les anges du ciel, ni même le Fils, mais le Père seul.
2818250055	Ce qui arriva aux jours de Noé arrivera de même à l'avènement du Fils de l'homme:
281826009a	dans les jours qui précédèrent le déluge, on mangeait et on buvait, on se mariait et on donnait en mariage, jusqu'au jour où Noé entra dans l'arche,
28182700a0	— et les hommes ne s'avisèrent de rien, jusqu'au moment où vint le déluge qui les emporta tous. — Il en sera de même à l'avènement du Fils de l'homme.
281828004b	Alors, deux hommes seront dans un champ; l'un sera pris et l'autre laissé.
2818290045	Deux femmes moudront au moulin; l'une sera prise et l'autre laissée.
28182a004e	Veillez donc; car vous ne savez pas à quelle heure votre Seigneur doit venir.
28182b0090	Sachez-le bien, si le père de famille savait à quelle heure de la nuit le voleur viendra, il veillerait et ne laisserait pas percer sa maison.
28182c0065	Vous donc aussi, tenez-vous prêts; car le Fils de l'homme viendra à l'heure que vous ne pensez pas.
28182d008a	Quel est le serviteur fidèle et prudent que le maître a établi sur ses domestiques, pour leur donner la nourriture au temps convenable?
28182e0053	Heureux sera le serviteur que le maître, à son arrivée, trouvera agissant ainsi!
28182f0044	En vérité, je vous le déclare, il l'établira sur tous ses biens.
2818300063	Si, au contraire, c'est un mauvais serviteur qui dise en son coeur: Mon maître tarde à venir. —
2818310063	et qu'il se mette à battre ses compagnons de service, à manger et à boire avec les ivrognes, —
2818320065	le maître de ce serviteur viendra le jour où il ne s'y attend pas, et à l'heure qu'il ne sait pas.
2818330091	Il le déchirera de coups de fouet, et il lui donnera son lot avec les hypocrites. C'est là qu'il y aura des pleurs et des grincements de dents.
2819010080	!- Alors le royaume des cieux sera semblable à dix vierges qui, ayant pris leurs lampes, allèrent à la rencontre de l'époux.
281902003b	Cinq d'entre elles étaient folles, et cinq étaient sages.
281903005b	Celles qui étaient folles, en prenant leurs lampes, n'avaient pas pris d'huile avec elles.
281904004a	Mais les sages avaient pris de l'huile dans leurs vases avec leurs lampes.
