0100000009	1 Mosebog
03090700d6	Og Mose sagde til Aron: Træd frem for Alteret, og bring dit Syndoffer og dit Brændoffer, og gør Forligelse forlig og for Folket, og bring Folkets Offer og gør saa Forligelse for dem, saa som Herren har befalet.
030908005a	Og Aron traadte frem for Alteret og slagtede den Kalv til Syndoffer, som var for ham selv.
0309090098	Og Arons Sønner bragte Blodet hen til ham, og han dyppede sin Finger i Blodet og strøg paa Alterets Horn og udøste det øvrige Blod ved Alterets Fod.
03090a007d	Men af Fedtet og Nyrerne og Hinden af Leveren af Syndofret gjorde han et Røgoffer paa Alteret, saa som Herren befalede Mose.
03090b0037	Og Kødet og Huden brændte han med Ild udenfor Lejren.
03090c006e	Og han slagtede Brændofret, og Arons Sønner gave ham Blodet, og han stænkede det paa Alteret rundt omkring.
03090d0066	Og de gave ham Brændofret efter dets Stykker og Hovedet, og han gjorde det til Røgoffer paa Alteret.
03090e0064	Og han toede Indvoldene og Skankerne og gjorde det til Røgoffer oven paa Brænde ofret paa Alteret.
03090f0094	Og han lod Folkets Offer føre frem og tog den Buk til Syndoffer, som var for Folket, og slagtede den og gjorde et Syndoffer deraf, som det første.
0309100045	Og han førte Brændofret frem og gjorde derved efter sædvanlig Vis.
030911007f	Og han førte Madofret frem og tog sin Haand fuld deraf og gjorde det til Røgoffer paa Alteret, foruden Morgenens Brændoffer.
030912008c	Og han slagtede Oksen og Væderen til Takoffer for Folket; og Arons Sønner gave ham Blodet, og han stænkede det paa Alteret rundt omkring;
0309130073	men Fedtstykkerne af Oksen og af Væderen Stjerten og hvad der skjuler Indvoldene, og Nyrerne og Hinden af Leveren:
0309140065	Disse Fedtstykker lagde de oven paa Bryststykkerne, og han gjorde et Røgoffer af Fedtet paa Alteret.
0309150070	Men Bryststykkerne og den højre Bov rørte Aron med en Rørelse for Herrens Ansigt, ligesom Mose havde befalet.
0309160088	Og Aron opløftede sine Hænder mod Folket og velsignede dem; og han steg ned, der han havde bragt Syndofret Og Brændofret og Takofret.
030917007b	Og Mose og Aron gik ind i Forsamlingens Paulun, og de gik ud og velsignede Folket, og Herrens Herlighed saas af alt Folket.
03091800a6	Og Ild kom ud fra Herrens Ansigt og fortærede paa Alteret Brændofret og Fedtstykkerne; og alt Folket saa det, og de frydede sig, og de faldt ned paa deres Ansigter.
030a0100b5	Og Arons Sønner, Nadab og Abihu, toge hver sit Ildkar og lagde Ild derudi og lagde Røgelse derpaa, og de bragte fremmed Ild for Herrens Ansigt, hvilket han ikke havde befalet dem.
030a020056	Da for en Ild ud fra Herrens Ansigt og fortærede dem, og de døde for Herrens Ansigt.
030a0300ae	Da sagde Mose til Aron: Dette er det, som Herren har talet og sagt: Jeg vil helliggøres i dem, som staa mig nær, og jeg vil herliggøres for alt Folkets Aasyn; og Aron tav.
030a0400a6	Men Mose kaldte ad Misael og ad Elzafan, Sønner af Usiel, Arons Farbroder, og sagde til dem: Træder frem, bærer eders Brødre fra Helligdommen hen uden for Lejren.
030a050058	Og de traadte frem og bare dem i deres Kjortler hen udenfor Lejren, som Mose havde sagt.
030a060125	Da sagde Mose til Aron og til hans Sønner, Eleasar og Ithamar: I skulle ikke blotte eders Hoveder og ej sønderrive eders Klæder, at I ikke skulle dø, og Herren skulde blive vred paa al Menigheden; men lader eders Brødre af alt Israels Hus græde over denne Brand, som Herren har optændt.
030a07008d	Men I skulle ikke gaa ud af Forsamlingens Pauluns Dør, at I ikke skulle dø, thi Herrens Salveolie er paa eder; og de gjorde efter Mose Ord.
030a080024	Men Herren talede til Aron og sagde:
030a0900ba	Du og dine Sønner med dig skulle ikke drikke Vin eller stærk Drik, naar I gaa ind i Forsamlingens Paulun, paa det I ikke skulle dø; det skal være en evig Skik hos eders Efterkommere,
030a0a0067	for at I kunne gøre Skilsmisse imellem det hellige og det vanhellige og imellem det urene og det rene,
030a0b005b	og for at I kunne lære Israels Børn alle de Skikke, som Herren har sagt til dem ved Mose.
030a0c00db	Og Mose sagde til Aron og til hans Sønner, Eleasar og Ithamar, som vare overblevne: Tager det Madoffer, det som er levnet fra Herrens Ildoffer, og æder det med usyret. Brød ved Alteret; thi det er en højhellig Ting.
030a0d0099	Men I skulle æde det paa et helligt Sted; thi det er din beskikkede Del og dine Sønners beskikkede Del af Herrens Ildofre; thi saaledes er mig befalet.
030a0e00ce	Men Rørelsens Bryst og Gavens Bov skulle I æde paa et rent Sted, du og dine Sønner og dine Døtre med dig; thi til din beskikkede Del og dine Børns beskikkede Del ere de givne af Israels Børns Takofre.
030a0f00f4	Gavens Bov og Rørelsens Bryst, som høre til Ildofrene af Fedtstykkerne, skulle de bære frem for at lade dem røre med en Rørelse for Herrens Ansigt; og det skal, være dig og dine Børn med dig en evig beskikket Del, som Herren har befalet.
030a1000a5	Og Mose ledte flittigt efter Syndofrets Buk, og se, den var opbrændt; og han blev vred paa Eleasar og paa Ithamar, Arons Sønner, dem som vare overblevne, og sagde:
030a1100d1	Hvi have I ikke ædt Syndofret paa det hellige Sted? thi det er en højhellig Ting; og han har givet eder det, at I skulle bære Menighedens Skyld, for at I skulle gøre Forligelse for dem, for Herrens Ansigt.
030a12007c	Se, dets Blod er ikke bragt indenfor i Helligdommen; I skulde jo have ædt det paa et helligt Sted, saa som jeg har befalet.
030a1300dd	Men Aron sagde til Mose: Se, i Dag have de ofret deres Syndoffer og deres Brændoffer for Herrens Ansigt, og mig er sligt vederfaret; skulde jeg da have ædt Syndofret i Dag, skulde det have været godt for Herrens Øjne?
030a140035	Der Mose hørte det, da syntes det ham at være godt.
030b010033	Og Herren talede til Mose og Aron og sagde til dem:
030b020068	Taler til Israels Børn og siger: Disse ere de Dyr, som I maa æde iblandt alle Dyr, som ere paa Jorden:
030b030073	Alt det, som har Klove, og som har Klovene kløvede helt igennem, det, som tygger Drøv iblandt Dyrene, maa I æde.
030b040095	Dog dette maa I ikke æde af dem, som tygge Drøv, og af dem, som have Klove: Kamelen; thi den tygger Drøv, og den har ikke Klove, den er eder uren;
030b050047	og Kaninen; thi den tygger Drøv, men har ikke Klove, den er eder uren;
030b060049	og Haren; thi den tygger Drøv, men den har ikke Klove, den er eder uren;
030b07006c	og Svinet; thi det har Klove og har Klovene kløvede helt igennem, men tygger ikke Drøv, det er eder urent.
030b080051	I skulle ikke æde af deres Kød og ej røre ved deres Aadsel, de ere eder urene.
030b09007f	Dette maa I æde af alt det, som er i Vandet: Alt det, som har Finner og Skæl i Vandet, i Havet og i Bækkene, dem maa I æde.
030b0a00c0	Men alt det, som ikke har Finner og Skæl, i Havet, og i Bækkene, blandt alt det, som vrimler i Vandene, og blandt alt det levende, som er i Vandene, det skal være eder en Vederstyggelighed.
030b0b0084	Ja de skulle være eder en Vederstyggelighed; I skulle ikke æde af deres Kød, og I skulle have Vederstyggelighed til deres Aadsel.
030b0c005a	Alt det, som ikke har Finner og Skæl i Vandene, det skal være eder en Vederstyggelighed.
030b0d009a	Og disse skulle I have Vederstyggelighed til iblandt Fuglene, de skulle ikke ædes, de skulle være en Vederstyggelighed: Ørnen og Høgen og Strandørnen
030b0e0024	og Glenten og Skaden med dens Arter,
030b0f001b	alle Ravne med deres Arter,
030b100041	og Strudsen og Natuglen og Maagen og Spurvehøgen med dens Arter,
030b110022	og Uglen og Dykkeren og Hornuglen,
030b120025	og Viben og Rørdrummen og Pelikanen,
030b13003d	og Storken, Hejren med dens Arter, og Urhanen og Aftenbakken.
030b140059	Al flyvende Vrimmel, som gaar paa fire Fødder, det skal være eder en Vederstyggelighed.
030b150098	Dog af al flyvende Vrimmel, som gaar paa fire Fødder, maa I æde dette, nemlig dem, som have Springben over deres Fødder, til at hoppe paa Jorden med.
030b160080	Af dem maa I æde disse: Græshoppen med dens Arter, og Solam med dens Arter, og Hargol med dens Arter, og Hagab med dens Arter.
030b17005e	Men al anden flyvende Vrimmel, som har fire Fødder, det skal være eder en Vederstyggelighed.
030b180062	Og ved dem kunne I blive urene; hver, som rører ved deres Aadsel, skal være uren indtil Aftenen.
030b19005c	Og hver, som tager noget af deres Aadsel, skal to sine Klæder og være uren indtil Aftenen.
030b1a00a3	Hvert Dyr, som kløver Kloven, og som dog ikke har dem kløvede helt igennem og ej tygger Drøv, de skulle være eder urene; hver, som rører ved dem, bliver uren.
030b1b00a7	Og alt det, soni gaar paa sine Laller iblandt alle de Dyr, som gaa paa fire Fødder, skal være urent; hvo som rører ved deres Aadsel, skal være uren indtil Aftenen.
030b1c0064	Og hvo som tager deres Aadsel, skal to sine Klæder og være uren indtil Aftenen; de ere eder urene.
030b1d007a	Og det skal være eder urent iblandt den Vrimmel, som vrimler paa Jorden: Væselen og Musen og Skildpadden med dens Arter,
030b1e0046	og Pindsvinet og Krokodillen og Salamanderen og Sneglen og Muldvarpen.
030b1f0078	Disse ere eder de urene iblandt al Vrimmel; hver, som rører ved dem, naar de ere døde, skal være uren indtil Aftenen.
030b20011a	Og alt det, som et af dem, naar de ere døde, falder paa, det bliver urent, hvad enten det er noget som helst Trækar eller Klæder eller Skind eller Sæk, hvilketsomhelst Redskab, som nogen Gerning gøres med, det skal lægges i Vand og være urent indtil Aftenen og er siden rent.
030b21006b	Og om noget af dem falder i et Lerkar, da bliver alt det urent, som er i det, og I skulle sønderbryde det.
030b22008d	Er der kommet Vand paa nogen Spise, som man æder, da bliver denne uren, eller hvad Drik, som man drikker af noget Kar, da bliver denne uren.
030b2300b1	Og alt det, som noget af deres Aadsel falder paa, bliver urent; er det en Ovn eller Lergryder med Hanke, da skulle de brydes i Stykker, de ere urene; de skulle være eder urene.
030b240065	Dog skal Kilde og Brønd, Vandsamlinger være rene; men hvo som rører ved deres Aadsel, bliver uren.
030b25005c	Og naar noget af deres Aadsel falder paa nogen Saasæd, som skal saas, bliver denne dog ren.
030b26006f	Men naar der kommer Vand paa Sæden, og der siden falder noget af deres Aadsel derpaa, da bliver den eder uren.
030b270081	Og naar noget dør af de Dyr, som ere givne eder til Spise, da skal den, som rører ved Aadslet deraf, være uren indtil Aftenen.
030b2800a9	Og hvo som æder af deres Aadsel, skal to sine Klæder og være uren indtil Aftenen, og hvo der tager deres Aadsel op, skal to sine Klæder og være uren indtil Aftenen.
030b290060	Og al den Vrimmel, som vrimler paa Jorden, skal være en Vederstyggelighed, den skal ikke ædes;
030b2a00d6	nemlig alt det, som gaar paa Bugen, og alt det, som gaar paa fire Fødder, ja alt det, som har mange Fødder, iblandt al den Vrimmel, som vrimler paa Jorden, dem skulle I ikke æde; thi de ere en Vederstyggelighed.
030b2b008a	Gører ikke eders Sjæle vederstyggelige ved al den Vrimmel, som vrimler, og gører eder ikke urene ved dem, saa at I blive urene ved dem.
030b2c00ae	Thi jeg Herren er eders Gud, og I skulle hellige eder og være hellige, thi jeg er hellig; og I skulle ikke gøre eders Sjæle urene ved nogen Vrimmel, som kryber paa Jorden.
030b2d007d	Thi jeg er Herren, som førte eder op af Ægyptens Land for at være eders Gud; og I skulle være hellige, thi jeg er hellig.
030b2e0080	Dette er Loven om Dyr og Fugle og hvert levende Væsen, som svømmer i Vandet, og om alt levende Væsen, som vrimler paa Jorden,
030b2f007b	at der kan gøres Forskel imellem det urene og det rene, og imellem det Dyr, som maa ædes, og det Dyr, som ikke maa ædes.
030c010023	Og Herren talede til Mose og sagde:
030c0200a7	Tal til Israels Børn og sig: Naar en Kvinde undfanger og føder en Dreng, da skal hun være uren syv Dage, lige som de Dage ere, i hvilke hun er uren ved sin Svaghed.
030c030038	Og paa den ottende Dag skal hans Forhuds Kød omskæres.
030c0400bf	Og hun skal blive hjemme i tre og tredive Dage, under hendes Blods Renselse; hun skal ikke røre ved noget helligt og ikke komme til Helligdommen, førend hendes Renselses Dage ere fuldendte.
030c0500a2	Men føder hun en Pige, da skal hun være uren to Uger, som under hendes Svaghed; og hun skal blive hjemme seks og tresindstyve Dage, under hendes Blods Renselse.
030c0600e3	Og naar hendes Renselsesdage ere fuldendte efter en Søn eller efter en Datter, skal hun fremføre et aargammelt Lam til Brændoffer, og en Dueunge eller en Turteldue til Syndoffer, til Forsamlingens Pauluns Dør, til Præsten.
030c0700a7	Og han skal ofre det for Herrens Ansigt og gøre Forligelse for hende, saa bliver hun ren efter sin Blodgang, Dette er Loven for hende, som føder en Dreng eller Pige.
030c0800bf	Men formaar hendes Haand ikke et Lam, da skal hun tage to Turtelduer eller to unge Duer, een til Brændoffer og een til Syndoffer; saa skal Præsten gøre Forligelse for hende, og hun er ren.
030d01002f	Og Herren talede til Mose og til Aron og sagde:
030d0200fa	Naar paa noget Menneskes Køds Hud er Hævelse eller Skab eller en skinnende Plet, og der fremkommer paa hans Køds Hud noget, som ligner Spedalskheds Plage, da skal han føres frem til Aron, Præsten, eller til en af hans Sønner iblandt Præsterne.
030d0300f1	Og naar Præsten beser Plagen paa Kødets Hud, at Haaret i Plagen er forvandlet til hvidt, og Plagen at se til er dybere end den anden Hud paa hans Kød, da er det Spedalskheds Plage; naar Præsten har beset ham, da skal han dømme ham uren.
030d0400d5	Men er der en hvid, skinnende Plet paa hans Køds Hud, og den ikke er dybere at se til end den anden Hud, og Haaret derpaa ikke er forvandlet til hvidt, da skal Præsten lukke den, som har Plagen, inde i syv Dage.
030d0500bf	Og naar Præsten beser ham paa den syvende Dag, og se, Plagen er uforandret for hans Øje, Plagen har ikke videre udbredt sig paa Huden, da skal Præsten anden Gang indelukke hani i syv Dage;
030d0600e4	Og naar Præsten beser ham paa den syvende Dag anden Gang, og se, Pletten er mørkagtig, og Plagen har ikke udbredt sig videre paa Huden, da skal Præsten dømme ham ren, det er Skab; og han skal to sine Klæder, saa er han ren.
030d07008c	Men naar det Skab udbreder sig videre i Huden, efterat han var beset af Præsten til sin Renselse, da skal han anden Gang beses af Præsten.
030d08007f	Og naar Præsten beser ham, og se, Skabet har udbredt sig videre i Huden, da skal Præsten dømme ham uren, det er Spedalskhed.
030d09004c	Naar Spedalskheds Plage er paa et Menneske, og han føres frem til Præsten,
030d0a0091	og Præsten beser ham, og se, der er en hvid Hævelse paa Huden, og Haaret derpaa er forvandlet til hvidt, og vildt Kød vokser frem i Hævelsen:
030d0b0087	Da er det en gammel Spedalskhed i Huden paa hans Kød, og Præsten skal dømme ham uren; han skal ikke lukke ham inde; thi han er uren.
030d0c00ae	Men dersom Spedalskheden blomstrer stærkt i Huden, og Spedalskheden bedækker den plagedes hele Hud fra hans Hoved og til hans Fødder, alt det, som ses for Præstens Øjne;
030d0d0097	og Præsten beser det, og se, Spedalskheden har skjult alt hans Kød, da skal han dømme den, som har Plagen, ren; han er bleven helt hvid, han er ren.
030d0e003c	Men paa hvilken Dag vildt Kød ses paa ham, bliver han uren.
030d0f0070	Og naar Præsten beser det vilde Kød, da skal han dømme ham uren; det vilde Kød er urent, det er Spedalskhed.
030d100060	Eller dersom det vilde Kød forandrer sig og omvendes til hvidt, da skal han komme til Præsten;
030d110088	og naar Præsten beser ham, og se, Plagen er forandret til hvidt, da skal Præsten dømme den, som har Plagen, at være ren; han er ren.
