2800000005	Matta
290508005b	Thlǝk nǝn ndǝn kee ƙǝsǝr ndangga Yeeso, “Kyosǝ a fad niifɗiya, sa ǝnkaheerha!”
2905090062	Tǝrgha tsahangga Yeeso mee, “Thlǝmwani ƙǝn?” Ndǝghǝn, “Hangga, ƙǝsǝr nan hangga.”
29050a0032	Nagha a hwan Yeeso a rǝkɗǝ kanda ma mbǝɗi wa.
29050b0047	Na chiɓǝd ƙǝlengarya sǝ a mbǝɗi a lafrha tsau tǝ sar wumnda fa.
29050c0065	Hwangga ǝnkaheeyini Yeeso, “Malang kan ɗan thlǝmad ƙǝlengaryina ɗǝ ya, kyan hur ndan hai.”
29050d00bb	Nggǝmanggǝn kanda fa, kya nda sǝ a fad niifɗi ɗa nda kyarha ahur ƙǝlengaryina hai. Chiɓǝd ƙǝlengaryini sǝl nda haru kumnggit sǝri, ɗa nda hu wuri aamɗa ɗǝ mǝra nda ɗǝ.
29050e0095	Fa laf ƙǝlengaryini ɗan ndani wupǝri ɗǝ tǝ fingya talya ɗa nda pǝr ǝnɗi katǝragha hai. Ɗagha fiya ɓa, ɓa nda na ǝnɗi katǝragha hai.
29050f0086	Ɓana nda thlǝmad Yeeso ɓa, na niifɗa nda na tǝ ǝnkaheeyina fa, tsau hai, kalɗǝ lukrha fa ngga ɓa hutenggǝn ɓa, tǝr ma nda.
2905100098	Nafini na a mbǝɗi nagha ǝnɗi katǝragha hai, pǝranggǝn nda kanda ǝnɗi katǝragha hai tǝ niifɗi na tǝ ǝnkahedɗa fa tǝ ƙǝlengaryini ƙǝm.
2905110039	Tǝrgha nafini hwan Yeeso nda a malanggǝn chehweed ndan.
290512006d	Na Yeeso a kyarha hu kombuwol hai, niifɗi na tǝ ǝnkahedɗa fa hwan Yeeso nǝn a ɗǝgha ɗǝ a samadghǝn.
2905130085	Nggǝmangwa Yeeso fa wa, amma ndanggǝn, “Ɗuwa wureɗǝ ɗa wal nafiwa, pǝrang ǝnɗana kanda ǝnona Chinǝm tǝ haɗonǝn fa.”
290514007b	Tǝrgha niifɗi wiigha wureɗǝ ɗǝgha naarha pǝr ǝngya ǝnangna Yeeso a talya kum. Fiya na heu na nda a na ǝnwulteena,
2905150086	Nggǝrna Yeeso ɗǝrha pǝm wuri aamɗa ɗǝ tǝ kombuwol, wumngga fiya thlǝmadghǝn ɓa hangga ndǝghǝn ɓalɗǝ a mii wuri aamɗi.
2905160084	Tǝrgha tal ahur mamngya Ƙǝn hwan Faara sǝ na nda aarha Yayirus, ɓa ɗǝ mbǝɗa ɓa. Nanǝn Yeeso ɓǝrgha hai tǝ waɗedghǝn,
2905170075	hwanggǝnǝn, “Wutarad na a mǝra. Niya hwan sa ɓoɓa ɓa ɗǝfang haara teena tǝnǝn ƙǝnda wal yibrha nǝn.”
290518006b	Ɗǝgha Yeeso ɗǝ a samadghǝn. Fiya hangga mbuwa samadghǝn ɗǝ tǝ ƙǝm na nda a ˈyaɓang mbǝrha fa.
290519004a	Na nuneefa sǝ a mbǝɗi na faara a ɓang nda fa hai hurarha kumkap sǝri.
29051a0091	Sǝsaɗǝ kaan ahar fa fǝr ɗǝfya hangga tǝ ƙǝm ɓǝlang ɗǝ ǝn huharghǝn ɗǝ, a meghedghǝn ˈya kamngga a ƙǝngga amma ƙǝl chikrha.
29051b0058	Sǝknǝn laɓar Yeeso, ɓagha ɓa tǝ man samadghǝn ahur fiya tsuwar kootodghǝnǝn fa,
29051c004a	ƙǝsǝr numaɗǝ, “A tsuwarɗi kootodghǝn fa kee, niya wal ƙǝnda.”
29051d0072	A mbǝɗi tsu kee ishgha farɗi na a ɓang nda fa hai, tǝkƙǝnǝn fa a fadghǝn walɗǝ ƙǝnda ahu sǝsadghǝn.
29051e008b	Tsu sǝnangga Yeeso hai na sǝsǝmnda sǝ kyagha ɗǝ a fadghǝn. Kyahargha hai ahur fiya tsakhmee nǝn, “Wunni tsuwargha kootodna fa?”
29051f0070	Nggǝmangga fatsahayighǝn, “Nanna fiya a ˈyaɓo mbǝrha fa, nana a tsakhmee, ‘Wun tsuwargha nggi fa?’”
2905200038	Amma nagha Yeeso a ƙǝlarha ɗǝ tǝ wunni ǝnagha kee.
29052100b5	Tǝrgha nuɗi, sǝnnǝn ˈya katǝragha hai tǝghǝn, ɓagha ɓa ɓǝrgha hai a mbedghǝn, nagha fadghǝn a rǝbrha fa ka tǝrǝmnda, pǝrang ƙǝkafek nǝn ˈya katǝragha hai heu.
2905220071	Ndangga Yeeso nuɗi, “Waana, fǝrƙǝkafekkid wa ƙǝnoɗǝ. Ɗuwaɗǝ hu ɗǝɗemnggirha yibna hu sǝsadwa.”
2905230099	Yeeso ɓalɗǝ a ndikrha fa kee, ɓagha fingya ɓa a minda ki Yayirus, ndaa nda, “Mǝr wutarad wa, kama nun nggǝr ƙǝtǝlang tǝ malǝmndǝɗa fa?”
290524007f	Ɗǝfwa Yeeso teena tǝ path nafini wa, ndanggǝn mamnda tǝ Ƙǝn Faara na ngguchit, “A tǝrǝmna wa, furu ƙǝkafek kee.”
2905250055	Malangwa fiya mbu samadghǝn nda wa, ƙǝl Mbiturus, Yakubu tǝ Yahaya wanman Yakubu.
290526007c	Ɓana nda minda ki mamnda Ƙǝn Faara ɓa na ngguchit, ƙǝlagha Yeeso fiya a tsǝ teena na nda a tǝrha tǝ huhwaarha kaan.
2905270081	Kyanǝn sa hai ndanggǝn kanda, “Kama nda nun a tsǝ teena tǝ huhwaarha kaan kee? Mǝrwa wanɗi wa amma nǝghǝn a shiirha.”
29052800af	Amma masangganda. A kwasamadɗi kyang nǝn fiya ƙǝsha hai, tǝranggǝn nda chin wanɗi tǝ man tǝ fa tsahayighǝn na a thlǝmadghǝn, kyagha hu ƙǝnɗa ɗǝ na wanɗa sǝ.
2905290054	Ƙǝs harghǝnǝn ndanggǝn, “Talita kumi,” ndǝna “Sa wutararha, thliusǝ!”
29052a0070	Thliigha wanɗa sǝ wiigha hai. Huradghǝn kumkap sǝri. Katǝrana ǝnɗa hai ya kanda heu ǝna ǝnwulteena nda.
29052b0068	Ƙǝs thlǝman ndan nǝn a sǝk niifa ǝnɗiya wa, ndanggǝn kanda a fǝrang ǝnnarhami nda ǝnagha mii.
290601004e	Malna Yeeso mbǝɗi, ɗǝgha hu talghǝn ɗǝ tǝ fatsahayighǝn a samadghǝn.
2906020109	Ɓana far yibrha ɓa yi Yahudaya, katǝranggǝn tsaharhaha ahu Ƙǝn Faara na ngguchit, Fiya hangga sǝkka ndǝn ǝna ǝnwulteena na nda, na nda a ndaarha, “Walgha niifɗi ǝnggini a yanggi ya? Tur yanggi sǝnda ni walnǝn, nǝn naarha ǝna ǝnwulteengya kiya?”
29060300c7	“Ndeye, mbǝ kafinta ɗani ya wa? Mbǝ wan Mairamu ni wanmangya Yakubu, tǝ Yisufu, tǝ Yahuda tǝ Siman wa? Wanmanggighǝn nishya mbǝ kulu kǝm tǝ kanda ya wa?” Sǝbgha hur ndan ɗǝ tǝghǝn.
2906040080	Ndangga Yeeso kanda, “Ƙǝl ahur talghǝn, a pathlang hurfayighǝn tǝ hur mindǝghǝn ndǝn mbuwana annabi wal mamnggirha.”
2906050065	Ənawa Yeeso ǝnwulteena a mbǝɗi wa, ƙǝl haara ɗǝfang nǝn fingya haaya fa, ƙǝnanggǝn kanda.
2906060077	Fǝrang ɗǝ ǝnwulteena, ka yamid fǝrƙǝkafekkid ndan. Tǝrgha Yeeso nagha a wiirha hai tala-tala a tsahang fiya ha;
2906070079	Aah kumkap sǝri ɗa nǝn thlǝmadghǝn ɓa, thlǝn kanda nǝn sǝri-sǝri fǝrang sǝsǝmnda nǝn kanda aten ǝnkaheeya.
2906080091	Ndanggǝn kanda, “A turɗun ˈya ahu widɗi ya wa ƙǝl sǝsaala kee. A ƙǝsɗun mburodi ha, ko yawarha, ko wuɗǝɓǝla ahu panjakwayinun wa.
2906090031	Paama pakhma amma ma Kǝsɗun lukrha ha sǝri wa.
29060a0048	Kala minda ˈwanun kyarha sahai tsawama sǝ ƙǝl farɗi mal nun talɗi.
29060b00aa	Kala mbǝrha thlǝwa nanda kun fa, nduwa ƙǝm kangwanda thlǝmarha kun fa wa, a naɗun a mal talɗi tinid talɗi na a sarnun pamanɗǝ ka a tsauka ǝn sakhrha aten ndan.
29060c0053	Ƙya nda ƙǝshaaɗǝ ɗa nda pǝr laɓar Faara a fiya a malangganda ɗimiyid ndan.
29060d006d	Kyangganda ǝnkaheeya sǝ hangga a tǝ irang fǝɗeerha fiya fa mbuwa wa ƙǝkanglang ƙǝnangganda kanda.”
29060e00c9	Sǝkna Hirdus laɓarɗi ya, ƙǝsǝr thlǝm Yeeso ɗǝɗa ɗǝ inggun. Fingya a ndaarha, “Yahaya tǝ Mbaptisma ni thliigha sǝ hu mǝrra, ndǝghǝnni nanǝn tǝ sǝsǝmnda fa yi ǝna ǝnwuteengya.”
29060f006f	Fingya a ndaarha, “Annabi Ilya ni.” Ndagha fingya ƙǝm, “Annabi ni, ƙǝla tal ahur annabiya na kaar.”
2906100073	Amma sǝkna Hirdus laɓarɗiya, ndǝghǝn, “Yahaya, niifɗi kyathlangni tenggǝn ɗǝ, thliiɗa sǝ hu mǝrra!”
290611009a	Ƙǝsǝr Hirdus fǝrɗǝ ngyakhrha a ƙǝsangganda Yahaya, muwanggǝn hu porsǝna ɗǝ. Ənanǝn kee ƙǝsǝr ka Herodiya, nu wanman Filibus, kahang nǝn.
2906120055	Ƙǝsǝr Yahaya nǝn naarha ndang nda Hirdus, “Kamngwa a kahangga nu wanmuwa wa.”
2906130059	Herodiya sǝb hurghǝn ɗǝ tǝ Yahaya, na midghǝnsǝ a ɓǝlanggǝn amma mbǝ mbang wa.
29061400f7	Ƙǝsǝr Hirdus nǝghǝn a tǝrǝm Yahaya, nǝn naarha lafghǝn mbǝ midghǝnsǝ a walgha ˈya ndǝn wa, ƙǝsǝr Yahaya ka niifa ni tǝ peɗǝnda ni. A sǝk Hirdus fad Yahaya nǝn ɓillaghǝn fa kaan, ko nanǝn kee nǝn naarha kang thlǝmarha fa.
29061500c3	A kwasamadghǝn wal kwamana nǝn, a farɗi ǝnana Hirdus wutsǝfayid lǝghǝtta ɓen nggǝttǝghǝn hai, aah nǝn mamnggighǝn ɓa tǝ mamngya sodjaya tǝ fingya mamngya na hu chehhweed Nggalili.
29061600b3	Tǝrgha wutarad Hirdus kyagha ɓa rǝpgha, mbǝnanggǝn Hirdus tǝ ronggighǝn nana nda a hǝb ǝnnarhami. Ndangga kutǝrɗi wutaradɗi, “Tsahe ˈya na midwa, niya furoƙǝn.”
2906170066	Nggǝmɗa fa har tǝ aah thlǝm Faara, “Kala ˈya tsakhna niya furoƙǝn ko mberra chehweedna ni!”
290618006a	Ɗǝgha thlǝmad man ɗǝ, ndanggǝn, “Mani tsahang nda?” Ndangga man, “Ten Yahaya tǝ Mbaptisma.”
2906190084	A mbǝɗi kee thliigha ƙǝkar a thlǝma kutǝra ɗa ɗǝ ndanggǝn, “Na minnasǝ nanǝnya ten Yahaya tǝ Mbaptisma ahu pǝlee.”
29061a0076	Tǝrgha mǝrgha fad kutǝrɗa hai, amma ka ɗǝf miighǝn ǝnanǝn a mbed ronggighǝn, nggǝmngwa fa a hwasanggǝn wa.
29061b0076	Tǝrgha thlǝn sodja nǝn ɗǝgha ɓarha ɓa tǝ ten Yahaya. Ɗǝgha ƙǝn porsǝna ɗǝ kyathlanggǝn ten Yahaya hai;
29061c006e	ɓagha ɓa tǝ ten Yahaya ahu pǝlee fǝranggǝnǝn wutaradɗa ɗǝ, wutaradɗi ƙǝm fǝranggǝnǝn man ɗǝ.
29061d0064	Sǝkna fatsahaya Yahaya ǝnɗi katǝragha hai, ɓa nda ɓa tǝrang ngganda merreghǝn hai pangganda.
29061e0065	Fathlǝngya Yeeso wuma nda thlǝmadghǝn ɓa, pǝrang ǝnggina nda heu ǝnana nda tǝ tsahan ndan ha.
29061f00dd	Tǝrgha, ƙǝsǝr ka nana fiya hangga na a ɓarha ɓa tǝ fingya a wiirha wal wa Yeeso tǝ fa tsahayighǝn kwaman ǝna ˈya mii wa. Ndanggǝn kanda, “Taama a mbǝrha ɗǝ mbuwana fiyasǝ ƙǝm katen nǝm ɗun yibrha.”
290620004a	Tǝraa nda hu Kombuwol hai katendan ɗǝnda mbǝrha ɗǝ mbuwana fiya sǝ.
2906210089	Amma fiya hangga nagha kanda a wiirha, kukwalangganda kanda hai ɗa nda ɗǝ tǝ saara tǝ hur talya heu ˈwaa nda mbǝɗa ɗǝ ma kanda.
2906220096	Tǝrna Yeeso hai na fiya nǝn hangga haɗangganda fa, ƙǝsǝr na nda ƙǝla chaukhraya kula tǝ lafrha. Katǝranggǝn tsahang ǝngya kanda ha hangga.
290623007f	Tsǝna figrha hai, ɓagha fatsahayighǝn thlǝmadghǝn ɓa, ndang ngganda, “Kaheerha ni mbǝɗiya kulo mbiya tsǝ figrha hai.
2906240074	Kalu fiya hai tǝna nda ɗǝrha ahu heeya ɗǝ tǝ talya na tsau a mbǝɗiya ɗa nda kaɗa ǝnnarhami tafan ndan.”
2906250112	Amma ndangga Yeeso kanda, “Kun tafan nun fǝraman ˈya kanda ǝnna ndami lee.” Ndang ngganda, “Wuɗǝɓǝla na ahar nan nǝn sǝl wuɗǝɓel rapathlaarha na nda teng niifa yi ndǝree wuvaɗa! Ɗan heng mburodi kanda ɓa tǝghǝn fǝranggǝnan kanda ǝna nda mii wa?”
290626008d	Tsahangga Yeeso mee kanda, “Mburodi kurmi ni ahar nun? A ƙǝla man ɓa.” Wuɗa nda ɓa ndang ngganda, “Mburodi tuf tǝ tǝna sǝri.”
290627004d	Tǝrgha ndangga Yeeso fiya a wumangganda tendang tsawa nda hai aten hwalirha.
2906280052	Tǝrgha wumangganda tendan tsawa nda hai fingya kumggit tuf-tuf, fingya haru-haru.
29062900df	Tǝranggǝn mburodi ɗa sǝ tuf tǝ tǝnɗi sǝri, ƙǝlagha talara sǝ, usa Faara nǝn a kyanggǝn mburodi ɗa hai. Fǝranggǝnǝn fatsahayighǝn ndǝghang nggǝnda fiya. Nggǝrghǝn ndǝghang tǝn ɗa hai kowunni walɗǝ.
29062a001d	Əna nda mii heu nggaala nda.
29062b0049	Wumangga fatsahayighǝn katǝpghǝn kutasya kumkap sǝri heu tǝ tǝnɗi.
29062c003d	Hang nda hǝshya ǝnagha mburodi ɗa mii haru kumggit tuf ni.
29062d00b7	Tsu a kwasamad ǝnɗiya, ndangga Yeeso fatsahayighǝn kya nda ahu kombuwol hai ˈwaa nda mbeeɗǝ tǝɗangganda wuri aamɗi teena a Mbatseda ɗe, ndǝghǝnggi ƙǝm kal fiya nǝn hai.
29062e0049	A kwasamadɗi kal nǝn fiya hai tǝrgha wumnda sǝ ka ɗǝgha hwan Faara.
29062f005b	Tsǝna figrha hai, kombuwolɗi a maɗufu wuri aamɗi, ndǝghǝn katenggǝn aten chehweerha.
29063000d2	Ƙǝlagha Yeeso hai fatsahayighǝn ahu ɓillaarha kaan, ƙǝsǝr ɓereurha a tsang hura kanda fa ahar tsar, ɗǝgha thlǝmad ndan ɗǝ, nagha a wiirha aten wuri aamɗi. Tsǝgha ƙǝla nǝn a mbǝrang kanda hai.
2906310073	Amma nana ndan a wiirha aten wuri aamɗi. Huhwaa nda ka hǝreenga, tamngganda ndaarha mǝnda-mǝnda ni. Huhwaa nda,
2906320081	ƙǝsǝr kanda heu nandan tǝr ma nda. Inanggǝn mighǝn hai ƙǝkar ndanggǝn kanda, “Ƙǝrsaama, nggini. A tǝrǝmɗun wa.”
2906330064	Tǝrgha kyagha ahur kombuwol ɗa hai tǝ kanda, nggasgha ɓereu ɗa hai. Ƙǝsgha ǝnwulteena kanda,
2906340071	ƙesǝr ɓalgha nda kula sǝnang ǝnwulteena ɗa hai ǝnana Yeeso aten mburodi ɗi, ƙǝsǝr ka kakrakkit tendan.
290635005e	Tǝɗang nanda wuri aamɗi teena, sǝla nda Djanisǝrat ɗǝ, ƙǝnangganda kombuwol ndan hai.
290636003c	Kyana nda sǝ ahur kombuwol ɗi, kukwalangga fiya Yeeso hai.
2906370074	Ɗa nda hai ahu chehwedɗi kahad na nda a ɓarha ɓa tǝ haaya ahu ɗǝnggǝlya kala mbǝrha sǝknanda na Yeeso sǝ.
29063800ca	Kala mbǝrha ɗǝna Yeeso sa ɗǝ, hu talya tǝ wupǝri tǝ kaheeya na nda hunang haaya hai hu kasu hwanggǝnda a tsuwar pǝpǝshaprha kaɓadghǝn nda fa. Kala niifa tsuwargha ndǝn fa wal ɗǝ ƙǝnda.
290701006a	Farɗa sǝ ɓagha fingya Farisaya tǝ famalǝmngya ngyakhrha a Urshalima ɓa, wuma nda thlǝmad Yeeso ɓa.
2907020080	Ƙǝla nda hai fingya fatsahaya Yeeso kanda a hǝb ǝnnarhami haryi ndan tǝ “Paarha”, ndǝna haryi ndan kula tsaɓrha ɗǝ.
2907030079	Ƙǝsǝr Farisaya tǝ Yahudaya mba nda hǝb ǝnnarhami kanda kula tsaɓang har ndan ɗǝ wa, ƙǝs nda ǝntin shingya ha.
29070400df	Nǝghǝn kee ƙǝm mba nda kii ˈya hiina nda ɓa ahu kasu wa ƙǝl tsaɓang na nda haryi ndan ɗǝ ˈwan. Na ǝntingya sǝ ƙǝm hangga na nda lafrha, ƙǝla tsab ɗengya tǝ ɓǝǝya tǝ tasaukya tǝ ɓaleeya tǝ ǝnfuya.
29070500a3	Tǝrgha Farisayini tǝ famalǝngya ngyakhrha tsahang mee nda Yeeso, “Kama mbuwana fatsahayiwa takkwa ǝntin shingginǝm, na nda a ǝna ˈya mii tǝ har paaya?”
29070600f0	Nggǝmangga Yeeso kanda, Kun fa thlǝrɓuya! A ten nun ni thlǝkna annabi Ishaya pathɗiya, ƙǝla nanǝn chichireethlee hai tǝ ndaarha, “‘Nafiniya, ahu mii ndan ni kee na nda fǝre mamnggirha, amma hur yi ndan nǝghǝn inggun ma nggi;
2907070070	ka ni kee na nda a tǝree shilee teena, ƙǝsǝr ɗǝfangganda tsahad ǝntina a mbee, ma ˈya ndana Faara.’”
290708004a	“Malanggun ˈya ndana Faara ƙǝs ǝntina nun ha ǝnana chichiyi nun.”
2907090058	Ndanggǝn kanda, “Kar ngyakhrha Faara nun fa ka a laf ngyakhrha ǝntin chingginun nun!
29070a0089	Ƙǝsǝr ndagha Musa, ‘Fǝrang mamnggirha nda muwa tǝ tsu,’ tǝ ƙǝm, ‘Kala niifa ˈyargha chin nduwa man na nda ɓǝlang nda.’
29070b007c	Amma nduwun, a ndang niifa chin nduwa man, ‘ˈYa niya kya ɗang nda kunsǝ, ˈwaɗi teena ɗǝfangɗi ndǝn Faara ɗǝ,’
29070c003e	tǝrgha mbun malang niifɗiya ɗanggǝn chin sǝ nduwa man wa.
29070d0069	Tsawanggun laɓar Faara mbǝ ˈya ni na ngga wa, ka ǝntin ngginun. Nun naarha ǝna ǝngya kee hangga.”
29070e0083	Fiya wumngga hai nggǝrgha Yeeso aah kanda thlǝmadghǝn ɓa, ndanggǝn kanda, “Keema thlǝmarha fa kun heu, a sǝn ǝnɗanun ya.
29070f0096	ˈYa na a ƙǝshi kyagha hur niifa ɗǝ mbǝ ndǝna tsawang tǝ paarha wa, amma ƙǝl ˈya na a kyarha sǝ ahurghǝn ndǝna tsawang nda tǝ paarha fa.
290710002b	Yi na tǝ thlǝmad sǝkrha sǝkƙǝnǝn.”
290711006b	A kwasamadɗi malna Yeeso fiya kyanǝn hur minda hai, fatsahayighǝn tsahang mee nda ha aten karapu ɗi ya.
2907120091	Tsahangga Yeeso mee kanda, “Sǝnanggun hai wa? Mbun a naghǝn wa ˈya kyagha hur niifa ɗǝ a ƙǝshi mbǝ ndǝna tsawang nda tǝ paarha fa wa?
29071300b1	Ƙǝsǝr kyawa ahurghǝn hai wa amma ahu mbǝbǝlǝmndǝghǝn ɗǝ, nggǝrghǝn kyarha sǝ a fadghǝn.” (Thlǝk nǝn pathɗiya a kyad ndaarha nǝn ǝnnarhami heu na nda ngga.)
2907140068	Ɗǝgha mbeeɗǝ tǝ ndaarha, “ˈYa na a kyarha ɓa ahur niifa ndǝna tsawang nda tǝ ‘paarha fa’.
290715006f	Ƙǝsǝr ahur niifa sǝ, ndǝna numad ǝn mbǝlfeeya kyarha ɓa, susuwayirha, ngaara, ɓǝl farha, kulafayirha,
2907160068	kwit hura, mbǝlfeerha, nggaɓarha, suna, sǝrǝkkirha, sǝb thlǝma, nggǝm alteena, tǝ yamid huteena.
290717005e	Ən mbǝlfeeyini na heu ya na nda kyarha sǝ ahur niifa; nǝn tsawang niifa ‘ɗimirha.’”
29071800b2	Tǝrgha Yeeso mal Nggalili nǝn ɗǝgha hu chehweed Taya ɗǝ tǝ Sidon. Kyagha hur minda hai mbǝ midghǝn sǝ a sǝngga fiya sǝ wa, amma mbǝ mbang ɓǝɓeng ɓadghǝn ɓa wa.
2907190079	A mbǝɗi kee, nuneefa sǝ na wutaradghǝn tǝ ǝnkaheerha fa, sǝknǝn laɓar Yeeso ɓagha ɓa ɓǝrgha hai a mbedghǝn.
29071a0086	Nuɗi tǝ Helenarha ni, nggǝtgha ndan a Fǝnikiya a chehweed Suriya. Hwan Yeeso nǝn a kyanggǝn ǝnkaheedɗa sǝ a fad wutaradghǝn.
29071b0080	Ndangga Yeeso, “Malang wundakhnaya ˈwan nggaala nda, ƙamngwa tǝranggǝm ǝnnadmid wundakhnaya fǝranggǝnǝm wuɗaya wa.”
29071c007f	Ndangga nuɗi Yeeso, “nǝghǝn kee, Chinǝm, amma na wuɗaya ǝna fǝfǝsǝrra ǝnnarhami na a hǝra hai ahar wundakhnaya.”
29071d0079	Ndangga Yeeso, “Ƙǝsǝr ka laɓarɗi kyawa nggǝreena sǝ ya, wiu fayiwa, ǝnkaheedɗi kyaɗa sǝ a fad wutarad wa.”
29071e0065	Ɗǝgha nuɗi wure ɗǝ ɗǝgha wal wutaradɗi keeghǝn kath hu sǝra, ɗǝkɗa hai tǝ ǝnkaheedɗi.
29071f007c	Tǝrgha malgha Yeeso chehweed Taya kyagha tǝ chehweed Sidon tǝ chehweerha na tǝ Talya Kum ɗǝgha wuri aam Nggalili ɗǝ.
2907200081	Na nafiya sǝ ɓagha ɓa tǝ niifa a Yeeso na teɓeng tǝ ƙǝm mbǝ mbang kaala sǝ wa. Hwanggǝnda a ɗǝfang haara nǝn teena.
2907210098	Ɗǝgha Yeeso tǝ teɓeng ɗi man patu ɗǝ ma fiya, panggǝn wan haryighǝn ahu thlǝmadghǝn ɗǝ. Chakh yakhrha nǝn hai, tsuwar sheneu niifɗa nǝn.
2907220057	Ƙǝlagha Yeeso talara sǝ yibgha fa kaan ndanggǝn, “Ifata!” Ndǝna “Inuɗǝ!”
2907230055	Tǝrgha ingga thlǝmad niifɗa ɗǝ, kwasgha sheneuƙǝn hai nagha a ndikrha fa ngga.
2907240069	Ndangga Yeeso kanda a pǝrang ndan niifa wa. Amma ndǝghǝn aten yanang kanda, kanda aten pǝrghǝn ɗǝ.
2907250087	Ƙǝsgha ǝnwulteena fiya kaan na nda a ndaarha, “Ənaɗǝ ǝngya heu ngga, ƙǝnanggǝn teɓengya tǝ fingya mbuwa mbang kalasǝ.”
290801009e	Na farɗa sǝ nggǝrgha fiya wumnda thlǝmad Yeeso ɓa, nanǝn mbǝ ǝnnarhami sǝ ahar ndan wa, aagha Yeeso fatsahayighǝn thlǝmadghǝn ɓa ndanggǝn kanda,
2908020067	“Na nafini a haɗee fa ya. Ɓeena mahan kanda a thlǝmanna, takhkwa ˈya ahar ndan a ǝna nda mii wa.
2908030083	A kal ɗi kanda hai wii nda wureeɗǝ a miirha, ɗǝna nda fǝla hai a kwamana. Ƙǝsǝr ɓagha fingya ɓa a mbǝrha ɓa inggun.”
2908040068	Ndangga fatsahayighǝn, “Amma ɗǝnǝm wal ǝnnarhami ɓa a yanggi a kahedɗiya na tsǝghang kanda?”
2908050053	Tsahangga Yeeso mee kanda, “Mburodi kurmi ahar nun”? Ndang ngganda, “Mǝd.”
29080600bd	Ndanggǝn fiya a tsawa nda hweeɗe hai. Haranggǝn mburodiɗa sǝ mǝd, hwan parka Faara nǝn, kyanggǝn hai fǝranggǝnǝn fatsahayighǝn ɗǝ a ndǝghang nggǝnda fiya ɗǝ, ǝna nda kee.
2908070074	Tǝna sǝ ahar ndan ngguchit ƙǝm, hwan parka Faara nǝn atenggǝn, ndanggǝn fatsahayighǝn a ndǝghangganda ɗǝ.
2908080060	Ənagha fiya mii nggaala nda. Akwasamadghǝn wumangga fatsahayighǝn kwasamadghǝn kutasya mǝd.
290809003d	Hǝshya ǝnanda haru kumnggitghǝn faɗa. Kal nǝn kanda hai,
29080a004f	kyagha ahur kombuwol hai tǝ fatsahayighǝn ɗǝgha a chehweed Ɗalmanuta ɗǝ.
29080b008b	Ɓagha Farisaya ɓa katǝrang ngganda tsahang mee Yeeso ha. Ka a ƙǝƙǝrangganda, tsahang mee nda ha a kyad ǝnsakhrha nǝn a talara hai.
29080c009e	Yibgha fa ndǝghǝn, “Mani na nafiya ƙǝshiid weeriya a kaɗa ǝnsakhrha yi wulteena? Niya pǝrang ƙǝkafek kun, mbǝ ǝnsakhrha sǝ nanda a kyatta wa.”
29080d0049	Tǝrgha mal kanda nǝn, wudgha ahur kombuwol hai tǝɗagha man patu ɗǝ.
29080e0066	Fatsahaya Yeeso mbǝɗang ɗǝ kanda ɓawa nda ɓa tǝ mburodi wa, ƙǝl tal ni kee ahur kombuwol ɗi.
29080f0055	Ƙǝsgha Yeeso thlǝmandan ndǝghǝn, “Kwarama tǝ mehen Farisaya tǝ yi Hirdus.”
2908100061	Tsǝ laɓara nda atenggǝn a pathlang ndan, ndanda, “Ƙǝsǝr mbuwana mburodi sǝ ahar nǝm.”
2908110075	Yeeso sǝnang ɗǝ numan ndan hai ndanggǝn kanda, “Kama nun tsǝ laɓara tǝ ndaarha mbǝ mburodi sǝ ahar nun wa?
2908120068	Kun tǝ yirha mbun a naghǝn wa, tǝ thlǝman nun sǝ mbun a sǝkƙǝn wa? Ɓal wun kula sǝnang hai wa?
290813008a	Kyang ni mburodi ɗa hai tuf a fiya haru kumnggitghǝn tuf, Kutasya kurmi wumang nun kwasamadghǝn?” Ndang ngganda, “Kum kap sǝri.”
2908140099	Ndangga Yeeso kanda, “Kyang ni mburodi ɗa hai mǝd a fiya haru kumnggitghǝn faɗa, kutasa kurmi wumang nun katǝpghǝn?” Ndang ngganda, “Mǝd.”
2908150029	Ndanggǝn kanda, “Sǝnanggun hai wa?”
2908160059	Ɓa nda Mbatsaida ɓa, ɓagha nafiya ɓa tǝ kwamarha hwan Yeeso nda a tsuwarghǝnǝn fa.
29081700be	Ƙǝs har kwamadɗa nǝn kya nda sǝ ma hur talɗi ɗǝnda ƙǝsǝr talɗa ɗǝ. Chakh nǝn yakhrha a yid niifɗa ɗǝ ɗǝfang haara nǝn fa, tsahangga Yeeso mee, “Na ˈya sǝ nana wa?”
2908180052	Ƙǝlagha sǝ ndǝghǝn, “Nggi a na fiya, na nda ƙǝla ɗǝfya a wiirha hai.”
2908190087	Nggǝrgha Yeeso ɗǝfang harghǝn a yid niifɗa ɗǝ. Tǝrgha ingga yidghǝn ɗǝ, nggǝrgha yidghǝn ɓa, nagha a ƙǝlarha ɗǝ ngga.
29081a0064	Wuɗangga Yeeso wureeɗǝ, ndanggǝn, “A nanna a wutta wureeɗǝ a kyanna hur talɗa hai ya wa.”
29081b00a7	Yeeso tǝ fatsahayighǝn ɗǝnda hu talya ɗǝ a Kaisariya Filibi. Nana nda a wiirha hu kwamana tsahangga Yeeso mee fatsahayighǝn, “Na fiya a ndaarha wunni nggi?”
