2800000008	mathiḥ
2a08110095	yanna prakāśayiṣyate tādṛg aprakāśitaṁ vastu kimapi nāsti yacca na suvyaktaṁ pracārayiṣyate tādṛg gṛptaṁ vastu kimapi nāsti|
2a081200bf	ato yūyaṁ kena prakāreṇa śṛṇutha tatra sāvadhānā bhavata, yasya samīpe barddhate tasmai punardāsyate kintu yasyāśraye na barddhate tasya yadyadasti tadapi tasmāt neṣyate|
2a08130047	aparañca yīśo rmātā bhrātaraśca tasya samīpaṁ jigamiṣavaḥ
2a081400c2	kintu janatāsambādhāt tatsannidhiṁ prāptuṁ na śekuḥ| tatpaścāt tava mātā bhrātaraśca tvāṁ sākṣāt cikīrṣanto bahistiṣṭhanatīti vārttāyāṁ tasmai kathitāyāṁ
2a0815006e	sa pratyuvāca; ye janā īśvarasya kathāṁ śrutvā tadanurūpamācaranti taeva mama mātā bhrātaraśca|
2a0816008a	anantaraṁ ekadā yīśuḥ śiṣyaiḥ sārddhaṁ nāvamāruhya jagāda, āyāta vayaṁ hradasya pāraṁ yāmaḥ, tataste jagmuḥ|
2a08170028	teṣu naukāṁ vāhayatsu sa nidadrau;
2a0818013d	athākasmāt prabalajhañbhśagamād hrade naukāyāṁ taraṅgairācchannāyāṁ vipat tān jagrāsa|tasmād yīśorantikaṁ gatvā he guro he guro prāṇā no yāntīti gaditvā taṁ jāgarayāmbabhūvuḥ|tadā sa utthāya vāyuṁ taraṅgāṁśca tarjayāmāsa tasmādubhau nivṛtya sthirau babhūvatuḥ|
2a081900c7	sa tān babhāṣe yuṣmākaṁ viśvāsaḥ ka? tasmātte bhītā vismitāśca parasparaṁ jagaduḥ, aho kīdṛgayaṁ manujaḥ pavanaṁ pānīyañcādiśati tadubhayaṁ tadādeśaṁ vahati|
2a081a006f	tataḥ paraṁ gālīlpradeśasya sammukhasthagiderīyapradeśe naukāyāṁ lagantyāṁ taṭe'varohamāvād
2a081b00ab	bahutithakālaṁ bhūtagrasta eko mānuṣaḥ purādāgatya taṁ sākṣāccakāra| sa manuṣo vāso na paridadhat gṛhe ca na vasan kevalaṁ śmaśānam adhyuvāsa|
2a081c00d0	sa yīśuṁ dṛṣṭvaiva cīcchabdaṁ cakāra tasya sammukhe patitvā proccairjagāda ca, he sarvvapradhāneśvarasya putra, mayā saha tava kaḥ sambandhaḥ? tvayi vinayaṁ karomi māṁ mā yātaya|
2a081d00ed	yataḥ sa taṁ mānuṣaṁ tyaktvā yātum amedhyabhūtam ādideśa; sa bhūtastaṁ mānuṣam asakṛd dadhāra tasmāllokāḥ śṛṅkhalena nigaḍena ca babandhuḥ; sa tad bhaṁktvā bhūtavaśatvāt madhyeprāntaraṁ yayau|
2a081e0076	anantaraṁ yīśustaṁ papraccha tava kinnāma? sa uvāca, mama nāma bāhino yato bahavo bhūtāstamāśiśriyuḥ|
2a081f0053	atha bhūtā vinayena jagaduḥ, gabhīraṁ garttaṁ gantuṁ mājñāpayāsmān|
2a08200094	tadā parvvatopari varāhavrajaścarati tasmād bhūtā vinayena procuḥ, amuṁ varāhavrajam āśrayitum asmān anujānīhi; tataḥ sonujajñau|
2a082100a3	tataḥ paraṁ bhūtāstaṁ mānuṣaṁ vihāya varāhavrajam āśiśriyuḥ varāhavrajāśca tatkṣaṇāt kaṭakena dhāvanto hrade prāṇān vijṛhuḥ|
2a0822007b	tad dṛṣṭvā śūkararakṣakāḥ palāyamānā nagaraṁ grāmañca gatvā tatsarvvavṛttāntaṁ kathayāmāsuḥ|
2a082300df	tataḥ kiṁ vṛttam etaddarśanārthaṁ lokā nirgatya yīśoḥ samīpaṁ yayuḥ, taṁ mānuṣaṁ tyaktabhūtaṁ parihitavastraṁ svasthamānuṣavad yīśoścaraṇasannidhau sūpaviśantaṁ vilokya bibhyuḥ|
2a08240071	ye lokāstasya bhūtagrastasya svāsthyakaraṇaṁ dadṛśuste tebhyaḥ sarvvavṛttāntaṁ kathayāmāsuḥ|
2a082500c3	tadanantaraṁ tasya giderīyapradeśasya caturdiksthā bahavo janā atitrastā vinayena taṁ jagaduḥ, bhavān asmākaṁ nikaṭād vrajatu tasmāt sa nāvamāruhya tato vyāghuṭya jagāma|
2a08260046	tadānīṁ tyaktabhūtamanujastena saha sthātuṁ prārthayāñcakre
2a08270108	kintu tadartham īśvaraḥ kīdṛṅmahākarmma kṛtavān iti niveśanaṁ gatvā vijñāpaya, yīśuḥ kathāmetāṁ kathayitvā taṁ visasarja| tataḥ sa vrajitvā yīśustadarthaṁ yanmahākarmma cakāra tat purasya sarvvatra prakāśayituṁ prārebhe|
2a08280067	atha yīśau parāvṛtyāgate lokāstaṁ ādareṇa jagṛhu ryasmātte sarvve tamapekṣāñcakrire|
2a08290090	tadanantaraṁ yāyīrnāmno bhajanagehasyaikodhipa āgatya yīśoścaraṇayoḥ patitvā svaniveśanāgamanārthaṁ tasmin vinayaṁ cakāra,
2a082a008e	yatastasya dvādaśavarṣavayaskā kanyaikāsīt sā mṛtakalpābhavat| tatastasya gamanakāle mārge lokānāṁ mahān samāgamo babhūva|
2a082b00c1	dvādaśavarṣāṇi pradararogagrastā nānā vaidyaiścikitsitā sarvvasvaṁ vyayitvāpi svāsthyaṁ na prāptā yā yoṣit sā yīśoḥ paścādāgatya tasya vastragranthiṁ pasparśa|
2a082c0034	tasmāt tatkṣaṇāt tasyā raktasrāvo ruddhaḥ|
2a082d00f2	tadānīṁ yīśuravadat kenāhaṁ spṛṣṭaḥ? tato'nekairanaṅgīkṛte pitarastasya saṅginaścāvadan, he guro lokā nikaṭasthāḥ santastava dehe gharṣayanti, tathāpi kenāhaṁ spṛṣṭa̮iti bhavān kutaḥ pṛcchati?
2a082e006d	yīśuḥ kathayāmāsa, kenāpyahaṁ spṛṣṭo, yato mattaḥ śakti rnirgateti mayā niścitamajñāyi|
2a082f00d2	tadā sā nārī svayaṁ na gupteti viditvā kampamānā satī tasya sammukhe papāta; yena nimittena taṁ pasparśa sparśamātrācca yena prakāreṇa svasthābhavat tat sarvvaṁ tasya sākṣādācakhyau|
2a0830007a	tataḥ sa tāṁ jagāda he kanye susthirā bhava, tava viśvāsastvāṁ svasthām akārṣīt tvaṁ kṣemeṇa yāhi|
2a08310088	yīśoretadvākyavadanakāle tasyādhipate rniveśanāt kaścilloka āgatya taṁ babhāṣe, tava kanyā mṛtā guruṁ mā kliśāna|
2a08320072	kintu yīśustadākarṇyādhipatiṁ vyājahāra, mā bhaiṣīḥ kevalaṁ viśvasihi tasmāt sā jīviṣyati|
2a08330097	atha tasya niveśane prāpte sa pitaraṁ yohanaṁ yākūbañca kanyāyā mātaraṁ pitarañca vinā, anyaṁ kañcana praveṣṭuṁ vārayāmāsa|
2a08340073	aparañca ye rudanti vilapanti ca tān sarvvān janān uvāca, yūyaṁ mā rodiṣṭa kanyā na mṛtā nidrāti|
2a0835003c	kintu sā niścitaṁ mṛteti jñātvā te tamupajahasuḥ|
2a08360064	paścāt sa sarvvān bahiḥ kṛtvā kanyāyāḥ karau dhṛtvājuhuve, he kanye tvamuttiṣṭha,
2a08370085	tasmāt tasyāḥ prāṇeṣu punarāgateṣu sā tatkṣaṇād uttasyau| tadānīṁ tasyai kiñcid bhakṣyaṁ dātum ādideśa|
2a08380080	tatastasyāḥ pitarau vismayaṁ gatau kintu sa tāvādideśa ghaṭanāyā etasyāḥ kathāṁ kasmaicidapi mā kathayataṁ|
2a09010082	tataḥ paraṁ sa dvādaśaśiṣyānāhūya bhūtān tyājayituṁ rogān pratikarttuñca tebhyaḥ śaktimādhipatyañca dadau|
2a0902007a	aparañca īśvarīyarājyasya susaṁvādaṁ prakāśayitum rogiṇāmārogyaṁ karttuñca preraṇakāle tān jagāda|
2a09030071	yātrārthaṁ yaṣṭi rvastrapuṭakaṁ bhakṣyaṁ mudrā dvitīyavastram, eṣāṁ kimapi mā gṛhlīta|
2a0904005a	yūyañca yanniveśanaṁ praviśatha nagaratyāgaparyyanataṁ tanniveśane tiṣṭhata|
2a090500bb	tatra yadi kasyacit purasya lokā yuṣmākamātithyaṁ na kurvvanti tarhi tasmānnagarād gamanakāle teṣāṁ viruddhaṁ sākṣyārthaṁ yuṣmākaṁ padadhūlīḥ sampātayata|
2a09060081	atha te prasthāya sarvvatra susaṁvādaṁ pracārayituṁ pīḍitān svasthān karttuñca grāmeṣu bhramituṁ prārebhire|
2a09070059	etarhi herod rājā yīśoḥ sarvvakarmmaṇāṁ vārttāṁ śrutvā bhṛśamudvivije
2a090800ab	yataḥ kecidūcuryohan śmaśānādudatiṣṭhat| kecidūcuḥ, eliyo darśanaṁ dattavān; evamanyalokā ūcuḥ pūrvvīyaḥ kaścid bhaviṣyadvādī samutthitaḥ|
2a09090095	kintu heroduvāca yohanaḥ śiro'hamachinadam idānīṁ yasyedṛkkarmmaṇāṁ vārttāṁ prāpnomi sa kaḥ? atha sa taṁ draṣṭum aicchat|
2a090a00bc	anantaraṁ preritāḥ pratyāgatya yāni yāni karmmāṇi cakrustāni yīśave kathayāmāsuḥ tataḥ sa tān baitsaidānāmakanagarasya vijanaṁ sthānaṁ nītvā guptaṁ jagāma|
2a090b00b6	paścāl lokāstad viditvā tasya paścād yayuḥ; tataḥ sa tān nayan īśvarīyarājyasya prasaṅgamuktavān, yeṣāṁ cikitsayā prayojanam āsīt tān svasthān cakāra ca|
2a090c00fd	aparañca divāvasanne sati dvādaśaśiṣyā yīśorantikam etya kathayāmāsuḥ, vayamatra prāntarasthāne tiṣṭhāmaḥ, tato nagarāṇi grāmāṇi gatvā vāsasthānāni prāpya bhakṣyadravyāṇi kretuṁ jananivahaṁ bhavān visṛjatu|
2a090d00e1	tadā sa uvāca, yūyameva tān bhejayadhvaṁ; tataste procurasmākaṁ nikaṭe kevalaṁ pañca pūpā dvau matsyau ca vidyante, ataeva sthānāntaram itvā nimittameteṣāṁ bhakṣyadravyeṣu na krīteṣu na bhavati|
2a090e0034	tatra prāyeṇa pañcasahasrāṇi puruṣā āsan|
2a090f009a	tadā sa śiṣyān jagāda pañcāśat pañcāśajjanaiḥ paṁktīkṛtya tānupaveśayata, tasmāt te tadanusāreṇa sarvvalokānupaveśayāpāsuḥ|
2a091000be	tataḥ sa tān pañca pūpān mīnadvayañca gṛhītvā svargaṁ vilokyeśvaraguṇān kīrttayāñcakre bhaṅktā ca lokebhyaḥ pariveṣaṇārthaṁ śiṣyeṣu samarpayāmbabhūva|
2a09110066	tataḥ sarvve bhuktvā tṛptiṁ gatā avaśiṣṭānāñca dvādaśa ḍallakān saṁjagṛhuḥ|
2a09120061	athaikadā nirjane śiṣyaiḥ saha prārthanākāle tān papraccha, lokā māṁ kaṁ vadanti?
2a091300af	tataste prācuḥ, tvāṁ yohanmajjakaṁ vadanti; kecit tvām eliyaṁ vadanti, pūrvvakālikaḥ kaścid bhaviṣyadvādī śmaśānād udatiṣṭhad ityapi kecid vadanti|
2a09140070	tadā sa uvāca, yūyaṁ māṁ kaṁ vadatha? tataḥ pitara uktavān tvam īśvarābhiṣiktaḥ puruṣaḥ|
2a0915004d	tadā sa tān dṛḍhamādideśa, kathāmetāṁ kasmaicidapi mā kathayata|
2a091600bd	sa punaruvāca, manuṣyaputreṇa vahuyātanā bhoktavyāḥ prācīnalokaiḥ pradhānayājakairadhyāpakaiśca sovajñāya hantavyaḥ kintu tṛtīyadivase śmaśānāt tenotthātavyam|
2a091700a0	aparaṁ sa sarvvānuvāca, kaścid yadi mama paścād gantuṁ vāñchati tarhi sa svaṁ dāmyatu, dine dine kruśaṁ gṛhītvā ca mama paścādāgacchatu|
2a09180094	yato yaḥ kaścit svaprāṇān rirakṣiṣati sa tān hārayiṣyati, yaḥ kaścin madarthaṁ prāṇān hārayiṣyati sa tān rakṣiṣyati|
2a09190075	kaścid yadi sarvvaṁ jagat prāpnoti kintu svaprāṇān hārayati svayaṁ vinaśyati ca tarhi tasya ko lābhaḥ?
2a091a00de	puna ryaḥ kaścin māṁ mama vākyaṁ vā lajjāspadaṁ jānāti manuṣyaputro yadā svasya pituśca pavitrāṇāṁ dūtānāñca tejobhiḥ pariveṣṭita āgamiṣyati tadā sopi taṁ lajjāspadaṁ jñāsyati|
2a091b00bd	kintu yuṣmānahaṁ yathārthaṁ vadāmi, īśvarīyarājatvaṁ na dṛṣṭavā mṛtyuṁ nāsvādiṣyante, etādṛśāḥ kiyanto lokā atra sthane'pi daṇḍāyamānāḥ santi|
2a091c00a2	etadākhyānakathanāt paraṁ prāyeṇāṣṭasu dineṣu gateṣu sa pitaraṁ yohanaṁ yākūbañca gṛhītvā prārthayituṁ parvvatamekaṁ samāruroha|
2a091d006d	atha tasya prārthanakāle tasya mukhākṛtiranyarūpā jātā, tadīyaṁ vastramujjvalaśuklaṁ jātaṁ|
2a091e0036	aparañca mūsā eliyaścobhau tejasvinau dṛṣṭau
2a091f0073	tau tena yirūśālampure yo mṛtyuḥ sādhiṣyate tadīyāṁ kathāṁ tena sārddhaṁ kathayitum ārebhāte|
2a09200094	tadā pitarādayaḥ svasya saṅgino nidrayākṛṣṭā āsan kintu jāgaritvā tasya tejastena sārddham uttiṣṭhantau janau ca dadṛśuḥ|
2a09210104	atha tayorubhayo rgamanakāle pitaro yīśuṁ babhāṣe, he guro'smākaṁ sthāne'smin sthitiḥ śubhā, tata ekā tvadarthā, ekā mūsārthā, ekā eliyārthā, iti tisraḥ kuṭyosmābhi rnirmmīyantāṁ, imāṁ kathāṁ sa na vivicya kathayāmāsa|
2a09220087	aparañca tadvākyavadanakāle payoda eka āgatya teṣāmupari chāyāṁ cakāra, tatastanmadhye tayoḥ praveśāt te śaśaṅkire|
2a09230079	tadā tasmāt payodād iyamākāśīyā vāṇī nirjagāma, mamāyaṁ priyaḥ putra etasya kathāyāṁ mano nidhatta|
2a0924008f	iti śabde jāte te yīśumekākinaṁ dadṛśuḥ kintu te tadānīṁ tasya darśanasya vācamekāmapi noktvā manaḥsu sthāpayāmāsuḥ|
2a09250064	pare'hani teṣu tasmācchailād avarūḍheṣu taṁ sākṣāt karttuṁ bahavo lokā ājagmuḥ|
2a09260098	teṣāṁ madhyād eko jana uccairuvāca, he guro ahaṁ vinayaṁ karomi mama putraṁ prati kṛpādṛṣṭiṁ karotu, mama sa evaikaḥ putraḥ|
2a092700a6	bhūtena dhṛtaḥ san saṁ prasabhaṁ cīcchabdaṁ karoti tanmukhāt pheṇā nirgacchanti ca, bhūta itthaṁ vidāryya kliṣṭvā prāyaśastaṁ na tyajati|
2a0928005d	tasmāt taṁ bhūtaṁ tyājayituṁ tava śiṣyasamīpe nyavedayaṁ kintu te na śekuḥ|
2a092900ac	tadā yīśuravādīt, re āviśvāsin vipathagāmin vaṁśa katikālān yuṣmābhiḥ saha sthāsyāmyahaṁ yuṣmākam ācaraṇāni ca sahiṣye? tava putramihānaya|
2a092a00b2	tatastasminnāgatamātre bhūtastaṁ bhūmau pātayitvā vidadāra; tadā yīśustamamedhyaṁ bhūtaṁ tarjayitvā bālakaṁ svasthaṁ kṛtvā tasya pitari samarpayāmāsa|
2a092b00af	īśvarasya mahāśaktim imāṁ vilokya sarvve camaccakruḥ; itthaṁ yīśoḥ sarvvābhiḥ kriyābhiḥ sarvvairlokairāścaryye manyamāne sati sa śiṣyān babhāṣe,
2a092c006d	katheyaṁ yuṣmākaṁ karṇeṣu praviśatu, manuṣyaputro manuṣyāṇāṁ kareṣu samarpayiṣyate|
2a092d00b5	kintu te tāṁ kathāṁ na bubudhire, spaṣṭatvābhāvāt tasyā abhiprāyasteṣāṁ bodhagamyo na babhūva; tasyā āśayaḥ ka ityapi te bhayāt praṣṭuṁ na śekuḥ|
2a092e006f	tadanantaraṁ teṣāṁ madhye kaḥ śreṣṭhaḥ kathāmetāṁ gṛhītvā te mitho vivādaṁ cakruḥ|
2a092f0077	tato yīśusteṣāṁ manobhiprāyaṁ viditvā bālakamekaṁ gṛhītvā svasya nikaṭe sthāpayitvā tān jagāda,
2a09300102	yo jano mama nāmnāsya bālāsyātithyaṁ vidadhāti sa mamātithyaṁ vidadhāti, yaśca mamātithyaṁ vidadhāti sa mama prerakasyātithyaṁ vidadhāti, yuṣmākaṁ madhyeyaḥ svaṁ sarvvasmāt kṣudraṁ jānīte sa eva śreṣṭho bhaviṣyati|
2a093100c8	aparañca yohan vyājahāra he prabhe tava nāmnā bhūtān tyājayantaṁ mānuṣam ekaṁ dṛṣṭavanto vayaṁ, kintvasmākam apaścād gāmitvāt taṁ nyaṣedhām| tadānīṁ yīśuruvāca,
2a09320060	taṁ mā niṣedhata, yato yo janosmākaṁ na vipakṣaḥ sa evāsmākaṁ sapakṣo bhavati|
2a0933008c	anantaraṁ tasyārohaṇasamaya upasthite sa sthiracetā yirūśālamaṁ prati yātrāṁ karttuṁ niścityāgre dūtān preṣayāmāsa|
2a0934006f	tasmāt te gatvā tasya prayojanīyadravyāṇi saṁgrahītuṁ śomiroṇīyānāṁ grāmaṁ praviviśuḥ|
2a09350057	kintu sa yirūśālamaṁ nagaraṁ yāti tato heto rlokāstasyātithyaṁ na cakruḥ|
2a093600d2	ataeva yākūbyohanau tasya śiṣyau tad dṛṣṭvā jagadatuḥ, he prabho eliyo yathā cakāra tathā vayamapi kiṁ gagaṇād āgantum etān bhasmīkarttuñca vahnimājñāpayāmaḥ? bhavān kimicchati?
2a09370077	kintu sa mukhaṁ parāvartya tān tarjayitvā gaditavān yuṣmākaṁ manobhāvaḥ kaḥ, iti yūyaṁ na jānītha|
2a0938007d	manujasuto manujānāṁ prāṇān nāśayituṁ nāgacchat, kintu rakṣitum āgacchat| paścād itaragrāmaṁ te yayuḥ|
2a0939007f	tadanantaraṁ pathi gamanakāle jana ekastaṁ babhāṣe, he prabho bhavān yatra yāti bhavatā sahāhamapi tatra yāsyāmi|
2a093a00ad	tadānīṁ yīśustamuvāca, gomāyūnāṁ garttā āsate, vihāyasīyavihagānāṁ nīḍāni ca santi, kintu mānavatanayasya śiraḥ sthāpayituṁ sthānaṁ nāsti|
2a093b009d	tataḥ paraṁ sa itarajanaṁ jagāda, tvaṁ mama paścād ehi; tataḥ sa uvāca, he prabho pūrvvaṁ pitaraṁ śmaśāne sthāpayituṁ māmādiśatu|
2a093c0078	tadā yīśuruvāca, mṛtā mṛtān śmaśāne sthāpayantu kintu tvaṁ gatveśvarīyarājyasya kathāṁ pracāraya|
2a093d00a9	tatonyaḥ kathayāmāsa, he prabho mayāpi bhavataḥ paścād gaṁsyate, kintu pūrvvaṁ mama niveśanasya parijanānām anumatiṁ grahītum ahamādiśyai bhavatā|
2a093e007b	tadānīṁ yīśustaṁ proktavān, yo jano lāṅgale karamarpayitvā paścāt paśyati sa īśvarīyarājyaṁ nārhati|
2a0a0100bc	tataḥ paraṁ prabhuraparān saptatiśiṣyān niyujya svayaṁ yāni nagarāṇi yāni sthānāni ca gamiṣyati tāni nagarāṇi tāni sthānāni ca prati dvau dvau janau prahitavān|
2a0a0200b7	tebhyaḥ kathayāmāsa ca śasyāni bahūnīti satyaṁ kintu chedakā alpe; tasmāddhetoḥ śasyakṣetre chedakān aparānapi preṣayituṁ kṣetrasvāminaṁ prārthayadhvaṁ|
2a0a03005b	yūyaṁ yāta, paśyata, vṛkāṇāṁ madhye meṣaśāvakāniva yuṣmān prahiṇomi|
2a0a040073	yūyaṁ kṣudraṁ mahad vā vasanasampuṭakaṁ pādukāśca mā gṛhlīta, mārgamadhye kamapi mā namata ca|
2a0a050081	aparañca yūyaṁ yad yat niveśanaṁ praviśatha tatra niveśanasyāsya maṅgalaṁ bhūyāditi vākyaṁ prathamaṁ vadata|
2a0a06008f	tasmāt tasmin niveśane yadi maṅgalapātraṁ sthāsyati tarhi tanmaṅgalaṁ tasya bhaviṣyati, nocet yuṣmān prati parāvarttiṣyate|
2a0a0700a3	aparañca te yatkiñcid dāsyanti tadeva bhuktvā pītvā tasminniveśane sthāsyatha; yataḥ karmmakārī jano bhṛtim arhati; gṛhād gṛhaṁ mā yāsyatha|
2a0a08009e	anyacca yuṣmāsu kimapi nagaraṁ praviṣṭeṣu lokā yadi yuṣmākam ātithyaṁ kariṣyanti, tarhi yat khādyam upasthāsyanti tadeva khādiṣyatha|
2a0a09008c	tannagarasthān rogiṇaḥ svasthān kariṣyatha, īśvarīyaṁ rājyaṁ yuṣmākam antikam āgamat kathāmetāñca pracārayiṣyatha|
2a0a0a00ab	kintu kimapi puraṁ yuṣmāsu praviṣṭeṣu lokā yadi yuṣmākam ātithyaṁ na kariṣyanti, tarhi tasya nagarasya panthānaṁ gatvā kathāmetāṁ vadiṣyatha,
2a0a0b00d0	yuṣmākaṁ nagarīyā yā dhūlyo'smāsu samalagan tā api yuṣmākaṁ prātikūlyena sākṣyārthaṁ sampātayāmaḥ; tathāpīśvararājyaṁ yuṣmākaṁ samīpam āgatam iti niścitaṁ jānīta|
2a0a0c007a	ahaṁ yuṣmabhyaṁ yathārthaṁ kathayāmi, vicāradine tasya nagarasya daśātaḥ sidomo daśā sahyā bhaviṣyati|
2a0a0d0133	hā hā korāsīn nagara, hā hā baitsaidānagara yuvayormadhye yādṛśāni āścaryyāṇi karmmāṇyakriyanta, tāni karmmāṇi yadi sorasīdono rnagarayorakāriṣyanta, tadā ito bahudinapūrvvaṁ tannivāsinaḥ śaṇavastrāṇi paridhāya gātreṣu bhasma vilipya samupaviśya samakhetsyanta|
2a0a0e005f	ato vicāradivase yuṣmākaṁ daśātaḥ sorasīdonnivāsināṁ daśā sahyā bhaviṣyati|
2a0a0f005a	he kapharnāhūm, tvaṁ svargaṁ yāvad unnatā kintu narakaṁ yāvat nyagbhaviṣyasi|
2a0a1000e0	yo jano yuṣmākaṁ vākyaṁ gṛhlāti sa mamaiva vākyaṁ gṛhlāti; kiñca yo jano yuṣmākam avajñāṁ karoti sa mamaivāvajñāṁ karoti; yo jano mamāvajñāṁ karoti ca sa matprerakasyaivāvajñāṁ karoti|
2a0a110081	atha te saptatiśiṣyā ānandena pratyāgatya kathayāmāsuḥ, he prabho bhavato nāmnā bhūtā apyasmākaṁ vaśībhavanti|
2a0a120051	tadānīṁ sa tān jagāda, vidyutamiva svargāt patantaṁ śaitānam adarśam|
2a0a1300aa	paśyata sarpān vṛścikān ripoḥ sarvvaparākramāṁśca padatalai rdalayituṁ yuṣmabhyaṁ śaktiṁ dadāmi tasmād yuṣmākaṁ kāpi hāni rna bhaviṣyati|
2a0a14008d	bhūtā yuṣmākaṁ vaśībhavanti, etannimittat mā samullasata, svarge yuṣmākaṁ nāmāni likhitāni santīti nimittaṁ samullasata|
2a0a150141	tadghaṭikāyāṁ yīśu rmanasi jātāhlādaḥ kathayāmāsa he svargapṛthivyorekādhipate pitastvaṁ jñānavatāṁ viduṣāñca lokānāṁ purastāt sarvvametad aprakāśya bālakānāṁ purastāt prākāśaya etasmāddhetostvāṁ dhanyaṁ vadāmi, he pitaritthaṁ bhavatu yad etadeva tava gocara uttamam|
2a0a1600b8	pitrā sarvvāṇi mayi samarpitāni pitaraṁ vinā kopi putraṁ na jānāti kiñca putraṁ vinā yasmai janāya putrastaṁ prakāśitavān tañca vinā kopi pitaraṁ na jānāti|
2a0a170093	tapaḥ paraṁ sa śiṣyān prati parāvṛtya guptaṁ jagāda, yūyametāni sarvvāṇi paśyatha tato yuṣmākaṁ cakṣūṁṣi dhanyāni|
2a0a1800fd	yuṣmānahaṁ vadāmi, yūyaṁ yāni sarvvāṇi paśyatha tāni bahavo bhaviṣyadvādino bhūpatayaśca draṣṭumicchantopi draṣṭuṁ na prāpnuvan, yuṣmābhi ryā yāḥ kathāśca śrūyante tāḥ śrotumicchantopi śrotuṁ nālabhanta|
2a0a19008b	anantaram eko vyavasthāpaka utthāya taṁ parīkṣituṁ papraccha, he upadeśaka anantāyuṣaḥ prāptaye mayā kiṁ karaṇīyaṁ?
2a0a1a0060	yīśuḥ pratyuvāca, atrārthe vyavasthāyāṁ kiṁ likhitamasti? tvaṁ kīdṛk paṭhasi?
2a0a1b00ae	tataḥ sovadat, tvaṁ sarvvāntaḥkaraṇaiḥ sarvvaprāṇaiḥ sarvvaśaktibhiḥ sarvvacittaiśca prabhau parameśvare prema kuru, samīpavāsini svavat prema kuru ca|
2a0a1c005f	tadā sa kathayāmāsa, tvaṁ yathārthaṁ pratyavocaḥ, ittham ācara tenaiva jīviṣyasi|
2a0a1d007f	kintu sa janaḥ svaṁ nirddoṣaṁ jñāpayituṁ yīśuṁ papraccha, mama samīpavāsī kaḥ? tato yīśuḥ pratyuvāca,
