2800000008	Mateusza
2a0c2a00a8	—A kim jest ten wierny i mądry sługa—powiedział Jezus—któremu Pan powierzył opiekę nad innymi swoimi sługami, aby dbał o nich w czasie jego nieobecności?
2a0c2b003d	Nagrodzi go, gdy po powrocie zobaczy dobrze wykonaną pracę.
2a0c2c0038	Z pewnością da mu w zarządzanie cały swój majątek.
2a0c2d00c4	Gdyby jednak ten sługa pomyślał sobie: „Nieprędko wróci właściciel, nie muszę się więc go obawiać” i zaczął znęcać się nad powierzonymi sobie ludźmi, zabawiać się i upijać,
2a0c2e007c	to jego pan powróci w najmniej oczekiwanej chwili. Surowo się z nim wtedy rozprawi i osądzi go wraz z innymi niewiernymi.
2a0c2f0058	Sługę, który znał wymagania właściciela, a nie wykonał ich, spotka większa kara.
2a0c3000a0	Natomiast tego, który ich nie poznał, a też uczynił coś nagannego, spotka mniejsza kara. Im więcej się komuś powierza, tym więcej się od niego wymaga.
2a0c310070	—Przyszedłem—mówił dalej Jezus—wzniecić na ziemi ogień i bardzo bym chciał, aby on już zapłonął.
2a0c32004e	Mam zostać „ochrzczony” i czekam na ten „chrzest” w wielkiej udręce!
2a0c330059	Sądzicie, że przyszedłem przynieść na ziemię pokój? Wręcz przeciwnie—niezgodę!
2a0c340085	Odtąd nawet wśród najbliższych nastąpią podziały: spośród pięciu osób troje poróżni się z dwojgiem, a dwoje z trojgiem;
2a0c350046	ojciec poróżni się z synem, matka z córką, a teściowa z synową.
2a0c360082	Następnie rzekł do tłumu: —Widząc, że od zachodu nadciągają chmury, mówicie: „Będzie deszcz”. I rzeczywiście pada!
2a0c370054	Gdy wieje wiatr z południa, mówicie: „Będzie upał”. I to też się sprawdza.
2a0c380093	Obłudnicy! Trafnie prognozujecie pogodę po wyglądzie nieba i ziemi, ale działania Boga widocznego w obecnych czasach nie potraficie rozpoznać!
2a0c390031	Dlaczego sami nie rozsądzacie, co jest słuszne?
2a0c3a00bf	Jeśli w drodze do sądu spotkasz się ze swoim oskarżycielem, staraj się załatwić sprawę polubownie. W przeciwnym bowiem razie, sędzia skaże cię i zostaniesz wtrącony do więzienia.
2a0c3b0051	Mówię ci, że nie wyjdziesz stamtąd, aż spłacisz cały dług—co do grosza.
2a0d0100a3	Wtedy właśnie niektórzy słuchający donieśli Jezusowi, że Piłat zamordował kilku mieszkańców Galilei, gdy ci składali ofiary w świątyni w Jerozolimie.
2a0d020080	—Czy sądzicie, że byli oni większymi grzesznikami niż pozostali mieszkańcy Galilei, bo spotkał ich taki los?—zapytał.
2a0d03004a	—Wiedzcie, że wszyscy podobnie zginiecie, jeśli się nie opamiętacie.
2a0d04009f	A może uważacie, że tych osiemnastu, którzy ostatnio zginęli pod gruzami wieży w Siloe, było gorszymi grzesznikami niż reszta mieszkańców Jerozolimy?
2a0d050046	Wiedzcie, że czeka was taki sam koniec, jeśli się nie opamiętacie.
2a0d0600b2	Następnie opowiedział im przypowieść: —Pewien człowiek zasadził w ogrodzie drzewo figowe. Co jakiś czas sprawdzał, czy już wydało owoce, ale nigdy ich nie znajdował.
2a0d07008c	W końcu powiedział ogrodnikowi: „Już od trzech lat bezskutecznie szukam na tym drzewie owoców. Wytnij je. Po co marnować ziemię!”.
2a0d08008c	„Daj mu jeszcze jedną szansę”—poprosił ogrodnik. „Pozostaw je do przyszłego roku, a ja starannie je okopię i obłożę nawozem.
2a0d09003b	Może w końcu zaowocuje. Jeśli nie—każ je wyciąć”.
2a0d0a003a	Jakiś czas później Jezus nauczał w szabat w synagodze.
2a0d0b006e	A przebywała tam również pewna przygarbiona kobieta, która od osiemnastu lat nie mogła się wyprostować.
2a0d0c0043	Gdy Jezus ją zobaczył, rzekł: —Kobieto, uwalniam cię od tego!
2a0d0d006d	Gdy położył na nią ręce, natychmiast się wyprostowała i jednocześnie zaczęła wychwalać za to Boga.
2a0d0e00d4	A ponieważ miało to miejsce w szabat, przełożony tamtejszej synagogi z oburzeniem zawołał do tłumu: —Jest sześć dni roboczych! W te dni załatwiajcie swoje uzdrowienia, a nie w święty dzień szabatu!
2a0d0f0087	—Obłudnicy!—odrzekł Jezus. —Przecież każdy z was tego dnia odwiązuje bydło i wyprowadza je z obory, aby mogło się napić.
2a0d1000c3	A tu oto stoi potomkini Abrahama, którą szatan przez osiemnaście lat trzymał w swoich więzach! Czyż więc nie powinienem ich rozwiązać i uwolnić jej właśnie w święty dzień szabatu?!
2a0d110070	Słowa te zawstydziły wszystkich wrogów Jezusa, a ludzie z tłumu cieszyli się z powodu Jego wielkich cudów.
2a0d120064	Zaczął więc ich nauczać: —Do czego można porównać królestwo Boże i jak można je opisać?
2a0d1300c5	Podobne jest ono do małego ziarnka gorczycy, które pewien człowiek zasiał w swoim ogrodzie. Gdy wyrosło, stało się tak dużym krzewem, że na jego gałęziach ptaki zbudowały sobie gniazda.
2a0d14004b	Do czego jeszcze można porównać królestwo Boże?—mówił dalej Jezus.
2a0d150079	—Podobne jest ono do kwasu chlebowego, który kobieta zmieszała z całym workiem mąki a on przeniknął całe ciasto.
2a0d160060	Kontynuując podróż do Jerozolimy, Jezus nauczał po drodze we wszystkich miastach i wioskach.
2a0d17005d	Pewnego razu ktoś Go zapytał: —Panie, czy to prawda, że tylko nieliczni będą zbawieni?
2a0d1800d1	—Drzwi do nieba są wąskie—odpowiedział Jezus. —Dołóżcie zatem wszelkich starań, aby przez nie wejść. Wielu bowiem zechce to zrobić, ale gdy Ja, pan domu, zamknę drzwi, będzie już za późno.
2a0d19008a	I chociaż będziecie stać pod drzwiami, pukać i prosić: „Panie, otwórz nam”, Ja odpowiem: „Nie znam was, więc nie otworzę”.
2a0d1a0058	„Jak to? Przecież jadaliśmy z Tobą i nauczałeś na naszych ulicach?”—powiecie.
2a0d1b0066	Lecz Ja powtórzę: „Naprawdę was nie znam. Odejdźcie stąd wy wszyscy, którzy czynicie zło!”.
2a0d1c00a2	Tam będzie rozpacz i lament! Zobaczycie bowiem w królestwie Bożym Abrahama, Izaaka, Jakuba i wszystkich proroków, sami zaś będziecie wyrzuceni na zewnątrz.
2a0d1d0088	A ludzie ze wszystkich stron świata—ze wschodu i zachodu, z północy i południa—przybędą i zajmą miejsce w królestwie Bożym.
2a0d1e0090	Wtedy wielu z tych, którzy są obecnie uznawani za wielkich, przestanie się liczyć, a inni, teraz uznawani za najmniejszych, będą wielkimi.
2a0d1f006e	Wtedy nadeszli jacyś faryzeusze i powiedzieli Mu: —Lepiej stąd uciekaj, bo Herod Antypas chce Cię zabić.
2a0d2000b3	—To wy idźcie—rzekł Jezus—i powiedzcie temu przebiegłemu lisowi: „Jeszcze dziś i jutro będę uzdrawiał ludzi i uwalniał ich od złych duchów, a pojutrze skończę.
2a0d210086	Muszę jednak przez te trzy dni kontynuować swoją podróż, bo żaden Boży prorok nie może przecież zginąć poza Jerozolimą”.
2a0d2200eb	—Jerozolimo, Jerozolimo!—kontynuował Jezus. —Zabijasz proroków i obrzucasz kamieniami Bożych posłańców! Ileż to razy chciałem przygarnąć twoje dzieci, tak jak kura chroni pod skrzydłami pisklęta. Ale nie pozwoliłaś!
2a0d2300b0	Zbliża się czas, w którym twój dom opustoszeje. Mówię wam: Nie zobaczycie Mnie do chwili, gdy zawołacie: „Błogosławiony, który przychodzi w imieniu samego Pana!”.
2a0e010090	Pewnego razu, w święty dzień szabatu, Jezus gościł w domu jednego z przywódców faryzeuszy. Obecni tam goście śledzili każdy Jego ruch.
2a0e020042	Wtedy stanął przed Nim człowiek cierpiący na wodną puchlinę.
2a0e030091	Jezus zapytał więc zebranych tam faryzeuszy i przywódców religijnych: —Czy Prawo Mojżesza zezwala na uzdrowienie kogoś w szabat, czy nie?
2a0e040071	Oni jednak nie opowiedzieli ani słowem. Wtedy Jezus wziął chorego za rękę, uzdrowił go i odesłał do domu.
2a0e0500a0	Następnie powiedział: —Jeśli wasze dziecko lub zwierzę wpadnie w głęboki dół, to czy natychmiast ich nie wyciągacie, nawet w święty dzień szabatu?
2a0e060027	I znowu nie potrafili Mu odpowiedzieć.
2a0e07006f	Widząc zaproszonych gości, którzy wybierali sobie jak najlepsze miejsca, Jezus dał im następującą radę:
2a0e08007d	—Jeśli ktoś cię zaprosi na wesele, nie zajmuj od razu najlepszego miejsca. Bo gdy wejdzie gość znaczniejszy od ciebie,
2a0e090081	gospodarz domu powie ci: „Proszę, ustąp mu miejsca”. Zawstydzony, będziesz musiał wtedy zająć miejsce na szarym końcu.
2a0e0a00eb	Jeśli więc zostaniesz zaproszony, zajmij najpierw ostatnie miejsce. Gdy zjawi się pan domu, podejdzie i zaproponuje ci: „Przyjacielu, mam dla ciebie lepsze miejsce!”. W ten sposób zostaniesz uhonorowany wobec wszystkich gości.
2a0e0b007b	Każdy, kto się teraz ubiega o wyróżnienie, będzie upokorzony, a ten, kto teraz okazuje pokorę, zostanie wyróżniony.
2a0e0c00bb	Następnie zwrócił się do gospodarza: —Gdy wydajesz przyjęcie, nie zapraszaj wyłącznie przyjaciół, krewnych i bogatych sąsiadów—z nadzieją, że zrewanżują się tym samym.
2a0e0d003d	Zaproś również ubogich, kalekich, ułomnych i niewidomych.
2a0e0e007e	Będziesz szczęśliwy, bo tacy ludzie nie mają czym ci się odwdzięczyć, a nagrodę otrzymasz po zmartwychwstaniu prawych.
2a0e0f0087	Słuchając tych słów, któryś z gości rzekł do Jezusa: —Szczęśliwy będzie ten, kto zasiądzie do uczty w królestwie Bożym!
2a0e10008b	Na to Jezus opowiedział mu taką historię: —Pewien człowiek zamierzał urządzić wielkie przyjęcie i rozesłał mnóstwo zaproszeń.
2a0e110077	Tuż przed rozpoczęciem wysłał do zaproszonych sługę z wiadomością: „Przygotowania zakończone! Zapraszam!”.
2a0e1200a3	Wszyscy jednak zaczęli się wykręcać. Jeden powiedział: „Właśnie kupiłem pole i koniecznie muszę je obejrzeć. Proszę, wybacz mi moją nieobecność”.
2a0e13008a	Drugi powiedział: „Właśnie kupiłem pięć par wołów i akurat wychodzę je wypróbować. Proszę, wybacz mi moją nieobecność”.
2a0e140071	Jeszcze inny tak się usprawiedliwił: „Właśnie się ożeniłem. Chyba rozumiesz, że nie mogę przyjść”.
2a0e1500e4	Sługa wrócił i powtórzył wszystko swojemu panu. Ten, słysząc takie wymówki, rozgniewał się i nakazał: „Natychmiast idź na rynek oraz na ulice miasta i przyprowadź tu biednych, kalekich, ułomnych i niewidomych”.
2a0e16008c	Po wykonaniu polecenia sługa oznajmił: „Panie, stało się tak, jak sobie życzyłeś, lecz mimo to pozostały jeszcze wolne miejsca”.
2a0e17007a	„Wobec tego—rzekł pan—idź poza miasto i nakłaniaj napotkanych do przyjścia, tak aby mój dom był pełen gości.
2a0e18005d	Z tych bowiem, których wcześniej zaprosiłem, nikt nie skosztuje przygotowanych potraw!”.
2a0e19007a	Gdy Jezus udał się w dalszą drogę, razem z Nim szły nieprzebrane tłumy ludzi. Skierował więc do nich takie słowa:
2a0e1a00a6	—Nikt nie może być moim uczniem, jeśli nie kocha Mnie bardziej niż swojego ojca, matkę, żonę, dzieci, braci czy siostry, a nawet bardziej niż samego siebie.
2a0e1b0050	Kto nie bierze swojego krzyża i nie idzie ze Mną, nie może być moim uczniem.
2a0e1c00a7	Rozważcie więc swoją decyzję! Gdy ktoś z was chce rozpocząć budowę, to czy najpierw nie oblicza kosztów i nie upewnia się, że starczy mu na jej ukończenie?
2a0e1d0082	W przeciwnym razie już po położeniu fundamentów może mu zabraknąć pieniędzy. A wtedy stanie się obiektem kpin i żartów.
2a0e1e0077	„Cóż za brak rozsądku!”—powiedzą ludzie. „Zaczął budować i nie skończył, bo nie ma już pieniędzy”.
2a0e1f00b1	Który władca rozpocznie wojnę nie zastanawiając się najpierw, czy swą dziesięciotysięczną armią zdoła pokonać nadciągające dwadzieścia tysięcy żołnierzy wroga?
2a0e200063	Jeśli nie jest w stanie, rozpoczyna rokowania pokojowe, dopóki nieprzyjaciel jest jeszcze daleko.
2a0e210067	Nikt z was nie może więc zostać moim uczniem, jeśli nie wyrzeknie się dla Mnie wszystkiego, co ma.
2a0e220062	Sól jest dobra—mówił dalej Jezus—lecz jeśli utraci swój smak, staje się bezwartościowa.
2a0e230080	Do niczego już się nie nadaje, nawet do nawożenia gleby. Trzeba ją po prostu wyrzucić. Kto ma uszy, niech słucha uważnie!
2a0f010081	Do Jezusa przychodzili wszyscy nieuczciwi poborcy podatkowi oraz inni ludzie znani z grzesznego życia—i uważnie słuchali Go.
2a0f020062	Oburzeni faryzeusze i nauczyciele religijni mówili: —Dlaczego on się zadaje z takimi ludźmi?!
2a0f030027	Jezus odpowiedział im przypowieścią:
2a0f040098	—Kto z was, mając sto owiec, nie zostawi dziewięćdziesięciu dziewięciu i nie szuka jednej, zaginionej na pustkowiu, tak długo, aż ją znajdzie?
2a0f05003b	A znalazłszy, kładzie ją na swoje ramiona i z radością
2a0f060083	wraca do domu! Zaprasza wtedy przyjaciół oraz sąsiadów i mówi: „Cieszcie się razem ze mną! Znalazłem zgubioną owcę!”.
2a0f0700c7	Zapewniam was, że w niebie jest większa radość z jednego zagubionego grzesznika, który się opamięta i wróci do Boga, niż z dziewięćdziesięciu dziewięciu prawych, którzy nie zbłądzili!
2a0f0800ce	Jezus mówił dalej: —Jeśli kobieta zgubi jedną ze swoich dziesięciu cennych monet, to czy nie zapala w domu światła, nie sprząta i nie przeszukuje wszystkich miejsc tak długo, aż znajdzie zgubę?
2a0f090076	A wtedy zwołuje przyjaciółki i sąsiadki i mówi: „Cieszcie się razem ze mną! Znalazłam zgubioną monetę!”.
2a0f0a0061	Tak właśnie cieszą się Boży aniołowie, gdy jeden grzesznik opamięta się i wróci do Boga.
2a0f0b0056	Jezus opowiedział też następną historię: —Pewien człowiek miał dwóch synów.
2a0f0c00a3	Młodszy z nich powiedział: „Ojcze, daj mi już teraz przypadającą na mnie część majątku”. Ojciec zgodził się; podzielił majątek i przekazał synom.
2a0f0d00a5	Kilka dni później młodszy zabrał swoją część i udał się w podróż do dalekiego kraju. Niebawem, prowadząc rozwiązłe życie, roztrwonił cały majątek.
2a0f0e0061	Po pewnym jednak czasie w kraju tym zapanował dotkliwy głód, który i jemu dał się we znaki.
2a0f0f0043	Wtedy postarał się u miejscowego rolnika o pracę przy świniach.
2a0f100072	Był tak bardzo wygłodniały, że chciał się żywić tym, co jadły świnie, ale nawet tego nikt mu nie dawał.
2a0f110086	Opamiętał się wtedy i powiedział sobie: „Zwykli robotnicy mojego ojca mają jedzenia pod dostatkiem, a ja tu przymieram głodem!
2a0f12004b	Wrócę do domu i powiem: ‚Ojcze, zgrzeszyłem wobec Boga i wobec ciebie.
2a0f130072	Nie jestem już godny nazywać się twoim synem, ale przyjmij mnie, proszę, do pracy w twoim gospodarstwie’”.
2a0f1400bd	Wstał więc i wyruszył w drogę. Gdy był jeszcze daleko od domu, ojciec dostrzegł go i—ogarnięty współczuciem—wybiegł mu na spotkanie. Rzucił mu się na szyję i ucałował go.
2a0f150076	„Ojcze, zgrzeszyłem przeciw Bogu i przeciw tobie. Nie jestem już godny nazywać się twoim synem…”—zaczął.
2a0f16009b	„Przynieście tu szybko najlepsze ubranie i przebierzcie go!”—rozkazał ojciec służbie. „Dajcie mu rodzinny pierścień na rękę i buty na nogi.
2a0f170038	Zabijcie też najdorodniejsze cielę! Musimy to uczcić.
2a0f18006e	Mój syn był bowiem jak martwy, ale ożył; był zgubiony, ale się odnalazł!”. I rozpoczęła się uczta.
2a0f190061	Tymczasem starszy syn pracował w polu. Wracając do domu, usłyszał odgłosy muzyki i tańców.
2a0f1a0046	Zawołał więc jednego ze służących i spytał, co się wydarzyło.
2a0f1b0079	„Twój brat powrócił cały i zdrowy. A ojciec z radości kazał przygotować na przyjęcie najdorodniejsze cielę”.
2a0f1c007c	Rozgniewało to starszego brata i nie chciał wejść do domu. Ojciec wyszedł więc do niego i prosił, aby jednak wszedł.
2a0f1d00e7	Syn zaczął wtedy narzekać: „Już tyle lat uczciwie dla ciebie pracuję i nigdy nie zlekceważyłem twojego polecenia! Ale ty nie dałeś mi nawet koźlęcia, abym mógł przygotować przyjęcie i zaprosić swoich przyjaciół.
2a0f1e0091	Gdy jednak wrócił ten wyrodny syn, który roztrwonił twoje pieniądze na prostytutki, ty przygotowałeś dla niego najdorodniejsze cielę!”.
2a0f1f006e	„Synku!”—rzekł ojciec. —„Ty zawsze jesteś ze mną i wszystko, co posiadam, należy już do ciebie.
2a0f20007d	Dzisiaj jednak mamy powód do radości, bo twój brat, który był jak martwy, ożył; był zgubiony, ale się odnalazł!”.
2a100100c4	Nieco później uczniowie usłyszeli od Jezusa jeszcze jedną historię: —Pewien bogaty właściciel zatrudniał zarządcę, który został później oskarżony o złe gospodarowanie majątkiem.
2a1002008c	Wezwał go więc i oznajmił mu: „Słyszę o tobie różne złe rzeczy. Przygotuj rozliczenie, bo nie będziesz już u mnie pracował!”.
2a10030092	„Straciłem taką posadę! Co ja teraz zrobię?”—myślał zarządca. „Nie mam siły do pracy fizycznej, a nie będę przecież żebrać…
2a10040070	Już wiem, co zrobić, aby niektórzy ludzie pomogli mi i przyjęli mnie do swojego domu, gdy stąd odejdę!”.
2a10050064	Wezwał wszystkich dłużników swojego pracodawcy. „Ile jesteś winien?”—zapytał pierwszego.
2a1006009e	„Sto beczek oliwy”—odparł tamten. „Weź więc zobowiązanie”—rzekł zarządca—„i napisz: Winien pięćdziesiąt beczek—resztę umorzono”.
2a100700bf	„A ty, ile jesteś winien?”—zapytał następnego dłużnika. „Dziesięć ton pszenicy”—odpowiedział. „Weź swoje zobowiązanie i napisz: Winien osiem ton—resztę umorzono”.
