2800000007	Amatayo
28162b0090	Ayesu akaalobholelanga, Bahi, Ikombolekabholi “Kwa machili ga Mboomo ja Annoongo, Adaudi ankeme, ‘Hangwana?’ Kwa kubhee Adaudi akalobhola,
28162c00a0	‘Hangwana bhakaalobholela, Hangwana bhangu. Ntame lubhoko lwangu lwa kunnelo, mpaka naabhekange akaapwati bhinu pahi mpaka pampakwapetanga akaapwati bhinu.’
28162d0069	Bahi, handa jikibha Adaudi bhaakema Akilisito ‘Hangwana,’ hikombolekabholi Akilisito mwana jwabhe?”
28162e008c	Jwakwa mundu joha jola jwakakombola kunnyangula Ayesu chilebhe. Kabhele kubhoka lyene lichobha jwakwa jwaakajiga kwaakonya kabhele chilebhe.
281701005f	Ngapena Ayesu bhakalilobholela lilubhalo lya bhandu pamo na bhabhachijigana bhakwe, akalobhola,
2817020069	“Bhabhajigananga Malagilo ga Amusa na Mafalisayo bhakweti mamulaka ga kugaatambulana Malagilo ga Amusa.
28170300a1	Kwa henela mkamulange na kupangana choachela chibhapakunnobholelanga. Nambo nkoto kugajiga gabhatendanga, kwa kubhee ngatendanga genigala handa chibhalobholanga.
28170400b7	Bhenaangota bhatendakwaapapianga bhandu mihigo ja kutopa na ja kulimba paming'ongo jabhenji, nambo bhenaangota ngakombolanga kunyulula hata lukonji ili kupetula jene mihigo ja kutopa.
28170500cf	Bhenaangota bhapangana hikubho yabhenji yoa kupala bhabhonekane na bhandu. Bhatenda kuwala hipande ya mambendela hiitekujandikwa malagilo mmutwe na mmabhoko gabhenji hiibhi na Majandiko ga Malagilo ga Amusa.
2817060065	Mu lichobha likolongwa bhapalanga kutama mu hitengu yakutopea mu Nyuumba ja konganilananga Bhayahudi.
281707007a	Na kupalanga kulamukilwa kwa kutopewa mahali pakonganilana bhandu bhajingi na kupala bhandu bhabhakeme, ‘Bhannyigana.’
2817080090	Nambo mwangota nkoto kemwa, ‘Bhannyigana,’ kwa kubhee Bhannyigana bhinu nga bhamo jika jabhe, na mwangota mwabhoa nga ntendakungagula nenga.
281709007b	Na nkoto kwaakema mundu bhoa bhala, ‘Atati’ pamba pachilambo, kwa kubhee Atati bhinu nga jumo jika, bhabhabhile kunani.
28170a0066	Na wala nkoto kemwanga, ‘Mwachilongola,’ kwakubhee achilongola bhinu nga jumo jika, nga Akilisito.
28170b0056	Nabhena bhabhabhile akolongwa pakati jinunji nga bhapalikwa bhabhee oti abhanda bhinu.
28170c004e	Kwa mundu joajola jwaapkuchikwea apakwaatulua, na jwaachitulua apakwaakwea.”
28170d0125	“Mpakulaganga Bhannyigana bha Malagilo ga Amusa na Mafalisayo, munchitendanga kubhee bhammbone! Ntendakwaahibhilanga bhandu bhakotokugubhona nniyango gwa Umwenye gwa kunani kwa Annoongo kongo mwakaachinabhene ngajingila nkati na kwaakanikia bhabhapala kujiingila bhakotokujingilanga monomwe.
28170e00f8	Mpakulaganga mwangota Bhanyigana Malagilo ga Amusa na Mafalisayo, akaandendemundu! Ntenda kwatolelanga akaawelwa hilebhe yabhenji, kwa kuchitenda bhammbone ntenda kujopanga kwa kutandamala. Ligongo lyenelyo mpakupatanga ukumu jijibhii ngolongwa.”
28170f014a	“Mpakulaganga mwangota Bhannyigana Malagilo ga Amusa na Mafalisayo, mwangota nga akaandendemundu! Ntenda kujaulanga mu bahali na chilambo chijomo ili kwaapata mundu jumo ahobhalele handa chintendakuhobhalela. Pampakwaapata, muntendanga bhapalikwe mala jibhele kujaula ku mooto gwangahimika machobha goa kupunda mwachinabhene.”
281710010f	“Mpakulaganga akaachilongola bhangalola! Mwangota mulobholanga, ‘Amundu handa bhapakulapila ku Nyuumba ja Annoongo, kulapila konokwe nga chilebhe, nambo bhapakulapila kwa chaabu jijing'anyima ja Nyuumba ja Annoongo, kulapila konokwe kwa jono mundu kupakwanamatila.’
2817110094	Mwangota bhangalola akaajinga! Chiniki chichibhi chammbone muno, chahabu au Nyuumba ja Annoongo lichitenda jene chahabu kondekwa nnongi ja Annoongo?
28171200f7	Kabhele nnyigananga, ‘Kila mundu abhapakulapila mu litatali lya kubhokea mbeeko kwa Annoongo, ngabha chilebhe, nambo handa bhapakulapila kwa chadaka jijibhi nnani ja litatali lya kubhokea mbeeko kwa Annoongo, kulapila konokwe kupakwanamatila.’
28171300bf	Mwangota mwangalola! Nga chiniki chichibhi chammbone muno, jenijela chawadi, au mu litatali lya kubhokea mbeeko kwa Annoongo yakubhee bhatendanga jene ngwahupa jikondekwe nnoongi ja Annoongo?
281714008d	Bhabhalapila kwa litatali lya kubhokea mbeeko bhaalapile mu lyene litatali lya kubhokea mbeeko, na kwa choa chela chichibhekitwe nnani jabhe.
28171500c9	Na bhabhalapila mu litatali lya kubhokea mbeeko kwa Annoongo bhatekulapila kwa lyenelyo litatali lya kubhokea mbeeko kwa Annoongo na kabhele na kwa bhenibhala bhabhatamite bhabhatamanga nkati jabhenji.
281716008a	Na bhena bhabhalapila kunani kwa Annoongo, bhalapila kwa chitengu cha Umwenye gwa Annoongo, na kwa jonojwe jwatama pachitengu chenecho.”
2817170170	“Mpakulaganga, mwenga Bannyigana Malagilo ga Amusa na Mafalisayo! akaandendemundu! Ntochanga bhandu lilubhalo lya komi, hata nnani ja mahamba gakunungila, matoongola na jila, na kongo ntendakulekanga hikubho yammbone ya Malagilo ga Amusa handa henela gagakondekwa kwa Annoongo, kia na kuhengwai. Genago nga gagapaalikwa kugakamula pangali kulibhalila genigala gangi.
2817180079	Mwangota akaachilongola bhangalola! Ntendakubhoanga mabhembe mu chilebhe ching'wenganga, nambo ntendakumilanga ngamia.”
28171900f0	“Mpakulaganga mwangota Bhannyigana Malagilo ga Amusa na Mafalisayo, mwangota akaandendemundu! Mujelejea panja ja chikombe na bakuuli, nambo nkati mtwelilinge hilebhe muhipatite kwa kwaapokanga bhandu handa chintekupalanga mwakachinabhene.
28171a005f	Mwe Mfalisayo mwangalola! Nchijelejee oti chikombe nkati na panja chipakubhee chwapi hiyoyo!”
28171b00fc	“Mpakulaganga mwangota Bhannyigana Malagilo ga Amusa na Mafalisayo, mwangota akaandendemundu! Mmilinge handa makabuli gagapakilwe uwakala yakubhee panja gabhonekana gatekuhalala, nambo nkati gatwelile mahupa ga bhabhawilinge na kila namuna ja uwakwa.
28171c0075	Hiyoyo mwangota kwa panja mmonekana na kila mundu kubhee mwammbone, nambo nkati mtwelilinge undendemundu na ubohu.”
28171d00b5	“Mpakulaganga Bhannyigana Malagilo ga Musa na Mafalisayo, mwangota akaandendemundu! Mchengelanga makabuli ga Akaalondoi na kugatenda makabuli ga bhandu bhammbone gabhonekane maha.
28171e008d	Mwalobholanga, handa twenga tukabhee muda gwa akanahota bhitu pabhakibha bhamomi, tukakondikinehopo na bhenaangota mu kwaakomanga Akaalondoi.
28171f0065	Henela mwachinabhene ntendakondanga kubhee mwangota nga bhana bha bhandu bhabhakaakomanga Akaalondoi.
2817200054	Henela, nkajomolekeange lyeni lyela lihengo lya akanahota bhinu bhabhakalijemekanga!
2817210074	Mwangota mwakaabhelei bha lijoka, nkombolanga bholi kujibhutuka hukumu ja kujaula kumooto gwangahimika machobha goa?
281722012a	Nenga nannetelanga mwangota akaalondoi na bhandu akaakola malango na bhabhajigana, na bhangi bhabhenji mwangota mpakwaakomanga na kwaabhamba panchalaba, na bhangi bhabhenji mpakwaapotanga mihimbati mu Nyuumba yinunji ya konganilana Bhayahudi na kwaakagulanga kubhoka ku chilambo chimo mpaka chengi.
2817230159	Kulaga kupakuhika kwinu ligongo lya akanahota bhinu bhakaakomanga bhandu bhammbone. Kubhoka pabhakakomekwa Aabeli jwakibha jwanga kulemwa, mpaka kukomekwa kwa Azakalia mwana jwa Abalakia, jonijola munkaakomanga pa litatali lilichengitwe kwa maganga pakubhokea mbeeko mu litatali lya kubhokea mbeeko kwa Annoongo pakati ja mahali papabhi chwaapi.
281724005d	Ndendakunnobholelanga kweli, chibhelei chenjeni chipakuhukumulikwa ligongo lya genago goa!”
2817250134	“Mwangota bhandu bha ku Yelusalemu! Bhandu bha ku Yelusalemu! Mwakomanga Akaaolondoi na kwaapotanga maganga bhenibhala bhabhakatumwanga kwaachinunji! Nga mala jilengwa nyigite kwakondanika bhana bhinu kwaachangu? Handa henela kongo bhabhatendanga kwa yaana yabhe pahi ja mapapatilo gakwe, nambo mwangapala!
281726003b	Nnole nyuumba jinunji jitekulekwa panga chilebhe na ukebha.
2817270095	Ndendakunnobholelanga kweli, ngamona kabhele mpaka pampakulobhola, ‘Bhatekutendelwa gammbone bhenabho bhabhapakuhika kwa lihina lya Hangwana.’”
28180100b5	Ayesu akabhoka pa Nyuumba ja Annoongo, na pabhakibha atenda kujaula, bhabhachijigana bhabhe bhakaajendelela, bhakajemekanga kulongela nabho ngani ja Majuumba gangi gagakibha penapo.
28180200c3	Ayesu akaalobholelanga, “Kombolanga kugalola majuumba ganga goa! Ndendakunnobholelanga kweli, lyakwa hata liganga limo lilipakuigalila pamba panani ja lyengi, kila chilebhe chipakubomolekwa.”
28180300f0	Ayesu pabhakibha atamite palitombi lya Mizeituni, bhabhachijigana bhakaajendelela pantemela, akaakonyanga, “Ntulobholele hikubho heye hipakubhokela lichobha niki?” “Na hilolelo niki hipakulangia kuhika kwinu na kupela kwa chilambo?”
2818040046	Ayesu akabhajangulanga, “Mmangange miho nkoto kutembwanga na amundu.
28180500a7	Kwa kubhee bhajingi bhapakuhika kwa kupetela lihina lyangu, bhabhikulobholanga kila mundu, ‘Nenga nga Akilisito!’ na bhenaangota bhapakwaatembanga bhandu bhajingi.
281806009b	Mpakujohanga ngani ja ngondo na nong'ominong'omi ya ngondo, nambo nkotokuhechukanga, kwa kubhee genago gapalikwa kubhokela, nambo kupela hoko kubhii tangu.
28180700b6	Bhandu bha chilambo chimo chipakupotana na bhandu bha chilambo chengi, ungwana gumo gupakupotana na ungwana gongi. Pambani na penipala papakubhee na njala na milindimilo ja chilambo.
2818080045	Genago goha nga handa kujemeka kwa uchuungu gwa kuchijogola mwana.”
2818090085	“Ngapena bhapakunkamulanga mwangota na kunpotanga na kunkomanga. Bhandu bha hilambo yoa hipakunchimwanga ligongo lya lihina lyangu.
28180a006b	Muda gonogwe, bhandu bhajingi bhapakulekanga kunhobhalela, na bhenaangota bhapakugalukananga na kuchimwana.
28180b004f	Na bhapakupitilanga akaalondoi bhajingi bha unami na bhapakwatembanga bhajingi.
28180c0057	Ligongo lya kujonjokeka kwa ubohu nnyingi, kupalana kwa bhandu bhajingi kupa kupongoka.
28180d003b	Nambo jwapakupumilia mpaka kupela jonojwe nga apakombolewa.
28180e00a7	Kabhele Ngani ja Jammbone ya Umwenye gwa Annoongo jipakutangachika pachilambo choa, ili bhandu bhoa bha chilambo bhajoange, penapo nga konikola kupela pagupakuhika.”
28180f00a3	“Pampakubhonanga, ‘Chilebhe chichileta ubohu’ chichilobholikwe na alondohi Adanieli. Chijemite pa Nyuumba ja Annoongo.” Jwaachoma na bhaimanye maana gakwe!
2818100059	“Ngapena bhandu bhoa bhabhabhile ku chilambo cha ku Yudea na bhabhutukilange muhitombi.
2818110067	Na jwaabhile nnani ya chipagala cha nyuumba jabhe bhakoto kutuluka na kutola chilebhe mu nyuumba jabhe.
2818120040	Na jwabhii kumigonda bhakoto kubhuja kuyeto kutola ngobho jabhe.
2818130083	Gapakubhee machobha ga kulaga muno kwa akaahikege bhabhabhi na hitumbo na akahikege bhabhabhii na hilemba hiijonga machobha genago!
281814005d	Mwajopange Annoongo kutila kwinu kukoto kubhee machobha ga malili au Lichobha lya Kupomolela!
2818150094	Kwakubhee machobha genago bhandu bhapakulaganga muno yakubhee kwangapitilanga tangu kujemeka kwa chilambo mpaka leleni, wala ngapitila hopo kabhele.
28181600a9	Handa machobha genago ngapongookwa na Annoongo, jwakwa amundu joajola jwaapakuokoka, nambo Annoongo apakugapongoa machobha hago ligongo lya bhenibhala bhabhaagulikwe.”
2818170077	“Handa amundu apakunnobholelanga, ‘Nnolange Akilisito bhabhi pambani, andaje bhabhi konikola,’ nkotokwahobhalela.
2818180100	Kwa maana bhapakupitilanga akaalondohi bha unami, na bhandu yakubhee bhapakulongelanga unami na kulongela bhenaangota angota Akilisito. Bhapakutendanga yakangachika na hilolelo hikolongwa, ili kwatembenga bhandu, hata kwa bhandu bhabhaagulikwe na Annoongo.
2818190038	Nnyoanikiange, ndekunnobholelanga tangu gangabhokela.”
28181a009c	“Handa bhandu bhakannobholelanga, ‘Nnolelange, bhabhi kulikonja,’ nkotokujaulanga konokwe, au, ‘Nnolange, bhatekuchiiya nkati,’ nkotokwahobhalela.
28181b0071	Kwa maana handa njai pajimwetuka kubhoka kuulabho hata kuuwelo, nga chiipakubhee kuhika kwa Amwana bha Amundu.”
28181c004a	“Kwakubhee poapala pachiwile chinyama nga pabhakondanikanga matumbui.”
28181d00a3	“Pagapakujomoka machobha hago ga kulaga, lihobha lipakulekelwa lubhendu, mwehi ngabhoa nhana, na ndondwa hipakugwee kubhoka kunani, na kulihunde kupakupukunyika.
28181e00f7	Kubhoka penapo, hilolelo ya Amwana bha Amundu hipakubhonekana kunani, na penapo hilongelo yoa ya pachilambo hipakuguta, na bhenaangota bhapakwaabhona Amwana bha Amundu abhi kuhika panani ja mahunde ga kunani pamo na machili na ng'anyimo nkolongwa.
28181f00ef	Na bhena apakwaatuma akaatumichi bha kunani kwa Annoongo bhabhabhile na lipenga lilijemba muno, na bhenaangota bhapakwaakondanika bhabhagulikwe kubhoka kila upande gwa chilambo, kubhoka kujomoka kongo kwa mahunde mpaka kujomoka kongoni.”
281820008a	“Muchijigane kulandanikia na nkongo gwa nkojo. Nyaambi yabhe paijemeka kuhipuka mahamba, mmanyanga kubhee machobha ga hula gabhandikile.
2818210087	Na mwangota hiyoyo pampakubhona hikubho heye yoa gabhi kutendeka, mmanyange kubhee muda gwa kupitila genago goha gutekubhandikila muno.
281822005e	Ndendakunnobholelanga kweli, chibhelei chenjeni ngapena, tangu ja hikubho yeneyo yoa kupitila.
2818230041	Kulihunde na chilambo hipakupeta, nambo malobhe gangu ngapeta.”
28182400ac	“Nambo, nnani ja lichobha au muda jwakwa mundu jwahimanya hipakubhee lii, ngabha akaatumichi bha kunani kulihunde, wala ngabha mwana, ila Atati jikajabhe nga jwaimanyite.
2818250055	Handa chiikabhee machobha ga Anuhu, nga chiipakubhee kuhika kwabhe Amwana bha Amundu.
28182600eb	Kwa kubhee machobha gala tangu kwa kupitila hula ngolongwa, bhandu bhabhakibha bhatenda kulyee, na kung'wee, bhakilombelanga, na kulombwa, mpaka lichobha lyela Anuhu pabhakajingila nkati ja gonigola ntumbwi nkolongwa gukemitwa chapina,
28182700af	bhandu bhangahimanyanga chichipakupitila hula jikakoma kwa muda ntandamao na bhandu bhakajomokanga ligongo lya machi majingi, hela hela nga chibhapakuhika kwa Mwana jwa Mundu.
281828005e	Muda gonogwe bhandu bhabhele bhapakubhee kung'onda, jumo bhapakutolekwa na jongi bhapakulekwa.
281829006c	Akaahikege bhabhele bhapakukubhee bhayaganga mapemba paliganga, bhamo bhapakutolekwa, na bhamo bhapakulekwa.
28182a005a	Bahi, mmangange miho, kwa kubhee ngalimanyanga lichobha niki libhapakuhika Hangwana bhinu.
28182b00a1	Nambo nkombokelange chikubho chenjeni, handa akola nyuumba handa bhakalimanyite lichobha abwii chibhapakuhika, akacheite, wala ngaleka nyuumba jabhe jibomolekwe.
28182c006e	Kwa henela, mwangota kabhele mmangange tayali, kwa kubhee Amwana bha Amundu bhapakuhika muda gwangamanyika.”
28182d00c0	Ayesu bhakajendelea kulobhola, “Nga aganiki bahi antumichi jwammbone na bhabhii na malango, yakubhee hangwana bhabhe bhapakwabheka nnani ja bhandu bhabhe, bhaapekee chakulya kwa muda gwabhe?
28182e0055	Ntumichi jonojwe apakuhangalala muno muda hangwana pabhapakubhuja abhikutenda henela.
28182f005a	Ndendakunnobholelanga kweli, bhapakwabheka abhanda bhenabho bhailolekee hilebhe yabhe yoa.
281830007b	Nambo handa antumichi apakubhee jwangammbone apakuchilobholela mu ntima gwabhe, ‘Hangwana bhangu atenda kabha kubhuja,’
281831006b	Ngapena akajemeka kwaapotanga akaabhanda ajabhe, akajemeka kulyee na kung'wee pamo na bhandu bhabhakolelwa,
2818320044	akolo bhabhe apakuhika lichobha lyangamanyika ma muda gwangamanyika.
2818330069	Apakwapota muno na kwabheka chibhoga chimo na bhandu bhanganyonikia. Konokwe apakuguta na kuyaga mino.”
28190100a3	“Gono muda, Umwenye gwa kunani kwa Annoongo gutenda kulandana henela. Akaamwali komi bhabhatolitinge hibatali yabhenji na kujaula kwaapokela hangwana jwalombela.
2819020054	Nhano pakati ja bhenabho komi bhakibhanga akaajinga na nhano bhakibhanga na malango.
2819030067	Bhenibhala akaajinga bhakapetulanga hibatali yabhenji, nambo bhangapetulanga mahuta gangi gakujonjokea,
281904005f	nambo bhenibhala bhabhabhii na malango bhakapetulanga mahuta mu yupa pamo na hibatali yabhenji.
2819050067	Hangwana jwalombela pabhakakabha kuhika bhenibhala akamwali bhoa bhakagochelanga na kugoloka lugono.”
281906006e	“Pakati ja kilo mundu jumo akapota nyenye, ‘Hangwana jwalombela bhatenda kuhika! Nnyaulange mkaapokele!’
2819070054	Penapo akamwali bhoa bhakajimukanga, bhakahalakia hibatali yabhenji ili hijake maha.
2819080085	Bhenibhala akaajinga bhakaalobholelanga bhenibhala bha luunda, ‘Ntupekeange mahuta ginu nkachoko hibatali yitu hitenda kuhimika.’
2819090090	Nambo bhenibhala bhabhabhii na malango bhakaajangulanga, ‘Ngatutochanga twenga na mwangota, mbaya nnyendange kuliduka nkahemelange ginunji!’
28190a00f6	Penapo bhenibhala akamwali akaajinga pabhakajaulanga kuhemela mahuta. Kongo kuyeto hangwana jwalombela bhakahika, na bhenibhala akaamwali bhabhakibha tayali bhakajingilanga pamo na bhena mu nyuumba jijitendeka ulombela, na nniango gukajigalwa.”
28190b0074	“Pagukapeta muda kachoko bhenibhala akamwali bhajinga bhakahikanga, bhakakema, ‘Akolo, akolo, ntujogolele!’”
28190c0060	Nambo jonojwe akaajangulanga, “Ndendakunnobholelanga kweli, ‘Nimmanyangahopo mwangota.’”
28190d0074	Ngapena Ayesu akajomolekea kulongela, “Mmangange miho, kwa kubhee ngalimanya lichobha wala muda gupakubhee lii.”
28190e009b	“Kabhele Umwenye gwa Annoongo gupakubhee henela. Mundu jumo jwaapala kujaula ulendo, bhakaakema akaabhanda bhabhe na kwaabheka bhailolekee hilebhe yabhe.
28190f00a0	Bhakaapekea kila mundu kubhokana na uwecho gwabhe, jumo hiyuko nhano ja mbiya, jongi hiyuoko hibhele na jongi chihuko chimo cha mbiya, penapo bhakajaula ulendo.
281910006b	Mmanda jwaakapata hiyuko nhano bhakajaula na kuhitendela lihengo, akajonjokea hiyuoko yengi ja mbiya nhano.
2819110057	Hela hela na bhenibhala jwaakapata mihuko hibhele ya mbiya bhakajonjokea yengi hibhele.
281912007b	Nambo bhenibhala bhabhakapata chihuko chimo bhakajenda, bhakahemba lihembo pahi, bhakajihelela mbiha ja hangwana bhabhe.”
281913006f	“Pagakapeta machobha gajingi, bhakahika hangwana na akaabhanda bhabhe kukonya bhatendite niki mu mbiha jabhe.
28191400e4	Jonijola antumichi jwaakaapata chihuko cha mbiya nhano akahika na nnyonjokeo gwa talanta yengi nhano, akaalobholela, ‘Hangwana, nkambekea chihuko cha mbiyaa nhano,’ ‘Nnole mbatite kujonjokea hihuko yengi ya mbiya nhano.’
28191500d7	Hangwana bhabhe bhakaalobholela, ‘Yammbone, mwenga antumichi jwammbone na jwakuaminika.’ ‘Mmi jwa kuaminika hata kwa hilebhe hichoko hichoko, mbakumkamua makolongwa. Nhike nhangalale pamo na hangwana bhinu!’
28191600f8	Ngapena jonijola antumichi jwakapata hihuko hibhele ya mbiya hibhele nabhena akahika, akabhoa hihuko yengi hibhele hiijonjokike. Akalobhola, ‘Hangwana nkambekea hihuko hibhele ya mbiya. Ntole hihuko yinu yengi hibhele niipatite kwa kujonjokea.’
28191700c9	Hangwana bhabhe akajangula, ‘Yammbone, abhanda jwammbone na jwakuaminika!’ ‘Mmile jwakuaminika mu hikubho hichokochoko, mbakunpekea hikubho hikolongwa. Nhike nhangalale pamo na hangwana bhinu!’
28191800cb	Nambo jonijola jwakapata chihuko chimo akahika, akalobhola, ‘Hangwana, niimanyi mwenga nga mundu jwakulimba, mwenga ntenda kuhuna penipala pangapanda mbeju, na ntenda kukumba penipala pangamicha mbeju.
2819190056	Ngajogopa, nakahiiya mbiha jinu pamandopi. Mpetule jenjeni mihuko jinu ja mbiha.’”
28191a00aa	“Hangwana bhabhe bhakaalobholela, ‘Mwenga nga mmanda abohu na mkata! Muhimanyi kubhee nenga ndenda kuhuna penipala panangapanda mbeju, na kukumba panga kumicha mbeju.
28191b0094	Mkapalikwa kuibheka mbiha jangu kwa bhandu bhabhauchanga na kuhemela bunyu, nanenga chimbakuhika ngajipetula jenijele mihuko jangu na jijijonjokike.
28191c0048	Bahi, munpokange jene mbiha mumpee bhenibhala bhabhabhii na hihuko komi.
28191d011e	Kwa maana mundu joajaola jwaatendela lihengo chilebhe chindekwaapekea mbaakwajonjokea na chengi, na jono apakubhee na hijingi. Nambo mundu joajola jwaatendelahopo lihengo chilebhe chichooko chindekwaapekea, hata chenechela chichoko chibhabhii nacho, na chene chichooko mbaakwapokonyola.
28191e0087	Na mmanda ojojo jwangajonjokea mbiha, munlekelange panja palubhendu! Konokwe bhapakuguta na kuyaga mino ligongo lya hibhini muno.’”
28191f00b8	“Penapo Amwana bha Amundu pabhapakuhika mu ukolo gwabhe, pamo na akaatumichi bha kunani kwa Annoongo bhoa, penapo bhapakutama nnani ja chitengu chabhe cha ukolo bhene akibha Amwenye.
281920009b	Bhandu bha hilambo yoa bhapakongananga nnongi jabhe, nabhena bhapakwaabheka bhandu kwa malubhalo handa anchungaji chibhaabheka malubhalo ngondolo na mbuhi.
281921005b	Bhapakwaabheka ngondolo lubhoko lwabhe lwa kunnelo na mbuhi lubhoko lwabhe lwa kunchiji.”
28192200da	Ngapena Amwenye bhakaalobholela bhenibhala bhabhabhii lubhoko lwabhe lwa kunnelo, “Nhikange mwangota mubhekitwe ligongo lya Annoongo, Atati bhangu, npokelange umwenye gugutekupanganikwa tangu kuhalakiwa kwa chilambo.
2819230090	Kwa kubhee nakibha na njala na mwangota mkambekea chakulya, nakibha na nyoota na mwangota mkambekea machi, nakibha ageni na mwangota mkambokela,
281924009b	nakibha nanga ngobho, na mwangota mkambekeanga ngobho, nakibha ndenda kulwala mkahikanga kunola, nakibha kuchitabho na mwangota mwakahikanga kutyangila.”
28192500c1	Penapo, bhandu bhabhakamwile bhagapala Annoongo bhapakwajangula, bhabhi kulobhola, “Hangwana, lii tukammona mmi na njala na twenga tukampee chakulya, na mmi na nyota na twenga tukampee machi?
2819260069	Lii tukammona mmi ageni na twenga tukampokela, na mwangawala bhongo, na twenga tukampee ngobho ya kuwala?
2819270046	Lii tukammona mmi mtamwa au ntekutabhwa na twenga tukahikanga kunnola?
28192800a3	Amwenye bhapakwaajangula, ‘Ndendakunnobholelanga kweli, kila chilebhe chintendilinge jumo jwa habha akaalongo bhangu bhangamanyikana, mkandendelanga nenga!’”
28192900f6	“Ngapena bhapakwaalobholelanga bhenibhala bhabhabhile lubhoko lwabhe lwa kunnchiji, ‘Mmokange nnongi jangu mwangota muntekulaaniwa na Annoongo! Nnyendange kumooto gwangahimika machobha goa gugubhekitwe ligongo lya lichetani bhatumichi bhabhe!
28192a005f	Kwa kubhee nakibha na njala mwangambee chakulya, nakibha na nyota mwangambee machi ga kung'wee.
28192b00b9	Nakibha ageni na mwangota mwangambokela, nakibha nangawala ngobho nambo mwangota mwangambee ngobho ya kuwala, nakibha atamwa na kutabhwa muchitabho nambo mwangota mwangahika kunnola.’
28192c00a6	Penapo bhenaangota bhapakujangulanga, ‘Hangwana nga lii tukammona mmi na njala au nyoota, mmi ageni au mwangawala ngobho, mmi atamwa na twenga twangannyangatila?’
28192d00a5	Na bhena bhapakwaajangulanga, ‘Nannobholelanga kweli, kila pamkakananga kwaatendela hikubho heye jumo jwa habha bhangamanyikana, nkakananga kundendela nenga.’”
28192e00a6	“Bahi, habha bhapakupatanga kuhukumu jangapela. Nambo bhenibhala bhabhagakamula bhagapala Annoongo bhenabho bhapakujingila mu umomi gwa machobha goa pangakupela.”
281a010052	Ayesu pabhakajomola kulobhola genago goa, akaalobholelanga bhabhachijigana bhabhe,
281a0200a1	“Mmanyanga kubhee pagapakupeta machobha gabhele kupakubhee na lichobha likolongwa lya Pasaka, na Amwana bha Amundu bhapakugalukwa ili bhabhambwe panchalaba.”
281a030088	Gono muda Akaakung'i akolo na akanachilongola bha Bhayahudi bhakakongana pamo paluwani lwa nyuumba ja Akayafa jwaakibha Akung'i Amwenye.
281a040043	Bhakakongolelana ndela ja kunkamula Ayesu kwa kuhiiya ili bhaakome.
281a050089	Nambo bhakalobholanga, “Chikubho chenecho chikotokubhee mu lichobha likolongwa lya Pasaka, ili gukotokupetela ukomo nkati ja bhandu.”
281a060042	Ayesu pabhakibha ku Betania, kaja kwa Asimoni, jwakibha na matana,
281a0700ab	mwikege jumo jwakibha na chupa chichitwelile mahuta ga kunungila ga bei ngolongwa, bhakahika penipala Ayesu pabhatenda kulyee chakulya, bhakaakuchulila gena mahuta mmutwe.
281a080065	Bhabhachijigana bhabhe pabhakabhona genago bhakachimwanga, bhakalobholanga, “Janiki achala jenjeni?
281a090071	Kwa kubhee mahuta gangani nga ga bei ngolongwa, hikakombolike kuhuchwa na yene mbiha bhakaapekiinge akaahocho.”
281a0a0083	Ayesu bhakagamanya chibhaganikia, bhakaalobholela, “Mboni ntendakunhabhuanga mwikege hojo? Jonojwe atekutenda chikubho chammbone.
281a0b005a	Akaahocho mmi nabho machobha goa, nambo nenga mbakubheehopo pamo na mwangota machobha goa.
281a0c0050	Hojo mwikege bhatekunguchulila mahuta gakunungila ili kumeka tayali kwa kunjika.
281a0d00ac	Nannobholelanga kweli, poa pala pachilambo pabhapakutangachiwanga jenje Ngani Jammbone, chikubho chaachitendite hojo mwikege chipakulongoleka kwa kwaakombokela bhenabho.”
281a0e0078	Ngapena jumo jwa bhenibhala bhabhachijigana komi na bhabhele, bhakemitwa Ayuda Isikaliote, bhakajaula kwa Akung'i Akolo,
281a0f0093	bhakaakonyanga, “Mpakumbee chilebhe niki handa mbakwaagaluka Ayesu kwaachinu?” Bhakaalangia hipande makomi gatatu ga maganga gagakemitwa mbiha.
281a100041	Kubhoka penapo Ayuda bhakibha bhalolea ndela ja kwaagaluka Ayesu.
281a1100d1	Lichobha lya kujemeka tangu ja lichobha likolongwa lya mikate jangalekelwa chilongo, bhabhachijigana bhakaajendela Ayesu bhakaakonya, “Mpala tumpanganikie koji chakulya cha lichobha likolongwa lya Pasaka?”
281a1200cb	Ayesu akaajangulanga, “Nnyaulange kunnyini kwa analome teno, mkaalobholele, ‘Bhannyigana bhalobhola, muda gwangu guikite, kwaachinu mbakulyee chakulya cha Pasaka pamo na bhabhachijigana bhangu.’”
281a13005f	Bhabhachijigana bhakatendanga handa Ayesu chibhakaalagia, bhakaapanganikia chakulya cha Pasaka.
281a14005d	Pajikahika kimuho Ayesu na bhabhachijigana bhabhe komi na bhabhele bhakatama kulyee chakulya.
281a150067	Pabhatendita kulyee, Ayesu bhakalobhola, “Ndendakunnobholelanga kweli, jumo gwinu bhapakung'aluka.”
281a160076	Bhabhachijigana ikaabhinanga muno mu mitima jabhenji, kila jumo akajemeka kwaakonya, “Hangwana! Bholi, nga nenga?”
281a170058	Ayesu akajangula, “Jwapakutobhela mkate pamo na nenga mu libakuli nga jwapakung'aluka.
