2800000008	mathiḥ
281a420044	yuṣmābhiḥ kiṁ vivicyatē? tē pratyūcuḥ, vadhārhō'yaṁ|
281a43006a	tatō lōkaistadāsyē niṣṭhīvitaṁ kēcit pratalamāhatya kēcicca capēṭamāhatya babhāṣirē,
281a44004f	hē khrīṣṭa tvāṁ kaścapēṭamāhatavān? iti gaṇayitvā vadāsmān|
281a45007f	pitarō bahiraṅgana upaviśati, tadānīmēkā dāsī tamupāgatya babhāṣē, tvaṁ gālīlīyayīśōḥ sahacaraēkaḥ|
281a46006b	kintu sa sarvvēṣāṁ samakṣam anaṅgīkr̥tyāvādīt, tvayā yaducyatē, tadarthamahaṁ na vēdmi|
281a470086	tadā tasmin bahirdvāraṁ gatē 'nyā dāsī taṁ nirīkṣya tatratyajanānavadat, ayamapi nāsaratīyayīśunā sārddham āsīt|
281a480057	tataḥ sa śapathēna punaranaṅgīkr̥tya kathitavān, taṁ naraṁ na paricinōmi|
281a490080	kṣaṇāt paraṁ tiṣṭhantō janā ētya pitaram avadan, tvamavaśyaṁ tēṣāmēka iti tvaduccāraṇamēva dyōtayati|
281a4a0065	kintu sō'bhiśapya kathitavān, taṁ janaṁ nāhaṁ paricinōmi, tadā sapadi kukkuṭō rurāva|
281a4b009f	kukkuṭaravāt prāk tvaṁ māṁ trirapāhnōṣyasē, yaiṣā vāg yīśunāvādi tāṁ pitaraḥ saṁsmr̥tya bahiritvā khēdād bhr̥śaṁ cakranda|
281b010062	prabhātē jātē pradhānayājakalōkaprācīnā yīśuṁ hantuṁ tatpratikūlaṁ mantrayitvā
281b020046	taṁ badvvā nītvā pantīyapīlātākhyādhipē samarpayāmāsuḥ|
281b0300c7	tatō yīśōḥ parakarēvvarpayitā yihūdāstatprāṇādaṇḍājñāṁ viditvā santaptamanāḥ pradhānayājakalōkaprācīnānāṁ samakṣaṁ tāstrīṁśanmudrāḥ pratidāyāvādīt,
281b04008f	ētannirāgōnaraprāṇaparakarārpaṇāt kaluṣaṁ kr̥tavānahaṁ| tadā ta uditavantaḥ, tēnāsmākaṁ kiṁ? tvayā tad budhyatām|
281b050065	tatō yihūdā mandiramadhyē tā mudrā nikṣipya prasthitavān itvā ca svayamātmānamudbabandha|
281b060091	paścāt pradhānayājakāstā mudrā ādāya kathitavantaḥ, ētā mudrāḥ śōṇitamūlyaṁ tasmād bhāṇḍāgārē na nidhātavyāḥ|
281b07006b	anantaraṁ tē mantrayitvā vidēśināṁ śmaśānasthānāya tābhiḥ kulālasya kṣētramakrīṇan|
281b080034	atō'dyāpi tatsthānaṁ raktakṣētraṁ vadanti|
281b09006b	itthaṁ sati isrāyēlīyasantānai ryasya mūlyaṁ nirupitaṁ, tasya triṁśanmudrāmānaṁ mūlyaṁ
281b0a00ab	māṁ prati paramēśvarasyādēśāt tēbhya ādīyata, tēna ca kulālasya kṣētraṁ krītamiti yadvacanaṁ yirimiyabhaviṣyadvādinā prōktaṁ tat tadāsidhyat|
281b0b00a6	anantaraṁ yīśau tadadhipatēḥ sammukha upatiṣṭhati sa taṁ papraccha, tvaṁ kiṁ yihūdīyānāṁ rājā? tadā yīśustamavadat, tvaṁ satyamuktavān|
281b0c004a	kintu pradhānayājakaprācīnairabhiyuktēna tēna kimapi na pratyavādi|
281b0d0076	tataḥ pīlātēna sa uditaḥ, imē tvatpratikūlataḥ kati kati sākṣyaṁ dadati, tat tvaṁ na śr̥ṇōṣi?
281b0e006a	tathāpi sa tēṣāmēkasyāpi vacasa uttaraṁ nōditavān; tēna sō'dhipati rmahācitraṁ vidāmāsa|
281b0f0080	anyacca tanmahakālē'dhipatērētādr̥śī rātirāsīt, prajā yaṁ kañcana bandhinaṁ yācantē, tamēva sa mōcayatīti|
281b100037	tadānīṁ barabbānāmā kaścit khyātabandhyāsīt|
281b1100aa	tataḥ pīlātastatra militān lōkān apr̥cchat, ēṣa barabbā bandhī khrīṣṭavikhyātō yīśuścaitayōḥ kaṁ mōcayiṣyāmi? yuṣmākaṁ kimīpsitaṁ?
281b120030	tairīrṣyayā sa samarpita iti sa jñātavān|
281b1300e4	aparaṁ vicārāsanōpavēśanakālē pīlātasya patnī bhr̥tyaṁ prahitya tasmai kathayāmāsa, taṁ dhārmmikamanujaṁ prati tvayā kimapi na karttavyaṁ; yasmāt tatkr̥tē'dyāhaṁ svapnē prabhūtakaṣṭamalabhē|
281b140075	anantaraṁ pradhānayājakaprācīnā barabbāṁ yācitvādātuṁ yīśuñca hantuṁ sakalalōkān prāvarttayan|
281b15007a	tatō'dhipatistān pr̥ṣṭavān, ētayōḥ kamahaṁ mōcayiṣyāmi? yuṣmākaṁ kēcchā? tē prōcu rbarabbāṁ|
281b16009a	tadā pīlātaḥ papraccha, tarhi yaṁ khrīṣṭaṁ vadanti, taṁ yīśuṁ kiṁ kariṣyāmi? sarvvē kathayāmāsuḥ, sa kruśēna vidhyatāṁ|
281b170075	tatō'dhipatiravādīt, kutaḥ? kiṁ tēnāparāddhaṁ? kintu tē punarucai rjagaduḥ, sa kruśēna vidhyatāṁ|
281b1800f5	tadā nijavākyamagrāhyamabhūt, kalahaścāpyabhūt, pīlāta iti vilōkya lōkānāṁ samakṣaṁ tōyamādāya karau prakṣālyāvōcat, ētasya dhārmmikamanuṣyasya śōṇitapātē nirdōṣō'haṁ, yuṣmābhirēva tad budhyatāṁ|
281b190074	tadā sarvvāḥ prajāḥ pratyavōcan, tasya śōṇitapātāparādhō'smākam asmatsantānānāñcōpari bhavatu|
281b1a007d	tataḥ sa tēṣāṁ samīpē barabbāṁ mōcayāmāsa yīśuntu kaṣābhirāhatya kruśēna vēdhituṁ samarpayāmāsa|
281b1b0073	anantaram adhipatēḥ sēnā adhipatē rgr̥haṁ yīśumānīya tasya samīpē sēnāsamūhaṁ saṁjagr̥huḥ|
281b1c005d	tatastē tasya vasanaṁ mōcayitvā kr̥ṣṇalōhitavarṇavasanaṁ paridhāpayāmāsuḥ
281b1d00dd	kaṇṭakānāṁ mukuṭaṁ nirmmāya tacchirasi daduḥ, tasya dakṣiṇakarē vētramēkaṁ dattvā tasya sammukhē jānūni pātayitvā, hē yihūdīyānāṁ rājan, tubhyaṁ nama ityuktvā taṁ tiraścakruḥ,
281b1e004f	tatastasya gātrē niṣṭhīvaṁ datvā tēna vētrēṇa śira ājaghnuḥ|
281b1f008c	itthaṁ taṁ tiraskr̥tya tad vasanaṁ mōcayitvā punarnijavasanaṁ paridhāpayāñcakruḥ, taṁ kruśēna vēdhituṁ nītavantaḥ|
281b20006b	paścāttē bahirbhūya kurīṇīyaṁ śimōnnāmakamēkaṁ vilōkya kruśaṁ vōḍhuṁ tamādadirē|
281b21007f	anantaraṁ gulgaltām arthāt śiraskapālanāmakasthānamu pasthāya tē yīśavē pittamiśritāmlarasaṁ pātuṁ daduḥ,
281b22001f	kintu sa tamāsvādya na papau|
281b230126	tadānīṁ tē taṁ kruśēna saṁvidhya tasya vasanāni guṭikāpātēna vibhajya jagr̥huḥ, tasmāt, vibhajantē'dharīyaṁ mē tē manuṣyāḥ parasparaṁ| maduttarīyavastrārthaṁ guṭikāṁ pātayanti ca||yadētadvacanaṁ bhaviṣyadvādibhiruktamāsīt, tadā tad asidhyat,
281b240048	paścāt tē tatrōpaviśya tadrakṣaṇakarvvaṇi niyuktāstasthuḥ|
281b25006b	aparam ēṣa yihūdīyānāṁ rājā yīśurityapavādalipipatraṁ tacchirasa ūrdvvē yōjayāmāsuḥ|
281b260052	tatastasya vāmē dakṣiṇē ca dvau cairau tēna sākaṁ kruśēna vividhuḥ|
281b270042	tadā pānthā nijaśirō lāḍayitvā taṁ nindantō jagaduḥ,
281b280074	hē īśvaramandirabhañjaka dinatrayē tannirmmātaḥ svaṁ rakṣa, cēttvamīśvarasutastarhi kruśādavarōha|
281b290047	pradhānayājakādhyāpakaprācīnāśca tathā tiraskr̥tya jagaduḥ,
281b2a00a2	sō'nyajanānāvat, kintu svamavituṁ na śaknōti| yadīsrāyēlō rājā bhavēt, tarhīdānīmēva kruśādavarōhatu, tēna taṁ vayaṁ pratyēṣyāmaḥ|
281b2b0086	sa īśvarē pratyāśāmakarōt, yadīśvarastasmin santuṣṭastarhīdānīmēva tamavēt, yataḥ sa uktavān ahamīśvarasutaḥ|
281b2c004f	yau stēnau sākaṁ tēna kruśēna viddhau tau tadvadēva taṁ ninindatuḥ|
281b2d0050	tadā dvitīyayāmāt tr̥tīyayāmaṁ yāvat sarvvadēśē tamiraṁ babhūva,
281b2e0085	tr̥tīyayāmē "ēlī ēlī lāmā śivaktanī", arthāt madīśvara madīśvara kutō māmatyākṣīḥ? yīśuruccairiti jagāda|
281b2f0050	tadā tatra sthitāḥ kēcit tat śrutvā babhāṣirē, ayam ēliyamāhūyati|
281b30007e	tēṣāṁ madhyād ēkaḥ śīghraṁ gatvā spañjaṁ gr̥hītvā tatrāmlarasaṁ dattvā nalēna pātuṁ tasmai dadau|
281b310053	itarē'kathayan tiṣṭhata, taṁ rakṣitum ēliya āyāti navēti paśyāmaḥ|
281b32002d	yīśuḥ punarucairāhūya prāṇān jahau|
281b330055	tatō mandirasya vicchēdavasanam ūrdvvādadhō yāvat chidyamānaṁ dvidhābhavat,
281b340070	bhūmiścakampē bhūdharōvyadīryyata ca| śmaśānē muktē bhūripuṇyavatāṁ suptadēhā udatiṣṭhan,
281b350062	śmaśānād vahirbhūya tadutthānāt paraṁ puṇyapuraṁ gatvā bahujanān darśayāmāsuḥ|
281b3600a6	yīśurakṣaṇāya niyuktaḥ śatasēnāpatistatsaṅginaśca tādr̥śīṁ bhūkampādighaṭanāṁ dr̥ṣṭvā bhītā avadan, ēṣa īśvaraputrō bhavati|
281b370056	yā bahuyōṣitō yīśuṁ sēvamānā gālīlastatpaścādāgatāstāsāṁ madhyē
281b380088	magdalīnī mariyam yākūbyōśyō rmātā yā mariyam sibadiyaputrayō rmātā ca yōṣita ētā dūrē tiṣṭhantyō dadr̥śuḥ|
281b390062	sandhyāyāṁ satyam arimathiyānagarasya yūṣaphnāmā dhanī manujō yīśōḥ śiṣyatvāt
281b3a0069	pīlātasya samīpaṁ gatvā yīśōḥ kāyaṁ yayācē, tēna pīlātaḥ kāyaṁ dātum ādidēśa|
281b3b0037	yūṣaph tatkāyaṁ nītvā śucivastrēṇācchādya
281b3c007a	svārthaṁ śailē yat śmaśānaṁ cakhāna, tanmadhyē tatkāyaṁ nidhāya tasya dvāri vr̥hatpāṣāṇaṁ dadau|
281b3d005d	kintu magdalīnī mariyam anyamariyam ētē striyau tatra śmaśānasammukha upaviviśatuḥ|
281b3e0084	tadanantaraṁ nistārōtsavasyāyōjanadināt parē'hani pradhānayājakāḥ phirūśinaśca militvā pīlātamupāgatyākathayan,
281b3f007c	hē mahēccha sa pratārakō jīvana akathayat, dinatrayāt paraṁ śmaśānādutthāsyāmi tadvākyaṁ smarāmō vayaṁ;
281b4000fd	tasmāt tr̥tīyadinaṁ yāvat tat śmaśānaṁ rakṣitumādiśatu, nōcēt tacchiṣyā yāminyāmāgatya taṁ hr̥tvā lōkān vadiṣyanti, sa śmaśānādudatiṣṭhat, tathā sati prathamabhrāntēḥ śēṣīyabhrānti rmahatī bhaviṣyati|
281b410074	tadā pīlāta avādīt, yuṣmākaṁ samīpē rakṣigaṇa āstē, yūyaṁ gatvā yathā sādhyaṁ rakṣayata|
281b42007d	tatastē gatvā taddūrapāṣāṇaṁ mudrāṅkitaṁ kr̥tvā rakṣigaṇaṁ niyōjya śmaśānaṁ rakṣayāmāsuḥ|
281c01009a	tataḥ paraṁ viśrāmavārasya śēṣē saptāhaprathamadinasya prabhōtē jātē magdalīnī mariyam anyamariyam ca śmaśānaṁ draṣṭumāgatā|
281c02008a	tadā mahān bhūkampō'bhavat; paramēśvarīyadūtaḥ svargādavaruhya śmaśānadvārāt pāṣāṇamapasāryya taduparyyupavivēśa|
281c03003f	tadvadanaṁ vidyudvat tējōmayaṁ vasanaṁ himaśubhrañca|
281c040042	tadānīṁ rakṣiṇastadbhayāt kampitā mr̥tavad babhūvaḥ|
281c05006b	sa dūtō yōṣitō jagāda, yūyaṁ mā bhaiṣṭa, kruśahatayīśuṁ mr̥gayadhvē tadahaṁ vēdmi|
281c06005a	sō'tra nāsti, yathāvadat tathōtthitavān; ētat prabhōḥ śayanasthānaṁ paśyata|
281c0700d3	tūrṇaṁ gatvā tacchiṣyān iti vadata, sa śmaśānād udatiṣṭhat, yuṣmākamagrē gālīlaṁ yāsyati yūyaṁ tatra taṁ vīkṣiṣyadhvē, paśyatāhaṁ vārttāmimāṁ yuṣmānavādiṣaṁ|
281c0800d7	tatastā bhayāt mahānandāñca śmaśānāt tūrṇaṁ bahirbhūya tacchiṣyān vārttāṁ vaktuṁ dhāvitavatyaḥ| kintu śiṣyān vārttāṁ vaktuṁ yānti, tadā yīśu rdarśanaṁ dattvā tā jagāda,
281c09005d	yuṣmākaṁ kalyāṇaṁ bhūyāt, tatastā āgatya tatpādayōḥ patitvā praṇēmuḥ|
281c0a007e	yīśustā avādīt, mā bibhīta, yūyaṁ gatvā mama bhrātr̥n gālīlaṁ yātuṁ vadata, tatra tē māṁ drakṣyanti|
281c0b0085	striyō gacchanti, tadā rakṣiṇāṁ kēcit puraṁ gatvā yadyad ghaṭitaṁ tatsarvvaṁ pradhānayājakān jñāpitavantaḥ|
281c0c0064	tē prācīnaiḥ samaṁ saṁsadaṁ kr̥tvā mantrayantō bahumudrāḥ sēnābhyō dattvāvadan,
281c0d0063	asmāsu nidritēṣu tacchiṣyā yāminyāmāgatya taṁ hr̥tvānayan, iti yūyaṁ pracārayata|
281c0e0060	yadyētadadhipatēḥ śrōtragōcarībhavēt, tarhi taṁ bōdhayitvā yuṣmānaviṣyāmaḥ|
281c0f007f	tatastē mudrā gr̥hītvā śikṣānurūpaṁ karmma cakruḥ, yihūdīyānāṁ madhyē tasyādyāpi kiṁvadantī vidyatē|
281c10003e	ēkādaśa śiṣyā yīśunirūpitāgālīlasyādriṁ gatvā
281c110049	tatra taṁ saṁvīkṣya praṇēmuḥ, kintu kēcit sandigdhavantaḥ|
281c120071	yīśustēṣāṁ samīpamāgatya vyāhr̥tavān, svargamēdinyōḥ sarvvādhipatitvabhārō mayyarpita āstē|
281c1300c3	atō yūyaṁ prayāya sarvvadēśīyān śiṣyān kr̥tvā pituḥ putrasya pavitrasyātmanaśca nāmnā tānavagāhayata; ahaṁ yuṣmān yadyadādiśaṁ tadapi pālayituṁ tānupādiśata|
281c140054	paśyata, jagadantaṁ yāvat sadāhaṁ yuṣmābhiḥ sākaṁ tiṣṭhāmi| iti|
2900000009	mārkaḥ
290101003e	īśvaraputrasya yīśukhrīṣṭasya susaṁvādārambhaḥ|
29010200a1	bhaviṣyadvādināṁ granthēṣu lipiritthamāstē, paśya svakīyadūtantu tavāgrē prēṣayāmyaham| gatvā tvadīyapanthānaṁ sa hi pariṣkariṣyati|
29010300a3	"paramēśasya panthānaṁ pariṣkuruta sarvvataḥ| tasya rājapathañcaiva samānaṁ kurutādhunā|" ityētat prāntarē vākyaṁ vadataḥ kasyacidravaḥ||
290104007a	saēva yōhan prāntarē majjitavān tathā pāpamārjananimittaṁ manōvyāvarttakamajjanasya kathāñca pracāritavān|
29010500b9	tatō yihūdādēśayirūśālamnagaranivāsinaḥ sarvvē lōkā bahi rbhūtvā tasya samīpamāgatya svāni svāni pāpānyaṅgīkr̥tya yarddananadyāṁ tēna majjitā babhūvuḥ|
2901060096	asya yōhanaḥ paridhēyāni kramēlakalōmajāni, tasya kaṭibandhanaṁ carmmajātam, tasya bhakṣyāṇi ca śūkakīṭā vanyamadhūni cāsan|
29010700b0	sa pracārayan kathayāñcakrē, ahaṁ namrībhūya yasya pādukābandhanaṁ mōcayitumapi na yōgyōsmi, tādr̥śō mattō gurutara ēkaḥ puruṣō matpaścādāgacchati|
2901080051	ahaṁ yuṣmān jalē majjitavān kintu sa pavitra ātmāni saṁmajjayiṣyati|
290109007b	aparañca tasminnēva kālē gālīlpradēśasya nāsaradgrāmād yīśurāgatya yōhanā yarddananadyāṁ majjitō'bhūt|
29010a0071	sa jalādutthitamātrō mēghadvāraṁ muktaṁ kapōtavat svasyōpari avarōhantamātmānañca dr̥ṣṭavān|
29010b005c	tvaṁ mama priyaḥ putrastvayyēva mamamahāsantōṣa iyamākāśīyā vāṇī babhūva|
29010c0036	tasmin kālē ātmā taṁ prāntaramadhyaṁ nināya|
29010d0099	atha sa catvāriṁśaddināni tasmin sthānē vanyapaśubhiḥ saha tiṣṭhan śaitānā parīkṣitaḥ; paścāt svargīyadūtāstaṁ siṣēvirē|
29010e008d	anantaraṁ yōhani bandhanālayē baddhē sati yīśu rgālīlpradēśamāgatya īśvararājyasya susaṁvādaṁ pracārayan kathayāmāsa,
29010f008c	kālaḥ sampūrṇa īśvararājyañca samīpamāgataṁ; atōhētō ryūyaṁ manāṁsi vyāvarttayadhvaṁ susaṁvādē ca viśvāsita|
29011000c1	tadanantaraṁ sa gālīlīyasamudrasya tīrē gacchan śimōn tasya bhrātā andriyanāmā ca imau dvau janau matsyadhāriṇau sāgaramadhyē jālaṁ prakṣipantau dr̥ṣṭvā tāvavadat,
2901110054	yuvāṁ mama paścādāgacchataṁ, yuvāmahaṁ manuṣyadhāriṇau kariṣyāmi|
2901120049	tatastau tatkṣaṇamēva jālāni parityajya tasya paścāt jagmatuḥ|
29011300b4	tataḥ paraṁ tatsthānāt kiñcid dūraṁ gatvā sa sivadīputrayākūb tadbhrātr̥yōhan ca imau naukāyāṁ jālānāṁ jīrṇamuddhārayantau dr̥ṣṭvā tāvāhūyat|
290114005c	tatastau naukāyāṁ vētanabhugbhiḥ sahitaṁ svapitaraṁ vihāya tatpaścādīyatuḥ|
2901150077	tataḥ paraṁ kapharnāhūmnāmakaṁ nagaramupasthāya sa viśrāmadivasē bhajanagrahaṁ praviśya samupadidēśa|
2901160073	tasyōpadēśāllōkā āścaryyaṁ mēnirē yataḥ sōdhyāpakāiva nōpadiśan prabhāvavāniva prōpadidēśa|
290117007a	aparañca tasmin bhajanagr̥hē apavitrabhūtēna grasta ēkō mānuṣa āsīt| sa cītśabdaṁ kr̥tvā kathayāñcakē
29011800b3	bhō nāsaratīya yīśō tvamasmān tyaja, tvayā sahāsmākaṁ kaḥ sambandhaḥ? tvaṁ kimasmān nāśayituṁ samāgataḥ? tvamīśvarasya pavitralōka ityahaṁ jānāmi|
290119004f	tadā yīśustaṁ tarjayitvā jagāda tūṣṇīṁ bhava itō bahirbhava ca|
29011a004c	tataḥ sō'pavitrabhūtastaṁ sampīḍya atyucaiścītkr̥tya nirjagāma|
29011b00cf	tēnaiva sarvvē camatkr̥tya parasparaṁ kathayāñcakrirē, ahō kimidaṁ? kīdr̥śō'yaṁ navya upadēśaḥ? anēna prabhāvēnāpavitrabhūtēṣvājñāpitēṣu tē tadājñānuvarttinō bhavanti|
29011c0042	tadā tasya yaśō gālīlaścaturdiksthasarvvadēśān vyāpnōt|
29011d007c	aparañca tē bhajanagr̥hād bahi rbhūtvā yākūbyōhanbhyāṁ saha śimōna āndriyasya ca nivēśanaṁ praviviśuḥ|
29011e006a	tadā pitarasya śvaśrūrjvarapīḍitā śayyāyāmāsta iti tē taṁ jhaṭiti vijñāpayāñcakruḥ|
29011f0086	tataḥ sa āgatya tasyā hastaṁ dhr̥tvā tāmudasthāpayat; tadaiva tāṁ jvarō'tyākṣīt tataḥ paraṁ sā tān siṣēvē|
2901200079	athāstaṁ gatē ravau sandhyākālē sati lōkāstatsamīpaṁ sarvvān rōgiṇō bhūtadhr̥tāṁśca samāninyuḥ|
2901210032	sarvvē nāgarikā lōkā dvāri saṁmilitāśca|
29012200c3	tataḥ sa nānāvidharōgiṇō bahūn manujānarōgiṇaścakāra tathā bahūn bhūtān tyājayāñcakāra tān bhūtān kimapi vākyaṁ vaktuṁ niṣiṣēdha ca yatōhētōstē tamajānan|
2901230087	aparañca sō'tipratyūṣē vastutastu rātriśēṣē samutthāya bahirbhūya nirjanaṁ sthānaṁ gatvā tatra prārthayāñcakrē|
2901240041	anantaraṁ śimōn tatsaṅginaśca tasya paścād gatavantaḥ|
2901250045	taduddēśaṁ prāpya tamavadan sarvvē lōkāstvāṁ mr̥gayantē|
2901260084	tadā sō'kathayat āgacchata vayaṁ samīpasthāni nagarāṇi yāmaḥ, yatō'haṁ tatra kathāṁ pracārayituṁ bahirāgamam|
290127007b	atha sa tēṣāṁ gālīlpradēśasya sarvvēṣu bhajanagr̥hēṣu kathāḥ pracārayāñcakrē bhūtānatyājayañca|
29012800a0	anantaramēkaḥ kuṣṭhī samāgatya tatsammukhē jānupātaṁ vinayañca kr̥tvā kathitavān yadi bhavān icchati tarhi māṁ pariṣkarttuṁ śaknōti|
290129004e	tataḥ kr̥pālu ryīśuḥ karau prasāryya taṁ spaṣṭvā kathayāmāsa
29012a0088	mamēcchā vidyatē tvaṁ pariṣkr̥tō bhava| ētatkathāyāḥ kathanamātrāt sa kuṣṭhī rōgānmuktaḥ pariṣkr̥tō'bhavat|
29012b0032	tadā sa taṁ visr̥jan gāḍhamādiśya jagāda
29012c00be	sāvadhānō bhava kathāmimāṁ kamapi mā vada; svātmānaṁ yājakaṁ darśaya, lōkēbhyaḥ svapariṣkr̥tēḥ pramāṇadānāya mūsānirṇītaṁ yaddānaṁ tadutsr̥jasva ca|
29012d00ff	kintu sa gatvā tat karmma itthaṁ vistāryya pracārayituṁ prārēbhē tēnaiva yīśuḥ punaḥ saprakāśaṁ nagaraṁ pravēṣṭuṁ nāśaknōt tatōhētōrbahiḥ kānanasthānē tasyau; tathāpi caturddigbhyō lōkāstasya samīpamāyayuḥ|
29020100c5	tadanantaraṁ yīśai katipayadināni vilambya punaḥ kapharnāhūmnagaraṁ praviṣṭē sa gr̥ha āsta iti kiṁvadantyā tatkṣaṇaṁ tatsamīpaṁ bahavō lōkā āgatya samupatasthuḥ,
290202009e	tasmād gr̥hamadhyē sarvvēṣāṁ kr̥tē sthānaṁ nābhavad dvārasya caturdikṣvapi nābhavat, tatkālē sa tān prati kathāṁ pracārayāñcakrē|
290203006a	tataḥ paraṁ lōkāścaturbhi rmānavairēkaṁ pakṣāghātinaṁ vāhayitvā tatsamīpam āninyuḥ|
29020400ea	kintu janānāṁ bahutvāt taṁ yīśōḥ sammukhamānētuṁ na śaknuvantō yasmin sthānē sa āstē taduparigr̥hapr̥ṣṭhaṁ khanitvā chidraṁ kr̥tvā tēna mārgēṇa saśayyaṁ pakṣāghātinam avarōhayāmāsuḥ|
290205008a	tatō yīśustēṣāṁ viśvāsaṁ dr̥ṣṭvā taṁ pakṣāghātinaṁ babhāṣē hē vatsa tava pāpānāṁ mārjanaṁ bhavatu|
2902060099	tadā kiyantō'dhyāpakāstatrōpaviśantō manōbhi rvitarkayāñcakruḥ, ēṣa manuṣya ētādr̥śīmīśvaranindāṁ kathāṁ kutaḥ kathayati?
2902070043	īśvaraṁ vinā pāpāni mārṣṭuṁ kasya sāmarthyam āstē?
2902080084	itthaṁ tē vitarkayanti yīśustatkṣaṇaṁ manasā tad budvvā tānavadad yūyamantaḥkaraṇaiḥ kuta ētāni vitarkayatha?
290209007a	tadanantaraṁ yīśustatsthānāt punaḥ samudrataṭaṁ yayau; lōkanivahē tatsamīpamāgatē sa tān samupadidēśa|
29020a009a	kintu pr̥thivyāṁ pāpāni mārṣṭuṁ manuṣyaputrasya sāmarthyamasti, ētad yuṣmān jñāpayituṁ (sa tasmai pakṣāghātinē kathayāmāsa)
29020b005d	uttiṣṭha tava śayyāṁ gr̥hītvā svagr̥haṁ yāhi, ahaṁ tvāmidam ājñāpayāmi|
29020c00d7	tataḥ sa tatkṣaṇam utthāya śayyāṁ gr̥hītvā sarvvēṣāṁ sākṣāt jagāma; sarvvē vismitā ētādr̥śaṁ karmma vayam kadāpi nāpaśyāma, imāṁ kathāṁ kathayitvēśvaraṁ dhanyamabruvan|
29020d007a	tadanantaraṁ yīśustatsthānāt punaḥ samudrataṭaṁ yayau; lōkanivahē tatsamīpamāgatē sa tān samupadidēśa|
29020e00ae	atha gacchan karasañcayagr̥ha upaviṣṭam ālphīyaputraṁ lēviṁ dr̥ṣṭvā tamāhūya kathitavān matpaścāt tvāmāmaccha tataḥ sa utthāya tatpaścād yayau|
29020f00af	anantaraṁ yīśau tasya gr̥hē bhōktum upaviṣṭē bahavaḥ karamañcāyinaḥ pāpinaśca tēna tacchiṣyaiśca sahōpaviviśuḥ, yatō bahavastatpaścādājagmuḥ|
29021000c7	tadā sa karamañcāyibhiḥ pāpibhiśca saha khādati, tad dr̥ṣṭvādhyāpakāḥ phirūśinaśca tasya śiṣyānūcuḥ karamañcāyibhiḥ pāpibhiśca sahāyaṁ kutō bhuṁktē pivati ca?
29021100cf	tadvākyaṁ śrutvā yīśuḥ pratyuvāca, arōgilōkānāṁ cikitsakēna prayōjanaṁ nāsti, kintu rōgiṇāmēva; ahaṁ dhārmmikānāhvātuṁ nāgataḥ kintu manō vyāvarttayituṁ pāpina ēva|
