1300000004	Saam
14140c0041	Zaaknaak haa ingkaw huhnaak mik ve Bawipa ing ni a sai qawi haih.
14140d004c	Ih koeh lungna khawdeng kawp ti; hqak nawh meet lah awklek ainaa ta kawp ti.
14140e0075	Them ak thlaikung ing them ak thlaihawh “Am leek hy, am leek hy,” tinawh, ang voei huna a them thlaihawh oequ hy.
14140f0064	Sui awm nawh, cak phu tlo awm awm moe, cyihnaak awi ak kqawn hui taw lung phu tlo soeih ing myih hy.
141410005f	Thlangchang asyng naak ham ak dyihpyi-kung ingkaw nukche ak dyihpyikung ing a hii ce hawlh seh.
141411005c	Quuk buh ang hypna ai ve thlang ing tui sak hy, cehlai a huna am kha ce lungqiit ing be kaw.
141412004e	Thlang doet nawh ik-oeih cainaak ta. Ak leekna cai hqeet nawh ceemqal ce tlyk.
141413006f	Thlang awihpung khawlakawh ak van ing awihyp ce pho sak hy; Ceamyihna awmsaw awi ak pung thlang ce koeh pyi na.
1414140062	A nu mai aw, a pa mai aw qun ak khy pek taw, thanlung ak hyp huiawh a maihchoei him pekna awm kaw.
141415003f	Ak cykawh ang tawnna huh qo cetaw a huna zoseetnaak na awm kaw.
1414160058	“Thawlh thung lah vang,” koeh ti, Khawsa ce qeh cang nawh, anih ing ni loet sak kaw.
1414170056	Tahnaak amak thym taw Bawipa mikhuhawh tuih kawi ni, amak thym tehnaak awm am leek hy.
1414180064	Thlanghqing a khawkhannaak Bawipa ing a hqui ni, cekkaana thlanghqing ing ikawmyihna a sim hly thai?
1414190084	Poek kaana hqingtawnnaak ing Khawsa them pek ingkaw awikam coengawh hu ak nawng tlaih taw amah ham thang ak dun khoeng ak thlang ni.
14141a003a	Sangpahrang ak cyi ing thlakche ce hqimqa nawh awideng hy.
14141b0069	Thlanghqing kak kawlung taw Bawipa a maihchoeina awm nawh, kawlung khui a dungnaak dy coei pheng thai hy.
14141c0067	Lungnaak ingkaw awitak ing sangpahrang ce syng sak nawh; lungnaak ingawh ang ngawih-naak ce cak sak hy.
14141d005b	Cacoen a boeimangnaak taw ak thamahnaak ni, Pacawng a dawnaak taw a lumkqawk sampainaak ni.
14141e005b	Mynmaa kawlawknaak ing boeibaai caih sak nawh, vyyknaak ing kawlung ak khui dy ciim sak hy.
141501006b	Sangpahrang ak kawlung taw Bawipa kutawh awm nawh, tui ang lawngnaak amyihna a ngaih ngaihnaak awh sawi hy.
1415020058	Thlang boeih ing amimah khawsak boeih thym sak hy; cehlai Bawipa ing kawlung ni a thoek.
141503005c	Hyih phum anglakawh ak thym ingkaw ak dyngna them sai ce Bawipa haiawh do kawina awm bet hy.
1415040053	Chah ak deng mikdai ingkaw ak oequ kawlung, thlakche a maihchoei taw thawlhnaak ni.
1415050044	Kawdung ing bi ak bi boei nawh, thin-tawnoekna bi ak bi khawdeng hy.
1415060052	Thailatnaak ing them huhnaak taw cingmai ingkaw thihnaak thang ak dyn ing myih hy.
141507005a	Thlakchekhqi taw a mi seetnaak ing amimah thoeng khqi kaw, themleek sai ami maa ak caming.
141508004e	Thawlh ak saikung a lam taw kawi nawh, themleek ak saikung bi bi taw laang hy.
1415090058	Hqo ak hu poepa nu ingqawi im khuioet awh awm haih anglakawh im hlepawh awm leek bet hy.
14150a0069	Thlakche ak kawlung ing them amak leek lungna nawh, imceng thlang ing anih venawh qeennaak am hu thai hy.
14150b0088	Thlang ak thekhanaak toelna a awm awh, thlang zapkhqi ing cyihnaak taakna unawh; thlakcyi cawngpyina a awm awh a simnaak pung khqoet hy.
14150c006b	Thlakdyng ing thlakche imkhui ce khawsimnaak ing toek nawh, thlakche taw a sai seetnaak caming plamtham hy.
14150d0058	Khawdeng ak khyy awh ang haa ak bym taw amah ak khyy lawtawh haa bym pekna awm lawt kaw.
14150e006b	Ang hypna kutdo ing kawso qeem sak nawh, hibai khui awhkaw ang hyp kutdo ing ak tlo soeih kawso dip sak hy.
14150f005f	Ak dyng awitlyknaak taw thlakdyng ham zeelnaakna awm nawh, thlakche ham thihnaak kawina awm hy.
141510003f	Cyihnaak lam awhkawng ak pleng taw thlakthikhqi venawh cun kaw.
1415110053	Nawmnaak ak hlahdam ing khawdeng nawh, zu ingkaw situi ak lungnaak ing am boei kaw.
141512004f	Thlakche taw thlakdyng ham, thlang amak ypawm taw thlang ypawm ham tlannaak ni.
1415130062	Kaw boen nawh hqo ak hu poepa nu ingqawi kutoetna awm haih anglakawh kqawng-qamna awm leek bet hy.
141514007b	Thlakcyi a awmnaak imkhui taw qo ingkaw situi a phuk tlo tlo ing bee nawh, thlakqaw a awmnaak imkhui taw awtoem aitoem kaw.
1415150059	Dyngnaak ingkaw lungnaak ak sui ing hqingnaak, dyngnaak ingkaw kyihcahnaakkhqi ce hu kaw.
1415160056	Thlakcyi ing thlang ak thamah soeih a khaw ce tlyk nawh a ypnaak vawng awm hqee pe hy.
141517003e	A hui am lai ak syyp sak thlang taw kyinaak awhkawng loet kaw.
1415180061	Thlak oequ ingkaw ak hoel qu thlang taw “thlakche” mingna nawh oequnaak ing a khawboe bee hy.
1415190057	Thakdam thlang a ngaihnaak taw amah a thihnaakna awm kaw, a kut ing bibi a ngak caming.
14151a005f	Khawnghyyp khui kamvaanaak ing them ak nai awm nawh; thlakdyng ingtaw pe nawh, ikawm am hai hy.
14151b007e	Thlangthawlh hyih phum taw tuih leh kap nawh, amak leek cainaak ing a lawpyi khqoet taw kawmyih nanu tuih ang cuuk khqoet kaw!
14151c005d	Amak thym simpyikung taw qeeng kawm saw; cehlai ak thym awi ak zaa ing awih thym ce kqawn hy.
14151d0065	Thlakche ing qalleek mikhai toen qu sak nawh, thlakdyng ingtaw a cehnaak lamawh poek-ngaihnaak ta hy.
14151e0044	Bawipa ingqawi ak kalh qu cyihnaak, simnaak, khawkhannaak am awm hy.
14151f0049	Meqang taw qal tuknaak hamna toenna awm moe, noengnaak taw Bawipa koe ni.
1416010061	Khawhthem khawzah anglakawh mingleek naak tyk, Sui ingkaw tangka anglakawh mikhaileeknaak ce tyk.
1416020044	Kuiqang ingkaw khawdeng awm haih nih nawh, ak synkung taw Khawsa ni.
1416030063	Khawkpoekthai ing them amak leek a huawh thuk ta nawh, Khawk hang ingtaw pan nawh kyinaak sawng hy.
141604005c	Kawdungnaak ingkaw Khawsa kqihchahnaak taw khawhthem, kyihcahnaak ingkaw hqingnaakna awm hy.
1416050063	Thlakche a cehnaak lamawh hling ingkaw thang awm nawh, a hqingnaak ak ngaihthyn ingtaw cece qei hy.
1416060046	Nasen a cehnaak hly lamawh cawngpyi lah, a pacawngnaak dy am hilh kaw.
1416070040	Boei ing khawdeng uk nawh, them ak pu taw ak pu pek a tamnaa ni.
141608005f	Them amak leek ak saw ing kyinaak ce hu kaw, ak kawsonaak ing a saithainaak awm hqeena awm kaw.
141609004b	Khawboe ak leek ing zoseennaak hu kaw, thlak khawdeng am cahnaak ak caming.
14160a0057	Thlang ak thekhanaak ce hek nawh, hqo dip sak lah, khqah qunaak ingkaw hqonaak dip kaw.
14160b0054	Kawlung ciimnaak lungna nawh awihneem ing awi ak kqawn taw sangpahrang ce pyina kaw.
14160c0072	Bawipa mik ing simthainaak ak ta thlang ce khoemdoen nawh, cehlai amak ypawm thlang ak awi ce am ngai zaak na kaw.
14160d006b	Thlak thadam ing, “Im lengawh samthyn awm nawh, a leng kak cawn awhtaw ni cui saw thi hly nyng,” ti hy.
14160e0070	Nukche am kha taw lawkkhqawng ak dung soeih ing myih nawh, Bawipa ing a sawhnaakkhqi taw cek khuina tla kawm uh.
14160f0060	Nasen kawlung taw qawnaak ing pin nawh, ceseiawm toelthamnaak cumcik ing ak hlana thoeng pe kaw.
141610005f	A boeinaak hamna khawdeng thekhana nawh boei venna ang hyp kutdo ak pe thlang taw khawdeng kaw.
141611005e	Thlakcyi ak awi ve nang haa keng nawh ngai lah; nak kawlung ce ka cyihnaak donaakna hawna lah.
141612003f	Nak kawlung khuiawh kym nawh, nam khaawh ak soepna cak sak lah.
141613005d	Nak cangnaak ce Bawipa a venawh a awm-naak hamna tuhngawi qoe naven qoeawh ning zak sak nyng.
1416140061	Na hamna awicyih sawmthum kawpoek leek pheknaak awi ingkaw simnaak awicyihkhqi ning zak sak nyng.
1416150081	Nang anik tyikung venawh ak thym awi nak kqawnnaak pe thai ham, ak thym ingkaw ypnaak ak cu awikhqi ce am ka ni cawngpyi nawh aw?
141616004e	Ak khawdeng koeh thekhana nawh, ak voet vai thlang ce vawng kawtawh koeh phep.
1416170056	Bawipa ing amingmih ham awideng kawm saw amingmih ak thekhanaakkhqi ce thung khqi kaw.
1416180043	Kawso ak nget thlang koeh heem nawh, kawpoekche ak toen koeh pyina.
1416190045	A khawboe oet kawm tik saw, na hqingnaak ham thang nak dunna awm kaw.
14161a002d	Kut beih ing awi ak kamkhqi venawh koeh boei.
14161b004e	Ikawawm pek kawi am na tak awhtaw ikaw ham nanu na ihkhun ce pek ham nang cai?
14161c0047	Nukdam pakdamkhqi ing syn awhkawng ami sym hawh qiilung ce koeh thoeih.
14161d006a	A bibinaak awh ak ypawm thlang nak hu aw? anih taw thlang zap a bi ak bi am nawh, sangpahrang bi ak bi ni.
141701005c	Ukkung ingqawi buh ai haih hamna nang ngawih awh, namik huh awhkaw ak awm ce ak leekna toek.
141702003b	Awk ai awh ak kamvana na awm awhtaw na hawngawh cimca toen.
1417030038	Thailatnaak buh ni ti sim nawh a tuinaak doeng koeh nai.
1417040041	Boei na ngaih yyt awh lynaak koeh toen, yh thai hamna na cyih ta.
141705005e	Ak qeeng thai khawhawh koeh ly, ang hlaa tawi nawh ding valh kaw, Huu khanna ang ding amyihna.
1417060039	Thlak yyt a buh koeh ai nawh, a buh tui ant tui koeh nai.
141707006b	Ak poek amyih koep nani a awmna, “Ai hlah, aw hlah,” ti kawm saw; cehlai ak kawlung ing am ti tang kaw.
141708003e	Na buh ai ce laawk kawm tik saw, nak awihleek ce plak kawp ti.
1417090041	Thlakqaw ang zaakna awi koeh kqawn, nak awicyihkhqi ce husit kaw.
14170a0050	Syn awhkawng qii lung ami khoeng koeh thoeih nawh, cadah a khawhyn koeh cuh pyi.
14170b004f	Amingmih ak dyihpyikung taw ak thamah ni, anih ing na venawh awi kqawn law kaw.
14170c0049	Cawngpyinaak benna nak kawlung pe nawh, nang haa ing zaaknaak benna hawi.
14170d003b	Nasen toel koeh hqeh, cumcik ing vyk tik seiawm am thi kaw.
14170e0045	Cumcik ing na vyk awhtaw a hqingnaak cei khui awhkawng plawk kawp ti.
14170f003c	Ka capa, nak kaw a cyih awhtaw kak kaw zeel soeih soeih kaw.
1417100044	Oeih, nam kha awhkawng awihthym ak cawnawh kak kaw awmhly soeih kaw.
1417110061	Nak kawlung ing thlakche koeh oet seitaw, Khawsa kqihchahnaak doeng mah nak kawlung ing poek lah.
1417120042	Kutdo awm law ngai kawm saw, nang ngaihuunaak ing am qeeng ti kaw.
1417130042	Ka capa, ngai nawh, cyi lah, lam ak thym awh nak kawlung sawi lah.
141714003c	Zuuk awkhqi ven ingkaw buh meh ak sawkkhqi venawh koeh boei;
141715003d	Zuuk quikhqi ingkaw buh meh ak sawkkhqi taw khawdeng kawm uh.
1417160051	Na pa, anik canaak ak awi ce pawm nawh, na nu ce a nucawng lawawh koeh thekha na.
1417170053	Awihthym ce thlai nawh koeh zawi voel; cyihnaak, cawngpyinaak, zaaksimnaakkhqi awm.
141718006c	Thlakdyng a pa taw awmhlynaak ak sang soeih ta kawm saw, capak cyi ak canaak ing ak khanawh zeelnaak ta kaw.
1417190056	Na nu ingkaw na pa kawzeel sak lah, nang anik canaak kung awmhlynaak ing awm seh nyng.
14171a0042	Ka capa, nak kawlung ni pe lah, ka khawsak na mik ing hat lah seh.
14171b0062	A pum ak zawi nu taw lawkkhqawng dung amyihna, samphaih nu taw ak ceek lawkkhqawng amyihna awm hy.
14171c004f	Qukai amyihna thlang qym nawh, pakhqi ce amak ypawm thlangna coeng sak khqi hy.
14171d005d	Unu khaw ak map? Unu kaw ak see? Unu hqo ak hu? Unu ak patang? Unu ak leem? Unu amik ak ling?
14171e0043	Zuukung thawh ta dam nawh, zuu ing ak thoek qu ak aw thlangkhqi ni.
14171f0057	Ak ling zuu, boengloeng khanawh phyl nawh, plaiplek ing awiqawng khui ak kun koeh toek.
141720004d	A dytnaak benawh khqui amyihna thlang cuk nawh khqui sy ak ngaan ing myih hy.
141721003a	Na mik ak changchangna dai nawh, nak kaw khawhang sak kaw.
1417220068	Tuicunli sawawh ak ip amyihna awm kawm tik saw, laawng hizannaak tung lingawh ak ip amyihna awm kawp ti.
1417230091	Ni vyk u seiawm am tlo nawh, ni phawp useiawm am za nyng! Kang hqyng law tlaih awhtaw ka aawk hamkawi ak chang hu tlaih bit kawng,” ti kawp ti.
1418010039	Thlakchekhqi koeh oet nawh, aming lakawh ngawih koeh nai.
1418020061	Amik kawlungawh amak leek poeknaak doeng cawng unawh, amim kha ing thawlh sainaak doeng teng uhy.
1418030037	Cyihnaak im taw sakna awm nawh, simnaak ing cak sak hy.
141804003d	Simnaak ing imkhui awh khawh a phuk tlo tlo bee sakna awm hy.
1418050059	Cyihnaak ak ta thlang taw a qym awm nawh, simnaak ak ta thlang taw ak thaawmnaak pung hy.
1418060068	Ceem tlyk hlanawh ak leek soeih khawkhannaak taak leek nawh, cainaak ak leek taak ing qaal noeng sak hy.
1418070054	Thlakqaw ham cyihnaak sang aih nawh, thlang kqeng haiawh ak kqawn kawi awi am ta hy.
1418080057	Them amak leek sai ham khawkpoeknaak ak ta taw thlang ing seet ak saikung tina kawm uh.
141809004e	Thlakqaw poeknaak taw thawlh ni, thlang husit taw thlang ham sawhnaak kawi ni.
14180a003a	Kyinaak na huhawh nang ngaam awhtaw tha amak ta thlang ni.
14180b004d	Him ham a mi sawikhqi ce hul lah. Himna ak awm hly khqi ce ang tawnna thawng.
14180c00c6	“Ngai lah vetaw am sim nyng” na ti awhtaw, kawlung ak khinkung ing am sim hly nawh aw? Na hqingnaak ak doenkung ing am sim hly nawh aw? Thlang boeih, ami bibi amyihna thungna am awm hly nawh aw?
14180d0051	Ka capa, khawitui ak leek soeih aw lah; khawilutui na hamna ak aawi dikdik ce aw.
14180e0099	Cawhce na hqingnaak ham cyihnaak taw cemyih nani ti sim nawh; na huhawh, na hamna hai ben ngaih-uunaak awm nawh, nang ngaih-uunaak ing am boet tlaih kaw.
14180f0041	Aw, thlakche pa, thlakdyng a im koeh muk, a awmnaak koeh hqee pe.
1418100062	Thlakdyng taw voei khqih tlu seiawm tho tlaih kaw; thlakche ang tluuk awhtaw am tho thai voel kaw.
141811004e	Na qaal ang tluuk awh koeh zeel nawh, bo sakna a awmawh nak kaw koeh zeel sak;
141812005c	Cekkaataw Bawipa ing ni hu kawm saw, am zeel kawm saw, ak khan awh ak kawsonaak ce qeem kaw.
1418130039	Thlakchekhqi caming koeh ly nawh, thlang thawlh koeh oet.
1418140055	Thlangthawlh ham kutdo am awm kawm saw, thlakche a maihchoei cetaw him pekna awm kaw.
1418150053	Ka capa, Bawipa ingkaw sangpahrang ce kqih nawh, kawhaa ak toenkhqi ce koeh pyi na;
1418160054	Ami ham seetnaak thoeng law tawk kawm saw, a mi qeengnaak hly kum uing nu a sim hly?
141817004f	Ve tloek awm thlakcyi ak awi kqawn ni, awi tlyk awh thlang hai toek am leek hy.
141818007c	Ak bo thlang venawh, “Na thawlhnaak am awm hy,” ak ti naak taw thlang boeih ing tamlawh kawm usaw, khawqam ing hoet kaw.
1418190052	Ak toeltham ak thlangkhqi taw zeel kawm usaw, amik khanawh zoseennaak pha law kaw.
14181a002a	Awih thym ing ak hlatkung taw pyi leek ni.
14181b005c	Kawngmaa awh bi na sai ham toen boeih nawh, na lo maa awh toen nawh, cecoengawh na im ce sa.
14181c006d	Lehcainaak a awm kaana na imcengkhqi a kawnglamawh simpyikungna koeh awm nawh, nam kha ingawm koeh thalat na.
14181d006c	“Kak khanawh a sai amyihna ak khanawh sai lawt kawng nyng saw, a bi sai amyihna pe kawng nyng,” koeh ti.
14181e003d	Thlak thakdam lona cet nyng, simnaak amak ta misur dumna awm;
14181f006f	Ngai lah, hling hqoengna awm nawh, dek awm bei hqoengna be nawh, a vawng chungnak lung khoeng awm tlu boeih hy.
1418200053	Ka huh awh, ak dungna poek qunyng, a ni cawngpyinaak ce hu nyng saw pawm thai nyng.
1418210040	Na ngaih awhtaw zaih, ip nawh, na kut khooem nawh dym poek poek,
1418220058	Na ih hlanawh khawdeng kawm ti saw, voetvainaak ing ceemqal amyihna thoeng law tawk kaw.
1419010059	Ve awm Solomon ak awicyih, Juda sangpahrang Hezekiah ak thlangkhqi ing a mi qee tlaih ni.
1419020074	Ik-oeih thuh taw Khawsa a boeimangnaakna awm nawh, sangpahrang a boeimangnaak taw ce ak thuh qu sui nawh pho sak ni.
1419030068	Khan ve saang soeih nawh, dek awm dung soeih nawh, sangpahrangkhqi kawlung awm sim boeih hly kawi am ni.
1419040053	Ngun eek ce meet lah, cawhtaw ngun ak sepkung hamna them ak leek soeihna coeng kaw.
141905006d	Sangpahrang haiawh thlak thawlh ce thoeng unawh, a sangpahrang ngawihdoelh ce dyngnaak ing cak sakna awm kaw.
141906005a	Sangpahrang haiawh namah ingkaw namah koeh kyihcah qu nawh, boeikhqi a haiawh hyn koeh lo.
1419070077	Na huh khawi boei a haiawh chah na phyih anglakawh “ngawihnaak ak leekawh ngawi lah,” a mi nitinaak ce leek bet hy.
1419080077	Khqah qu ham hqii koeh tawn sak, a huna na imcengkhqi ing chah a mini phyih sak awhtaw, ikaw na sai hly am sim kawp ti.
1419090060	Na kawnglam ce na imceng ingqawi kqawn haih nih nawh, thlakchang ak awihyp mah koeh pho kawp ti.
14190a0044	A nik sim ing ni zyi kawm saw, nang ming seetnaak am qeeng thai kaw.
14190b0044	Ak thymna awi kqawn balh taw ngun bawm awhkaw sui thaih ing myih hy.
14190c0066	Ak ngaikung ang haawh thlakcyi ak awi kqawn taw sui hathen ing sui ak leek soeih aawi ingqawi myih hy.
14190d006d	Ak tyikungkhqi ham dyihthing ypawm taw caang ah tym awhkaw daam tui ing myih nawh, a boei ak kaw caih sak hy.
14190e005a	A mapek ak pena ak kqawn qu nawh, ak oe qu taw amak aa cingmai ingkaw khawhli ing myih hy.
14190f0054	Kawdungnaak ing ukkung kaw dawm sak thai nawh, awih neem ing quh awm ek sak thai hy.
1419100057	Khawitui na hu lek? Khoek neh sak nawh aw, a ni lawnnaak dy na ai awhtaw laawk kawp ti.
1419110041	Na imceng venna koeh plam aih, ning huuna nawh ni sawhna lat kaw.
141912006a	A imceng ak khanawh ak thym simpyikung na amak dyi taw thingboeng, cimca ingkaw pala ak hqaat ing myih hy.
141913005b	Kyinaak huhawh amak ypawm thlang ak yp naak taw haa ak ek ingkaw khaw ak khoem ing myih hy.
1419140074	Thlang ak kawsee venna hla ak sakung taw chikca awh thlang angki suh pek ingkaw thui hqoep awh kuuk sak ing myih hy.
141915004a	Na qaal phoen a cawih awh buh pe nawh tui a hoet awh aawk kawi tui pe lah,
1419160072	Ceamyihna na sai awhtaw a lukhanawh maih eh ling na tloeng pek ing myih kawm saw, Bawipa ing zoseennaak ni pe kaw.
141917005a	Asiip ben nakaw zilh ing khawkaa a lawpyi amyihna thlang ak theet ing kawsonaak lawpyi hy.
141918005b	Nu, hqo ak lo poepa ingqawi imkhui oet awh awm haih anglakawh iptih kilawh awm leek bet hy.
141919004c	Khawkhla nakaw awithang leek taw thlang tui ak hoet ham tuiding ing myih hy.
14191a005b	Thlakdyng, thlakche lam ak pleeng taw khawcui awhkaw deknaawng ingkaw tuih nuu ing myih hy.
14191b006b	Khawitui khawzah aawk am leek nawh, cemyih koepna thlang amah ham kyihcahnaak ak sui taw thlang leek am ni.
14191c0052	Thlang amah ak kawlung amak doen noeng taw vawngchungnaak ak tlu khaw ing myih hy.
141a01007d	Khawhqai awh damtui a baw ingkaw caang ah tym awh khaw a aa a mang kawihvaihnaak amyihna thlakqaw kyihcah am kawihvaih na hy.
141a020069	Hqitca ak ding hy hy ingkaw cinghin pha ak ding amyihna lehcainaak a awm kaana khaw khy ing phu am ta hy.
141a030061	Meqang ham vyknaak qui awmnawh, laa ham hathawng qui a awm amyihna, thlakqaw hamna cumcik awm hy.
141a040040	Thlakqaw ce a qawnaak amyihna koeh thung, amah myih pyi kawp ti.
141a05004c	Thlakqaw ce a qawnaak amyihna thung lah, cekkaataw ak cyina ngai qu hau kaw.
141a060038	Thlakqaw awi ak yyn taw amah a khaw ak tlyk ing myih hy.
141a070049	Khawkhem khaw a bat hqoeng amyihna thlakqaw am khaawh cyihnaak ce awm hy.
141a08003a	Thlakqaw kyihcah taw pehzaai awh pehlung mawp ing myih hy.
141a09004d	Thlakqaw am khaa awhkaw cyihnaak awi taw zukqui kut awhkaw hling ing myih hy.
141a0a0059	Thlakqaw ingkaw thlakche ak pyinaak taw lii ak kaap thai ak leem hoeih hoeih ing myih hy.
141a0b0052	Thlakqaw a qawnaak ak dang sak tlaih tlaih taw Ui am lawh ak ai tlaih ing myih hy.
141a0c006e	Amah ingkaw amah thlakcyina ak ngaiqu nak hu aw? Anih anglakawh thlakqaw awh ngaih-uu kawi khawzah awm lat hy.
141a0d005a	Thlak thakdam ing, “Lamawh samthyn awm nawh, kawngma awh samthyn awm hy,” ti khawi hy.
141a0e0051	A batnaak quiawh chawh ang bat amyihna thlak thakdam ing ihkhun awh bat khaak hy.
141a0f004f	Thlak thakdam taw a kut ing beei pui hlai hy, am kha tuh tlaih ham awm ngak hy.
141a100057	Khaw ak poek thai thlang khqih ak awi kqawn lakawh thakdam ing ak cyi betna ngai qu hy.
141a110069	A kawnglam a awm kaana lam a ceh doena a ming hqonaak awh ak boei pahoei taw Uiang haa ak tu ing myih hy.
141a12003c	Imceng thailat na nawh, “Ka ni citi naak ni? ak tikung taw
141a130042	Thlakqaw, maitawn, laa, thihnaak ing ak khawng ak kap ing myih hy.
141a14004c	Thing a tlawi awh mai a thih amyihna, theet-naak ama awmnaak awh lai dip hy.
141a150069	Maih eh cak nawh thing ang kqawng amyihna hqo ak hu ak thlang taw khqah qu ak thawh sak kung ing myih hy.
141a160057	Theetnaak awi ak kqawnkhqi awi taw buh tui ant tui amyihna thlak khqik phoen dy lut hy.
141a170061	Ak awi kqawn leek moe kawlung ak see thlang taw dek am ak khanawh cak tui a mim hluk ing myih hy.
141a180064	Thlang theet ak nget ak thlang taw am kha ing thuh phah nawh, ak kawlung awh thailatnaak ing bee hy.
141a190054	Awi leek soeih kqawn seiawm koeh cangna, tuih ak cu khqih awm hy ak kawlung khuiawh.
141a1a006a	Ak thlang theetnaak ce thailatnaak ing thuh seiawm, ak kawpoek a seetnaak taw thlang haiawh phona awm kaw.
141a1b006a	Vaam ak co taw amah a vaamawh tla kawm saw, lung ak hlih taw amah ak khanawh ce a lung hlih law tlaih kaw.
141a1c007d	Qaai ak kqawn am lai ing a tloh sak thlangkhqi ce sawhnaak khqi nawh, thlang ak kyihcah phawk am kha ing seetnaak pha sak hy.
141b010055	Khawngawi a ham koeh oe qu, ce khawnghii ing ikaw a thoeng law hly pyi am sim hyk ti.
141b02007e	Namah ingkaw namah koeh kyihcah qu nawh thlang ing mah nim kyihcah seh. Na hui am, am na sim thlang a hui ing nim kyihcah seh.
141b030068	Lung taw qih soeih nawh, dizui ing qih hlai moe, ceseiawm thlakqaw ing thlak kaw a so sak ve qih bet hy.
