0100000007	Jenesis
06161100ff	Kora Peori kumate'ma, mani'neta kumi hunkeno Ra Anumzamo'a mago kri atregeno vahe'a eme zamazeri haviza hu'neane, hagi meninena ana kumimo'a tatreno ovu'ne. Tamagrama antahi'zana ana hazenke zamo'a knare hu'nefi, ana hu'negeta mago'ene ru hazenkea nehazo?
06161200aa	Hagi menina Ra Anumzamofona tamamefira hunemize, menima Ra Anumzamofoma Agri kema ontahita ha'ma rentesageno'a, okina Agra ana maka Israeli vahe'mota rimpa aherantegahie.
0616130167	Hagi mopa tamimo'ma Anumzamofo avure'ma havizama hu'ne hutama hanuta, tamagra eta tagri mopafima Ra Anumzamofo seli mono noma me'nere, Agri mopa fatgofi tagrane emaniho. Hanki tamagra na'a hu'negeta Ra Anumzamofona ke'a antahi nomita tagrira tatreta vuta, Ra Anumzana tagri Anumzamofo Kresramana vu itama ko'ma me'neana atreta, ru kresramna vu ita tro nehaze.
06161400ee	Hagi Ra Anumzamo'ma i'o hu'nea zantamima, Zera nemofo Akani'ma Jeriko rankumapinti'ma Ra Anumzamofo ke'ma ru tagreno'ma eri'nea kumi'amofo kna'a agrakera ofri'neanki mago'a nema agri kumimofo kna'ama eri'za fri'naza zana tamagera okaniho.
06161500b6	Anante Rubeni naga'ma, Gati naga'ma, ruga'a amu'nompinti refkoma hu'naza Manase naga'mo'za oti'za Israeli vahepima nagate nofite'ma ugagota hu'naza vahera amanage hu'za zamasmi'naze,
06161600f6	hankavenentake Anumzana Ra Anumzana Agrake mani'ne, magoke hankavenentake hu'nea Ra Anumzamo Agra antahi'ne, hu'negu Israeli vahe'motanena antahiho, tagrama Ra Anumzamofo kema rutagrege, Agri kasegema ovariri nesunketa menina oratreta tahe friho.
06161700d4	Hanki tagrama Ra Anumzamofoma tamefi humi kazigati'ma kresramna vu ofama huge, witi ofa huge, mago tarimpa hu ofama hu kresramna vu itama tro'ma hu'nesunkeno'a, Ra Anumzamo'a Agra'a tagrira tazeri haviza hugahie.
06161800c1	Hianagi tagrama ana itama tro'ma hu'nonana, henkama tamagri tamagehe'za, tagri tageheinku hu'za, tagri Ra Anumzantera monora huontege, amagera ontegahazema hu'za hu'zanku koro huta tro hu'none.
0616190109	Hanki tagri'ene, tamagri'ene amu'nompina Ra Anumzamo Jodani tinte mopamofo agema'a ante'neankita, tamagra Rubeni naga'ene Gati nagara tagri naga omani'naze nehu'za, Anumzana tamagri Anumza omani'neankita monora huonteho hu'za hu'zanku koro huta ana ita tro hu'none.
06161a0098	E'ina agafare amanage hu'none, kresramna vu itama tro'ma hu'nonana tevefima kresramna vu ofa hu ito, mago'a zama kresramna vu ofa hu ita trora osu'none.
06161b01c5	Hagi tamagri'ene tagri'enena ama anazamo'a mago avame'za mane'neno, tagehezama henkama fore'ma hanaza vahera zamaveri huno, tagranena Ra Anumzana Agriteke monora hunentone hugahaze. Ana hanige'za tamagranena Ra Anumzamofo avurera tevefi kresramna vu ofane, ruzahu ruzahu ofaramine, rimpa fru ofanena mono noma'afina hunentaze hugahaze. Ru ete henka tamagri tamagehe'za tagri tagehe'inku hu'za tamagra Ra Anumzamofo vahe omani'naze huzanku anara hu'none.
06161c0171	E'ina hu'negu tagra amanage huta hu'none, tamagrama amanahu kema tagritero, tagehe'inte'ma hanageta amanage huta zamasmigahune huta hu'none, Ra Anumzamofo kresramna vu itama tafahezama tro hazageno me'neana keho, mago kresramna vu ofa huge, ruzahu ruzahu ofa hu ita trora osu'nonanki tamagri'ene tagri'ene amu'nompina, ama ana itamo'a mago avame'za me'ne huta hugahune.
06161d014d	Tagrama ama ana itama tro'ma hu'nonana, tevefi kre fanane hu ofa huge, witi ofa huge, ruzahu ruzahu ofama hu ita trora osu'none. Tagra e'inama hanuta, Ra Anumzamofona tamefi humita ke'a rutagregahune. Hagi Ra Anumzana tagri Anumzamofo itama seli mono nomofo avugama me'nea kresramna vu itamofo noma eri'nigure huta trora huonte'none.
06161e00dd	Hanki pristi ne' Fineasi'ene Israeli vahepima mago mago naga nofite'ma ugagota hutere hu'naza vahe'mo'za, Rubeni naga'ma, Gati naga'ma, Manase naga'mo'zama hazankema nentahi'za, zamagra zamarimpa fru nehu'za muse hu'naze.
06161f0132	Hanki anante pristi ne' Eleazari nemofo Finiasi'a, Rubenima, Gatine, Manase nagara amanage huno zamasami'ne, menina tagrama keama'ma hunana Ra Anumzamo'a tagrane mani'ne. Na'ankure tamagra Ra Anumzamofo ke'a tamefira huonte'naze, e'inama hazana maka Israeli vahe'mota Ra Anumzamofo azampintira tagu'vazize.
06162000fc	Ana keagama hute'za pristi ne' Eleaza nemofo Finiasi'ene Israeli nagapi nagate nofite ugagota hu'naza kva vahe'mo'za ete Kenani e'za Rubenine, Gati, naga'enema keagama hu'naza zamofo agenkea Israeli vahera Gileati kumate mani'nage'za eme zamisami'naze.
06162100d2	Hanki anazamofo agenkema Israeli naga'mo'zama nentahi'za muse hu'za Anumzamofo ra agi nemi'za, Rubenine, Gati naga'ma nemaniza mopama ha' huzamanteta mopazamima eri haviza hugahunema hu'naza ke'a eri atre'naze.
06162200a3	Hanki Rubenine, Gati naga'mo'za ana itamofonkura hu'za Amu'nontifi Avame'za me'nena Ra Anumzana tagri Anumza mani'ne huta antahi amigahune hu'za agi'a antemi'naze.
06170100a2	Hanki Ra Anumzamo'a Israeli vahera mani fru zamige'za ha' vahe'zaminena hara osu rama'a kafu amane mani'naze. Ana knafina Josua'a rama'a kafu maniteno ozafare'ne.
06170200e5	Anante Josua'a maka Israeli vahe'ma, ranra vahe'ma, ugagota kva vahe'ma, naneke refko hu kva vahetamine, vahete ugagota hu'naza vahe'tamina ke hige'za azageno amanage huno zamasami'ne, Nagra rama'a kafu manite'na menina ozafaroe.
06170300b8	Hanki Ra Anumzana tamagri Anumzamo'ma tamaza huno tamagu vazi'nea zana tamagra'a hago ke'naze. Na'ankure Ra Anumzana tamagri Anumzamo Agra'a tamaza huno ha' vahetamia hara huzmante'ne.
061704011a	Hanki menina ama kea antahi ankereho, ha'ma huzamanteta e'ori'nona mopane, ko'ma hahu zamagatereta eri'nona mopama, Jodani tinteti agafa huteno vuno zage ufre kaziga Mediterenia hagerinte'ma uhanati'nea mopa, ana maka hago refko hu'na nagate nofite hu'na tamugeta erisantihare'naze.
0617050097	Ra Anumzana tamagri Anumzamo tamavugatira ha' vahe'tamia zamahe'natitresigeta, Ra Anumzamo'ma huvempama huramante'nea kante anteta mopazamia erigahaze.
061706008f	E'ina hu'negu Mosese'ma kasege avontafepima krente'nea nanekemofona kva hu'neta hankavetita, avariri fatgo nehuta, rukrahe hu kanti kama osiho.
06170700d5	Hanki amama emani'naza mopafi vahe'enena taragoteta omanita, zamagri anumzamofo agi'a amu'nontamifina oheta, ana anumzantamimofo zamagirera huvempa osutma, eri'zana erinozmanteta, tamarenareta monora huozamanteho.
0617080067	Hu'neanagi tamagra ko'ma hutma neazaza hutma, Ra Anumzana tamagri Anumzamofona otretma azeriko'na hiho.
06170900b9	Na'ankure tusi'a hankavenentake ranra kumapi vahe'tamina Ra Anumzamo zamahenatitre'ne. Ana higeno mago vahe'mo'e huno tamagrira tamazeri otrageta manita menina ama knarera ehanati'naze.
06170a00a2	Hagi magoke magokemoka 1tauseni'a vahera amne zamorotgo hugahane. Na'ankure Ra Anumzana tamagri Anumzamo'a huvempa hu'nea kea amage anteno hara tamaza huno nehie.
06170b005d	Ana hu'negu tamagra kva hunetma Ra Anumzana tagri Anumzamofona tamagu'areti hutma avesinteho.
06170c0087	Hianagi tamagrama tagri Anumzama atretma, ama emani'nona mopafi vahe'enema ru tragoteta manige, zamagripinti'ma a'ma erige'ma hanazana,
06170d01a4	tamagra antahi'naze, Ra Anumzana tamagri Anumzamo'a tamaza huno hara ana vahera huzmanteno, zamahenati otregahie. Hagi ana hanige'zma tamagrane mani'ne'za mago krifugna nehu'za, sefu kanonu vahe'mofo amagenafi rutraga huno ata amiankna hu'za tamata nerami'za, ave've tra'zamo zamavufi azeriankna nehanigeta, ana maka'mota knazampi mani'neta ama ana knare mopama Ra Anumzana tagri Anumzamo'ma tami'nea mopafina frigahaze.
06170e00e9	Hanki nagra kofta huna fri'nugu, tamagra tamagu'areti huta hago antahi'naze, Ra Anumzana tagri Anumzamo'ma tamigahue huno huvempama hu'nea zantamina ana maka tamivagare'ne. Hagi magore huno huvempa hu'nea kemo'a hantaga osutfa hu'ne.
06170f011a	Tamage, Ra Anumzamo'ma huvempama hu'nenuno'a, kea amage anteno kema hu'nea zana tro nehie. Anahukna huno Ra Anumzamo'ma kore kema huramanteno tamigahue huno'ma hu'nesia knazanteti, knazana tamino tamazeri haviza hanigeta, ama knare mopama tami'nea mopafina omanita fri vagaregahaze.
061710012c	Hanki tamagrama Ra Anumzana tamagri Anumzamo'ma huvempama huramante'nea kasegema agatenereta ke'ama rutagreta vuta havi anumzamofo eri'za vahe manige, tamarenareta mono huntege'ma hanazana, Ra Anumzamofo rimpahe'zamo'a tamagrite ena, ama knare mopama tamigeta mani'naza mopafintira frita omanigahaze.
06180100ff	Hanki Josua'a ana maka Israeli vahera nagate nofite huno Sekemu kumate zamavaretru hu'ne. Anante ranra vahe'ma, ugagota kva vahe'ma, keaga refkohu kva vahe'ma, avoma kreno eri antefatgoma hu eri'za vahera kehige'za vu'za Anumzamofo avure ome atru hu'naze.
0618020127	Anante Josua'a ana maka veara amanage huno zamasami'ne, Ra Anumzana Israeli vahe'mota Anumzamo amanage huno hu'ne, Korapara neramageho'za Yufretisi timofo kantu kaziga mani'ne'za havi anumzantaminte monora hunteme azageno eno, neramageho Abrahamune Nahori kizani neznafa Tera knafina ehanati'ne.
06180300d4	Hianagi neramafa ne' Abrahamuna Yufretisi timofo kantu kaziga me'nea moparegati avrete'na vugota hunte'na maka Kenani mopafina vano nehu'na, agehe'mokizmia zamazeri rama'a nehu'na, zage mofavrea Aisakina ami'noe.
06180400a4	Ana hute'na Aisakina tare ne' mofavrea Jekopune, Isone ami'noe. Hanki Seiria agona mopa Isona ami'noanagi, Jekopu'ene mofavre naga'amo'za Isipi moparega urami'naze.
06180500a9	Hanki anantera Mosesene Aroninena huzanantogeke Isipi vake'na, tusia knazanteti Isipi vahera zamazeri haviza nehu'na, tamagrira anampinti Nagra'a tamavre'na atiramino'e.
06180600ad	Hanki Nagra tamafahe'ina Isipiti zamavare'na atirami'na hagerinkenare oge'za, Isipi vahe'mo'za karisine hosi afu agumpi mani'ne'za zamarotgo hu'za korankre hagerinte e'naze.
061807014c	Hianagi Ra Anumzamo'narega zamaza hanugu zavi krafage nehazage'na, zamagri'ene Isipi vahe amu'nozamifina haninku hugeno haninkino refko huzmante'ne. Hageri huntogeno Isipi sondia vahera maka zamaherefite'ne. Hanki ana'ma Isipi vahete'ma huazana tamagra tamavufinti ke'naze. Hanki tamagra za'zate ka'ma kokampina manita vano hu'naze.
06180800e7	Hanki Nagra zamavare'na Jodani timofo kantu zage hanati kaziga, Amori vahe mopare vuge'za, hara huramante'nazanagi Nagra tamazampi zamavarentogeta hara huzamagtere'naze. Hanki negazage'na zamazeri haviza hugeta, mopazamia eri'naze.
06180900a9	Hagi henka Moapu kini ne' Zipori nemofo Baraki'ma Israeli vahe'ma ha'ma huzmanteku'ma nehuno'a, Beori nemofo Balamuna Israeli vahe kazusi ke huzmantenogu kea atrente'ne.
06180a0092	Hianagi Nagra Ra Anumzamo'na Balamu'ma hiankea antahiomi'na, nagra hugeno asomu ke huramante'ne. Hige'na Nagra Balaki azampintira tamagu'vazi'noe.
06180b0142	Hanki tamagra Jodani tima takahetama Jerikoma azage'za, Jeriko kumate vahe'mo'za hara hurmante'naze. Ana zanke hu'za Amori vahe'ma, Perisi vahe'ma, Kenani vahe'ma, Hiti vahe'ma, Girgasi vahe'ma, Hivi vahe'ma, Jebusi vahe'mo'zanena hara hurmante'nazanagi, Nagra tamaza hu'na tamazampi zamavarentogeta hara huzmagatere'naze.
06180c00f5	Hagi Nagra'a tamagritera vugote'na nevu'na ha' vahe'tmia zamatazamina, zamazeri koro hu'noe. Ana'ma huazamo higeke tare Amori kini netremokea korora fre'na'e. Tamagra'a bainati kazinteti'ene ati keve tamiretira hara huznanteta zanavre otre'naze.
06180d00b5	Hanki tamagra'a eri'zana e'ori'naza mopane, tamagra'a onki'naza ranra kumatamugeta nemanita, tamagra'a tamazampinti onkri'naza waini hozafinti'ene olivi hozafintira tagitma ne'naze.
06180e0105	E'ina hu'negu menina Ra Anumzamofona koro huntetma tamagu'areti tamage hutma monora hunenteta eri'zana erinteho. Hagi timofo kantu kaziga Isipima tamagehe'zama mani'ne'za mono'ma hunte'naza havi anumzantamintera monora huonteta, Ra Anumzamofonke monora hunteho.
06180f01ad	Hagi Ra Anumzamofo mono'ma hunenteta eri'zama erinte'zanku'ma tamavesrama hanigeta menina iza monora huntegahazafi huama hiho. Tamafahe'zama Yufretisi timofo kantu kaziga Mesapotomia mopare mono hunte'naza havi anumzante monora huntegahazafi, Amori vahe'ma mopazamifima emani'naza vahe'mokizmi havi anumzantaminte monora huntegahazo? Hianagi nagrane a'mofavre ni'anena, Ra Anumzamofo tagra monora hunenteta eri'zana erintegahune.
0618100090	Anante ana maka vea kevumo'za kenona'a amanage hu'naze, tagra tamagerafa huta Ra Anumzana atreta mago'a havi anumzantera monora huozmantegahune.
0618110132	Na'ankure Agra Ra Anumzana tagri Anumzamo Agra'a, tafahe'ine tagri'enena Isipi vahe kazokzo eri'zama erinezmantompintira tavreno etirami'ne. Ana huteno tavufinti negonkeno, ana maka kaguvazana eri fore nehuno, kama e'nompina hakare'a kuma vahe mani'nazanagi Anumzamo'a kva hurantegeta amu'nozmifina e'none.
06181200e2	Hanki ko'ma ama mopafima mani'naza vahe'ene, Amori vahe'enena negonkeno Ra Anumzamo'a zamahenati atre'ne. E'ina hu'negu tagranena Ra Anumzamofo monora hunenteta eri'zama'a erintegahune. Na'ankure Agrake tagri Anumzana mani'ne.
06181300e7	Hanki Josua'a amanage huno zamasami'ne, Tamagra Ra Anumzamofona monora hunenteta eri'zana eriontegahaze. Na'ankure Agra ruotage hu'neno, kanivere Anumza mani'neankino, tamagri kumi'ene, hazenkema hu'naza kumira apase oramantegahie.
06181400e1	Hanki tamagrama Ra Anumzamofo tamefi hunemita, ru vahe'mofo havi anumzantaminte mono'ma huntesnazana, Agra knare huno kegava huramanteno e'neanagi, rukrahe huno rimpa aheneramanteno knazanteti tamagrira tamahe fanane hugahie.
0618150067	Hianagi vea kevumo'za Josuana amanage hu'za asmi'naze, i'o tagra Ra Anumzana Agrike monora huntegahune.
06181600cd	Anante Josua'a anage huno vea kevua zamasami'ne, tamagra'a huama nehutma, huvempa hutma Ra Anumzana Agrike monora hunenteta eri'zama'a erintegahune nehazo? Hige'za, izo tagra'a tagipinti huama huta nehune.
06181700af	Hanki Josua'a mago'ane zamasamino, ru vahe'mokizmi havi anumzantamima tamagranema me'neana eri netreta, Rana Israeli vahe'mota Ra Anumzante tamagu'a rukrahe huta amage anteho.
061818008b	Hanki vea kevumo'za Josuana asami'za, Ra Anumzana tagri Anumzamofo monora hunenteta, eri'zama'a erinenteta, Agri kemofo amage'a antegahune.
061819008f	Hanki ana zupa Josua'a Sekemu kumate vea nagara Anumzanema huhagerafi huvempa kea nezamasamino, kasegene tra kenena amage antehogu zamasami'ne.
06181a00ca	Hanki ana nanekeramina Ra Anumzamofo kasegema me'nea avontafepi Josua'a krente'ne. Ana huteno, anante Josua'a mago ra have erino Ra Anumzamofo seli mono noma me'nea tavaonte oki zafa agafare retrure'ne.
06181b0117	Anama huteno Josua'a maka vea kevumofona amanage huno zamasami'ne, keho, maka zupa ama havema negeta tagrama huvempama hu'nona kegu tagesa antahigahune. Ra Anumzamo'ma tasamia nanekea ama havema negesuta, ama ana havemo mago avame'za me'nenketa Anumzamofo nanekea ruotagregahune.
06181c006c	Anagema huteno Josua'a ana maka veara huzamantege'za erisantimahare'za nemaniza kumatega vu'za e'za hu'naze.
06181d007e	Hanki anazama huvagareteno zaza kna omani'neno Ra Anumzamofo eri'za ne' Nuni nemofo Josuana, kafu'amo'a 110ni hutegeno fri'ne.
06181e0097	Hige'za Gasi agonamofo noti kaziga Efraemi naga'mokizmi agona mopamofo asoparega, Timnat Sera rankumate agra'ama erisantimahare'nea mopafi asente'naze.
06181f00e1	Hanki Israeli vahe'mo'za Josua'ma kasefa huno mani'nea knafine, agranema ranra vahe'mo'zama Ra Anumzamo'ma mikazama hiazama ke'naza vahe'mokizmi knafina Israeli vahe'mo'za Ra Anumzamofona monora hunte'za eri'zana erinte'naze.
0618200151	Hanki Israeli vahe'mo'zama Josefe zaferinama Isipiti'ma eri'zama e'nazana Sekemu asente'naze. Anama asente'naza mopa Hamori vahe'mokizmi nezamafa Sekemuna 100'a silva zago nemino Jekopu'a mizase'nea mopafi asente'naze. Hanki Israeli vahe'mo'zama Josefe zaferinama asentete'za, ana mopa Josefe naga'mokizmi su'zane hu'za refko huzmi'naze.
06182100af	Hanki Aroni nemofo Eleaza'ma frige'za Gibea kumate asente'naze. Ana Gibea rankumara Efraemi naga'mokizmi agona moparega Eleazari nemofo Finiasi ami'naza rankumate asente'naze.
070000000b	Jasi Vahere
07010100c7	Hagi Josua'ma fritege'za Israeli vahe'mo'za amanage hu'za Ra Anumzamofona antahige'naze. Menina ina naga nofi'mo'za amu'nontifintira esera vugota hu'za mareriza Kenani vahera hara ome huzmantegahaze?
07010200aa	Hu'za hazageno, Ra Anumzamo'a kenona amanage huno zamasami'ne, Antahiho, Nagra ko' ana mopa Juda naga zami'noanki zamagra mareri'za Kenani vahera hara ome huzmantegahaze.
0701030144	Anante Juda naga'mo'za nezmafu Simioni nagakura amanage hu'za zmasami'naze, eta eme taza hinketa tagri'ma hurante'nea mopafima mani'naza Kenani vahera hara ome huta zamaheteta, ete tamagrira tamaza hanunketa tamagri mopafima mani'naza vahera hara huta zamahegahaze. E'inage hazageno Simioni naga'mo'za Juda naga'ene vu'naze.
07010400be	Hagi Juda naga'mo'za mareri'za hara ome hazageno, Ra Anumzamo'a Kenani vahe'ene Peresi vahe'enena Juda naga'mofo zamazampi zamavarentege'za 10 tauseni'a vahe Beseki kumapina ome zamahe'naze.
0701050077	Ana Beseki kumapi Adoni-Bezekina ke'za erifore hu'za, agri'ene Kenani vahe'ene Perisi vahe'enena hara huzmagatere'naze.
070106008e	Hianagi Adoni-Beseki'a nefrege'za rotago hu'za ome azeri'za azafa azantrena tarega kazigatira runekafriza, tare agafa agiararena rukafri'naze.
0701070146	Ana'ma hazageno'a Adoni-Beseki'a amanage hu'ne, nagra 70'a kini vahe'mokizmia zamazafa zamazane, zamagiafa zamagiane akafruge'za, ne'zama nenoa itamofo fenka kaziga mani'ne'za, ankrahe'a zogi'za ne'naze. E'inama hu'noa avu'ava zante menina Anumzamo'a mizana namie. Anage hutege'za avre'za Jerusalemi vazageno anantega ufri'ne.
070108006d	Hagi Juda naga'mo'za Jerusalemi vahera bainati kazinteti zamahe frivaganere'za, ana kumara teve taginte'naze.
0701090089	Hagi ana'ma hute'za Juda naga'mo'za urami'za, Kenani vahe'ma agonafine Negevine, agupo mopafinema nemaniza vahera hara ome huzmante'naze.
07010a00ba	Ana'ma hute'za Hebroni mopafima nemaniza Kenani vaheku'ma kora Kiriat-Arba hu'zama nehaza vahera, hara ome huzmante'za Sesai naga'ene Ahimani naga'ene Talmai nagara hara zamagatere'naze.
07010b0085	Hagi anantetira vu'za Debirima nemaniza vahetmina hara ome huzamante'naze. Debiri kumamofo agi'a korapara Kiriat-Sefa hu'za nehazane.
07010c008a	Hagi Kalepi'a amanage hu'ne, iza'o Kiriat-Sefa vahe'ma ha'ma huzamanteno ana kumama erisimofona mofa'ni'a Aksana ami'nenkeno ara erigahie.
07010d0099	Anagema higeno'a, Kalepi negna Kenazi nemofo Otnieli ana vahera ha'huzmanteno ana kumara erigeno, Kalepi'a mofa'a Aksana amigeno Otnieli'a ara erinte'ne.
07010e00d9	Hagi Aksa'ma Otnielinte'ma ne-eno'a amanage huno asami'ne, nenfa Kalepina antahigegeno mopa kamino huno hu'ne. Hagi Aksama donki agumpinti'ma taka'uma neregeno'a, Kalepi'a amanage huno antahige'ne, na'anku kave'nesie?
07010f00e3	Higeno Aksa'a kenona amanage hu'ne, asomu hunantenka Negevi mopa ko nami'nananki, kampu'i tima nehanatia tintaminena musezana namio, higeno Kalepi'a anagamu kaziga me'nea kampui tine, fenkma kaziga me'nea kampu'i tinena ami'ne.
07011000de	Hanki Kenazi vahera Mosese nenemo nagaki'za Juda naga'mo'zama tofegna zafamo hu'nea Jeriko kumara atre'za nevazage'za, zamagrane magoka vu'za Juda vahe'ma hagege kokampi, Arad tava'onte Negevi nemaniza vahe'ene umani'naze.
07011100d0	Hagi Juda naga'mo'za zamafuhe'i Simioni naga'ene vu'za, Sefatima nemaniza Kenani vahera ome zamahe vaganere'za ana rankuma'zmia eri haviza hutre'naze. E'ina hu'negu ana kuma'mofo agi'a Home hu'za agia nehaze.
07011200a5	Hagi Juda naga'mo'zama mago'a kuma'enema ha'ma hu'za eri'nazana, Gaza rankumaki, Askeloni rankumaki, Ekroni rankuma'ene megagi'nea mopazminena zamahe'za hanare'naze.
07011300c4	Hagi Ra Anumzamo'a Juda naga'ene mani'nege'za hara hu'za maka agona mopa eri'naze. Hianagi agupofima mani'naza vahera zamahenati otre'naze. Na'ankure zamagra aenireti tro hu'naza karisi ante'naze.
07011400bb	Hagi Mosese'ma huvempama huzmante'nea kante ante'za Juda naga'mo'za Hebroni mopa Kalepi ami'naze. Ana hazageno Kalepi'a 3'a Anaki mofavreramina ana mopafima nemanizana zamahenati atre'ne.
07011500b3	Hianagi Benzameni naga'mo'za Jebusi vahe'ma Jerusalemima mani'naza vahera zamahenati otre'naze. E'ina hazageno Jebusi vahe'mo'za Benzameni naga'ene Jerusalemia meninena mani'naze.
070116006e	Hagi anahukna huno Ra Anumzamo'a Josefe naga'ene mani'nege'za mareri'za Beteli vahera hara ome huzamante'naze.
070117007a	Hagi Josefe naga'mo'za afure venenerami huzmantage'za vu'za Beteli kumakura kora Lusie nehaza kumara ome afure'za ke'naze.
