2800000007	Maatosa
2a0703008b	Izikka Yesussa gish siiyidi ba ashkaara pathana mala Yesussa wooserkketi giidi issi issi Ayhudde bagga asatappe cimata Yesussakko yeddides.
2a0704006b	Kiitettidi bida asati Yesussako yiidi hayssa ashkaara addeza gish ne pathana besses giidi minnithi woosida.
2a0705004c	Ays giiko haysi addezi nu asa daro dosees, nuusikka mukurabe keexisiday iza.
2a070600e1	Yesussayksa izistara bides. Yesussay addeza keethako matiza wode addezi ba laggeta Yesussakko yedidi “Godo ne ta keeth gelanaas beessenna taka nena ta keethe gelthanas bessiza asi gidonta gish haa yashe daaburoppa” gides.
2a07070089	Tani ne sinthan beettanas bessontta asa gidida gish neekko babbeykke, hessa gish neni heen daadda qaala xalla giiko ta ashkkaaray paxana.
2a070800be	taaskka tana azaziza asi tappe bollara dees. Tappe garssara tani azaziza wotaddarati deetes. Issa haaya giiko yes issa he ba giiko bees ashkkaaraykka hessa ootha giiko azazettidayssa oothes.
2a070900c8	Yesussaykka ha addey gidayssa siiyidi addeza hanotethan malalettides. Guyye simmidi bena kaalliza deras ta intes gizay hayssa mala gita amano haray atoshin Isra7eele nayta garsankka demmabeykke gides.
2a070a005e	Yesussakko kiitettida asati guye kiittida halaqqa so simmida wode ashkkaaray paxidaysa beydda.
2a070b0066	hessafe guyyen Yesussay gam7ontadishe Nayne giza katama bena kaallizaytarane daro derera issife bides.
2a070c00bf	Izi biiddi katama geliza miixxa gakishin he katamayppe daro asay anha tooki ekkidi keziwodhdhides. Hayqqidays ba aayeys izi izaka. aayeyskka azinay baa, katamappe daro asay izira issife dees.
2a070d0041	Godaykka izo beydda wode izis michettidi aykkoy baa yekofa gides.
2a070e0074	Shiiqidine anha tookkida zapha bochchin anha tookidayti sit gi eqqida. Yesussaykka hayso nazo nena gays denda gides.
2a070f0056	hayqqida naazikka suuri uttidi haasa7a oykkides. Yesussaykka naaza aayeys efi immides.
2a07100080	asay wurikka keehi babbiddi Xoossa galatishe “gita nabey nu giddofe dendidees, Xoossikka hayssa dereza yiidi be7ides” gides.
2a0711006a	haysi Yesussa gish haasa7etiza lo7o haasa7ay kumetha Yihudanine Yihuda yushon diza deretan wurson kezides.
2a0712006b	xamaqiza Yanisa kaallizaytikka hayssa wursi Yanisassi yoottida. Yanisaykka ista garsafe nam77anta xeeygidi,
2a07130061	izi yaana geetettidi haasa7etizays neneyee? hara ura naagino gi oychchite giidi Godakko yeddides.
2a0714008b	bida asati Yesussakko gakkidi xamaqqiza Yanisay izi yaana geetettidi haasa7etizays neneyee hara ura naagino giidi neeko nuna yeddides gida.
2a0715006b	he wode Yesussay daro asa waayepe harggefene tuna ayananatappe pathides. daro qooqqista ayfeykka xeellides.
2a0716010f	Yanisay kiittin izakko yidayta biiddi inte inte ayfera beyddaysanne siiyidaysa Yanisassi yoottite. Ayfe qooqqeti xeelletesi toho wobeti suure hamuttetes inchirachcho harggizayti paxida tulleti siiyida hayqqidayti hayqqoppee dendida manqqotas mishrachcho qaalay yootettes.
2a07170031	Tanani dhuphetonta asi wurikka anjetidaysa gides.
2a071800bb	Yanisay kiitida asati Yesussa achchafe bidaysafe guye Yesussay daro asas Yanisa gish hizggi yoottides “inte ay beyanas bazo kezidetii? carkoy heene hanne qathethiza shomboqo beyanassee?
2a07190089	ay beyanas kezidetii? lo7iza mayo mayida ura beyana kezidetii? lo7o mayo mayidi warix gizayti ishalo duusa dizayti kawo keeththan deetes.
2a071a0071	histikko ay beyanas kezidetii? nabe beyanasee? Ee ta intes tuma gays inte keziday nabeppe aadhdhizadde beyanassa.
2a071b0084	Xoossa qaalan (ne baanna oge nees baassi lo7ethanna kiitettida ura ta neppe sinthara yedana) geetettidi iza gish Xaafetidays izakko.
2a071c00ae	tani intes gizay maccasafe yellettida asa garsan Yanisappe aadhdhiza uray oonikka deenna, Xoossa kawotethan gidikko asa wursofe guuthu geetettida asi Yanisappe aadhdhanna.”
2a071d0083	qaraxa shiishizayttikka attontta hayssa Yesussa qaala siyidayti wurikka Yanisa kushen xamaqqettidi Xoossassi bessiza boncho immida.
2a071e007a	Farsawetinne Muse woga eranchati Yanisa kushen xamaqqetonta gish Xoossi izistas waana qofa oothidi shiishidaysa hiraysida.
2a071f005e	qassekka Yesussay zaaridi histtikko ha7i yellista asa aazan leemusoo? isti ay milatizo? gides.
2a072000a2	giyan uttidi ba garsan issay issara xeygettidi “intes nuni diith diixxidos shin duribeykkista zilalis zilalidosishin yekkibeykkista giza nayta milateetes gides.
2a07210072	ays giiko xamaqqiza Yanisay kath montanne woyneppe oothettida cajje uyonta yin dayiddanthi iza bolla dees gidista.
2a07220072	asa nay qasse miishshenne uyishe yin ganjamanne ushancha qaraxa shiishizaytarane nagaranchatara laggetees gidista.
2a07230045	hessa gish eratetha tumatethay izi nayta wursota achchan amanettides.
2a0724007e	hessafe guye Farsawistappe issi uray Yesussa quma maanaas ba keethe xeygin Yesussay xeeyigida Farsawe keeththa biiddi uttides.
2a0725009c	he kataman diza issi nagarancha maccash dizara Yesussay Farsawe keeththan quma maada bollan dizayssa siyada issi albbasxxirosse bilqqaxxe shitto ekka yadus.
2a07260093	yaadane Yesussappe guyyera iza toho achchan eqqada yekashenne ba afunthan iza toho caphisadda ba huu7e ithikera quccashenne yerashe shitto tiyadus.
2a072700cd	Yesussa qumas xeeysida Farsaweykka hessa beyidi haysi addezi nabe gididakko hanna iza bochchida maccashiyaiza oonakkoone ay oothiza asakonne eranakko shin, iza nagaranchakko shin giidi ba wozinan qoppides.
2a07280063	Yesussaykka Simoona “nees ta yootanazi dees” gides. Simoonaykka tamaarisizayso ero yoota gides.
2a072900b2	Yesussaykka zaaridi issi miishshe tal7e immizaddefe tal7e ekkida nam77u asati deetes, istafe issa bolla ichachu xeet dinnarey dees, nam77anthoza bolla ichachu tamu dinnarey dees.
2a072a009a	istas qanxiza miishi dhayn tal7e immidaysi nam77anta acoza wursikka maarides. histtikko ha nam77antappe ha tal7e immidaysa darssi dosanay awayssee? gides.
2a072b006f	Simoonaykka zaaridi “daro acoy maarettidaysa gaada qoppays” gides. Yesussaykka “tumu firdadassa” gides.
2a072c00b4	he maccashaykko yuuyiidi Simoona hano maccashiyo xeellay? ta ne keeth gelin ne ta tohos haathe shishabeykka shin iza gakides ta to ba afunthan caphisada ba huu7e ithikera quccadus.
2a072d0059	neni aynne tana yerabeykkashin iza gakides ta gelosooppe oykkada ta toho yero aggabeykku.
2a072e0046	ne ta huu7e zayite tiyabeykka shin iza gidikko ta toho shitto tiyadus.
2a072f007f	hessa gish ta nena gizay iza tana keeha dosida gish iza ba daro nagarappe maaristadus, guuthara maaretiza ura siiqoykka guutha.
2a07300034	Yesussay maccashiyo ne nagarappe maaristadasa gides.
2a07310063	izara issife maaddan uttida imathatikka haysi nagara maarizay izi oonee? giidi ba wozinara qoppida.
2a07320040	Yesussaykka maccashiyo nena ne amanoy ashshides saron baa gides.
2a080100b8	Hessafe guye Yesussay Xoossa kawotetha mishrachcho sabbakishe dumma dumma katamata giddorane dere gaathara aadhdhidees. Aadhdhidi biza wode iza kaalliza tammanne nam77ati izara deetes.
2a080200a3	Qassekka tuna ayaanaappenne iita harggefe paxida issi issi maccashati izara deetes. Istika laappun tuna ayaanaany izippe kezida Magidele giza dereppe yida Maaramo,
2a0803008d	kawo Herodosason oothiza kuza machcho Yohano qassekka Sosinonne hara daro maccashati deetes. Istika bees dizamiishshaara Yesussas oothizayta.
2a08040082	Daro derey issife shiiqidi dishin qassekka asay dumma dumma katamappe izakko wodhiza wode Yesussay leemusora tamaarisishe hizgides
2a0805007f	issi goshshanchay zerethi zeranas kezides, zerishinkka bagazi ogen wodhin asa toon yedhettides, salo kafotikka yiidi maxi mida,
2a0806006f	issi zerethay shuuchcha gadeni wodhidi heerakka caarides gadezzikka mela gade gidida gish elle meli kichchides.
2a08070076	Qassekka hara zerethi aguntha giddon wodhides agunthaykka izara issife diccidi caarechchaykka dicconta mala cuullides.
2a080800af	Qassekka hara zerethay lo7o aradda gadeni wodhides caaridda wodekka xeetu kushe ayfides. Yesussay haasa7a wursidi qaala dhoqqu histidi “siyiza haythi diza asi siyo” gides.
2a08090044	Yesussa kaallizayti zeretha leemusozas birsheth imma giidi oychchin,
2a080a00bc	izikka hizgiidi zarides Xoossa kawotetha xuura eroy intes imettides haratas gidikko leemusora yootays qassekka harati beyidi wozinan wothontamalanne siiyidi yuushi qopponta mala hannidees.
2a080b003e	Zeretha leemusoykka hayssa, zeretha geettetidays Xoossa qaala,
2a080c0080	oge lanqqen wodhidays qaala siyizayta giddo attin isti amanidi attontta mala xalla7ey yiidi qaala ista wozinappe eekkigidizayta.
2a080d00a6	Shuuchcha bolla wodhidaytikka qaala siiyidi ufaysara ekkizayta, istikka ha7is amanetes attin metoy ista bolla gakkiza wode xapho yedonta gish ellera amano kaddizayta.
2a080e009b	Aguntha giddon wodhidayti qaala siiyizayta, heytikka aqqipey7iddi biitta bolla duussas qofaninne duretethan duusa lo7otethan culetidi lo7ethi ayfe imetena.
2a080f006f	Aradda biittan wodhidays qaala suureninne lo7o wozinan siiyidi naaggizaytane danda7an minnidi ayfe ayfizzaytta.
2a08100084	Poo7o po7isidi baatha giddon woykko arssa garssan wothiza asi baawa, gido attin keethe geliza asas poo7ana mala qoncceson wothetees.
2a0811004e	Qotettidi qoncce kezontay poo7o kezidi eretonta qotan attanna miishshi deenna.
2a0812007f	Hessa gish inte siiyizaysa naageti siiyite, diza uras gujjistana baynddadees wursofe izas diza milatizarakka ekettakkichchanna.
2a0813007b	Hessafe guye Yesussa aayanne ishati Yesussakko yida. Shin asa darotethafe denddidaysani izako shiiqqanas dandd7ibbeyitenna.
2a0814005d	He wode asay Yesussas ne aayanne ne ishati nena beyanas koyidi karen eqqida giidi yoottidees.
2a0815004f	Yesussaykka zaaridi ta aayanne ta ishati Xoossa qaala siiyidi naagizayta gides.
2a0816005b	Issi gallas Yesussay bena kaallizaytara wogolo giiddo gelidi abbafe he pinith pinnos gides.
2a0817008a	Istika pinishin abba bolla gote carkkoy dendidi waayssiza wode Yesussay dhiskkides. Haathayka wogoloza giddo gelin asay daro metotettides.
2a081800bc	Yesussa kaallizayti izakko shiiqqidi “Godo, Godo nu wurana hanos” giidi Yesussa dhiskofe denthida. Izikka beeggiddi carkozane abba danbbala seerin carkoyne abba danbbalay coo77u gides.
2a081900a5	Izika bena kaallizayta inte amanoy awa bidde gides. Istika ba garssan babishshenne malaletishe carkonne haathenne azazizay, isttikka izas azazettizay izi oonee gida.
2a081a004d	Izappe guye Galilape he pinithan diza Gergesenonne giza dere wogolora pinida.
2a081b00c0	Yesussay wogolozappe gadeni wodhida wode dayiddanthi iza bolla diza issi asi katamappe kezidi iza demmides, he uray daro wode mayo mayonta kallo keeththan aqontta duufo bees aqoso oothida asa.
2a081c00b8	Yesussa beydda wode wassishe Yesussa sinthan kunddides, qaala dhoqqu histidi “boncho Xoossa na Yesussa taasnne nees ay gaytotethi dizee? Ne tana waaysonta mala nena woosays” gides.
2a081d0116	Tuna ayaanaay hessa gaanas danda7iday addezappe kezana mala Yesussay azazida gishassa. Tuna ayaanaanazikka woden woden denddiza gish addezzi sanithalataninne birattan toho qachi naaginkka qachettida sanithalata duuthethidi iza bolla diza dayiiddanthay iza duge bazo zaari efees.
2a081e0080	Yesussay ne sunthi oonee giidi oychchides, izikka daro dayiiddanthati iza bolla gelidi diza gish ta sunthi “leegoone” gides.
2a081f0053	Dayiiddanthatika wursethi baayndda cima oilan bena yegonta mala minnthidi woossida.
2a08200087	Henka zuma bolla daro gudunthi heemetes, dayiiddanthatakka gudduntha wudezan gelite giidi azazana mala woossida, Yesussaykka ero gides.
2a0821008c	Dayiiddanthatika addezappe kezidi guddunthatan gelida, guddunthatikka aafozza dugunthara bichcharishshe biiddi abban gelidi abban mitettida.
2a08220052	Heemizayti handdaysa beydda wode beezhumi biiddi katama asasne dere asas yoottida.
2a082300b1	Handdayssa beyana giidi asay ba dizasooppe Yesussakko yides, dayiiddanthay izappe kezida addezzika wozinay kanay simmini afala mayidi Yesussa toho garsan utidaysa beyidi babida.
2a08240059	Dayiiddanthan oyketida addezzi paxishin beyddayti izi waani paxidakkonne derezas yootida.
2a0825007b	Gergesenonne matan diza asay keehi babbda gish Yesussa hayssafe kichch giidi woossida, izikka wogolozan gelidi simmi bides.
2a0826004b	Dayiiddanthay izappe kezida addezzi Yesussara issife daanna mala woossides,
2a082700e0	Gido attin ne so simadda Xoossi nees oothida gita miish yoota giidi moyzides. Addezzikka Yesussay izas oothida gita miish ba kataman diza asas wursos qonccen yootishe biddees. Ya7irosa naanne Yesussa mayo bochchidda maccassa
2a08280053	Assay wuri Yesussa yuusa naagishe gam77ida gish izi simmishni ufaysan mokki ekkida.
2a08290076	He wode Iya7irossa geetettiza mukurabe halaqqay yiidi Yesussa toho bolla kundidi Yesussa iza so baanna mala woossides.
2a082a00b9	Izi hessaththo oychchiday izas tammanne nam77u laytha kumida issi macca nay sakistada shemppo bolla diza gish. Izi he buussan dishin derey daridi ba garsan sugetidi iza keehi un7isides.
2a082b00a8	Tammanne nam77u laythi suuthi izippe gukishin diza issi maccashiya bees diza miishsha ubbaa dhale eriza asatas imma wursini izo pathanaas danda7ida uraykka isoykka baa.
2a082c0044	Izakka guyyera shiiqqada Yesussa afala maccarata bochchadus, gukkiza
2a082d00aa	Yesussaykka “tana bochchidday oone?” gides. Wurika nuni bochchibeykko gi kadida wode phixrossay zaaridi Godo asi wuri yuuyi aadhdhidi nena suggerethidi un7ises gides.
2a082e004f	Gido attin Yesussay asi tana bochchides, wolqay tappe kezidaysa ta erays gides.
2a082f00cb	Maccashiya eretonta qotistada baannaas danda7ontaysa erida wode kokorashe yaada Yesussa sinthan kunddadus. Izakka Yesussa waana bochchidakkonne qassekka ellera waana paxidakko wurso asa sinthan yootadus.
2a08300038	Izikka ta nayee ne amanoy nena pathides, saron ba gides.
2a083100b4	Yesussay buro maccasheys haasa7a bolla dishin mukurabe halaqqa Iya7irosa keethafe issi asi Iya7irosas ne naya hayqqadus hessa gish hayssappe guye astamaareza mela daabursofa gides.
2a08320055	Yesussay hessa siiyidi Iya7irosa aykkoy ba baboofa amanna attin ne naya paxana gides.
2a08330091	Yesussay Iya7irosa keeth geliza wode Phexirosa, Yanisane Yaqobe qassekka nay aawappenne aayeyippe attin haray oonikka izara gelana mala koybeyna.
2a0834006a	He wode asay wuri nayis wuwu gi wassi yekkishin Yesussay yeekofite iza zin77adus attin hayqqabeykku gides.
2a0835003b	Asaykka naya hayqqidaysa eriza gish Yesussa bolla miicides.
2a08360036	Gido attin izi nay kushe oykkidi ta nayee denda gides.
2a08370063	Nayis shempoyka simmides. Heerakka denda eqqadus, Yesussaykka izis miza miish immana mala azazides.
2a08380057	Nka yelidaytika malaletida. Gido attin izi handdayssa oonaaskka yotonta mala azaziddes.
2a0901008a	Yesussaykka tammanne nam77u hawarista issife xeeygidi dayiddanthata kessana malane harggefe pathana mala istas wolqanne Godatethi immides:
2a0902004c	qassekka Xoossa kawotetha yootanasinne harggizayta pathanas ista kiittidees.
2a09030089	istaskka “oge bishe guufe woykko, qaraxite woykko, quma woykko miishshe woykko nam77u mayo aykkokka oykki baannas koshshenna.” gides.
2a09040056	intekka he katamayppe kezana gakanas koyro gelida oona keeththanka gidin heen gam7ite.
2a09050091	katama asay intena mokki ekkonta ixxikko he katamayppe kezidi intena mokkontaytas markka gidana mala inte tohon diza gudula pittidi kezite gides.
2a09060077	istikka Goday gida mala kezidi miishrachcho qaala yootishene hargganchata pathishe dere wurson guttappe gutta yuuyiida.
2a090700f7	he wode issi issi asati Yanisay hayqqoppe denddides, baggati Elasay kezidi beettides, qasse bagati beni nabetappe issay hayqqoppe dendidees giidi haasa7etiza gish Yuda biitta haariza Herdoossay hessa siyidi hanza miishshan ba wozinan metotettides.
2a090900a5	Herdoossaykka tani iza qoodhe qanxida xamaqiza Yanisay hayqqides, histin iza gish hayssa mala haasa7etishn ta siyizays izi oonee? giidi iza ba ayfera beyana koydees.
2a090a0094	hawarettikka simmidi isti oothidaysa wursi Yesussassi yoottida. izikka ista xalla benara ekkidi Beettesaydda geetettiza poqqethan diza katama bides.
2a090b009a	gido attin daro asay hessa eridi ista kaallides. izikka ista mokki ekkidi Xoossa kawotetha gish yoottides. qassekka harggefe pathanas bessizayta pathides.
2a090c00a7	gadey lem7ishin tamman nam77u hawareti izakko shiiqqidi “nuni dizay baazo biittan gidida gish asay biiddi bees aqana sonne miza miish koyana mala asa moyiza” gida.
2a090d00af	gido attin izi istas zaaridi “mizaz inte istas immite” gides. istikka nuus ichachu ukeethafenne nam77u moleppe haray ba. ha asas gidiza kath koshikko shamanas besses gida.
2a090e0093	Yesussaykka bena kaallizayta “asa ichachu tamu ichachu tamu histi shaakki shaakki utisite” gides. heenkka ichachu shi gidana attumma asay dees.
2a090f003e	Yesussa kaallizaytika Yesussay azazida mala asa wursi utisida.
2a091000a0	Yesussaykka ichachu ukeeththanne nam77u molista oykidi pude salo xeellidi Xoossa galatides. izikka ukeetha menithidi asa gathana mala bena kaallizaytas immides.
2a09110072	asay wurikka miidi kaallides. Yesussa kaallizaytika asappe atidda tammanne nam77u masobe kumeth maaddafe denthida.
2a0912007e	issi gallas Yesussay berkka woossishin iza kaallizayti izara deetes. izikka ista “asay tana oona gizee?” giidi oychchides.
2a09130083	istikka izas “issi issi asay xamaqqiza Yanisa bagayti Elasa harati qasse beni nabetappe issay hayqoppe denddidees geetes” gida.
2a09140084	izikka ista “intech tana oona geetii?” giidi oychchides. Phexirosaykka “neni Xoossafe kiittetida kirstoosa” giidi zaaridees.
2a09150043	Yesussaykka ista hayssa oonaskka yootoppite giidi minnithi yoottidi
2a091600b5	qassekka asa nay daro waayye ekkanas besses, dere cimatan qeese halaqqataninne Muse woga xaafizaytan ixistanane ista kushen hayqqanasinne hezantho gallassan hayqqpope dendana gides.
2a091700df	qassekka wursosi “ba shemppo ashshana giza asi wuri dhaysana, shin ba shempota gish giidi dhaysiza asi ashshana. hessa gish tana kaalana koyiza asi diikko bena kaddo, wurso gallas ba masqqale tookkidi tana kaalo” gides.
2a0919003e	asi alame mule wodhisidi ba shemppo dhaysiko aaza go7ay dizee?
2a091a0089	oonikka tananinne ta qaalan yeelatikko asa nay ba bonchora, aawa bonchoranne geeshsha kiitanchata bonchora yiza wode tani izan yeelatana.
2a091b0068	ta intes tumu gays hayssan eqqida asappe hayqqanappe sinthan Xoossa kawotethi beyana bagga asati deetes.
