2800000005	Mateu
2906150071	Halitangua lije liasemukile Helonde ua uavuahesele viakulia vakakuyula na vakakushika vaje vahumine ku Ngalileya.
29061600c0	Kaha kuezile muna Helondiya ua mpuevo na kukina, uavuahelesele Helonde na vangezi vendi, kaha muene uahandekele kuli uje mumbanda nguendi. “Njilombe coshe cije utonda, kaha njikakuhanaco.”
2906170074	Kaha ua lisingile kuli ikeye nguendi, “Coshe ulomba kuli yange njikakuhana, cipue mbazuvuila ya vumuene vuange.”
2906180092	Kaha uaile hambanza, nakuihula vaina nguendi, “Vika njikalomba?” Kaha vaina vamukumbuilile nguavo, “Lomba mutue ua Iuano mu kakumbuitika.”
290619007f	Hajevene uezile kuli muene nakulomba nguendi, “Njitonda linga unjihane mutue ua Iuano mukakumbuitika ha lilonga hano vene.”
29061a0098	Kaha muene uakele na vusiua vuakama, vuno honi omuo ha kulisinga nguendi na hali vangenzi vendi, katondele kupokola mezi endi aje ahandekele kuli ikeye.
29061b008e	Kaha hajevene muene uatumine lisualale uje mu ka kuniunga kaha ua mushikile linga anehe mutue ua Iuano. Kaha uaile nakumuteta mutue mukamenga,
29061c005e	kaha vanehele mutue mulilonga, nakuhana uje mutue mumbanda, kaha uje mumbanda uauhanene vaina.
29061d0054	Omo vandongisi vendi vacuvuile, vezile nakumbata muvila uendi, nakuutsinda mucihilo.
29061e0051	Tunganda vahilukile kuli Yesu, na kumulekesa vioshe vivalingile nevi valongesele.
29061f00ac	Kaha uahandekele kuli vakevo nguendi, “Tuyeni ku cihela calikalietu, tukahuimeko cindende.” Omuo vavengi vakele na kuija nakuya, kaha kuvauanene cipue ntsimbu ya kulia.
2906200045	Kaha vakovelele mu vuato nakuya ku cihela cakulishueka kua likaliavo.
290621009b	Nkuma vavengi vavamuene oku valinakuya, kaha naua vavatantekeyele, kaha vashatukilile kuli ikeye kuhuma ku vinganda vioshe, kaha uavauanene kulutue luendi.
29062200a9	Kaha omo muaile ha ntunda uamuene civunga cakama, kaha uavoviulile ngozi, muomu vapuile ngue vampanga vakuhona kaniungi, kaha naua uaputukile kuvalongesa viuma viavingi.
290623007f	Omo kuapuile cinguezi, vandongisi vendi vezile kuli ikeye nakuhandeka nguavo, “Cino cinapu cihela ca kulishueka naua kuatoko,
290624006c	valeke vaye na kuzenguluka mu cifuti na mu membo vazenguluke linga vakalilandele viakulia vakevo vavenia.”
29062500c2	Vuno honi uavakumbuilile nguendi, “Vahaneni viakulia valie.” Kaha vahandekele kuli ikeye nguavo, “Tuye nakulanda vimbolo mu vimbongo viakupua vihita vivali ndinali, kaha tuvahane valie?”
29062600ad	Kaha uahandekele kuli vakevo nguendi, “Muli na vimbolo vingahi? Yeni mukamone.” Kaha omo vaile nakumona, vahandekele nguavo, “Kuli vimbolo vitanu, na vantsi vavali.”
2906270040	Kaha ua vashikile nguendi, vatumame hamavu ha vishoni muvivunga.
290628003d	Kaha vatumamene hamavu muvivunga, muvihita na mumakumi atanu.
29062900d5	Kaha Yesu uambatele vimbolo vitanu na vantsi vavali kaha uatalele kuilu, na kuvivezikisa, kaha uapazuile vije vimbolo, kaha uahanene vandongisi vendi linga vahane vantu, kaha uavapangelele vaje vatsi vavali voshe.
29062a001b	Kaha voshe valile nakukuta.
29062b0075	Vandongisi va Yesu vakunguilile vimbazuvuila via vimbolo na vatsi vije viasaleleho via kupua mitonga likumi na ivali.
29062c003f	Kaha vantu vaje valile vimbolo vapuile vamala makulukazi atanu.
29062d0091	Hajevene Yesu ualekele vandongisi vendi linga vakovele mu vuato vaye kulutue luendi kusinia ya Mbetesainda, te ikeye acili na kushandola civunga.
29062e0033	Kaha omo uavasezele, uaile ku munkinda nakulombela.
29062f005d	Kaha omo kuapuile cinguezi, vuato vuakele hhakati ka cisali kaha uakele likaliendi ha ntunda.
29063000b1	Kaha uamuene vandongisi vendi vali mu vukalu vua mpunzi yakele na kuvaluisa. Kaha omo ntsimbu kanda kuce, uezile kuli vakevo, oku hali nakuenda ha mema. Te hali na kuvatuvakana,
2906310070	vuno honi omo vamumuene hali na kuenda ha cisali vasinganiekele nguavo ndumba ya muntu, kaha vatambekele cikuma,
290632008f	Nankuma omo vamumuene, kaha vovuile liova cikuma. Vuno honi hajevene uahandekele kuli vakevo nguendi, “Kuateni mitima, yange, keti muteue.”
2906330055	Kaha uakovelele mu vuato navo kaha na mpunzi ya holokele. Kaha valikomokelele cikuma,
2906340040	omuo ku vovuisile via vije vimbolo, omuo vakolesele mitima yavo.
290635004c	Kaha omo vajavukile, vahetele ku Ngenesaleta, kaha vakutile vuato ku cikuma.
2906360040	Kaha omo vahumine mu vuato, hajevene vantu vamutantekeyele Yesu,
2906370080	kaha vashatukilile mu vihela vioshe kaha vaputukile kuneha vakakuvavala ha manala avo nakuvatuala kuli kuoshe kuva muivuililile.
29063800fd	Kaha kuoshe kuje kuaile, ku membo, na muvinganda cipue mu mafuti, vakosesele vakakuvavala ha manala avo kuje ku mihela yakulandesela, vamulambelelele linga vaje vakakuvavala vamukuate kumukundilo ua kazaku kendi, kaha voshe vaje vakuateleko vakangukile.
290701006c	Honi omo Vafaliseo vakungulukile hamo kuli ikeye, na vamo valongisi va mashiko, vaje vahumine ku Yelusalema,
2907020064	vamuene nguavo vamo va vandongisi vendi vali na kulia na mavoko a kuhona kulela, aje akuhona kutana.
290703006e	(Omuo Vafaliseo na Vayunda voshe, kuve kulia kuakuhona kutana ku mavoko, mukuniunga cisemua ca vakuluntu vavo.
29070400bb	Kaha omo vahuma ku vihela via kulandesela, kuve kulia kuvanga vavalilelesa vakevo vavenia, kaha kuli visemua viavingi vikuavo vivakaniungu, nge via kukusha vinganja na vindeho na milili.)
29070500b0	Kaha Vafaliseo na valongisi va mashiko vehuile Yesu nguavo, “Vika honi vandongisi vove kuve kuyoya kuya na cisemua ca vakuluntu, vuno honi vakali na mavoko akuhona kulela?”
29070600e8	Kaha uahandekele kuli vakevo nguendi, “Isaya uahandekele muacili ha vunanguizi vuendi hali yeni vaka civembulu nguendi, ngue muje vacisoneka nguavo, “Vantu ava, vanjilemesa na tunua tuavo, vuno honi mitima yavo ili kulako nange.
290707003b	Vanjishangazala muangoco, vilongesa viavo vinapu via vuntu!
2907080048	“Museza lishiko lia Njambi, nakukuatelela kulinga cisemua ca vantu.”
2907090070	Kaha Yesu uahandekele kuli vakevo nguendi, “Munasembulula lishiko lia Njambi, linga muniungilemo cisemua ceni!
29070a0091	Omuo Mosesa uahandekele nguendi, ‘Singimika isho na noko’, kaha, ‘Uoshe ahandeka via vipi hali ishe cipue vaina, cilivene napande kutsa’,
29070b0099	vuno honi muhandeka ngueni, Nga muntu aleka ishe cipue vaina nguendi, ‘Viunanganiala kuli yange inapu Kombani’ (kulumbununa, civanahana kuli Njambi),
29070c003b	Kaha ku umutavesa kulinga cili coshe kuli ishe cipue vaina,
29070d0064	eci cinapu kuteua lizi lia Njambi mu cisemua ceni cije muakuata. Kaha na viavingi vije mukalingi.”
29070e0084	Kaha Yesu uasanene vantu linga veje kuli ikeye naua, kaha uahandekele kuli vakevo nguendi, “Njivuilileni, muva voshe, nakuvuisisa.
29070f00ad	Nacimo cahi cihuma kumbanza ya muntu cije cikovela muli ikeye cije cihonoua kumulelesa, vuno honi viuma vije vihuma muli muntu vikevio vimupuisa linga keti apue uakulela.”
2907100028	Nga uoshe uje hali na matuitui evuilile.
2907110058	Kaha omo uakovelele mu njivo, nakuseza vantu, vandongisi vendi vamuhuile ha cije cisimo.
29071200c0	Kaha Yesu uahandekele kuli vakevo nguendi, “Nkuma neni naua,” kumuesi nakuvuisisa ndi? Nkuma kumumono ngueni, “vioshe vije vikovela mu muntu viakuhuma kumbanza kuviasa kuhona kumulelesa,
290713009e	muomu ku cekukovela mu mutima uendi, vuno honi muzimo liendi, kaha na kutuvakana ndi?” (Nankuma mucifua eci Yesu natavesa viakulia vioshe kupua via kulela.)
2907140063	Kaha Yesu uahandekele kuli vakevo nguendi, “Vije vikahumu muli muntu vikevio kuviekulelesa muntu.
290715006a	Omuo kuhuma mukati, mu mutima ua muntu, mukahumu visinganieka via vupi, vukoyi, kuiva, kutsiha, vupangala,
290716006e	kuliveya, nakulinga viuma vioshe via vipi, kukuisa, na mesho mesho, cipululu, vungumba, kulihalesa, na vulema.
290717005f	Viuma vioshe evi via vipi vikahuminina mukati, kaha nakupuisa muntu kuhonoua kupua uakulela.”
29071800a1	Kaha Yesu kuhuma kuje uakatukile nakuya ku cihela ca Tile na ku Sindone. Kaha uakovelele mu njivo, cakuhona muntu uoshe kutantekeya, vuno honi kasele kulishueka.
29071900a3	Vuno honi hajevene kuakele mpuevo uakele na munendi ua mpuevo uje uakele na cimbembesi cacipi, vovuile via Yesu, kaha uezile kuli ikeye nakuuila ku viliato viendi.
29071a0084	Nankuma uje mpuevo uapuile Kangelengu, uasemukilile ku Fonisiya mu Siliya. Kaha ualambelele Yesu linga ahumise lihamba muli munendi.
29071b0097	Kaha Yesu uahandekele kuli ikeye nguendi, “Eceni vanike vavandende valivange kulia, omuo keti cacili kuambata mbolo ya vanike na kuyashela tutali.”
29071c008c	Vuno honi uje mpuevo uamukumbuluile nguendi, “Eyo Muene, cipue vene tutali vaje vavutama muintsi lia mesa valia vije vanasezeho vanike!”
29071d0071	Kaha Yesu uahandekele kuli ikeye nguendi, “Omuo yakuhandeka ngacije uasa kuya, lihamba linahumu muli munove.”
29071e004f	Kaha uahilukile kuimbo, uauanene kanike nakosa ha muhela, na lihamba liamuhumu.
29071f0099	Kaha Yesu uahumine ku cihela ca Tile uahitile mu Sindone na kuya ku cisali ca Ngalileya, nakuheta mu cihela ca Ndikapolisi (kulumbununa vinganda likumi).
2907200080	Kaha vantu vanehele yala kuli Yesu uje uapuile kasenda matuitui na kalaka, kaha valambelelele Yesu linga a musaleke mavoko endi.
2907210098	Kaha Yesu uamuhumisile ha civunga ca vantu nakuya nendi kua likaliavo, uakovelesele minie yendi mu matuitui endi, uajekuile, nakumukuata ha ndaka yendi,
2907220080	kaha Yesu uatalele kuilu, kaha uasisimukile, nakuhandeka kuli ikeye nguendi, “Efefata,” kulumbununa nguavo, “shokoloka.”
2907230062	Kaha matuitui tui endi ashokolokele, na ndaka yendi yazitukile, kaha uaputukile kuhandeka muacili.
290724007c	Kaha Yesu uashikile vantu linga keti valekeko cimo umo, vuno honi cipue uavashikile ngoco ambahoni vatualeleleho kuambulula.
290725008c	Kaha vantu vakomokele cikuma nakuhandeka nguavo, “Nalingi viuma vioshe muacili, cipue tusenda matuitui tui vovua na tuveveve vahandeka.”
2908010097	Ha matangua aje, omo civunga cakama naua cakungulukile, kaha vahonouele viakulia, Yesu uasanene vandongisi vendi, kaha uahandekele kuli vakevo nguendi,
2908020059	“Njivua ngozi ha civunga eci, omuo vanakala nange honi matangua atatu, kuakuhona kulia,
2908030072	kaha nga njivaleka nguange vaye na njala ku membo avo, vasa kulezumukila mu ngila, omuo vamo vanahumu kulahako.”
2908040064	Kaha vandongisi vendi vamukumbuluile nguavo, “Iya asa kulisa vantu ava na mbolo muno mu mpambo?”
2908050075	Kaha Yesu uahandekele kuli vakevo nguendi, “Muli na vimbolo vingahi?” Vahandekele nguavo, “Vitanu na vivali.”
29080600c8	Kaha uashikile civunga linga vatumame ha mavu, kaha uambatele vimbolo vitanu na vivali, kaha uatsatselelele na kuvipazula kaha uahanene vandongisi vendi linga vahane vaje vantu, kaha vahanene civunga.
290807005e	Kaha vakele na vantsi vavandende, kaha hanima ya kuvavezikisa, uashikile naua linga avahanevo.
2908080073	Kaha valile, nakukuta, kaha vakunguluile vije vimbazuvuila vivasezeleho, viapuile mitonga itanu na ivali yakushula.
2908090029	Voshe vantu vapuile nge makulukazi auana.
29080a0077	Kaha uavalekele linga vaye, kaha hajevene uakovelele mu vuato na vandongisi vendi, kaha vaile ku cihela ca Ndalamanuta.
29080b008c	Vafaliseo vezile kuli Yesu nakuputuka kulinga nendi vimpata, vatondele ikeye linga avalingile citantekeyeso cakuhuma muilu, linga vamueseke.
29080c00e2	Kaha Yesu ualisisumuine mu Cimbembesi cendi, nakuhandeka nguendi, “Omuo vika vantu va cisemua cino vatondela citantekeyeso? Muavusunga, njihandeka kuli yeni nguange, na cimo cahi citantekeyeso cikalingiua ku cisemua cino.”
29080d003f	Kaha uavasezele, uakovelele mu vuato nakuya musinia lia cisali.
29080e004c	Kaha vasuvile kuambata vimbolo, kaha vakele lika na mbolo imo lika mu vuato.
29080f0072	Kaha Yesu uavananguile nguendi, “Liniungeni, nakuzangama ku cimbaluila ca Vafaliseo na cimbaluila ca Helonde.”
290810004b	Kaha vakele nakuhandeka kuli umo na mukuavo nguavo, “Kutuesi na mbolo.”
29081100b6	Kaha omo Yesu uacitantekeyele, uahandekele kuli vakevo nguendi, “Vika muhandekela ngueni kumuesi na vimbolo? Ku muatantekeyele cipue kuivuisisa ndi? Nkuma vati mitima yeni inakolo?
2908120066	Muli na mesho vuno honi nkuma kumumono, muli na matuitui nkuma kumuvu indi? Nkuma naua ku muanuka ndi?
29081300a8	Omo njapazuile vimbolo vitanu via kulisa vantu makulukazi atanu, muakunguluile mitonga ya kushula ya vimbazuvuila vingahi?” Vakumbuluile nguavo “Likumi na ivali.”
29081400cd	“Kaha naua omo njapazuile vimbolo vitanu na vivali via kulisa vantu vakupua makulukazi auana, muakunguluile mitonga ya kushula ya vimbazuvuila ingahi?” Kaha vamukumbuluile nguavo, “Itanu na ivali.”
2908150056	Kaha uahandekele kuli vakevo nguendi, “Nkuma naku ntsimbu ino hanga ku muvuisisa?”
290816007f	Kaha vaile ku Mbetesainda. Kaha vantu vamo vanehele muntu umo kuli Yesu uje uapuile kapuputua, vambelelele Yesu linga amukuate.
29081700cb	Kaha Yesu uakuatele uje yala ua kapuputua ku livoko, kaha ua muhumisile hembo, kaha omo ua mujekuila malenzi ha mesho endi kaha uamusalekele mavoko endi, kaha ua muihuile nguendi, “Ulinakumona cimo?”
2908180078	Kaha uje yala uatalele kuilu nakuhandeka nguendi, “Njimona vantu, vuno honi valinakumoneka ngue miti ili na kuenda.”
2908190075	Kaha naua uamusalekele mavoko endi ha mesho endi, kaha ua mutalele sui kaha uakangukile, kaha uamuene vioshe muacili.
29081a0056	Kaha uamulekele aye kuimbo liavo, uamulekele nguendi, “Keti ukovele cipue muimbo.”
29081b00b2	Kaha Yesu uatualeleho kuya na vandongisi vendi, ku membo a Sesiliya Filipu, kaha omo vaile mu ngila Yesu uehuile vandongisi vendi nguendi, “Vantu vahandeka nguavo Yange iya?”
29081c009f	Kaha vamulekele nguavo, “Vamo vahandeka nguavo yove Iuano Muka kumbuitika, vamo naua nguavo yove Eliya, vamo nguavo yove umo ua vaje tunanguizi va Njambi.”
29081d007b	Kaha uavehuile nguendi, “Vuno honi yeni munjisana ngueni yange iya?” Petulu uamukumbuilile nguendi, “Yove Kilistu.”
29081e0042	Kaha uavashikile nguendi keti valekeko cipue umo muntu hali ikeye.
29081f00e3	Kaha uaputukile ku valongesa nguendi Muna Muntu napanda kuyanda mu viuma viavingi, nakumuviana kuli vakuluntu na kuli tusasendote vakama na kuli valongisi va mashiko, na kumutsiha, kaha hanima ya matangua atatu akasanguka naua.
2908200066	Uavalumbunuine eci muacili kuli vakevo. Kaha Petulu uamutualele kuali kaliavo nakuputuka kumutenukila.
29082100c7	Vuno honi omo uatengulukile nakumona vandongisi vendi, uatenukilile Petulu, nakuhandeka nguendi, “Hita kunima yange Satana! Omuo kuuesi kumutambela ua Njambi, vuno honi uli kumutambela ua vantu.”
29082200e9	Kaha Yesu uasanene civunga ca vantu hamo na vandongisi vendi linga veje kuli ikeye, kaha uahandekele kuli vakevo nguendi, “Nga kuli uoshe atonda kunjikava, napande kuliviana ikeye vavenia kaha ambate cilindakano cendi na kunjikava.
290823007d	Omuo uoshe uje ayoyesa muono uendi akauzimbalesa, kaha uoshe azimbalesa muono uendi omuo yange na muzimbu uacili aka uyoyesa.
2908240050	Cikuasa vika kuli muntu kuli kunguilila cifuti coshe na kuzimbalesa muono uendi?
290825002d	Cuma cika muntu asa kuhingisa mu muono uendi?
29082600b2	Omuo uoshe uje anjivuila shuamua, na mezi ange mu cisemua cino ca vupangala na vupi, na Muna Muntu naua akamiuvuila shuamua, omo akeja mu vumpau vua Ishe na tungelo va kulela.”
29090100ad	Kaha uatualeleleho kuhandeka nguendi, “Cilivene, njimileka nguange, kuli vamo vanemana hano kuvakamono kutsa kuvanga noho vanamono vumuene vua Njambi mu vuija na nzili.”
290902009a	Hanima ya matangua atanu na limo Yesu uambatele Petulu na Iuano na Tiango kaha vaile ku munkinda ualaha kua likaliavo, kaha Yesu uahimpukile ha mesho avo,
2909030060	kaha na vuzalo vuendi vua viazimine, nakutoka cikuma, kaha naumo uahi ha mavu uasele ku vukusha.
290904004c	Hhakati kavo kuasholokele Eliya na Mosesa, kaha vakele na kuhandeka na Yesu.
2909050095	Kaha Petulu uahandekele kuli Yesu nguendi, “Muene, muacili tuli hano, tutunge vinjivo vitatu, imo yove kaha ikuavo ya Mosesa na ikuavo ya Eliya.”
290906003d	Omuo katantekeyele viakele nakuhandeka, omuo vateuele cikuma.
2909070073	Kaha mashelua avafuikile, na lizi lia huminine mu lishelua ngualio, “Ou ikeye Munange injazanga, muivuilileni.”
2909080041	Kaha hajevene omo vatalele kuvamuene cipue umo kuvanga Yesu lika.
290909009e	Kaha omo vakele nakusikumuka kuhuma ku munkinda, uavashikile linga keti valekeko cipue umo ha viuma vije vamuene, kuvanga noho Muna Muntu akasanguka ku vatsi.
29090a006a	Kaha valiniungilile evi vimpande vakevo vavenia, nakulihuozola nguavo kusanguka ku vatsi cilumbununa vika.
29090b006c	Kaha vamuihuile nguavo, “Omuo vika valongisi va mashiko vahandeka nguavo Eliya napande kulivanga kuija?”
29090c00bd	Kaha uahandekele kuli vakevo nguendi, “Eliya alivanga kuija nakuhiluisa viuma vioshe evi, nkuma vacisoneka vati hali Muna Muntu, nguavo napande kuyanda mu viuma viavingi na kumuviana ndi?
29090d0078	Vuno honi njimileka nguange Eliya neja laja, kaha vamulingile muoshe muvatondelele, nge omuo vanacisoneke hali ikeye.”
29090e008a	Kaha omo vezile kuli vandongisi vakuavo, vamuene civunga cakama cavazenguluka, kaha na valongisi va lishiko vakele nakulinga vimpata navo.
29090f005d	Kaha hajevene omo civunga coshe ca mumuene calikomokelele kaha vaile kuli ikeye nakumumeneka.
290910003d	Kaha Yesu uavehuile nguendi, “Vika mulinakuhandeka navo?”
2909110089	Kaha umo uavaje va civunga uamukumbuluile nguendi, “Mulongisi, njinaneha munange ua yala kuli yove, omo hali na cimbembesi ca vuveveve,
29091200e0	kaha oshe hacimu uanena cimbembesi cacipi, kaha cimuuisila ha mavu, kaha a huma lifulu ku kanua na kulishumanga ku mazo kaha ominina ngoo, kaha njehuile vandongisi vove linga vacihumise, vuno honi vacihonouele kucihumisa.”
29091300b0	Kaha uakumbuluile nguendi, “Ho yeni cisemua cakuhona lutsilielo, njikakala neni ha ntsimbu yakupua hali? Vintsimbu vingahi honi njinapande kuyanda neni? Munehe kuli yange!”
29091400ae	Kaha vamunehele kuli ikeye, kaha omo cimbembesi cacipi camuene Yesu, hajevene capindisile uje kanike ua yala, kaha uauililile ha mavu nakulialumuna, nakuhuma lifulu ku kanua.
2909150082	Kaha Yesu uehuile ishe nguendi, “Ntsimbu yakupua hali uaputukile?” “Kaha uahandekele nguendi, kuputuka ku vuanike vuendi.”
2909160096	“Kaha lualuingi cimbembesi cacipi cikamuuisila mu tuhia na mu mema, linga cimunongese, vuno honi nga ulingaho cimo, tuivuileko ngozi nakutukuasa.”
290917006b	Kaha Yesu uahandekele kuli ikeye nguendi, “Nga uasa! Viuma vioshe vinapu via viasi kuli uje atsiliela.”
290918007a	Kaha hajevene ishe ya uje kanike uatambekele na kuhandeka nguendi, “Njitsilielia, njikuase yange uakuhona lutsilielo!”
29091900f3	Kaha omo Yesu uamuene civunga cilinakuija hamo nakushatuka, kaha uatenukilile cije cimbembesi cacipi nakuhandeka kuli cikeco nguendi, “Yove cimbembesi cavuveve navusenda matuitui, njikushika, huma muli ikeye, kaha keti ukamuhilukile naua.”
