280000000c	ମଥିଃ
2a0f0d0128	କତିପଯାତ୍ କାଲାତ୍ ପରଂ ସ କନିଷ୍ଠପୁତ୍ରଃ ସମସ୍ତଂ ଧନଂ ସଂଗୃହ୍ୟ ଦୂରଦେଶଂ ଗତ୍ୱା ଦୁଷ୍ଟାଚରଣେନ ସର୍ୱ୍ୱାଂ ସମ୍ପତ୍ତିଂ ନାଶଯାମାସ|
2a0f0e00e7	ତସ୍ୟ ସର୍ୱ୍ୱଧନେ ୱ୍ୟଯଂ ଗତେ ତଦ୍ଦେଶେ ମହାଦୁର୍ଭିକ୍ଷଂ ବଭୂୱ, ତତସ୍ତସ୍ୟ ଦୈନ୍ୟଦଶା ଭୱିତୁମ୍ ଆରେଭେ|
2a0f0f00fe	ତତଃ ପରଂ ସ ଗତ୍ୱା ତଦ୍ଦେଶୀଯଂ ଗୃହସ୍ଥମେକମ୍ ଆଶ୍ରଯତ; ତତଃ ସତଂ ଶୂକରୱ୍ରଜଂ ଚାରଯିତୁଂ ପ୍ରାନ୍ତରଂ ପ୍ରେଷଯାମାସ|
2a0f1000b2	କେନାପି ତସ୍ମୈ ଭକ୍ଷ୍ୟାଦାନାତ୍ ସ ଶୂକରଫଲୱଲ୍କଲେନ ପିଚିଣ୍ଡପୂରଣାଂ ୱୱାଞ୍ଛ|
2a0f110181	ଶେଷେ ସ ମନସି ଚେତନାଂ ପ୍ରାପ୍ୟ କଥଯାମାସ, ହା ମମ ପିତୁଃ ସମୀପେ କତି କତି ୱେତନଭୁଜୋ ଦାସା ଯଥେଷ୍ଟଂ ତତୋଧିକଞ୍ଚ ଭକ୍ଷ୍ୟଂ ପ୍ରାପ୍ନୁୱନ୍ତି କିନ୍ତ୍ୱହଂ କ୍ଷୁଧା ମୁମୂର୍ଷୁଃ|
2a0f1200f1	ଅହମୁତ୍ଥାଯ ପିତୁଃ ସମୀପଂ ଗତ୍ୱା କଥାମେତାଂ ୱଦିଷ୍ୟାମି, ହେ ପିତର୍ ଈଶ୍ୱରସ୍ୟ ତୱ ଚ ୱିରୁଦ୍ଧଂ ପାପମକରୱମ୍
2a0f1300ce	ତୱ ପୁତ୍ରଇତି ୱିଖ୍ୟାତୋ ଭୱିତୁଂ ନ ଯୋଗ୍ୟୋସ୍ମି ଚ, ମାଂ ତୱ ୱୈତନିକଂ ଦାସଂ କୃତ୍ୱା ସ୍ଥାପଯ|
2a0f140146	ପଶ୍ଚାତ୍ ସ ଉତ୍ଥାଯ ପିତୁଃ ସମୀପଂ ଜଗାମ; ତତସ୍ତସ୍ୟ ପିତାତିଦୂରେ ତଂ ନିରୀକ୍ଷ୍ୟ ଦଯାଞ୍ଚକ୍ରେ, ଧାୱିତ୍ୱା ତସ୍ୟ କଣ୍ଠଂ ଗୃହୀତ୍ୱା ତଂ ଚୁଚୁମ୍ବ ଚ|
2a0f150109	ତଦା ପୁତ୍ର ଉୱାଚ, ହେ ପିତର୍ ଈଶ୍ୱରସ୍ୟ ତୱ ଚ ୱିରୁଦ୍ଧଂ ପାପମକରୱଂ, ତୱ ପୁତ୍ରଇତି ୱିଖ୍ୟାତୋ ଭୱିତୁଂ ନ ଯୋଗ୍ୟୋସ୍ମି ଚ|
2a0f160154	କିନ୍ତୁ ତସ୍ୟ ପିତା ନିଜଦାସାନ୍ ଆଦିଦେଶ, ସର୍ୱ୍ୱୋତ୍ତମୱସ୍ତ୍ରାଣ୍ୟାନୀଯ ପରିଧାପଯତୈନଂ ହସ୍ତେ ଚାଙ୍ଗୁରୀଯକମ୍ ଅର୍ପଯତ ପାଦଯୋଶ୍ଚୋପାନହୌ ସମର୍ପଯତ;
2a0f170090	ପୁଷ୍ଟଂ ଗୋୱତ୍ସମ୍ ଆନୀଯ ମାରଯତ ଚ ତଂ ଭୁକ୍ତ୍ୱା ୱଯମ୍ ଆନନ୍ଦାମ|
2a0f1800dc	ଯତୋ ମମ ପୁତ୍ରୋଯମ୍ ଅମ୍ରିଯତ ପୁନରଜୀୱୀଦ୍ ହାରିତଶ୍ଚ ଲବ୍ଧୋଭୂତ୍ ତତସ୍ତ ଆନନ୍ଦିତୁମ୍ ଆରେଭିରେ|
2a0f190129	ତତ୍କାଲେ ତସ୍ୟ ଜ୍ୟେଷ୍ଠଃ ପୁତ୍ରଃ କ୍ଷେତ୍ର ଆସୀତ୍| ଅଥ ସ ନିୱେଶନସ୍ୟ ନିକଟଂ ଆଗଚ୍ଛନ୍ ନୃତ୍ୟାନାଂ ୱାଦ୍ୟାନାଞ୍ଚ ଶବ୍ଦଂ ଶ୍ରୁତ୍ୱା
2a0f1a006d	ଦାସାନାମ୍ ଏକମ୍ ଆହୂଯ ପପ୍ରଚ୍ଛ, କିଂ କାରଣମସ୍ୟ?
2a0f1b00dd	ତତଃ ସୋୱାଦୀତ୍, ତୱ ଭ୍ରାତାଗମତ୍, ତୱ ତାତଶ୍ଚ ତଂ ସୁଶରୀରଂ ପ୍ରାପ୍ୟ ପୁଷ୍ଟଂ ଗୋୱତ୍ସଂ ମାରିତୱାନ୍|
2a0f1c00e5	ତତଃ ସ ପ୍ରକୁପ୍ୟ ନିୱେଶନାନ୍ତଃ ପ୍ରୱେଷ୍ଟୁଂ ନ ସମ୍ମେନେ; ତତସ୍ତସ୍ୟ ପିତା ବହିରାଗତ୍ୟ ତଂ ସାଧଯାମାସ|
2a0f1d01aa	ତତଃ ସ ପିତରଂ ପ୍ରତ୍ୟୁୱାଚ, ପଶ୍ୟ ତୱ କାଞ୍ଚିଦପ୍ୟାଜ୍ଞାଂ ନ ୱିଲଂଘ୍ୟ ବହୂନ୍ ୱତ୍ସରାନ୍ ଅହଂ ତ୍ୱାଂ ସେୱେ ତଥାପି ମିତ୍ରୈଃ ସାର୍ଦ୍ଧମ୍ ଉତ୍ସୱଂ କର୍ତ୍ତୁଂ କଦାପି ଛାଗମେକମପି ମହ୍ୟଂ ନାଦଦାଃ;
2a0f1e0154	କିନ୍ତୁ ତୱ ଯଃ ପୁତ୍ରୋ ୱେଶ୍ୟାଗମନାଦିଭିସ୍ତୱ ସମ୍ପତ୍ତିମ୍ ଅପୱ୍ୟଯିତୱାନ୍ ତସ୍ମିନ୍ନାଗତମାତ୍ରେ ତସ୍ୟୈୱ ନିମିତ୍ତଂ ପୁଷ୍ଟଂ ଗୋୱତ୍ସଂ ମାରିତୱାନ୍|
2a0f1f00ed	ତଦା ତସ୍ୟ ପିତାୱୋଚତ୍, ହେ ପୁତ୍ର ତ୍ୱଂ ସର୍ୱ୍ୱଦା ମଯା ସହାସି ତସ୍ମାନ୍ ମମ ଯଦ୍ୟଦାସ୍ତେ ତତ୍ସର୍ୱ୍ୱଂ ତୱ|
2a0f200146	କିନ୍ତୁ ତୱାଯଂ ଭ୍ରାତା ମୃତଃ ପୁନରଜୀୱୀଦ୍ ହାରିତଶ୍ଚ ଭୂତ୍ୱା ପ୍ରାପ୍ତୋଭୂତ୍, ଏତସ୍ମାତ୍ କାରଣାଦ୍ ଉତ୍ସୱାନନ୍ଦୌ କର୍ତ୍ତୁମ୍ ଉଚିତମସ୍ମାକମ୍|
2a10010142	ଅପରଞ୍ଚ ଯୀଶୁଃ ଶିଷ୍ୟେଭ୍ୟୋନ୍ୟାମେକାଂ କଥାଂ କଥଯାମାସ କସ୍ୟଚିଦ୍ ଧନୱତୋ ମନୁଷ୍ୟସ୍ୟ ଗୃହକାର୍ୟ୍ୟାଧୀଶେ ସମ୍ପତ୍ତେରପୱ୍ୟଯେଽପୱାଦିତେ ସତି
2a10020179	ତସ୍ୟ ପ୍ରଭୁସ୍ତମ୍ ଆହୂଯ ଜଗାଦ, ତ୍ୱଯି ଯାମିମାଂ କଥାଂ ଶୃଣୋମି ସା କୀଦୃଶୀ? ତ୍ୱଂ ଗୃହକାର୍ୟ୍ୟାଧୀଶକର୍ମ୍ମଣୋ ଗଣନାଂ ଦର୍ଶଯ ଗୃହକାର୍ୟ୍ୟାଧୀଶପଦେ ତ୍ୱଂ ନ ସ୍ଥାସ୍ୟସି|
2a100301b7	ତଦା ସ ଗୃହକାର୍ୟ୍ୟାଧୀଶୋ ମନସା ଚିନ୍ତଯାମାସ, ପ୍ରଭୁ ର୍ୟଦି ମାଂ ଗୃହକାର୍ୟ୍ୟାଧୀଶପଦାଦ୍ ଭ୍ରଂଶଯତି ତର୍ହି କିଂ କରିଷ୍ୟେଽହଂ? ମୃଦଂ ଖନିତୁଂ ମମ ଶକ୍ତି ର୍ନାସ୍ତି ଭିକ୍ଷିତୁଞ୍ଚ ଲଜ୍ଜିଷ୍ୟେଽହଂ|
2a10040139	ଅତଏୱ ମଯି ଗୃହକାର୍ୟ୍ୟାଧୀଶପଦାତ୍ ଚ୍ୟୁତେ ସତି ଯଥା ଲୋକା ମହ୍ୟମ୍ ଆଶ୍ରଯଂ ଦାସ୍ୟନ୍ତି ତଦର୍ଥଂ ଯତ୍କର୍ମ୍ମ ମଯା କରଣୀଯଂ ତନ୍ ନିର୍ଣୀଯତେ|
2a100500f1	ପଶ୍ଚାତ୍ ସ ସ୍ୱପ୍ରଭୋରେକୈକମ୍ ଅଧମର୍ଣମ୍ ଆହୂଯ ପ୍ରଥମଂ ପପ୍ରଚ୍ଛ, ତ୍ୱତ୍ତୋ ମେ ପ୍ରଭୁଣା କତି ପ୍ରାପ୍ୟମ୍?
2a1006010f	ତତଃ ସ ଉୱାଚ, ଏକଶତାଢକତୈଲାନି; ତଦା ଗୃହକାର୍ୟ୍ୟାଧୀଶଃ ପ୍ରୋୱାଚ, ତୱ ପତ୍ରମାନୀଯ ଶୀଘ୍ରମୁପୱିଶ୍ୟ ତତ୍ର ପଞ୍ଚାଶତଂ ଲିଖ|
2a1007014d	ପଶ୍ଚାଦନ୍ୟମେକଂ ପପ୍ରଚ୍ଛ, ତ୍ୱତ୍ତୋ ମେ ପ୍ରଭୁଣା କତି ପ୍ରାପ୍ୟମ୍? ତତଃ ସୋୱାଦୀଦ୍ ଏକଶତାଢକଗୋଧୂମାଃ; ତଦା ସ କଥଯାମାସ, ତୱ ପତ୍ରମାନୀଯ ଅଶୀତିଂ ଲିଖ|
2a1008019b	ତେନୈୱ ପ୍ରଭୁସ୍ତମଯଥାର୍ଥକୃତମ୍ ଅଧୀଶଂ ତଦ୍ବୁଦ୍ଧିନୈପୁଣ୍ୟାତ୍ ପ୍ରଶଶଂସ; ଇତ୍ଥଂ ଦୀପ୍ତିରୂପସନ୍ତାନେଭ୍ୟ ଏତତ୍ସଂସାରସ୍ୟ ସନ୍ତାନା ୱର୍ତ୍ତମାନକାଲେଽଧିକବୁଦ୍ଧିମନ୍ତୋ ଭୱନ୍ତି|
2a10090124	ଅତୋ ୱଦାମି ଯୂଯମପ୍ୟଯଥାର୍ଥେନ ଧନେନ ମିତ୍ରାଣି ଲଭଧ୍ୱଂ ତତୋ ଯୁଷ୍ମାସୁ ପଦଭ୍ରଷ୍ଟେଷ୍ୱପି ତାନି ଚିରକାଲମ୍ ଆଶ୍ରଯଂ ଦାସ୍ୟନ୍ତି|
2a100a01c6	ଯଃ କଶ୍ଚିତ୍ କ୍ଷୁଦ୍ରେ କାର୍ୟ୍ୟେ ୱିଶ୍ୱାସ୍ୟୋ ଭୱତି ସ ମହତି କାର୍ୟ୍ୟେପି ୱିଶ୍ୱାସ୍ୟୋ ଭୱତି, କିନ୍ତୁ ଯଃ କଶ୍ଚିତ୍ କ୍ଷୁଦ୍ରେ କାର୍ୟ୍ୟେଽୱିଶ୍ୱାସ୍ୟୋ ଭୱତି ସ ମହତି କାର୍ୟ୍ୟେପ୍ୟୱିଶ୍ୱାସ୍ୟୋ ଭୱତି|
2a100b00fc	ଅତଏୱ ଅଯଥାର୍ଥେନ ଧନେନ ଯଦି ଯୂଯମୱିଶ୍ୱାସ୍ୟା ଜାତାସ୍ତର୍ହି ସତ୍ୟଂ ଧନଂ ଯୁଷ୍ମାକଂ କରେଷୁ କଃ ସମର୍ପଯିଷ୍ୟତି?
2a100c00db	ଯଦି ଚ ପରଧନେନ ଯୂଯମ୍ ଅୱିଶ୍ୱାସ୍ୟା ଭୱଥ ତର୍ହି ଯୁଷ୍ମାକଂ ସ୍ୱକୀଯଧନଂ ଯୁଷ୍ମଭ୍ୟଂ କୋ ଦାସ୍ୟତି?
2a100d01b2	କୋପି ଦାସ ଉଭୌ ପ୍ରଭୂ ସେୱିତୁଂ ନ ଶକ୍ନୋତି, ଯତ ଏକସ୍ମିନ୍ ପ୍ରୀଯମାଣୋଽନ୍ୟସ୍ମିନ୍ନପ୍ରୀଯତେ ଯଦ୍ୱା ଏକଂ ଜନଂ ସମାଦୃତ୍ୟ ତଦନ୍ୟଂ ତୁଚ୍ଛୀକରୋତି ତଦ୍ୱଦ୍ ଯୂଯମପି ଧନେଶ୍ୱରୌ ସେୱିତୁଂ ନ ଶକ୍ନୁଥ|
2a100e0095	ତଦୈତାଃ ସର୍ୱ୍ୱାଃ କଥାଃ ଶ୍ରୁତ୍ୱା ଲୋଭିଫିରୂଶିନସ୍ତମୁପଜହସୁଃ|
2a100f0199	ତତଃ ସ ଉୱାଚ, ଯୂଯଂ ମନୁଷ୍ୟାଣାଂ ନିକଟେ ସ୍ୱାନ୍ ନିର୍ଦୋଷାନ୍ ଦର୍ଶଯଥ କିନ୍ତୁ ଯୁଷ୍ମାକମ୍ ଅନ୍ତଃକରଣାନୀଶ୍ୱରୋ ଜାନାତି, ଯତ୍ ମନୁଷ୍ୟାଣାମ୍ ଅତି ପ୍ରଶଂସ୍ୟଂ ତଦ୍ ଈଶ୍ୱରସ୍ୟ ଘୃଣ୍ୟଂ|
2a101001aa	ଯୋହନ ଆଗମନପର୍ୟ୍ୟନତଂ ଯୁଷ୍ମାକଂ ସମୀପେ ୱ୍ୟୱସ୍ଥାଭୱିଷ୍ୟଦ୍ୱାଦିନାଂ ଲେଖନାନି ଚାସନ୍ ତତଃ ପ୍ରଭୃତି ଈଶ୍ୱରରାଜ୍ୟସ୍ୟ ସୁସଂୱାଦଃ ପ୍ରଚରତି, ଏକୈକୋ ଲୋକସ୍ତନ୍ମଧ୍ୟଂ ଯତ୍ନେନ ପ୍ରୱିଶତି ଚ|
2a101100da	ୱରଂ ନଭସଃ ପୃଥିୱ୍ୟାଶ୍ଚ ଲୋପୋ ଭୱିଷ୍ୟତି ତଥାପି ୱ୍ୟୱସ୍ଥାଯା ଏକବିନ୍ଦୋରପି ଲୋପୋ ନ ଭୱିଷ୍ୟତି|
2a10120151	ଯଃ କଶ୍ଚିତ୍ ସ୍ୱୀଯାଂ ଭାର୍ୟ୍ୟାଂ ୱିହାଯ ସ୍ତ୍ରିଯମନ୍ୟାଂ ୱିୱହତି ସ ପରଦାରାନ୍ ଗଚ୍ଛତି, ଯଶ୍ଚ ତା ତ୍ୟକ୍ତାଂ ନାରୀଂ ୱିୱହତି ସୋପି ପରଦାରାନ ଗଚ୍ଛତି|
2a10130108	ଏକୋ ଧନୀ ମନୁଷ୍ୟଃ ଶୁକ୍ଲାନି ସୂକ୍ଷ୍ମାଣି ୱସ୍ତ୍ରାଣି ପର୍ୟ୍ୟଦଧାତ୍ ପ୍ରତିଦିନଂ ପରିତୋଷରୂପେଣାଭୁଂକ୍ତାପିୱଚ୍ଚ|
2a10140176	ସର୍ୱ୍ୱାଙ୍ଗେ କ୍ଷତଯୁକ୍ତ ଇଲିଯାସରନାମା କଶ୍ଚିଦ୍ ଦରିଦ୍ରସ୍ତସ୍ୟ ଧନୱତୋ ଭୋଜନପାତ୍ରାତ୍ ପତିତମ୍ ଉଚ୍ଛିଷ୍ଟଂ ଭୋକ୍ତୁଂ ୱାଞ୍ଛନ୍ ତସ୍ୟ ଦ୍ୱାରେ ପତିତ୍ୱାତିଷ୍ଠତ୍;
2a1015005c	ଅଥ ଶ୍ୱାନ ଆଗତ୍ୟ ତସ୍ୟ କ୍ଷତାନ୍ୟଲିହନ୍|
2a10160108	କିଯତ୍କାଲାତ୍ପରଂ ସ ଦରିଦ୍ରଃ ପ୍ରାଣାନ୍ ଜହୌ; ତତଃ ସ୍ୱର୍ଗୀଯଦୂତାସ୍ତଂ ନୀତ୍ୱା ଇବ୍ରାହୀମଃ କ୍ରୋଡ ଉପୱେଶଯାମାସୁଃ|
2a101701b7	ପଶ୍ଚାତ୍ ସ ଧନୱାନପି ମମାର, ତଂ ଶ୍ମଶାନେ ସ୍ଥାପଯାମାସୁଶ୍ଚ; କିନ୍ତୁ ପରଲୋକେ ସ ୱେଦନାକୁଲଃ ସନ୍ ଊର୍ଦ୍ଧ୍ୱାଂ ନିରୀକ୍ଷ୍ୟ ବହୁଦୂରାଦ୍ ଇବ୍ରାହୀମଂ ତତ୍କ୍ରୋଡ ଇଲିଯାସରଞ୍ଚ ୱିଲୋକ୍ୟ ରୁୱନ୍ନୁୱାଚ;
2a10180170	ହେ ପିତର୍ ଇବ୍ରାହୀମ୍ ଅନୁଗୃହ୍ୟ ଅଙ୍ଗୁଲ୍ୟଗ୍ରଭାଗଂ ଜଲେ ମଜ୍ଜଯିତ୍ୱା ମମ ଜିହ୍ୱାଂ ଶୀତଲାଂ କର୍ତ୍ତୁମ୍ ଇଲିଯାସରଂ ପ୍ରେରଯ, ଯତୋ ୱହ୍ନିଶିଖାତୋହଂ ୱ୍ୟଥିତୋସ୍ମି|
2a1019017d	ତଦା ଇବ୍ରାହୀମ୍ ବଭାଷେ, ହେ ପୁତ୍ର ତ୍ୱଂ ଜୀୱନ୍ ସମ୍ପଦଂ ପ୍ରାପ୍ତୱାନ୍ ଇଲିଯାସରସ୍ତୁ ୱିପଦଂ ପ୍ରାପ୍ତୱାନ୍ ଏତତ୍ ସ୍ମର, କିନ୍ତୁ ସମ୍ପ୍ରତି ତସ୍ୟ ସୁଖଂ ତୱ ଚ ଦୁଃଖଂ ଭୱତି|
2a101a01aa	ଅପରମପି ଯୁଷ୍ମାକମ୍ ଅସ୍ମାକଞ୍ଚ ସ୍ଥାନଯୋ ର୍ମଧ୍ୟେ ମହଦ୍ୱିଚ୍ଛେଦୋଽସ୍ତି ତତ ଏତତ୍ସ୍ଥାନସ୍ୟ ଲୋକାସ୍ତତ୍ ସ୍ଥାନଂ ଯାତୁଂ ଯଦ୍ୱା ତତ୍ସ୍ଥାନସ୍ୟ ଲୋକା ଏତତ୍ ସ୍ଥାନମାଯାତୁଂ ନ ଶକ୍ନୁୱନ୍ତି|
2a101b00e1	ତଦା ସ ଉକ୍ତୱାନ୍, ହେ ପିତସ୍ତର୍ହି ତ୍ୱାଂ ନିୱେଦଯାମି ମମ ପିତୁ ର୍ଗେହେ ଯେ ମମ ପଞ୍ଚ ଭ୍ରାତରଃ ସନ୍ତି
2a101c00e3	ତେ ଯଥୈତଦ୍ ଯାତନାସ୍ଥାନଂ ନାଯାସ୍ୟନ୍ତି ତଥା ମନ୍ତ୍ରଣାଂ ଦାତୁଂ ତେଷାଂ ସମୀପମ୍ ଇଲିଯାସରଂ ପ୍ରେରଯ|
2a101d00fc	ତତ ଇବ୍ରାହୀମ୍ ଉୱାଚ, ମୂସାଭୱିଷ୍ୟଦ୍ୱାଦିନାଞ୍ଚ ପୁସ୍ତକାନି ତେଷାଂ ନିକଟେ ସନ୍ତି ତେ ତଦ୍ୱଚନାନି ମନ୍ୟନ୍ତାଂ|
2a101e014a	ତଦା ସ ନିୱେଦଯାମାସ, ହେ ପିତର୍ ଇବ୍ରାହୀମ୍ ନ ତଥା, କିନ୍ତୁ ଯଦି ମୃତଲୋକାନାଂ କଶ୍ଚିତ୍ ତେଷାଂ ସମୀପଂ ଯାତି ତର୍ହି ତେ ମନାଂସି ୱ୍ୟାଘୋଟଯିଷ୍ୟନ୍ତି|
2a101f0172	ତତ ଇବ୍ରାହୀମ୍ ଜଗାଦ, ତେ ଯଦି ମୂସାଭୱିଷ୍ୟଦ୍ୱାଦିନାଞ୍ଚ ୱଚନାନି ନ ମନ୍ୟନ୍ତେ ତର୍ହି ମୃତଲୋକାନାଂ କସ୍ମିଂଶ୍ଚିଦ୍ ଉତ୍ଥିତେପି ତେ ତସ୍ୟ ମନ୍ତ୍ରଣାଂ ନ ମଂସ୍ୟନ୍ତେ|
2a11010120	ଇତଃ ପରଂ ଯୀଶୁଃ ଶିଷ୍ୟାନ୍ ଉୱାଚ, ୱିଘ୍ନୈରୱଶ୍ୟମ୍ ଆଗନ୍ତୱ୍ୟଂ କିନ୍ତୁ ୱିଘ୍ନା ଯେନ ଘଟିଷ୍ୟନ୍ତେ ତସ୍ୟ ଦୁର୍ଗତି ର୍ଭୱିଷ୍ୟତି|
2a11020108	ଏତେଷାଂ କ୍ଷୁଦ୍ରପ୍ରାଣିନାମ୍ ଏକସ୍ୟାପି ୱିଘ୍ନଜନନାତ୍ କଣ୍ଠବଦ୍ଧପେଷଣୀକସ୍ୟ ତସ୍ୟ ସାଗରାଗାଧଜଲେ ମଜ୍ଜନଂ ଭଦ୍ରଂ|
2a11030147	ଯୂଯଂ ସ୍ୱେଷୁ ସାୱଧାନାସ୍ତିଷ୍ଠତ; ତୱ ଭ୍ରାତା ଯଦି ତୱ କିଞ୍ଚିଦ୍ ଅପରାଧ୍ୟତି ତର୍ହି ତଂ ତର୍ଜଯ, ତେନ ଯଦି ମନଃ ପରିୱର୍ତ୍ତଯତି ତର୍ହି ତଂ କ୍ଷମସ୍ୱ|
2a11040145	ପୁନରେକଦିନମଧ୍ୟେ ଯଦି ସ ତୱ ସପ୍ତକୃତ୍ୱୋଽପରାଧ୍ୟତି କିନ୍ତୁ ସପ୍ତକୃତ୍ୱ ଆଗତ୍ୟ ମନଃ ପରିୱର୍ତ୍ୟ ମଯାପରାଦ୍ଧମ୍ ଇତି ୱଦତି ତର୍ହି ତଂ କ୍ଷମସ୍ୱ|
2a11050091	ତଦା ପ୍ରେରିତାଃ ପ୍ରଭୁମ୍ ଅୱଦନ୍ ଅସ୍ମାକଂ ୱିଶ୍ୱାସଂ ୱର୍ଦ୍ଧଯ|
2a110601d9	ପ୍ରଭୁରୁୱାଚ, ଯଦି ଯୁଷ୍ମାକଂ ସର୍ଷପୈକପ୍ରମାଣୋ ୱିଶ୍ୱାସୋସ୍ତି ତର୍ହି ତ୍ୱଂ ସମୂଲମୁତ୍ପାଟିତୋ ଭୂତ୍ୱା ସମୁଦ୍ରେ ରୋପିତୋ ଭୱ କଥାଯାମ୍ ଏତସ୍ୟାମ୍ ଏତଦୁଡୁମ୍ବରାଯ କଥିତାଯାଂ ସ ଯୁଷ୍ମାକମାଜ୍ଞାୱହୋ ଭୱିଷ୍ୟତି|
2a1107013c	ଅପରଂ ସ୍ୱଦାସେ ହଲଂ ୱାହଯିତ୍ୱା ୱା ପଶୂନ୍ ଚାରଯିତ୍ୱା କ୍ଷେତ୍ରାଦ୍ ଆଗତେ ସତି ତଂ ୱଦତି, ଏହି ଭୋକ୍ତୁମୁପୱିଶ, ଯୁଷ୍ମାକମ୍ ଏତାଦୃଶଃ କୋସ୍ତି?
2a1108016d	ୱରଞ୍ଚ ପୂର୍ୱ୍ୱଂ ମମ ଖାଦ୍ୟମାସାଦ୍ୟ ଯାୱଦ୍ ଭୁଞ୍ଜେ ପିୱାମି ଚ ତାୱଦ୍ ବଦ୍ଧକଟିଃ ପରିଚର ପଶ୍ଚାତ୍ ତ୍ୱମପି ଭୋକ୍ଷ୍ୟସେ ପାସ୍ୟସି ଚ କଥାମୀଦୃଶୀଂ କିଂ ନ ୱକ୍ଷ୍ୟତି?
2a110900fb	ତେନ ଦାସେନ ପ୍ରଭୋରାଜ୍ଞାନୁରୂପେ କର୍ମ୍ମଣି କୃତେ ପ୍ରଭୁଃ କିଂ ତସ୍ମିନ୍ ବାଧିତୋ ଜାତଃ? ନେତ୍ଥଂ ବୁଧ୍ୟତେ ମଯା|
2a110a0168	ଇତ୍ଥଂ ନିରୂପିତେଷୁ ସର୍ୱ୍ୱକର୍ମ୍ମସୁ କୃତେଷୁ ସତ୍ମୁ ଯୂଯମପୀଦଂ ୱାକ୍ୟଂ ୱଦଥ, ୱଯମ୍ ଅନୁପକାରିଣୋ ଦାସା ଅସ୍ମାଭିର୍ୟଦ୍ୟତ୍କର୍ତ୍ତୱ୍ୟଂ ତନ୍ମାତ୍ରମେୱ କୃତଂ|
2a110b00b4	ସ ଯିରୂଶାଲମି ଯାତ୍ରାଂ କୁର୍ୱ୍ୱନ୍ ଶୋମିରୋଣ୍ଗାଲୀଲ୍ପ୍ରଦେଶମଧ୍ୟେନ ଗଚ୍ଛତି,
2a110c00ba	ଏତର୍ହି କୁତ୍ରଚିଦ୍ ଗ୍ରାମେ ପ୍ରୱେଶମାତ୍ରେ ଦଶକୁଷ୍ଠିନସ୍ତଂ ସାକ୍ଷାତ୍ କୃତ୍ୱା
2a110d00ab	ଦୂରେ ତିଷ୍ଠନତ ଉଚ୍ଚୈ ର୍ୱକ୍ତୁମାରେଭିରେ, ହେ ପ୍ରଭୋ ଯୀଶୋ ଦଯସ୍ୱାସ୍ମାନ୍|
2a110e00fd	ତତଃ ସ ତାନ୍ ଦୃଷ୍ଟ୍ୱା ଜଗାଦ, ଯୂଯଂ ଯାଜକାନାଂ ସମୀପେ ସ୍ୱାନ୍ ଦର୍ଶଯତ, ତତସ୍ତେ ଗଚ୍ଛନ୍ତୋ ରୋଗାତ୍ ପରିଷ୍କୃତାଃ|
2a110f013f	ତଦା ତେଷାମେକଃ ସ୍ୱଂ ସ୍ୱସ୍ଥଂ ଦୃଷ୍ଟ୍ୱା ପ୍ରୋଚ୍ଚୈରୀଶ୍ୱରଂ ଧନ୍ୟଂ ୱଦନ୍ ୱ୍ୟାଘୁଟ୍ୟାଯାତୋ ଯୀଶୋ ର୍ଗୁଣାନନୁୱଦନ୍ ତଚ୍ଚରଣାଧୋଭୂମୌ ପପାତ;
2a11100030	ସ ଚାସୀତ୍ ଶୋମିରୋଣୀ|
2a111100a4	ତଦା ଯୀଶୁରୱଦତ୍, ଦଶଜନାଃ କିଂ ନ ପରିଷ୍କୃତାଃ? ତହ୍ୟନ୍ୟେ ନୱଜନାଃ କୁତ୍ର?
2a111200a2	ଈଶ୍ୱରଂ ଧନ୍ୟଂ ୱଦନ୍ତମ୍ ଏନଂ ୱିଦେଶିନଂ ୱିନା କୋପ୍ୟନ୍ୟୋ ନ ପ୍ରାପ୍ୟତ|
2a111300ac	ତଦା ସ ତମୁୱାଚ, ତ୍ୱମୁତ୍ଥାଯ ଯାହି ୱିଶ୍ୱାସସ୍ତେ ତ୍ୱାଂ ସ୍ୱସ୍ଥଂ କୃତୱାନ୍|
2a1114012e	ଅଥ କଦେଶ୍ୱରସ୍ୟ ରାଜତ୍ୱଂ ଭୱିଷ୍ୟତୀତି ଫିରୂଶିଭିଃ ପୃଷ୍ଟେ ସ ପ୍ରତ୍ୟୁୱାଚ, ଈଶ୍ୱରସ୍ୟ ରାଜତ୍ୱମ୍ ଐଶ୍ୱର୍ୟ୍ୟଦର୍ଶନେନ ନ ଭୱିଷ୍ୟତି|
2a11150129	ଅତ ଏତସ୍ମିନ୍ ପଶ୍ୟ ତସ୍ମିନ୍ ୱା ପଶ୍ୟ, ଇତି ୱାକ୍ୟଂ ଲୋକା ୱକ୍ତୁଂ ନ ଶକ୍ଷ୍ୟନ୍ତି, ଈଶ୍ୱରସ୍ୟ ରାଜତ୍ୱଂ ଯୁଷ୍ମାକମ୍ ଅନ୍ତରେୱାସ୍ତେ|
