2800000004	Mata
2818310055	Naande wa̱ ri tu kinda̱na̱ ayan'on nonwan na cegema, wan korya wan toswa na swaya,
2818320060	ashawa na egewa na wogema wure wun tu giye n hibi na wa rawon netama, n beka̱ni be wa yan'cewo,
281833008e	Woto wo egewa won to komanga wo to'oawa n be'o, a̱ pa̱ni wu ocewa nonwan nato na tuka̱ryo. A̱pa̱re pa an to na'an nan ngwa n marya a̱ne.
281901006e	“N beka̱ni bire togoma to tonran ton to na'an she nbogo n opa n nan umi ncella nan myawa me huri pa a̱ngo.
281902003c	Ato atan nanmen nanwan a etange ato atan ta'a a etange cewo.
2819030049	Nbogon nan men de nan etange cewo a umi ncella na myawa nan rawo mananbe.
2819040036	Nbogon nan etange me umi mananbe mawa nanmen kendashe.
2819050060	Naande u'a̱ngo o rage cewo ma'enta a̱ri to kenanan ndawo ca nanwan hare ndawo me shiga̱ni ga.
2819060053	“Na ogeta u ka̱sa̱nu a hoge ohece nhyan u'a̱ngo owata! Sorya ba ke epan bo’.
281907003b	“Ca nbogon ma̱nde mya rengage mya ta̱ ncellan na myawa.
2819080072	Nbogon de etange cewo mya hyen a̱re etange, ‘To takya ba mananbe ma̱hin ryawo ncella nan tun men tu o'ga̱.’
281909008f	“Ama nde n etange mya hyen ga, a'a ryaga ba pa tun ka̱ta̱ ke shan ma̱hin enaande ka mananbe ma̱tu ma rawon mato rogo to warano n ga̱hin.
28190a0075	“Sha a ta̱ gi ciwu pa to shan mananbe u u'a̱ngo o ce, ato a ma̱suta̱no ka a̱ gegi o'iya a̱ wa̱nga̱ni opeto.
28190b0058	“Na an de honran nbogon den re shan mananbe a ce a hyen ashawa, Ashawa, tu ucigi opeto
28190c0038	“Ama a̱ngo o ra̱'a̱ni ga wa hyen, n be yan'cewo.’
28190d003d	“Naandea̱nno ke mashe naande e yan'cewo beka̱ni ko uhibi.
28190e0083	“Ta'a togoma tonran ton ta na'an nshe woto go awon tu re tohano wa hecegane agema nonwan wa̱ pa̱ni ga to omanga toryan'on towa.
28190f00a9	Woto wure wa̱ pa̱ni woto wu ka̱hin atalent antan a̱wu hin rewu ta'a atalent rewu awon hyen'on ta'a otalent uka̱ ko'ewa daidai a̱ta̱ra̱n nonwan a̱bire wa̱ huri.
2819100076	Wogema wure wu ra'i atalent antan re a̱birebire wa̱ huri wan to getogagagan go hare wa̱ ciga̱ka̱ni atalent antan.
2819110062	A̱nde ta'a wogema wure wu ra̱'i atalent rewu wa getoge ago a wa̱ ciga̱ka̱ni atalent a̱ rewu.
2819120078	Ama wure wu ra̱'i otalent uka̱ wa̱ huri wa̱ kini ohyanbe wa̱ so'in otalent re ashawa na egewa nonwan a̱ pa̱ni wu.
281913006a	“Na a koro ashawa na egewa na agema wa̱re wa̱ giye pa tohano a̱ ta̱ga̱nu atalent re wa̱ pa̱ni ga.
281914008d	Wogema wure wu ra'i atalent antan wa maheketane wa owane atalent antan wa hyan ashawa wun pa̱ni atalent antan ewana n bicigi orewa na antan.
28191500c2	“Nande ashawa na egewa wa hyen, “Madalla wogema wo reme, woto wo kaye won de mahenda niri nan nennen nan bo tata ni na uru, rage ke na'an nanmen cende pa̱ka̱n na ashawa na egewa nanwon!’
281916008a	“Awu ra̱'i atalent rewu ta'a wa maheketane wa hyen, ‘Ashawa,’ wun pa̱ni atalent rewu ewana n bicigi orewa na atalent rewu ta'a.’
28191700ad	“Naande ashawa wa hyen wo, ‘Madalla wogema wo reme awo kaye! won de mahenda ne nan nennen nen bo tata ne na yemi rage ke na'an nanmen cende na ashawa na egewa nanwon!’
2819180099	“Owa ta'a woto wu ra'i otalent uka̱ wa maheketane wa hyen, ‘Ashawa,’ n yan'son gawo woto go awo gome, wota guwo apa wo bere cewo, wu rubi wusu.’
281919006a	Enaande wono an hoge ryan'san hare an huri an kini ohyanbe a̱n so'in, otalent nanwon, ra'a iri nanwon.’
28191a00ab	“Naande ashawa na egewa nonwan wa ra̱'a̱ni wu wa hyen, “Gawo wogema wo kenoko worabya! Ashe wo yan'son nta guwo apan bere cewo, ga̱mi woto wu rubi ena wusu gu ta'a?
28191b0067	Ma̱ ha̱'in kon masange nsara nanmen kininbu ke tushi'a̱ga̱ nan giye sha nna gubi iri na̱mi i rewa.
28191c0052	“‘Naandea̱nno ra'a ba otalent re owa uka̱ ki pa̱ni woto wure wo omange opa.
28191d0073	Naande woto wo omange a̱ure ata kasa, hare i yemi, woto wo rawo iri ka, ko enan ryawo na wa omange an to ra'i ego.
28191e0062	Ta'a ke masan wogema wure wo kenoko nanmen cici tu yemi a̱pa̱re pa an to tan ngwa n marya a̱ne.
28191f0093	“N beka̱ni be Ba'a wo Woto rage n to hewaka tuwa pa̱ka̱n na atoma na a̱ba̱ye ca a̱bire be wan to koreka n ka̱shiki ka uru, ka togoma tuwa.
281920007f	An to romano ca ato na kanniyan nekogo nonwan won to warano ga ba̱nta̱banta̱n nde wuhuwa̱ wota warano ita̱ma̱'in n shiye.
2819210045	Won to shi'a̱ ita̱ma̱'in n katoga, shiye ta'a n ka̱ngura̱ kauwa.
28192200b4	“A̱bire be wogoma won to hyan ato nan katoga kauwa, “Rage ba, ga̱hin na Ashawa na̱mi woye masange uno na reme, ra'a ba togoma to Onhon wuyi shi'a̱go n ma̱riye ma kanniyan.
2819230067	N na na'an remonron a yen ryake, n hoge re'ore, ayin pa̱ni ena to swa n men den wokasane a yin ra̱'i.
281924006d	Nin ka̱sundu ayin ta̱'a̱ni aronga, n ruma̱ngi aye na'ange n ga̱mi, nen kurkuku aye rage nkuna̱n nan mi.
28192500a5	A̱bire be ato na omange kaye an to ra'ana wo a hyan, “Ashawa, wahon go tu wu hendi n remonron a towo ryake? ko ta'a awon re'ore a tuwu pa̱ni ma̱ni ma to swa?’
281926003a	Ta'a wahon go ta'a wun ka̱sundu a tuwu ta̱'a̱ni aronga?
2819270050	Ko ta'a wahon go tuwu hendi wu ruma̱ngi ko awun kurkuku ato wo ragagya nkuna̱?
28192800bb	“Naande wogoma wure won to ra'ana ga a hyen, ‘mahenda mago ma nan bi bisa̱ga̱, ca ena e dange woto wuka̱ nanmen na yan'on na̱mi awo huri to na'an wo nennen, ga̱mi gu en dange.’
28192900b2	“A̱bire be wan to hyan ato nan ka̱ngura̱ kauwa, ‘Ma̱ra̱wa̱nu ba n ga̱mi ga̱hin ato na a̱ ta̱gi uno, gega̱ ba nora na ca o'ga̱ ona a tane kitunbul na atoma nonwan.
28192a005d	Nan hoge remonron in pa̱ni ciwu iri korya, an hoge re'ore ayin pa̱ni ciwu ma̱ni ma to swa.
28192b009a	N men den wokasane ayin ka̱ra̱tuma̱ ciwu a nin ka̱sundu ayin pa̱ni ciwu aronga na mata'a, n ruma̱ngi a nin kurkuku aye rage cewo nkuna̱n nan mi.’
28192c00c9	“A̱bire ta'a be an to ra'ana a hyen “Ashawa, nca pa tuwu hendi n renmonron ko ta'a n re'ore ko ta'a apa won de wokasane ko ka̱sundu ko sha wu ruma̱ngi ko she wun kurkuku a̱ towo bereka cewo?’
28192d00be	“A̱bire be wan to ra'ana ga a hyen, ‘mahenda mago man ne'en bi bisa̱ga̱, na eyande e dange cewo woto wuka̱ wu huri to na'an wo nennen nanmen nato wanna, to ga̱mi go e dange cewo.’
28192e0078	“Ato wa̱re wo an tu gega̱ n tohengago to rawo tuhuwa̱, ato na omange kaye ka an tu ciga̱ behono be rawo be'epo.”
281a010048	Na Yesu hu tu hita̱ga̱ ca iri wa̱re, wa hyen ato na moma'anga nonwan,
281a02005d	“She nde e yan'son, iwuki i ceni ageta rewu go, an ta'a to cewa Ba'a wo woto a geran bo.”
281a030063	U Firist na ototo nato ototo nato ama romano n sorato nonwan uPrist na uru, awo rira̱'i a Kayapas.
281a040034	A kere monran a kentane i Yesu rihinrihin a kone wo.
281a05004b	“Ama a hyen, nca beka̱ni be iwuki, ma̱re, ato a̱ kurtuma̱ rebonta.”
281a060056	Na Yesu won betani negewa na simon, awona omange shegoma she uta̱ka̱ na to'uwawa go,
281a0700bc	Yan'on wu'a̱ wa rage pi Yesu n ke kolba ke wa ke an den tare na onis ki shinin mananbe ma omange usunsun na rotome na omange sara. Beka̱ni be wan korya iri korya, wa̱ kuwa̱n bu n unbu.
281a08005e	ama na ato na moma'anga a hendi a̱nde, an den anmen shiri ama hyango, ai ewanna obanna go?”
281a09005c	“She a nan ka̱ci mago she a na̱ cigi nsaran nan yemi a ta̱ra̱ta̱gu a̱uwa̱ta̱gi.”
281a0a0080	Ama na eyande wo yan'son ena an tu hita̱ga̱ wa hyen ga, “Yegu naande aye netama n wu'a̱ wonna? ai ena reme go wan me dange.
281a0b0061	Ato nan ota̱gi an pa̱ka̱n ga̱hin kobe Uhibi, ama ga̱mi nce kobe uhibi go n na'angen ga̱hin.
281a0c003e	Mananbe manna ma wan kuni wun man suta̱ gu domi na tu bisa̱.
281a0d00b4	Mahenda mago ma nan bi bisa̱ga̱, ba̱nba̱nu pa an ton da monran manna ma rotome, ca n kanniyan, an to na'an hita̱ga̱ ena wu'a̱ wonna won den a na'an matamarenganga nonwan,”
281a0e008b	Naden Ayahuda woto wuka̱ nanmen nato na moma'anga opa na̱ rewu wa̱re awo ata hecega Yahuda Iskariyoti, wa̱ huri pa ato ototo na Firist,
281a0f006c	wa hyen ga, “Yegu en man pana, she n bi ka̱ta̱nge Iyesu?’ a̱ pa̱ni wu nsaran nanmen azurpa opa tato.
281a10003e	Nari beka̱ni bire wa̱ ri to sara onyan na an to kenta Iyesu.
281a1100a1	Uhibi na ka̱hin na iwuki na kapoka na rawo yist, ato na moma'anga a rage pe Yesu a hyen wo, “Nce pa wu rubi tu shi'a̱ge ko re iri korya na iwuki na okaca?”
281a1200da	Ayesu wa hyen ga, “Hura̱ ba n ceso nanmen pa yan'on woto, ke hyen wo, ka̱ma̱la̱n ka hyen beka̱ni bewa be ne'enyan keto, won korya iri korya na iwuki na okaciya negewa nanwon pa̱ka̱ nato na moma'anga nonwan.”
281a13005f	Ato na moma'anga ka anden nde Ayesu wo hyen an de, a̱ cige ta'a iri korya na iwuki na to kaca.
281a140053	Na marauna ma rage, Ayesu wa koreke a re iri korya nato na moma'anga opa na̱ rewu.
281a150082	She an korya iri korya, wa hyen, “Mahenda mago ma nan bi bisa̱ga̱, woto wuka̱ nanmen ga̱hin won man cewa pa ato nan eshe.”
281a160053	A ma̱ta̱ etama a̱ ri to hyen ma̱ka̱ma̱ka̱, mahenda nce ga̱mi go, Ashawa?”
281a17006c	Ayesu wa̱ ra̱'a̱ni wa hyen ga, “Woto won masane ka'ara n ketogwa kika̱ n ga̱mi a̱ wure won man cewa.
281a180095	Ba'a wo woto won tu hura̱ nde a rangen n monran ma Onhon ga̱mi nonwan. ama yana n woton to cewa Ba'a woto enan ma hura̱ wu she ana ma̱ci ciwu.”
281a19007e	Nande Ayahuda, awon to cewa wo, wa hyen, “Mahenda nce ga̱mi go, Arabbi?” Ayesu wa̱ ra̱'a̱ni wa hyen, “En, gawo go”
281a1a00ae	She atan korya iri korya, Ayesu wa̱ umi kapoka, wa̱ kuni Onhon wa keragano ago, wa̱ pa̱ga̱ni ato na moma'anga nonwan, wa ange, ra'a ba ke re, to'oawa tumi togo tonna.”
281a1b0067	Nande Ayesu wa̱ umi karonkwa, wa̱ kuwa̱ni Onhon wa̱ pa̱ni ga, wa ange, swa ba, ba̱nba̱n na̱hin.
281a1c006a	Ma̱hen'en ma̱ mi mago manna ama tushi'a̱ga̱, ama an to tura̱ na an ma shigita̱ ciri'i to ato cenmon.
281a1d0077	N bi bisa̱i, n dawon to swaka ma̱ni ma inabi na̱ri benanba hare uhibi na nan ta swaka n ga̱hin togoma to Ashawa.”
281a1e005d	Ayesu nato na moma'anga nonwan a ronge oronga, a sore a̱ hurin nudu na omange e'o na Zaitun.
281a1f00d8	Nande Yesu wa̱ bishi ga wa hyen, “N geta wanna ca na̱hin en to ganra kin ga̱'i panna, sa̱bo na iri nan ma̱n biciga̱, ena a rangwa go: “Nan tu ripa̱ wuhuwa̱ wo ugarke na ita̱ma̱'in ta'a an to waserga.”
281a200040	Ama she an kurtuma̱ n u'o, nan bi ciga̱ tu gega̱ n Galili.”
281a210078	Abitrus wa̱ ra̱'a̱ni, “Ko she ba̱nba̱n nanwan a̱n ga̱ri niri nan bu ciga̱, ga̱mi n dawon to gara ko ryawo.”
281a22008c	“Ayesu wa̱ ra̱'a̱n bu wa hyen, Mahenda mago man bu bishi,” kahen uka̱rin uta̱ ka̱ka̱ra̱nko, won to hyen won yan'cewo ma tato.”
281a230078	Abitrus wa hyen wo, “ko she nan tu uwa̱, n dawon to hyen nbo yan'cewo.”A̱nde ta'a ato na moma'anga na ceni a hyen.
281a2400ab	Nande Ayesu nato na moma'anga nonwan a̱ huri pa ata hyan Gesemani, ‘Apa ata pinra̱n ri'ori re Zaitun, wa hyen ga, koka ba pana nan tu hura̱ pa̱re n men dan aduwa.”
281a250054	Wa̱ umi Ibitrus na'o rewu ana Zabadi pa̱ka̱ nonwan, wa̱ ri usuwa̱ shiri netama.
281a260072	Nande wa hyen ga, “Usuwa̱ shiri nan pa̱ka̱n ga̱mi en to yan'son man kona. esa ba pana ke bereka n ga̱mi.”
281a2700c3	Na wa maheketane ryawo, wa̱ cibi unbu nonwan n kida̱ wan den aduwa wa hyen, “Ashawa na̱mi, she mamma dan, kun umena̱n karonkwa kanna. Ko nande nce enan rubi go an ton da ama ena wu rubi.”
281a28009d	Nande Ayesu wa mokoshe pa ato na moma'anga nonwan wa̱ buri she a̱ wa̱ta̱gi. Wa̱ rushigi Ibitrus ashe e rawon to yan'son to bereka n ga̱mi awa uka̱?”
281a290057	“Bereka ba ke de aduwa ma̱re e kenan n tomo'on. Benhyan bi rubi ama to'uwawa to u”
281a2a00ae	Nande Ayesu wa̱ hura̱ka̱ni ma̱hin rewu wan den aduwa wa hyen, “Ashawa na̱mi, she ma rawon man dan kon recengage karonkwa kanna shesha n so mago, etama nanwon e man den
281a2b004f	Na wa mokosakane wa̱ wura̱ka̱ni ga nan dawo, nande a̱she nanwan a maryange.
281a2c0058	aYesu wa̱ ga̱'a̱ka̱ni ga wa̱ huri wa dankan aduwa mahen tato, wa hyankan iri ika̱.
281a2d009d	Nade Ayesu wa mokosakane pa ato na moma'anga wa hyen ga, “Eta wa̱ta̱gi n horna? Ewana, Beka̱ni bici be an to cewa Ba'a Woto n sha'ara she ato na ciri'i.
281a2e002e	Renga ba, tun huri woto won man cewa wu ce!”
281a2f00ac	She wo tan monran, a Yahuda, wuka̱n opa na̱ rewu, wa̱ ce. pa̱ka̱ nato na ma̱ka̱ri cenmon na̱ sanka̱ri, n shigo, ana a tomane nasorya pe uprist wo ototo nato ototo.
281a300080	Nande woto wo to cewa wo wa̱na̱ biso ga alama tohyan: “Woto wo nan to tu hura̱ pewa n suma̱nga wo a̱ure en to kentana.”
281a310048	N to raganan wa harane pe Yesu, “Nan kuna̱n wa hyen, ka̱ma̱la̱n”
281a32007f	Ayesu wa̱ ra̱'ani wu wa hyen, “Wotoginto wumi, en dan na wo owane.” Nande a maheketane, a̱ ka̱pshigi Iyesu a kentan bo.
281a330087	N to hyandana a̱nde wuka̱ nanmen nato na ne'en na Yesu, wa sortome usa̱nka̱ri nonwan, wa epi retobe re wogema wo a Firist na ototo.
281a34008f	“Nande Ayesu wa hyen wo koshetoma usa̱nka̱ri nanwon n sutu na owa,”Nade aYesu hyen wu woto umi usa̱nka̱ri, usa̱nka̱ri gon to kona wo.
281a3500ac	Won netama n dawo to yan'son to hecega Ashawa na̱mi gwa, a̱birebire an tomangyan na atoma na a̱ba̱ye? na yemi na huri ato na maka̱ri wanna hare son ma opa rewu gwa?”
281a360061	Ama nago an tu shintuma̱ ena a range n monran ma Onhon ma hyen ma kentane go iri wa̱re made?”
281a3700a8	A̱bire aYesu wa hyen ato wa̱re yemi, “E sorya na sa̱nka̱ri n shigo ken kentane she woto to epa ato n nonyan gwa? kobe uhibi nta na'angan ga̱hin ayen kentan cewo.
281a380084	Ama anden a̱nno gu na an ma shintumo ena tonran to Wotoma to hyen.”Nande ca ato na moma'anga nonwan a̱ ta̱'i wo ko'ewa wa huri.
281a39007b	Ato na kentane Yesu a owane wo pe Kayapa, uprist na ototo, apa shima̱la̱n she tubisa̱ga̱ to Mosa nato ototo a maromano.
281a3a0093	Ama Abitrus wa̱ rope ga na bo'o hare tu hura̱ n peto na egewa na uprist na ototo. wa̱ gegi wa koreke nato na iya na wan ma hyanda na an to koka.
281a3b0088	Woto ototo na Firistoci na ototo nato nan nanmen kapara ca a̱ sa̱ri okasaneda na tobya na an to kentana Iyesu nenwan na an ma kona wo.
281a3c0046	Ama a̱ cigi ciwu, ashedu na tobya a rage. N tuhuwa̱ ato rewu a sorya
281a3d007b	Ta'a a hyen, “woto wonna wo hyen, won to yan'son to komaga egewa na aduwa ka Onhon, a ma̱ka̱ni kago nahibi atato.”’
281a3e0072	Nande uprist na ototo wa̱ kurki be'eshe wa hyen Iyesu, “Wo rawon to ra'ana? oshaida wanna ato wanna a owane?”
281a3f0088	Ama Ayesu wa̱ riki. Nande uprist na ototo wa hyen wo, “Nbu ta̱ga̱nu n Onhon na behono: Tu bishi gawo go Almasihu, Ba'a wo Onhon.”
281a4000f0	Ayesu wa̱ ra̱'a̱n bo wa hyen. “En, nde wu hici,” “Ama n ne'en bi bisa̱ga̱ ca:, Nari nanba en to hyanda Ba'a wo Woto wo koreke n ka'ara ka katoga ka Woto wo a̱ta̱ra̱n, awo ne'enyan dewo ta'a nanmen kanran hare pare n tonran.”
281a410097	Nande uprist na ototo wa ha̱nda̱gi ewa nonwan n usuwa̱ shiri wa hyen, “Wo to'age Onhon oshaida na̱be go ta'a ton saro? E hoge na wa to'age Onhon.
281a42003e	Yegu i hendi?” A̱ ra̱'a̱ni a hyen, ma rogo to kona wo.”
281a430055	Nande a̱ ci'a̱ngi wu tucemu na̱she a̱ koman bo tamashe, ato na̱ba̱ a̱ kindi wu
281a440047	a ange, “To dange unabci,” she gawo go a Kristi. A̱ure wu ripi?”
281a4500cb	Beka̱ni bire she Abitrus wo koreke n sheraye she egewa wa̱re, yan'on ba'a wa̱'a̱ awon toma negewa wa̱re wa rage pewa. wa hyen wo, gawo nce pa̱ka̱ na Yesu woto wo oceso na Galili go wo ne'enyan,”
281a460044	Nande Abitrus wa̱ ra̱'a̱n bo wa hyen, n hoge cewo ena wo ange.”
281a47008d	Nande Abitrus wa sore, yan'on ba'a wa̱'a̱ wa̱ hendi wu wa hyen ato nan pa̱re, “Woto wonna wun pa̱ka̱ na Yesu awo oceso na Nazarat.”
281a48003e	Wa̱ ma̱shiwura̱ta̱gu wa hyen: “N yan'cewo woto wonna!”
281a490082	Na an de honran, ato na esage pa̱re a̱ huri pi Bitrus a hyen wo, “Mahenda wun pa̱ka̱n woto wonna, na won monran tu bishi.”
281a4a0097	Nande wa̱ ri to tagya unbu nonwan uno na reme cewo wa̱ mashiurogu wa ange, “N yan'cewo woto wonna, A̱birebire uka̱rin uwa̱ ta̱ ka̱ka̱ra̱nko.
281a4b00b8	Nande Abitrus wa̱ ma̱ta̱ma̱ringi n monran ma Yesu hici nhyan: “She uka̱rin uta̱ ta̱ ciwu ka̱ka̱ra̱nko, won man esa ma tato.” Ta'a wa sore ninji wa̱ ta̱n ngwan nan gome.
281b010059	N kowongwa, ato ototo na Firistoci na ototo nato ototo na ato a kere monran a kone Iyesu.
281b020049	Naande a kentane Iyesu a̱ ka̱ri wu a owane wo pe Bilatus ogona na Roma.
281b0300aa	Na Yahuda, wure awun ka̱ta̱n ga Iyesu wu hendi a̱nde naande wa den etama wa koshetomangya Apristoci na ototo nato ototo na ato nsaran mande me talenti opa tato wa̱re.
281b0400b1	Wa hyen, “N men de ciri'i nan pa̱ni woto wu ma̱ga̱shi ciwu a kone wo.” A̱ ra̱'a̱ni bo a hyen wo, “Nce ena tu ta̱ga̱nu n monran mawo?” “A̱ma̱no amawo mago.”
281b050060	Nande wa̱ tura̱gi ga nsaran mande nanmen negewa na Onhon, wa sore wa huri wa soce unbu nonwan.
281b06009b	Ama ato ototo na Firistoci a̱ ta̱ngi nsaran ma̱nde a hyen, “Ma rawon to rema tu ta̱ga̱nu ngo apa tushi'a̱ga̱, enaande nsaran nan ma̱hen'en go.”
281b07008c	Naande a kere monran a hyen, tun umi nsaran manna tun sa̱n pa̱ri pa ato amanyan nan ninibu nanba, pa den pa̱ri pa rima̱na̱ re a kasane.
281b08003c	Iwore naande hare yara ata hecega pago pa̱ri pa ma̱hen'en.
281b0900a4	A̱bire be monran ma Wotoma wo Onhon Irmiya ma shini ama hyan: “A̱ umi nsaran nanmen azurpa opa tato n'nan ato na Israila a̱ shi'i nhyan a tope n'nan woto wure,
281b0a0067	ta'a a̱ umi nsaran ma̱nde a̱ sa̱n pa̱ri pa amanyan nan ninibu nanba, nde Ashawa Onhon won hyen.”
281b0b00aa	Naande Ayesu wa eshe nekogo na wogoma, Ogona uwa̱ rushigi Iyesu wa hyen wo, “Gawo go wogoma wo a Yahudawa?” “Ayesu wa̱ ra̱'a̱n bo wa hyen “En, nde wu hici,”
281b0c0059	Ama na woto ototo na Firistoci nato ototo na ato an de kara ka Yesu wa̱ guringi ciwu ga.
281b0d0050	Naande Abilatus wa hyen wo, “Wo hoge cewo ena den a owane kara kawo nenwan?”
281b0e005b	Ama Ayesu wa̱ ra̱'a̱ni ciwu wu, ko ma̱ka̱ iri wa̱re eya pa̱ni ogona omamake na yemi.
281b0f0086	Ta'a ogona wo ta dan kobe beka̱ni she an ton da o'iya nanwan ona ko'ebe oya wota tacegagya ato woto wo a̱ ka̱ri awo ukutu u ta̱ri.
281b100073	A̱bire ta'a yan'on woto won dewa pa̱re awo ata hecega Barabbas awu a̱ ka̱ri ta'a ko'eyawa wo yan'son ena wan de
281b110094	Na ukutu maromano, Naande wogoma Bilatus wa̱ rushigi ga wa hyen, “A̱ure en saro n be tacigagya: Barabbas, a̱ka̱ Ayesu wo ata hecega Kristi?”
281b120070	Enaande a Bilatus wo yan'son ato a̱ rubi Iyesu cenmon go ta'a an rishiwu nonwan iwa̱re den a owane Iyesu pewa.
281b13010c	She Abilatus wogoma wota koreke n ka̱shiki ka shetara, wu'a̱ wo wa wa tomangya wo n toma nonwan wa hyen wogoma: “Ga'a to dangya woto wota yen'unrin, awo den ce ena reme cewo.” Enaande ogeta na huri n wa̱ta̱ga̱ni arawo nonwan nhyan n ma̱supo cenmon nonwan.”
281b140079	Ama ato ototo na a Firistoci nato ototo na ato a̱ hurpa̱ni ato atobe a hyen wogoma a ta̱cigi Barabas ayi pa̱ni Iyesu.
281b150082	“Naande Ogona o rushigi ga wa hyen, “A̱ure en saro n be tacegagya nato wanna rewu?”A̱ ra̱'a̱ni a hyen wo. “Barabbas”
281b16008d	“Naande Abilatus wa hyen ga, nanba, yegu nan ton da na Yesu awo ata hyan wo Kristi?” Ca nanwan a̱ ra̱'a̱ni a hyen, “A gyanran bo!”
281b170087	Naande Abilatus wa̱ rushigi ga wa hyen, yegu wan den? Ama a̱ ka̱sa̱ni tu kurtuma̱ ngoro nan myawa ca a angen, “A gyanrane bo!”
281b1800f6	Na Abilatus wu hendi wo yan'cewo to kosaga ga, ma̱re a̱ kurtuma̱ renbontan nato na ma̱ka̱ri nonwan, wa̱ umi ma̱ni wa ma̱hita̱gu sha'ara sha wa nekogo na ukutu. Wa hyen, ka'ara ka̱mi ka rawon nu'o na woto wonna. A̱ma̱no ma̱hin mago”
281b19007f	Naande ukutu wa̱re ca uwa̱ ra̱'a̱ni owa hyen, “En, ma̱hen'en ma wa ma to rope na'o na̱tu she ena ren cewo go to den!”
281b1a0055	Naande wa̱ ta̱ciga̱gi ga Ibarabbas wa hyen a̱ kindi Iyesu, a̱ huri a gyanran bo.
281b1b0074	Naande ato na ma̱ka̱ri na wogoma a̱ umi Iyesu tu hura̱n peto na kapara ka wogoma, a romano ca ato na ma̱ka̱ri.
281b1c0070	Ta'a a̱ ta̱'igi Iyesu aronga nonwan a̱ ume yan'on ewa na shende a̱ ta̱'a̱n bo, she nde wogoma wota mata'a.
281b1d00da	An de yan'on a̱ra̱wa̱ni na asa̱pi, a tatage wo n unbu, a masange wo a̱ngo n ka'ara ka wa ka kantoga, a̱ kuka̱ki nekogo nonwan an to henga wo a ange, “Behono bewo be geshen wogoma wo Yahudawa!” ototo on pewo.
281b1e0055	Naande ato na ma̱ka̱ri a ci'a̱ngi wu tucemu a̱ umi a̱ngo a̱ kinda̱gi wu n unbu
281b1f0082	Na ato na ma̱ka̱ri a̱ hu to henga wo, a̱ umi ewa nonwan a̱ ta̱'a̱ka̱n bo. Naande a̱ umi wu tu hura̱ pa an to gyanran wo.
281b200097	Sha an nonyan na tuhura̱ n pa̱ri pa̱re a̱ wuri yan'on woto wo Sayirin awo ata hyan wo Asaminu, a̱ kuwa̱n bo wa̱ umi utubi na an to gyanran Yesu.
281b210048	Na a̱ ce yan'on pa̱ri pa ata hecega Golgota, (ma'ana ukoga̱ na unbu).
281b22006e	A cewan bo ma̱ni ma inabi ma ta̱ga̱nu n yan'on iri na gamange a̱ so, ama na wa̱ a̱ta̱ni wa eshe to swa.
281b23003a	Na a gyanran bo, a keratago menwan na mewa a masan nshega.
281b24001e	A koreke pa̱re an iya nonwan.
281b250059	Keto unbu nonwan a cibi sanarwa na mangasa ma wa ma hyan, “WOGOMA WO YAHUDAWA AWONA.”
281b26007c	Naande ta'a a gyanrane yan'on a̱hin na to epa onyan pa̱ka̱ na Yesu, woto wuka̱ n katoga, woto wuka̱ ta'a n ka̱ngura̱.
281b270048	Ato nan tu hura̱ga̱ a na'ange Iyesu n gina̱ an tu rugunsa̱nga̱ unbu
281b2800be	a ange “Gawo woto wo hyan won to komanga egewa na Onhon ku ma̱ka̱ni ego ta'a na geta tato! Ringe unbu nanwon mana she gawo Ba'a wo Onhon go ka̱ra̱ni pata n tubi na awo gyanran mana!”
281b290070	A̱nno ta'a Apristoci na ototo n shima̱la̱n she tubisa̱ga̱ to Mosa nato ototo a na'ange Iyesu n oshe a ange.
281b2a009f	“Wo yan'son tu ringe ato na̱ba̱, ama wa yan'cewo tu ringe unbu nonwan! She a̱ure won de wogoma wo Israila, a̱ ka̱ra̱ni n mangyara, naande to ra'ana wo.
281b2b0059	Wo esatane Onhon, wa hyen ta'a owa Ba'a wo Onhon go. Onhon u ringe wu benanba mana.”’
281b2c005d	A̱nde ta'a a̱nhin na gyanran bo pa̱ri pa̱ka̱ nanwan, a̱ swa'e wo monran ma rotome cewo.
281b2d0062	She unhon u to unbu, cici to uta̱ni cenge ture ca, hare tu hura̱ n tu'uma̱ to tato to marawona.
281b2e00b6	N tu'uma̱ ture to tato ta'a, Ayesu wa̱ umena̱n bengoro tonran nan shita̱ wa hyen, “Eloi, Eloi, lamasa baktani?” wato, “Onhon na̱mi, onhon na̱mi, yegu en de a wun ta'i?”
281b2f0066	Na yan'on ato na eshe pa̱re a hoge a̱nno, an hyan, “Wo ne'en hece na Iliya Wotoma wo Onhon gwa.”
281b3000a1	A̱birebire woto wuka̱ nanmen nanwan wa̱ gube tosoma wa rwane asoma wa̱ rewa̱ni ago n ma̱ni ma ri'ori re o'o ma̱ sa̱nbi, wa cewane Iyesu n bengopa a̱ so.
281b31005a	Ama ato na ceni a hyen “Ga'a wo ba tunta̱ hyanda sha a Iliya won ta rage a ringe wu.”
281b320038	Naande Ayesu wa̱ ta̱ka̱ni be'ogwa wa̱ ta̱'i behono.
281b330094	Naande bire a labule nan nanmen n ka̱'uma̱na̱ a hando ma̱rewu, nasorya n tonran hare ukinda̱. Cenge to ma̱rungusa̱ni, atare ta'a a komatango.
281b340047	A̱ uciga̱gi shi'uye ato na ce'en na yemi na wa̱ta̱gi ta'a a rengage
