0100000005	Dadaa
0709380073	Waaqi akka kanaan, yakkaa Abiimelek obboleeyyan ifii torbaatama ijjeesiisaan, abbaa ifii yakkeef gatii isaaf kenne.
070939007e	Akkasuma Waaqi hammeenna kolbaa Sheekemiille, mataa isaaniititti deebisee, abaarsi Yotaamii ilma Giidewoniille isaan dhaqqabe.
070a0100b6	Abiimelek du'een duuba, akaakoon Dodoo ilmi Phuwaa Tolaan nami gosa Yisaakorii, ka biyya Efreemii koobittii keessa addee, «Sahaamir» jedhantu le'u, Israa'el bilisa baasiisaaf ka'e.
070a020058	Inni woggaa diddamii sad Israa'eloota bulche; achiin duuba du'ee Shaamiiritti awwaalame.
070a03005f	Tolaan du'een duuba Yaa'iir sanyiin Giil'aadii ka'ee, woggaa diddamii lama Israa'eloota bulche.
070a0400c5	Yaa'iir ilmaan soddoma ta harree soddoma irra teettee deentu qabaayyu; isaan lafa Giil'aadii keessatti qachoota soddoma qabaniiyyu; qachooti sun haga adhaalle olloota Yaa'iirii jedhamanee waamaman.
070a050035	Yaa'iir du'ee addee «Qaamon» jedhantutti awwaalame.
070a0600f2	Israa'elooti ammalle, waaqota Ba'aaliitii fi Ashitaarotii, waaqota Aaramii, waaqota Sidoonii, waaqota Mo'aabii, waaqota Amoonotaatii fi Filisxeemotaa waaqonfatiisaan, Mootii Waan Maraa duratti waan hantuu hujanee, isa waaqonfatiisa lakkisane.
070a070075	Tanaaf Mootiin Waan Maraa Israa'elootatti aaree, harka worra Filisxeemotaatii fi Amoonotaatitti dabarsee isaan kenne.
070a08009f	Worri Amoonotaatii fi Filisxeemotaa, woggaa kudhanii saddeeti, Israa'eloota laga Yordaanosiitiin gama biyya Amoorotaa lafa Giil'aadii keessa le'anu cunqursane.
070a0900a1	Worri Amoonotaa kolbaa Yihuda'aa, kolbaa Beniyaaminiitii fi kolbaa Efreemii loliisaaf laga Yordaanosii gamatti waan bu'aneef, kolbaan Israa'elii guddoo rakkatte.
070a0a0092	Achiin duuba Israa'elooti, «Si Waaqa keenna lakkinnee, waaqa dharaa Ba'aal waaqonfatiisaan si yakkineerra» jedhaa gara Mootii Waan Maraa iyyane.
070a0b0060	Mootiin Waan Maraa isaaniif deebisee, «Worri Gibxi'ii, worri Amooniitii fi worri Filisxeemotaa,
070a0c008d	worri Sidoonii, worri Amaaleqiitii fi worri Maa'onii yennaa isin cunqursane, isin gara kiyya iyyitanee, anille isaan jalaa isin baaseeraayyu.
070a0d0060	Isin ammoo na lakkittanee, waaqota dhibii waaqonfattane; tanaaf ani haganaa achi isin hin baasu.
070a0e0065	Dhaqa'aatii, gara waaqota filattanee iyyadha'a; yennaa isin rakkatane isaan isin baasanuu ti» jedhe.
070a0f0089	Kolbaan Israa'elii ammoo Mootii Waan Maraa, «Nuuti cubbuu hunyeera; ati waanuma feete nu godhi; adha ammoo maganne'e nu baasi» jedhane.
070a100098	Maarre isaan waaqota orma odduu ifiitii balleessanee, Mootii Waan Maraa waaqonfatane; Mootiin Waan Maraalle rakkinna Israa'elootaa dhaggee guddoo gadde.
070a11008f	Achiin duuba worri Amoonii lolaaf waamamanee, Giil'aad keessatti qubatane; Israa'elootille wolitti qabamanee qachaa Miispha'aa keessa qubatane.
070a12009f	Sooressitooti kolbaa Giil'aadii, «Nami dursee worra Amoonii loliisaa jalqabu, worra Giil'aad keessa le'u mara irratti sooressaa te'uu ti» wol woliin jedhane.
070b010061	Yiftaan Giil'aadichi, ilmi dubartii sagaagaltittii takkaa, loltuu janna. Abbaan isaalle Giil'aad.
070b0200d8	Haati manaa Giil'aadiille ilmaan deetteetiif; isaan yennaa guddatane obboleessa ifii Yifta'aan, «Ati dubartii dhibii irraa waan dhalatteef, mana abbaa keennaa keessaa waan tokko hin dhaaltu» jedhanee manaa ari'ane.
070b0300a3	Tanaaf Yiftaan obboleeyyan ifii biraa baqatee, lafa «Xoob» jedhantu keessa le'e. Achitti namooti boru-hinbeenneen isa biratti wolitti qabamanee isa gula deemane.
070b040038	Yennaa diqqo'oon duuba, worri Amoonii Israa'eloota lole.
070b050074	Yennaa worri Amoonii Israa'eloota lolane, jaarsoleen Giil'aadii Yiftaa biyya Xoobiitii deebisanee fidiisaaf dhaqane.
070b06005e	Isaan Yifta'aan, «Worra Amoonii akka lolluuf, koyiitii ajajaa woraanaa nu'uuf te'i» jedhane.
070b070095	Inni ammoo deebisee isaaniin, «Isin na jibbitanee, mana abbaa kiyyaatii na hin ariinee? Amma yennaa rakkattane maaf gara kiyya dhuttan ree?» jedhe.
070b0800a9	Isaan deebisanee, «Ati nu woliin duultee worra Amoonii akka loltuuf, nu worra Galii'aad keessa le'u mara irralle'etti sooressa akka teetuuf gara keeti dhunne» jedhane.
070b0900c9	Yoftaan jaarsolee Giil'aadiitiin, «Worra Amoonii loliisaaf isin biyyatti yoo na deebittane, Mootiin Waan Maraalle harka kiyyatti dabarsee yoo isaan kenne, ani sooressaa keessan hin te'aa ree?» jedhe.
070b0a005b	Isaan deebisanee, «Akkuma ati jette godhiisaaf, Mootiin Waan Maraa ragaa keenna» jedhane.
070b0b00d3	Maarre Yiftaan jaarsolee Giil'aadii woliin dhaqee, kolbaalle sooressaa fi ajajaa woraanaa isa godhatte. Yiftaalle dubbii ifii tana mara fuula Mootii Waan Maraa duratti, qachaa Miispha'atti itti deebi'ee dubbate.
070b0c00b0	Achiin duuba Yiftaan gara mootii worra Amooniititti namoota ergee, «Ati biyya tiyya keessatti na loliisaaf ka dhutteef, anii fi ati maan wol irraa qanna?» jedhee gaafachiise.
070b0d00e9	Mootichi worra Amoonii deebisee ergantoota Yifta'aatiin, «Israa'elooti biyya Gibxiitii yennaa bayane, lafa tiyya laga Aaronii irraa haga laga Yaaboqii, haga laga Yordaanosiille waan fudhataneef, amma nageyaan naaf deebisa'a» jedhe.
070b0e003b	Yiftaan ammalle gara mootii worra Amoonii ergantoota ergee,
070b0f004b	«Israa'elooti lafa worra Mo'aabii yookiin lafa worra Amoonii hin fudhanne.
070b100075	Israa'elooti biyya Gibxiitii yennaa bayane, goomolee keessa gara Abbaayaa Diintu'uu dhaqanee, gara Qedeeshii dhufane.
070b1100ee	Achiin duuba isaan mooticha Edoomiititti ergantoota erganee, ‹Lafa teeti keessa akka dabarruuf nuuf eeyyam› jedhane; mootiin Edoomii ammoo didate. Isaan mootii Mo'aabiille'etti ergane; innille dide; tanaaf Israa'elooti Qedeesh turane.
070b12011c	Achiin duuba goomolee keessa deemanee, lafa Edoomiitii fi lafa Mo'aabii irra maranee dhaqanee, lafa Mo'aabii irraa gara aduun baatu geyanee, laga Aarnoniitiin gamatti qubatane; lagi Aarnonii meessaa lafa mo'aabii waan te'eef, isaan lafa mo'aabii dhaqiisaaf laga san gamatti hin buune.
070b1300ca	Achiin duuba Israa'elooti, gara Sihoonii mootii Amoorotaa ka qachaa Heshiboonii keessa tee'ee bulchetti ergantoota erganee, ‹Gara biyya teennaa, lafa teeti keessa akka dabaru nuuf eeyyam› jedhaneen.
070b1400a5	Sihoon ammoo akka Israa'elooti lafa isaa keessa dabaranuuf hin addanne; maarre loltoota ifii mara wolitti qabatee, addee ‹Yaahaz› jedhantutti qubatee isaan lole.
070b1500dc	Achiin duuba Mootiin Waan Maraa, Waaqi Israa'elii, Sihoonii fi loltoota isaa mara harka Israa'eliititti dabarsee kennee, isaanille isaan injifatane; maarre Israa'el lafa Amoorotaa ka worra achi keessa le'uu mara qabatte.
070b16007d	Isaan biyya Amoorotaa duudii, laga Aarnonii irraa haga laga Yaaboqiitii fi goomolee irra haga laga Yordaanosiititti qabatane.
070b170083	Eega Mootiin Waan Maraa, Waaqi Israa'elii worra Amoorotaa kolbaa ifii duraa ari'ee baase, ati amma ariitee isaan baasuu feetaa ree?
070b180095	Ati lafa waaqi keeti Kemoshi siif kenne qabattee hin teettuu ree? Nuutille lafa Mootiin Waan Maraa Waaqi keenna nu'uuf kenne mara qabannee hin leena.
070b19008d	Ati amma mootii Mo'aabii, ilma Ziphoorii, Baalaaq hin caaltaa ree? Inni Israa'eloota woliin wol dhabeeraa? Yookiin isaan woliin wol loleeraa?
070b1a010a	Israa'elooti qachaa Heshibooniitii fi ollaa qachaa sanii mara, qachaa Aro'eriitii fi ollaa qachaa sanii mara, qachoota qarqara Aarnonii jiru mara keessalle woggaa dhibba sad le'aneeraniiyyu; isin yennaa san keessa qachoota san deebittanee maaf fudhatuu dhaddane ree?
070b1b00a9	Ani si hin yakkine; ati ammoo woraana natti kaasiisaan na yakkiteerta. Mootiin Waan Maraa abbaan mura'aa, Israa'elootaaf yookiin worra Amooniitiif adha muruu ti» jedhe.
070b1c004f	Mootiin worra Amoonii ammoo ergaa Yiftaan itti erge san woyittuu hin laakkonne.
070b1d00c6	Achiin duuba Ayyaanni Mootii Waan Maraa Yiftaa irratti bu'e; Yiftaalle biyya Giil'aadiitii fi biyya Minaase'ee keessa qaxxaamuree, qachaa Miisphaa biyya Giil'aadii keessa dabaree worra Amoonii lole.
070b1e0063	Yiftaan Mootii Waan Maraatiif waadaa galee, «Worra Amoonii harka kiyyatti dabarsitee yoo kennitte,
070b1f00bd	ani yennaa worra Amoonii injifadhee deebi'ee dhufu, na fudhatiisaaf nama mana kiyya keessaa dursee gad bawu si Mootii Waan Maraatiif hin kenna; ciincaalle godhee siif hin dhikeessa» jedhe.
070b200084	Achiin duuba Yiftaan worra Amoonii loliisaaf lagaan gamatti bu'ee deeme; Mootiin Waan Maraalle isaan harka isaatitti dabarsee kenne.
070b2100b0	Yiftaan qachaa Aro'erii irraa jalqabee haga adaala Miiniitii fi haga qachaa Abeel-Karamiimitti qachoota diddama balleesse; maarre worri Amoonii harka Israa'elootaa jala galane.
070b2200ce	Yiftaan gara mana ifii Miispha'atti yennaa deebi'e, intalti isaa dibbee fudhattee sirbaa, isa fudhatiisaaf gad baate; isiin isaaf intala takkaa qofa; inni isii malee ilma yookiin intala dhibii hin qabuuyyu.
070b2300ca	Yennaa isii dhaggelle gaddee woyaa ifii tarsaasee, «Hayii intala tiyya! Guddoo na gaddisiittee, na laaleffachiitte; Mootii Waan Maraatiif waadaa waan galeef, waadaa gale san diiguu hin dande'u» jedhe.
070b240090	Isiille, «Abbaa kiyya! Mootiin Waan Maraa diinota keeti worra Amoonii haluu waan si'iif bayeef, waan waadaa galte na irratti muummessi» jette.
070b2500e0	Isiin ammalle abbaa ifiitiin, «Waan tokko callaa naaf eeyyam: Ani ijjumaa waan hin heeruminiif, dhaqee gaara irratti hari'oota tiyya woliin asii fi achi deddeebi'ee, durrummaa tiyyaaf akka bowu ji'a lama naaf kenni» jette.
070b26009b	Innille, «Dhaqi» jedhee, ji'a lamaaf isii erge. Isi'ii fi hari'ooti isi'ii, isiin waan ijjumaa hin heeruminiif durrummaa isi'iitiif gaara irratti bowane.
070b2700c6	Ji'a lamaan duuba gara abbaa ifii deebitee dhutte; innille waadaa Mootii Waan Maraatiif gale isii irratti muummesse; isiin durra duuddu'u. Guyyaa saniin jalqabee tun Israa'el keessatti aadaa teetee,
070b280062	durri Israa'elii wogguma wogga'aan bayanee, guyyaa afuriif intala Yiftaa Giil'aadichaatiif gaddan.
070c010107	Worri Efreemii loltoota ifii waammatanee, gara qachaa Zaafonii gamatti bu'anee, Yifta'aan, «Akka nuuti si woliin deennu adoo nu hin waamin, ati worra Amoonii loliisaaf maaf dhaxxe? Adoo ati keessa jirtuu, nuuti mana keeti ibiddaan si irratti hin gunna» jedhane.
070c0200a7	Yiftaan ammoo isaaniin, «Anii fi kolbaan tiyya, worra Amoonii woliin akka malee yennaa wol lolle, ani isin waameeraayyu; isin ammoo harka isaanii jalaa na hin baanne.
070c0300ed	Akka isin na baasaa hin jirre yennaa dhagge, lubbuu tiyya adoo hin mararfatin isaan loliisaaf meessaa qaxxaamuree dhaqe; Mootiin Waan Maraalle harka kiyyatti isaan dabarsee kenne; maarre isin adha maaf na loliisaaf dhuttane ree?» jedhe.
070c040102	Achiin duuba Yiftaan worra Giil'aadii duudii wolitti qabatee, worra Efreemii lole; worri Efreemii worra Giil'aadiitiin, «Isin worri Giil'aadii, worra Efreemii irraa baqattanee, wodhakkaa worra Efreemiitii fi Minaase'ee leetan» waan jedhaneef, isaan lolane.
070c050100	Worri Giil'aadii malkaa laga Yordaanosii ka worri Efreemii bu'u duudii qabate. Worra Efreemii keessaa nami baqatu tokko «Gamatti bu'a» jedhee yoo gaafate, worri Giil'aadii, «Ati sanyii Efreemiitii?» jedhanee isa gaafatan; inni, «Waawwo'o!» yoo jedhe,
070c06010a	isaan, «Shibolet» jedhi jedhaniin. Inni sirreessee jecha kana jedhiisa waan hin dandeenneef, «Sibolet» jedha. Achiin duuba isaan, isa hudhanee malkaa laga Yordaanosiititti isa ijjeesan; yennaa san worra Efreemii keessaa, namoota kuma afurtamii lamatti ijjeefame.
070c070076	Yiftaan Giil'aadichi woggaa ja kolbaa Israa'elii bulcheen duuba du'ee, qachaa ifii ka Giil'aad keessaatitti awwaalame.
070c080041	Yiftaan du'een duuba, Ibzaan nami Betlihemii Israa'eloota bulche.
070c0900e5	Ibzaan ilmaan soddomaa fi ijoollee durraa soddoma qabaayyu. Inni ijoollee durraa ifii soddoma gosa ormaatitti heerumsiisee, ijoollee durraa soddoma ta gosa ormaa ilmaan ifii fuusise. Ibzaan woggaa torba kolbaa Israa'elii bulchee,
070c0a002b	achiin duuba du'ee, Betlihemitti awwaalame.
070c0b0055	Ibzaan du'een duuba, Eloon nami sanyii Zebuloonii woggaa kudhan Israa'eloota bulchee,
070c0c004a	achiin duuba du'ee, lafa Zebuloonii keessa qachaa Ayaloniititti awwaalame.
070c0d0057	Eloon du'een duuba, nami qachaa Phiiraatonii, ilmi Hiilelii Abdoon Israa'eloota bulche.
070c0e008e	Abdoon ilmaan afurtamaa fi akaakota soddoma, ta harree torbaatama irra teettee deentu qabaayyu. Inni woggaa saddeeti kolbaa Israa'elii bulche.
070c0f0075	Achiin duuba Abdoon du'ee, biyya koobittii Amaaleqootaa keessatti, lafa Efreemiititti Phiiraaton keessatti awwaalame.
070d0100bd	Kolbaan Israa'elii ammalle Mootii Waan Maraa duratti waan hantuu hujje; tanaaf Mootiin Waan Maraa woggaa afurtama akka isaan bulchanuuf, harka worra Filisxeemotaatitti dabarsee isaan kenne.
070d0200a2	Bara san sanyii Daanii keessaa nami «Maano'aa» jedhamu, ka qachaa Zora'aa keessa le'u tokko jiraayyu; haati manaa isaa maseena waan teeteef ijoollee hin deenne.
070d030083	Ergamaan Mootii Waan Maraa isi'itti mudhatee, «Ati maseena waan teeteef, ijoollee hin deenne; ammoo ati ulfoottee ilma hin deetta.
070d04006d	Tanaaf daadhii woyni'ii yookiin waan nama macheessu yookiin waan battii tokkolle nyaatiisa irraa ifi eegadhu.
070d0500e9	Ati ulfoottee ilma dhiiraa hin deetta; mucaan sunille guyyaa dhalateen jalqabee Waaqaaf ka adda baye waan te'uuf, rifeensa mataa isaa ijjumaa hin haadin; inni Israa'eloota harka worra Filisxeemotaa jalaa baasiisa hin jalqaba» jedhe.
070d0600ea	Achiin duuba dubartittiin gara abbaa manaa ifii dhaxxee, «Nami Waaqaa ka bifi isaa ergamaa Waaqaa fakkaatu, ka guddoo sodaachisu tokko gara kiyya dhufe; ani eessaa akka inni dhufe isa hin gaafanne; innille maqaa ifii natti hin hinne.
070d070106	Inni ammoo anaan, ‹Ati ulfoottee ilma hin deetta; mucaalle guyyaa dhalateen jalqabee haga du'utti Naazireticha ka Waaqaaf adda baye waan te'uuf, daadhii woyni'ii yookiin waan nama macheessu hin unin, yookiin waan battii tokkolle hin nyaatin› jedhe» jetteen.
070d0800c3	Achiin duuba Maano'aan, «Maganne'e Gootta'a, nami Waaqaa sun deebi'ee gara keenna dhufee, Yennaa mucaan dhalatu waan nuuti isaaf goonu akka nutti himu godhi» jedhee Mootii Waan Maraa daadimate.
070d0900b1	Waaqille daadimata Maano'aa dhage'e; ergamaan Waaqaa ammalle dubartiin sun fichaa keessa teetteertuun itti mudhate; abbaan manaa isi'ii Maano'aan ammoo isii woliin hin jiruuyyu.
070d0a0095	Maarre isiin isatti himiisaaf, ariifattee gara isaa rukkittee, «Kunoo, namichi gaafa kaan qara gara kiyya dhufe kuun, ammalle natti mudhate» jette.
070d0b00ae	Maano'aan ka'ee haadha manaa ifii gula deemee, gara namichaa dhaqee, «Nami haadha manaa tiyya woliin dubbate si'ii?» jedhee gaafate. Namichille, «Ee, ana» jedhee deebise.
070d0c008f	Achiin duuba Maano'aan, «Dubbiin teeti yennaa muummottu, seerri mucaan ittiin bulu, wonni nuuti isaaf godhiisaaf malle maan?» jedhee gaafate.
070d0d0083	Ergamaan Mootii Waan Maraalle deebisee, «Haati manaa teeti, akka isiin gootuuf waan ani itti hime mara, ifi eegatiisaan gootuu ti.
070d0e00d5	Isiin waan midhaan woyni'ii irraa hujamu mara akka hin nyaanne, daadhii woyni'ii yookiin waan nama macheessu akka hin unne, yookiin waan battiille akka hin nyaanne; waan ani isii ajaje kana mara gootuu ti» jedhe.
070d0f007c	Maano'aan ergamaa Mootii Waan Maraatiin, «Buruusoo re'ee tokko qallee haga siif qopheessinu, maganne'e diqqoo turi» jedhe.
070d1000f3	Ergamaan Mootii Waan Maraa sun Maano'aan, «Ati yoo na tursitelle, ani sagalee teeti hin nyaadhu. Ciincaa dhikeessiisa yoo barbaadde ammoo, Mootii Waan Maraatiif dhikeessi» jedhe. Maano'aan akka inni ergamaa Mootii Waan Maraa te'e hin beenne.
070d11008e	Achiin duuba Maano'aan ergamaa Mootii Waan Maraatiin, «Dubbiin teeti yennaa muummottu, ulfinna akka siif kenninu maqaan keeti eennu?» jedhe.
070d120074	Ergamaan Mootii Waan Maraa ammoo, «Ati maqaa kiyya maaf gaafatta? Maqaan kiyya akka malee kancira» jedhee deebise.
070d1300fd	Maano'aan buruusoo re'e'eetii fi kennansa midhaanii fuudhee, rassaa ciincaa irratti dhikeessanu tokko irratti Mootii Waan Maraa ka kancira hujuuf dhikeesse; achiin duuba Maano'aa fi haati manaa isaa adoo ilaalanuu Mootiin Waan Maraa waan kanciraa godhe.
070d1400e0	Bobeenni ibiddaa addee ciinca'aa irraa gara ol-gubba'aa yennaa ol bawu, ergamaan Mootii Waan Maraa bobe'a ibiddaa keessa gara ol-gubba'aa ol baye. Maano'aa fi haati manaa isaa tana dhagganee, fuulaan lafatti gad gombifamane.
070d1500a2	Ergamaan Mootii Waan Maraa deebi'ee Maano'aa fi haadha manaa isaatitti hin mudhanne; achiin duuba Maano'aan namichi sun ergamaa Mootii Waan Maraa akka te'e beeke.
070d16005c	Maano'aan haadha manaa ifiitiin, «Nuuti Waaqa waan dhaggineef, dhugumaan hin duuna» jedhe.
070d1700f2	Haati manaa isaa ammoo deebittee, «Waaqi adoo nu ijjeesuu barbaadee jiraate, ciinca'aa fi kennansa midhaanii keenna hin fudhatuuyyu; inni waan kana duudii nu'utti hin mudhisuuyyu yookiin waan akkasii kana amma nu'utti hin himuuyyu» jetteen.
070d180075	Dubartiin sun ilma deettee, maqaa isaa «Samsoon» jettee baatte. Mucaan guddatee, Mootiin Waan Maraalle isa eebbise.
070d190085	Samsoon qachaa quttuma Daanii keessa adoo jiruu, Zora'aa fi Eshtaa'ol wodhakka'atti Ayyaanni Mootii Waan Maraa isa kakkaasuu jalqabe.
070e01005c	Gaafa tokko Samsoon gara qachaa Tiimna'aa dhaqee, achitti intala Filisxeemotaa takka dhagge.
070e020088	Inni gara manaa deebi'ee abba'aa fi haadha ifiitiin, «Qachaa Tiimna'aatitti intala Filisxeemotaa takka dhaggeera, na fuusisa'a» jedhe.
070e030123	Abba'aa fi haati isaa ammoo, «Ati worra Filisxeemotaa ka haqanqabaa hin qabannee keessaa niitii fuudhiisaaf ka dhaxxu, fira keeti keessa yookiin kolbaa teenna mara keessa durri hin jirtuu?» jedhanee gaafatane. Inni ammoo abbaa ifiitiin, «Isiin ilatti waan na tolteef na fuusisa'a» jedhe.
070e0400b5	Yennaa san worri Israa'el bulchu worra Filisxeemotaa waan te'aneef, Mootiin Waan Maraa worra Filisxeemotaa irratti lola kaasuu waan barbaadeef tun akka teete, worri isaa hin beenne.
070e0500b6	Tanaaf Samsoon abba'aa fi haadha ifii woliin gara qachaa Tiimna'aa gad bu'e; isaan addee woynii Tiimna'aa yennaa geyane, neenqi dardarri tokko dhangaa dhowaa dedhuma gara isaa dhufe.
070e0600cf	Ayyaanni Mootii Waan Maraa hunna guddo'oon Samsoon irratti bu'ee, innille harka duwwa'aan, akka ilmee re'e'eetitti neenqa san gargar kukkute. Inni ammoo waan tolche san abba'aa fi haadha ifiititti hin hinne.
070e07003b	Achiin duuba dhaqee intala woliin dubbate; isiille jaalate.
070e0800c0	Guyyoota diqqa'aan duuba Samsoon isii fuudhiisaaf deebi'ee adoo dhaquu, neenqa ijjeese san ilaaliisaaf itti gore; reeffa neenqaa keessatti kinniisi itti qubatee, dammille keessa jiruun dhagge;
070e0900db	inni damma san harkatti baafatee, nyaataa deeme. Inni gara abba'aa fi haadha ifii yennaa dhufe diqqaa isaa isaaniif kennee, isaanille nyaatane. Inni ammoo damma san reeffa neenqaa keessaa akka baase isaanitti hin hinne.
070e0a006b	Abbaan isaa gara intala sanii dhaqee, akkuma aadaa waajibaaf godhanutti, Samsooniif achitti jila qopheesse.
070e0b005d	Worri Filisxeemotaa yennaa isa dhaggane, akka isa woliin turanu bookarsitoota soddoma ergane.
070e0c00d0	Samsoon isaaniin, «Hiibboo takka isinitti hiibbifadha; hiibboo tana guyyoota jilaa torba kana keessatti yoo naa hintane, woyaa quncee talba'aa irraa hujante soddomaa fi woyaa adduu soddoma isiniif hin kenna.
070e0d00b8	Isin yoo naaf himuu dhaddane ammoo, woyaa quncee talba'aa irraa hujante soddomaa fi woyaa adduu soddoma naaf hin kennitan» jedhe. Isaanille, «Hiibbifadhu me, hin dhageenna» jedhane.
070e0e0092	Innille «Ka nyaatu keessaa wonni nyaatanu, Jabaa keessalle'ee wonni mi'owu baye» jedhe. Isaan haga guyyaa sadii hiibboo san himuu hin dandeenne.
070e0f0106	Guyyaa torbeesso'oo isaan haadha manaa Samsooniitiin, «Abbaa manaa keeti sossobadhuutii, hiibboo tana akka nuu himu godhi; yoo tana godhuu dhadde, si'ii fi mana abbaa keetii ibiddaan hin gunna; ada isin deega nutti buusiisaaf gara jilaa nu waantanee?» jedhane.
070e100129	Tanaaf haati manaa ta Samsoonii bowaa gara isaa dhikaattee, «Ada ati na jibbita; ati dhugumaan na hin jaalattu; ati kolbaa tiyyatti hiibboo hiibbifattee, hiikkaa isi'ii ammoo natti hin hinne» jette. Innille, «Ilaa! Ani abbaa kiyyaa fi haadha tiyyattuu hin hinne; si'itti maaf hima ree?» jedhe.
070e1100ad	Isiin guyyaa jilaa torba san mara bootte; isiin waan isa rakkitteef, guyyaa torbeesso'oo hiikkaa hiibbo'oo isi'itti hime; isiille kolbaa ifii worra Filisxeemotaatitti hinte.
