0100000006	Kinohi
0b0f18008f	Hiamoe iho la hoi o Asa me kona mau makua, a ua kanuia ma ke kulanakauhale o Davida kona kupuna; a ua alii ae la o Iehosapata ma kona hakahaka.
0b0f1900b2	Hoomaka ae la o Nadaba ke keiki a Ieroboama i kona alii ana maluna o ka Iseraela, i ka lua o ka makahiki o Asa ke alii o Iuda, a elua makahiki i alii ai oia maluna o ka Iseraela.
0b0f1a0092	Hana hewa ae la oia ma na maka o Iehova, a hele ae la oia ma ka aoao o kona makuakane, a ma na hewa ona i hoolilo ai oia i ka Iseraela e lawehala.
0b0f1b00c6	Kipi ae la hoi ia ia o Baasa ke keiki a Ahiia no ka ohana a Isekara; a pepehi ae la o Baasa ia ia ma Gibetona, no ko Pilisetia; no ka mea, hele kaua ae la o Baasa a me ka Iseraela a pau ia Gibetona;
0b0f1c006d	I ke kolu o ka makahiki o Asa ke alii o Iuda i pepehi ai o Baasa ia ia, a ua alii ae la oia ma kona hakahaka.
0b0f1d00f8	Eia kekahi, i kona alii ana, pepehi iho la oia i ka ohana a pau a Ieroboama; aole oia i hookoe no Ieroboama i kekahi mea e hanu ana, a pau ia i ka lukuia e ia; e like me ka olelo a Iehova ana i olelo mai ai ma ka lima o kana kauwa, o Ahiia no Silo:
0b0f1e00a7	No na hewa o Ieroboama ana i hana hewa ai, a i hoolilo hoi oia i ka Iseraela e hana hewa ai, i kana hoonaukiuki ana, i hoonaukiuki ai oia ia Iehova ke Akua o Iseraela.
0b0f1f007e	A o na oihana e ae a Nadaba, a me ka mea a pau ana i hana'i, aole anei ia i kakauia ma ka buke oihana a na alii o ka Iseraela?
0b0f20004b	He kaua iwaena o Asa a me Baasa ke alii o ka Iseraela i na la a pau o laua.
0b0f2100ac	I ke kolu o ka makahiki o Asa ke alii o Iuda i hoomaka ai o Baasa ke keiki a Ahiia, i kona alii ana maluna o ka Iseraela a pau ma Tireza i na makahiki he iwakalua kumamaha.
0b0f220092	Hana hewa ae la hoi oia ma na maka o Iehova, a hele ae la hoi ia ma ka aoao o Ieroboama, a ma kona hewa i hoolilo ai oia i ka Iseraela e lawehala.
0b10010065	A LAILA hiki mai la ka olelo a Iehova ia Iehu ke keiki a Hanani, e ku e ana ia Baasa, i ka i ana mai,
0b10020106	No ka mea, ua hookiekie ae au ia oe mai ka lepo ae, a hoolilo au ia oe i alii maluna o ko'u poe kanaka Iseraela; a ua hele hoi oe ma ka aoao o Ieroboama, a ua hoolilo ae oe i ko'u poe kanaka Iseraela e lawehala, e hoonaukiuki mai lakou ia'u me ko lakou mau hewa;
0b1003009a	Eia hoi, e kaili ae auanei au i ka hope o Baasa a me ka hope o kana ohana, a e hoolilo ae au i kou ohana e like me ka ohana a Ieroboama ke keiki a Nebata.
0b10040087	O ka Baasa mea e make maloko o ke kulanakauhale, oia ka na ilio e ai ai; a o kana mea e make ma kula, oia ka na manu o ka lewa e ai ai.
0b10050080	A o na oihana e ae a Baasa, a me kana mea i hana'i, a me kona ikaika, aole anei ia i kakauia ma ka buke 'a na lii o ka Iseraela?
0b10060074	A hiamoe iho la o Baasa me kona mau makua, a ua kanuia ma Tireza: a ua alii ae la o Ela kana keiki ma kona hakahaka.
0b10070128	Eia hoi, ma ka lima o Iehu ke kaula, ke keiki a Hanani i hiki mai ai ka Iehova olelo ku e ia Baasa, a i kana ohana hoi, no ka hewa a pau ana i hana'i imua o na maka o Iehova, e hoonaukiuki ia ia me ka hana a kona mau lima, i kona hoohalike ana me ka ohana a Ieroboama, a no kona pepehi ana ia ia.
0b100800a3	I ka iwakalua kumamaono o ka makahiki o Asa ke alii o Iuda, i hoomaka ai o Ela ke keiki a Baasa i kona alii ana maluna o ka Iseraela, ma Tireza i na makahiki elua.
0b100900a5	A kipi ae la ia ia kana kauwa o Zimeri ka luna o ka hapalua o kona mau kaa, ia ia ma Tireza, e inu ana a ona maloko o ka hale o Areza ka puuku o kona hale ma Tireza.
0b100a00a7	A komo ae la o Zimeri a pepehi ae la hoi ia ia, a hoomake loa ia ia, i ka iwakalua kumamahiku o ka makahiki o Asa ke alii o Iuda, a ua alii ae la oia ma kona hakahaka.
0b100b00c3	Eia hoi kekahi, ia ia i hoomaka ai i kona alii ana, a noho ia ma ka nohoalii, pepehi koke ae la oia i ka ohana a pau a Baasa: aole oia i hokoe nona i kekahi kane, o kona io, a o kona mau hanauna.
0b100c0086	Pela i luku ai o Zimeri i ka ohana a pau a Baasa, e like me ka olelo a Iehova ana i olelo ku e ai ia Baasa ma ka lima o Iehu ke kaula;
0b100d00d0	No na hewa a pau o Baasa, a no na hewa o Ela kana keiki, i lawehala ai laua, a i hoolilo ai hoi laua i ka Iseraela e lawehala, i ka hoonaukiuki ana ia Iehova ke Akua o ka Iseraela ma ko laua mau mea lapuwale.
0b100e0079	A o na oihana e ae a Ela, a o ka mea a pau ana i hana'i, aole anei ia i kakauia ma ka buke oihana a na lii o ka Iseraela?
0b100f00a4	I ka iwakalua kumamahiku o ka makahiki o Asa ke alii o Iuda, i alii ai o Zimeri i na la ehiku ma Tireza; a e hoomoana ku e ana na kanaka ia Gibetona o ko Pilisetia.
0b101000c5	A lohe ae na kanaka hoomoana i ka olelo, ua kipi o Zimeri a ua pepehi hoi i ke alii: nolaila hooalii ae la ka Iseraela a pau ia Omeri ka alihikaua i alii maluna o ka Iseraela ia la i kahi hoomoana.
0b1011005e	Pii ae la o Omeri a me ka Iseraela pu a pau me ia, mai Gibetona ae, a hoopuni ae la ia Tireza.
0b101200bd	Eia hoi kekahi, i ka ike ana o Zimeri ua hoopioia ke kulanakauhale, komo ae la oia i ke keena alii o ko ke alii hale, a puhi iho la i ka hale o ke alii maluna o kona poo iho, a make iho la,
0b101300ad	No kona mau hewa ana i hana'i, i kana hana ino ana imua o na maka o Iehova, a i kona hele ana ma ka aoao o Ieroboama, a me kona hewa ana i hana'i, i lawehala ai ka Iseraela.
0b1014007f	A o na oihana e ae a Zimeri, a me kona kipi ana, ana i hana'i, aole anei ia i kakauia ma ka buke oihana a na lii o ka Iseraela?
0b101500b2	Alaila maheleia'e la na kanaka o ka Iseraela i na apana elua: hahai kekahi hapalua mamuli o Tibeni ke keiki a Ginata, e hoalii ia ia; a hahai ae la kekahi hapalua mamuli o Omeri.
0b1016009c	Lanakila ae la ka poe kanaka i hahai mamuli o Omeri maluna o ka poe kanaka i hahai mamuli o Tibeni ke keiki a Ginata, a make o Tibeni, a alii ae la o Omeri.
0b101700bd	I ke kanakolu kumamakahi o ka makahiki o Asa ke alii o Iuda hoomaka ae la o Omeri i kona alii ana maluna o ka Iseraela, i na makahiki he umikumamalua: aono makahiki i alii ai oia ma Tireza.
0b101800d9	Kuai lilo mai la oia me Semera, i ka puu Samaria, i na talena kala elua, a kukulu ae la maluna o ka puu, a kapa ae i ka inoa o ke kulanakauhale ana i hana'i, o Samaria, mamuli o ka inoa o Semera ka haku aina o ka puu.
0b10190074	Aka, ua hana hewa ae la o Omeri imua o na maka o Iehova, a hoopakela aku i kona hewa mamua o ka poe a pau mamua ona.
0b101a00d2	No ka mea, na hele ae la oia ma na aoao a pau o Ieroboama ke keiki a Nebata, a me kona hewa i hoolilo ai oia i ka Iseraela e lawehala, e hoonaukiuki ia Iehova ke Akua o ka Iseraela ma ko lakou mau mea lapuwale.
0b101b0083	A o na oihana e ae a Omeri i hana'i a me ka ikaika ana i hoike ai, aole anei ia i kakauia ma ka buke oihana o na lii o ka Iseraela?
0b101c006a	A hiamoe iho la o Omeri me kona mau makua ma Samaria, a ua alii ae la o Ahaba kana keiki ma kona hakahaka.
0b101d00f6	Hoomaka ae la o Ahaba ke keiki a Omeri i kona alii ana maluna o ka Iseraela i ke kanakolu kumamawalu o ka makahiki o Asa ke alii o Iuda; a ua alii ae la o Ahaba ke keiki a Omeri maluna o ka Iseraela ma Samaria i na makahiki he iwakalua kumamalua.
0b101e006f	Hoopakela ae la o Ahaba ke keiki a Omeri i ka hana hewa imua o na maka o Iehova mamua o ka poe a pau mamua ona.
0b101f00ed	Eia hoi kekahi, me he mea la, he mea uuku nona ke hele ma na hewa o Ieroboama ke keiki a Nebata, lawe iho la oia ia Iesebela ke kaikamahine a Etebaala ke alii o ko Sidona, i wahine, a hele hoi ia e malama ia Baala, a hoomana ae la ia ia,
0b10200054	Kukulu ae la oia i kuahu no Baala maloko o ka hale o Baala, ana i hana'i ma Samaria.
0b1021009b	Hana iho la o Ahaba i wahi e hoomana'i, a ua oi aku ko Ahaba hoonaukiuki ana ia Iehova ke Akua o ka Iseraela mamua o na alii a pau o ka Iseraela mamua ona.
0b102200fe	I kona mau la hoi, kukulu ae la o Hiela no Betela ia Ieriko; a ia Abirama i kana hiapo i hoonoho ai oia i ke kumu, a ia Seguba kana keiki hope loa i kukulu ai oia i na pani; e like me ka Iehova olelo ana i olelo mai ai ma ka lima o Iosua ke keiki a Nuna.
0b110100cc	OLELO aku la hoi o Elia ka Tiseba no ko Gileada, ia Ahaba, Ma ke oia ana o Iehova ke Akua o ka Iseraela imua ona e ku nei au, aole auanei he ua, aole hoi he hau i keia mau makahiki, ma ka'u olelo wale no.
0b11020034	Hiki mai la ka olelo a Iehova ia ia, i ka i ana mai,
0b11030061	E hele oe mai keia wahi aku, a huli hikina ae, a e pee aku ma ke kahawai Kerita mamua o Ioredane.
0b11040063	Eia hoi keia, e inu oe i ko ke kahawai; a ua kauoha ae nei au i na manukoraka e hanai ia oe ilaila.
0b1105007b	Hele aku la hoi oia a hana e like me ka olelo a Iehova; no ka mea, ua hele ia a noho ma ke kahawai Kerita mamua o Ioredane.
0b1106008d	A lawe mai na manukoraka i ka berena a me ka io ia ia i kakahiaka, a i ka berena a me ka io i ke ahiahi; a inu ae la hoi oia i ko ke kahawai.
0b1107005c	Eia kekahi, i ka hala ana'e o na la, maloo iho la ke kahawai, no ka mea, aohe ua ma ka aina.
0b11080033	A hiki mai ka olelo a Iehova ia ia, i ka i ana mai,
0b11090085	E ku ae, a hele oe i Sarepeta no Sidona, a e noho malaila: eia hoi, ua kauoha ae nei au i kahi wahine kanemake malaila e hanai ia oe.
0b110a00fb	Ku ae la hoi, a hele ia i Sarepeta; a hiki i ka puka o ke kulanakauhale, aia hoi, malaila ka wahine kanemake e ohi ana i na lala laau; a kahea aku oia i ka wahine, i aku la, Ke noi aku nei au ia oe e lawe mai i wahi wai uuku maloko o ka ipu, e inu au.
0b110b0091	A i kona hele ana e lawe mai, kahea aku la oia ia ia, i aku la, Ke noi aku nei au ia oe e lawe mai na'u i kau wahi berena uuku maloko o kou lima.
0b110c0131	I mai la ka wahine, Ma ke ola ana o Iehova o kou Akua, aole o'u popo palaoa, hookahi wale no piha o ka lima o ka palaoa wali ole, maloko o ka barela, a he wahi aila uuku iloko o kahi omole: eia hoi, e ohi ana au i na lala laau elua e hele au iloko, a e hoomoa'e ia na maua me kuu keiki, e ai maua, a make.
0b110d00c3	I aku la o Elia ia ia, Mai makau oe; aka, e hele a e hana oe e like me kau olelo; aka, e hana mua oe i wahi popo palaoa uuku na'u, a e lawe mai i o'u nei, a mamuli e hana oe na olua me kau keiki.
0b110e00c6	No ka mea, ko i mai nei o Iehova ke Akua o ka Iseraela, Aole e emi iho ka barela palaoa wali ole, aole hoi e pau ae ka omole aila a hiki i ka la e haawi mai ai o Iehova i ka ua ma ka ili o ka honua.
0b110f005d	Hele ae la hoi oia a hana e like me ka olelo a Elia; a ai iho la ko kona hale i na la he nui.
0b1110008c	Aole i emi iho ka barela palaoa wali ole, aole hoi i pau ae ka omole aila, e like me ka olelo a Iehova ana i olelo mai ai ma ka lima o Elia.
0b11110082	Eia kekahi mahope mai o ia mau mea, mai iho la ke keiki a ka wahine ka mea hale, a nui ae la kona mai, aole koe ka hanu iloko ona.
0b111200a2	Olelo mai la ka wahine ia Elia, Heaha ko kaua, e ke kanaka o ke Akua? Ua hele mai nei anei oe io'u nei e hoakaka mai i ko'u hewa, a e pepehi mai hoi i ka'u keiki?
0b111300d9	I aku la oia i ka wahine, E haawi mai i kau keiki ia'u. Lawe ae la oia ia ia mai ko ka wahine poli ae, a hali ae la oia ia ia iluna i kahi keena oluna, i kahi e noho ai oia, a hoomoe iho la ia ia ma kona wahi moe iho;
0b111400b8	A kahea aku la oia ia Iehova, i aku la hoi, E Iehova ko'u Akua, ua lawe mai nei anei oe i ka hewa maluna o ka wahinekanemake, me ia e noho iki ana au, i ka pepehi ana mai i kana keiki?
0b111500b9	Hoopalaha ae la oia maluna o ke keiki i na wa ekolu, a kahea aku la ia Iehova, i aku la hoi, E Iehova ko'u Akua, ke pule aku nei au ia oe, e hoi hou mai ka uhane o keia keiki iloko ona.
0b1116006c	Hoolohe mai la hoi o Iehova i ka leo o Elia, a hoi hou mai la ka uhane o ke keiki iloko ona, a ola ae la ia.
0b111700b5	Lalau iho la o Elia i ke keiki, a lawe iho mai loko iho o ko luna keena iloko o ka hale, a haawi ae la ia ia i kona makuwahine; i aku la hoi o Elia, E ike hoi, ke ola nei kau keiki.
0b1118007e	Olelo mai la ka wahine ia Elia, Ano, ma keia i ike ai au, he kanaka no ke Akua oe, a o ka olelo a Iehova ma kou waha he oiaio.
0b120100c7	EIA kekahi, a i na la he nui, hiki mai la ka olelo a ke Akua ia Elia i ke kolu o ka makahiki, i ka i ana mai, E hele, a e hoike ia oe iho ia Ahaba; a e hoohaule au i ka ua maluna o ka ill o ka honua.
0b12020049	Hele ae la hoi o Elia e hoike ia ia iho ia Ahaba: a he wi nui ma Samaria.
0b12030059	Kahea ae la o Ahaba ia Obadia, ka luna o kona hale. (He weliweli nui ko Obadia ia Iehova:
0b120400ce	A o keia hoi, i ka pepehi ana o Iezebela i na kaula o Iehova, lawe ae la o Obadia i na kaula hookahi haneri, a huna papakanalima ae ia lakou iloko o ke ana, a hanai ae la ia lakou me ka berena a me ka wai.)
0b120500d6	I mai la hoi o Ahaba ia Obadia, E hele oe ma ka aina i na kumu wai a pau, a me na kahawai a pau; e loaa paha uanei ia kaua ka mauu e malama ai i na lio me na hoki i ola, o hoonele ia kaua iho i na holoholona a pau.
0b1206009a	Mahele ae la hoi laua i ka aina e pau ia i ka heleia. Hele ae la o Ahaba ma kekahi aoao, oia iho no; a hele ae la hoi o Obadia ma kekahi aoao, oia iho no.
0b120700a1	Oiai o Obadia ma ke alanui, aia hoi, halawai mai la me ia o Elia: a ike hoi oia ia ia, moe iho la oia ilalo ke alo, i aku la, O oe no anei keia haku o'u, o Elia?
0b1208004d	I mai la oia ia ia, Owau no: e hele oe e hai aku i ko'u haku, Aia hoi o Elia.
0b12090067	I aku la hoi kela, O ke aha la ko'u hewa e haawi ai oe i kau kauwa i ka lima o Ahaba e pepehi mai ia'u?
0b120a00fb	Ma ke ola ana o Iehova kou Akua, aohe lahuikanaka, aohe aupuni, kahi i hoouna ole aku ai kuu haku e imi ia oe ilaila: a i ka lakou olelo ana, Aole ia, lawe oia i ka hoohiki ana i ke Akua, o ia aupuni a me ia lahuikanaka, i ka loaa ole ana ou ia lakou.
0b120b0047	Ano hoi, ke olelo nei oe, E hele e hai aku i ko'u haku, Aia hoi o Elia!
0b120c0105	Eia hoi auanei keia, a hala au mai ou aku nei, e lawe aku ka Uhane o Iehova ia oe ma kahi e ike ole ai au; a hele au e hai aku ia Ahaba, aole hoi e loaa oe ia ia, e pepehi mai auanei oia ia'u; aka, ke weliweli nei au kau kauwa ia Iehova mai ko'u wa kamalii mai.
0b120d00f2	Aole anei i haiia i ko'u haku ka mea a'u i hana aku ai i ka wa i pepehi ai o Iezebela i na kaula o Iehova, o ko'u huna ana'e i hookahi haneri kanaka o ko Iehova poe kaula, papakanalima ma ke ana, a hanai aku ia lakou me ka berena a me ka wai?
0b120e0067	Ano hoi, ke olelo mai nei oe, E hele e hai aku i ko'u haku, Aia hoi o Elia! a e pepehi mai no oia ia'u.
0b120f007b	I mai la hoi o Elia, Ma ke ola ana o Iehova o na kaua, imua ona e ku nei au, e hoike io aku no au ia'u iho ia ia i keia la.
0b1210006d	Hele aku la hoi o Obadia e halawai me Ahaba, a hai aku la hoi ia ia; a hele mai la o Ahaba e halawai me Elia.
0b12110075	Eia kekahi, i ka wa i ike ai o Ahaba ia Elia, i mai la o Ahaba ia ia, O oe no anei ka mea i hoopilikia i ka Iseraela?
0b121200b2	I aku la hoi oia, Aole na'u i hoopilikia i ka Iseraela, aka, nau, a na ka ohana a kou makuakane, i ko oukou haalele ana i na kauoha a Iehova, a ua hahai hoi oe mamuli o na Baala.
0b121300e1	Ano hoi e kii aku oe e hoakoakoa mai i ka Iseraela a pau io'u nei, ma ka mauna Karemela, a me na kaula o Baala eha haneri me kanalima, a me na kaula o na wahi e hoomana'i eha haneri, ka poe e ai ana ma ka papaaina a Iezebela.
0b1214006c	Pela hoi, kii aku la o Ahaba i na mamo a pau a Iseraela, a hoakoakoa mai la i na kaula ma ka mauna Karemela,
0b12150104	Hele mai la hoi o Elia i ka poe kanaka a pau, i mai la hoi, Pehea la ka loihi o ko oukou kapekepeke ana iwaena o na manao elua! Ina o Iehova ke Akua, e hahai oukou mamuli ona; aka, ina o Baala, e hahai mamuli ona, Aole olelo aku na kanaka i kekahi olelo ia ia.
0b121600a0	Alaila olelo mai la o Elia i ka poe kanaka, Owau nei, owau wale no ka i koe mai he kaula no Iehova; aka o na kaula o Baala, eha haneri kanaka lakou me kanalima.
0b12170123	He pono no hoi e haawi mai lakou i na bipi elua, ia makou; a e koho ae lakou i kekahi bipi no lakou iho, a e okioki i mau apana, a e kau aku hoi maluna o ka wahie, aole hoi e hahao ae i ke ahi: a e hoomakaukau aku au i kekahi bipi, a e kau ae maluna o ka wahie, aole hoi e hahao ae i ke ahi:
0b121800c3	A e kahea oukou ma ka inoa o ko oukou mau akua, a e kahea wau i ka inoa o Iehova; a o ke Akua nana e haawi mai i ke ahi, oia ke Akua. Olelo aku la ka poe kanaka a pau, i aku la, He pono ka olelo.
0b121900d8	Olelo mai la hoi o Elia i na kaula o Baala, E koho oukou i kekahi bipi no oukou iho, a e hoomakaukau mua ae ia. no ka mea, he lehulehu oukou; a e kahea aku i ka inoa o ko oukou mau akua, aole hoi e hahao ae i ke ahi.
0b121a010a	Lawe ae la lakou i ka bipi i haawiia ia lakou, a hoomakaukau ae la hoi ia, a kahea aku la i ka inoa o Baala, mai kakahiaka a awakea, i ka i ana'ku, E Baala, e hoolohe mai ia makou. Aka, aohe leo; aole hoi mea i hoolohe mai. Lelele ae la lakou ma ke kuahu i hanaia'e.
0b121b00ea	Eia kekahi, a awakea ae la, hoomaewaewa ae la o Elia ia lakou, i ae la, E kahea me ka leo nui, no ka mea, he akua ia; e kukakuka ana paha ia, e hahai ana paha ia, e hele loihi ana paha, a e hiamoe ana paha ia, e pono hoi ke hoalaia'e.
0b121c0098	Kahea aku la lakou me ka leo nui, a kokoe iho la lakou ia lakou iho mamuli o ko lakou ano, me na pahi, a me na ihe, a hu mai ke koko maluna iho o lakou.
0b121d009e	Eia hoi kekahi, i ka aui ana'e o ka la, a pule ae lakou a hiki i ka wa e kaumaha ai i ka mohai ahiahi, aohe leo, aole hoi mea hoolohe, aole hoi mea manao mai:
0b121e00ae	Alaila, i mai la o Elia i ka poe kanaka a pau, E hookokoke mai io'u nei; Hookokoke ae la ka poe kanaka a pau io na la. Kukulu hou ae la oia i ke kuahu o Iehova i hiolo ilalo.
0b121f00c3	Lawe ae la hoi o Elia i na po haku he umikumamalua, mamuli o ka helu ana o na ohana a na keiki a Iakoba, a ka mea i hiki mai ka olelo a Iehova ia ia, o i ana, E kapaia auanei kou inoa o Iseraela;
0b12200097	A kukulu ae la oia ia mau pohaku i kuahu no ka inoa o Iehova, a hana iho la hoi i auwaha a puni ke kuahu, o kona nui e hiki ai ke komo na ana hua elua.
0b122100e8	Hooponopono ae la hoi oia i ka wahie, a okioki ae la i ka bipi i mau apana, a kau ae la maluna o ka wahie; i mai la hoi oia, E hoopiha i na barela eha me ka wai, a e ninini iho maluna iho o ka mohaikuni, a maluna iho hoi o ka wahie.
0b122200ae	Olelo mai la hoi oia, I elua o ka oukou hana ana. Elua'e la no hoi ka lakou hana ana. I mai la hoi oia, I ekolu hoi o ka oukou hana ana, Ekolu ae la no hoi ka lakou hana ana.
0b12230058	Kahe ae la hoi ka wai a puni ke kuahu; a hoopiha iho la no hoi oia i ka auwaha i ka wai.
0b12240127	Eia hoi kekahi, i ka wa i kaumaha ai i ka mohai ahiahi, hookokoke ae la o Elia ke kaula, i aku la hoi, E Iehova ke Akua o Aberahama, a me Isaaka, a me Iseraela, i keia la e hoikeia'i o oe no ke Akua iloko o ka Iseraela, a owau nei kau kauwa, a no kau olelo i hana aku ai au i keia mau mea a pau.
0b1225008d	E hoolohe mai ia'u, e Iehova, e hoolohe mai ia'u, i ike keia lahuikanaka o oe no Iehova ke Akua; a ua hoohuli hou mai hoi oe i ko lakou naau.
0b1226009e	Alaila haule mai la ke ahi o Iehova, a hoopau iho la i ka mohaikuni, a me ka wahie, a me na pohaku, a me ka lepo, a miki ae la hoi i ka wai iloko o ka auwaha.
0b1227007b	A ike ka poe kanaka a pau, moe iho la lakou ilalo ke alo, i aku la hoi lakou, O Iehova, oia ke Akua; o Iehova, oia ke Akua.
0b122800cc	I mai la hoi o Elia ia lakou, E hopu i na kaula o Baala, i ole e pakele kekahi. Hopu ae la hoi lakou ia lakou; a alakai ae la o Elia ia lakou i ke kahawai Kisona, a pepehi iho la hoi oia ia lakou malaila.
0b12290060	I mai la hoi o Elia ia Ahaba, E pii oe, e ai, a e inu; no ka mea, eia ke kamumu ana o ka ua nui.
0b122a00a9	Pela i pii ai o Ahaba e ai a e inu hoi. Pii ae la hoi o Elia i ke poo o Karemela, moe iho la oia malalo ma ka honua, a hookomo iho la i kona maka iwaena o kona mau kuli.
0b122b00ab	Alaila olelo mai la oia i kana kauwa, E pii ae oe ano, e nana i kai. Pii ae la hoi oia, a nana aku la, a i aku la, Aole. Olelo mai la hoi oia, E hele hou i ehiku hele ana.
0b122c00f7	Eia kekahi i ka hiku o kona hele ana, i aku la oia, Aia hoi, ke hoea mai la he wahi ao uuku me he lima la o ke kanaka, mailoko mai o ke kai. A olelo mai la oia, E hele oe e olelo aku ia Ahaba, E hoomakaukau ae oe, a e iho ae, o paa mai oe i ka ua.
0b122d0085	Eia kekahi, ia manawa no, poele mai la ka lani i na ao a me ka makani, a nui mai la ka ua. Holo kaa ae la o Ahaba a hiki i Iezereela.
0b122e0088	Kau mai la hoi ka lima o Iehova maluna o Elia; kaei iho la oia i kona puhaka iho, a holo ae la imua o Ahaba a i ke komo ana i Iezereela.
