0100000006	Mwanzo
0917180094	Basi wakaondoka na kwenda hadi Zifu wakimtangulia Sauli. Naye Daudi na watu wake walikuwa katika Jangwa la Maoni, katika Araba kusini mwa Yeshimoni.
09171900c0	Sauli na watu wake wakaanza msako, naye Daudi alipoelezwa hili, akateremka hadi mwambani na kukaa katika Jangwa la Maoni. Sauli aliposikia hili, akaenda katika Jangwa la Maoni akimfuata Daudi.
09171a00c8	Sauli alikuwa akienda upande mmoja wa mlima, naye Daudi na watu wake walikuwa upande mwingine wa mlima, wakiharakisha kumkimbia Sauli. Sauli na majeshi yake walipokaribia kumkamata Daudi na watu wake,
09171b0054	mjumbe alikuja kwa Sauli, akisema, “Njoo haraka! Wafilisti wanaishambulia nchi.”
09171c0081	Ndipo Sauli akarudi akaacha kumfuata Daudi na kwenda kukabiliana na Wafilisti. Ndiyo sababu wanaiita sehemu hii Sela-Hamalekothi.
09171d0041	Naye Daudi akakwea kutoka huko na kuishi katika ngome za En-Gedi.
0918010068	Baada ya Sauli kurudi kuwafuatia Wafilisti, akaambiwa kwamba, “Daudi yuko katika Jangwa la En-Gedi.”
091802008c	Basi Sauli akachukua vijana wenye uwezo elfu tatu kutoka Israeli yote kwenda kumtafuta Daudi na watu wake karibu na Majabali ya Mbuzi-Mwitu.
09180300a8	Akaja kwenye mazizi ya kondoo kando ya njia, hapo palikuwa na pango, na Sauli akaingia ndani kujipumzisha. Daudi na watu wake walikuwa wamo mle pangoni kwa ndani zaidi.
09180400de	Watu wa Daudi wakasema, “Hii ndiyo siku aliyonena Mwenyezi Mungu akikuambia, ‘Nitamtia adui yako mikononi mwako ili wewe umtendee utakavyo.’” Basi Daudi akanyemelea bila kuonekana na kukata upindo wa joho la Sauli.
091805004e	Baada ya hilo, dhamiri ya Daudi ikataabika kwa kukata upindo wa joho la Sauli.
09180600ee	Akawaambia watu wake, “Mwenyezi Mungu na apishie mbali nisije nikafanya jambo kama hilo kwa bwana wangu, yeye ambaye ni mpakwa mafuta wa Mwenyezi Mungu, au kuinua mkono wangu dhidi yake; kwani yeye ni mpakwa mafuta wa Mwenyezi Mungu.”
091807007a	Kwa maneno haya Daudi akawaonya watu wake na hakuwaruhusu wamshambulie Sauli. Naye Sauli akaondoka pangoni na kwenda zake.
09180800a4	Ndipo Daudi naye akatoka pangoni na kumwita Sauli akisema, “Mfalme, bwana wangu!” Sauli alipotazama nyuma, Daudi akainama na kumsujudia, uso wake ukigusa chini.
0918090063	Akamwambia Sauli, “Kwa nini unasikiliza wakati watu wanapokuambia, ‘Daudi amenuia kukudhuru’?
09180a0105	Leo umeona kwa macho yako mwenyewe jinsi Mwenyezi Mungu alivyokutia mikononi mwangu huko pangoni. Watu wengine walisisitiza nikuue, lakini nilikuacha, nikisema, ‘Sitainua mkono wangu dhidi ya bwana wangu, kwa sababu yeye ni mpakwa mafuta wa Mwenyezi Mungu.’
09180b00ee	Tazama, baba yangu, ona kipande hiki cha joho lako mkononi mwangu! Nilikata upindo wa joho lako lakini sikukuua. Basi ujue na kutambua kuwa sina hatia ya kutenda mabaya wala kuasi. Wewe sijakukosea, lakini wewe unaniwinda mimi ili kuniua.
09180c007f	Mwenyezi Mungu na ahukumu kati yangu na wewe. Naye Mwenyezi Mungu alipize mabaya unayonitendea, lakini mkono wangu hautakugusa.
09180d0078	Kama msemo wa kale usemavyo, ‘Kutoka kwa watenda maovu hutoka matendo maovu,’ kwa hiyo mkono wangu hautakugusa wewe.
09180e0063	“Je, mfalme wa Israeli ametoka dhidi ya nani? Ni nani unayemfuatia? Je, ni mbwa mfu? Ni kiroboto?
09180f008a	Mwenyezi Mungu na awe mwamuzi wetu, yeye na aamue kati yetu. Yeye na anitetee shauri langu; anihesabie haki kwa kuniokoa mkononi mwako.”
0918100080	Daudi alipomaliza kusema haya, Sauli akamuuliza, “Je, hiyo ni sauti yako, Daudi mwanangu?” Ndipo Sauli akalia kwa sauti kuu.
0918110068	Akamwambia Daudi, “Wewe ni mwenye haki kuliko mimi; umenitendea mema, lakini mimi nimekutendea mabaya.
0918120068	Sasa umeniambia kuhusu mema uliyonitendea. Mwenyezi Mungu alinitia mikononi mwako, lakini wewe hukuniua.
091813007a	Je, mtu ampatapo adui yake, humwacha aende zake bila kumdhuru? Mwenyezi Mungu na akulipe mema kwa jinsi ulivyonitenda leo.
091814005e	Ninajua kwamba hakika utakuwa mfalme na kwamba ufalme wa Israeli utakuwa imara mikononi mwako.
091815007a	Sasa niapie kwa Mwenyezi Mungu kwamba hutakatilia mbali uzao wangu wala kulifuta jina langu kutoka jamaa ya baba yangu.”
0918160072	Basi Daudi akamwapia Sauli. Kisha Sauli akarudi zake nyumbani, lakini Daudi na watu wake wakapanda kwenda ngomeni.
091901009a	Basi Samweli akafa, nao Waisraeli wote wakakusanyika na kumwombolezea; wakamzika nyumbani mwake huko Rama. Kisha Daudi akateremka kwenye Jangwa la Parani.
09190200a4	Mtu mmoja huko Maoni, aliyekuwa na makao huko Karmeli, alikuwa tajiri sana. Alikuwa na mbuzi elfu moja na kondoo elfu tatu, aliokuwa akiwakata manyoya huko Karmeli.
09190300d1	Jina la mtu huyo lilikuwa Nabali, naye mkewe aliitwa Abigaili. Alikuwa mwanamke mwenye busara na mzuri wa sura, lakini mumewe, aliyekuwa wa ukoo wa Kalebu, alikuwa mwenye hasira na mchoyo katika utendaji wake.
0919040053	Daudi alipokuwa huko jangwani, akasikia kuwa Nabali alikuwa anakata kondoo manyoya.
0919050066	Basi akatuma vijana kumi na kuwaambia, “Pandeni kwa Nabali huko Karmeli, mkamsalimie kwa jina langu.
0919060077	Mwambieni: ‘Amani iwe kwako! Amani iwe kwako pamoja na wa nyumbani mwako! Pia amani iwe pamoja na vyote ulivyo navyo!
09190700bc	“‘Nasikia kuwa huu ni wakati wa kukata kondoo manyoya. Wafugaji wako walipokuwa pamoja nasi, hatukuwatendea mabaya na wakati wote waliokuwa huko Karmeli hakuna chochote chao kilipotea.
09190800d6	Waulize watumishi wako nao watakuambia. Kwa hiyo uwatendee wema vijana wangu, kwani tumekuja wakati wa furaha. Tafadhali wape watumishi wako na mwanao Daudi chochote kitakachokuja mkononi mwako kwa ajili yao.’”
0919090057	Watu wa Daudi walipofika wakampa Nabali ujumbe huu kwa jina la Daudi. Kisha wakangojea.
09190a0092	Nabali akawajibu watumishi wa Daudi, “Huyu Daudi ni nani? Huyu mwana wa Yese ni nani? Watumishi wengi wanakimbia kutoka kwa bwana zao siku hizi.
09190b0096	Kwa nini nichukue mkate wangu, maji yangu na nyama niliyochinja kwa ajili ya wakata manyoya wangu, na kuwapa watu ambao hakuna anayejua wanakotoka?”
09190c0043	Watu wa Daudi wakageuka na kurudi. Walipofika, wakaarifu kila neno.
09190d00cd	Daudi akawaambia watu wake, “Jifungeni panga zenu!” Basi wakajifunga panga zao, naye Daudi akajifunga upanga wake. Watu kama mia nne hivi wakapanda pamoja na Daudi, na watu mia mbili wakabaki na vifaa.
09190e0090	Mmoja wa watumishi akamwambia Abigaili, mkewe Nabali: “Daudi alituma wajumbe kutoka jangwani kumpa bwana wetu salamu zake, lakini akawatukana.
09190f009e	Hata hivyo watu hawa walikuwa wema sana kwetu. Hawakututendea mabaya, na wakati wote tulipokuwa nje huko mashambani karibu nao, hatukupotewa na kitu chochote.
0919100062	Usiku na mchana walikuwa ukuta wa ulinzi wakati wote tulipokuwa tukichunga kondoo wetu karibu nao.
09191100c5	Sasa fikiri juu ya jambo hili na uone unaweza kufanya nini, kwa sababu maafa yanakaribia juu ya bwana wetu na nyumba yake yote. Yeye ni mtu mwovu kiasi kwamba hakuna mtu awezaye kuzungumza naye.”
09191200d6	Abigaili akafanya haraka, akachukua mikate mia mbili, viriba viwili vya divai, kondoo watano waliochinjwa vipimo vitano vya bisi, vishada mia moja vya zabibu kavu, mikate mia mbili ya tini, akavipakia juu ya punda.
091913006e	Kisha akawaambia watumishi wake, “Tangulieni; mimi nitakuja nyuma yenu.” Lakini hakumwambia Nabali mumewe.
0919140088	Ikawa alipokuwa amepanda punda wake kwenye bonde la mlima, tazama, Daudi na watu wake wakawa wanateremka kumwelekea, naye akakutana nao.
09191500b9	Daudi alikuwa amesema, “Ilikuwa ni kazi bure kuchunga kwangu kote mali ya huyu mtu huko jangwani hivi kwamba hakuna chochote chake kilichopotea. Yeye amenilipa baya kwa ajili ya wema.
0919160088	Mwenyezi Mungu na amwadhibu Daudi vikali zaidi, ikiwa kesho asubuhi nitambakizia mwanaume hata mmoja hai miongoni mwa watu wake wote!”
0919170050	Abigaili alipomwona Daudi, akashuka haraka kwenye punda wake, akamsujudia Daudi.
09191800ad	Akamwangukia miguuni pake na kusema: “Bwana wangu, kosa hili na liwe juu yangu mwenyewe. Tafadhali mruhusu mtumishi wako aseme nawe. Sikia kile mtumishi wako atakachosema.
09191900d4	Bwana wangu na asimjali huyo mtu mwovu Nabali. Yeye anafanana na jina lake; jina lake ni Mpumbavu, nao upumbavu huenda pamoja naye. Lakini kwangu mimi, mtumishi wako, sikuwaona hao watu waliotumwa na bwana wangu.
09191a00f2	“Basi sasa, bwana wangu, kwa kuwa Mwenyezi Mungu amekuzuia kumwaga damu na kulipiza kisasi kwa mikono yako mwenyewe, hakika kama Mwenyezi Mungu aishivyo na kama uishivyo, adui zako na wote wanaokusudia kumdhuru bwana wangu wawe kama Nabali.
09191b005a	Nayo zawadi hii ambayo mtumishi wako amemletea bwana wangu, wapewe watu wanaofuatana nawe.
09191c00aa	Tafadhali samehe kosa la mtumishi wako, kwa kuwa Mwenyezi Mungu kwa hakika ataifanya imara nyumba ya ufalme kwa bwana wangu, kwa sababu anapigana vita vya Mwenyezi Mungu.
09191d0112	Hata ingawa kuna mtu anayekufuatia ili akuue, usiruhusu baya lolote kuonekana kwako siku zote za maisha yako, uhai wa bwana wangu utafungwa salama kwenye furushi la walio hai na Mwenyezi Mungu, Mungu wako. Lakini uhai wa adui zako utavurumishwa kama vile jiwe kutoka kombeo.
09191e007d	Mwenyezi Mungu atakapokuwa ameshamtendea bwana wangu kila kitu chema alichoahidi kumhusu na kumweka kuwa kiongozi wa Israeli,
09191f00cc	bwana wangu hatakuwa na dhamiri inayolemewa na mzigo kwa kumwaga damu kusiko na sababu, au kujilipizia kisasi yeye mwenyewe. Mwenyezi Mungu atakapomletea bwana wangu mafanikio, umkumbuke mtumishi wako.”
0919200063	Daudi akamwambia Abigaili, “Ahimidiwe Mwenyezi Mungu, Mungu wa Israeli, aliyekutuma kunilaki leo.
0919210067	Ubarikiwe kwa uamuzi wako mzuri na kwa kunizuia nisimwage damu leo na kulipiza kisasi kwa mikono yangu.
09192200cb	La sivyo, hakika kama Mwenyezi Mungu, Mungu wa Israeli, aishivyo, ambaye amenizuia nisiwadhuru, kama usingekuja haraka kunilaki, hakuna mwanaume hata mmoja wa Nabali angeachwa hai kufikia mapambazuko.”
09192300a6	Ndipo Daudi akapokea kutoka mkononi mwake kile alichokuwa amemletea, naye akasema, “Nenda nyumbani mwako kwa amani; nimesikia maneno yako na kukujalia ombi lako.”
09192400d9	Abigaili alipoenda kwa Nabali, alikuwa ndani ya nyumba yake akifanya karamu kama ile ya mfalme. Naye alikuwa ana furaha nyingi, akiwa amelewa sana. Kwa hiyo Abigaili hakumwambia mumewe kitu chochote hadi asubuhi yake.
0919250074	Basi asubuhi, ulevi ulipokuwa umemtoka Nabali, mkewe akamwambia mambo yote, nao moyo wake ukazimia, akawa kama jiwe.
091926003f	Baada ya siku kumi, Mwenyezi Mungu akampiga Nabali, naye akafa.
0919270142	Daudi aliposikia kwamba Nabali amekufa, akasema, “Ahimidiwe Mwenyezi Mungu, ambaye amenitetea dhidi ya Nabali kwa kuwa alinitendea kwa dharau. Amemzuia mtumishi wake asitende mabaya na Mwenyezi Mungu ameuleta ubaya wa Nabali juu ya kichwa chake mwenyewe.” Kisha Daudi akatuma ujumbe kwa Abigaili kumwomba awe mke wake.
0919280076	Watumishi wa Daudi wakaenda Karmeli na kumwambia Abigaili, wakisema, “Daudi ametutuma kwako kukuchukua uwe mkewe.”
091929008c	Akasujudu uso wake ukielekea chini, akasema, “Mjakazi wako yuko hapa, tayari kuwatumikia na kuwanawisha miguu watumishi wa bwana wangu.”
09192a008d	Abigaili akainuka kwa haraka, akapanda punda wake, akihudumiwa na wajakazi wake watano, akaenda pamoja na wajumbe wa Daudi, naye akawa mkewe.
09192b004d	Pia Daudi alikuwa amemwoa Ahinoamu wa Yezreeli, wote wawili wakawa wake zake.
09192c0071	Lakini Sauli alikuwa amemwoza Mikali binti yake, aliyekuwa mkewe Daudi, kwa Palti mwana wa Laishi, kutoka Galimu.
091a010086	Hao Wazifu wakamwendea Sauli huko Gibea na kusema, “Je, Daudi hakujificha katika kilima cha Hakila, kinachotazamana na Yeshimoni?”
091a02008a	Hivyo Sauli akashuka kwenda katika Jangwa la Zifu, akiwa na wapiganaji wake elfu tatu wa Israeli waliochaguliwa, ili kumtafuta Daudi huko.
091a0300b1	Sauli akapiga kambi yake kando ya barabara juu ya kilima cha Hakila kinachotazamana na Yeshimoni, lakini Daudi alikuwa anaishi huko jangwani. Alipoona kuwa Sauli amemfuata huko,
091a040055	Daudi akatuma wapelelezi na akapata habari kwa hakika kwamba Sauli alikuwa amewasili.
091a0500e4	Ndipo Daudi akaondoka, akaenda hadi mahali ambapo Sauli alikuwa amepiga kambi. Akaona mahali Sauli na Abneri mwana wa Neri, jemadari wa jeshi, walipokuwa wamelala. Sauli alikuwa amelala ndani ya kambi, jeshi likiwa limemzunguka.
091a0600c1	Basi Daudi akamuuliza Ahimeleki Mhiti, na Abishai mwana wa Seruya, nduguye Yoabu, akisema, “Ni nani atakayeshuka pamoja nami kambini kwa Sauli?” Abishai akajibu, “Nitaenda pamoja nawe.”
091a0700d6	Hivyo Daudi na Abishai wakaenda kwenye jeshi wakati wa usiku, tazama Sauli, alikuwa amelala ndani ya kambi na mkuki wake umekitwa ardhini karibu na kichwa chake. Abneri na askari walikuwa wamelala kumzunguka Sauli.
091a0800a4	Abishai akamwambia Daudi, “Leo Mungu amemtia adui yako mikononi mwako. Sasa niruhusu nimchome hadi ardhini kwa pigo moja la mkuki wangu; sitamchoma mara mbili.”
091a09008b	Lakini Daudi akamwambia Abishai, “Usimwangamize! Ni nani awezaye kutia mkono juu ya mpakwa mafuta wa Mwenyezi Mungu na asiwe na hatia?”
091a0a009e	Daudi akasema, “Hakika kama Mwenyezi Mungu aishivyo, Mwenyezi Mungu mwenyewe atampiga; au wakati wake utafika, naye atakufa, au ataenda vitani na kuangamia.
091a0b00b6	Lakini Mungu na apishie mbali nisije nikainua mkono juu ya mpakwa mafuta wa Mwenyezi Mungu. Sasa chukua huo mkuki na hilo gudulia la maji vilivyo karibu na kichwa chake, tuondoke.”
091a0c0125	Hivyo Daudi akachukua huo mkuki na hilo gudulia la maji vilivyokuwa karibu na kichwa cha Sauli, nao wakaondoka. Hakuna yeyote aliyeona au kufahamu habari hii, wala hakuna hata mmoja aliyeamka usingizini. Wote walikuwa wamelala, kwa sababu Mwenyezi Mungu alikuwa amewatia kwenye usingizi mzito.
091a0d0069	Kisha Daudi akavuka upande mwingine na kusimama juu ya kilima, mahali palipokuwa na nafasi pana kati yao.
091a0e0094	Daudi akapaza sauti kwa jeshi na kwa Abneri mwana wa Neri, akisema, “Je, Abneri, hutanijibu?” Abneri akajibu, “Nani wewe unayemwita mfalme?”
091a0f00af	Daudi akasema, “Wewe si ni mtu shujaa? Ni nani aliye kama wewe katika Israeli? Kwa nini basi hukumlinda mfalme bwana wako? Mtu mmoja alikuja kumwangamiza mfalme, bwana wako.
091a100115	Ulichokifanya si kizuri. Kwa hakika kama Mwenyezi Mungu aishivyo, wewe na watu wako mnastahili kufa, kwa sababu hamkumlinda bwana wenu, mpakwa mafuta wa Mwenyezi Mungu. Tazameni hapo mlipo. Uko wapi mkuki wa mfalme na gudulia la maji ambavyo vilikuwa karibu na kichwa chake?”
091a110093	Sauli akatambua sauti ya Daudi, na kusema, “Je, hiyo ni sauti yako, Daudi mwanangu?” Daudi akajibu, “Naam, hiyo ndiyo, bwana wangu mfalme.”
091a120085	Pia akaongeza, “Kwa nini bwana wangu anamfuatia mtumishi wake? Nimefanya nini, nalo kosa langu ni lipi nililolifanya niwe na hatia?
091a13015c	Sasa mfalme bwana wangu na asikilize maneno ya mtumishi wake. Kama Mwenyezi Mungu amekuchochea dhidi yangu, basi yeye na aipokee sadaka yangu. Lakini kama ni wanadamu waliofanya hivyo, walaaniwe mbele za Mwenyezi Mungu! Wao sasa wamenifukuza kutoka sehemu yangu katika urithi wa Mwenyezi Mungu wangu wakisema, ‘Nenda ukatumikie miungu mingine.’
091a1400aa	Basi usiache damu yangu imwagike kwenye ardhi mbali na uso wa Mwenyezi Mungu. Mfalme wa Israeli ametoka kutafuta kiroboto, kama vile mtu awindavyo kware katika milima.”
091a1500c5	Ndipo Sauli akasema, “Nimetenda dhambi. Rudi, Daudi mwanangu. Kwa kuwa uliyahesabu maisha yangu kuwa ya thamani leo, sitajaribu kukudhuru tena. Hakika nimetenda kama mpumbavu na nimekosa sana.”
091a160054	Daudi akajibu, “Mkuki wa mfalme uko hapa. Mmoja wa vijana wako na avuke kuuchukua.
091a1700bd	Mwenyezi Mungu humlipa kila mtu kwa ajili ya haki yake na uaminifu wake. Mwenyezi Mungu alikutia katika mikono yangu leo, lakini sikuinua mkono wangu juu ya mpakwa mafuta wa Mwenyezi Mungu.
091a1800a4	Kwa hakika kama vile maisha yako yalivyokuwa ya thamani kwangu leo, vivyo hivyo maisha yangu na yawe na thamani kwa Mwenyezi Mungu na kuniokoa kutoka taabu zote.”
091a1900a2	Ndipo Sauli akamwambia Daudi, “Mwanangu Daudi na ubarikiwe; utafanya mambo makubwa na hakika utashinda.” Basi Daudi akaenda zake, naye Sauli akarudi nyumbani.
091b0100ff	Daudi akasema moyoni mwake, “Katika mojawapo ya siku hizi nitaangamizwa kwa mkono wa Sauli. Jambo lililo bora ni kutorokea kwenye nchi ya Wafilisti. Hivyo Sauli atakata tamaa ya kunisaka popote katika Israeli, nami nitakuwa nimeponyoka mkononi mwake.”
091b020075	Hivyo Daudi akaondoka na hao watu mia sita waliokuwa pamoja naye na kwenda kwa Akishi mwana wa Maoki mfalme wa Gathi.
091b0300c7	Daudi na watu wake wakakaa huko Gathi pamoja na Akishi. Kila mtu alikuwa pamoja na jamaa yake, naye Daudi pamoja na wakeze wawili: yaani Ahinoamu wa Yezreeli, na Abigaili wa Karmeli, mjane wa Nabali.
091b04005b	Sauli alipokuwa ameambiwa kwamba Daudi alikuwa amekimbilia Gathi, hakuendelea kumsaka tena.
091b0500c5	Ndipo Daudi akamwambia Akishi, “Kama nimepata kibali machoni pako, unipe sehemu katika mojawapo ya miji katika nchi nikae huko. Kwa nini mtumwa wako akae pamoja nawe katika mji huu wa kifalme?”
091b060071	Hivyo siku hiyo Akishi akampa Daudi mji wa Siklagi, nao Siklagi umekuwa mali ya wafalme wa Yuda tangu wakati huo.
091b07004a	Daudi akaishi katika nchi ya Wafilisti muda wa mwaka mmoja na miezi minne.
091b0800e2	Basi Daudi na watu wake wakapanda na kuwashambulia Wageshuri, Wagirizi na Waamaleki. (Tangu zamani haya mataifa yalikuwa yameishi kwenye eneo lililotanda kuanzia Telemu katika njia iteremkayo Shuri hadi kufikia nchi ya Misri.)
091b0900a5	Kila mara Daudi aliposhambulia eneo, hakubakiza hai mwanaume wala mwanamke, lakini alichukua kondoo na ng’ombe, punda na ngamia, na nguo. Kisha akarudi kwa Akishi.
091b0a00c5	Akishi alipomuuliza, “Je leo umeshambulia wapi?” Daudi humjibu, “Dhidi ya Negebu ya Yuda,” au wakati mwingine husema, “Dhidi ya Negebu ya Yerameeli,” au “Dhidi ya Negebu ya Wakeni.”
091b0b00f7	Daudi hakumwacha hai mwanaume au mwanamke ili apate kuletwa Gathi, kwa maana aliwaza, “Wanaweza kujulisha habari zetu na kusema, ‘Hivi ndivyo alivyofanya Daudi.’” Hii ndiyo ilikuwa desturi yake wakati wote aliishi katika nchi ya Wafilisti.
091b0c00ab	Akishi akamsadiki Daudi na kuwaza moyoni mwake, akasema, “Daudi amekuwa kitu cha kuchukiza kabisa kwa watu wake, Waisraeli, hivi kwamba atakuwa mtumishi wangu milele.”
091c0100b7	Siku zile Wafilisti wakakusanya majeshi yao ili kupigana vita dhidi ya Israeli. Akishi akamwambia Daudi, “Lazima ujue kuwa wewe pamoja na watu wako mtafuatana nami kwenda vitani.”
091c0200b4	Daudi akasema, “Ndipo wewe mwenyewe utakapojionea jambo ambalo mtumishi wako anaweza kufanya.” Akishi akamjibu Daudi, “Vyema sana, mimi nitakufanya uwe mlinzi wangu daima.”
091c0300ac	Wakati huo Samweli alikuwa amekufa, nao Waisraeli wote walikuwa wamemwombolezea na kumzika kwenye mji wake mwenyewe huko Rama. Sauli alikuwa amewafukuza waaguzi na wachawi.
091c040081	Wafilisti wakakusanyika na kupiga kambi yao huko Shunemu, naye Sauli akawakusanya Waisraeli wote na kupiga kambi yao huko Gilboa.
091c05004b	Sauli alipoona jeshi la Wafilisti, akaogopa; moyo wake ukajawa na hofu kuu.
091c060081	Ndipo Sauli akauliza ushauri kwa Mwenyezi Mungu, lakini Mwenyezi Mungu hakumjibu kwa ndoto, wala kwa Urimu, wala kupitia manabii.
091c0700b0	Basi Sauli akawaambia watumishi wake, “Nitafutieni mwanamke mwaguzi ili nimwendee, nipate kuuliza kwake.” Watumishi wake wakamwambia, “Yuko mwanamke mmoja huko Endori.”
091c0800c3	Hivyo Sauli akajigeuza kwa kuvaa mavazi mengine, naye usiku akiwa amefuatana na watu wawili wakaenda kwa huyo mwanamke. Akamwambia, “Nibashirie kwa uaguzi, unipandishie yule nitakayekutajia.”
091c0900c0	Huyo mwanamke akamwambia, “Wewe unajua lile alilofanya Mfalme Sauli. Amewakatilia mbali waaguzi, wapiga ramli wote na wachawi katika nchi. Mbona umenitegea maisha yangu ili wapate kuniua?”
