2800000006	Mateyo
2a13150058	nkaambo ndakakuyoowa, nkaambo ulasisa, ulabweza chuwatabikide akutebula mpuwatabyalide.'
2a131600a9	Mwaalumi uulemekeka wakati kulinguwe, 'Amajwi aako ndilakubeteka, mubelesi mubi, wakalizi kuti ndilimuntu uusesa, ndilabweza nchindatabikide, akutebula nchindatabyalide.
2a13170076	Wakalumwayi nuwakatabikide mali yangu mubbanka, kuchitila kuti nindalikuyooboola ndalikuzoyijana kiili yaba aampindu?'
2a13180076	Mwaalumi uulemekeka wakati kuli aabo bakayimvwi kumbali, 'Amumunyanzye mali yomwe eeyo mupe ooyo uulamamali aalikumi.'
2a13190032	Bakati kulingwe, 'Mwami, ulamamali aalikumi kale.'
2a131a006c	'Ndati kulindinywe, woonse uulazyo, uyoopegwa zimbi, pesi ooyo uutakwe, acheecho nchali aacho uyoonyanzigwa.
2a131b0068	Pesi aaba basinkondoma, aabo bakatalikuyanda kuti ndibatonge, amubeete aano mubajaye kunembo lyangu.'”
2a131c0032	Nakaamba zintu eezi, wakayinda kaya ku Jelusalemu.
2a131d0086	Kwakachitika kuti naakasika afwiifwi abusena bwa Betipeji a Betani, kukalundu kakalikutegwa Oliveti, wakatuma basikwiiya bakwe babili,
2a131e007e	kati, “Amunjile mugunzi lilikunembo. Mwanjila biyo mulajana mwana wadonki uutana kutantwa. Mumwaangunune mumweete kulindime.
2a131f0059	Na kwaba utamubuzye kuti, 'Nkaambo nzi nimumwaangununa?' mukatedi, 'Mwami ulamuyanda.'”
2a13200044	Aabo bakatumwa bakamujana mwana wa donki mbuli mbakabalayilide Jesu.
2a1321006c	Nibakali kumwaangununa mwana wadonki, bani bawe bakati, “Nkaambo nzi nimwaangununa mwana wa donki ooyo?”
2a1322001f	Bakati, “Mwami ulamuyanda.”
2a1323006e	Mpawo bakamweeta kuli Jesu, mpawo bakawaala majansi aabo aatala amwana wa donki mpawo bakakkazika Jesu aataka.
2a1324003a	Naakalikuyabweenda bakalikuya buyala majansi aabo munzila.
2a132500bc	Naakali waamba kusika abusena aawo Kalundu kama Oliva mpuka nkunuka, mbunga yoonse yabasikwiiya yakasanguna kubotelwa akulumbayizya Leza ajwi pati nkaambo kamilimu mipati njibakali babona,
2a1326005b	kabati, “Ulilongezezegwe mwami uuza muzina lya Mwami! Luumuno kujulu abulemu kumajulu!”
2a1327005a	Bamwi ba Falisi bakali munkamu bakati kuli ngwe, “Muyiisyi bakkabule basikwiiya bako.”
2a1328004e	Jesu wakasandula wati, “Kanskinga aaba baluumwine, mabwe alikunoompolola.”
2a13290031	Jesu naakasika mudolopo, wakalila aatala andilyo,
2a132a006e	kati, “Kansinga wali waziba mubuzuba oobu, ayebo, zintu zikweetela luumuno! Pesi lino zilisisidwe kulinduwe.
2a132b0080	Nkaambo mazuba ayoosika alinduwe, aawo basinkondonyokwe nibayoyaka kaanda akukuzyunguluka akukusyanikizya kuzwa kumabazu woonse.
2a132c008f	Bayooku wisizya aansi abana bako. Taakwe nobayoosiya niliba bbwe aatala alimwi, nkaambo taakwe nuwakachibona Leza naakalikweezya kukufutula.”
2a132d003a	Jesu wakanjila muchikombelo akutanda boonse nakali kuuzya,
2a132e0081	wakati kulombabo, “Kulilembedwe kuti, 'Ng'anda kyangu iyoba ng'anda yakukombela,' pesi mwayisandula kba ng'anda yabasikubba.”
2a132f007d	Aboobo Jesu wakalikuyiisya abuzuba muchikombelo. Bapayizi bapati abalembi bamulawu abazululi babanti bakali kuyanda kumujaya,
2a13300058	pesi taakwe nibakajana nzila yakuzichita, nkaambo bantu boonse bakali kumuswiilila loko.
2a1401008b	Bumwi buzuba, Jesu naakali kuyiisya bantu mutempeli akoompolola majwi mabotu, bapayizi bapati abalembi bamulawu bakasika kulinguwe abapati.
2a1402008d	Bakaambula kabati, kabati kulinguwe, “Twaambile kuti mumanguzu aani mochita eezi zintu? Nakuti ngwani ukupa nguzu zyakuchita eezi zintu?”
2a14030047	Wakabasandula wati, “Ambebo ndilamubuzya mubuzyo. Amundaambile aatala
2a1404003d	alubbabbatizyko lwa Joni. Lwakali kuzwa kujulu na kumuntu?”
2a1405005f	Bakaambula aakati kabo, kabati, “Twati, 'Kuzwa kujulu', ulati, 'Naambo nzi nimwakatamusyoma?'
2a14060061	Pesi twati, 'Luzwa kumuntu,' bantu balatutulula mabwe nkaambo bazi kuti Joni wakali musinsimi.”
2a1407003c	Aboobo bakasandula kuti tabazi pe kuti lwakali kuzwa kulini.
2a14080064	Jesu wakati kulimbabo, “Ambezo nsikomwaambila pe kuti ninguzu zyani nzyechita aazyo zintu eezi.”
2a140900b0	Wakaambila bantu chikozyanisyo eechi, “Umwi mwaalumi wakabyala chiilili chama sansa, mpawo wakawubikka mumaboko anbaabo balima masansa waya kulimbi nyika kwachiindi chilamfu.
2a140a0071	Muchiindi chakasalwa, wakatuma mubelesi wakwe kulibasimuunda. Pesi basimuunda mbakamuuma akutanda katakwe chintu.
2a140b0058	Wakatuma lubo umbi mubelesi mpawo bakamuuma, akumunyansya akmutanda lubo katakwe chintu.
2a140c0042	Wakatuma lubo uumbi watatu alimwi bakamuchisa, akumutandila aanze.
2a140d006e	Aboobo mwami wachilili wakati, 'Ndilachita biyeni? Ndilatuma mwandu wangu ngweyandisya amwi balikuyomulemeka.'
2a140e0075	Pesi nibakamubona, bakaambula aakato kabo, kabati, 'Ooyu ngosili lukono. Atumujaye kuchitila kuti lukono lube lwesu.'
2a140f0055	Bakamusowela kunze kwalubaya, mpawo bamujaya. Niinzi lino nchabatachite mwani muunda?
2a14100094	Ulasika azobajaye boonse balimi nbamasansa, mpawo ape muunda kuli bamwi.” Nibakamvwa eezyo bakati, “Inche atazizumini pe Leza kuti zibe oobo!”
2a1411007d	Pesi Jesu wakabalanga, wati, “Aambaanzi malembe aaya? 'Bbwe ndibakaka bayaki, lyakazoba ndilyo lyakazooba bbwe lya chooko'?
2a1412005a	Woonse uuwoda abbwe eelyo uyyotyoloolwa muzimpanzi. Pesi ooyo ngujliyoowida, liyoomu pwaya
2a141300b1	Aboobo balembi bamulaw abapayizi bapatgi bakayanda kutgi bamujate muchiindi nchicheecho, nkaambo bakalizi kuti wakaambula chikozyanisyo eechi kaamba mbabo. Pesi bakayoowa bantu.
2a141400c7	Nibakamulangisisya obotu obotu, bakamutumina bantu bakali kulyeeneenia mbuli basalali, kuti bamuyandwiide mpatabisye kwaambuula, kuchitila kuti bamupede kabotu kulibasimilawu akumulawu wamweendelezi.
2a141500a3	Bakabuzya kulinguwe bati, “Muyiisyi, tulizi kuti wambuula akuyiisya choonzyo, alimwi toktobelezyi mizeezo yabantu pe, pesi uyiisya choonzyo aatala anzila ya Lez.
2a1416003a	Chili mumulawu na kuti tubbadale mitelo kuli Siza nape?”
2a14170041	Pesi Jesu wakalumvwisisisya lweeno lwabo, mpawo wakati kulimbabo,
2a14180063	“Amunditomndeezye kobili. Mbusyu azina lyani lilembedwe mpawo?” Bakaamba kuti, 'Nzizya siza.”
2a1419005b	Wakati kulimbabo, “Akboobo amupe kuli Siza zintu zya Siza, akuli Leza zointu zya Leza.”
2a141a0087	Bakakachilwa nbulewusi muli nzyakaamba kunembo lyabantu. Bakayimikila akugamba aatala anandulo yakwe alimwi taakwe chimbi nchibakaamba.
2a141b004d	Lino ma Sadiusi nibakasika kulinguwe, aabo baamba kuti takukwe bubuke kubafu,
2a141c00be	bakamubuzya bati, “Muyisyi, Molzesi wakatulembela kuti na mukulana wamwaalumi wafwa, kali walikwete, pesi katakwe mwana, ooyo mwanike weelede kukwata bana mukulana azyalile mukulana mwana.
2a141d0065	Kwakali bananyina bali kmusanu ababili, alimwi wakusanguna wakakwata, mpawo wakafwa katakwe mwana pe,
2a141e000d	awabili lubo.
2a141f0075	Watatu wakanjila munda, aboobo boonse musanu ababili bakanjla mung'anda pesi boonse bakafwa taakwe wakasiya mwana pe.
2a14200023	Musule wakazoofwa alakwe mwanakazi.
2a1421005d	Lino kububuke, uyooba mwanakazi wanu? Nkaambo boonse kabali musanu ababili bakali mukwete.”
2a1422005b	Jesu wakati kulimbabo, “Bana balombe banyika iino balakwata alimwi balapegwa mulukwatano.
2a14230064	Pesi aabo bataka[jane bulemu bwakutambula kubuka kubafu taakwe nibatakakwate na kupegwa mulukwatano.
2a14240065	Tabakoyoofwa alimbi, nkaambo banooli bakozyania abangelo alimwi mbana ba Leza nkaambo mbana babubuke.
2a14250098	Pesi abalabo bafwide bazobusigwa, alakwe Mozesi wakatondeezya kubusena bwalusaka, awo nayita kuti Leza wa Abbulahamu a Leza wa Ayizeki a Leza wa Jakobo.
2a1426004f	Lino tachili Leza wabafwide pe, pesi wabawumi, nkaambo boonse bapona kulinguwe.
2a14270049	Bamwi balembi bamulawu bakasandula bati, “Muyiisyi wasandula kabotu.”
2a14280047	Nkaambo taakwe nibakachilikuyanda kweezya kumubuzya lubo iimbi mibuzyo.
2a1429004a	Jesu wakatghji kulimbabo, “Baamba biyeni kuti Kkilisito mwana wa Davida?
2a142a0070	Nkaambo Davida lwakwe mu Bbjuku lya Ntembawuzyo waamba kuti, Mwami wakati ku Mwami wangu, 'Kkala kululyo lwangu,
2a142b003d	mane ndikachite basinkondo nyokwe bakabe kunsi aamawulu aako'
2a142c004a	Aboobo Davida wiita Kkilisito kuti 'Mwami', mpo mwana wa Davida biyeni?”
2a142d0034	Kabamvwide bantu boonse wakati kulibasikwiiya bakwe,
2a142e00ba	“Amubaschenjelele balembi bamilawu, bayanisya kweenda kabazweete majansi malamfu, kabayanda kujuzigwa kulinsini muzisambalilo, azyuuno zipati muzikombelo azyuuno zisumpukide kumapobwe.
2a142f0069	Balatola maanda aabamukabafu, akweeneena kumchita nkombyo ndamfu. Aba bayotambula kunyonyoonwa kupati.”
2a15010050	Jesu wakalanga wabona balumi bavubi kabalokubikka zipo munkomo yakubikkila mali.
2a15020039	Wakabona umwi muka mufu ufwaba kalokubikka tunini tobile.
2a15030058	Lino wakati, “Kasimpe ndamba obu kulindunywe, oyu muchete mukamufu wapa kwinda boonse.
2a1504007c	Boonse bapa zipo mukwindilila mukuvula kwazyo. Pesi mukamufu, kwinda buchete bwakwe, wabikka toonse twayelede kupona ato”.
2a1505004d	Abamwi bakali kwambula achikombelo, yasamika mabwe mabotu azituuzyo, wakamba,
2a1506007d	“kulizezi zintu nzimubwene, izuba liyosika nikuyochala katachikwe bbwe lilatala abbwe nyina liyochala kalitawidide ansi.”
2a15070089	Bamumuzya bati, “Muyisi, ndilili niziyochitika zintu ezi?” Alubo nchiinzi chiyoba chitondezyo chakuti zintu ezi zyaamba kuchitika?”
2a15080089	Jesu wakasandula, “Amuchenjele kuti muteenwi. Nkambo bayosika muzina lyangu kabati 'ndime oyoo'a 'chindi chaba afwifwi' mutakabatobeli.
2a15090086	Mwakumvwa nkondo ampyompyongano mutakayowi, nkambo zintu ezi zyelede kuchitikana kusanguna, pele mamanino takayochitika kufwambana”.
2a150a0039	Mpawo wakati kulimbabo, “Chisi chiyolwana achisi nyina.
2a150b007b	Kuyooba mizuzumino mipati munyika, anzala mumasena asiyenesiyene azilwazi, kuyoba ziyosya azitondeezyo zipati zizwa kujulu.
2a150c00a7	Pesi kakutanachitika ezi zintu, bayobikka manza abo alindinywe akumupenzya, bamwabe muzikombelo amuntolongo, akumweeta kunembo lyabami abendelezi nkambo kazina lyangu.
2a150d001d	Kuyoba bukamboni kulindinywe.
2a150e0042	Nkambo kako amukanze mumyoyo yanu kuteezeezya makani ngimuyowamba,
2a150f005f	nkambo ndime usikamupe majwi abusongo kuti boonse basinkondo nyokwe bakachilwe kukaka akukazya.
2a1510005e	Pele muyozipegwa atala abazyali, bakulana, nzubo, abenzuma alimwi bayobikwa bamwi bana mulufu.
2a15110026	Muyosulwa moonse nkambo kazina lyangu.
2a15120031	Pele takukoyooba kasusu kakumitwe yanu kayooloba.
2a15130023	Kumakatazyo muyoobujana bumi bwanu.
2a1514005e	“Nimwakubona Jelusalema yazyungulukwa ampi, lino muyoziba kuti kusaalwa kwabo kwaba afwifwi.
2a1515007e	Lino abo bali muJudiya abachijile mumalundu, alubo bali mudolopo abazwe, abo alabo bali anze achisi tabelede kunjila mudolopo.
2a15160053	Nkambo aya mazuba akubwedzya chibi, kuti zintu zyoonse zilembedwe ziyoozuzikizigwe.
2a15170075	Mawee kuli babo bamisi akulibabo banyonsya kumazuba ayo! Nkambo kuyoba mapenzi mapati munyika, ayendelana abantu aba.
2a1518007d	Bayojegwa apanga, bayootolwa baange kuzisi zyoonse a Jelusalemu uyoozunganisigwa abamasi kusikila chindi chabamasi chizulile.
2a1519007c	Kuyooba zitondeezyo kuzuba, akumwezi, amunyenyezi. Amunyika, nyika iyoba akakukatazigwa nkambo kakuvuuma kwamayuwe amulwizi.
2a151a006d	Kuyoba bantu bayoomana nguzu akuyowa akuyeya zintu zitasikile nyika. Nkambo nguzu zyakujulu ziyozunganisigwa.
2a151b0050	Mpawo bayomubona Mwana mulombe wa Muntu kaboola mujoba munguzu amubulemu bupati.
2a151c0074	Pele zintu ezi zyakutalika kuchitika, amunyampuke akulungumika mitwe yanu, nkambo lwangunuko lwanu lwaba afwifwi”.
2a151d003d	Jesu wakabambila muzikozyano, “Mulange mukuyu amasamu onse.
2a151e0048	Lino na asyuuka ndelema, anga mwabona lwanu akuziba mayinza aba afwifwi.
2a151f0059	Lino aboobo, na mwabona zintu ezi kazichitika, muyoziba kuti bwami bwaLeza bwaba afwifwi.
2a15200052	Kasimpe ndamwambila obu nywe, olu lunyungu talukayindi mane zintu ezi zikachitike.
2a15210039	Ijulu anyika ziyoyinda, pele ijwi lyangu talikoyomana pe.
2a1522008a	Pesi amuswilile lwanu, kuti myoyo yanu italemenwi akwindilizya kunywa akukolwa akulipenzya abuumi, azuba elyo talikoyomujana kufwambana pe
2a1523004c	mbuli kakole. Nkambo chiyosikila kuli boonse bapona kubusyu bwanyika yoonse.
2a15240089	Pesi amulibambile chindi choonse, mukombe kuti mube anguzu akuchija zintu ezi zitachitike, akwiima kunembo lya Mwana mulombe wa Muntu”.
2a15250070	Lino kuzwa kuseni kusikila goko wakali kuyiisya muzikombelo, munsi wakali kuzwa anze akuyokkala kutegwa Oliveti.
2a15260038	Bantu boonse balikusika kuseni kuzomuswilizya mutempele.
2a1601004d	Lino pobwe lyachinkwa chitakwe bumena chakali chaamba kusika, litegwa Pasika.
2a1602006c	BaPayizi bapati alimwi abalembi bakalikuyaandula mbubanga balabika Jesu kulufu, nkaambo bakalikuyoowa bantu.
2a16030055	Lino Satani wakanjila muli Judasi Isikkaliyoti, ooyo wakali umwi wabalikkumi ababili.
2a16040068	Judasi wakayinka kubapayizi bapatki akubapati babasilumamba waakubaambila mbanga ulapeda Jesu kulimbabo.
2a1605002f	Bakabotelwa alimwi bazuminana kuti bamupe mali.
2a1606003c	Wakazumina alimwi wakayaandula mweenya wakubapa kule abantu.
2a16070062	Nibwakasika buzuba bwachinkwa chitakwe bumena, aawo nikwakeelede kupayigwa kabelele kakwiindilila.
2a1608006d	Jesu wakatuma Pita a Joni kaamba kuti, “Mweende mukatubambile chakulya cha Pasika kuchitila kuti tzolye.”
2a1609004e	Bakabuzya kulinguwe bati, “Nkookuli nkoyanda kuti tukachite mabambe aaya?”
2a160a008c	Wakabasandula kuti, “Amulange naa mwanjila mumuunzi, mulaswaana mwaalumi utukkide nongo yamanzi. Mukamutobele mung'anda eeyo njatakanjile.
2a160b007f	Amukatedi kuli muna ng'anda, “Muyiisi wati kulinduwe, ilikuli ng'anda yakulida, oomo munditalide Pasika abasikwiiya bangu?”
2a160c0055	Uyokutondezya n'anda mpati yakulala yakujulu iili aazyoonse. Kachite mabambe ooko.”
2a160d006a	Aboobo bakiinka, alimwi bakujana zyoonse mbuli mbakali waamba kulimbabo. Mpawo bakabamba kulya kwa Pasika.
2a160e0037	Eelyo chiindi nichakasika, wakakkala aansi abasikwiiya.
2a160f0058	Mpawo wakati kulimbabo, “Ndalikuyandisya kapati kulya Pasika andinywe nkesinapenzegwa,
2a16100059	Nkaambo ndati kulindinywe, nsikoyoolya lubo kusikila zyazuzikizigwa mubwaami bwa Leza.”
2a16110075	Mpawo Jesu wakabweza nkomeki, alimwi eelyo nakapa kulumba, wakati, “Mubweze eechi, alimwi mukachaabane aakati kanu.
2a16120065	Nkaambo ndati kulindinywe, nsikoyoonywa muchelo wa musaansa lubo kusikila bwaami bwa Leza bwasika.”
2a161300b0	Mpawo wakabweza chinkwa, alimwi eelyo nakapa kulumba, wakachikwamuna, alimwi wakabapa, kati, “Ooyu mubili wangu, ooyo wapegwa akaambo kanu. Mukachite eechi mukuyeya ndime.”
2a16140094	Wakabweza nkomeki munzila yeeelene musule lya chilalilo, kalikuti, “Eeyi nkomeki nchizuminano changu chipya mu gazi lyangu, lyatilwa akaambo kanu.
2a16150034	Pesi muswiilile. Ooyo undiwuzya uli andime antafula.
2a1616006d	Nkaambo Mwana mulombe wa Muntu nchobeni uliinka mbuli mbuzyakabambwa. Pesi mawe kuliwoyo muntu uyonduuzya!”
2a1617004d	Bakatalika kuzuwisyania chabochabo kuti ngwani unga uyookonzya kuchita eechi.
2a16180059	Mpawo kwakaba kukazyania aakati kabo aatala akuti nguuli wabo wakalikubwezwa kali mupati.
2a1619009e	Wakati kulimbabo, “Baami ba bamaasi mbasimalelo aatala ambabo, alimwi aabo bali aabweendelezi aatala ambabo babonwa mbuli baabo bachita bubotu kubantu babo.
2a161a009b	Pesi tazyeelede kuba boobu pe andinywe. Anikuti, muleke ooyo mupati aakati kanu abe mbuli muniini, alimwi muleke ooyo uli alugwasyo abe mbuli ooyo ubeleka.
2a161b0071	Nkaambo ngwani mupati, ooyo uukkala antafula, na ooyo ubeleka? Nikubaboobo ndili aakati kanu mbuli woyo uubeleka.
2a161c0040	Pesi ndinywe nimwakiinkilila kunembo andime mumasukukusyo aangu.
2a161d0045	Ndapa kulindinywe bwaami, mbuli Taata wangu mbakapa bwaami kulindime,
2a161e008a	kuti mukonzye kulya akunywa aantafula lyangu mubwaami bwangu, alimwi uyookkala azyuuno kolikubeteka mikowa iilikkumi ayibili ya Izilayeli.
2a161f0061	Sayimoni, Sayimoni, chenjela, Satani wakukumbila, kuti amwi walikukonzya kukupupulula mbuli witi.
2a16200061	Pesi ndakukombela, kuti lusyomo lwako lutakachilwi. Niwabweda msule lubo, simwa bakulana bako.”
2a16210066	Pita wakati kulinguwe, “Mwaami, ndililibambilide kwiinka ayebo koonse kuntolongo alimwi a kulufu.”
2a1622007e	Jesu wakamusandula, “Ndakwaambila, Pita, mukuku takoyookokolika buzuba obuno, iwebo kotanandikaka tutatu kuti tondizi pe.”
2a162300ae	Mpawo Jesu wakati kulimbabo, “Eelyo nindakamutuma aanze kamutakwe chikkwama chemali, chikkwama chazyoonse, na nsangu, mwakakubula chintu na?” Bakasandula, “Takwe pe.”
2a162400b4	Mpawo wakti kulimbabo, “Pesi lino, ooyo uli echikkwama, mumuleke achibweze, alimwi lubo chikkwama chazyoonse. Ooyo utakwe panga weelede kuzya chikobela chakwe alimwi awule limwi.
2a16250077	Nkaambo ndati kulindinywe, eezyo zilembedwe aatala andime zyeelede kuzuzikizigwa, 'Wakabalwa aantomwe abatakwe mulawu.'
2a16260054	Mpawo bakati, “Mwaami, langa! Ngaya mapanga obile.”wakati kulimba, kwakkwana.”
2a16270073	Jesu wakiinka, mbuli mbakalikukkala kachita chiindi chiingi, ku Chilundu cha Olivi, alimwi basikwiiya bakamutobela.
2a1628004d	Eelyo nibakasika, wakati kulimbabo, “Mukombe kuti mutanjili mumasukusyo.”
2a16290066	Wakazwa aakati kabo afwifwi aasikila bbwe lyakuwala amaboko, alimwi wakafugama aansi alimwi wakakomba,
2a162a0083	kati, “Taata, na kamuyanda, mugwisye nkomeki eeyi kuzwa kulindime. Nikubaboobo pe pe lwangu luyando, pesi lwanu ngalukachitwe.”
2a162b003f	Mpawo mungelo kuzwa kujulu wakaboneka kulinguwe, kalikumusimya.
2a162c0082	Kali mukulila kupati, wakakombesya loko chanchobeni, alimwi nkasaalo yakwe yakaba mbuli malosi mapati agazi kayilikulokela anyika.
2a162d0070	Eelyo nakazwa kukukomba kwakwe, wakaya kui basikwiiya bakwe alimwi wakabajana kabalikoona akaambo kabuusu bwakwe
2a162e0060	alimwi wakababuzya, “Nkaambonzi nimulikoona? Mubuke mukombe, kuti mutakanjili mumasukuusyo.”
2a162f0096	Aawo nakachilikwaambula, bona, inkamu yakaboneka, aantomwe a Judasi, umwi wa bali kkumi ababili, kali kubazulwida. Wakaza afwifwi a Jesu kuzomumyonta,
2a16300054	pesi Jesu wakati kulinguwe, “Judasi ulikuuzya Mwana mulombe wa Muntu alumyonto?”
2a16310062	Eelyo bakazyungulukide Jesu nibakabona zyakali kuchitikana, bakati, “Mwaami, tuume na apanga?”
2a16320061	Mpawo umwi wabo wakawuma mulanda wa mupayizi mupati, alimwi wakakwapula kutwi kwakwe kwachilisyo.
2a1633004e	Jesu wakati, “Eezyo zyakkwana!” Wakaguma kutwi kwakwe, alimwi wakamuponia.
2a16340084	Jesu wakati kuli silutwe wa bapayizi ba muchikombelo, alimwi akubapati bakamubukila, “Muza mbuli kumubbi, kamuli amapanga a nkoli?
2a16350098	Eelyo nindakali aandinywe mazuba oonse muchikombele, takwe nimwakabika maboko aanu alindime. Pesi eeli ndihola lyanu, alimwi bweendelezi bwamumudima.”
2a16360068	Kabamukwensa, bakamubweza alimwi bamutola kun'anda yamupayizi mupati. Pesi Pita wakalikutobela kulekule.
2a1637006f	Musule lyakudukula mulilo aakati kabbetekelo alimwi kabali bakkala aansi aantomwe, Pita wakakkala aakatai kabo.
2a163800a8	Umwi mulanda mwanakazi wakamubona aawo nakakkende mumumuni wamulilo alimwi wakalanga kulinguwe chakumudunamina alimwi wakati, “Ooyu mwaalumi alakwe wakali aanguwe.”
2a16390037	Pesi Pita wakakaka, kati, “Mwanakazi, nsimwizi pe.”
2a163a0084	Musule lyakayindi kaniini loko umwi wakamubona, alimwi wakati, “Nduwe umwi wabo.” Pesi Pita wakati, “Mwaalumi, tensi ndime.”
2a163b008f	Nikwakiinda hola lyomwe uumbi mwaalumi wakasisimpizya alimwi wakati, “Nchobeni mwaalumi ooyu alakwe wakali aanguwe, nkaambo ngwaku Galili.”
2a163c0078	Pesi Pita wakati, “Mwaalumi, nsizi pe eecho ncholikwaamba.” Chakufwambaana, nakachilikwaambula, mukuku wakakokolika.
2a163d0096	Wakachebuka, Mwaami wakalanga Pita, alimwi Pita wakayeya ijwi lya Mwaami, eelyo nakati kulinguwe, “Mukuku katanaakokolika sunu uyondikaka tutatu.”
2a163e002d	Pita wakiinka aanze alimwi wakakulila kapati.
2a163f003b	Mpawo baalumi bakalindide Jesu bakamuseka alimwi bakamuuma.
2a16400060	Bakabika chivumbyo aatala lyakwe alimwi bakamubuzya, kabati, “Sinsima! Ngwani ooyo wakuuma?”
2a1641003d	Bakaambula zimwi zyiingi zintu aatala a Jesu, kabalikumutuka.
2a16420080	Chakufwambaana mbuli mbulyakali zuba, bapati babantu bakaswaanana aantomwe, bapayizi bapati alimwi abalembi. Bakamutola mu Nkuta
2a16430073	alimwi bakati, “Na koli Kkilisito, twaambile.” Pesi wakati kulimbabo, “Na ndamwaambila, tamukoyoondisyoma pe,
2a1644002a	alimwi na ndamubuzya, tamukoyoosandula pe.
2a16450063	Pesi kuzwa lino kaziya kunembo, Mwana mulombe wa Muntu unoyokkede kuchilisyo chamanguzu aa Leza.”
2a16460070	Boonse bakati, “Nkokwaamba kuti uli Mwana mulombe wa Leza?” Jesu wakati kulimbabo, “Mwaamba kuti ndime.”
2a16470068	Bakati, “Nkaambonzi nituchiyanda mukamboni? Nkaambo lwesu tobweni twalimvwida kuzwa kumulomo wakwe.”
2a17010048	Yoonse nkamu yabo yakanyampuka, mpawo bakeeta Jesu kunembo lya Payileti.
