2800000005	Matei
29081400a4	Jaalalukya kabee “Na panasekula mabumunda saba na kwaapeke bandu elupu nsesi. Mwatondwi itonga ilee yeyatweli ipandi yeyahigalile?” Bapwaga, “Hitonga saba.”
2908150034	Ndipala jaapwagila, “Mwakona lee ngase nhelewa?”
2908160073	Yesu jahika ku Betisaida pamu na banafunzi baki. Bandu bundetila mundu jwanga kulinga, bundoba angusa ili andamisa.
29081700a8	Yesu ankamla kuboku mundu jwanga kulinga jola nuku mpeleka kunza ji kijiji. Anhunila imata, nukumbeke maboku, alapu anndalukyai, “Boo guwesa kukibona sindo sokape?”
2908180060	Mundu we jola jwalinga kunani, nukupwaga, “Naabona bandu abonikana ngiti mikongu jejijenda.”
2908190066	Ndi Yesu ambekila kabee maboku. Najombi jatupa mihu, jwalama miugaki nukuwesa kukibona kilasindu sapi.
29081a0064	Yesu ampwagila jujenda kunyumba jaki anndagalakya, “Gwikelabuki kukijiji sela nakaapwagi bandu.”
29081b009a	Ndi Yesu na banafunzi baki bajenda kwiijiji yuku Kaisalia Pilipi. Pababii mwiindela, Yesu jaalalukiya banafunzi baki, “Boo bandu apwaaga nee nanyane?”
29081c0087	Bumpwagila, “Bangi apwaga we wa Yohana Mmbatisa, bangi apwaga we wa Elia na bangi apwaga wa mundu jumu kati ja Alota baka Sapanga.”
29081d007d	Najombi jalalukya, “Mwanganya boo, mpwaaga nena nyane?” Petili japwaga, “We apa ndi Kilisitu jojuaguliwi na Sapanga.”
29081e0035	Ndi Yesu jaakana bampwaagi mundu jokape majambu gala.
29081f00cc	Yesu jatumbulya kabola banafunzi baki kupwaga, “Mwana waka Mundu lasima jung'alika ngamaa nukunka aseja na agolu akolongu na abola bamalagalaki. Biitenda kunkoma lakini jwiyoka kabee lisoba lya tatu.”
2908200081	Yesu jaapwagila lijambu lee heli bila kuhiya sindu. Ndi Petili anhutila pulutengu nukunndakali jwipwaga lijambu le heli pagwendu.
29082100a3	Lakini Yesu jang'anambuka, jaalinga banafunzi baki, nukundakali Petili koni jakapwaaga, “Boka Lijobi wee! Mawasu gaku ngasegahuma kwaka Sapanga ila kwa bandu.”
29082200a8	Ndi jugukema nsambi wa bandu pamu na banafunzi baki nakaapwagi, “Ana mundu jokapi jojupai kunyengale ne, jupalika julikana mweni nu kujukua nsalaba waki, junyengalia.
29082300a3	Anaa mundu jojupala kugulenda womi waki mweni, jwiitenda kuguhoa, lakini mundu jojuhoa womi waki ndaba jami ne na ndaba ji Lijambu la Amboni, jwagulenda womi waki.
2908240063	Boo sanzangatya kii mundu ana jupatiki nndema woka nukuhoa napwasi jukujingii muwomi wa masoba goa?
290825003f	Mundu jiipia sindu boo ndaba jukupata kabee womi wa masoba goa?
29082600e2	Mundu jojumonee nepani iyoni pamu na mabola gangu mukibeleku senze siliya na sanga kummanya Sapanga, Mwana waka Mundu jwaammbonila iyoni mundu we hoju pajihika muukolongu wa Atati baki pamu na atumi bu kunani kwaka Sapanga.”
2909010092	Yesu jaendalya kaapwagi, “Numpwagi sakaka, abii bandu bangi apambani ngaakui kabula jukuubona Ukolongu waka Sapanga wakahika kwamakili gingi.”
290902009a	Masoba sita egapeta Yesu jaajukua Petili na Yakobu na Yohana nukujenda nabu panani jikitombi kilasu kajika jabu. Kokuje Yesu bumbona jang'anambuka pamihu.
2909030060	Ingobu yaki yabonikana ihulii kupukupu nga mundu jojuwesa kuing'alisa pani pundema ngati eyabii.
290904003f	Banafunzi atatu bala, bumbona Elia na Musa bakalongila na Yesu.
2909050095	Petili ampwagila Yesu, “Mbola, kwibia sapi ana twepani twitama apambane! Tusengaa indamba itatu simu saku na simu saka Musa, na sengi saka Elia.”
2909060041	Petili na ajaki bajogapaa ngamaa mbaka ngasejamanyiki sukupwaaga.
2909070078	Ndi lapitila liundi nakayekale, na sauti jajogwanika kuhuma mulihundi lela, “Jonzo Mwanawango jonumpai, munzoannya!”
2909080063	Apalapa banafunzi baki balinga koni na koni, lakini ngasebummbona mundu jonge ila Yesu kajika jaki.
2909090094	Ndi pababia ahelee kuhuma kukitombi, Yesu jaakana, “Mwampwagi mundu jokapi majambu gamugabweni, mbaka Mwana waka Mundu pajiibia juyokiki kabee.”
29090a0052	Ndi bilikamula lilobi lela, lakini balaluana beni na beni, “Kuyoka ndi kyane?”
29090b0063	Bundalukya Yesu, “Ndaba jakii abola ba malagalaki apwaaga, lasima Elia julongulya kuhika hote?”
29090c00a8	Najombi japwaaga, “Hena, Elia jwiika oti kugabeka majambu goti sapi. Hata hela ndaba jakii aandiki Mmaandiku ga Sapi, Mwana waka Mundu jwing'alika ngamaa nu kuntondo?
29090d0076	Lakini numpwagi, Elia juhikike na bandu buntendila ngati ebapala ngati Mahandiku ga Sapi egapwaga kundongale jombe.”
29090e00a1	Yesu na banafunzi baki atatu pabahika pababii banafunzi bangi pala, bugubona nsambi nkolongu wa bandu papuje. Naka abola ba malagalaki babi pala bakabisana nabu.
29090f004d	Apalapa bandu bala pabumbona Yesu boa basangii ngamaa, bummbutukya nukundamu.
2909100035	Yesu jaalalukya banafunzi baki, “Mmbisanii kike?”
2909110083	Papuje mundu jumwa munsambi wa bandu jwajibwa, “Mbola, nundetiki mwanawango kwaku wenga, jubii ni ilombu yeyuntei jubia kimumuta.
29091200b7	Kila eguntukalii, gunhabuu pai nukumpita lihuluhulu kundomo, nukumemena minu na kuba jojujomangini nhyega joa. Naaloba banafunzi baku bikiboa kilombu se hesi, lakini ngasebawesike.”
290913009b	Yesu jaapwagila, “Mwanganya mwenhuma mukibeleku sanga kuhobale! Nitama na mwanganya mbaka lile? Nunhinakaliya mbaka lile? Munndeta nkombu we oju pani!”
290914009b	Bumpelika kwaka Yesu. Apalapa kilombu se esumbona Yesu, sunzegala nkombu wejola kihinduhindu na jombi jaabuka pai, jagalubukana nukupita lihuluhulu kukanu,
2909150085	Yesu andalukiya hengo waka nkombu we oju, “Majambu ge aga jwagapatiki tokalile?” Najombi ampwagila. Jatumbuka toka pajabii mwana.
2909160086	“Mala jingi kilombu sehesi sunhabuki nkombu we hoju pa mwotu nu nmasi, ili kunkoma. Ndi anaguwesa, utubonila ikia nukutujangatii!”
2909170065	Yesu ampwagila, “Ndaba jakii gupwaga ana nhwesa! Majambu goa gawesikana kwaka mundu joju hobale.”
2909180073	Ndi ahengo baki bajamalya kwa sauti, “Nihobalela! Lakini kuhobale kwangu kusoku unyangatiyaje nihobalya ngane!”
29091900da	Yesu pajugubona nsambi wa bandu gujonzukeka nyatanyata palongi jaki, jukilakaliya kilombu sela, “Kilombu we huntenda nkombu ajoo jubiya kimumuta na jwanga kujoa, nugulagalaki umboka nkombu hajo na wanzingii kabee!”
29091a0093	Apalapa kilombu se sela, sajamaliya, nukunhabu pai nkombu we jola nukumpita. Nkombu jola jabonikana ngiti jojuwii hata bangi bapwaaga, “Juwii!”
29091b0042	Lakini Yesu ankamula kuboku antondabya, najombi jwatenda kujumuka.
29091c0086	Ndi Yesu ejajingala munyumba, pababii kajikajabu banafunzi baki bundalukya, “Ndaba jakii twe ngasetwawesiki kukiboa kilombu sela?”
29091d0060	Najombi jaapwagila, “Kilombu ngati ase ngasekiwesa kuboka ila kwi indela jukundoba Sapanga.”
29091e007c	Yesu na banafunzi baki baboka pala baendalya na sapwali kupetee kundema uku Galilaya. Yesu ngasejapai bandu amanya kojubile,
29091f00ac	ndaba jabii jaabola banafunzi bake, jaapwagila, “Mwana waka Mundu bankabisa kwa bandu, nabombi biitenda kunkoma, lakini lisoba la tatu baada jukunkoma jwitenda kuyoka.”
290920004a	Lakini banafunzi baki ngasibamanyiki lijambu le hele, bajogopa kundalukii.
2909210058	Ndi bahika ku Kapelinaumu, na pajabii kunyumba jwaalalukia, “Nkubika mmbisani kike?”
2909220063	Lakini bombi batenda kutumbaa, ndaba mwindela babia atenda kubisana nya jojabii nkolongu kati jabu.
2909230089	Yesu jwatama pai, jwaakema komi na habeli bala, nakapwaagi, “Mundu najupai kuba nkolongu jupalika julihulua na kuba ntumisi wa boti.”
2909240052	Ndi Yesu anzukua mwana nsoku nukunzemeka kati jabu, jwatenda kunzobate nakaapwagi,
2909250081	“Joanzopa mwana ngati jonzo kwi liina langu, junyopa nepane. Jokapi jojunyopa nepani ngasejunyopa nepena anzopa jojundumike.”
2909260088	Ndi Yohana ampwagila, “Mbola, tumbweni mundu jumu jupia ilombu kupete liina lako. Na twepani twatenda kunkana ndaba jombi nganzito.”
2909270071	Lakini Yesu jaapwaga, “Mwaankana, ndaba ngamundu jojutenda nginyuli kwi liina langu koni jumbwaga nepani liyaa.
290928002d	Ndaba jwanga kutupenga twe jubii upandi wito.
290929008d	Mundu jokapi jojampekya kikombi sa masi ga kunywa, ndaba mwanganya mwa bandu bangu nepana na Kilisitu sakaka ngajwikosi kupata nhupi yake.”
29092a00bb	“Ana mundu jokapi joantenda jumu ja asoku aba baanhobalee nepani kuhenga mahakau. Kwiibia mbanga mundu we hoju kunkongale lilibu nhingu nukunndeke kunhanga kuliku kutemuliwa na Sapanga.
29092b00c3	Ana kuboku kwaku kugulongulake gutenda mahakau, ugusekula! Mbanga kujingii kuwomi wa masoba goti nu kuboku kumwa, kuliku kuba na maboku goti mabele nukujenda kumwotu wa masoba goa wanga kususuka.
29092c003c	Momuje mipetupetu jaki ngasejikua na mwotu we ngasegususuka.
29092d009d	Nu kugolu kwaku nakugukosisi sekula! Na mbanga kujingii kuwomi, nu kugolu kumwa kuliku na magolu goa mabeli nu kuguleke kumwotu wa masoba goa wanga kususuka.
29092e003c	Momuje mipetupetu jaki ngasejikua na mwotu we ngasegususuka.
29092f00c0	Na liu laku lukulongulake kutenda mahakau uliboa boa! Na mbanga kujingi ku Ukolongu waka Sapanga na liu limwa kuliku kuba na mihu goti mabeli nu kuguleke mumwotu wamasoba goa ngwanga kususuka.
2909300042	‘Momuje mipetupetu ngasejikua na mwotu we hogu ngasegususuka.’
290931004f	“Ndaba kila mundu jwiisapisika kwa mwinyu ngati litambiku bilijosa kwa mwotu.
2909320092	“Mwinyu sindu saasapi, lakini naguhalabiki wiitenda boo ili gunogaa kabee? “Mmbia na mwinyu gu ukosi nkati jii nu ntama pamu bila kulosana.”
290a01008f	Yesu jaboka papu jajenda ku Yudea, mbaka kwii juku losi luku Yoludani. Nsambi wa bandu gunzendila kabee, najombi jaabola kabee ngati ebayobali.
290a02007b	Ndi Afalisayu bunzendila nu kulenga kundaluki, “Boo malagalaki gaka Sapanga gajetake mwanalomi kuntalika nhwana mundo?”
290a030033	Yesu japwaaga, “Musa jumpekya malagalaki bole?”
290a040068	Nabombi bapwagaa, “Musa jalagalakya mwanalomi juwesa kunhandakii nhanuwaki likalatasi lukutalikana.”
290a05004c	Yesu jaapwagila, “Musa jalagalakya malagalaki ge haga ndaba ngasemmboleka.
290a060067	Lakini Sapanga hejaabomba bandu bakwanza, jwaabomba mwanalomi numbomba ngati Maandiku ga Sapi egapwaga.
290a070044	Na hela mwanalomi jaaleka ahengo na amabu nukulombana na ahanu bake,
290a08004f	nabombi habeli haba bibia nhyega jimu. Na bombi ngaabele kabee ila nhyega jimu.
290a09003d	Ndienu gajugalombiki Sapanga mundu ngakuwesa kugabaganisa.”
290a0a004a	Pabajingala kabee munyumba, banafunzi baki bundalukya kupete lijambu lela.
290a0b005c	Najombi jaapwagila, “Jojwanndeka nhwanamundu nukunzukuu jongi, antendee ugoni nhwanu waki.
290a0c0065	Ahelahe nu mbomba joandeka nndomi waki nukujenda kuulomu gongi najombi antendee ugoni nndomi waki.”
290a0d0055	Bandu bundetila Yesu bana asoku ili jaagusa, lakini banafunzi baki batenda kalakalii.
290a0e00a7	Yesu ejabona hela, jayoma nakaapwagi, “Mwaleka bana haba ahika kwango, wala mwaapengalee, ndaba Ukolongu waka Sapanga guhikiki ndaba ja bandu baabii ngati bana haba.
290a0f0081	Numpwagi sakaka, mundu jokapi jwanga kujetake Ukolongu waka Sapanga ngati mwana nsoku, ngajwi jingii mu Ukolongu waka Sapanga.”
290a10003d	Ndipala, jaajopa bana bala, jaabekila maboku gaki nakaapenge.
290a11008f	Yesu pajabia jutenda kuboka mundu jumwa anzombatakya nukun'gungamalii nukundaluki, “Mbola waamboni, ndendaboo nugupata womi wa masoba goa?”
290a12005d	Yesu japwaaga, “Ndaba jakii gungema nambone? Ngajojubii jwa amboni ila Sapanga kajika jaki.
290a130096	Ugamanyi lee Malagalaki gaka Sapanga, ‘Witenda ugoni na wikoma na wijiiba na wikopake na wipwaga isoli na wajoannya ahengo baku na amabu baku.’”
290a140045	Najombi japwaga, “Mbola, haga goa nagakamwi toka muukombu wango.”
290a1500ec	Yesu andingaliya, nukumpala, nukumpwagi, “Sindu simwa kitei kupunguu kwaku. Gujenda ukalombisa kila sindu segubinaku, gwapekya bandu banga na sindu lupija lweni, nanagu wiibia nikikoku kunani kwaka Sapanga. Ndienu gwihika kumbwata.”
290a16007c	Pajajowana ganiaga, jasoka makili, jajenda koni jubii nu usungu, ndaba jabii na mali gingi na ngasijapai kupia sindu sokapi.
290a170085	Yesu jalinga pandi yoha, nakwapwagi banafunzi baki, “Kunonwipi ngamaa mundu jwana mali gingi kundeke Sapanga julongua womi waki!”
290a18007e	Banafunzi balwehuki na malobi gaki. Yesu jaapwagila kabee, “Mwabanango, kunonwipi ngamaa kundeke Sapanga julongua womi waki!
290a1900a1	Ngati ekunonwipi kinyama sebikikema ngamia kupeta mwilihotu la sindanu, na ahelahe kubonikana kunonwipi, mundu jwana hindu kundeke Sapanga julongua womi waki!”
290a1a004d	Banafunzi baki basangia ngamaa nu kulaluana, “Henu nya jojwiwesa kulama?”
290a1b007d	Yesu jalingaliya nakapwagi, “Kwa bandu ngakuwesikana, lakini kwaka Sapanga nga hela, ndaba kwaka Sapanga goa gawesikana.”
290a1c004e	Petili ampwagila, “Linga! Natwe bo? Tukotwiki kila sindu, tugujengale we!”
290a1d00a8	Yesu japwaaga, “Numpwagi sakaka, mundu jokapi jojijilei nyumba au alongu baki au nndombu mundu au amabu au ahengo au bana au matui ndaba jaminee ni Lijambu la Amboni,
290a1e009c	jwiipata mala mia muda gongo, nyumba na akaalongu naalombumundu na nyongoo na bana na matui pamu nukung'alika, na muda gogwihika jijopa womi wa masoba goka.
290a1f0060	Lakini bandu bingi babilibona akolongu sajenu bibia asoku na babilibona asoku bibia akolongu.”
290a200102	Ndienu, babii mwindela kujenda kunani ku Yelusalemu, na Yesu jwabiya jaalonguli. Banafunzi baki babii nikiholu, na bandu babunzengale munyuma batenda kujogopa. Yesu jaajukua kabee komi na habeli bala nukujendanabu pulutengo, nukutumbuli kaapwagi gagampitila.
290a2100b9	Japwagila, “Nzogwana tujenda ku Yelusalemu. Na hoku Mwana waka Mundu bumpelika kwaka agolu akolongu na abola bamalagalaki, nabombi bantemua kunkoma nukunkabisi kwa bandu banga Ayaudi.
290a22007f	Nabombi bitenda kunkangasaki, banhunila imata, bandapula migwandu nukunkoma. Lakini elihika lisoba la tatu jwiitenda kuyoka.”
290a230072	Yakobu na Yohana, bana baka Zebedayu, bunzendila Yesu nukumpwagi, “Mbola, tupala utuhengila sindu setuguloba.”
290a24002c	Yesu jalalukya, “Mpala nunhengila kike?”
290a250088	Bumpwagila, “Utujetakya kutama jumwa upandi wa malele na jongi upandi wa mangega pagwitama pikiteu saku su Ukolongu nu ulumbi waku.”
290a2600a4	Yesu jaapwagila, “Ngasemwikimanyi se nndoba! Boo, nhwesa lee kuhinakali kunywele nzipuli ukung'alika goninywelila, nuubatisu ukung'alika ngati ebimatisa nenga?”
290a270091	Bombi bumpwagila, “Tuwesa.” Yesu jaapwagila, “Sakaka nhwesa kunywele nzipuli ukung'alika nukuhinakalii ubatisu ukung'alika ngati ebimatisa.
290a280087	Ila bandu babiitama kwa malele au kwa mangega kwangu, nga lihengu langune kupanga. Ila napwasi jeheji biipata bahaguliwi na Sapanga.”
290a290049	Banafunzi bangi bala babajoana ganiaga, batenda kwayome Yakobu na Yohana.
290a2a00b5	Ndienu, Yesu jaakema, nakapwagi, “Mmanyiki baaholale kuba akolongu babandu banga Ayaudi, baalongoo bandu babu kwa makili. Na akolongu behaba abii nu uwesu nkolongu kwa bandu babu.
290a2b005d	Lakini kwinu kwikuba hela, ila jojipala kuba nkolongu kati jinu, jupalika jubia ntumisi wino.
290a2c0041	Jojupala kuba nkolongu kupeta boa, jupalika jubia mtumisi wa boa.
290a2d0076	Ndaba Mwana waka Mundu ngasejwahika kuntumakila, ila kwaatumikii bandu nukuboa womi waki ili kwaagombo bandu bingi.”
290a2e00ea	Ndienu, bahika ku Yeliko, najombi Yesu pajabii juhuma kumusi we hogu koni jubii na banafunzi baki pamu nu nsambi wa bandu. Mundu jumu jwanga kulinga, jobunkema Batilimayo, mwana waka Timayo, jojabii jutemi mulutengu jindela, jakaloba.
290a2f0073	Pajajowana Yesu juku Nazaleti jabii jupeta papu, jatumbulya kujamalii, “Yesu, mwana waka Daudi, gumonila ikia!”
290a30006e	Bandu bingi bundakalya jutama kinunu, lakini jombi jaendalya kujamalii, “Mwana waka Daudi, gumonila ikia.”
290a310077	Yesu jajema nukupwaga, “Munkema.” Ndienu bunkema jwanga kulinga we hoju nukumpwagi, “Wijogopa! Jema, jugukema.”
290a320047	Najombi jalekala kutali gungobu gwaki, jahomba kunani, nukumpwata Yesu.
290a330077	Yesu andalukiya, “Boo gupala nuguhengila kike?” Jwanga linga we jola ampwagila. “Mbola, nanoba nhwesa kulinga.”
290a34008f	Yesu ampwagila, “Jendaje, kuhobale kwaku kugulamisi.” Apalapa, mundu jwanga kulinga we jola jwawesa nukulinga, nukunzengale Yesu mwiindela.
290b01009c	Yesu na banafunzi baki, pababia ahegale ku Yelusalemu bahika ku Betifage nuku Betania, pambipi ni Kitombi si Mizeituni. Papuje jaatuma banafunzi baki abeli,
290b02009d	Japwagila, “Nzendanya kijiji sekibii palongi jinu. Emwihika kola, mwalikolila liponda bilikongiki, lelu le ngasejujendii mundu jokapi. Mulibopula mulileta.
290b030073	Ana mundu jundaluki, ‘Ndaba jakii huhenga hela?’ Mumpwagila, ‘Jilipala Bambu jwalikelebuha kabee nyata.’”
290b04006d	Ndienu bajenda, biliketanya liponda leni bilikongiki pundyangu wa nyumba pambipi ni indela. Pababia bilibopo,
290b050059	bandu bangi bababii ajemiki papuje baalalukya, “Ndaba jakii mwilibopoo liponda hele?”
290b06004f	Banafunzi bapwagaa ngati Yesu ejwaalagalaki, na bandu bala baaleka ajenda nalu.
290b070061	Bumpelakya Yesu liponda lela. Batandiki ingobu yabu panani jili ponda na Yesu jatemi panani jaki.
290b08006c	Bandu bingi batandika ingobu yabu mwiindela ili kuntende hisima, bangi batandika matutu gabasekula mwilitui.
290b09008c	Bandu boa babalongulii na babajengalya munyuma, bajamalya koni bakapwaga, “Ulumbi waka Sapanga! Jumpengelika jojuhika kwiliina laka Bambu!
290b0a005f	Ulumbaliwa ukolongu goguhika wa ahengo bitu Daudi. Ulumbii kwaka Sapanga kunani kwa mahundi!”
290b0b00b6	Yesu jajingala kumusi uku Yelusalemu jajenda mbaka mu Nyumba jaka Sapanga, jwalinga kila sindu sukutupii mihu. Lakini ndaba kwabia pakamii, jajenda ku Betania pamu na komi na habeli.
290b0c003c	Kilabu jaki, pababia ahuma ku Betania, Yesu jummbina inzala.
290b0d00da	Ndienu, jugubona sukutali nkongu wu ntini wana mahamba gingi. Jugujendila jugubona ana gubii nili tunda lokapi. Pajuguhikila, juguketanya ngasegubii ni litunda lokapi ila mahamba matopu, ndaba ngasiwabia muda hukupapa.
290b0e008c	Papuje jugupwagila nkoju we gola, “Kutumbuka leleno nga mundu jojikula matunda gaku kabee.” Nabombi banafunzi baki bajoa malobi ge haga.
290b0f00ef	Ndipala, bahika ku Yelusalemu, Yesu jajingala Munyumba jaka Sapanga nukutumbulii kwaabengee kunza bandu bababia alombesa nu kulomba indu momu. Japendula mesa ya bandu bababia ang'anambulana lupija, ni iteu ya bandu bababia alombesa ngunda.
290b100059	Ngase anzetakii mundu jokapi jola kupita nasindu sokapi pulubanza ja Nyumba jaka Sapanga.
290b110086	Ndipala jaabola, “Aandiki, ‘Nyumba jangu jiibia Nyumba jukundobe Sapanga!’ Lakini mwanganya mjitei jibia ngati kipoli sa bii!”
290b12009d	Agolu akolongu na abola bamalagalaki ebajoana ganaga, batumbulya kutaputa indela jukunkoma. Lakini bunzogupa ndaba nsambi wa bandu gwalweuki na mabolee gaki.
290b130038	Pakwabia pakamii, Yesu na banafunzi baki bajenda kumusi.
290b14006d	Lukela ngani, pababia atenda kupeta bugubona nkoju we gola gunyaliki ngani, kuhumi mikega mbaka kulubekubeku.
290b15005e	Petili jugukombuka, ampwagila Yesu, “Mbola, linga! Nkongu we gola gouguligila, gunyalike!”
290b160026	Yesu ampwagila, “Munhobalya Sapanga.
290b1700ca	Numpwagi sakaka, mundu najikipwagi kitombi ase, ‘Tupuka ukililekala munhanga,’ Bila kujogopa mmyoju jaki, ila anajuhobali majambu goka gajupwagiki gahengeka, sakaka litenda kuhengeka kupete Sapanga.
290b180059	Henu numpwagii, pansali nukuloba sindu, nhobaliya oti mukijopiki, nanamu mwitenda kupata.
290b19007f	Panzema kusali, nukuloba sindu, mundekakya kila mundu jojunkosii sokapi, na Atati binu bababii kunani bandekakiya mahakau gino.
