010000000b	1 Mooseksen
01191a00bb	Senjälkeen tuli ulos hänen veljensä, joka piti kädellänsä Esaun kantapäästä, ja se kutsuivat hänen nimensä Jakob. Kuudenkymmenen ajastaikainen oli Isaak heidän syntyissänsä.
01191b007b	Ja poikaiset kasvoivat, ja Esau tuli jaloksi metsä- ja peltomieheksi. Mutta Jakob oli yksivakainen mies, ja asui majoissa.
01191c0070	Ja Isaak rakasti Esauta; sillä hän söi mielellänsä hänen metsäsaalistansa. Mutta Rebekka rakasti Jakobia.
01191d004d	Koska Jakob oli keittänyt herkun, tuli Esau metsästä, ja oli väsyksissä.
01191e0092	Ja Esau sanoi Jakobille: anna minun syödä tästä ruskiasta herkusta: sillä minä olen väsyksissä. Sentähden kutsutaan hänen nimensä Edom.
01191f003f	Mutta Jakob sanoi: myy minulle tänäpänä sinun esikoisuutes.
011920004b	Esau vastasi: katso, minä kuolen kuitenkin; mitä minun esikoisuudesta on?
011921006a	Ja Jakob sanoi: niin vanno minulle tänäpänä: ja hän vannoi hänelle, ja myi Jakobille esikoisuutensa.
0119220093	Niin Jakob antoi Esaulle leivän, ja sen ruskian herneherkun, ja hän söi ja joi, ja nousi ja meni pois. Ja niin Esau katsoi esikoisuutensa ylön.
011a010091	Niin kallis aika tuli maalle sen entisen jälkeen, joka oli Abrahamin ajalla: ja Isaak meni Abimelekin Philistealaisten kuninkaan tykö Gerariin.
011a02006f	Niin Herra ilmestyi hänelle, ja sanoi: älä mene Egyptiin, vaan asu sillä maalla, jonka minä sanon sinulle.
011a0300e1	Ole muukalainen tällä maalla, ja minä olen sinun kanssas, ja siunaan sinua: sillä sinulle ja sinun siemenelles minä annan kaikki nämät maat, ja vahvistan sen valan, jonka minä Abrahamille sinun isälles vannonut olen.
011a0400b6	Ja enennän sinun siemenes niinkuin taivaan tähdet: ja annan sinun siemenelles kaikki nämät maat: Ja sinun siemenes kautta pitää kaikki kansat maan päällä siunatuksi tuleman:
011a050068	Sillä Abraham oli kuuliainen minun äänelleni, ja piti minun oikeuteni, käskyni, säätyni ja lakini.
011a06001a	Niin Isaak asui Gerarissa.
011a0700f5	Ja koska sen maan kansa kysyi hänen emännästänsä, sanoi hän: hän on minun sisareni; sillä hän pelkäsi sanoa: hän on minun emäntäni (ajatellen), ettei he joskus löisi minua kuoliaksi Rebekan tähden: sillä hän oli ihana kasvoilta.
011a08009a	Ja tapahtui, koska hän siellä kappaleen aikaa viipyi, katsoi Abimelek Philistealaisten kuningas akkunasta, ja näki Isaakin hyväilevän emäntäänsä.
011a0900d2	Niin kutsui Abimelek Isaakin, ja sanoi: katso, totisesti hän on sinun emäntäs: miksis olet sanonut: hän on minun sisareni? Ja Isaak sanoi hänelle: minä ajattelin, etten minä tapettaisi hänen tähtensä.
011a0a00bd	Abimelek sanoi: miksis tämän meille teit? olis pikaisesti tapahtunut, että joku kansasta olis maannut sinun emäntäs kanssa, ja niin sinä olisit saattanut meidän päällemme rikoksen.
011a0b0092	Niin Abimelek antoi käskyn kaikelle kansalle, sanoen: joka ryhtyy tähän mieheen, tahi hänen emäntäänsä, hänen pitää totisesti kuoleman.
011a0c005f	Ja Isaak kylvi sillä maalla, ja sai sinä vuonna satakertaisesti: sillä Herra siunasi hänen.
011a0d0066	Ja mies tuli voimalliseksi: ja menestyi sangen suuresti siihen asti, että hän juuri suureksi joutui.
011a0e007f	Ja hänellä oli paljo tavaraa lampaissa ja karjassa, oli myös paljo perhettä: sentähden Philistealaiset kadehtivat häntä.
011a0f008f	Ja he tukitsivat kaikki kaivot, jotka hänen isänsä palveliat olivat kaivaneet, hänen isänsä Abrahamin aikana, ja täyttivät ne mullalla.
011a100071	Ja Abimelek sanoi Isaakille: mene pois meidän tyköämme: sillä sinä olet tullut paljo väkevämmäksi meitä.
011a11004c	Niin Isaak läksi sieltä: ja teki majansa Gerarin laaksoon, ja asui siinä.
011a1200fa	Ja Isaak antoi jällensä kaivaa ne vesikaivot, jotka he olivat kaivaneet hänen isänsä Abrahamin aikana, ja jotka Philistealaiset Abrahamin kuoleman jälkeen olivat tukinneet: ja nimitti ne niillä nimillä, joilla hänen isänsä ne kutsunut oli.
011a13005d	Niin kaivoivat myös Isaakin palveliat siihen laaksoon: ja löysivät sieltä luontolähteen.
011a1400ad	Mutta Gerarin paimenet riitelivät Isaakin paimenten kanssa, ja sanoivat: tämä on meidän vetemme. Niin hän kutsui sen kaivon Esek, että he riitelivät hänen kanssansa.
011a150063	Niin kaivoivat he myös toisen kaivon, ja he riitelivät myös siitä: niin hän nimitti sen Sitna.
011a1600dc	Niin hän siirsi itsensä sieltä, ja kaivoi toisen kaivon, josta ei he riidelleet. Sen tähden nimitti hän sen Rehobot, ja sanoi: nyt Herra on antanut meille laviamman sian, ja on antanut meidän kasvaa maan päällä.
011a17001a	Sitte meni hän BerSabaan.
011a1800e3	Niin Herra ilmestyi hänelle sinä yönä ja sanoi: minä olen sinun isäs Abrahamin Jumala: älä pelkää, sillä minä olen kanssas, ja siunaan sinun, ja annan lisääntyä sinun siemenes, minun palveliani Abrahamin tähden.
011a190084	Ja hän rakensi siinä alttarin, ja saarnasi Herran nimestä, ja teki siihen majansa: ja hänen palveliansa kaivoivat siihen kaivon.
011a1a0077	Niin Abimelek meni hänen tykönsä Gerarista: ja Ahusat hänen ystävänsä, ja Phikol hänen sotajoukkonsa päämies.
011a1b007b	Mutta Isaak sanoi heille: miksi te tulitte minun tyköni: ja te vainositte minua, ja ajoitte minun pois teidän tyköänne.
011a1c00cc	He sanoivat: me näimme ilmeissänsä, että Herra on sinun kanssas, sentähden me sanoimme: olkoon nyt vala meidän molempain vaiheellamme, meidän ja sinun välilläs, ja me teemme liiton sinun kanssas.
011a1d00d5	Ettes tekisi meille mitään vahinkoa, niinkuin emme mekään ole sinuun ryhtyneet, ja niinkuin emme myös tehneet sinulle muuta kuin hyvää, ja laskimme sinun rauhassa menemään. Sinä olet nyt Herran siunattu.
011a1e0038	Ja hän valmisti heille pidon, ja he söivät ja joivat.
011a1f008e	Ja nousivat aamulla varhain, ja vannoivat toinen toisellensa, ja Isaak laski heidät menemään, ja menivät pois hänen tyköänsä rauhassa.
011a200099	Sinä samana päivänä tulivat Isaakin palveliat, ja ilmoittivat hänelle kaivosta, jonka he kaivaneet olivat, ja sanoivat hänelle: me löysimme veden.
011a210061	Ja hän kutsui hänen Saba: siltä nimitetään kaupunki BerSaba, hamaan tähän päivään asti.
011a220096	Koska Esau oli neljänkymmenen ajastaikainen, otti hän Juditin Hetiläisen Berin tyttären emännäksensä: Ja Basmatin Hetiläisen Elonin tyttären:
011a230035	Jotka olivat Isaakille ja Rebekalle mielikarvaudeksi.
011b0100d2	Ja tapahtui, koska Isaak tuli vanhaksi, ja hänen silmänsä pimiäksi, ettei hän nähnyt, niin kutsui hän Esaun vanhemman poikansa, ja sanoi hänelle: minun poikani: hän vastasi häntä: tässä minä olen.
011b020053	Ja hän sanoi: katso, minä olen vanhennut: enkä tiedä minun kuolemanpäivääni.
011b03005d	Ota siis nyt sinun kalus, viines ja joutses; ja mene kedolle, ja pyydä minulle metsän-otus.
011b04008c	Ja tee minulle himoruokaa, senkaltaista jota minä rakastan, ja tuo syödäkseni: että minun sieluni siunais sinua, ennenkuin minä kuolen.
011b050083	Mutta Rebekka kuuli Isaakin näitä puhuvan poikansa Esaun kanssa. Ja Esau meni metsään, pyytämään metsänotusta, tuodaksensa.
011b060073	Niin puhui Rebekka pojallensa Jakobille, sanoen: katso, minä kuulin isäs puhuvan veljes Esaun kanssa, ja sanovan:
011b07007f	Tuo minulle metsänotus, ja tee minulle himoruokaa syödäkseni; että siunaisin sinua Herran edessä, ennen kuin minä kuolen.
011b080043	Niin kuule nyt poikani minun ääneni, mitä minä sinulle käsken.
011b090078	Mene laumaan, ota sieltä minulle kaksi hyvää vohlaa; tehdäkseni isälles niistä himoruokaa, niinkuin hän rakastaa.
011b0a005b	Ja vie se isälles hänen syödäksensä; että hän siunais sinua, ennen kuin hän kuolee.
011b0b0063	Niin Jakob sanoi äidillensä Rebekalle: katso, veljeni Esau on karvainen, mutta minä olen paljas.
011b0c007b	Mitämaks, isäni sivelee minua, ja luulee minun häntä pettävän: ja minä saatan päälleni kirouksen, ja en siunausta.
011b0d00a4	Niin hänen äitinsä sanoi hänelle: sinun kiroukses tulkoon minun päälleni, minun poikani: ainoastansa ole minun äänelleni kuuliainen, mene ja tuo se minulle.
011b0e0070	Niin hän meni ja otti ja toi äidillensä; ja hänen äitinsä valmisti himoruan, jota hänen isänsä rakasti.
011b0f0093	Ja Rebekka otti vanhemman poikansa Esaun parhaat vaatteet, jotka huoneessa hänen tykönänsä olivat: ja puetti nuoremman poikansa Jakobin niihin.
011b10004b	Vaan vohlain nahat kääri hän hänen käsiinsä, ja paljaaseen kaulaansa.
011b110055	Ja antoi sen himoruan ja leivän, kun hän valmistanut oli, poikansa Jakobin käteen.
011b120071	Ja hän tuli isänsä tykö, ja sanoi: minun isäni. Hän vastasi: tässä minä olen. Kukas olet, minun poikani.
011b1300bb	Jakob sanoi isällensä: minä olen Esau sinun esikoises; minä olen niin tehnyt kuin sinä minulle käskit: nouse siis, istu, ja syö minun saalistani, että sinun sielus siunaisi minua.
011b140091	Mutta Isaak sanoi pojallensa: minun poikani, kuinkas olet niin nopiasti löytänyt? ja hän vastasi: Herra sinun Jumalas antoi minun sen kohdata.
011b15006c	Niin sanoi Isaak Jakobille: tules tänne minun poikani sivelläkseni: jos olet minun poikani Esau taikka et.
011b16008b	Niin Jakob astui isäntä Isaakin tykö: ja kuin hän siveli häntä, sanoi hän: ääni on Jakobin ääni, mutta kädet ovat Esaun kädet.
011b170080	Ja ei tuntenut häntä: sillä hänen kätensä olivat niinkuin Esaun veljensä kädet, karvaiset: ja niin hän siunasi häntä.
011b180042	Ja sanoi hänelle: oletkos minun poikani Esau? hän vastasi: olen.
011b1900bb	Niin hän sanoi: tuo siis tänne syödäkseni minun poikani saalista, että minun sieluni siunaisi sinua: niin hän toi sen hänelle, ja hän söi, toi myös hänelle viinaa, ja hän joi.
011b1a005c	Ja Isaak hänen isänsä sanoi hänelle: tules nyt liki, minun poikani, ja anna minun suuta.
011b1b00be	Ja hän astui liki, ja suuta antoi hänen. Niin hän tunsi hänen vaatteensa hajun, ja siunasi häntä, ja sanoi: katso, minun poikani haju, on niinkuin kedon haju, jonka Herra siunannut on.
011b1c005e	Jumala antakoon sinulle taivaan kasteesta, ja maan lihavuudesta; yltäkyllä jyviä ja viinaa.
011b1d00da	Kansat palvelkoon sinua, ja sukukunnat kumartakoon sinua. Ole sinun veljeis herra, ja sinun äitis lapset langetkoon sinun jalkais juureen: kirottu olkoon se, joka sinua kiroo, ja siunattu olkoon se, joka sinua siunaa.
011b1e00a5	Koska Isaak oli päättänyt siunauksensa Jakobille, ja Jakob siitä siihen oli lähtenyt isänsä Isaakin tyköä; niin Esau hänen veljensä tuli pyydyksiltänsä.
011b1f00a2	Ja hän myös valmisti himoruan, ja vei isällensä, ja sanoi hänelle: nouskaan minun isäni, ja syökään poikansa saalista, että sinun sielus siunaisi minua.
011b200072	Niin vastasi Isaak hänen isänsä häntä: kukas olet? hän sanoi: minä olen sinun poikas, sinun esikoises Esau.
011b2100e7	Niin Isaak vapisi hämmästyksestä sangen kovin, ja sanoi: kuka? kussasta siis se metsämies on, joka minulle sen toi? ja minä söin kaikista, ennen kuin sinä tulit ja minä siunasin hänen: hänen pitää myös siunatun oleman.
011b2200ac	Koska Esau kuuli isänsä puheen, huusi hän suurella äänellä, ja hänen mielensä tuli sangen karvaaksi: ja hän sanoi isällensä: siunaa myös minuakin, minun isäni.
011b230058	Niin hän sanoi: sinun veljes on tullut kavaluudella, ja vienyt pois siunauksen sinulta.
011b240101	Niin hän sanoi: eiköstä hän myös oikein kutsuta Jakob? sillä hän jo kahdesti minun on polkenut, minun esikoisuuteni hän sai, ja katso, nyt hän vei pois minun siunaukseni minulta: ja hän sanoi: etkös yhtäkään siunausta minun varakseni pitänyt?
011b250105	Niin vastasi Isaak, ja sanoi Esaulle: Katso, minä olen asettanut hänen sinun herrakses, ja kaikki hänen veljensä olen minä hänelle palveliaksi pannut, jyvillä ja viinalla olen minä hänen varustanut: mitästä minä siis nyt sinulle teen, minun poikani?
011b26009c	Ja Esau sanoi isällensä: yksiköstä siunaus sinulla vaivoin onkin, minun isäni? siunaa myös minuakin, minun isäni: ja Esau korotti äänensä ja itki.
011b270098	Niin vastasi Isaak, hänen isänsä, ja sanoi hänelle: Katso, lihava asuinsia pitää sinulla oleman maan päällä, ja kastetta taivaasta ylhäältä.
011b2800a4	Sinun miekallas pitää sinun elättämän itses, ja palveleman sinun veljeäs. Ja tapahtuu, että sinä myös tulet herraksi, ja särjet hänen ikeensä niskastas.
011b2900c4	Ja Esau vihastui Jakobin päälle siunauksen tähden, jolla hänen isänsä hänen siunannut oli; ja sanoi sydämessänsä: minun isäni murhepäivät lähestyvät: ja minä tapan veljeni Jakobin.
011b2a00d3	Mutta Rebekalle ilmoitettiin Esaun hänen vanhemman poikansa sanat: joka lähetti ja kutsui Jakobin nuoremman poikansa, ja sanoi hänelle: katso, veljes Esau lohduttaa itsiänsä siitä, että hän sinun tappaa.
011b2b007a	Nyt, minun poikani, ole minun äänelleni kuuliainen: valmista sinus ja pakene kohta minun veljeni Labanin tykö Haraniin.
011b2c0051	Ja ole hänen tykönänsä kappale aikaa: siihenasti että veljes kiukku asettuu.
011b2d00de	Ja siihenasti että hänen vihansa lakkaa sinusta, ja hän onhottaa mitäs häntä vastaan tehnyt olet. Niin minä lähetän ja tuotan sinun sieltä. Miksi teidän molempain pitäis yhtenä päivänä minulta tuleman pois?
011b2e00d0	Ja Rebekka sanoi Isaakille: minä suutun minun elämääni, Hetin tytärten tähden: jos Jakob ottaa vaimon Hetin tyttäristä, jotka ovat niinkuin tämän maan tyttäret, mitä minun sitte auttaa elämään?
011c01007c	Niin Isaak kutsui poikansa Jakobin ja siunasi häntä, käski ja sanoi hänelle: älä ota emäntää Kanaanin tyttäristä.
011c02008e	Vaan valmista ja mene Mesopotamiaan, Betuelin sinun äitis isän huoneesen: ja ota sinulles sieltä emäntä, Labanin sinun enos tyttäristä.
011c03008f	Ja Jumala kaikkivaltias siunatkoon sinua, ja tehköön sinun hedelmälliseksi ja enätköön sinun, ettäs tulisit (suureksi) kansain joukoksi.
011c0400ae	Antakoon myös sinulle Abrahamin siunauksen, sinulle ja sinun siemenelles sinun kanssas: periäkses sitä maata, jossas muukalainen olet, jonka Jumala Abrahamille antanut on.
011c050096	Niin lähetti Isaak Jakobin tyköänsä menemään Mesopotamiaan, Labanin, Betuelin Syrialaisen pojan tykö, Rebekan, Jakobin ja Esaun äidin, veljen.
011c060108	Koska Esau näki, että Isaak oli siunannut Jakobin, ja lähettänyt hänen Mesopotamiaan ottamaan sieltä itsellensä emäntää: ja että hän, sittekuin hän hänen siunannut oli, käski häntä ja sanoi: ei sinun pidä ottaman emäntää Kanaanin tyttäristä.
011c070051	Ja että Jakob oli isällensä ja äidillensä kuuliainen; ja meni Mesopotamiaan.
011c080051	Esau näki myös, ettei Isaak hänen isänsä voinut nähdä Kanaanin tyttäriä;
011c090084	Meni Esau Ismaelin tykö: ja otti Mahalatin Ismaelin Abrahamin pojan tyttären, Nabojotin sisaren, emännäksensä, paitsi entisiä.
011c0a002f	Niin Jakob läksi BerSabasta: ja meni Haraniin.
011c0b00a4	Ja joutui yhteen paikkaan, ja oli siinä yötä: sillä aurinko oli laskenut, ja otti kiven siitä paikasta, ja pani päänsä alaiseksi, ja makasi siinä paikassa.
011c0c009d	Ja näki unta, ja katso, tikapuut seisoivat maan päällä, joiden pää ulottui taivaasen: ja katso, Jumalan enkelit kävivät ylös ja alas niitä myöten.
011c0d00cb	Ja katso, Herra seisoi niiden päällä, ja sanoi: Minä olen Herra, Abrahamin sinun isäs Jumala, ja Isaakin Jumala: tämän maan, jonka päällä sinä makaat, annan minä sinulle ja sinun siemenelles.
011c0e00e0	Ja sinun siemenes pitää oleman niinkuin maan tomu, ja sinun pitää leviämän länteen ja itään, pohjaan ja etelään päin. Ja sinussa pitää kaikki sukukunnat maan päällä siunatuksi tuleman, ja sinun siemenessäs.
011c0f00e3	Ja katso, minä olen sinun kanssas, ja varjelen sinua, kuhunkas ikänänsä joudut, ja saatan sinun jällensä tälle maalle: sillä en minä hylkää sinua siihenasti, että minä kaikki teen, mitä minä sinulle puhunut olen.
011c100071	Koska Jakob heräsi unestansa, niin hän sanoi: totisesti on Herra tässä paikassa: ja en minä sitä tietänyt.
011c11007a	Niin hän pelkäsi, ja sanoi: kuinka peljättävä on tämä paikka! ei tässä muu ole kuin Jumalan huone ja taivaan ovi.
011c1200a3	Ja Jakob nousi varhain aamulla, ja otti kiven, jonka hän oli pannut päänsä alaiseksi, ja pani sen pystyälle muistopatsaaksi: ja vuodatti öljyä sen päälle.
011c130048	Kutsui siis sen paikan BetEl; vaan muinaisiin aikoin se kutsuttiin Luts.
011c1400ba	Niin Jakob teki lupauksen, sanoen: jos Jumala on minun kanssani, ja varjelee minua tällä tiellä, jota minä vaellan, antaa myös minulle leipää syödäkseni, ja vaatetta verhokseni:
011c15004b	Ja tulen takaperin rauhassa kotia isäni tykö: ja Herra on minun Jumalani.
011c1600a8	Niin tämä kivi, jonka minä panin pystyälle muistopaatsaaksi, pitää oleman Jumalan huone: ja kaikista, jotkas minulle annat, annan minä tosin sinulle kymmenykset.
011d010035	Niin Jakob läksi matkaan: ja tuli itäiselle maalle.
011d0200c4	Ja katseli ympärillensä, ja katso, kaivo oli kedolla. Ja katso, siellä makasi myös kolme lammaslaumaa sen tykönä, sillä siitä kaivosta juottivat he laumat: ja suuri kivi oli kaivon suulla.
011d03009a	Sillä sinne koottiin kaikki laumat, ja vieritettiin kivi kaivon suulta, ja he juottivat lampaita: ja vierittivät kiven jälleen siallensa kaivon suulle.
011d04005a	Ja Jakob sanoi heille: minun veljeni, kusta te olette? he vastasivat: Haranista me olemme.
011d050053	Hän sanoi heille: tunnetteko Labanin, Nahorin pojan? he sanoivat: tunnemme kyllä.
011d06007c	Hän sanoi: onko hän rauhassa? he vastasivat: rauhassa hän on. Ja katso, Rakel hänen tyttärensä tulee lammasten kanssa.
011d070093	Niin hän sanoi: katso, vielä on paljo päivää, eikä vielä ole aika karjaa koota: niin juottakaat siis lampaita, menkäät ja kaitkaat heitä.
