0100000009	1 Mosebok
0911260077	Och Saul drog sin kläder uppå David, och satte honom en kopparhjelm på hans hufvud, och lade ett pansar uppå honom.
09112700cd	Och David band sitt svärd öfver sin kläder, och begynte till att gå; ty han hade icke försökt det. Då sade David till Saul: Jag kan icke så gå; ty jag är det icke van. Och han lade det ifrå sig.
09112800c4	Och tog sin staf i sina hand, och utvalde fem släta stenar utu bäcken, och lade dem uti herdaskräppona, som han hade, och i säcken, och tog slungona i sina hand, och gick fram emot Philisteen.
091129005d	Och Philisteen gick ock framåt, och nalkades intill David, och hans vapnedragare för honom.
09112a006f	Då nu Philisteen såg och skådade David, föraktade han honom; ty han var en yngling, brunaktig och dägelig.
09112b0076	Philisteen sade till David: Är jag då en hund, att du kommer emot mig med käppar? Och bannade David vid sina gudar;
09112c006f	Och sade till David: Kom hit till mig, jag skall gifva ditt kött foglom under himmelen och djurom på markene.
09112d00ac	David sade till Philisteen: Du kommer till mig med svärd, spjut och sköld; men jag kommer till dig i Herrans Zebaoths Namn, Israels härs Guds, den du försmädat hafver.
09112e0102	Och Herren skall i denna dag gifva dig uti mina hand, att jag skall slå dig, och taga ditt hufvud af dig, och gifva de Philisteers härs kropp i denna dag foglom under himmelen, och djurom på markene, att all land skola förnimma, att Israel hafver en Gud.
09112f009d	Och all denna menigheten skall förnimma, att Herren icke hjelper genom svärd eller spjut; ty striden är Herrans, och han skall gifva eder i våra händer.
091130007a	Då nu Philisteen reste åstad, gick och nalkades in mot David, skyndade sig David, och lopp ifrå hären emot Philisteen.
09113100c1	Och David tog sina hand i skräppona, och fattade derut en sten, och slungade, och råkade Philisteen i hans panno, så att stenen gick in i pannona; och han föll på jordena på sitt ansigte.
091132005e	Alltså öfvervann David Philisteen med slungone och stenenom, och slog honom, och drap honom.
09113300f2	Och efter David intet svärd hade i sine hand, lopp han fram till Philisteen, och tog hans svärd, och drog det utu skidone, och drap honom; och högg honom dermed hufvudet af. Då de Philisteer sågo, att deras starkaste var död, flydde de.
09113400e9	Och Israels män och Juda reste upp, ropade och jagade efter de Philisteer, intilldess man kommer i dalen, och allt intill Ekrons portar; och de Philisteer föllo slagne på vägenom till portarna, allt intill Gath, och intill Ekron.
091135005a	Och Israels barn vände om af det jagandet efter de Philisteer, och skinnade deras lägre.
0911360066	Men David tog Philisteens hufvud, och förde det till Jerusalem; men hans vapen lade han i sina hyddo.
09113700b9	Men då Saul såg David utgå emot Philisteen, sade han till Abner sin härhöfvitsman: Hvars son är den ynglingen? Abner sade: Så visst som din själ lefver, Konung jag vet det icke.
0911380040	Konungen sade: Så fråga derefter, hvars son den ynglingen är.
0911390092	Då nu David kom igen, sedan Philisteen slagen var, tog Abner honom, och hade honom in för Saul; och han hade den Philisteens hufvud i sine hand.
09113a0074	Och Saul sade till honom: Hvars son äst du, yngling? David sade: Jag är dins tjenares Isai den BethLehemitens son.
091201008b	Då han hade uttalat med Saul, förband sig Jonathans hjerta med Davids hjerta; och Jonathan vardt kär åt honom, såsom sitt eget hjerta.
0912020050	Och Saul tog honom i den dagen, och lät honom icke mer komma i sins faders hus.
0912030065	Och Jonathan och David gjorde ett förbund tillhopa; ty han hade honom kär, såsom sitt eget hjerta.
0912040086	Och Jonathan drog af sin kjortel, som han hade uppå, och gaf honom David; dertill sin mantel, sitt svärd, sin båga och sitt bälte.
09120500ad	Och David gick ut, dit Saul sände honom, och skickade sig visliga; och Saul satte honom öfver krigsfolket, och han var allo folkena, och desslikes Sauls tjenarom, täcker.
09120600c8	Men det begaf sig, då han igenkommen var, sedan han hade slagit Philisteen, att qvinnorna af alla Israels städer gingo emot Konung Saul med sång och harpor, med trummor, med glädje, och med gigor.
091207006c	Och qvinnorna söngo till hvarandra, och spelade, och sade: Saul hafver slagit tusende; men David tiotusend.
09120800a7	Då förgrymmade sig Saul storliga, och det talet behagade honom ganska illa, och sade: De hafva gifvit David tiotusend, och mig tusende; han varder väl ännu Konung?
0912090040	Och Saul såg illa uppå David, ifrå den dagen, och allt sedan.
09120a00d3	På den andra dagen föll den onde anden af Gudi öfver Saul, och han propheterade hemma i huset; men David spelade på strängerna med sine hand, såsom han dageliga plägade. Och Saul hade ett spjut i handene:
09120b007e	Och sköt det åstad, och tänkte: Jag vill skjuta David igenom i väggena; men David gaf sig undan för honom i två gånger.
09120c0052	Och Saul fruktade för David; ty Herren var med honom, och var gången ifrå Saul.
09120d007b	Så satte Saul honom ifrå sig, och gjorde honom till höfvitsman öfver tusende män; och han gick ut och in för folkena.
09120e0052	Och David hade sig förnumsteliga i alla sina gerningar; och Herren var med honom.
09120f004e	Då nu Saul såg, att han var så ganska förnumstig, fruktade han för honom.
0912100049	Men hela Israel och Juda hade David kär; ty han gick ut och in för dem.
09121100c9	Och Saul sade till David: Si, min äldsta dotter Merob vill jag gifva dig till hustru; var manlig, och för Herrans krig; ty Saul tänkte, min hand skall icke komma vid honom, utan de Philisteers hand.
091212008b	Men David svarade Saul: Ho är jag? Eller hvad är mitt lefverne, och mins faders hus slägt i Israel, att jag skulle varda Konungens måg?
091213007c	Då nu tiden kom, att Merob, Sauls dotter, skulle vordit gifven David, vardt hon gifven Adriel den Meholathiten till hustru.
091214005d	Men Michal, Sauls dotter, hade David kär. Då det vardt sagdt Saul, sade han: Det är rätt;
09121500b8	Jag vill gifva honom henne, att hon må komma honom på fall, och de Philisteers händer måga komma öfver honom. Och han sade till David: Du skall i dag varda min måg med den andra.
09121600a2	Och Saul böd sina tjenare: Taler vid David hemliga, och säger: Si, Konungen hafver vilja till dig, och alla hans tjenare älska dig; så blif nu Konungens måg.
09121700a9	Och Sauls tjenare talade dessa orden för Davids öron; men David sade: Tycker eder det vara en ringa ting, att vara Konungens måg? Och jag är en fattig och ringa man.
0912180052	Och Sauls tjenare gåfvo honom svar igen, och sade: Sådana ord hafver David sagt.
09121900df	Saul sade: Säger så till David: Konungen begärar ingen morgongåfvo, annan än hundrade förhudar af de Philisteer, att man må hämnas på Konungens fiendar; ty Saul for efter att fälla David genom de Philisteers hand.
09121a008c	Då sade hans tjenare David dessa orden. Och David tyckte så godt vara, att han måtte blifva Konungens måg. Och tiden var ännu icke ute.
09121b00fb	Och David stod upp, och drog åstad med sina män, och slog af de Philisteer tuhundrad män; och David hade deras förhudar, och förnöjde Konungen med talet; på det han skulle varda Konungens måg. Då gaf Saul honom sina dotter Michal till hustru.
09121c005f	Och Saul såg och märkte, att Herren var med honom. Och Michal, Sauls dotter, hade honom kär.
09121d0054	Då fruktade Saul ännu mer för David, och vardt hans fiende i alla sina lifsdagar.
09121e0099	Och då de Philisteers Förstar drogo ut, handlade David förnumsteligare än alle Sauls tjenare, när de utdrogo, så att hans namn vardt mycket aktadt.
0913010096	Men Saul talade med sin son Jonathan, och med alla sina tjenare, att de skulle slå David ihjäl. Men Jonathan, Sauls son, hade stor vilja till David;
091302009b	Och underviste honom det, och sade: Min fader Saul far efter, och vill dräpa dig; så förvara dig nu till morgons, och blif öfver en sido, och göm dig.
09130300a9	Men jag vill gå ut med min fader, och vill stå bredevid min fader på markene, der du äst, och tala om dig med min fader; och hvad jag ser, det vill jag kungöra dig.
09130400ce	Och Jonathan talade det bästa om David med sinom fader Saul, och sade till honom: Konungen synde icke på sin tjenare David; ty han hafver intet brutit dig emot, och hans gerningar äro dig ganska nyttiga.
09130500ec	Och han hafver satt sitt lif i sina hand, och slog den Philisteen, och Herren gjorde en stor salighet helo Israel; det hafver du sett, och gladt dig deraf; hvi vill du då synda på ett oskyldigt blod, så att du dräper David utan sak?
091306005a	Då lydde Saul Jonathans röst, och svor: Så visst som Herren lefver, skall han icke dö.
0913070085	Då kallade Jonathan David, och sade honom alla dessa orden; och hade honom in för Saul, att han var för honom, såsom tillförene.
0913080086	Så kom åter ett örlig; och David drog ut, och stridde emot de Philisteer, och slog en stor slagtning; så att de flydde för honom.
0913090092	Men den onde Herrans ande kom öfver Saul, och han satt i sitt hus, och hade ett spjut i sine hand; så spelade David på strängerna med handene.
09130a00ad	Men Saul for efter att skjuta David igenom med spjutet i väggena; men han vek undan ifrå Saul, och spjutet for in i väggena; och David flydde, och undslapp i den nattene.
09130b00ea	Och Saul sände båd i Davids hus, att de skulle taga vara uppå honom, och om morgonen slå honom ihjäl; men Michal, Davids hustru, underviste det honom, och sade: Om du i natt icke undsätter dina själ, så måste du i morgon dö.
09130c005e	Så lät Michal honom neder genom ett fenster; och han gick sina färde, flydde, och undslapp.
09130d007d	Och Michal tog ett beläte, och lade det i sängena; och lade ett getskinn om dess hufvud, och öfvertäckte det med kläder.
09130e004d	Då sände Saul båd, att de skulle hemta David; men hon sade: Han är krank.
09130f0074	Då sände Saul båd, till att bese David, och sade: Bärer honom hitupp till mig med sängene, att han må dräpas.
0913100053	Då nu båden kommo, si, då låg belätet i sängene, och getskinn om dess hufvud.
09131100bb	Då sade Saul till Michal: Hvi hafver du bedragit mig, och släppt min fienda, att han skulle undkomma? Michal sade till Saul: Han sade till mig: Låt mig gå, eller jag slår dig ihjäl.
091312009b	Och David flydde, och undkom, och kom till Samuel i Rama, och sade honom allt det Saul honom gjort hade; och han gick bort med Samuel, och blefvo i Najoth.
091313003c	Och det vardt undervist Saul: Si, David är i Najoth i Rama.
09131400bf	Då sände Saul båd, att de skulle hemta David; och de sågo chorar med Propheter prophetera, och Samuel var deras tillsiare. Då kom Guds Ande uppå Sauls båd, så att de ock propheterade.
0913150078	Då det vardt Saul sagdt, sände han annor båd; de propheterade ock. Så sände han tredje båden; de propheterade ock.
09131600b9	Så gick han ock sjelf till Rama; och då han kom till den stora brunnen, som är i Sechu, frågade han, och sade: Hvar är Samuel och David? Då vardt honom sagdt: Si, i Najoth i Rama.
091317008f	Och han gick dit till Najoth i Rama; och Guds Ande kom också öfver honom; och han gick och propheterade, tilldess han kom till Najoth i Rama.
09131800b5	Och han drog också sin kläder af, och propheterade också för Samuel, och föll naken neder den hela dagen, och den hela nattena. Deraf säger man: Är ock Saul ibland Propheter?
09140100c2	Och David flydde ifrå Najoth i Rama, och kom och talade för Jonathan: Hvad hafver jag gjort? Hvad hafver jag misshandlat? Hvad hafver jag syndat för dinom fader, att han står efter mitt lif?
09140200db	Han sade till honom: Bort det! Du skall icke dö; si, min fader gör intet, hvarken stort eller litet, det han icke uppenbarar för min öron; hvi skulle då min fader dölja detta för mig? Det skall icke gå så till.
091403014c	Då svor David ytterligare, och sade: Din fader vet väl, att jag hafver funnit nåde för din ögon; derföre må han tänka, Jonathan skall intet veta häraf, på det han icke skall bedröfvas deraf; sannerliga, så visst som Herren lefver, och så visst som din själ lefver, det är icke mer än ett steg emellan mig och döden.
091404004b	Jonathan sade till David: Jag vill göra dig allt det ditt hjerta begärar.
09140500bb	David sade till honom: Si, i morgon är nymånad, att jag skall sitta till bords med Konungen; så låt mig betämma, att jag gömmer mig på markene allt intill aftonen på tredje dagen.
0914060098	Om din fader frågar efter mig, så säg: David bad mig, att han måtte löpa till sin stad BethLehem; förty det är ett årligit offer allo slägtene.
09140700a2	Är det så, att han säger: Det är godt; så står det väl med dinom tjenare; varder han ock vred, så varder du väl märkandes, att han hafver ondt i sinnet.
09140800cc	Så gör nu barmhertighet med dinom tjenare; ty du hafver med mig dinom tjenare gjort ett förbund i Herranom; är ock någor missgerning i mig, så dräp du mig, och låt mig icke komma inför din fader.
0914090088	Jonathan sade: Bort det ifrå dig, att jag skulle märka, att min fader hade i sinnet göra dig ondt, och jag icke skulle det säga dig.
09140a004a	David sade: Ho skall säga mig det, om din fader svarar dig något hårdt?
09140b005e	Jonathan sade till David: Kom, låt oss gå ut på markena; och de gingo både ut på markena.
09140c00d0	Och Jonathan sade till David: Herre Israels Gud, om jag utfrågar af minom fader i morgon och öfvermorgon, att det står väl till med David, och jag icke sänder till dig, och uppenbarar det för din öron;
