0100000009	Ïïjjïn
011b1b00c5	Aŋ ike wüükïn ti kä cokal aŋ muckene. Aŋ Icaak ŋääccä pin burŋu yeene, aŋ ike ŋüülkï, aŋ jaajjin ogo, “Pin minneni yeeni beel bata pin yiil yaana a ŋüülkïnï kä Pïṭo ye.
011b1c006c	Dalä Jooŋ ïkï iñey tuñ yen polloŋ ke cekkïtïn ŋommañ wiñe ke päk ḍiirken ke määk ḍiirken.
011b1d010f	Dalä ṭoŋ ïkï ñuugilini, aŋ iken ïkï ḍüŋkïtï ïñï, aŋ wäätci agä mügdo yen mädgic aŋ kaaynä miic dalä cäänna ïkï ḍüŋkïtï ïñï. Aŋ tuummu wäätï m'aka ïkï tuumgi ye ti, aŋ ŋüülkïn wäätï m'aka ïkï ŋüülkïtï ye ti.”
011b1e00a9	Aŋ kä ḍeeraŋ aŋŋi wääna Icaak ḍaŋŋee kä ŋüülkïn Yaagüüp, aŋ Yaagüüp kaaccee kä woo wäyen ti ye, i määden Ïïcü kääjin äräk ätä kiñuk.
011b1f00c4	Aŋ ike cäänna näŋŋä ginäämkä yaana ñabaŋ ye, aŋ äckene wäyen, aŋ jaajjin ogo, “Juwu ñaalok wäyo ämä yäŋŋä gin luum jïñe yeeni, nuŋko iñja kä ŋüülkïn yüünü.”
011b20007f	Aŋ taaji wäyen Icaak ogo, “Ïkï agä ŋaani?” Aŋ luuŋŋe ogo, “Ika agä minneni yüünü Ïïcü kaygon yüünü.”
011b2100e7	Aŋ Icaak yore tïïcïn kä yaac, aŋ jaajjin ogo, “A ŋaani ken ina attä kiññä waak luum jïñe, aŋ ickana kä ammä muure i batta mor ïkï ḍäägä aŋ ŋüülkünü yaanna! Ee, aŋ ike bi a ŋüülkïnï a gïtken.”
011b220098	Aŋ wääna Ïïcü tiiŋŋee jiik yaakka wäyen ti ye, i ike weekcin kä yaac kä jon pille, aŋ wäyen kiinne ogo, “Ŋüülkaa cäänna ay wäyo!”
011b230065	Aŋ kiini Icaak ogo, “Määdic äätin, aŋ ika mallaŋïngïn, aŋ ŋüülkïn yüünü koowne.”
011b240112	Aŋ Ïïcü jaajjin ogo, “Ike battä me ogo Yaagüüp a gïtken. Ike aŋŋi ika mallaŋïngïn ääŋke kä yew, kaykïtïn yeeni koowne, aŋ tiññaŋ ŋüülkïn yeeni koowe cäänna.” Aŋ taaññe ogo, “Ïkï batta agä büüccïnï ŋüülkïn yaana a yeeni ye?”
011b2500ca	Aŋ Icaak Ïïcü luuŋŋe ogo, “Ike ḍaŋŋa naŋŋä a mügdo yüünü, aŋ mädgen muure naŋŋä a kiinkä yeeke, aŋ iññä päk ke määk. Aŋ ïkï bi naŋeni ogoo tiññani minneni yeeni?”
011b26008b	Aŋ Ïïcü wäyen taaññe ogo, “Wäyo, ïkï cääygi ŋüülkïn a keelok? Wäyo ŋüülkaa cäänna!” Aŋ Ïïcü weekcin kä yaac.
011b270089	Aŋ wäyen Icaak ike luugi ogo, “Ïkï bi cääyä woo kaakic cekkïtïn yen ŋommañ wiñe ti, aŋ woo kaakic tuñ yen polloŋ jï ti.
011b2800b4	Aŋ ïkï bi cääyä kä gaaḍal yüünü, aŋ ïkï bi ñuugulu määdic ti, aŋ naana ïkï ṭäkä ḍüŋü teetcädä woo ye, i wiṇṇan yeene bi erci woo ḍoŋü ti.”
011b2900e6	Aŋ waan yaanja ti, ÏïcüYaagüüp putkene jï kä yaana wäyen Yaagüüp iññeeda kä ŋüülkïn ye. Aŋ Ïïcü jaay joni ti ogo, “Waan nüüjdüŋ tüwnü wäyo cokilin, aŋ wäättan määdo Yaagüüp bi nägä ḍok.”
011b2a00b6	Aŋ wääna Rïpga nüütkene daa me kä jiik minneni yeene mooye Ïïcü ye, i ike tuccin Yaagüüp ti, aŋ kiinne ogo, “Määdic Ïïcü ḍiigä jiik ogo, ïkï nägjïda ḍok.
011b2b0058	Jiik yeeki tiiŋä ṭeṭaŋ minneni yeeni. Juwu aŋ lüüdü määdo Laabaan ti Araan.
011b2c0038	Aŋ cääye ke ike kä ḍeeraŋ ke määdic jone lüye.
011b2d00a2	Aŋ naana ike jone lüynü, aŋ gin'a näŋgeneeda kä wiiṭṭe woo ye, i ïkï bi tuckeni ïkï ḍuuku. Ina kura ikee yääye muuric kä nïïnnä keellä?”
011b2e00ec	Aŋ Rïpga jaajjin Icaak ti ogo, “Üṇṇü yeeni putku jï kä määngä mä Haat. Naana Yaagüüp küjï iiŋ ṭulgu yek baan yaanni ti määngä mä Haat ti ye, bata määngä yek Ïïcü ye, päjjïdï iiñca yoku ika tüwü.”
011c010077	Aŋ IcaakYaagüüp bärkene ti, aŋ ŋüülkene aŋ kolle ogo, “Ïkï ŋana ḍijä ṭulgu yek mä Kanaan yaakki ti.
011c020067	Juwu atä Padaan Araam paa ba daan wääc Batüwïïl, aŋ ḍijä iiŋ wïca ṭulgu nääyic Laabaan.
011c030092	Jooŋ yaana Lïïṭït ye ïkï ŋüülkey, aŋ ïkï iñey merkälen kä ḍiräk, aŋ kaaynä yüükü ḍirä aŋ wäätï a ṭoŋ ḍiirken!
011c0400c1	Aŋ ïkï iñey ŋüülkïn yaana iññe Abrayiim ina, ke kaaynä yüükü nuŋko bi mükïï ŋommañ yaana cääyii kä batta a yüünü yaanni ye, a ŋommañ yaana iñi Jooŋ Abrayiim ye!”
011c0500ac	Aŋ Icaak Yaagüüp tucce woo, aŋ attä Padaan Araam cäyok ke nääyen Laabaan, a Rïpga määden minneni Batüwïïl a mä Araam, aŋ Rïpga a Yaagüüp ke Ïïcü meen.
011c0600a6	Aŋ Ïïcü ukcin gïtï ogo wäyen Icaak Yaagüüp ŋüülkenee aŋ tucce Padaan Araam ogo ḍijo iiŋ wïca, aŋ kollee ogo ŋana ḍijdo ṭulgu yek mä Kanaan ti.
011c070042	Aŋ Yaagüüp wäyen ke meen tiiŋgene, aŋ ḍakkä Padaan Araam.
011c08006c	Aŋ wäättan ooki gïtï Ïïcü ogo wäyen Icaak batta ṭäko ṭulgu yek mä Kanaan nänṭä yeenen ti.
011c0900f2	Aŋ Ïïcü ŋïïpcïn wäyen taaŋŋe Icämayiil ti, aŋ ḍiññä ṭulgu yek Icämayiil ti kä keelok ŋocce ti määnge ti aŋ iiŋe kïcconḍe battä me ogo Maalat, aŋ ike a Nabïyüüt käwen aŋ a ṭul Icämayiil minneni Abrayiim.
011c0a004a	Aŋ Yaagüüp kääjin woo baan mooye Bïïrcïba jï, aŋ üŋjïn Araan.
011c0b009a	Aŋ kä lütcïn äŋ ike ḍakkä ti nänṭä ba ŋerrä aŋ yuuttu ïñï wïca nïïnjïdï ïñï, aŋ kuññu pääm nääkcenee kä wiñe aŋ oodi.
011c0c00c3	Aŋ wääna ike oodene daa ye, i ike umgi lääggï cääyge ṭiiṭṭä yudit ŋommañ wic aŋ wiñe ḍakcïdï polloŋ jï aŋ malaŋŋi yek Jooŋ aajjïdï aŋ ḍüükïdï ïñï kä ike.
011c0d00e7	Aŋ Pïṭo yuuttu ṭiiṭṭä ti ñaalok, aŋ jaajjin ogo, “Ika agä Pïṭo, Jooŋ yen daan wääc Abrayiim aŋ Jooŋ yen wääc Icaak. Ŋommañ yaana nïïnïï kä yaanna a yüünü aŋ bi iñenii ïkï ke kaaynä yüükü.
011c0e0123	Aŋ kaaynä yüükü bi ḍirä batta lïïltä me kä paŋŋä bata ṭüüpon yek ŋommañ. Aŋ iken bi pïïrjï woo täŋkä ti muure ñomuk ke ŋäjäk ke ñaalok ke ïñï, aŋ äärgä tüggen yek ŋommañ wiñe muure bi käñï ŋüülkïn kä waan yüünü ikee ke kaaynä yüükü.
011c0f00d3	Aŋ ika ke ïkï aŋ ika ïkï bi tïïjeni ke nänṭ'a atii kä ye, aŋ ääŋkalaŋ ïkï bi ḍuugeni ke ŋommañ yaanni ti. Aŋ ïkï batta bi cakeni ke wakkä yaaka kiinnenii ye ḍääkkenii kä muure.”
011c100081	Aŋ Yaagüüp juwin ñaalok nïïnkä ti, aŋ jaajjin ogo, “A gïtken Pïṭo a nänṭä yaanni ti! Aŋ batta agä ŋïcon!”
011c110073	Aŋ ike booññu aŋ jaajjin ogo, “Nänṭä yaanni me yämde! A än Jooŋ inni aŋ a äntüke polloŋ jïñe.”
011c120088	Aŋ tïṇṇäŋänä aŋŋi Yaagüüp pääm yaana nääkkee kä wiñe ye, koowne aŋ yuutte a kolcan paydin aŋ puukkene wic ñownä.
011c130077	Aŋ nänṭä yaanja äkkene ogo Betalï. Aŋ aŋan nüütï ogo, “Än yen Jooŋ.” Aŋ kä on battä me ogo Lüüc.
011c140095	Aŋ Yaagüüp lïïttä aŋ jaajjin ogo, “Naana Jooŋ ke ika aŋ ika tïïñña wään yaanni ti aŋ naana ika iñña waak äämkä ke buruŋgu ye,
011c150067	aŋ naana ika ḍukcunu paa ba wäyo kä ŋïïbbïn ye, i wäättan Pïṭo bi wäätï a Jooŋ yeeni.
011c16008b	Aŋ kolcan paydin yaana yuuttu ñaalok yaanni bi wäätï a Än Jooŋ. Aŋ wakkä muure yaaka bi iña kä ye, ike bi iñä kä caycayni.”
011d01004d	Aŋ Yaagüüp wään yeene ceeññe ke ḍake ti ŋommañ mä ñommuŋŋu ti.
011d0200b0	Aŋ ike yurcin jïïn kä uttar ke kurku kä ḍäk yek ḍiik nïnok ïñï jïïn taaŋŋe ti kïïjï puukkin piik. Aŋ jïïn tüke a üüljïnï kä pääm mooye peŋŋä.
011d0300b9	Aŋ naana kurku ḍiik yoken ḍüülünü ti muure ye, i kaaydoni pääm ḍüljünü woo jïïn tük, aŋ ḍiik puukkunu piik, aŋ wäättan pääm ḍuukunu üüljünü jïïn tük.
011d040071	Aŋ kaaydoni taaji Yaagüüp ogo, “Ikee age mä wa mädgo?” Aŋ iken luukcin ogo, “Ikoon agon mä Araan.”
011d050078	Aŋ iken taaññe ogo, “Laabaan yaana daan wäyen a Nahüür ina ŋäjje?” Aŋ iken luukcin ogo, “Ee, ŋäjjon.”
011d0600ae	Aŋ iken taaji Yaagüüp ogo, “Ike yore ŋeraŋ?” Aŋ iken luukcin ogo, “Ee, ike yore ŋeraŋ. Daamjä a ṭuulle yeene Rahiil ina äätä kïdït kun ḍiik yaanja.”
011d0700a3	Aŋ ike luukcin ogo, “Wuuŋ mor a äŋ gïtï, batta mor a wuuŋ yen ḍüülïn ti kurku ḍiik nänṭä keellä. Ḍiik puukke piik, aŋ ḍuuke äämdük.”
011d0800a2	Aŋ iken luukcin ogo, “Ikoon batta lïïṭon, ke kurku ḍiik muure ḍäägene ti, aŋ wäättan pääm ḍüljon woo jïïn tük, aŋ ḍiik puukkon piik.”
011d09007d	Aŋ Yaagüüp por daa ïïñjïdï jayok ke iken ke Rahiil ḍääge ti i kïdït kun ḍiik yek wäyen aŋ ike ken a kaaydo.
011d0a00a3	Aŋ wääna Yaagüüp Rahiil yoorreeda kä ke kun ḍiik yek nääyen Laabaan ye, ike attä jïïn ti aŋ pääm ḍüljene woo, aŋ ḍiik nääyen puukkene piik.
011d0b0044	Aŋ wäättan Yaagüüp Rahiil muckene gimgin, aŋ weekcin kä yaac.
011d0c00a6	Aŋ Yaagüüp Rahiil nüütkene ogo ike agje ŋiiḍḍen ko wäyen ti, minneni yen woowen Rïpga. Aŋ Rahiil buurcin woo kä bïraŋ attä wäyen Laabaan nüütkene.
011d0d00fd	Aŋ kä bïraŋ aŋŋi wääna Laabaan tiiŋŋee kä ogo ñaakonḍe Yaagüüp ḍäägono ye, ike lüüṇṇü pärcete kä, aŋ kääŋŋe yok aŋ muckene gimgin, aŋ äbene ti paa. Aŋ Laabaan nüütkï Yaagüüp waak'a näŋŋä ḍuuggen muure ye.
011d0e0079	Aŋ Laabaan jaajjin ogo, “Ïkï agä gaani ke yïmgä yeeki a gïtken.” Aŋ Yaagüüp cääynä wïca ke näŋe paan.
011d0f009e	Aŋ LaabaanYaagüüp kiinne ogo, “Ïkï batta ñuugulu ika ti käpet ogo ïkï cokuleey ti cokal ika ti. Aŋ nüütkaa iñdin yüünü bi a ŋïṭṭä?”
011d10006a	Aŋ Laabaan cääygene ṭulge kä yewwe. Mooye battä me ogo Leya aŋ ḍeerconḍe battä me ogo Rahiil.
011d11004c	Aŋ Leya waŋge a bunin, aŋ Rahiil ŋeraŋ biilke ti ke üükïnene woo ti.
011d1200b2	Aŋ Yaagüüp Rahiil bilgene aŋ nääyen kiinne ogo, “Ïkï bi ñuugeleni yuungu kä ŋaṭükel naana ika iñdaa ṭüülü ḍeerconḍe Rahiil, wäätï a iiŋ yeeni ye.”
011d13008f	Aŋ Laabaan jaajjin ogo, “Iiñca ŋeraŋ iñenii kä ïkï, kä yaana iñä daa kä oon yaŋkalaŋ yaana a pare ye. Cääyä ke ika winni.”
011d140092	Aŋ Yaagüüp ñuugilin yuungu kä ŋaṭükel ogo Rahiil, aŋ yuungu yaakka yoorre belok bata nïïnkä ḍeewken kä yaana billee kä Rahiil ye.
011d15008f	Aŋ wäättan Yaagüüp Laabaan kiinne ogo, “Iiŋ yeeni iñjakä dalä koowu nïïnon kä. Nïïnkä yeeki yek ñuugula yeeni ḍaaŋŋä.”
011d16004e	Aŋ Laabaan näŋŋä ñäänkä, aŋ mäbaan barre muure ammani jonñamme ti.
011d170083	Aŋ wääna nänṭä cücülenee kä ye, i ike ṭuulṭule yeene Leya ken koowne aŋ ickene Yaagüüp, aŋ nïngïn ke Yaagüüp.
011d180051	Aŋ Laabaan kiingon yeene iiŋe Jïlpa iññe Leya ogo wääto ogo kiingon yeene.
011d1900d8	Aŋ wääna Yaagüüp cuuyenee kä tïṇṇäk aŋŋi ye, i kaññe a Leya! Aŋ Yaagüüp Laabaan taaññe ogo, “A ŋaaka inni näŋganaa kä yaanni? Ïkï ñuugeleneni ogo Rahiil! Aŋ ika maldaa ŋïngïn ina?”
011d1a0078	Aŋ Laabaan luukcin ogo, “Koowdin ṭuul ḍeerconḍe mooye ñome ti batta a näŋon ḍoŋe poñku bänkä yooko ti.
011d1b00a1	Nïïnkä ŋaṭükel yek yaanni por ḍaagä, aŋ ikoon menen bi ŋuckini kä cäänna naana ïkï ḍukcini ika ñuugalanaa yuungu kä ŋaṭükel ŋuca ye.”
011d1c00a6	Aŋ Yaagüüp näŋjin aŋan. Aŋ nïïnkä ŋaṭükel yaakka ḍaagi Yaagüüp Leya ti, aŋ wäättan Laabaan ṭuule Rahiil iññe Yaagüüp ogo wääto ogo iiŋe.
011d1d005a	Aŋ Laabaan kiingon yeene iiŋe Bila iññe ṭuulle Rahiil ogo wääto ogo kiingon yeene.
011d1e0088	Aŋ Yaagüüp nïngïn ke Rahiil cäänna, aŋ ike Rahiil bilge kä yaac kä Leya. Aŋ nääyen ñuugelene yuungu kä ŋaṭükel ŋuca.
011d1f0068	Aŋ wääna Pïṭo yuṭṭee Leya batta bilgene daa kä oore ye, naŋŋe giit aŋ Rahiil ken a burŋu.
011d2000c7	Aŋ Leya laaccä aŋ giiṇṇä minneni a oon aŋ äkkene yäṇtäŋ ogo Robïïn, a yaana jaajjenee kä ogo, “Pïṭo yuṭṭu pillä yeeni, aŋ wäättan tiññaŋ ika bi bilgana oon yeeni.”
011d2100df	Aŋ ike ŋuccin laaccä ŋuca, aŋ giiṇṇä minneni a oon. Aŋ jaajjin ogo, “Kä yaana Pïṭo tiiŋŋee kä ogo ika batta bilgada oori ye, ken inni iña kä minneni yaanni ŋuca.” Aŋ äkkene yäṇtäŋ ogo Camoon.
011d220101	Aŋ ike ŋuccin laaccä ŋuca, aŋ giiṇṇä minneni a oon. Aŋ jaajjin ogo, “Tiññaŋ waan yaanni ti oon yeeni bi yore määre ti ika ti, kä yaana gitkänä daa merkälen oogen kä ḍäk ye.” Aŋ ina ken äkkeeda kä yäṇtäŋ ogo Laawï yaanna.
011d2300db	Aŋ ike laaccä ŋuca, aŋ giiṇṇä minneni a oon. Aŋ jaajjin ogo, “Waan yaanni ti, ika bi mäŋä Pïṭo.” Aŋ ina ken äkkeeda kä yäṇtäŋ ogo Yahüüja yaanna. Aŋ wäättan ike yuuttu ïñï kä giidä.
011e0100bd	Aŋ wääna Rahiil yuṭṭee kä ike Yaagüüp batta agee kä gïtkïnï kä merkä ye, i ike käwen mämgene jï. Aŋ ike Yaagüüp kiinne ogo, “Iñja merkä, naana ye ika bi tüwü.”
011e02007a	Aŋ Yaagüüp pennä kä yaac kä Rahiil, aŋ taaññe ogo, “Ika agä Jooŋ, yaana ïkï ṭïïŋŋey kä merkä ye?”
011e030098	Aŋ kiini Rahiil ogo, “Kiingon yeeni Bila koowu aŋ nïïne kä, ike bi ika gitka merkälen, aŋ kä ike, ika bi cääygana kä merkälen cäänna.”
011e040053	Aŋ Rahiil kiingon yeene Bila ickene oore Yaagüüp bata iiŋe, aŋ nïïnnene kä.
011e050036	Aŋ Bila laaccä, aŋ Yaagüüp gitkene minneni a oon.
011e0600b2	Aŋ Rahiil jaajjin ogo, “Jooŋ ika jooñña kä ŋer, aŋ cäänna jiik yeeki tiiŋŋe, aŋ ika iñña minneni a oon.” Aŋ ina ken äkkeeda kä yäṇtäŋ ogo Ḍaan yaanna.
011e07005d	Aŋ kiingon yen Rahiil Bila ŋuccin laaccä ŋuca, aŋ Yaagüüp gitkene minneni a oon ŋuca.
011e080086	Aŋ Rahiil jaajjin ogo, “Kä yääññä teyconḍe ikoon näägonon ke käwo aŋ yoññu.” Aŋ äkkene yäṇtäŋ ogo Naptaalï.
011e090087	Aŋ wääna Leya yuṭṭee kä ike yuuttee kä ïñï kä giidä ye, ike kiingon yeene Jïlpa koowne, aŋ ickene Yaagüüp bata iiŋe.
011e0a003c	Aŋ Jïlpa kiingon yen Leya Yaagüüp gitkene minneni a oon.
011e0b0061	Aŋ Leya jaajjin ogo, “A ñaaynä ŋerconḍe ken äätin.” Aŋ äkkene yäṇtäŋ ogo Gaat.
011e0c0042	Aŋ Jïlpa kiingon yen Leya Yaagüüp gitkene minneni a oon ŋuca.
011e0d0081	Aŋ Leya jaajjin ogo, “Ika joni ñabaŋ, aŋ määngä ika bi bäärga ogo jon ñammä.” Aŋ äkkene yäṇtäŋ ogo Acïïr.
011e0e00c8	Aŋ nïïnkä errä päk ti Robïïn attä yiil jï, aŋ käññä jaan läñ beel bata tääkäräŋ yiil jï, aŋ ickene meen. Aŋ Rahiil Leya kiinne ogo, “Kura iñja jaan yen minneni yüünü.”
011e0f00d6	Aŋ Leya jaajjin ogo, “Ḍaŋŋa ïkï oon yeeni koowni, aŋ cäänna ṭäkkä jaan minneni yeeni koowdu?” Aŋ Rahiil jaajjin ogo, “Ike bi nïïn wïïrïn tiññaŋ ïkï ti rätä jaan minneni yüünü.”
011e1000e6	Aŋ wääna Yaagüüp ḍuuke kä yiil jï biigin ti aŋŋi ye, Leya attä pääkcin ike ti aŋ jaajjin ogo, “Ïkï nïïnä ika ti tiññaŋ ïkï rättenii kä jaan yen minneni yeeni.” Aŋ nïïnnene kä wïïrïn yaanja ti.
011e11005f	Aŋ Jooŋ Leya tiiŋgene aŋ laaccä, aŋ Yaagüüp gitkene minneni a oon wäätcete kä duuce.
011e120087	Aŋ Leya jaajjin ogo, “Jooŋ ika iñña a yaana kiingon yeeni iññädaa kä oon yeeni ye.” Aŋ äkkene yäṇtäŋ ogo Yacakïïr.
011e130068	Aŋ Leya ŋuccin laaccä ŋuca, aŋ Yaagüüp gitkene minneni a oon yaana wäätcete kä ḍüügük ye.
011e1400d1	Aŋ Leya jaajjin ogo, “Jooŋ ika iñña iññä ŋerconḍe. Aŋ tiññaŋ oon yeeni ika bi eemda kä yaana gitkänä daa minneni yaana wäätcete kä ḍüügük ye.” Aŋ äkkene yäṇtäŋ ogo Jabuloon.
011e150054	Aŋ wäättana ike giiṇṇä minneni a iiŋ aŋ äkkene yäṇtäŋ ogo Ḍïïna.
011e160037	Aŋ Jooŋ Rahiil payne, aŋ tiiŋgene aŋ naŋŋe giit.
011e17005f	Aŋ laaccä aŋ giiṇṇä minneni a oon. Aŋ jaajjin ogo, “Jooŋ loon yeeni aŋgene yok.”
011e18006a	Aŋ äkkene yäṇtäŋ ogo Yuucip. Aŋ jaajjin ogo, “Pïṭo yoku ika ŋucka ti minneni a oon ŋuca.”
011e190075	Aŋ wääna Rahiil gitee kä Yuucip ye. YaagüüpLaabaan kiinne ogo, “Kura äkkaa dalä ika atä paa baan yeeni ti.
011e1a0095	Dalä määngä yeeki koowu ke merkä yeeki yaaka ñuugelenenii kä ye, aŋ ika atä, kä yaana ŋäjjii kä ñuugulani yaaka näŋgenenii kä ye.”
011e1b00c7	Aŋ kiini Laabaan ogo, “Naana ïkï gïmmädä ye kura cääyä winni kä yaana ŋäjjänä daa kä ṭïrkïtïn ti ogo, Pïṭo ika ŋüülkanada ko nääŋkä yüükü yaaka naŋŋeey ika ti ye.
011e1c0036	Nüütkaa ñuugula carrä yüünü, aŋ bi iñenii.”
011e1d0070	Aŋ luugi Yaagüüp ogo, “Ŋäjjä ñuugulin yaana ñuugelenenii kä ye, aŋ ḍiik yüükü tïïññä ogoo.
011e1e00dd	Ïkï cääygi kä ḍeewaŋ, aŋ wääna äätänä kä ye i ḍiirin kä yaac. Pïṭo ïkï ŋüülkeney kä ika kä waak'a naŋŋä ye muure. Aŋ tiññaŋ a tooku ken bi mä äntüke yeeki äärä daa kä ñaalok?”
011e1f00d4	Aŋ Laabaan tääccin ogo, “A ŋaaka ken iñenii kä?” Aŋ Yaagüüp luukcin ogo, “Ïkï ŋana ika iñdaa ginkalaŋ, gin kä keelok ken näŋgaa kä, aŋ ika bi ceeñä kääjä ke tïïcä ḍiik yüükü.
011e2000eb	Dalä ika kaacä kurku ḍiik yüükü gïtï tiññaŋ, aŋ ika wääkä woo iken ti käbälgä ke ḍiik yaaka müücülaŋ ke yaaka pergaŋ muure ye, ke käbälgä yaaka ülaŋ ye muure. Aŋ iken bi wäätï a ñuugula carrä yeeni.
011e21012c	Eemdin yeeni ken bi nütü woo kä ika ñomuk, naana ïkï äätä ukcudu ñuugula carrä yeeni yaana iñdaa kä ye. Ḍiik muure yaaka batta müücülaŋ ke yaaka batta pergaŋ ke käbälgä yaaka batta ülaŋ ḍiik gïtï ke käbälgä gïtï ye, naana kañgä me ye bi pakä me ogo yek kalgin.”
011e22004f	Aŋ Laabaan jaajjin ogo, “Ŋeraŋ! Dalä wäätï bata yaana jaajjinii ye.”
011e230147	Aŋ nïïnnä yaanja ti Laabaan ḍiik oogen muure äbene woo yaaka cääygene äälgä ke yaaka pergaŋ ye, aŋ ke ḍiik määngen muure yaaka müücülaŋ ke yaaka pergaŋ ye, ke ḍiik määngen muure yaaka cääygene kä bowken yoken ti ye, ke käbälgälen muure yaaka ülaŋ ye. Aŋ müükkï Laabaan merkä oogen yeeke.
011e240083	Aŋ kuññu nïïnkä kä ḍäk päy jï waadgen ti ike ke Yaagüüp, aŋ Yaagüüp ceeñjin kääññä ḍiik Laabaan yakkalaŋ.
011e2500b9	Aŋ Yaagüüp kuññu jengä kimken yek garkä ti, jaan bumbay ke jaan battä me ogo, lüüc ke yaŋkalaŋ ogo dülüb, aŋ beeyne kä äälgä wotku bowken, nüütï bownu läcäŋgä.
011e2600b2	Aŋ ike läcäŋgä yaaka beeyne ye, ḍoocce kä ḍiik ñomgen ti kuun maaṇṇä pii ti nänṭ'a äätete mätene kä ḍiik ye, aŋ ḍiik yuugu naana äätïdï mätï ye.
011e27007d	Aŋ ḍiik yuugu kimkä ñomgen ti, aŋ ḍiik gïïtïdï woo ṭulgen yaaka yoken a äälgä ke müücülaŋ ke pergaŋ ye.
011e2800e7	Aŋ Yaagüüp käbälgälen yaakka kibbene woo pääken, aŋ ḍiik ñomgen ṭukke ḍiik yaaka yoken a äälgä ye ke ülken yaaka a yek Laabaan ye ti. Aŋ ike ḍoŋe kipkene woo kurku, aŋ batta agee ḍoocin ke ḍiik Laabaan.
011e290091	Aŋ naana ḍiik määngen teyken iiŋjin ye, i Yaagüüp ḍüccïdï läcäŋgä ḍiik ñomgen ti kuun jï, ogo yuugu ko cokal läcäŋgä ti.
011e2a006c	Aŋ yaaka bämaŋ ye batta ḍuckede läcäŋgä. Aŋ bämken a yek Laabaan, aŋ teyken ken a yek Yaagüüp.
011e2b009b	Ken ina Yaagüüp wäätee agee kä ceeggon kä yaac yaanna, aŋ cääyge ḍiik ḍiirken, ke kiinkä määngen ke oogen, ke kälämgä ke tüürüŋŋï.
011f0100a8	Aŋ Yaagüüp tiiŋŋä ogo merkälen Laabaan jaygo ogo, “Yaagüüp waak yaaka a yek wäyo ye koowne muure, aŋ a waak wäyo ken käññee cekkïtïn yaanna muure.”
011f020041	Aŋ yoori Yaagüüp ike batta bilgänä Laabaan bata wääna ina.
011f030071	Aŋ Pïṭo Yaagüüp kiinne ogo, “Ḍukcu baan yen wäygic ti, ke yen mä yüükü ti, aŋ ika bi ke ïkï.”
011f04005c	Aŋ Yaagüüp tuccin aŋ Rahiil ke Leya bärkene woo nänṭ'a kääjee kä ḍiik yeeke ye.
011f050077	Aŋ iken kiinne ogo, “Yoorru wääc ŋuca ika batta bilga jone ti bata wääna ina. Aŋ Jooŋ yen wäyo ke ika kamat.
011f060031	Ŋäjje wääc ñuugulunu kä teynä yeeni muure.
011f0700a5	Aŋ wääc ṭääkcin ika mallaŋïngïn aŋ ñuugula carrä yeeni aakdene yok ääŋke caaydin, aŋ Jooŋ ike batta gïmkätä kä näŋgin ika nääŋkä yaackä.
011f080128	Aŋ naana ike jaajjï ogo, ‘Ḍiik müücülgü ken bi a ñuugala carrä yüünü ye,’ i muure gitä woo ṭulgen müücülaŋ. Aŋ naana jaajjï ogo, ‘Ñuugula carrä yüünü bi wäätï a ḍiik yaaka cäygene äälgä ye,’ i ḍiik muure gitä woo ṭulgen yaaka cäygene äälgä ye.
011f090042	Aŋ Jooŋ ḍigärgä yek wääc koojjene woo, aŋ iñña kä ika.
011f0a00b7	“Aŋ waan yaana yuugene kä ḍiik ye ika läkkä aŋ däämjänä ñaalok, aŋ ika yurcunu ñukku yaaka yoken a äälgä aŋ müücülaŋ aŋ pergaŋ ye, yuugu ke ḍiik määngen.
011f0b0068	Aŋ malak yen Jooŋ ika kiinna kä lääggï ogo, ‘Yaagüüp!’ Aŋ luuŋŋu ogo, ‘Haa ika inni!’
011f0c00e6	Aŋ ike jaajjin ogo, ‘Däämjä ñaalok aŋ yoorci ñukku yaaka yoken a äälgä aŋ müücülaŋ aŋ pergaŋ yaakca ti, yuugu ke ḍiik määngen, kä yaana nääŋkä yaaka näŋkiti kä Laabaan yaakka yooddu daa kä muure ye.
011f0d00be	Ika agä Jooŋ yaana üükïn woo Betalï ina, yaana cückïnïï yok kolcan paydin aŋ lïïtkanaa kä ina. Aŋ juwu aŋgä yorü baan yaanni jï aŋ ḍukcu baan yen mä yüükü ti.’”
011f0e0053	Aŋ Rahiil ke Leya luukcin ogo, “Baati gin'a a büccïnï yädon paa ba wäyo ye.
011f0f004e	Aŋ ikoon naŋŋon bata boorgu, aŋ ikoon yääjjonon woo aŋ tiil yooko amme.
011f100082	Cekkïtïn muure yaaka koojji woo Jooŋ wäyo ti ye a yooko ke merkälen yooko. Aŋ wakkä muure yaaka kiinini Jooŋ ye naŋä.”
011f11004f	Aŋ Yaagüüp juwin ñaalok, aŋ merkälen yeeke ke määnge taappe kälämgä.
011f120095	Aŋ ḍigärgä yeeke muure kïïtte ñome ti, ke wakkä yeeke muure yaaka kaññe Padaan Araam ye, aŋ attä wäyen Icaak ti ŋommañ mä Kanaan ti.
