0100000007	Jenesis
0a061300e2	Egha Devit dagheba isa bar gumazamizibagh anɨngi. Gumaziba ko amiziba vaghvagha bret ko asɨzir tuzir me avimɨn tueziba ko wainɨn ovɨzir me apuziziba, me bar ada ini. Me da inigha gɨvagha, me uamategha uan nguibabar ghue.
0a061401af	Ezɨ Devit uamategha uan dɨpenimɨn ghugha, uan ikɨzim deragh me damuasa, Ikiavɨra Itir Godɨn azangasava ami. Ezɨ Solɨn guivim Mikal dɨpenim ategha azenan iza Devit mɨgɨa ghaze, “Ame, Israelian atrivim uan ziar ekiam akakagha, bibiamra bar deraghavɨra uabɨ fakuri. Ezɨ an ingangarir gumazir dapanibar, ingangarir amizir kɨniba bar an gani. Nɨn arazir kam, mati gumazir nɨghnɨzir aghuiba puvatɨzim amir arazim.”
0a0615013f	Ezɨ Devit kamaghɨn a ikaragha ghaze, “Kɨ ziar ekiam isa Ikiavɨra Itir Godra danɨngasa an damazimɨn ighiam banga uabɨ fa uabɨ akuri. A uabɨ nɨn afeziamɨn ikɨzimɨn danganim inigh na danɨngasa na ginabazɨ, kɨ an gumazamizibar dapanimɨn ikiam, kar Israelia. Ezɨ kɨ an ziam fasa ighiabagh amuavɨra iti.
0a06160099	Kɨ uan ziam bar anebɨragh, egh an damazimɨn pura bizir kɨnimɨn mɨn ikiam. Eghtɨ ingangarir amizir nɨ mɨgeir kaba, me ziar ekiam na danɨngam.”
0a0617005e	Ezɨ bizir kam bangɨn, Solɨn guivim Mikal, a borir tam batezir puvatɨgha ikia ghuava areme.
0a070100c2	Dughiar maba gɨvazɨma, Ikiavɨra Itir God, Atrivim Devit gamizɨ, apanir an okariziba ua izava a ko mɨsozir puvatɨ. Kamaghɨn amizɨ, a uan dɨpenimɨn bar deravɨram aperaghav ikia avughsi.
0a070200e8	Egha atrivim kamaghɨn akam inigha izir gumazim Natan mɨgei, “Kɨ dɨpenir aghuir me sidan temebar ingarizim gaperaghav iti. Ezɨ Godɨn Akar Dɨkɨrɨzir Gavgavimɨn Boksiam, a purirpenimɨn iti. Bizir kam ti derazir puvatɨ.”
0a07030092	Ezɨ Natan atrivim ikaragha ghaze, “Ikiavɨra Itir God nɨ ko iti. Kamaghɨn bizir tizim nɨn nɨghnɨzimɨn izi, nɨ a damusɨ puram a damu.”
0a0704003f	Ezɨ dɨmagarir kamɨn, Ikiavɨra Itir God Natan mɨgɨa ghaze,
0a070500a1	“Nɨ mangɨ nan ingangarir gumazim Devit mɨkɨm suam: Ikiavɨra Itir God ghaze, nɨ nan Dɨpenir kɨ aven ikiamimɨn ingaramin gumazir kɨ mɨsevezim puvatɨ.
0a07060092	“Kɨ dɨpenir ekiabar aven itir puvatɨ. Dughiar kɨ Isipɨn ua Israelia inizimɨn, kɨ tintinibar zuir dughiaba, kɨ Purirpenimɨn averara iti.
0a070700c7	Kɨ danganir avɨribar Israelia, ia koma aruava, kamaghɨn ian gumazir dapanir kɨ mɨsevezir tamɨn azarazir puvatɨ, ‘Nɨ tizim bagha na bagha temer sidan dɨpenir tamɨn ingarizir puvatɨ?’”
0a0708010f	Egha Ikiavɨra Itir God ua Natan mɨgɨa ghaze, “Nɨ kamaghɨn nan ingangarir gumazim Devit mɨkɨm: Kɨ Ikiavɨra Itir Godɨn Gavgaviba Bar Itim, nɨ sipsipbagh eghuva dar garir dughiamɨn, nɨ nan gumazamiziba Israelia, men gumazir dapanimɨn ikiasa kɨ nɨ amɨsefe.
0a070900ba	Nɨ zuir danganiba bar, kɨ nɨ ko iti. Egha kɨ nɨn apaniba abɨrazɨma, nɨ me gasɨghasɨki. Nguazir kamɨn gumazibar ziaba ekevezɨ moghɨn, kɨ nɨn ziam damightɨ a bar ekevegham.
0a070a0214	Kɨ uan gumazamiziba Israelia bagha nguazir mam amɨsefe. Kɨ an me arightɨ, me uan nguibamɨn mɨn deraghvɨra a dapiagh ikɨva uam atiatingan kogham. Eghtɨ gumazir kuraba fomɨra me gamizɨ moghɨn, ua me damuan kogham. Ian ovaviba fomɨra nguazir kam inizir dughiamɨn ikegha, iza kɨ ia bagha mɨsevezir gumazir dapanibar dughiamɨn, ian apaniba ia gasɨghasɨghavɨra iti. Ezɨ datɨrɨghɨn kɨ apanibar tuaviba apɨrightɨ, me ua me gasɨghasɨghan kogham. Kɨ nɨn adarazi ateghtɨ, me ikɨva nɨ bagh ovavir boriba batam.
0a070c00a4	“Nɨ aremeghtɨ, me nɨ afaghamin dughiamɨn, kɨ nɨn boribar tongɨn otarir tam amɨseveghtɨ, an atrivir gavgavimɨn otoghtɨ, bizitam a dɨkabɨraghan kogham.
0a070d0087	Atrivir kamra, a na bagh Dɨpenimɨn ingaram. Eghtɨ kɨ an ovavir boribar amightɨ, me gɨn atrivibar ikɨ gavgavigh mamaghɨra ikiam.
0a070e00cb	Eghtɨ kɨ uabɨ ia inigh, egh ian Afeziamɨn mɨn ikɨtɨ, ia nan borimɨn mɨn ikiam. Egh an arazir kuram damightɨ kɨ mɨzazim a gasegham. Mati afeziam uan borim mɨzazim a gasi moghɨn kɨ a damuam.
0a070f0086	Egh kɨ zurara an apangkuvam. Kɨ faragha Sol batoghezɨ nɨ an danganim inizɨ moghɨn, kɨ akɨrim ragh an otarim gasaraghan kogham.
0a07100077	Eghtɨ nɨn adarazi gɨvaghan kogham. Kɨ nɨn ikɨzimɨn aven gumazibar amutɨ, me atrivibar otiv mamaghɨra ikiam.”
0a07110068	Natan Ikiavɨra Itir Godɨn akaba baregha gɨvagha, ghua God an akazir biziba bar dar gun Devit mɨkeme.
0a0712013d	Atrivim Devit, Ikiavɨra Itir Godɨn akam baregha gɨvagha, an Purirpenimɨn aven ghugha an damazimɨn kamaghɨn a ko mɨgei, “O Ikiavɨra Itir God, nan Ekiam, kɨ tina, nɨ arazir aghuir avɨribar na gami. Ezɨ kɨ uan adarazi ko, e ziar ekiaba puvatɨ. Ezɨ nɨ fomɨra deraghavɨra na gamua iza datɨrɨghɨn tu.
0a0713014a	O Ikiavɨra Itir God, nɨ ghaze, arazir aghuir nɨ e gamizir kaba ti nɨn damazimɨn bizir muziariba, egha nɨ arazir igharazir mamɨn ua na gami. Nɨ uan ingangarir gumazimɨn ovavir borir gɨn otivamibar amuamin bizimɨn gun na mɨkeme. O Ikiavɨra Itir God kɨ gumazir kɨnim, ezɨ nɨ bar bizir ekiabar amuasa dar nan akakasi.
0a07140087	Kamaghɨn amizɨ, Ikiavɨra Itir God, nan Ekiam, kɨ manmaghɨn nɨ mɨkɨmam? Kɨ nɨn ingangarir gumazim, ezɨ nɨ na gɨfogha gɨfa.
0a07150083	Nɨ uan ifongiamɨn gɨn ghua uan ingangarir gumazim bagha bizir ekiar kam gami. Egha nɨ uan akar dɨkɨrɨzir ekiaba nan akakasi.
0a071600a4	O Ikiavɨra Itir God, en Ekiam, nɨn gavgavim bar ekevezɨ, tav ua nɨn mɨn itir puvatɨ. E uan inazibar akatoribar oraghizɨ moghɨn, nɨ uabɨra bar guizɨn God.
0a071701cc	E Israelia Isipɨn kalabusɨn itima nɨ uam e ini, egha nɨ e gamizɨ e nɨn gumazamizibar otifi. Kamaghɨn amizɨ, nguazir kamɨn gumazamizir igharaziba me, e nɨn gumazamizibar mɨn garir puvatɨ. E nɨn gumazamiziba kantrin kamɨn otogha itima, nɨ bizir aghuiba ko bizir ekiar avɨribar en akura. Nɨ gumazamizir igharaziba batuegha men asebagh asɨghasɨghizɨ, e iza men nguazim ini. Kamaghɨn amizɨ kantriba bar dar gumazamiziba ziar ekiam nɨ ganɨdi.
0a0718007d	O Ikiavɨra Itir God, nɨ Israelia e gamizɨ, e zurara kamaghɨra nɨn gumazamizibar ikiam. Eghtɨ nɨ uabɨ en Godɨn ikiam.
0a071900ab	“O Ikiavɨra Itir Godɨn Gavgavim, nɨ uan ingangarir gumazim, ko an adarazi bagha amizir akar dɨkɨrɨzir kam, kɨ kamaghsua, nɨ a damightɨ a zurara kamaghɨra ikɨ.
0a071a00d8	Eghtɨ gumazamiziba bizir nɨ amir kabar ganɨva, ziar ekiam nɨ danɨngam. Egh me mɨkɨm suam, ‘Ikiavɨra Itir Godɨn Gavgaviba Bar Itim a Israelian God.’ Egh nɨ zurara nan adarazir amutɨ me atrivibar otivam.
0a071b00e4	Ikiavɨra Itir Godɨn Gavgaviba Bar Itim, nɨ Israelia en God. Nɨ kamaghɨn nan aka, nɨ nan ovavir boribar amutɨ, me zurara gavgavigh ikiam. Kamaghɨn amizɨ, kɨ nɨn ingangarir gumazim, kɨ nɨ ko mɨkɨman atiatir puvatɨ.
0a071c00e2	“O Ikiavɨra Itir God, nɨ nan Ekiam, nɨ uabɨ guizbangɨra God, nɨ uan akar dɨkɨrɨzibar gɨn ghua biziba bar dagh ami. Egh nɨ uan ingangarir gumazim bagha akar dɨkɨrɨzir aghuir kam a damutɨ, a guizbangɨram otogh.
0a071d00fc	O Ikiavɨra Itir God, nɨ nan Ekiam, kɨ nɨn ingangarir gumazim, kɨ kamaghɨn ifonge, nɨ akar dɨkɨrɨzir kam gɨnɨghnɨgh, egh nan ikɨzim deraghvɨra me damu. Eghtɨ ovavir borir nan gɨn izamiba, nɨn damazimɨn ikɨ zurara kamaghɨra ikiam.”
0a080100ab	Ezɨ gɨn, Devit uan mɨdorozir gumaziba ko ghua ua Filistiaba ko mɨsosi. Egha me Filistiabav sogha me abɨni, kamaghɨn amizɨ, Filistiaba ua Israelia gativazir puvatɨ.
0a08020183	Egha gɨn, Devit ua uan mɨdorozir gumaziba ko ghua Moapia mɨsogha me abɨni. A men mɨdorozir gumaziba gaghora me mɨgeima, me 3plan bɨzir ruaribar nguazim gireghav iti. Egha a gumazir bɨzir faragha itiba ko bɨzir namba 2ɨn itibav gɨa ghaze, me aremegham. Egha namba 3ɨn gumazir bɨzim mɨgɨa ghaze, me aremeghan kogham. Ezɨ Moapia Devitɨn apengan ikia dagɨaba isa a ganɨdi.
0a0803016b	Ezɨ Devit uan mɨdorozir gumaziba ko ghua kantri Soban atrivim ko mɨsosi, an ziam Hadateser, a Rehopɨn otarim. Soba, a Sirian kantrin nguibar ekiar mam. Dughiar kamɨn Hadateser uan mɨdorozir gumaziba inigha apanibav soghasa ghua, Yufretisɨn Fanemɨn amadaghan nguazir otevitam ua bagh a iniasa zui. Ezɨ Devitɨn adarazi me batogha, mɨdorozimɨn me abɨni.
0a0804011c	Egha Devit Hadateserɨn mɨdorozir gumazir avɨriba ini. A 20,000plan mɨdorozir gumaziba isa, 1,700plan mɨdorozir gumazir hoziabagh apiaghira mɨsoziba ini. Egha Devit uaghan, 100plan karisbagh etuir hoziaba ini. A uaghan hoziar igharazibar suer agɨriba aghorezɨ, da daruan ibura.
0a080500d4	Dughiar kamɨn Sirian Damaskusɨn nguibar ekiamɨn itiba, Me Atrivim Hadateserɨn akuragha mɨsoghasa ghue. Ezɨ Devit uan mɨdorozir gumaziba ko, me Sirian mɨdorozir gumazir 22,000plan mɨsoghezɨ me ariaghire.
0a080600ea	Ezɨ Devit uan mɨdorozir gumaziba Sirian kantrin tintinibar me arɨki. Ezɨ Sirian gumazamiziba Devitɨn apengan ikiava dagɨaba isa a ganɨdi. Danganir Devit mɨsoghasa zuiba bar, Ikiavɨra Itir God an akurvazima, an apaniba abɨri.
0a08070082	Devit garima, Hadateserɨn mɨdorozir gumazir dapaniba golɨn ingarizir oraba ateri. Ezɨ David orar kaba inigha Jerusalemɨn ghu.
0a08080059	A uaghan, Hadateserɨn nguibar ekiamning Beta, ko Berotai, aningɨn brasɨn avɨriba ini.
0a0809005e	Kantri Hamatɨn Atrivim Toi, an orazi, Devit Hadateserɨn mɨdorozir gumaziba abɨnigha gɨfa.
0a080a01e8	Dughiar avɨribar Hadateser faragha Toin apanim gami. Kamaghɨn amizɨ, Devit Hadateserɨn mɨsoghezir bizim bagha, Atrivim Toi bar akonge. Kamaghɨn Toi, uan otarim Joram, Devit bagha anemada. Egha a mɨgɨa ghaze, “Nɨ mangɨ nan dughiar aghuim a danɨngigh. Egh kamaghɨn a mɨkɨm suam, Kɨ orazi, nɨ Hadateser abɨragha gɨfa. Kamaghɨn amizɨ, kɨ bizir nɨ amizir kam bagha bar akonge.” Ezɨ Joram Devit bagha ghua bizir aghuir me gol ko silva ko brasɨn ingariziba a ganɨdi.
0a080b00c1	Ezɨ Devit bizir aghuir kaba inigha Ikiavɨra Itir Godɨn ziam fasa dagh inaba, eghtɨ da God baghvɨra ikiam. A kantrin igharaziba bar dav sogha inizir golba ko silvaba, a kamaghɨra dagh ami.
0a080c006f	Devit Idomia ko Moapia, Amonia, Filistia, Amalekia, ko Soban Atrivim Hadateser, a me da gol ko silvan kaba ini.
0a080d00e5	Devit gɨn uan mɨdorozir gumaziba ko Idomia ko mɨsoghasa, Danganir Zarir Amangsɨzir Avɨrim Itimɨn ghu. Egha me Idomian 18,000plan gumazibav soghezɨ me ariaghire. Ezɨ gumazamiziba akar kam baregha ziar ekiam Devit ganɨngi.
0a080e00ec	Ezɨ Devit uan mɨdorozir gumaziba kantri Idomɨn tintinibar me arɨki. Ezɨ Idomian gumazamiziba Devitɨn apengan ikiava, dagɨaba isa a ganɨdi. Danganir Devit mɨsoghasa zuiba bar, Ikiavɨra Itir God an akurvazima, an apaniba abɨri.
0a080f0056	Devit Israelia bar me gativagha, guizɨn arazibar deraghavɨra uan gumazamizibagh ami.
0a0810008b	Seruian otarim Joap, a mɨdorozir gumazibar dapanim. Ezɨ Ahilutɨn otarim Jehosafat, a gavmanɨn akɨnafariba osirir gumazir faragha zuim.
0a081100ab	Ezɨ Sadok ko Ahimelek, aning ofa gamir gumazimning. Sadok, a Ahitupɨn otarim, ezɨ Ahimelek, a Abiatarɨn otarim. Ezɨ Seraia, an atrivimɨn akɨnafariba osirir gumazim.
0a081200b4	Ezɨ Jehoiadan otarim Benaia, a Devit geghuvir mɨdorozir gumazibar gumazir dapanim. Kar Keret ko Peletɨn adarazir gumaziba. Ezɨ Devitɨn otariba me ofa gamir gumazibar mɨn iti.
0a090100c6	Dughiar mam Devit kamaghɨn gumazibar azara, “Solɨn adarazir gumazitaba ikiavɨra iti, o puvatɨ? Tarazi ikɨtɨma, kɨ deragh me damuasa. Kɨ Jonatan na gamizir apangkuvir arazim ikarvaghasa.”
0a090200fc	Dughiar kamɨn Solɨn adarazir ingangarir gumazir mam iti, an ziam Siba. Me atrivimɨn ganasa an dia, ezɨ a ghua atrivim batozɨma atrivim kamaghɨn a mɨgei, “Nɨn ziam Siba?” Ezɨ a ghaze, “Are, gumazir ekiam, kɨ nɨn ingangarir gumazimra.”
0a09030104	Ezɨ atrivim Siban azara, “Solɨn adarazir tarazi ua ikiavɨra iti o puvatɨ? Tarazi ikɨtɨ, kɨ Godɨn apangkuvir arazim men akakaghasa.” Ezɨ Siba kamaghɨn Devit mɨgei, “Jonatanɨn otarir vamɨra ikiavɨra ikia, egha an dagarimning uaghara ikufi.”
0a09040093	Ezɨ atrivim an azara, “A managh iti?” Ezɨ Siba a mɨgɨa ghaze, “A Lodebarɨn nguibar ekiamɨn Amielɨn otarim Makirɨn dɨpenimɨn iti.”
0a0905009b	Ezɨ atrivim kamaghɨn oregha, gumazir maba amadazɨ me ghua Lodebarɨn nguibar ekiamɨn Amielɨn otarim Makirɨn dɨpenimɨn otogha otarir kam inigha izi.
0a0906013f	Otarir kamɨn ziam Mefiboset, a Jonatanɨn otarim egha Atrivim Solɨn igiavotarim. A izav otogha, uan tevimning apɨrigha aviragha guam nguazimɨn mɨtua, egha ziar ekiam Devit ganɨngi. Ezɨ Devit an mɨgɨa ghaze, “Aruer aghuim, Mefiboset.” Ezɨ Mefiboset ghaze, “Kɨrara, kɨ nɨn ingangarir gumazir kɨnim.”
0a090700f8	Ezɨ Devit a ikaragha ghaze, “Kɨ nɨn afeziam Jonatan gɨnɨghnɨghavɨra iti. Egha a bangɨn kɨ apangkuvir arazimɨn nɨ damuam. Kamaghɨn amizɨ, nɨ atiatingan markɨ. Egh nɨ zurara nan dɨpenimɨn izɨ na ko nan dagher dakozimɨn damam.”
0a090800de	Ezɨ Mefiboset ua uan tevimning apɨrigha aviragha, uan guam nguazimɨn mɨtuagha ghaze, “Atrivim, nɨ bizir tizim bagh arazir aghuir kamɨn na damuasa? Kɨ pura bizir kɨnim. Kɨ mati afiar aremezir kuamɨn mɨn iti.”
0a090900fe	Egha Mefiboset ghugha gɨvazɨ, Atrivim Devit, Solɨn ingangarir gumazim Siban diazɨ a izima, a kamaghɨn a mɨgei, “Nɨn gumazir ekiam Sol uan adarazi ko, men nguaziba ko biziba bar, kɨ da isɨva Mefibosetɨn dafarim darɨgham. A Solɨn igiavotarim.
0a090a016a	Eghtɨ nɨ uan otariba ko ingangarir gumaziba ko, ia nguazir kamɨn azenibar ingar. Egh ia dagher azenibar dagher mɨtɨghiziba asigh da inigh izɨ. Eghtɨ arazir kamɨn, nɨn gumazir ekiamɨn adarazi dagheba ikiam. Eghtɨ Mefiboset uabɨ, zurara izɨ na ko nan dagher dakozimɨn damam.” Dughiar kamɨn, Siba 15plan otariba ikia 20plan ingangarir gumaziba iti.
0a090b00e7	Ezɨ Siba kamaghɨn Devit mɨgei, “Atrivim, nɨn nan gumazir ekiam, bizir nɨ damuasa na mɨkemeziba, kɨ bar dar amuam.” Bizir kamɨn gɨn, Mefiboset ghuava atrivim ko an dagher dakozimɨn api, egha mati atrivimɨn otarir mam.
0a090c00a5	Mefiboset otarir igiar mam iti, an ziam Mika. Dughiar kamɨn, Siban dɨpenimɨn itir adarazi ko an ingangarir gumazamiziba me bar, Mefiboset bagha ingangaribagh ami.
0a090d008a	Ezɨ Mefiboset uabɨ Jerusalemɨn ikia, zurara Atrivim Devit ko an dagher dakozimɨn apa a ko iti. Mefibosetɨn dagarimning uaghara ikufi.
0a0a01005f	Bizir kamɨn gɨn, Amonian atrivim aremezɨ, an otarim Hanun an danganim inigha atrivimɨn oto.
0a0a0200f8	Ezɨ Devit ghaze, “Kɨ arazir aghuimɨn Hanun damuam, mati an afeziam Nahas faragha arazir aghuimɨn na gami.” Kamaghɨn amizɨ, Devit apangkuvir mɨgɨrɨgɨabar Hanunɨn mɨkɨmasa uan abuir gumazir maba amada. Ezɨ me ghua otozir dughiamɨn,
0a0a03012b	kantri Amonian gumazir dapaniba uan atrivim mɨgɨa ghaze, “Nɨ ti ghaze, Devit abuir gumazir kaba amadazɨ, me ziar ekiam nɨn afeziam danɨngasa ize? Bar puvatɨ. A me amadazɨ me modogh en nguibar ekiam getiva an ganasa oda ize. Egh me gɨn uan mɨdorozir gumaziba ko izɨ e gasɨghasɨgham.”
0a0a0400fd	Ezɨ Hanun akar kam baregha, Devitɨn abuir gumazibar suigha, men ghuamasɨziba vaghvagha dar vuebagh isegha vueba ataki. Egha uaghan men korotiar ruariba arɨghara da aghorezɨ da bar otefe, ezɨ men mɨtiarakaba azenimra iti. Egha me amadazɨ me ghue.
0a0a05011a	Ezɨ abuir gumazir kaba bar aghumsigha, uamategh uan nguibabar mangan aghua. Ezɨ Devit Hanun amizir bizir kam baregha, kamaghɨn abuir gumazir kaba bagha akam amaga ghaze, “Ia Jerikon nguibar ekiamra ikɨ mangɨtɨ ian ghumasɨziba uam otivigh gɨvaghtɨ ia Jerusalemɨn izɨ.”
0a0a060219	Ezɨ Amonia kamaghɨn fo, me Devitɨn gumazibagh amizir bizir kam bagh, a bar men anɨngaghegham. Kamaghɨn amizɨ, me nguibar avɨrir kabar mɨdorozir gumaziba bagha akaba amangi. Egha me Sirian kantrin aven itir nguibar ekiamning, Betrehop ko Soban mɨdorozir gumazitaba iniasa, me ko akam akɨrasa ghue. Ezɨ me Amonian akurvaghasa 20,000plan mɨdorozir gumaziba amada. Ezɨ me ua Topɨn nguibar ekiamɨn mɨdorozir gumazir 12,000pla ini. Egha me ua uarir akurvaghasa, 1,000plan mɨdorozir gumaziba bagha Makan atrivim ko akam akɨri.
0a0a07008b	Ezɨ Devit orazi, Amonia uan mɨdorozir gumaziba bar me akufa. Egha a Joap ko mɨdorozir gumaziba bar me amadazɨ, me me ko mɨsoghasa zui.
0a0a0800e4	Ezɨ Amonia uan nguibar ekiamɨn azenan izegha mɨsoghasa uari arɨgha, dɨvazimɨn tiar akamɨn boroghɨn tuivighav iti. Ezɨ Siriaba ko Topia ko Makaba, me uarira dadar torimɨn tuivighav iti. Egha mɨsoghasa uari arɨgha iti.
0a0a090137	Ezɨ Joap apanir kabar ganigha fo, mɨdorozir gumazir okoruar pumuning, vong ko vong sara dɨkavigh izɨ a ko mɨsogham. Kamaghɨn amizɨ, a Israelian gumazir gavgavir deragha mɨsozir maba amɨsevegha me isa, dadar torimɨn itir apanir kabar arava bɨzimɨn me afe. Egha a uabɨ men dapanimɨn ikia faragha tu.
0a0a0a00b6	Egha a uan dozim Abisai amɨsevezɨ, a mɨdorozir gumazir igharazibar faragha zui. Egha Amonian mɨdorozir gumazibar arava men boroghɨn uan mɨdorozir gumaziba bɨzimɨn me afa zui.
0a0a0b00ce	Egha Joap kamaghɨn Abisai mɨgei, “Nɨ gantɨ, Sirian mɨdorozir gumaziba e adugh mangɨ e abɨnsɨ damutɨ, ia izɨ en akuragh. Eghtɨ Amonia ia adugh mangɨ ia abɨnsɨ damutɨ, e mangɨ ian akuragham.
0a0a0c00c8	Ia atiatingan markɨ! E uan gumazamiziba ko nguibar ekiar God e ganɨngiziba bagh nɨghnigh pamtemɨn mɨsogham. Eghtɨ Ikiavɨra Itir God damuasa ifongezir bizir aghuim a mar guizbangɨrama otogh.”
0a0a0d005a	Egha Joap uan mɨdorozir gumaziba ko Siriabav soghasa ghua garima, me ara tintinibar ghue.
0a0a0e00e1	Ezɨ Amonia gari, Siriaba arima, me uaghan Abisain adarazir damazimɨn ara ghua uan nguibar ekiam avɨnizir dɨvazir ekiamɨn aven monge. Ezɨ Joap pura Amonia ategha uan mɨdorozir gumaziba inigha uamategha Jerusalemɨn ghu.
0a0a0f0084	Ezɨ Siriaba garima, Israelia mɨdorozimɨn me abɨra, kamaghɨn amizɨ, me uan mɨdorozir gumazibar diazɨma me bar iza uari akufa.
0a0a100137	Ezɨ Atrivim Hadateser gumazir maba amangizɨ, me ghua Yufretisɨn Fanemɨn vongɨn aruem anadi naghɨn otogha, Sirian mɨdorozir gumaziba inigha ghua bar Helamɨn nguibar ekiamɨn me akufa. Ezɨ Atrivim Hadateserɨn mɨdorozir gumazibar garir gumazir dapanim Sobak, men faragha ghua men gumazir dapanimɨn iti.
0a0a110106	Ezɨ Devit orazi, Siriaba iza Helamɨn uari akuvagha itima, a Israelian mɨdorozir gumaziba bar me inigha ghua Jordanɨn Fanem girɨgha vongɨn ghua Helamɨn ghu. Ezɨ Sirian mɨdorozir gumaziba tuiva mɨsoghasa uari arɨgha maghɨra Israelia ko mɨdorozim fore.
0a0a12015b	Ezɨ Israelian mɨdorozim bar gavgavigha Sirian mɨdorozir gumaziba adugha zuima me are. Ezɨ Devit uan mɨdorozir gumaziba ko, men 700plan karisbagh isɨn ikia mɨsozir gumaziba ko 40,000plan nguazimɨn tuiva mɨsozir gumazibav soghezɨ, me ariaghire. Egha uaghan Sirian mɨdorozir gumazibar dapanim Sobak mɨsoghezɨma, a danganir kamrama areme.
0a0a1300e8	Ezɨ Atrivim Hadateserɨn apengan itir atrivir maba garima, Israelia me abɨnigha gɨfa. Ezɨ me tagha, Israelia ko navir vamɨran ikiasa akam akɨrigha Israelian apengan iti. Kamaghɨn amizɨ, Siriaba uam Amonian akurvazir puvatɨ.
0a0b0101a0	Ezɨ azeniba vaghvagha, dar dughiar orangtɨziba gɨvasava amima, atriviba uan mɨdorozir gumaziba isa uan apaniba ko mɨsoghasa zui. Ezɨ Devit Amonia mɨsoghasa Joap ko, uan mɨdorozir gumazibar gumazir dapaniba ko Israelian mɨdorozir gumaziba, a bar me amangi. Ezɨ me ghua Amonia mɨsogha me abɨragha, Raban nguibar ekiamɨn mɨdorozim fore. Ezɨ Devit uabɨ mɨdorozim bagha ghuzir puvatɨgha Jerusalemra iti.
0a0b0200d9	Egha guaratɨzir mamɨn aruem uaghira bar mɨgorima, Devit uan mɨsiamɨn dɨkavigha avughsa uan dɨpenimɨn pɨn itir danganim garui. Egha garima amizir mam uan dɨpenimɨn rua iti. Amizir kam, an ganganiba bar dera.
0a0b0300cf	Ezɨ Devit foghasa, munar amizir manamra rue, egha gumazir mam amadazɨma a foghasa ghu. Ezɨ gumazim ghua an ganigha kamaghɨn fo, kar Batseba, Eliamɨn guivim. A Hitian adarazir gumazir mam Uria, an amuim.
0a0b0400fa	Ezɨ Devit gumazir maba amangizɨ me ghua Batseba inigha ize. Dughiar kamɨn, Batseba uan iakɨnibav suegha gɨvagha, uan mɨkarzim zuasa bizibagh ami. Egha Batseba Devit bagha izezɨ, Devit a koma akuizɨ, Batseba gɨn uamategha uan dɨpenimɨn ghu.
0a0b050051	Egha gɨn Batseba borimɨn duirava fo, a navim adai, egha Devit bagha akam amada.
0a0b060094	Ezɨ Devit oregha Joap bagha akam amaga ghaze, “Nɨ Hitian gumazim Uria amadaghtɨ a na bagh izegh.” Ezɨ Joap Devit bagha Uria amadazɨ, a ize.
0a0b0700db	Uria Devit bagha izezɨ, a kamaghɨn an azara, “Joap derazɨ an mɨdorozir gumaziba uaghan dera? Ezɨ mɨdorozim manmaghɨra zui? Me, en apaniba abɨnigham, o?” Ezɨ Uria mɨdorozimɨn otivizir biziba bar a geghani.
0a0b08011c	Ezɨ Devit Urian mɨgɨa ghaze, “Bar dera, kɨ oregha gɨfa. Nɨ datɨrɨghɨn uan dɨpenimɨn mangɨ dagarimning ruegh avughsɨ.” Ezɨ Uria Atrivim Devit ategha azenan ghuzɨ, Devit gɨn bizir aghuir maba Uria danɨngasa, da isa gumazir mam ganɨngizɨ an ada inigha a bagha zui.
0a0b09008d	Ezɨ Uria uan dɨpenimɨn ghuzir puvatɨ. A uan gumazir ekiamɨn gumazir a geghuviba ko, me atrivimɨn dɨpenimɨn tiar akar mɨriamɨn akui.
0a0b0a00cf	Ezɨ Devit orazi, Uria uan dɨpenimɨn ghuzir puvatɨzɨ, Devit ghuava a mɨgei, “Nɨ tizim bagha uan dɨpenimɨn ghuzir puvatɨ? Nɨ dughiar ruarimɨn mɨdorozimɨn ikia uan dɨpenimɨn ikezir puvatɨ.”
0a0b0b01c7	Ezɨ Uria kamaghɨn Devit ikara, “Israelia ko Judabar mɨdorzir gumaziba mɨdorozir danganimra iti. Ezɨ Akar Dɨkɨrɨzir Gavgavimɨn Boksiam me ko ikiavɨra iti. Ezɨ nan gumazir ekiam Joap, mɨdorozir gumaziba ko pura danganir azentuzimɨn averpenibar ikiavɨra iti. Eghtɨ kɨ uabɨra mangɨ uan dɨpenimɨn deragh damɨva, dɨpabar amɨ, egh uan amuim ko dakutɨ, kamaghɨn bar deraghan kogham. Kɨ bar guizbangɨra arazir katam damighan kogham.”
