2800000007	MÀTAY
29050f00bc	Mpal bàyàtol ba tsütsü apà Yɛsu anà bàmɛn ba aŋadweelà an'be akyàbwaay, akyàbwaar anà akyàkal a duu, nde mbuur kàkäl anà Un'kàbɔ, ba bàmɛn bɔɔmà.
290510006a	Baar bàmɛn ya yanswà yàlyaŋ, ba bakyäänà ndaa yàbweel mbuur aŋadweelà an'be anà ngul.
2905110047	Apan ba bàsɛmà mukun'bɔɔn naa nde ulwomà kà itiir a nsi aba.
2905120068	Umpal kàkäl Yɛsu mubilà u bwaar, mbuur awà kàkäl anà an'dweelà an'be kun'lɔ̈ɔ̈m naa
29051300ad	Yɛsu kun'pɛ anki mbwo, wɛɛ nde kàtɛn a nde naa: «Furà ndwà a ngye, ntsü akà atoŋ angye, waa akakyään ndaa yanswà kàmakyer Mwol unsà ngyɛb ande.»
290514009f	Apan, baal awà kàkyen nde, nde kàsɛmà mukyään indiir a kölàköl byanswà kàkyer Yɛsu akà nde u Dɛkapɔl. Baar banswà bakyer abemà.
2905150084	Mpal kàfurà Yɛsu sim lumwɛy u bwaar, un'sɛŋ a baar mbɔɔn kàyàkɔ̈ŋ apà nde. Nde kàkäl kà un'kɔɔl a ɛwà.
2905160085	Apan umwɛy uboo a amfum a ndwà a nköŋ a Ayudà, ikɔb ande Zayirɔs, umpal kàmɛn nde Yɛsu, nde kàbü kà in'kɔl ande,
2905170099	waa kun'bɔ̈ɔ̈n mbɔɔn, mutɛn naa: «Mwan un'kye amɛ wà un'kaar wà tsütsü mukwà, yun'si an'kɔɔ ntɔn nde ukɔɔrà, uwü mɔ̈ɔ̈!»
2905180069	Yɛsu kàkyen mbwo mwɛy anà nde. Un'sɛŋ a baar mbɔɔn kàyun'labà, waa kàyun'bàbääbà.
290519004b	Kyekà kàkäl anà un'kaar mwɛy kàyitoo an'kil mbul kwem aŋiyweel.
29051a00a1	Nde kàmɛn mpay mbɔɔn muyikyà akà ingaŋ mbɔɔn, kàmay indiir ande byanswà, ukɔɔn aman ubwaŋ. Wɛɛ ukyal ande bàkyer afàsöönà mbɔɔn.
29051b0088	Umpal kàwem un'kaar awà ndaa bàtɛɛnà baar ntɔn Yɛsu, nde kàkül ungö, uboo a un'sɛŋ a baar, waa kàbä ipfɛy ande.
29051c007f	Ntɔn nde kàtɛɛnà nde ŋàkwo naa: «Isàkal naa mɛ in'tàba akà ipfɛy ande mpɛl, mɛ in'kyɛr awà mɔ̈ɔ̈.»
29051d0079	Taaŋ nsil alan sye an'kil ande waa màtsü mutoo, nde kàyöb u ndür ande naa nde kan'kɔɔrà unsà ukyal ande.
29051e009f	Apan sye, Yɛsu waa kàyöb naa ngwal mwɛy yan'too u ndür ande, nde kàbulà uboboo a un'sɛŋ a baar, waa kàfuulà naa: «Nà kan'ba ipfɛy amɛ?»
29051f0092	Alɔŋki ande bàtɛɛnà a nde naa: «Ngye akimanà naa un'sɛŋ a baar wàmukabàbääbà, wɛɛ ngye afuulà naa: "Nà kàman'ba?"»
290520004f	Wɛɛ nde kàleerà umbil ande ntɔn muyöb naa un'kaar nà kan'kyer abà.
290521009f	Apan, abà kàyöb un'kaar awun ndaa yun'yeel, unsà bɔɔmà anà matɛɛr, nde kàyàbwà kà in'kɔl a Yɛsu, waa kàtɛn a nde ndandaa yanswà.
290522008a	Yɛsu kàtɛn a nde naa: «Mangwa, làkwikilà angye làmatswà mɔ̈ɔ̈. Kyen a duu, wɛy naa ngye akɔɔrà unsà ukyal angye.»
29052300d9	Nde kàkäl aŋàtàmay anki muyääm, umpal bàyi baar bàfü ndwà a mfum a ndwà a nköŋ a Ayudà, waa bàtɛn naa: «Mwan angye wà un'kaar kan'kwà. Ntɔn nkye mufàtwääl Un'lɔɔŋ nkwom?»
2905240091	Wɛɛ Yɛsu kàsàlab anki ndaa ayi, waa kàtɛn a mfum a ndwà a nköŋ a Ayudà naa: «Twon an'man bɔɔmà, sà làkwikilà mpɛl.»
290525006a	Abun, nde kàpɛ anki mbwo akà mbuur mukun'swà, nà Petɔlà, Zyak, anà un'tɔŋ ande Ywan mpɛl.
2905260089	Ba ban'kɔlà u ndwà a mfum a ndwà a nköŋ a Ayudà. Yɛsu kan'man baar ban'kal udu udu, bàmulel, bàmusà in'kwɛŋ mbɔɔn.
2905270087	Nde kan'bilà, waa kan'tɛn a ba naa: «Ntɔn nkye minii ami anà ilel abi? Mwan kà wàŋàkwà anki, nde wàŋàbɔ̈ɔ̈n.»
29052800ab	Ba bàkyer un'sɛɛ. Wɛɛ nde kàtwey baar banswà, waa kàwɛl nà taarande anà ngwän a mwan anà baar bàyun'swà. Apan nde kan'bilà u suk kàkäl mwan.
290529005e	Nde kan'tà kɔɔ a mwan mpi, waa kan'tɛn a nde naa: «Mwan un'kaar, mɛ amaswaŋ, wiyà!»
29052a0092	Apan sye, mwan un'kaar waa kàmbarà, waa kàsemà mukyà, - nde kàkäl ayà mbul kwem aŋiyweel. Apan, ba bàkäl unsà ubem mbɔɔn.
29052b0065	Yɛsu kaswɛŋ a ngwal naa akà mbuur mwɛy ukɔɔn ayöb, waa kàtɛn naa ba bun'pɛ isaa adyà.
290601005b	Yɛsu kàlwomà kà ikal akin, waa kan'yà bul ande, alɔŋki ande bàkäl mukun'lab.
290602010c	Ilä a saba, nde kàsɛmà mulɔŋ u ndwà a nköŋ a Ayudà. Baar mbɔɔn bàweemà nde bàkäl mubem, waa bàtɛɛnà naa: «Nde indiir abi byan'fà ken? Amà an'yeerà a nkye ifà bun'pɛ, waa an'kɔɔ ande ikakyerà isal a ngwal a ngwal a tub abi?
29060300d7	Nkye nde kà sharpantye anki, mwan a Màlye, un'tɔŋ a Zyak, anà Yɔsɛ, anà Yude, anà Simɔn? Nkye atɔŋ ande bakaar kà bà anki uboo a bi apà?» Kyakin bàbööl ba kyà ntɔn làkwikilà aba.
2906040076	Apan Yɛsu kàtɛɛnà a ba naa: «Ŋangɔɔm bàfun'bɛy nà u bul ande, u mbil ande anà u ndwà ande mpɛl.»
2906050076	Nde kàsàkwo anki mukyer akà impà mwɛy kwo, wɛɛ nde kàsi nà an'kɔɔ udu a ndam a aŋatoo, waa kakɔɔr.
290606007a	Nde kàbemà ntɔn mpa bàkäl ba anà làkwikilà. Ungö apan nde kàyilyaaŋà kan'bul a tsütsü muyilɔŋ.
2906070074	Nde kàbel Bàkwem Aŋiyweel, kàsɛmà mukatɔm abɔ̈ɔ̈l abɔ̈ɔ̈l, kapɛ ikɔ̈b udu a an'dweelà an'be,
290608009a	waa kaswɛŋ naa: «Twon lan'wal akà undiir mwɛy ntɔn mbwo, nà unsɔk mpɛl. Twon lan'wal isaa adyà, itàkal ngɔɔr, itàkal ngim uboo a un'di,
2906090046	wɛɛ làbwäär idyaar, twon lan'bwaar an'kàzak an'mɔ̈ɔ̈l.»
29060a0096	Nde kàfàtɛn a ba naa: «Isàkal naa kà ikal imwɛy, bɛ lan'bilà u ndwà mwɛy, làbwaay paa tii umpal làsàlwomà bɛ kà ikal akin.
29060b0095	Isàkal naa kà ikal imwɛy bàlawɛl anki, bàlawem anki, làlwomà apan, làkɔɔb un'twà a in'kɔl abɛ. Kya isàkal imbäl ntɔn ba.»
29060c0047	Alɔŋki bàkyen ba, ba bàkyäänà naa baar bàkyer abuul mpem.
29060d0058	Ba bàyiböŋà insɔŋà mbɔɔn, bàkiirà aŋatoo mbɔɔn may, waa bakɔɔrà.
29060e00d6	Mfum Ɛlɔdi kàwem naa bàtaa Yɛsu din, ntɔn ikɔb ande kyàtoo làpaan. Baar bàtɛɛnà naa: «Ywan Un'düümà kan'wiyà kukwà! Undiir awun awà nde anà ikɔ̈b mukyer indiir a ngwal a ngwal.»
29060f0079	Bumwɛy bàtɛɛnà naa: «Nde wà Ɛli.» Bamwey sye naa: «Nde wà ŋangɔɔm asànaa umwɛy uboo a aŋangɔɔm.»
2906100069	Mpal kàwem Ɛlɔdi ndaa ayi, nde kàtɛɛnà naa: «Ywan akwà kàtsül mɛ un'tswe, kan'wiyà!»
290611008f	Abun, Ɛlɔdi kàswɛŋ mukɔr Ywan anà bun'si u bɔlokà, ntɔn kàbääl nde Ɛlɔdyas awà kàkäl un'kyay a un'tɔŋ ande Filipo.
290612005c	Ntɔn Ywan kàtɛɛnà a Ɛlɔdi naa: «Mbwo yatɛy ngye muwal un'kyay a un'tɔŋ angye!»
2906130061	Undiir awun Ɛlɔdyas kàyiiŋ nde Ywan, waa kàkweenà mukun'dwa. Wɛɛ nde kàsàkwo anki,
29061400dc	ntɔn Ɛlɔdi kàtiinà Ywan bɔɔmà, abà kàyöb nde naa nde wà mbuur a balàbal anà wà in'kyɛɛl, laa kun'tii nde. Mpal kun'wɛɛmà nde, ya yun'pää mpay mbɔɔn. Wɛɛ nde kàkweenà mukun'wɛm.
29061500c0	Kyekà, Ɛlɔdyas ipöl aŋàbwaŋ kàmɛn ilä a un'kyɔm a mböör a Ɛlɔdi. Nde awà kàpɛ udyà akà ayɔl ande anà amfum a aŋità ande, anà akà abyääl a Ngalilɛ.
29061600c6	Mwan a Ɛlɔdyas wà un'kaar waa kàyàkyen. Ɛlɔdi anà baar kàbel nde bàmɛn un'sak mbɔɔn. Mfum kàtɛn a mwan un'kaar naa: «Lɔm undiir wanswà akwen ngye, mɛ in'kyer ayapà wa.»
2906170079	Nde kun'dyeel kyän naa: «Undiir wanswà ayàlɔm ngye, mɛ in'kyɛr ayapà, itàkal naa yar a mɛɛn a imfum amɛ.
290618008c	Mwan un'kaar kàtoo u ndwà, waa kàtɛn a ngwän naa: «Ininà mɛ in'lɔm?» Nde waa kàfuur naa: «Un'tswe a Ywan Un'düümà.»
2906190099	Nde kàfurà agyägyä akà mfum, waa kun'lɔ̈ɔ̈m: «Mɛ in'kwen naa ngye an'pɛ agyägyä udu a làlɔŋà, un'tswe a Ywan Un'düümà!»
29061a006a	Mfum kàwem ngyɛb. Wɛɛ, ntɔn kyän ande anà baar kàbel nde, nde kàkwen anki utön mukun'pà.
29061b0099	Apan sye, mfum kàtöm un'seey mwɛy anà nswɛɛŋ mutwal un'tswe a Ywan Un'düümà. Un'seey kàkyen u bɔlokà, waa kàtsül un'tswe a Ywan,
29061c0072	kàtwääl wa udu a làlɔŋà, waa kàpɛ wa akà mwan un'kaar. Waa mwan un'kaar kàpɛ wa akà ngwän.
29061d0062	Mpal bàwem alɔŋki a Ywan làsaŋ alan, ba bàyàwal ndom ande, waa bàsi ya kan'dii mwɛy.
29061e0089	Yàmɛnà naa mpal bàyàfurà antööm, ba bàkɔ̈ŋ apà Yɛsu, ba bun'sam ndaa yanswà bàkyer ba anà bàlɔɔŋà ba.
29061f00c4	Nde kàtɛn a ba naa: «Bɛ bumwɛy, làyi u mpey, làyöör ikye u nsye a ipɔl.» Ntɔn baar mbɔɔn bàkälà muyaa anà mukyeenà, waa ba bàkäl anki itàkal anà taaŋ mudyà.
2906200041	Lalan bàkyen ba, ba mpɛl, uboo a bwaar u mpey, u nsye a ipɔl.
29062100a3	Baar batääl mukyà, bàmbɔɔn laa bayöb ba. Apan, fà an'bul manswà, ba bàkyen ntiin ntiin kà in'kɔl, waa bàfweel kà ikal bàkwen ba mukyà.
29062200bd	Umpal katoo Yɛsu u bwaar, nde kàmɛn un'sɛŋ a baar mbɔɔn, ngyɛb waa yun'wɛl ntɔn ba, ntɔn ba bàkäl asànaa in'kɔk myakɔɔn aleer, waa kàsɛmà mukalɔŋ indiir mbɔɔn.
2906230081	Taaŋ làkyen mbɔɔn, alɔŋki bàsin apà Yɛsu, waa bàtɛn a nde naa: «Ikal ki kyà ipɔl, taaŋ sye lan'kyà mbɔɔn.
2906240063	Afuur baar bà, ba bàkyà u bitsuŋ a ndwà anà an'bul a tsütsü mukàsom isaa adyà.»
2906250099	Wɛɛ nde kafuur naa: «Lapɛ udyà bɛ ŋakwo!» Ba bàtɛn a nde naa: «Nkye bi ikàsom mampà a itɛr a ngim nkam yweel ntɔn bi ipɛ ba udyà?»
2906260087	Nde waa utɛn a ba naa: «Mampà an'kwe bɛ làwe amà? Kàlaler!» Ungö muler, ba ban'tɛn naa: «An'tyeen, anà nsö yweel.»
2906270061	Apan, nde kaswɛŋ naa ba bàsi baar banswà unsà an'kab bàŋàbwaay udu a un'lɛŋ un'bu.
2906280044	Baar bàbwaay unsà in'lwaaŋ a nkam anà myà an'kwem an'tyeen.
290629009c	Yɛsu kàwɛl mampà man'tyeen anà nsö yàyweel, nde kàler u du, kàsaak ma, kàtsül ma, waa kàpɛ akalɔŋki ntɔn mukääb baar banswà.
29062a0025	Ba banswà bàdi, waa bàyüür.
29062b0062	Ba bàsyen in'lwaŋ kwem aŋiyweel myàŋàyɔl a itiir a mampà anà byà nsö byàsäl.
29062c0030	Baar bàdi mampà bàkäl abaal nsaab tyeen.
29062d00b6	Apan sye, Yɛsu kàswɛŋ alɔŋki ande mubilà u bwaar anà mufweel kusà a nde, u sim a ɛwà lumwɛy, u ntsü a Bɛtesayidà, umpal nde ŋakwo usàpay nde un'sɛŋ a baar.
29062e0036	Ungö mupay ba, nde kàbeenà u mɔŋ mukàyamà.
29062f0057	Làsisye, bwaar làkäl lan'tol uboboo a ɛwà, nde kàsàkal nde mpɛl u mɛɛn.
29063000b7	Muman naa alɔŋki ande bàmunwan a ngwal muluk nkay ntɔn un'pöb kàyee lisà, tsütsü a taaŋtyà, nde kan'yà mper akà ba wàmuyikyà udu a ɛwà, waa kàlasoonà.
290631005f	Mpal bun'mɛn ba wàmuyikyà udu a ɛwà, ba bàsi naa bwo kàkäl, waa bàsi in'kwɛŋ.
29063200ab	Ntɔn ba banswà bàkyer un'man, lingyoomà waa lawɛl. Wɛɛ apan, nde kàyäm anà ba, waa kàtɛn a ba naa: «Làwɛl ibaal! Wà mɛ, twon lan'man bɔɔmà!»
2906330065	Apan, nde kàbilà u bwaar apà ba, un'pöb waa kànye. Uboo a ba ŋakwo, ba bàbemà mbɔɔn.
2906340063	Kutɛn aŋàbwaŋ, ba bàsàyöb anki mbuul a impà a mampà, ntɔn mpem aba yàkäl bwoor.
2906350056	Ungö a nsaabà, ba bàtɔlà u mɛɛn a Ngɛnɛsàlɛr, waa bàbäm bwaar aba.
2906360030	Pa bàtoo ba u bwaar, baar waa bàyöb Yɛsu,
290637009f	waa bàkyen ntiin kà itiir a nsi akin kyanswà, waa bàsɛmà mukun'twääl aŋukyal udu a ipɔy kà ikal kyanswà bàweemà ba naa Yɛsu wà kwo.
2906380124	Ntsü yanswà kàbilà nde: uboo an'bul itàkal an'bul a kölàköl, itàkal kà itsuŋ a ndwà, baar bàtɔ̈ɔ̈là aŋukyal u làbay, waa bun'bɔ̈ɔ̈nà naa nde kawɛy ba bàbä itàkal làpan a ipfɛy ande mpɛl. Abun baar abà bàtɛɛ kya mpi bàkyer akɔɔrà.
2907010059	Amfarisi anà alɔɔŋ a un'kɔɔn amwɛy bàfü Yɛlusàlɛm ban'köŋ apà Yɛsu.
290702006d	Ba ban'man naa alɔŋki ande amwɛy bàmudyà anà an'kɔɔ a ŋingyäy, iswaŋà naa ukɔɔn aywɛy ma.
2907030080	Ntɔn Amfarisi, itàkal Ayudà banswà, bàfàdyà anki ukɔɔn aywɛy an'kɔɔ ubwaŋàbwaŋ, mulab nkääl a andweer.
29070400bc	Ba bàsàfà mukàlyaaŋ, ba bàfàdyà anki kusà mutàpöŋ. Ye anà nsyääl asin mbɔɔn yindweer bàfàlab ba: mpööŋ a an'kɔɔb, yà an'buuŋ anà yan'lɔŋà.
29070500b1	Amfarisi anà alɔɔŋ a in'kɔɔn ban'fuul Yɛsu naa: «Ntɔn nkye alɔŋki angye mpa bàfàlab ba in'kɔɔn a andweer, wɛɛ ba bàfàdyà anà an'kɔɔ a ŋingyäy?»
29070600cb	Nde waa kàtɛn a ba naa: «Yɛsay kàtɛ ngɔɔm aŋàbwaŋ ntɔn bɛ baar a mpem yweel, ntɔn bàsön naa: "Un'sɛŋ wà mɛ làkoo afan'sà udu a ndem mpɛl, wɛɛ mpem aba yukwɛl anà mɛ."
2907070062	Ngyamàkà bàfan'sà ba yà bunàbun, ntɔn nsyääl bàfàlɔŋ ba yan'kyän a baar."
290708005f	Bɛ nswɛɛŋ a Nzam làfàsà ukɔl, wɛɛ bɛ làfàndäär anà nsyääl a baar.»
290709006a	Nde kàfàtɛn a ba naa: «Bɛ làfàtɔn ubwaŋàbwaŋ nswɛɛŋ a Nzam ntɔn mukaar nkääl abɛ!
29070a008a	Ntɔn Mɔsɛ kàtɛn naa: "Sà làkoo akà taaràŋà anà ngwa", sye naa: "Wɛy mbuur ato taarànde anà ngwän, ukyen ukwà."
29070b00a6	Wɛɛ bɛ, bɛ làfàtɛn naa: mbuur usàtɛn a taarànde itàkal a ngwän naa: "Undiir alàwal ngye akà mɛ wà Kɔrban", ikaswaŋà naa "kab in'kyɛɛl",
29070c0064	bɛ làmun'pà mbwo naa nde ukɔɔn akyer akundiir mwɛy ntɔn taarànde itàkal ntɔn ngwän."
29070d0090	Lalan, bɛ làfàdwa Ndaa a Nzam ntɔn nkääl a andweer abɛ làfàlɔŋ bɛ. Bɛ làfàkyer sye indiir asin mbɔɔn byà ifà aki.»
29070e006d	Ungö apan, Yɛsu kàfàbel un'sɛŋ a baar, waa kàtɛn a ba naa: «Lan'wem bɛ banswà, làyöb naa:
29070f0092	Akundiir mwɛy tɛy afàfà nsà awafàbilà uboo a mbuur afun'buul wàŋingyäy. Wɛɛ indiir ifàtoo u mbuur ifun'buul wàŋingyäy.»
290710003e	[Kya mbuur mwɛy usàkal anà an'tsü awem, wɛy nde uwem!]
2907110064	Umpal kàbilà Yɛsu u ndwà, ukwɛl a un'sɛŋ a baar, alɔŋki ande bun'fuulà ntɔn itim aki.
29071200c8	Nde kàtɛn a ba naa: «Nkye anà bɛ sye, abun bɛ un'yɛnà watɛy? Nkye bɛ làyöb anki naa undiir mwɛy tɛy afafà nsà anà afàbilà uboo a mbuur ukwe anki mukun'buul wàŋingyäy,
29071300a1	ntɔn wa ufàbilà anki u mpem ande, wɛɛ kan'bäl ande, ungö wa akyà u nkuràndwà?» Abun nde kàkyäänà naa isaa byanswà byàŋàpɔŋà.
290714004f	Nde waa kàtɛn naa: «Ndaa ifafà uboo a mbuur, ya ifun'buul wàŋingyäy.
2907150060	Ntɔn an'kyän an'be ifàtoo fà boo, fà mpem a baar: ipasàsɛ, küb, ndwääl a baar,
2907160074	intswem, ngyal a in'naaŋ, an'kyän an'be, loor, mɔ̈ɔ̈ a isak isak, intwɛn, mbɛɛy, nsɛɛn a an'pɛy, unsil.
2907170055	Indiir ibe abi byanswà byàfàtoo uboo, waa byàfàbuul mbuur wàŋingyäy.»
29071800b2	Yɛsu kàlwomà nde apan, nde kàkyen itiir a Tir. Nde kàbilà u ndwà mwɛy, nde kàkwen anki naa akà mbuur mwɛy uyɔ̈b. Wɛɛ yàkwe anki naa nde ukäl aŋàyee.
29071900a5	Yàmɛnà naa un'kaar mwɛy, mwan ande wun'kaar kàkäl anà dweelà a làbe. Pa kàwem nde làsaŋ a Yɛsu, laa kàyi nde, waa kàbü kà in'kɔl ande.
29071a0092	Un'kaar awà kàkäl ungɛlɛki, un'nsi Fɛnisi u Siri. Nde kàlɔ̈ɔ̈mà akà Yɛsu naa nde uböŋ unsɔŋà unsà mwan ande wun'kaar.
29071b0080	Yɛsu kàtɛɛnà a nde naa: «Wɛy baan bàtàyuur, kàyubwaŋ anki muwal isaa a baan ntɔn mutɔɔm bya akà bimbwà.»
29071c0074	Nde wà kun'fuur naa: «Ndandaa, Mwol, itàkal bimbwà, ungyɛl a mɛsà, byàfàdyà mfür a isaa a baan.»
29071d0062	Apan Yɛsu kàtɛn a nde naa: «Ntɔn ndaa ayi, kyen: unsɔŋà kan'too u mwan angye wun'kaar.»
29071e006c	Nde kàfura ndwà ande, waa kàmɛn mwan ande wàŋàsilà udu a itäb: unsɔŋà akyàtoo amu nde.
29071f007e	Yɛsu kàlwomà nde itiir a Tir, nde kàfurà ntsü a ɛwà a Ngalilɛ u mbwo a Sidɔn, waa kàlyaŋ itiir a Dɛkapɔl.
290720005e	Baar bun'twääl nkiin mwɛy kàyäämà a mpay, ba bun'bɔ̈ɔ̈n naa nde kun'si kɔɔ.
2907210077	Apan, Yɛsu kun'syen ukɔl, ukwel a un'sɛŋ a baar, kun'biil mpin kan'tsü, kàtsül an'te, waa kun'bä u làlem.
2907220077	Ungö nde kàsɛn mii u du, kànyääm ikye, waa kàtɛn a nde naa: «Efàfàta!» Ikaswaŋà naa: «Dubà!»
2907230071	Kà imbürà, an'tsü ande waa màdubà, làlem ande waa làtsuŋà, waa kàyäämà ubwaŋàbwaŋ.
2907240072	Yɛsu kaswɛŋ naa ba bàkɔɔn asam akà mbuur mwɛy. Wɛɛ kàsin aswaŋà nde, ba bàsin apayà làsaŋ.
2907250097	Ba bàkäl mubem mbɔɔn, waa bàtɛɛnà naa: «Indiir byanswà nde kan'kyer ubwaŋ! Nde wàmukyer naa ikwan'tsü bàwem, nkiin bàsi ndaa!»
2908010098	Kà ilä abin un'sɛŋ a baar mbɔɔn kàkyer afàköŋ. Wa kàkäl anki anà indiir adyà, Yɛsu kàbel alɔŋki ande, waa kàtɛn a ba naa:
290802008a	«Mɛ aman ngyɛb mbɔɔn ntɔn un'sɛŋ a baar wà, ntɔn, le, ŋàbà ilä itär abà ba anà mɛ, wɛɛ ba undiir adyà watɛy.
2908030073	Wɛɛ, kya mɛ in'safuur an'bul aba anà ngyal, ba bakyer akàyɔn u mbwo. Bàmbɔɔn uboo aba bàfü kwɛl.»
290804006e	Alɔŋki ande bun'fuur naa: «U nsi ipɔl ayi, ntsü nà ban'kwo bi muman undiir adii ba, waa ba bàyuur?»
2908050054	Nde kafuul naa: «Bɛ làwe amà mampà an'kwe?» Ba bàtɛn naa: «Nsambwaar».
29080600df	Apan nde kàswɛŋ un'sɛŋ a baar mubwaay u mɛɛn. Ungɔ̈ apan nde kàwɛl mampà nsambwaar, kàfuur an'tɔɔn, kàtsül ma, waa kàpɛ ma akalɔŋki ntɔn ba bàkäb. Ba bàkäb ma akun'sɛŋ a baar wanswà.
2908070061	Ba bàkäl sye anà binsö imwɛy. Ungɔ̈ musaak bya, nde kàtɛn naa ba bàkäb bya sye.
2908080064	Baar waa bàdi, waa bàyüür. Ba bàsyen in'lwaŋ, in'lwaŋ nsambwaar myà itsü byàsäl.
2908090042	Kyekà baar bàkäl isii a nsaab nà. Ungö apan nde wakapay,
29080a0056	apan sye nde kàbilà u bwaar anà alɔŋki ande, waa bàkyen itiir a Dalmanutà.
29080b007b	Amfarisi bàyi ba, waa bàsɛmà musà mbaaŋ anà Yɛsu ntɔn mukun'lwab ndaa. Ba bun'lɔ̈ɔ̈m impà kyan'fà du.
29080c00d6	Nde kàŋyäm mbɔɔn unsà an'kyän ande, waa kàtɛn naa: «Ntɔn nkye baar a nkööl ayi bàlɔɔmà ba impà? Ndandaa mɛ alàkyään, baar a nkööl ayi akidiim a impà mwɛy bàsapà anki.»
29080d005a	Ungö apan kàsawɛy nde, nde kàfàbilà u bwaar, waa kàkyen sim a ɛwà lumwɛy.
29080e0057	Alɔŋki bàkyärà mpiim muwal mampà, waa bàkäl alà làmwɛy mpel u bwaar.
29080f0059	Yɛsu kaswɛŋ naa: «Le, làkäl kigyɛɛŋ ntɔn ful a Amfarisi anà là Ɛlɔdi.»
2908100045	Ba bàsyeelà mbaaŋ ba a ba ntɔn ba bàkäl anki anà mampà.
29081100d8	Yɛsu kàmɛn nde abun, waa kàtɛn a ba naa: «Ntɔn nkye làsyeelà bɛ mbaaŋ ntɔn lan'kɔɔn bɛ mampà? Nkye bɛ ŋàtàwal anki un'yɛnà, waa bɛ mpa làyöbà? Nkye mpem abɛ yàŋàbwà bwoor?
290812008d	Bɛ làwe anà mii, nkye bɛ làkamanà anki? Bɛ làwe anà an'tsü, nkye bɛ làkawɛɛmà anki? Nkye bɛ làfàkayöbà anki:
290813009d	mpal kàtsül mɛ mampà an'tyeen ntɔn abaal nsaab tyeen, in'lwaŋ aŋàyɔl a itsü in'kwe bɛ làsyen?» Ba bàtɛn a nde naa: «Kwɛm aŋiyweel.»
29081400a1	«Wɛɛ mpal kàtsül mɛ mampà nsambwaar ntɔn abaal nsaab nà, in'lwaŋ in'kwe myàŋàyɔl a itsü bɛ làsyen?» Ba waa bàtɛn naa: «Nsambwaar.»
290815003c	Nde waa kàtɛn a ba naa: «Nkye bɛ ŋàtàyöb anki?»
290816005d	Ba ban'tol Bɛtesayidà. Waa bun'twääl ikwàmii mwɛy, bun'bɔ̈ɔ̈n naa nde kun'bä.
290817009f	Nde kàtɛ ikwàmii mpi u kɔɔ, waa kun'twey u nsà a bul. Nde kun'fül an'te u mii, kun'si an'kɔɔ, waa kun'fuulà naa: «Nkye ngye akimanà undiir?»
290818007c	Nde kun'duub mii, waa kàtɛɛnà naa: «Mɛ in'täälà baar, mɛ ba amanà asànaa in'te, wɛɛ ba bàmuyikyà.»
2908190098	Apan Yɛsu kàfun'sà an'kɔɔ udu a mii. Baal awà waa kàmɛn ubwaŋàbwaŋ. Nde kàkyer akɔrà, waa kamɛnà indiir byanswà umwɛy umwɛy.
29081a0064	Lalan Yɛsu kun'fuur nde ndwà ande, waa kun'kyään naa: «Twon an'bilà akikikye uboo a bul.»
29081b00ac	Yɛsu kàkyen anà alɔŋki ande u ntsü an'bul a tsütsü anà Sɛzarɛ a Filipo. U mbwo, nde kàfuul alɔŋki ande naa: «Baar bàfàtɛn naa mɛ in'wà nà?»
29081c0063	Ba waa bun'fuur naa: «Ywan Un'düümà, bumwɛy, Ɛli, bumwɛy naa umwɛy uboo a aŋangɔɔm.»
29081d0073	Nde waa ufàfuul: «Wɛɛ bɛ ŋakwo làtɛn naa mɛ in'wà nà?» Petɔlà waa ufuur: «Ngye awà Klistɔ.»
29081e004c	Yɛsu kaswɛŋ a ngwal naa ba bàkɔɔn ayäm akà mbuur mwɛy ntɔn nde.
29081f00ce	Apan, nde kàsɛmà mukalɔŋ naa: «Mwan a mbuur akyer aman mpay mbɔɔn. Andwer, amfum a angaŋ anà alɔɔŋ a in'kɔɔn bàkyer un'tɔn, bàkyer un'dwa, waa ungö ilä itär nde akyer awiyà.»
2908200063	Ndaa ayi nde kàtɛɛnà kimii imii. Apan Petɔlà kun'naan ukɔl, waa kàsɛmà mukun'ŋän.
29082100b9	Wɛɛ nde waa kàbulà, kàler alɔŋki ande, kàŋän Petɔlà, waa kàtɛn naa: «Satanà, kyen ungö a mɛ! Ntɔn ngye akayweerà anki indiir a Nzam, wɛɛ indiir a baar.»
29082200b5	Ungö nde kàbel un'sɛŋ a baar anà alɔŋki ande, waa kàtɛn a ba naa: «Isàkal naa mbuur akwen mukan'lab, wɛy nde ukɔɔb ndür ande, usɛɛn kulunsi ande, waa kan'lab.
290823009e	Ntɔn mbuur usàkwen mutii mɔ̈ɔ̈ ande, wa asàkyà bwà, wɛɛ mbuur usàpiy mɔ̈ɔ̈ ande ntɔn mɛ anà làsaŋ aŋàbwaŋ, nde asàtswà wa.
