2800000005	Matye
29062f005f	Mpyibi bu yibwi, bwara búto kara-a-kara li mubu ya nde ábulusyili ngasighi ŋa yulu a nseghe.
29063000c4	Yiisu ámono ti binduono bi nde bíkamono mpara mu odzughu bwara, mu kuulu bo báli ku mfulu a efulu. Ku bele a ku ookya bwihi, nde ágyene kundaa bo mu myili ŋa yulu a madza ya ákaabululuru bo.
290631006b	Bu bamono nde mu okayadzyara ŋa yulu a madza ma mubu, bo bátsimi ti ekye etoomo éeli ya bákehe bingubu.
29063200a4	Mu kuulu bo bwohono bákamono nde ya báli a mikolo maã-maã. Ŋaana oŋo Yiisu ábili ya bo ya ályele ti: «Likala a bukyini! Wu me, ka likala a nzalamweẽ o!»
290633003e	Ya nde ásomo mu bwara ya efulu éfi. Bo bákiŋimi ku olagha,
290634004f	mu kuulu bo ka bábaghala ndagha yi a mampa o: mu kuulu bo báli a mikolo ngyi.
290635004d	Bu bamana opala mubu, bo báto ŋa mbwuu yi a etsulu e nsie kii Ngenedzarete.
2906360038	Bo bu basaapala mu bwara, baara básoolo ti munde Yiisu.
290637007c	Baara bágyene mu etsulu e nsie kyehene ya bákayabiri babyele ŋa yulu a malaba mu nswe ebini ki bákasoolo ti nde li oŋo.
29063800d7	Mu nswe ebini ki ókato Yiisu, mu mala, mu mabvulu, mu manto ma mala, baara bákatwulu babyele mu mambala ya bákabuono nde mu kuulu bo babyeme yini a mufuru a enkuru e nde. Bo bwohono ba bákabyeme nde bákadzughu.
2907010054	Ba-faridzyẽ ya ndaama a baluo-mikyene ba báfi ku Yerusaleme bábvuŋunu ya Yiisu.
2907020050	Bo bámono binduono bi nde bibike bi bíkadza myaã mpii, gwene a oswagha myaã.
2907030098	Ankoho ba-Faridzyẽ ya ba-Dzwife bwohono ka baakadza o kala ti bo ka bagyighili oswagha myaã o, mu kuulu bo baakasalala ekulu ki bankagha-kwuru ba bo.
29070400db	Ya mu matala ma baakafa bo ku mbala yi a baara bwohono, bo bafaana otswama otsehebe manyuru nsomo badza. Bo baakasalala mikyene mikimi mimi ekulu e bo ti anga oswagha bibaha, mayughu, bibeŋene bibi boronze ya mambughu.
29070500a2	Mu obo ba-Faridzyẽ ya baluo-mikyene báfwulu Yiisu ti: «Mu emakye binduono bi we biikadza ya myaã mimi mubviini ŋa ebini kii onama ekulu ki bankagha-kwuru?»
29070600bb	Yiisu ábvuhulu bo ndiri: «Edzayi ágyighili obili bu ookabili mubighili mu be, bampibi, bwunu a bu básono ti: “Ekaana ki okasyighi me yini a mu bibolo, lo mikolo mi bo mili la ya me.
290707004e	Ku obwunu baakabuono me, mu kuulu maluo ma bo mali yini a mikyene mi baara.”
2907080041	Be liikanyaghala mikyene mi Nzaami, ya liikanama ekulu e baara.»
2907090054	Nde áfirilyele bo ndiri: «Be liikatsili mukyene a Nzaami ya liikatwulu ekulu e be.
29070a007e	Mu kuulu Moyidze ályele ti: “Gwa taara ya ngughu a we budziri” ya “sa badzwa munde wu aatughu taara ya ngughu a nde.”
29070b00a2	Lo be, be liikalyele ti: Kala mbwuru lyele taara bwunu we ngughu a nde ndiri: “Bibye bi kaangwa me we mu obaha we, bili Korobane, mbaala ti, ekaba kii ngili”,
29070c0048	be ka lili mu ogwa nde nzili yi ofiribaha taara bwunu we ngughu a nde o.
29070d0080	Obo me bu lili mu okakahaba be Ndagha a Nzaami mu nkooro a ekulu ki lili mu okaluo be. Ya be liikasa mandagha makimi mama obo.»
29070e006c	Ŋa mbihi oŋo, bu afirita mpwumu a baara mbili, Yiisu ályele bo ndiri: «Be bwohono ligyughu ya libaghala!
29070f0087	Ka oli a elogho ki eli ku mbala a mbwuru kiili bu esomo mu nde esumunu nde o. Lo ngu ki eekapala mu mukolo a nde ki eekasumunu nde.» [
2907100030	Kala ti mbwuru li a matswi mu ogyughu, agyughu.]
2907110085	Mu matala ma ógyene Yiisu ku nzo, ŋa mbihi a ŋa abulusihi nde mpwumu a baara, binduono bi nde bífwulu nde mu mi mitala nkumu oyo.
2907120095	Nde ályele bo ndiri: «Behe si ka lili a mayele o? Be ka liibaghala o ti ka oli a elogho kii ku mbala kiili bu esomo mu mbwuru ekughu osumunu nde o?
290713009e	Mu kuulu kye ka eekasomo mu mukolo a nde o, lo mu mila mi nde. Ŋa mbihi oŋo kye eekagye ku nto-a-nkwulu.» Obo Yiisu ásuo ti bi-odza byehene bili bitsyeme.
290714004a	Nde áfirilyele ti: «Ngu bi biikapala mu mukolo a mbwuru biikasumunu nde.
290715005f	Mu kuulu me ku kara, mu mukolo a baara, ookapala bitsimi bi bibi: enkwunu, pfyibi, odzwa baara,
29071600a8	obvughu mbughu ya mukala bwunu we mulumu a nganda, nzala a obagha, mukolo mubi, mayele mabi, esighi, nta-ntala yi mbi, oburulu mandagha mu babake, mubili a nyuru, lala.
2907170050	Mandagha mwohono ma mabi mamo maakapala mu mukolo a mbwuru ya maakasumunu nde.»
29071800a8	Yiisu ámara oŋo ya ágyene ku etsulu e nsie kii bvulu lili Tire. Oko nde ásomo mu nzo nsyini, nde ka akadzyi o ti mbwuru si mumõ asoolo, lo nde ka ákughu osweme o.
290719007f	Mukaha mutsyini wu áali a mwana wu mukaha wu áali a mufulu wu mubi ágyughu nsia a Yiisu ya áyabwa ŋa baana a myili mi nde.
29071a008f	Mukaha munde áli mu-Ngereke, wu báburu ku Siri, mu etsulu e nsie kii Fenisi. Nde abuono Yiisu mu obyi mufulu wu mubi wu áali mu mwana a nde.
29071b0093	Lo Yiisu ályele nde ndiri: «Nyaã baana bamatswama ogyughuru, mu kuulu ka oli bubwe mu ogwolo mampa ma baana ya otsili mo kundaa bimbwa-mbwa o.»
29071c0081	Lo mukaha ábvuhulu nde ti: «Ngaŋma Mfumu! Lo bimbwa-mbwa bi bili ku nsie a tabele biikadza mpfi-mpfihini yi ookabwihi baana.»
29071d0067	Yiisu ályele nde ndiri: «Mu nkooro a mvuru oyo, gye, mufulu wu mubi aapala mu mwana a we wu mukaha.»
29071e0073	Nde bu ato ku nzo a nde, áyibaha mwana wu aagyoŋomo ŋa yulu a mbughu, mufulu wu mubi áli ápala mu nyuru a nde.
29071f00b2	Ŋa mbihi oŋo, Yiisu ámara mu etsulu e nsie kii Tire. Nde ábululuru mu bvulu lili Sidõ mu ogye ku nkolo a mubu wu a Ngalile, ya ábulusaghaba etsulu e nsie kii Mabvulu-Kwumu.
2907200061	Bagyi a nde enkpa-matswi ki ékabili mu mpara, ya bábuono nde anaã nde myaã ŋa yulu a mutswi.
29072100a2	Yiisu bu ábiri nde mu libee, mana la ya mpwumu a baara, álo nde milyeme kunsa matswi, átswulu manteẽ mu mulyeme ya ábyeme nde nzalisogho ya manteẽ ma nde.
2907220062	Ŋa mbihi oŋo, nde átala ku yulu, ágwumunu ya ályele ti: «Efata», mbaala ti, «we dzubulu!»
2907230054	Ŋaana oŋo, matswi ma nde mádzubulu, nzalisogho yíleẽ ya ábaana obili ku obwe.
29072400a4	Yiisu átswi bo mukele wu ogwene olyele ndagha oyo kundaa mbwuru si mumõ. Lo nswe matala ma ákalighi nde bo banyaã otsala nde nsia, baara bákatsala nsia yiluru.
29072500a4	Baara bákakiŋimi ku olagha ya bákalyele ti: «Nde aakagyili mandagha mwohono ma mabwe. Nde li mu okasa kuulu si okala binkpa-matswi bigyughu ya bankini babili.»
2908010086	Mu bitsughu bibye, mpwumu a baara yífiribvuŋunu. Mu kuulu yo nkini ka yíli o, Yiisu áti binduono bi nde mbili ya ályele bo ndiri:
290802006a	«Mpwumu a baara yi yili mu ogwa me nyiĩ, mu kuulu bitsughu bitere bo bali ya me, ya ka bali a bi-odza o.
2908030068	Kala me mbvurulu bo ku mala ma bo nzala, sa bakolo mu nzili, mu kuulu ŋa kara li bo, babake la baafi.»
2908040076	Binduono bi nde bíbvuhulu nde ti: «Kunu-ako bakughu obagha mampa mpaala bo bagyughuru ŋa ebini kiili baara we yi?»
2908050052	Yiisu áfwulu bo ti: «Be mampa kpe lili a mo?» Bo bábvuhulu nde ti: «Nsaama.»
29080600d2	Oŋo nde átumu mpwumu a baara babwa-mansini mu nsie. Bu agwolo mampa nsaama mamo, ábvurulu matuono kundaa Nzaami, ákehe mo ya ágwi binduono bi nde mu kuulu bakaba mo, ya bo bákaba mo kundaa mpwumu a baara.
2908070063	Bo báli si ya mana binswi-nswi. Yiisu bu amana oseme bye, ályele binduono bi nde bikaba byehe si.
290808004d	Baara báli ya bágyughuru, ya bátolo mankuru nsaama bi bitsulu bi bísyili.
2908090050	Bo áli bakughu oto mapfwunu-mana. Ŋa nseele, Yiisu ábvurulu bo ku mala ma bo.
29080a0062	Ŋaana oŋo Yiisu ásomo mu bwara ya binduono bi nde, ya bágyene ku etsulu e nsie kii Dalamanuta.
29080b0074	Ba-Faridzyẽ bágyi kundaa Yiisu, bábaana otsoho ya nde, ya mu otsihi nde, bo báluomo nde elyimi ki eefa ku yulu.
29080c00c6	Yiisu ágwumu mu mpini mu mufulu a nde ya ályele ndiri: «Mu emakye baara baba eseene ki bali mu oluomo elyimi? Mu engaŋma me ndyele be yo, ka bagwa elyimi si emõ kundaa baara baba eseene ki o.»
29080d0053	Ŋa mbihi oŋo, Yiisu ámara oŋo ya ásomo mu bwara mu ogye ku ngulu a bana yinke.
29080e0056	Binduono bi Yiisu bídzinimi ogwolo mampa. Bo báli yini a limpa litsyini munsa bwara.
29080f0065	Yiisu átswi bo mukele wu: «Lidzubulu mihi ya lisa mayele mu pfini li ba-Faridzyẽ ya lili Erode.»
290810005d	Binduono bi Yiisu bíkatsimi bye a bye ti Yiisu bu ábili obo mu kuulu bo ka báli a mampa o.
29081100d1	Nde ábaghala mi bákatsoho bo-a-bo ya áfwulu bo ti: «Mu emakye be lili mu okatsoho ya lili mu okalyele be a be ti be ka lili a mampa o? Be nkini liibaghala o? Be nkini liikwara o? Mikolo mi be nkini mikubu?
2908120076	Be lili a mihi, lo ka lili mu okamono o? Be lili a matswi, lo ka lili mu okagyughu o? Be ka lili mu okalibili mweẽ o
29081300a0	ŋa aantsyiri me mampa mataana mu ogwa kundaa baara mapfwunu-mataana, bitubu bi bilwulu mu bitsulu bi mampa kpe be liibiri?» Bo bábvuhulu: «Kwumu ya byele.»
290814007e	«Ya ŋa aantsyiri me mampa nsaama mu baara mapfwunu-mana, bitubu bi bilwulu kpe be liibiri?» Bo bábvuhulu ndiri: «Nsaama»
290815002f	Yiisu ályele bo ti: «Be nkini liibaghala o?»
2908160067	Yiisu ya binduono bi nde bíto ku Betesayida. Baara bágyi a nde enkpa-mihi ya bábuono nde abyeme kye.
29081700ac	Yiisu ákwara enkpa-mihi mu kwogho ya ábiri nde ku mbala a bula. Bu atswulu manteẽ ŋa yulu a mihi mi nde, ánaã nde myaã ya áfwulu nde ti: «We li mu omono elogho?»
2908180085	Enkpa-mihi édzubulu mihi ya élyele ndiri: «Me ndi mu okamono baara, me ndi mu okamono bo ti anga miti, lo bo bali mu okabulugye.»
2908190069	Yiisu áfiritwulu nde myaã ŋa yulu a mihi, ya enkpa-mihi bu epana mihi, kye édzughu ya ékamono bubwe.
29081a0044	Oŋo Yiisu abvurulu nde ya ályele nde ti: «Ka somo kunsa bula o.»
29081b00b1	Yiisu ya binduono bi nde bágyene ku mala ma máli mu etsulu e nsie kii Sedzare lili Filipe. Mu nzili nde ábwi okafwulu binduono bi nde ti: «Mu mbiili a baara, me nande ndi?»
29081c007a	Bo bályele nde ndiri: «Baara bana ti we li Dzã Muboghoro, babake ti we li Eli, bakimi si ti we li mumõ mu mibighili.»
29081d005e	Yiisu áfwulu bo ti: «Lo mu be, me nande ndi?» Piere ábvuhulu nde ti: «We, we li Kriste.»
29081e003f	Yiisu átswi bo mukele banyaã olyele ndagha oyo kundaa mbwuru.
29081f00f0	Mu obo, nde ábaana oluo bo ti Mwana a mbwuru áli faana omono mpara yi alagha. Bakwuru, bakwuru ba bangaa ba Nzaami ya baluo-mikyene báfaana obihi nde ya odzwa nde. Ya ŋa mbihi a bitsughu bitere, nde faana osighili ŋa kara li ba bákpi.
2908200059	Nde ákalyele bo mandagha mamo epankala. Mu obo Piere ábiri nde mu libee ya áfyẽ nde.
29082100b6	Lo Yiisu bu akaghala, átala binduono bi nde ya áfyẽ Piere ya ályele nde ti: «We Satana! Mara ŋa nkulu a me, mu kuulu we ka li mu okatsimi ti anga Nzaami o, lo ti anga baara.»
29082200b0	Ŋa mbihi oŋo, nde áti mpwumu a baara ya binduono bi nde mbili, ya ályele bo ndiri: «Kala ti mbwuru dzyi onama me, lo atunu nyuru a ndeme, agwolo kuruwa li nde ya anama me.
29082300a6	Mu kuulu, nswe munde wu dzyi obvwuhu laama li nde, sa apfihili lo. Lo, nswe munde wu aapfihili laama li nde mu nkooro a me ya mu nkooro a Nsia yi mbwe, sa abvwuhu lo.
290824005f	Nsa ndaana mbwuru aakala a yo kala ti nde bagha bupfulu bu nsie nsyini ya pfihili laama li nde?
2908250044	Nki elogho mbwuru akughu ogwa mu ogyiŋi ŋa ebini kii laama li nde?
29082600f1	Mu kuulu, munde wu akala aamono budzwa mu me ya mu mandagha ma me ŋa kara li eseene kii enkwunu ya kii banga-a-masumu ki, Mwana a mbwuru si sa amono nde budzwa ŋa akala aayabvughuru nde ya bangye-yulu baba ngili kunsa nsia a Taara a nde.»
29090100bd	Yiisu áfirilyele binduono bi nde ya mpwumu a baara ndiri: «Mu engaŋma, me ndyele be ti, babake mu baara ba bali ŋa ka bakpa o nsomo-a-nsomo bamono Emfumu e Nzaami ki eegya mu lileene.»
290902008e	Ŋa mbihi a bitsughu bisemene, Yiisu ábiri Piere, Dzake ya Dzã bo ngasighi mu libee, ku yulu a munguo wu mula. Nde ákighiri ŋa nkulu a bo.
2909030073	Binkuru bi nde bíbwi osehene ya bípeŋeme mu buŋu liili ka oli a laã lili kughu ogwa buŋu lili obo ŋa nsie o.
290904003b	Eli ya Moyidze bámoŋono kundaa bo. Bo bákabili ya Yiisu.
29090500a3	Piere ályele kundaa Yiisu ndiri: «Muluo, Oli bubwe ti bihi-a-be likala ŋa. Litswe litwu bibvulu bitere: etsyini kii we, etsyini kii Moyidze ya etsyini kii Eli»
2909060046	Piere ka ákasoolo ndagha yi obili o, mu kuulu bo báli a nzalamweẽ.
290907007b	Edzi égyi ya edzyimi-a-dzyimi e kye éfughu bo, ya ndagha yípala kunsa kye: «Wu me Mwana a me wu mukolo, ligyughu nde!»
290908006f	Ŋaana oŋo bo bátala nkolo ya nkolo, lo bo ka bámono mbwuru mukimi o ŋa yulu a yini a Yiisu ngasighi ya bo.
2909090087	Ŋa bákasughuru bo munguo, Yiisu átswi bo mukele banyaã olyele mbwuru mi bámono bo tee ŋa akala oosighili Mwana a mbwuru mu lipfu.
29090a0062	Bo bási ndagha oyo nsimi, lo bakafumunu bo-a-bo ti: «Osighili mu lipfu bunu-a-bo odzyi olyele?»
29090b0067	Ya binduono bi Yiisu bífwulu nde ti: «Mu emakye baluo-mikyene baakalyele ti Eli faana otswama ogya?»
29090c00b3	Nde ábvuhulu bo ti: «Eli tswama ogya mu obvurulu mandagha mwohono bwunu a bu máli. Bunu-abo bakughu osono mu Mwana a mbwuru ti nde faana omono mpara yi alagha ya sa babele nde?
29090d0073	Lo me ndi mu olyele be ti Eli ágyi, ya baara bási nde bu bádzyi bo, bwunu a bu oli mandagha ma básono mu nde.»
29090e009b	Mu matala ma báyato bo ŋa óli binduono bibike, bo bámono mpwumu a baara yi nene yi áasi binduono ŋa kara-a-kara ya baluo-mikyene ba bákatsoho ya bo.
29090f005c	Mpwumu a baara bu yisaamono Yiisu, yíkiŋimi ya yíyabwana nde mu ntyini mu ogwa nde mboro.
2909100051	Yiisu áfwulu binduono bi nde ndiri: «Be mu nsa ndagha lili mu okatsoho ya bo?»
290911008b	Baghala mumõ ŋa kara li mpwumu a baara ábvuhulu nde ti: «Muluo, me aayambiri mwana a me wu baghala wu li a mufulu wu a nkini kundaa we.
29091200d0	Nswe ebini ki ookasyimi mufulu mwana, agwolo tsili nde mu nsie. Fulu liikapala mwana mu muŋma, aakakwere myini ya nyuru a nde yiikatighili. Me aambuono binduono bi we bibyi mufulu me, lo bye ka biileene o.»
2909130097	Yiisu ályele bo ndiri: «Eseene ki egwene a kana, tee nki matala me akala aankala ya be? Tee nki matala me aankuru mukolo mu be? Ligya a me nde ŋa!»
290914009d	Bágyi a nde mwana. Mu matala ma ómono mwana Yiisu, mufulu wu mubi ányihi nde mu mpini. Nde ábwi ŋa nsie ya ákakiŋimi, ya fulu líkapala nde mu muŋma.
2909150070	Yiisu áfwulu taara a mwana ti: «Obaana nki matala nde aakasa bu?» Nde ábvuhulu ndiri: «Obaana bugye bu nde.
2909160092	Ya mansa malagha mufulu aakatsili nde ku mbaa ya mu madza mu odzwa nde. Lo kala we kughu ogyighili ndagha nga-mõ, mono bihi nyiĩ ya baha bihi!»
2909170065	Yiisu ályele nde ndiri: «“Kala we kughu!” Munde wu aasa kana kughu ogyghili mandagha mwohono.»
2909180059	Ŋaana oŋo taara a mwana ákehe engubu ti: «Me nsi kana! Gya baha ogwene o kana o me!»
29091900c5	Yiisu bu amono mpwumu a baara yi aakagya mu ntyini, áfyẽ mufulu wu mubi ályele nde bu: «Mufulu wu a nkini ya wu enkpa-matswi, me ngwi we litumu, pala mu mwana wu, ya ka afiriyasomo mu nde o!»
29091a009c	Mufulu wu mubi ákehe mingili ya ányihi mwana mu mpini ya ábulupala. Mwana áli ayi ti anga mbwuru wu aakpi. Mu obo baara balagha bákalyele ti nde aakpi.
29091b0043	Lo Yiisu, bu akwara mwana mu kwogho, ásiili nde ya mwana átemene.
29091c0091	Mu matala ma obvughuru Yiisu ku nzo, binduono bi nde bífwulu nde ŋa báli bo ngasighi ti: «Mu emakye bihi bameme liikuono obyi mufulu munde?»
29091d0056	Yiisu ábvuhulu bo ti: «Yini a mu lisamana be likughu okapaha efa ki mufulu wu obo.»
29091e0082	Bu bamara oŋo, Yiisu ya binduono bi nde basaghaba etsulu e nsie kii Ngalile, ya nde ka ákadzyi o ti baara bagyahaba ku áli nde.
29091f00d1	Mu kuulu nde ákaluo binduono bi nde ya ákalyele bo ti: «Sa batyeghe Mwana a mbwuru ŋa myaã mi baara. Bo sa badzwa nde, ya bitsughu bitere ŋa mbihi a lipfu li nde, nde sa asighili ŋa kara li ba bákpi.»
2909200052	Lo binduono ka bíkabaghala ndagha oyo o, ya bo báli a nzalamweẽ mu ofwulu nde.
2909210093	Yiisu ya binduono bi nde báyato ŋa bvulu lili Kaperenawume. Bu basomo mu nzo, Yiisu ábwi ofwulu bo ti: «Be mu nsa ndagha liikatsoho mu nzili?»
290922006a	Lo bo ka bátsughu ndagha o, mu kuulu mu nzili, bo bákatsoho bo-a-bo mu osoolo nande mu bo bvulu mupfunu.
29092300bb	Mu obo Yiisu ábwi-nsini, áti Bakwumu ya buolo mbili ya ályele bo ti: «Kala mbwuru dzyi okala wu a nsomo, nde faana okala wu ensiele-mbihi mu baara bwohono ya musala a baara bwohono.»
2909240053	Nde ágwolo muke-muke, átwulu nde ŋa kara li bo, ya bu abwumu nde, ályele bo ti:
29092500a1	«Munde wu aagyagha mu nkwumu a me muke-muke ti anga wu, meme nde agyagha. Ya munde wu gyagha me, ka oli me nde agyagha o, lo munde wu aagweghe me nde agyagha.»
29092600b8	Dzã ályele nde ti: «Muluo, bihi liimono baghala mutsyini wu li mu okabyi mifulu mi mibi mu nkwumu a we. Bihi liisagha nde okahaba mu osa obo, mu kuulu nde ka aakanama bihi-a-be o.»
2909270088	Yiisu ábvuhulu ti: «Ka likahaba nde o, mu kuulu ka oli a mbwuru wuulu bu asi emaã mu nkwumu a me, ŋaana oŋo bwi obili bubi mu me o.
2909280035	Mu kuulu, wu gwene bele bihi-a-be, li wu a bihi-a-be.
290929009c	Ya munde wu akala aagwa be ebaha ki madza mu kuulu be lili baara ba Kriste, mu engaŋma me ndyele be ti, si okala ka bunu, nde ka apfihili mufuru a nde o.»
29092a00b7	«Lo, kala mbwuru bwihi mu masumu mumõ ŋa kara li bike-bike bi biikasa kana mu me bi, obvulu bubwe bakuru nde mu bolo limeẽ li linene li baakasighi bimburu ya batsili nde mu mubu.
29092b00c8	Kala ti kwogho e we eekabwihi we mu masumu, tsyiri kye. Oluru bubwe kundaa we mu osomo mu laama ya ekee etsyini ya bu gyene ku mungele-a-mbaa ya bikee bi we binsa byele, ku mbaa yi aagwene okadzimi. [
29092d00a5	Kala ti kwulu e we eekabwihi we mu masumu, tsyiri kye. Oluru bubwe kundaa we mu osomo mu laama ekara ya bu batsili we ku mungele-a-mbaa ya myili mi we minsa myele. [
29092f00bb	Ya kala ti lihi li we lili mu okabwihi we mu masumu, sorolo lo. Oluru bubwe kundaa we mu osomo mu Emfumu e Nzaami ya lihi litsyini, ya bu batsili we ku mungele-a-mbaa ya mihi minsa myele,
2909300036	oko bantuŋu ka baakakpa o, ya mbaa ka yiikadzimi o.»
2909310064	«Mu kuulu sa bagyeele kana li nswe mbwuru mu mbaa, mpaala nswe mbwuru akala a esee ki mungba mu be.
29093200a5	Mungba li elogho ki ebwe. Lo kala ti mungba pfihili makwene ma nde, mu nki elogho baabvurulu nde makwene? Likala a mungba mu beme, ya likala kunsa edzuunu be a be.»
290a0100c5	Bu amara oŋo, Yiisu ágyene ku etsulu e nsie kii Yude mu ngulu a mwele wu a Dzurudẽ. Mampwumu ma baara máfiriyabvuŋunu ŋa bele a nde, ya bwunu a bu óli epfu e nde, Yiisu áfiribaana oluo bo.
290a02005d	Ba-Faridzyẽ báyafwulu nde, mu otsihi nde, kala ti baghala li a muswa mu obyi mukala a nde.
290a030038	Yiisu ábvuhulu bo ti: «Nsa ndagha Moyidze átumu be?»
290a040064	Bo bályele ti: «Moyidze ágwi baghala muswa wu osono mukaana wu odzwa bala ya obyi mukala a nde.»
290a050052	Yiisu ályele bo ti: «Mu nkooro a mikolo ngyi mi be Moyidze ásono mukyene munde.
290a060058	Lo ku ebaana ŋa ógyighili Nzaami bilogho byehene, nde ágyighili bo baghala ya mukaha.
290a070051	Mu obo baghala sa asihi a taara ya ngughu a nde ya sa akala emõ ya mukala a nde.
290a080056	Bo bansa buolo sa bakala nyuru mõ. Mu obo, ka bafirikala baara buolo o, lo nyuru mõ.
290a090031	Mbwuru anyaã okabala baara ba óbvughu Nzaami!»
290a0a0048	Ŋa bábvughuru bo ku nzo, binduono bi Yiisu si bífwulu nde ndagha oyo.
290a0b009d	Nde ályele bo ti: «Mbwuru wu byi mukala a nde ya kie mukaha mukimi, nde si lisumu lili obvughu mbughu ya mukaha mukimi ŋa nkulu a mukala a nde wu a nsomo.
290a0c0070	Ya kala ti mukaha byi mulumu a nde ya kie baghala mukimi, nde si lisumu lili obvughu mbughu ya baghala mukimi.»
290a0d0062	Baara bágyi a bike-bike kundaa Yiisu mu kuulu nde abyeme bye. Lo binduono bi bífyẽ baara babo.
290a0e00b0	Yiisu bu amono obo, ákolo nkehe ya ályele kundaa binduono ti: «Linyaã bike-bike bigya kundaa me. Ka likahaba bo o, mu kuulu Emfumu e Nzaami eli kii babo ba bali ti anga bo.
290a0f0077	Mu engaŋma me ndyele be ti, munde wu akala aagwene ogyagha Emfumu e Nzaami ti anga muke-muke akala ka somo mu kye o.»
290a100043	Ŋa mbihi oŋo, Yiisu ábwumu bye, áseme bye mu okanaã bye myaã.
290a1100d8	Yiisu bu abwi-nzili mu ogye, baghala mutsyini ágyi kundaa nde mu ntyini ya ákunu mabuo mu nsie ŋa nkulu a nde. Nde áfwulu Yiisu ndiri: «Muluo wu mubwe, emakye me mfaana osa mu obagha laama lili mibvu ya mibvu?»
290a120075	Yiisu ályele nde ti: «Mu emakye we lyele ti me mbwuru wu mubwe? Ka oli a mbwuru wu mubwe o, yini a Nzaami li mubwe.
