2800000007	Mataayi
29040100cf	Kange alya tengula ku vulanisia mulubale palubale pa lisumbe. Nilipugha ilivaha likakong'ana pikunsungutila umwene, akalamula pikwingila mu ngalama na akikala. ilipugha lyoni likava mulubale kunji mulisumbe.
2904020051	Pe akavavulanisia sinyinga mufuhwanikisio, pe akajova kuvanave ni mbulansio sake.
2904030030	Pulikisia, unkesambeju alyalutile kukesa imbeju.
290404007b	Ye ikesa imbeju jimonga jikaghua musila, injuni sikisa sikahola. Ijinge jikaghua palinalavue, pano ilihanga lilyale lidebe.
290405003e	Nakalingi sikuuma, ulwakuva nasilyale palihanga ilyakukwilana.
2904060071	Looli ilijuva lika nyaanya, jikuuma, ulwakuva nasilyale ni ndela, sikuuma. Ijinge jikaghua pa malela gha madasia.
2904070047	Neke amadasia yeghalembile ghaka fweta, sikakunua kukoma ifipeke vunufu
290408007c	Ijinge jikaghua pa lihanga ilinofu jikamela nakukoma vunono, jimo ifijigho fitatu, ijinge fijigho ntanda, ijinge kilundo”.
2904090026	Pe akati, “Unyakupulika, apulike!”
29040a006c	U Yesu unsiki ghuno akale mwene, vala vano valyale pipi na vala kijigho na vavili vakamposia kufihwanikisio.
29040b0072	Akavamula muvanave, “Mupelilue isa vusyefu uvwa vutwa vwa Nguluve. Neke vano valikunji ifinu fyoni fihwanikisio,
29040c0088	neke vangalole, ena vilola, loli navangalole, kupulika vipulike neke navangasitang'anie, looli vasasyetuka nu Ngulu ngale avasaghile.”
29040d006d	Pe akajova muvanave, “Namukukitang'ania ikihwanikisio iki? Pe kyamukufitang'ania ndani ifihwanikiso ifinga?
29040e0019	Unkesambeju akesa ilisio.
29040f0097	Vamonga vevano vaghwile mulubale mu sila, pano ilisio likesilue. Pano valyapulike, nakalinge usetano akisa na pivusia ilisi lino likale mu moojo ghave.
2904100074	Vamonga vevala vano vakakesilue pakyanya pa linalavue, vano, vikulipulika ilisio, vikulyupila ng'aning'ani nulukelo.
2904110094	Vasila ndela sesoni mu mojo ghava, looli valyale nu lugudo ludebe. Looli inalaamu ni mumuko pano fikwisa vwimila vwa lisio, unsiki ghughuo vikuvala.
290412003c	Avange vevala vano vakakesilue mumifui. vikulipulika ilisio,
290413008b	neke imumuko sa mu iisi, uvuyasu vwimila vwa kyuma, nuvunoghelua vwa mbombo isinge, fikuvingila pe fifweta ilisio, pelikunua ku koma imeke.
29041400ac	Looli vano vavyalilue mulihanga ili nofu. vikulipuluka ilisio na kukulyupila neke vikoma ifipeke: jumo ifipeke fijigho fitatu ujunge fijigho ntanda, ujunge kilindo kimo.”
290415007c	U Yesu akavavula, “Ulumuli luletua munkate mu nyumba na pikulubika pa ndilo, nambe pasi pa fungo? Jeeje luvikua pa kimilo.
2904160065	Ulwakuva nakwekile kyekyoni kino kifisime kino nakilikagulika, sope isa vusyefu silivikua pa vwelefu.
2904170019	Unya kupulika apilike!”
2904180081	Akavavula, “muve maaso kukino mukukipulika, ulwakuva ikipimo kino mipimila, kyekino milipimivua, kange kilikwongelele kulyumue.
290419007d	Ulwakuva umwene juno alinakyope, ilikyupila kukila, jula juno nsila, kuhuma kwa mwene ilipokua nambe fila fini alinafyope.”
29041a0060	Pe akajova, “Uvutwa vwa Nguluve vulindavule ikihwaanikisio kya muunhu unkesa mbeju mumughunda.
29041b0059	Umwene akaghona na kusisimuka, imbeju jika lemba nakukula, kisila kukagula muno jimelela.
29041c004c	Iisi jihumia jijio; ghitala amatundu, neke amasoje, kange imeke sino selile.
29041d005c	Unsiki ghuno imbeju jiva jelile itwalagha uvumego, ulwakuva unsiki ghwa kubena ghufikile.”
29041e0068	Pe akajova, “tu hwananie uvutwa vwa Nguluve ni kinu kinge, nambe utumile ikihwani ikinge ku kwolelela?
29041f0070	Vuhwani vwa mbeju indebe kukila soni, nambe pano jilya vyalilue jilyale ndebe kyongo kukila imbeju soni mu iisi.
29042000b5	Nambe, unsiki ghuno jikavyalilue, jimela na kukula ghuva mela nkope kukila amamele ghoni agha mubusitani, inhaafi saake siva mbaha, nasinjuni sa kuvulanga sitendagha ifivwasu mumuo.
290421007b	Akavavulanisiagha avaanhu ilisio lyake mufihwanikisio finga na kujova mu vanave, kavavulanisiagha ndavule vanoghile kujova,
2904220077	na akalovagha kimonga kisila kuhwanikisio. Looli unsiki ghuno lyale mwne, akavaghanulilagha sooni avavulanisivua vaake.
2904230054	Mufighono ifio, ye jifikile ivwilile, akajova muvanave, “Tulovoke imwambo jila”.
290424007f	Pa uluo vakalileka ilipugha, vakantola u Yesu, unsiki ughuo ye alimunkate mungalava. Ingalava isinge silyale palikimo nu mwene.
2904250062	Imhepo inyangufu jikaguguma na mavingo ghakavingilagha munkate mu ngalava ingalava wejilya memile.
2904260092	Looli u Yesu alyale mu shtri, alyaghonile pa kisaghu. Vakansisimula, vakati, “Ghwe m'bulaniisi, uve kulyuve ghuvona na kiinu usue pano tufua?”
2904270070	Pe akasimuka akajidalikila imhepo na pikujivula inyanja, '“Litama, ulughano”. Imhepo jikalitama, kukava mye.
290428002d	Akaajova muveene, “Lwakiki muli voghofi?”
290429006e	Valya memile uludwesi luvaha, vakajovesania, vakati, “Uju ghwe veeni, juno imhepo namavingo fikumpulika?”.
2905010037	Vakafika umwamboijinge ija lisumbe, mulikaja lya Gerasi
290502006e	Nakalingi u Yesu ye ihuma mu ngalama, akisa kwa mwene umuunhu jumonga unyalipepo lilamafu akahumile ku mbiipa.
2905030069	U muumhu uu akikalagha ku mbiipa. Nakwalyale uwakunkola nabe kukundindila, nambe kukunkunga ni minyololo.
290504007f	kekinga akapinywagha ni pingu na manyololo. akadumulagha amanyololo ni pingu akadenyagha. Nakwaliyale unyangufu ghwa kumulefia.
2905050062	Pakilo na pamwisi akikalagha ku mbiipa na kufidunda, akakolagha na kukutemateme namavue amajodofu.
2905060042	Ye am'bwene u Yesu pavutaali, akankimbilila na kufughama pa mwene.
290507009c	Akakola ni lisio ilivaha, “Lunoghile nivombe kiki, Yesu, Mwana ghwa Nguluve juno alikukyanya fijo? Nikukusuma mulitavua lya Nguluve, uleke pikumumusia.”
2905080047	Ulwakuva yumbulile, “Ghwe lipepo lichafu uve, huma mwa muunhu uju.”
2905090087	Gwoope akamposia akati, “Ilitavua lyako veeve veeni?” Ghwope akamwamula, “Ilitavua lyango nene Ligioni, ul. wakuva tuliviinga.”
29050a0032	Akampelepesia kange leka pikughadaga mu iisi jila.
29050b0046	Ilipugha ilivaha ilya ngube lilyale pakyana pakidunda silyale sidimua,
29050c0056	ghoope ghokampelepesia, sikati, “Utusung'e mu ngube, mwetwingile munkate mu sene.”
29050d00c5	Akaghatavula; amapepo amalamafu ghakahuma mwa muunhu na pikwingila mu ngube, sope sikakimbilila pasi pa kidunda na pikwingila mulisumbe, neke ilipugha lya ngube imbilima ivili sikadwivila mulisumbe
29050e00b6	Navadima ngube vakakimbila vakaluta mulikaja na mufikaja kuhumia imhola kusino sihumile na pivombeka mu likaja na mukisina. Pepano avaanhu vinga vakahuma kuta kulola kino kikahumile.
29050f009c	Pepano vakisa kwa Yesu pe vakamwagha umuunhun juno ahasiling'ine na mapepo alyale nu nsikali ikalile pasi, afwasivue, ali nuluhala lunofu, voope va koghopa.
290510008c	Vala vano vakasivwene sino sivombike kwa muunhu juno alyahassiling'ine na mapepo vakakimbila kino kikahumile kwa mwene kange vwimila ingube.
290511002f	Voope vakampelepesia kuuti avuuke mu iisi jave.
2905120078	U Yesu ye ikwingila mu ngalava, umuunhu juno alyahasiling'ine na mapepo akampelepesiaa kuuti alutaghe palikimo nu mwene.
2905130079	U Yesu akankana, akati, “Lutagha kukaja na kuva nyalukolo vako, uvavule akuvombile u Mtwa, nulusungu luno akupelile.”
2905140071	Pepano akavuka na kuluta kupulisia imbaha sino am'bombili u Yesu mu Dekapoli, imhola isio sikava kidegho ku vooni
2905150088	Pano u Yesu alyalovwike kange imwambo ijinge, mu ngalava, ilipugha ilivaha lika kong'ana kukunsungutila, pano alyale mulubale mulisumbe.
2905160067	Umbaha jumo ughwa va sinagogi, akatambuluagha Yairo, akisa, ye amwaghile, akaghua pa maghulu gha mwene.
29051700b6	Akampelepesia fijo kange fijo, akati, “Mwalivango n'debe ghukova pifua. Nikusuma ghwise uvike uluvoko lwako pakyanya pa mwne ulwakuuti usoke akupele uvwumi ughendelele pikukala.”
2905180062	Apunakavuka palikimo nu mwene, nalilipugha ilivaha lika m'bingililaa vaka mpitagha kukunsungutila.
290519006d	Pwe alyale umumama jumonga juno alyale ihuma idanda inaaaamu ijio jilya mpumwisia amaka kijigho na gha viili.
29051a0094	Alya pumuike yongo kuva ghanga vinga alya vombiile ikyuma kyoni kino alyale nakyo. Neke nalyasokile nambe padebe, looli inamu jikava jifikwongelela.
29051b0098	Akapulika imola isa Yesu. Pe akatengula kukwisa kughenda mumbele muno mwa mwene pano alyale ighenda pakate palipugha. ghwope akagusa umwenda ghwa mwene.
29051c0048	wakuva akajovile, Nane ninga guse ghamenda ghake ni soka, niva mwumi.”
29051d0058	Ye agusile, idanda jikabuhilapihuma, akivoona mumbili ghwake asokile kuhuma munamu jila.
29051e009f	Unsiki ghughuo u Yesu akivona mu m'bili ghwake sihumile ingufu. Akyasyetuka imbale soni mulipugha pe akaposia, “Ghwe veeni juno abasisie u mwenda ghwango?”
29051f0080	Avavulanisivua vaake vaka mwamula, “Ulivwene ilipugha ilili likikupita lisyungutile, najuve ghuti, ghweveeni juno ikukwabasia?
2905200042	Looli u Yesu akava ifilolesia ulwakuuti ankagule juno amwabasisie.
2905210087	Umukijuuva, akakagula lunoluhumile kwa mwene, akoghopa na pihilila. Akalukagula pe akaghua pasi pamwene akolelela sooni sino sivombike.
290522006d	Akajova kwa mwene, “Mwalivango usokile vwimila ulwitiko lwako. Ulutaghe nulutangano inamu jako jisoke lwoni
2905230086	Pano alyale ijova, valisile avaanhu vamo kuhuma kwa ngoyo wa Sinagogi, vakaati, “Umwalivo afuile. Kiki ghuku n'gasia um'bulanisi?”
2905240068	Looli u Yesu ye akipulike kino valyajovile, akambula um'baha ghwa sinagogi, “Uloghopagha. Itikagha.”
2905250067	Akavakana vooni kulutania naghwope, looli akantoola u Petro, Yakobo, nu Yohana navanyalukolo va Yakobo.
2905260056	Vakisilepakaja pa m'baha ghwa va sinagogi ghwope akalivona ili batu, kukola na kulila.
290527006b	Ye ingile mu nyuma, akavaposia akati, “Kiki musukunile kange kiki mulila? Umwana nahwile looli ighona.”
2905280082	Vakanseka, looli umwene akavahumia vooni kunji, akavatola ava pafi nava vulanisivua vala, kingila munkaate muno mwealyale u mwana.
2905290068	Akankola uluvoko lwa mwana akati, “Talitha koum,” kwekuuti, “Ggwe minja uve nikukuvula, simuka.”
29052a0099	Unsiki ghughuo umwana jula akasimuka na na pighenda (ulwakuva alyale na maka kijigho na ghaviili). nakalinga vakakoluo ni nganighani na nuludegho luvaha.
29052b0087	Akavakana ku ngufu kuuti nalunoghile umuunhu ghweni akagule imbombo jino jivombika apa. Akavavuula kuuti vampele uminja jula ikyakulia.
2906010055	Pe akabuka apuo kuluta mulikaja lya mwene, na vavulanisivua va mwene vaka mbingilila.
29060200e0	Isabati ye jifikile, akatengula kuvulanisi mu sinagogi. Avaanhu vinga vakampulikisia na pidegha. vakati, “Atolile kughi imbulnisio isi?” Vukagusi vui vuno apelilue?” kange fidegho fiki fino fivombeka mu ngufu saake?”
29060300a6	“Uju naghwe mpulula mbavo, mwana ghwa Mariamu nyalukolo ghuva Yakobo, Yose, Yuda nu Simoni? Nava lumbu nave vuno tukukala palilikimo nusue?” Navakakelile nu Yesu.
2906040080	U Yesu akavavula, “Um'biili naikosa uvwoghopua, ulwene naikwoghopua mulikaja lyake na vanyaluolo vamo avamunyumba ja mwene.”
290605005c	Naakavomba nambe kidegho kimonga apuo, looli akavabiikila amavoko avatamu vadebe akavasosia.
290606005f	Akadegha kyongo ulwakuva navalyamwitike. kange pe akaghendela ifikaja ifya pavupipi kuvulanisia
290607008e	Akavakemela avavulanisivua vala kijigjo navaviili akatengula piku vomhola vavili vavili. Akavapela uvu tavulilua vwa kudaga amapepo imilamafu,
2906080087	akavavula ulwakuti navala tolaagha kyakwoni pano viluta ulwene lulukongoja lwene. Navangagadaghe unkate, nambe inyambe, nambe indalama;
290609003d	looli mufwalaghe ifilato, ulwene mulafwalagha isopeka iviili.
29060a006c	Kange akavavula, “Inyumba jejoni jino kwande mukwingila, mukalaghemumuo kuhanga pano muvuka mulikaja ilio.
29060b008d	Kange ilikaja lino navikuvupilila nambe kukuvapulikisia, muhumaghe muvanave, mukung'unaghe ulung'unde mumaghulu ghinu, kive kivalilo muvanave
29060c003c	vakavuuka viluta vipulisia valate na kukusileka inyivi save.
29060d0047	vakadagha amapepo minga, kanke vakaghapakagha avatamu amafuta vakasoka.
29060e00e5	Utwa u Herode ye aghapulike aghuo, ulwakuva ilitavua lya Yesu lika kagulike kyongo. Vamonga vakatisagha, “U Yohano umwofughua asyukile kuhuma kuvafue vwimila vwa ilio, iji ngufu ja fidegho ivombela imbombo munkate mwa mwene.”
29060f007e	Avaange vakatisagha, “Uju ghee Eliya,” Kange avange vakatisagha, “Uju ghwe m'bili, ndavule ava viili vamo ava pakale.”
2906100056	Ne uHerode ye apuluke agha akati, “U Yohana, juno nilya n'dumwile umutu asyukile.”
29061100a5	Ulwakuva u Herode jujuo akalaghile kuuti u Yohana akolue na kukun'dindila mu ndinde vwimila uHerode (un'dala ghwa nuna Filipo) vwimila umwene ulwakuti alya n'tolile.
2906120064	Ulwakuva u Yohani alya m'bulile u Herode, “Nalunoghile mundaghilo kun'tola un'dala ghwa nunavo.”
2906130050	Peoano uHerode akan'kalalilagha na kumwuvila ulwakuti am'bude, neke akakunuagha,
29061400db	ulwakuva uHerodr akamwoghopagha uYohani; alyalutang'inie kuuti muunhu mugholofu kange mwimike, pe akamuleka pavutavike. Kange akavisagha nulukelo lwa kumpulikisia akasukunalagha fijo, looli alyan'kelile kuku mpulikisia.
29061500a6	Ye kifikile ikighono ikya kikuluklu ikya kukumbuka kuholua uHerode akavaling'ania avavaha va vasikari va mwene ululilo, navasikali na vatambulike avange ava Galilaya.
29061600ec	Pepano umwalivo ghwa Herodia akingila na seeja pavulongolo pa veene, akamhovosia uHelode navaghesi vano valikalile unsiki ughwa kyakulia kya pakivwilile. Pe pano untwa u Herode akam'bula uminja jula, “Suma kino ghulonda nikukupele.”
2906170057	Akajiigha akati, kyokyoni kino ghukunisuma, nikukupela, nambe vuve vwe vutwa vwango.”
2906180061	Akahuma kunji kukumposia ung'ina, “Nisuume kiki?” akati, “Umutu ghwa Yohani u mwofughua.”
2906190070	Akingila ng'aning'ani mwa ntwa akatengula kusuuma, “Nilonda umele mulisinia, umutu ghwa Yohani u mwofughua.”
29061a0066	Untwa akasukunala kyongo, looli ulwakuva akijighile na kuvahesisia, vakakunua pikun'kana kino asumile.
29061b0093	Pepano, untwa akansung'a avasikari vamo muvaloleli va mwene kuuti vakamuletele umutu ghwa Yohani. Unsikari akaluta kun'dumula umutu ye alimundinde.
29061c0051	Akaleta umutu ghwa mwene mulisinia na pikumpela uminja, uminja uakampela ung'ina.
29061d0058	Navavulanisivua va mwene ye vapulike isio, vakaluta kutoola umbili vakaghuviika mu mbipa
29061e0070	Ava sung'hua, vakakong'ana palikimo pavulongolo pa Yesu, vakamwolele soni sino vakavombile nisino vakavulanisie.
29061f008c	Ghwope akavavula mwise mwevanya kyuma kuvusyefu tu puume padebe.” Avaanhu viinga vakisagha na pibuka, vakakuunua piva nunsiki ughwa kulia.
290620002d	Pe vakapanda ingalava kuluta kuvusyefu veene.
290621006f	Looli ye vivuuka avaanhu vinga vakavagha, vakaluta luvilo palikimo kuhuma mumalenga, pe vakatala aveene kufika.
29062200a3	Yevafikile mulubale mu lisumbe, akalivona ilipugha lya vaanhu akavavonela ikisa, ulwakuva valyahwene ng'olo isila n'diimi. Pe akatengula pikuvavulanisia si nyinga.
2906230066	Unsiki ye kuseghelile fijo, avavulanisivua vakamwisila vakam'bula, “Apa pe pasyefu unsiki ghulutile.
290624004c	Utavule valutaghe mu fikaja fino fili pipi valutaghe vakaghule ifyakulia.”
29062500a4	Looli aka vamula akati, “Muvapele umue ikya kulia. Vakam'bula, “Ndeponu tuluta kukava amakate aghanya lutalama lwa dinali filundo fivili na pikuvapela valie?”
2906260081	Akavavula,” Muli namakate ghalingi? Lutagha mukalolae.” ye vakavile vakam'buula, “Tuli namakate ghahano ni samaki ivili.”
290627003d	akavatavula avaanhu vikale fighavo fighavo palisoli ilyololo.
290628004c	Vakavakasia fighavo fighavo; fimonga avaanhu kilundo, ifingi fijigho fihano.
29062900ba	Pe akatoola amakate ghahano ni samaki ivili, akalola ku kyanya, akahongesia pe akavapeela avavulanisivua vabike pavulongolo pa lipugha. Kange nasisamaki ivili akaghavania kuvaanhu vooni.
29062a0025	Vooni vakalia vakikuta napigombolela.
29062b0072	Vakakong'ania ifisighasi fya makate ni samaki, fikamema indilo kijigho na fivili, kange na fifisighasi fya samaki.
29062c003b	Avaki nhaata valyale imbilima ihano vano valyalile amakate.
29062d0066	Kange akavalaghila vapande ingalava valute imwambo ijingi, ku Bethsaida, pono umwene ihwesia ilipugha.
29062e0028	Yevavukile, akaluta kukidunda kukufunya.
29062f0054	Ye vwilile, ni ngalava save silyale pakate pa nyanja, ghwope alyale mwene kufidunda.
29063000b0	Akavagha pano vitata kughendasia ingalava ulwakuva imhepo jikavagomosiagha ku mbele. Ye kuta pihenga akavalutila, akaghenda pakyanya pa malenga, akalondagha pikuvakiling'hania.
290631006c	Looli ye vam'bwene ighenda pakyanya pa malenga, lukavingila uludwesi vakati lisyuka pe vakajeghela ni ngolo.
290632005f	Ulwakuva valyamwaghile lukamema uludwesi. akavavula, “Muve kangala! nene! namungoghopaghe.”
2906330043	Pe akingila mu ngalava, imhepo jika litama, vope vakandegha kyongo.
2906340063	Ulwakuva navalyavutang'iniea uvufumbue uvwa makate. ulwakuva uluhala lave lulyale nuvwelefu vudebe.
2906350051	Yevalovwike imwambo jingi, vakafika iisi ija Genesareti ingalava jikava pa vwimo.
290636002d	Yevahumile kunji mu ngalava, pe vakan'kagula.
290637007b	Vakaluta ng'aning'ani kupulisia mu iisi jila jooni vakatangula kuvaleta avatamu mufitala, mwoni munovapulikagha kuti ikwisa
29063800dd	kwoni kuno akalutagha mufighavo, nambe mu makaja, nambe mu iisi, vakavavikagha avatamu pa lighulilo, vakampelepesiagha kuti avalekaghe avatamu vabasyaghe nambe ulu vilo lwa mwenda ghwake. Vooni vano vakabasyagha vakasoka.
2907010063	Pambele, avafalisayi na vavulanisi va ndaghilo vamonga kuhuma ku Yelusalemu vakakong'haana pa Yesu.
2907020064	Vakavaagha avavulanisivua vamonga vilia na mavoko amalamafu, kwekuti kisila kwogha amavoko mu lwiho.
2907030075	Ulwakuva aVyahudi vooni, kyongo aVafalisayi, nakalisagha kisila kwogha amavoko ndavule lwale lwiho lwa vakuulu vaave.
29070400a6	Kange umuunhu pano amumile ku lighulilo, naalyanoghiile kulia kisila kwogha amavoko. Nisingi nyinga sino valyupiile, ndavule isa kusuka ifikombe, ifivughaana ni fingi
29070500ae	Pepano aVafalisayi na vavulanisi va ndaghilo vakamposia uYesu vakati, “Kiki avavulanisivua vaako navivingilila inyiiho isa vakuulu viitu, pano vilia na mavoko amalamafu?”
29070600d3	UYesu akavamula, akati, “Umue mwe vakedusi! Unguluve kukilila um'bili uYesaya alyajovile se sene vwimila umue, ndavule lilembilue, 'Avaanhu ava vikungina'ia pa pa mulomo, neke amoojo ghaave ghali kutali nuune.
2907070086	Vikunyimika neke ulwimiko lwave lusila luvumbulilo, ulwakuva vivulanisia indaghilo isa Nguluve, neke mugadilila inyiiho isa vaanhu.”
2907080060	“Sa kyang'haani, umue musilekile indaghilo isa Nguluve, neke mugadilila inyiiho isa vaanhu.”
2907090077	UYesu akavavuula kange akati, “Umue muvona lunono kukusileka indaghilo sa Nguluve, neke muvingililaghe inyiiho siinu!
29070a00b9	Ulwakuva uNguluve kukilila kwa Moose alyatiile, 'Umwoghopaghe uvaaso nu mamaajo, kanviise nambe un'ina kuge alyatiile, 'Umuunhu juno bikumuligha uviise nambe ung'ina anoghiile kubudua.'
29070b009a	Neke ume muvulanisia kuuti, umuunhu ndepoonu ikum'buula uviise nambe ung'ina kuuti, 'Kino niveele ninoghiile kukutanga, nihumisie, litekelo kwa Nguluve. '
29070c0067	APuo, mukum'biika umuunhu ujo aleke kukuvantanga avapaafi vaake, ulkuwakuva mwiti ahumisie kwa Nguluve.
29070d00a1	Mu uluo mubenapula ilisio lya Nguluve, pano mugadilila inyiiho siinu sino mukwuping'hana. Kange muli ni nyiiho inyinga ndavule isio sino nasihuma kwa Nguluve.”
29070e007d	UYesu akakemeela kange ilipugha ilya vaanhu akavavuula, akati, “Mumhulikisyaghe mweni, kange musitang'haniaghe sino nijova.
29070f0067	Nakwekili ikiini kino ilia umuunhu kino kikumpelela kuuva mlamafu, looli fino fihuma munkate mwa mwene.
