010000000b	Ittẹwọr
021f020066	“Kker e, kaam nkk'Bẹzalẹl nnwa kw'ijinọng kw'Uri, kw'ode nnwa kwa Hur k'efona cha Juda ndekha.
021f03007f	Kaam nkk'ẹ Egwugwuma ch'Ibinọkpaabyi nnanga, ọmaana ekkoji, ọmaana eronga, ttara otzitzin kw'emengkka kpenamkpen osisi,
021f040045	ifha osi ọtzọhm f'otzetzekha fa gol, ọmaana silva, ttara brons,
021f050065	f'ọkpaara atza obiro odokha bẹ, ọmaana nchi ọgwagwa, ttara omengkka-tzọhm kpenamkpen osisi.
021f0600de	Ayongi mẹ, kaam nkk'Oholiyab nnwa kw'ijinọng kw'Ahisamak, k'efona cha Dan ndekha bi, ọkhẹ-ẹ ọbọhk. Kaam nkk'amengkkakkaa biphyir emengkka nnanga, cha bẹ atzima asi ọttọhk kpenamkpen fa nkk'ọ ndọhna:
021f07008f	mach'irukhabe, ọmaana Ẹkkọhbhi ch'Echekhi, ọmaana ẹkkọhbhikpa ch'ephyokhi, ttara ekpo py'ẹnya ẹdọdọk biphyir py'ikhira nna,
021f08009c	mach'okpokkoro ttara ekpo py'ẹnana mẹ biphyir, ọmaana ettwikkaang-chi cha gol ọkkakka ọmaana ekpo pyẹ biphyir, ọmaana ijafọhnibe s'insẹns,
021f09008b	ọmaana ijafọhnibe s'ẹnanga ẹkwọmichẹ ọmaana ekpo biphyir py'ẹtzọni chẹ abẹ, ọmaana ọkwakkama ttara ẹnana chẹ,
021f0a009d	ọmaana nnya nyokhasẹ, nnya s'awurada s'Aarọn kw'ode ọfọhnẹja, ọmaana nnya sa va pẹ p'ijinọng k'ogbe kwa bẹ asi ọtzọhm f'afọhnẹja,
021f0b00a6	ọmaana ana pa bẹ am-abyengi ọnọng k'eho, ttara insẹns kw'ọdaami eruk kwa bẹ ahok k'Ibe s'Awurada. Tte bẹ asi idik nna atzor k'eden cha ndọhn-ọ.”
021f0c0032	Mẹ wọ, Ọvaar Ibinọkpaabyi oben Mosẹs bi,
021f0d00fb	“Ben anọng p'Israẹl bi, bọng akhaambi ahok Nwọhngkwokhawu saam. Ma wọ óde ẹkhọhkha k'ottem kwa kaam ọmaana bọbọng, ttara igbọ s'íkwu k'ororo, ifha bọng aronga bi, kaam wọ nde Ọvaar Ibinọkpaabyi, kw'om-osi bọng awur.
021f0e00ef	“Bọng hok Ẹwọhngkwokhawu nda, okhuri bi, ch'ede ewu ch'awurada ẹnang bọng. Ọnọng kpenamkpen kw'olukhi ewu nda, bẹ akhaambi afhẹ-ẹ; ọnọng kpenamkpen kw'osi ọtzọhm manda vani m'ewu nda, bẹ akhaambi afhẹ-ẹ.
021f0f00dd	Iwu izadani rọ sa bọng asi ọtzọhm, yina, ewu nda ch'ettonga izenamfa, ede Ẹwọhngkwokhawu ch'awurada ẹnang Ọvaar Ibinọkpaabyi. Ọnọng kpenamkpen kw'ọsi ọtzọhm m'ewu nda, bẹ akhaambi afhẹ-ẹ.
021f10008b	Mẹ wọ, anọng p'Israẹl ahok Ẹwọhngkwokhawu nda, bẹ ahok ewu nda k'igbọ s'íkwu k'ororo mach'echekhi ch'ewobha maa, ogbe ode.
021f1100fd	Ewu nda éde ẹkhọhkha k'ottem kwa kaam ọmaana anọng p'Israẹl maa ipemanitzor, okhuri bi, Ọvaar Ibinọkpaabyi otzim iwu izadani osi ẹrọng ọmaana irerek, yina, k'ewu ch'ettong izenamfa ọn-ọkwọbha ọtzọhm, okwokha ọwọhng.”
021f1200d3	Mada Ọvaar Ibinọkpaabyi okk'Mosẹs idik nna ọgbaakha okyera k'egbegbeho cha Sinai, ọn-ọtzọkha atza-gbẹgbẹri afa p'asana pa kẹ Ibinọkpaabyi otzima ẹnọhna chẹ ọkkẹr, ọnang Mosẹs.
022001010f	Mada anọng mba p'Israẹl are bi, Mosẹs okk'ogbe on-okhibhi kpọng k'egbegbeho bi, okhuna, bẹ afona atza akhọri Aarọn, aben bi, “Kwu si akha anang man p'atzima man eden. Onode ayi Mosẹs kw'otzim man obina k'Ijip, modik korong kw'ọkk'ọtta okhebh-ẹ.”
02200200b7	Mẹ wọ, Aarọn obhina bẹ bi, “Bọng wọra ekpo py'itzọhng pya gol pya panọng pabọng, ọmaana pya va pabọng p'ijinọng ttara p'ipanọng akhe, atzọkha achen-m.”
0220030057	Mẹ wọ, anọng mba biphyir awọra ekpo pyabẹ p'itzọhng pya gol achena Aarọn.
02200400e0	Ọtzọkha ekpo pya bẹ akk'ẹ achena, otzima oduk ọgbatza kw'okheri ọbhaamnwa, odokh-ẹ ttara ọtzọhm-ttọhk. Mẹ wọ, bẹ aben bi, “O Israẹl, ma wọ ode akha pa bọng, p'atzim bọng abina k'Ijip e.”
02200500a7	Mada Aarọn ore odik nwa, osi ijafọhnibe m'itzitzikha s'ọbhaam-nwa nwa, ogwon ẹmọng oben bi, “Ophyini, mósi ọdadaami ọnang Ọvaar Ibinọkpaabyi e.”
02200600f6	Mẹ wọ, ewu ehobh mẹ, anọng mba aphyọbha k'ekpekpebha, asi nnanga nkwọmisẹ, bẹ abira atzima nnanga s'odidiri akwu. Mada bẹ akk'mando asa, bẹ an-awobha ẹwọr achi abira agwo, yina bẹ an-abin attubha k'ọdadaami kw'ebyibya.
022007007e	Mẹ wọ, Ọvaar Ibinọkpaabyi oben Mosẹs bi, “Kọ hakha, okhuri bi, anọng pọ p'atzim abina k'Ijip akk'an-akhibhi.
0220080120	Bẹ akk'idudukha atzima akpa nnam abọra asana pa nnangi bẹ, bẹ akk'ọgbatza abira adukha kw'ode mach'ọbhaam-nwa. Bẹ akk'nho ahakha anang-ẹ, bẹ akk'ẹjafọhni abira asa anang-ẹ, bẹ aben bi, ‘Israẹl o, ma wọ ode akha pabọng e, p'atzim bọng abina k'Ijip e.’
022009006c	“Ọvaar Ibinọkpaabyi oben Mosẹs bi, “Kaam nkk'anọng mba nna, bẹ ade anọng p'agaangi eho e.”
02200a0085	Na tte-m ọbọhk ngọhkha bẹ ittemdọkhiji saam, ifha mbiri ndimi bẹ. Mẹ wọ, kaam nna ńsọ-ọ ẹkhọma ch'ideden.”
02200b00ee	Yina, Mosẹs ophyem Ọvaar Ibinọkpaabyi, kw'ode Ibinọkpaabyi kwẹ ọphyaam, oben bi, “O Ọvaar Ibinọkpaabyi, ode yan kw'an-adọkhi ettem ttara anọng pọ p'atzim abina k'Ijip, ttara ẹfa chọ ch'ideden ọmaana ekhema o?
02200c0105	Okhuri yan kw'anọng p'Ijip an-aben bi, ‘Wa akhaam ochibhi-tzama yina atzima anọng mba abina k'Ijip bi, akwu afhu bẹ ma mgbegbeho nna, abira adimi che chabẹ m'ọyagbin o?’ Mkpa nnam abọra ittemdọkhiji sọ, hakha ettem, anọng pọ itzama kasi.
02200d012f	Kọ jima atzọhmnọng pọ Abraham, ọmaana Isaak, ttara Jekọb, p'achekhi anang for sọ bi, ‘Kaam ńsi va pa va pabọng ahaabh macha ndodori k'ọrọngkpakpa. Kaam mbiri ńnang va pa va pabọng irerek nna biphyir sa kaam nchekhi nnang bẹ. Sẹ ibiri íde ekkema chabẹ maa ogbe ode.’”
02200e0079	Mẹ wọ, Ọvaar Ibinọkpaabyi ọhakha ettem chẹ, itzama s'iwa ọkk'ọkhama bi osi anọng pẹ, bẹ dọk kosi.
02200f009a	Mosẹs ọbhakhi nnam ọhakha k'egbegbeho, otzima atza-gbẹgbẹri afa ka mbọhk sẹ, pa bẹ akkẹri asana ka nnam mfa, k'itzitzikha ttara ka nnam.
022010008e	Iwa atza-gbẹgbẹri mba ade ọtzọhmbọhk f'Ibinọkpaabyi, ọkkẹra kw'owobh m'atza-gbẹgbẹri mba ode ọkkẹra kw'Ibinọkpaabyi.
0220110069	Mada Joshua ọbhaang amọng p'anọng am-awuri, oben Mosẹs bi, “Agbong-mọng awobh k'ibhingabe.”
022012007f	Mosẹs obhina bi, “Ẹmọng ch'ekhema arang mẹ, ẹbomọng arang mẹ, ẹmọng ch'ọkkọhna dọ cha kaam mmaang.”
02201300c3	Mada Mosẹs oreng ọbaanga k'ibhingabe, on-ore ọbhaamnwa, ttara otzubha, ọdọkhi ettem ọbhari atza-gbẹgbẹri p'otzim ka mbọhk, ọvọhkhi bẹ k'abir-ibiri m'orin kw'egbegbeho nda.
02201400bd	On-obiro ọtzọkha ọbhaamnwa nwa kwa bẹ akk'asa ọbhabh k'ekpon, yina ọn-ọtzọkh-ẹ okhok k'abubuma, ọtzọkha abubuma mba ọnyaani k'asi, oben anọng p'Israẹl agwo bẹ.
022015006e	Mosẹs oben Aarọn bi, “Anọng mba asọ-ọ yan kw'atzim bẹ asi ẹkhọngkwuri ch'ẹbari manda o?”
0220160076	Aarọn obhina bi, “Itta kwaam, tte oning-ọ ọdọkhi, kọ arong odem kw'itzama ikpaang anọng mba osisi khẹ.
022017009a	Bẹ-bẹ bọ aben-m bi, ‘Si akha anang man p'atzima man eden. Onode ayi Mosẹs kw'otzim man obina k'Ijip, modik korong kw'ọkk'ọtta okhebh-ẹ.’
02201800ae	Mẹ wọ, mben bẹ bi, ‘Ọnọng kpenamkpen kw'ọkhaam gol, tte ọwọra.’ Mẹ wọ, bẹ awọra anang-m, ndini mmari k'ekpon, ofona mẹ, ọbhaamnwa nwa oyin!”
02201900c4	Mosẹs okwu ore bi, anọng mba an-asi itzimabhaang s'ideden, ttara bi, Aarọn okk'bẹ ọbọhk ọtta bẹ attena akwọbha eden, maa bẹ an-ade ọhamma-dik anang attattaanga-nọng pabẹ.
02201a00c6	Mẹ wọ, Mosẹs on-obe k'ẹbaakhamma ch'ibhingabe, oben bi, “Ọnọng kpenamkpen kw'obe ttara Ọvaar Ibinọkpaabyi, tte orenga otzor-m.” Mẹ wọ, abaLẹvi biphyir amun atzor-ẹ khẹ.
02201b015a	Mẹ wọ, oben bẹ bi, “Ọvaar Ibinọkpaabyi, kw'ode Ibinọkpaabyi kw'Israẹl obeni bi, ‘Tte ọnọng-ọnọng ọkpa ọkkangkkaang kwẹ k'erin. Bọng nnenga achina itzitzikha akpa nnam, akhọri abobongi p'ibhingabe nna. Tte ọnọng-ọnọng ofhu ọgbaanọkka kwẹ, ọmaana oyokhẹkhaan, ttara oyokh-ẹbaanga kwẹ.’”
02201c0068	AbaLẹvi asi macha Mosẹs obeni bẹ, m'ewu nduma, anọng nnọhna nzenamfa obhiri arọbh jobh, ape.
02201d00da	Mẹ wọ, Mosẹs oben bi, “Ọvaar Ibinọkpaabyi okk'bọng otzekha mayina, da bọng attaang anang osisi kwa va pabọng p'ijinọng, ọmaana votte pabọng, mẹ wọ, kẹ okk'bọng ọda m'ewu cha mayina.”
02201e00d4	Ewu ehobh mẹ, Mosẹs oben anọng mba bi, “Bọng akk'ẹkhọngkwuri ch'ideden asa. Yina, kaam nna ńda k'Ọvaar Ibinọkpaabyi, asi mẹ kaam mfha nsi ephyokhi ch'egbobhi ẹkhọngkwuri chabọng osi.”
02201f00a2	Mẹ wọ, Mosẹs ọkpa nnam k'Ọvaar Ibinọkpaabyi, oben bi, “Anọng mba akk'ẹkhọngkwuri ch'ideden asa! Bẹ akk'gol atzima asi akha anang for sabẹ.
022020007c	Yina, tzotzokhaan bina anang ngọngkwuri sabẹ, ani bẹ afha bina anang, rọbha che chaam ka nnwẹr kw'akk'akkẹra.”
02202100a5	Ọvaar Ibinọkpaabyi obhina Mosẹs bi, “Ọnọng kpenamkpen kw'okk'ẹkhọngkwuri ọsa k'itzitzikha saam, che chẹ dọ cha kaam ńnọbha ka nnwẹr kwaam.
02202200e4	Kọ rọhng madẹdẹn, atzima anọng mba eden achina k'ibe sa ira mgbaakh-ọ, itzọhmi saam rọ íchi bọng eden. Yina, ogbe opyipyiri kwa kaam ńnang ettuma, kaam ńnang bẹ ettuma ọnang k'ẹkhọngkwuri chabẹ.”
02202300a9	Mẹ wọ, Ọvaar Ibinọkpaabyi ọtzọhm itzama ochena anọng mba, okhuri ọttọhk fa bẹ asi ttara ọgbatza nwa kw'okheri ọbhaamnwa, kw'Aarọn ọkk'odukha.
0221010121	Mẹ wọ, Ọvaar Ibinọkpaabyi oben Mosẹs bi, “Kọ ọmaana anọng mba p'atzim abina k'Ijip, bọng bina aji irerek nna. Bọng china k'irerek sa kaam nkk'nchekhi k'ọnwọhngi nnang Abraham, ọmaana Isaak, ttara Jekọb, mben bi, ‘Kaam ńnang va pa va pabọng irerek nna.’
02210200a3	Kaam ńdọhm itzọhmi saam ichi bọng eden, bọng akhubh abaKenaan, ọmaana abAmọr, ọmaana abaHet, ọmaana abaPẹriz, ọmaana abaHiv, ttara abaJẹbus.
02210300c5	Bọng nọhng k'irerek nna s'abasi ọmaana akhọkhọnana ahaabh-ọhaabh. Yina, kaam bọng abẹ kíndọn, okhuri bi, bọng ade anọng p'agaangi eho, kaam mfha ndimi bọng odimi k'eden.”
022104008c	Mada anọng mba abhaang ẹkkaabha-tzama nda, bẹ an-awobha ka nkkwosisi, ọnọng kw'obiro ọfọra ẹfhanginẹ-kpo manda byani kode.
0221050149	Da Ọvaar Ibinọkpaabyi okk'Mosẹs obena bi, “Gbaak anọng p'Israẹl bi, ‘Bọng ade anọng p'agaangi eho. Idikha ira kaam ndọni bọng abẹ mfona k'igbegbaa m'orenga nwa, ira kaam mfha ndimi bọng odimi. Mẹ wọ, bọng wọra ẹfhanginẹ-kpo pyabọng, ifha ńnonga ọttọhk fa kaam ńsi ttara bọng.’”
022106005a	Mẹ wọ e, anọng p'Israẹl awọra ẹfhanginẹ-kpo pyabẹ k'egbegbeho cha Horẹb.
02210700ed	Mẹ wọ, wa Mosẹs ọm-ọtza ottima ikhira k'iyaan-iyaan, s'ororo kw'ibhingabe, oyeri sẹ “Ikhira s'etzobha.” Ọnọng kpenamkpen kw'orori Ọvaar Ibinọkpaabyi, om-ochina k'ikhira s'etzobha s'iwobh k'iyaan-iyaan s'ibhingabe.
022108009d	Ogbe kpenamkpen kwa Mosẹs ochin k'ikhira nnuma, anọng biphyir abina abe ka nhọhmma s'okhira fabẹ, am-akkeri Mosẹs maa odim k'ikhira nna ẹtzaanga.
02210900a1	Mada Mosẹs odimi k'ikhira ẹtzaanga, eboni ch'ebe iduduma ẹm-ẹhakha, ekwu ewobha m'ehọhmma, da Ọvaar Ibinọkpaabyi ọm-ọgbaak atzim ttara Mosẹs.
02210a00a5	K'ogbe kpenamkpen kw'anọng mba are da eboni ebe k'ẹhọhmma ch'ikhira nna, bẹ biphyir abina abe k'ikpokpobha, ọnọng-ọnọng k'ẹhọhmma ch'ikhira sẹ.
02210b0129	Wa Ọvaar Ibinọkpaabyi ọm-ọgbaak atzim ọnang Mosẹs itzitzikha ttara itzitzikha, mach'ọnọng ọgbaakhi oyok-ẹkhaan kwẹ atzim. Mẹ wọ, Mosẹs ọkpa nnam ochina k'ibhingabe. Yina, Joshua, kw'ode odikkobh kw'ọm-ọtzọn-ẹ abẹ, obiro ode nnwa kwa Nun, k'ikhira nna kobin.
02210c00f5	Mosẹs oben Ọvaar Ibinọkpaabyi bi, “Kọ akk'aam am-abena bi, ndima anọng mba eden, yina, kaam ọnọng atzima am-atzibha kw'ọtzọn-m abẹ. Kọ akk'abena bi, ‘Kaam nnọng che chẹ khẹ, kọ ọkk'ọphyaam faam atzọkha.’
02210d00b6	Idikha kaam nkk'ọphyaam ndọkha k'itzitzikha sọ, tzibh-m nden sọ, ifha kaam nnong-ọ, mbiri china ororo ndọkha ọphyaam fọ. Jima bi ẹkhọma nda ede anọng pọ o.”
02210e0078	Ọvaar Ibinọkpaabyi obhina bi, “Kaam ọkhaam ńdọn-ọ bẹ mofona, mbiri nnang-ọ ẹwọhngkwokha ọnang.”
02210f007c	Mẹ wọ, Mosẹs oben-ẹ bi, “Idikha kọ ọkhaam ani man abẹ atzọn mofona, man ọbọhk katte mobina ma ibe nna.
02211000f2	Yan wọ kw'ọnọng otzima oronga bi, ettem ẹdaam-ọ kẹ ttar-m, ọmaana anọng pọ, idikha ani man abẹ atzọni? Mbọng vọ ode odengọmi kwa kaam ttara anọng pọ, k'itzitzikha s'anọng adọdọk p'arukhi m'ọyagbin o?”
022111009b	Ọvaar Ibinọkpaabyi obhina Mosẹs bi, “Kaam nsi osi macha akk'aphyema, okhuri bi ettem ẹkk'aam ẹdaama ttara kọ, kaam mbiri nnong-ọ ka che.”
0221120043	Mẹ wọ e, Mosẹs oben bi, “Kọ na khọkh-m abarada pọ.”
0221130124	Ọvaar Ibinọkpaabyi oben bi, “Kaam ńsi ajibhada paam biphyir achi bọng eden, m'itzitzikha sabọng, kaam ḿbiri ńsi ẹjaakhi cha che chaam, ch'ede Ọvaar Ibinọkpaabyi. Kaam ńgaama nkwu-osisi ttara ọnọng kw'ọdaakh-m, mbiri ńsi ejibha nnang ọnọng kwa kaam ńsi ejibha.
022114005f	Yina, kọ itzitzikha saam kafha are, okhuri bi, ọnọng kw'ofha ore kaam oruk akpen kode.”
0221150063	Mẹ wọ, Ọvaar Ibinọkpaabyi oben bi, “Ọkhaam ibe rani s'ibaang-m, s'afha abe k'ẹtzakpa.
0221160071	Mada abarada paam akwọbha, kaam ndọkh-ọ nge k'ọtzakpa-mma, mbubh-ọ ttara ọbọhk kwaam maa nkwọbha.
0221170066	Mẹ wọ, kaam ńnọbha ọbọhk kwaam, kọ án-are nnam saam, yina, itzitzikha saam kafha are.”
02220100ab	Ọvaar Ibinọkpaabyi oben Mosẹs bi, “Kpaara atza afa macha mbonggo p'echeden, kaam mbiri nkkẹr atzim mba p'iwa awobh k'atza-gbẹgbẹri mba p'echeden p'avọhkhi.
0222020055	Kọ do for k'ekpebha avura akhebh-m k'egbegbeho cha Sinai. Kebh-m k'egbegbeho ebira.
02220300b5	Tte ọnọng manda wani oning-ọ abẹ ọtzọni okwu, ọnọng oningi k'ibe kpenamkpen m'egbegbeho nda ode, kaambi etzirakpo pyọ, tte eningi araraari m'egbegbeho nda echi.”
02220400df	Mẹ wọ, Mosẹs ọkpaara atza-gbẹgbẹri afa macha p'echeden, otzima bẹ k'ekpebha ovura egbegbeho cha Sinai, mach'Ọvaar Ibinọkpaabyi ọkk'ẹ ọtzọhna, obiro otzima atza-gbẹgbẹri mba afa ka mbọhk sẹ.
022205008e	Mẹ wọ, Ọvaar Ibinọkpaabyi ọhakha k'eboni, obe Mosẹs m'ẹbhabhaanga, ọsi ẹjaakhi cha che chẹ, ch'ede Ọvaar Ibinọkpaabyi.
02220600fa	Ọkwọbha Mosẹs k'itzitzikha osi ẹjaakhi bi, “Ọvaar Ibinọkpaabyi, Ọvaar Ibinọkpaabyi nwa, ode Ibinọkpaabyi kw'inọngkwo, ọmaana ọphyaam, kw'ọm-ọtzọkha ogbe yina ọn-ọdọkh-ẹ, kw'ofu ttara idadaakha, ọmaana ekhera,
022207013d	kw'ọkhọhk idadaakha sẹ ọnang anọng nnọhna nnabhik, obiro obina ọnang itzama, ọmaana oho gaangi, ttara ẹkhọngkwuri. Yina, kẹ ọnọng kw'aponga apyibhi ọbọhk kotte, kẹ obiro ọnang va ọmaana va pa va pabẹ ettuma, ka ngọngkwuri s'ab'otte, maa apyiri mgbọmma nttaan ọmaana nna.”
0222080031	M'ẹbaa mẹ, Mosẹs ọrakha eho k'ikpokpobha.
0222090109	Oben bi, “O Ọvaar Ibinọkpaabyi, idikha kaam nkk'ọphyaam ndọkha k'itzitzikha sọ, tte kọ Ọvaar Ibinọkpaabyi arenga ttara man. Kaambi ode bi anọng mba ade atzimabhaang-nọng, bina anang man k'itzama saman, abira atzọkha man mach'anọng pọ.”
02220a013f	Mẹ wọ, Ọvaar Ibinọkpaabyi oben bi, “Kaam na ndọkha echekhi ttara kọ. Anọng pọ biphyir atzima chen pabẹ are íkkokkonidik sa kaam ńsi, sa nindimi minsa k'ẹkhọma manda dani k'ọyagbin biphyir. Anọng p'arukhi ọmaana bọng ábira are ijoradik sa kaam Ọvaar Ibinọkpaabyi ńsi nnang bọng.
02220b00a4	Hakha eho anang idik sa mben-ọ bi, asi mayina. Kaam ńgwubh abAmọr, ọmaana abaKenaan, ọmaana abaHet, ọmaana abaPẹriz, ọmaana abaHiv, ttara abaJẹbus.
02220c00a1	Bọkh-ọ for o, echekhi kpenamkpen kàkhaama ọmaana anọng mba p'arukhi m'irerek nna sa bọng am-achina o, oni mando ode, bẹ áde agbagbara anang bọng.
02220d007a	Bọng vọhkhi ọjafọhnibe fabẹ, ọmaana atza pabẹ p'akha, bọng abira avọhkhi mkpọmmachi s'Ashẹra pabẹ.
02220e0088	Bọng ọttọhk ọdọdọk kàkpobha, kkeri, Ọvaar Ibinọkpaabyi, kwa che chẹ ede ottemmamma, ode Ibinọkpaabyi kw'ottemmamma.
02220f0117	“Bọng bọkha bọng for o, bọng echekhi kpenamkpen kàkhaama ọmaana anọng mba p'arukhi m'irerek nna, okhuri bi, mada be asi ẹzaza ọmaana akha pabẹ bi, bẹ afọhni ẹja anang bẹ, bẹ ábher bọng obher bi, bọng átza achi ẹchakpo pya njafọhni sabẹ.
02221000bc	Mada bọng atzọkha aminava pabẹ anang adikkobh pabọng k'ọbada, aminava mba ási ẹzaza anang akha pabẹ, bẹ atzima adikkobh mba pabọng eden otzima, bẹ asi idik nnuma rani.
0222110019	“Bọng agbatza kàduk.
0222120101	“Bọng si ọdadaami kwa brẹd kwa bẹ ani yist akhe. Bọng chi brẹd kwa bẹ ani yist akhe k'iwu izenamfa, macha nkk'bọng mbena. Bọng si mando k'ogbe kw'ọbaan bi bọng asi, k'ophe kw'Abib, okhuri bi, mophe nwa wọ kw'iwa bọng abin k'Ijip.
022213007c	“Va kpenamkpen p'ichedenmọr ade paam, ttara acheden-va adimpẹ biphyir p'etzirakpo, ode arukhimaan o, obiro ode abhaam.
02221400e2	Kọ tzima orukhimaan-nwa abhek ocheden nnwa kw'ẹnyanyaang, yina, idikha ani chẹ abhekhi, phyakhi chẹ ekhokhora. Bhek acheden-va pabọng biphyir. “Ọnọng manda wani oningi mbọhk-mbọhk oreng oyin-m k'itzitzikha.
02221500bc	“Bọng ási itzọhm k'iwu izadani, yina, bọng akwokha ọwọhng k'ewu ch'ettong izenamfa. Kaambi k'ogbe kw'ekpo ọyayaabha ttara ọphagbe wọ, bọng akhaambi akwokha ọwọhng.
02221600b6	“Bọng si Ọdadaami kw'Ipha ttara acheden-chiduk py'ekpo pya bọng ayaabh k'iwoni sabọng, ttara acheden-chiduk p'ipha sa wit, ọmaana Ọdadaami kw'Ipha s'ikpong nnam ka cho.
0222170090	Ajinọng pabọng biphyir, akhaambi ayin k'itzitzikha s'Ọvaar Ibinọkpaabyi kw'Ẹfa, kw'ode Ibinọkpaabyi kw'Israẹl, igbe ittaan ka cho.
0222180109	Kaam ńgwubh idibhon ka bọng k'itzitzikha, mbiri mmẹma nnem sabọng. Ọnọng manda wani kw'ọ́bọkha bọng irerek sabọng k'ẹfa ọna kode, m'igbe nna ittaan sa cho sa bọng áyin k'itzitzikha s'Ọvaar Ibinọkpaabyi, kw'ode Ibinọkpaabyi kwabọng.
02221900d3	“Bọng kaam izi s'ifon k'ẹjafọhni ch'efon k'ọttọhk kpenamkpen f'ọkhaam yist kanang, bọng katte bi etzen manda dani ch'ẹjafọhni ch'Ọdadaami kwa Pasova, ewobha epyiri k'ekpebhawu ẹdọdọk.
02221a00b2	Bọng dima acheden-chiduk akkakka k'irerek sabọng, akwu k'ọhọhm kw'Ọvaar Ibinọkpaabyi, kw'ode Ibinọkpaabyi kwabọng. Bọng abasi p'evu kàtzima awọhn ovu-nwa.”
02221b00a8	Mẹ wọ, Ọvaar Ibinọkpaabyi oben Mosẹs bi, “Kkẹr atzim mba, okhuri bi, kaam nkk'echekhi ndọkha ttara kọ ọmaana anọng p'Israẹl ndor m'atzim mba.”
02221c00cc	Wa Mosẹs owobh ttara Ọvaar Ibinọkpaabyi ka nyawu arọbh afa, ọmaana nnungiwu arọbh afa ọchattọhk kochi, asi kobiro ogwo. Ọkkẹr atzim p'ade Echekhi ch'Asana Jobh m'atza-gbẹgbẹri mba.
02221d00d7	Mada Mosẹs ọhak k'egbegbeho cha Sinai, ttara atza-gbẹgbẹri mba afa p'Echekhi ch'Asana ka mbọhk sẹ, korong bi itzitzikha sẹ in-innọnna, okhuri da kẹ okk'idik ọgbaakha ttara Ọvaar Ibinọkpaabyi.
02221e008c	K'ogbe kw'Aarọn ọmaana anọng p'Israẹl an-are Mosẹs, itzitzikha sẹ in-innọnna, mẹ wọ, ojora bẹ bi bẹ arenga abaang-ẹ.
02221f006d	Yina, Mosẹs oyeri bẹ, mẹ wọ, Aarọn ọmaana adeho p'obhon akpa nnam atzor-ẹ, ọgbaak bẹ atzim.
02222000a1	Ayongi mẹ, anọng p'Israẹl biphyir arenga abaang-ẹ, Mosẹs ọgbaak bẹ asana biphyir p'Ọvaar Ibinọkpaabyi ọkk'ẹ ọnanga k'egbegbeho cha Sinai.
022221005f	Mada Mosẹs okyer atzim ọgbagbaak ttara bẹ, ọtzọkha ẹbarakpa obubha itzitzikha sẹ.
02222200f6	Yina, ogbe kpenamkpen kwa Mosẹs oyini Ọvaar Ibinọkpaabyi k'itzitzikha bi, ọgbaak atzim ttar-ẹ, ogwonga ẹbarakpa nda k'itzitzikha. Mada oyini k'iyaan, okwu ọgbaak anọng p'Israẹl idik s'Ọvaar Ibinọkpaabyi ọkk'ẹ ọgbaakha,
02222300ca	anọng p'Israẹl an-are bi, itzitzikha sẹ innọnna. Mẹ wọ, Mosẹs obiro ọtzọkha ẹbarakpa nda obubha k'itzitzikha sẹ, yina on-odimi kẹ bi, ọgbaak atzim ttara Ọvaar Ibinọkpaabyi.
0223010090	Wa Mosẹs ogwon ọkwa k'obhon kw'Israẹl biphyir, oben bẹ bi, “Ma wọ ode idik s'Ọvaar Ibinọkpaabyi, okk'bọng obena bi bọng asi:
02230200de	Bọng ási ọtzọhm k'iwu izadani, yina, ewu ch'ettong izenamfa éde ewu ch'awurada, ch'éde Ẹwọhngkwokhawu ẹnang Ọvaar Ibinọkpaabyi. Ọnọng kpenamkpen kw'osi ọtzọhm m'ewu nda, bẹ akhaambi afhẹ-ẹ.
0223030052	Bọng ekpon k'orukhabe fabọng kpenamkpen m'Ẹwọhngkwokhawu nda kàbaanga.”
022304007f	Mosẹs ọgbaak anọng p'obhon kw'Israẹl biphyir bi, “Ma wọ ode odik kw'Ọvaar Ibinọkpaabyi okk'obena bi bọng asi:
02230500db	Bọng nọbha ẹnanga k'ekpo pya bọng akhaam, anang Ọvaar Ibinọkpaabyi ẹnanga. Ọnọng kpenamkpen kw'ọdaakh-ẹ, tte otzima ẹnanga cha gol, ọmaana asilva, ttara cha brons ochena Ọvaar Ibinọkpaabyi,
0223060085	ọmaana ndik sa nde blu, ọmaana sa ngor-ihiho, ọmaana sa ngor-izizi, ọmaana ndik nkkakka sa bẹ ayoyok, ọmaana avu-phyubha,
022307006c	ọmaana ndenkpa s'erukhimaan-dim sa bẹ aphyok ademkora, ọmaana ndenkpa s'avu, ttara mgbaakha s'akasiya,
02230800a3	ọmaana ana p'oliv p'ekpon eyenichẹ, ọmaana ekpo py'ẹdaami eruk pya bẹ am-atzima asi ana pa bẹ abyengi ọnọng k'eho, ttara insẹns kw'ọdaami eruk;
022309006d	ọmaana atza p'oniks, ttara atza adọdọk pa bọng agbana k'ẹphọd, ttara k'ẹbarakpa ch'ittemmọma.
02230a008a	“Tte amengkkakkaa biphyir p'awobh k'ottem kwabọng ayin ka, akwu asi ọttọhk kpenamkpen f'Ọvaar Ibinọkpaabyi okk'obena bi, mosi:
02230b009f	irukhabe nna ttara ikhira sẹ, ọmaana ittakhọnga sẹ, ọmaana agbak pẹ, ọmaana nchi s'amma, ọmaana nneremachi, ọmaana mkpọmmachi, ttara nnana;
