0200000003	Nfa
021d1b00bb	“Gar ǹjat iya̱m inana iga ǹyegye nva̱ mmá yegye ká̱ isong ngga iya̱m iɓutɓut iva̱ mmá gha̱p ka̱ ashe ìnagam iga nnak awo, ka̱ ashe iya̱m va̱ iji aHaruna ká̱ ovəvan.
021d1c00f1	Iya̱m va̱ ta̱ i yà iji aHaruna ká̱ ovəvan ka̱ ashe oIsa̱rila pa̱ ɗəkər ka̱kul iya̱m inana. I yà iya̱m inana ka̱ atak oIsa̱rila ka̱ ashe nləfər oza̱ ngga iya̱m inana iga ntəm ikángkáng, iya̱m inana oza̱ ûYawe.”
021d1d006d	“Ilukwan iyə́ryər aHaruna i yà iji ovəvan kà̱ nvəva̱ng, te mí zuk mmì óza̱ mí nak awo óza̱.
021d1e00d5	Unəm va̱ yà unəm uga mpyal awop ka̱ nva̱ng aHaruna ka̱ ashe ovəvan te, uza̱ i mwak oga ílukwan va̱ ta̱ i nəm nra pa̱ nfangshat kang uza̱ i ɓa ashe Aghal Mɓut pa̱ ô nəm inok ka̱ atak ayəryər.
021d1f0044	“Yar ìnagam iga nnak awo, te pək izhìzhe ka̱ Atak Ayə́ryər.
021d20008a	UHaruna ká̱ ovan wò onunggwan á ri izhé ìnagam va̱ ta nzəng ka̱ nzəngkəng va̱ ka̱ ashe nkatəp ka̱ anung asa̱l Aghal Mɓut.
021d210092	Te oza̱ á ri iya̱m va̱ mmá mwa ishi ká̱ ka̱kul nnak awo ká̱ nggar oza̱. Unəm ugafak i ri oza̱ ka̱t ka̱kul oza̱ iya̱m iyə́ryər.
021d220087	A yà pa̱ izhé, ka̱t te nzəngkəng ka̱kul nnak awo achu ìpin kpa̱kkpa̱k te, shì ká̱ apər, mí ri ka̱t ka̱kul iyə́ryər.
021d23007a	“Asa̱l va ta̱ ɓu nəm ká̱ uHaruna ká̱ ovan wò wa nva̱ ka̱ n nak ɓu, nnak awo óza̱ i yar nra pa̱ nfangshat.
021d2400ac	Nza̱ ilum nggo te na iya inà inunggwan iya̱m inana nnap mɓá̱ngɓa̱ng ka̱kul mmwa ishi. Jen atak nshì iya̱m awop ka̱ atak mmwa ishi ka̱kukul, te gor na u gar na.
021d250092	Mwa ishi atak nshì iya̱m awop ka̱ apal nra pa̱ nfanshat na u gar na á yà ayə́ryər va ji. Nkpaktak iya̱m va̱ i dok te i yà iyə́ryər.
021d260077	“Iya̱m va ta̱ ɓu yichi ka̱ apal atak nshì iya̱m awop nza̱ ilum nggo. Itam iga ìzun pa̱ ìzəng pa̱ iparəm.
021d270044	Yichi ìtam pa̱ ìzəng ká̱ ìpin, te pa̱ ìzəng ká̱ arurong.
021d2800ce	Ìtam iga nggəshi te yichi nzəng ká̱ mma̱k ǹyalyal ka̱ ashe ìkpáng mma̱k pa̱ ìzəng, ká̱ mmì mpyet pa̱ ɗa̱p ká̱ ndəng ìba̱ngba̱ng ǹsámsàm akwaya pa̱ zəng, iya̱m inana iga ngwa.
021d2900a0	Yichi ìtam izəngtəng ká̱ arurong wa nva u yichi iya̱m inana ìpirkur ká̱ iga ngwa ká̱ ìpin, inəngnəng ichángchàng, iya̱m inana iga nshì ûYawe.
021d2a00b7	I yà iya̱m inana iga nshì pa̱ ɗwot pa̱ ɗəkər ka̱ ashe oga nlwàk wo ka̱ anung Aghal Mɓut kà̱ mpyal aYawe, ka̱ atak va̱ ta mi gwang ka̱ ɓu kang mi là nnap ká̱ ɓu.
021d2b0059	Mi gwang ká̱ oIsa̱rila ka̱ atak va̱ ta, kang i yà ayə́ryər ka̱ atak ìzhàn mi.
021d2c0088	Mi gar Aghal Mɓut ká̱ atak nshì iya̱m awop, kang uHaruna ká̱ ovan wò te mi gar i nəm inok á mi wa onəm oga ǹshi iya̱m awop.
021d2d0035	Mi təm ka̱ ashe onəm oIsa̱rila mi yà Inan oza̱.
021d2e009b	Kang oza̱ i nyi pa̱ mmami na uYawe, Inan oza̱ ùva̱ fa ká̱ oza̱ ka̱ ashe mbin aMasar ka̱kul na n təm ka̱ ashe oza̱. Mmami na uYawe, Inan oza̱.
021e010068	“Mye atak nshì iya̱m awop ka̱kul nshì iya̱m inə́ngnəng ichángchàng, nəm ká̱ akun akasiya.
021e0200e1	Mbəbal á yà ashar pa̱ zəng ka̱ aɓuɓo, ngwuwang á yà ashar pa̱ zəng ká̱ aɓuɓo, ngwuwang ká̱ mbəbal á mal izər, te irurup á yà ashar pa̱ shatɗing. Nggúnggúnggúnggúng á yà nnəm iya̱m izəngtəng.
021e0300a6	Ɓam aranchwangranchwang ká̱ oga ngbəgba̱k ká̱ nggúnggúnggúnggúng ká̱ azənariya anəna̱n. Rà̱p nza̱m kà̱ nkpaktak oga ngbəgba̱k ká̱ azənariya.
021e040097	Nəm nkalɓang azənariya ka̱ avəng aranchwangrangchwang pa̱ mparəm kà̱ nza̱ ngba̱k nggo ka̱kul á yà atak mmwàk nkpá nggang ngga ǹyəyar.
021e05004b	Nəm oga nkpá nggang ngga akun akasiya, te ɓam izəzər ká̱ azənariya.
021e0600c1	Nak atak nshì iya̱m awop va̱ ta kà̱ mpyal atani va ká akwati aga nsar nnap-nlà, kà̱ mpyal anung aga nkukuk va ka̱ apal akwati aga nsar nnap-nlà, ka̱ atak va̱ ta mi gwang ká̱ ɓu.
021e070086	UHaruna á dung iya̱m inəngnəng ichángchàng ka̱ apəpal nza̱ ìpin nggo, nva̱ uza̱ i ɗa̱mshi oga apitila te, uza̱ á dung.
021e0800af	UHaruna á dung ká̱ arurong nva̱ uza̱ i ɗa̱mshi oga apitila, iya̱m inəngnəng ichángchàng iga ndung pa̱ ɗəkər kà̱ mpyal aYawe ka̱ ashe nkpaktak oga nlwàk wo.
021e0900bb	Kang wa dung nro pa̱ɗi, ka̱t te wa yichi iya̱m inana iga nshì pa̱ ɗwot, ka̱t te iya̱m inana iga ìpirkur ka̱ apəpal ka̱t. Kang wa tar iya̱m inana iga ngwa ka̱ apəpal ka̱t.
021e0a0121	Nva̱ng pa̱ zəng ka̱ ashe ìzun uHaruna á nəm mmwa ishi ka̱ apal oga nggúnggúnggúnggúng ka̱ ashe nchə̀r iya̱m inana nnap mɓá̱ngɓa̱ng ngga mmwa ishi. Pa̱ nzəng ka̱ ashe ìzun uza̱ i mwa ishishi ka̱ ashe nkpaktak nlwàk wo, ayə́ryər va̱ ji pa̱ kpaktak ûYawe.”
021e0b0018	Te uYawe là uMusa pa̱,
021e0c00a9	“Awalang va ɓu kung iyə̀l oIsa̱rila te, nkpaktak oza̱ i mwa ishi oza̱ ûYawe, na kang arwa aɓá̱ngɓa̱ng aro á ɓa ka̱ apal oza̱ ka̱kul nkung oza̱ ka̱t.
021e0d00d8	Iya̱m va ta̱ nkpaktak unəm va̱ mmà kung na chit te i mwa, agera pa̱ gba̱pchi nna nkap ashekel kà̱ ishimshe ka̱ anung ashekel aga Atak Ayə́ryər. AGera pa̱ gba̱pchi va̱ ta i yà iya̱m iɓutɓut ûYawe.
021e0e007c	Nkpaktak unəm va̱ mmá kung na chit, á ɓan kà̱ ìzun ìsəm pa̱ iparəm ɓa ga apal te, i na iya̱m iɓutɓut ûYawe.
021e0f00ae	Unəm uga ndur i na i mak iji agerah pa̱ gba̱pchi ka̱t, kang unəm uga nkun i na iyən agba̱pchi ka̱t, nva̱ ó ɓa ká̱ iya̱m iɓutɓut ûYawe ka̱kul mmwa ishi wo a.
021e1000ba	Ka̱m mbwai ngga mmwa ishi va̱ ta ka̱ atak oIsa̱rila, na u nəm inok ká̱ ka̱ Aghal Mɓut, te i yà iya̱m iga nrəng ká̱ óIsa̱rila kà̱ mpyal aYawe ka̱kul mmwa ishi oza̱.”
021e110018	Te uYawe là uMusa pa̱,
021e1200af	“Nəm asu ká̱ izan iga nchəcher ká̱ acham arəzang ka̱kul nnal awo ká̱ ashar. Sung kà̱ mbagar Aghal Mɓut ká̱ atak nshì iya̱m awop, te nak ndəng ka̱ ashishe.
021e13004f	UHaruna ká̱ ovan wò i nàl awo oza̱ ká̱ ashar oza̱ ká̱ ndəng va̱ ta.
021e1400b9	Kang oza̱ i táng ashe Aghal Mɓut ka̱t te i ɓa atak nshì iya̱m awop pa̱ o nəm inok, o yichi iya̱m inana iga apər ûYawe te, oza̱ i nàl ishi oza̱ na kang oza̱ á kú ka̱t.
021e1500a8	Oza̱ i nàl awo ká̱ ashar oza̱ na kang oza̱ á kú ka̱t. I yà nnap nnəm óza̱ mbyet mbyet, ka̱kul aHaruna ká̱ akukum ka̱ ashe nkpaktak oga nlwàk oza̱.”
021e160018	Te uYawe là uMusa pa̱,
021e170128	“Kwap ishi ɓu oga iya̱m iga nggol iya̱m-nrì inəna̱n, njəng ìkun iɗəɗek ashekel igba̱l pa̱ ìtukun, ká̱ mmá̱kma̱k ikwoksok ìkun ìɗəkɗək ashekel igba̱l pa̱ ìparəm ká̱ ìsəm pa̱ ìtukun, ká̱ nggal iɗəkɗek ashekel igba̱l pa̱ iparəm ká̱ ìsəm pa̱ ìtukun,
021e180087	ká̱ mmá̱kma̱k agwal ìkun ìɗəɗək igba̱l pa̱ ìtukun, ka̱ anung ashekel aga Atak Ayə́ryər, ká̱ mmì mpyet pa̱ ɗa̱p.
021e190048	Nəm mmì nyə́ryər ngga nggar nggwánggwáng, á yà mmì ngga nggar.
021e1a0033	Te gor Aghal Mɓut ká̱ akwati aga nsar nnap-nlà,
021e1b007b	ká̱ atebəl ká̱ nkpaktak oga iya̱m inunok, ká̱ apitila aga idari ká̱ oga iya̱m inunok, ká̱ atak ndùng nturari,
021e1c0054	ká̱ atak nshì iya̱m inana ká̱ nkpaktak iya̱m inunok, ká̱ asu ká̱ izəzan.
021e1d0070	Gar oza̱ na oza̱ á yà iyə́ryər va ji pa̱ kpaktak. Nkpaktak iya̱m va̱ i dok oza̱ te i yà iyə́ryər.
021e1e005a	Gor uHaruna ká̱ ovəvan na u gar oza̱ á nəm inok á mi wa onəm oga nshi iya̱m awop.
021e1f0070	Te ɓù là óIsa̱rila pa̱, ‘Nna ta̱ i yà mmì mi nyə́ryər ngga nggar ka̱ ashe nkpaktak oga nlwàk wo.
021e20008b	Mí yà ka̱ nzuk unəm ka̱ izər na pa ka̱t, ó yà ka̱ nnəm nro wa nva̱ ta ka̱t, iya̱m iyə́ryər, i yà iya̱m iyə́ryər a wo.
021e21008c	Unəm va kpaktak nəm apir mmì va̱ ta̱, ka̱t te á zuk unəm ugafak uga mpyal awop ka̱t te, mí tutur na i fa ka̱ ashe onəm mi.’”
021e2200b1	UYawe là ûMusa pa̱, “Wur íshi ɓu, oga iya̱m iga nggol iya̱m-nrì, anatap, aushelet, awehelbənah, ká̱ njeng nnə́ngnəng ichángchàng nnəna̱n, oza̱ á mal izər.
021e230061	Te gwang nturari wa ánəm uga nnyi ngugwang, nak mmán kà̱, á yà pa̱ zarara̱, nyə́ryər.
021e2400c1	Kpa̱k ka̱ ashishe kpà pa̱ ɓirəkɓirək, te nak kà̱ mpyal akwati aga nsar nnap-nlà ka̱ ashe Aghal Mɓut, ka̱ atak va ta mi gwang ká̱ ɓu, á yà iyə́ryər va ji pa̱ kpaktak a wo.
021e25007e	Nturari va̱ ó nəm ka̱ asa̱l ata̱ te, ó yà ka̱ nnənəm ka̱kul ishi wo ka̱t, o nak á yà iya̱m iyə́ryər ûYawe.
021e260064	Nkpaktak unəm va̱ nəm wa nva̱ ta̱ ka̱kul ishi wò te, mí tutur na i fa ka̱ ashe onəm mi.”
021f010018	Te uYawe là uMusa pa̱,
021f02003d	“Dər, n yak uBezalel uya aUri ukà aHur akum aYahuda chit.
021f030086	N nak aRuhu mi á na, ká̱ aghan, ká̱ nkpán ìpir nnàp, ká̱ nnyi, ká̱ nkpaktak nnyi ngga nəm iya̱m iga awo pa̱ ɗongɗong,
021f04005d	na uza̱ á fa ká̱ iya̱m nnəm pa̱ ɗongɗong, azənariya, aazurfa, ká̱ acham arəzang,
021f050065	ká̱ ipáng igyokgyok ka̱kul atak aga ndədat, ká̱ nkpà akun ká̱ inok iga awo pa̱ ɗongɗong.
021f0600c1	Dər, n yak uOholiyap uya aAhisamak uga akum aDan nzəng ká̱ na. N na aghan aga nnyi nəm inok nkpaktak onəm oga nnyi nnəm inok, na oza̱ á nəm nkpaktak iya̱m iva n nak ɓu pa̱ û nəm,
021f070082	Aghal Mɓut, ká̱ akwati aga nsar nnap-nlà, ká̱ anung aga nkukuk ava̱ ka̱ apəpal, ká̱ nkpaktak oga iya̱m iga ashe aghal,
021f080066	ateɓəl ká̱ iya̱m inunok, idari apitila, ká̱ atak nshì iya̱m awop inə́ngnəng ichángchàng,
021f090050	ká̱ atak nshì iya̱m awop inana ká̱ iya̱m inunok, ká̱ asu ká̱ izəzan,
021f0a00ae	ká̱ ìlukwan iloklok inəna̱n, ká̱ ìlukwan iyə́ryər ka̱kul ánəm uga mpyal awop, uHaruna, ká̱ ìlukwan ovəvan onunggwan ka̱kul inok oza̱ onəm oga mpyal awop,
021f0b0086	ká̱ mmì ngga nggor ká̱ nnə́ngnəng ncángchàng ka̱kul atak ayəyər. Oza̱ á nəm oza̱ pa̱ chatchat wa nva n là a ɓu.”
021f0c0018	Te uYawe là uMusa pa̱,
021f0d00ca	“Là óIsa̱rila pa̱, ‘Nkpak pa̱ o nak ishi ká̱ ilum aSati mi, ka̱kul nnyám ìpir nnàp kà̱ ishimshe mi ká̱ wo ká̱ oga nlwàk wo ngga mɓa ka̱kul na o nyi pa̱ mmami uYawe uva̱ gar wo.
021f0e00e3	“‘O kpak ilum aSati, ka̱kul á yə́yər ka̱ atak wo. Nkpaktak unəm uva̱ nəm vyakshin ká̱ ilum iva̱ ta te, mí gba̱l na. Nkpaktak unəm uva̱ nəm inok kà̱ ilum iva̱ ta te, mí tutur na í fa ka̱ ashe onənəm.
021f0f00c2	Nra pa̱ nkpa̱ɗing ó nəm inok ka̱ shishe, kang nra ngga nfangshat i yà aSati ilum iga njul, i yə́ryər ûYawe. Nkpaktak unəm uva̱ nəm inok kà̱ ilum iva̱ ta te, nkpak mí gba̱l na.
021f100076	OIsa̱rila á kpak ilum aSati ava̱ ta á nak ishi ká̱ nnap mpakpak ka̱ ashe oga nlwàk oza̱ ngga mɓa ghar mbyet.
021f1100d2	I yà iya̱m iga nnyám ìpir nnàp kà̱ ishimshe mi ká̱ oIsa̱rila ghar mbyet, ka̱kul ka̱ ashe nra pa̱ nkpa̱ɗing uYawe nəm apaɓur ka̱ apambin, te uza̱ jul kang a yì kà̱ nra ngga nfangshat.’”
021f1200a0	Nva̱ngva̱ uYawe gba̱l nlà nnap ká̱ uMusa ka̱ apal aƁam aSinayi te, uza̱ na oga achuchwal ìpang nnap nshetshet á na pa̱ iparəm iga nlìr ifang Inan.
02200100f2	Nva̱ngva̱ onəm ya pa̱ uMusa kali kà̱ nfə́r ka̱ apal aɓam te, oza̱ ɓut gáng uHaruna là á na pa̱, “Wong, nəm inan á yi na á ləp mpyal á yi, ka̱kul í nyi iya̱m iva̱ ya uMusa uva̱ fa ká̱ yi ka̱ mbin aMasar ka̱t.”
0220020098	Te uHaruna là óza̱ pa̱, “O zə̀p iya̱m achwang azənariya ka̱ achwang óchar wo ká̱ ovan wo onunggwan ká̱ ovan ochar ó ɓa ká̱ á mi.”
0220030067	Te nkpaktak onəm zə̀p oga iya̱m achwang oza̱ iga azənariya ka̱ achwang oza̱ ɓa ká̱ ûHaruna.
02200400ce	Uza̱ ka̱m ka̱ awo oza̱ á tap ka̱ apər te a me ichər gyok izəzər ka̱ iya̱m inok á ya wa iya ìnà. Te oza̱ là pa̱, “ÓIsa̱rila, inan wo yà ta̱ iva̱ fa ká̱ wo ka̱ ashe mbin aMasar.”
022005008d	Nva̱ng nva̱ uHaruna ya te uza̱ me atak awop kà̱ mpipyal, te uHaruna wór awór là pa̱, “Ìpin te i yà nnəm nchang izər ûYawe.”
02200600e9	Te oza̱ wong ka̱ iɓotak kà̱ ìpin ìkpa̱kkpa̱k kang oza̱ yichi iya̱m ináná iga nshì pa̱ ɗwot ká̱ iya̱m inana iga ntəm ikángkáng. Onəm təm ri iya̱m-nrì ka̱ ngwa iya̱m iwawa te, oza̱ wong gba̱p nza̱m akpit.
0220070079	Te uYawe là ûMusa pa, “Fər kəlak, onəm va̱ u fa ká̱ oza̱ ka̱ ashe mbin aMasar te, oza̱ vyap ishi oza̱ chit.
02200800ff	Oza̱ gha̱n kà̱ ga̱ɓa̱n nre asa̱l ava̱ n nák ôza̱ kang oza̱ nəm ichər iya ìnà ishi oza̱ ká̱ azənariya. Te oza̱ kuchi na nləfər á na kang oza̱ là pa̱, ‘ÓIsa̱rila, inan wo yà ta̱, iva fa ká̱ wo ka̱ ashe mbin aMasar.’”
0220090054	Te uYawe là ûMusa pa̱, “N yà onəm ova̱ ta̱ chit, oza̱ onəm oga nkak ishi.
02200a007a	Ǹyangmata̱ te, re mi na nlak ìgwak mi a vang ka̱ apal ishi oza̱ na n zhì oza̱. Te mi nak ɓu yà akum achumchum.”
02200b00b4	Ka̱ nna te uMusa sak anung uYawe, Inan wo pa̱, “ÁYawe, sang kang ìgwak lak ɓu ká̱ onəm ɓu va u fa ká̱ ka̱ ashe mbin aMasar ká̱ ikam ichumchum ká̱ awo akamkam yà?
02200c0106	U ɗom pa̱ na oga aMasar á là pa̱, ‘Inan oza̱ fa ká̱ oza̱ ká̱ nrəng mɓá̱ngɓa̱ng pa̱ u gbá̱ng oza̱ ka̱ ashe oga aɓam, na u dərkən oza̱ ká̱ apambin’ ɗò? Ga̱ɓa̱n nfə́l ìgwak ɓu, re nrəng nnap ɓu nsusur ngga ǹzhi onəm ɓu.
02200d010a	Rəng ozwal ɓu, uAbəraham, uIshaku, ká̱ uYakup, ova u sóng anung óza̱ ká̱ ishi ɓu pa̱, ‘Mi nak àkum wo i yə́l wa izhan iga apaɓur, te nkpaktak mbin nva̱ ta̱ nva̱ n yar nsar nnap-nlà pa̱ mi na ovan wo í yà iya̱m akúp oza̱ mbyet mbyet.’”
02200e0067	Te uYawe ga̱ɓa̱n nrəng nnap wò ka̱ apal nɗaktak nva̱ uza̱ ka̱ yar pa̱ o ɓa ká̱ onəm wò.
02200f00ae	Te uMusa fər ka̱ apal aɓam ká̱ oga achuchwal ipang aga nnap nshetshet pa̱ aparəm ka̱ awo wò, achuchwal ava mmá lir iya̱m kà̱ nkpaktak ngba̱k oza̱ ngga mparəm.
0220100064	Oga achuchwal ava̱ ta̱ te Inan à nəm oza̱, kang iya̱m ǹlir va̱ ka̱ apəpal te Inan à gyok.
0220110066	uJoshuwa fe nnáp ngham achu onəm te, uza̱ là ûMusa pa̱, “Nnáp achu ikùm ka̱ ashe apa̱k.”
022012008e	Kang uMusa là pa̱, “Ìcù igwan ka̱t, ka̱t te ìcù pa̱ mmá ri onəm ká̱ ìkum ka̱t. Nnyi te, mmami kà̱ ǹfe ìcù nnap-nshì.”
02201300fe	Nva̱ngva̱ oza̱ ɓa dat ka̱ apa̱k te, uMusa ya ìya inà iva̱ oza̱ nəm kang oza̱ kà̱ ngba̱p nza̱m, ka̱ ashe nfə́l ìgwak pa̱ gənggəng, te uza̱ swang oga achuchwal ava̱ ka̱ awo wò ka̱ avəng aɓam kang oza̱ achwang pa̱ rukutrukut.
0220140079	Uza̱ yar ìya inà va oza̱ nəm shì kà̱ apər, uza̱ kpà wal mmá̱k, wung ka̱ apal ndəng, te nak oIsa̱rila wá.
022015007e	Te uMusa ɓəp uHaruna pa̱, “Iza̱ onəm ova̱ ta̱ nəm a ɓu kang u dapchi nnap mɓá̱ngɓa̱ng nchumchum ôza̱ yà?”
0220160088	Te uHaruna là pa̱, “Kang ìgwak a lak unəm uga ǹzhi mi ka̱t, u nyi onəm va̱ ta̱ nyi ká̱ nɗom nnəm iya̱m iɓá̱ngɓa̱ng.
02201700a1	Oza̱ là á mi pa̱, ‘Nəm inan á yi na á ləp mpyal á yi, ka̱kul uMusa ta̱ unəm uva fa ká̱ yi kà̱ mbin aMasar, í nyi iya̱m iva̱ yá na ka̱t.’
02201800bb	Te n là ôza̱ pa̱, ‘Nkpaktak unəm va̱ uwa yà ká̱ azənariya te, oza̱ á zèp á ɓa á mi.’ Oza̱ ɓa ká̱ á mi kang n swang ka̱ ashe apər te, ìya inà iva̱ ta̱ fa.”
02201900a0	Ka̱ nva̱ngva̱ uMusa ya chit pa̱ uHaruna nəm onəm ova̱ ta̱ chit í nfe nnap lap ka̱t, kang oza̱ sat iya̱m iga ǹyəl kà̱ mpyal okpà ìkum oza̱ te,
02201a00ac	uza̱ sat ka̱ anung asa̱l ntar ashe apa̱k, kang uza̱ là pa̱, “Nkpaktak unəm va̱ uja aYawe te, re uza̱ á ɓa atak mi.” Te nkpaktak onunggwan oLawi ɓa gang na.
02201b013a	Uza̱ là ôza̱ pa̱, “Iya̱m iva ta̱ uYawe, Inan oIsa̱rila là, ‘Nza̱ unəm nggo á gal ndokchi kà̱ ngba̱k wò. Te o ga anung asa̱l ava̱ ta̱ o le ava̱cho ka̱ ashe apa̱k. Ko udanggo á gba̱l ugənnang wò, ko udanggo á gba̱l ukpa wò, kang ko udanggo í gba̱l unəm uga ngba̱k nzhi wò.’”
02201c006e	OLawi kpak iya̱m iva̱ uMusa là ôza̱, te onəm ìkalong pa̱ ishatɗing ka̱ ashe onəm tàk nda nva̱ ta.
02201d00ca	Te uMusa là pa̱, “N̂da nva̱ ta̱ o gar ishiwó chit ka̱kul inok áYawe. Ka̱kul ko udanggo gbá̱ng ovan wò ka̱t te ugənnang chit, ka̱kul nva̱ ta te, uYawe nak nnap nnəna̱n á wó chit.”
02201e00c2	Ìpin fa kpa̱k te, uMusa là ônəm pa̱, “O nəm nnap mɓá̱ngɓa̱ng nchumchum chit. Ǹyangmata̱ te, mi kyen atak áYawe mwote, mi nəm mwa ishi ka̱kul nnap mɓá̱ngɓa̱ng wó nggo.”
02201f009d	Te uMusa le atak áYawe á là pa̱, “Iya̱m iwusa, onəm ata̱ nəm nnap mɓá̱ngɓa̱ng nchumchum, ka̱kul oza̱ nəm ichər iga azənariya îshi oza̱.
0220200084	Ká̱ nnà te, yar nnap mɓá̱ngɓa̱ng oza̱, a yà pa ka̱t te, yà dəkən aɗin mi á le ka̱ ashe ǹlir ɓu nva̱ u lir á.”
0220210071	UYawe là ûMusa pa̱, “Mi dəkən aɗin anəm uva kpaktak nəm nnap mɓá̱ngɓa̱ng á mi ka̱ ashe ǹlir mi.
02202200ba	Ǹyangmata̱ te, ga lə́p mpyal onəm á ga atak va̱ n là a ɓu. Dər, uma̱leka mi i watar mpyal ɓu. Kap ká̱ nnà te, mi nyám ntàn óza̱ ka̱kul nnap mɓá̱ngɓa̱ng oza̱.”
022023005e	Te uYawe la̱p onəm ká̱ arwa aɓá̱ngɓa̱ng ka̱kul oza̱ wop ìchər iva̱ uHaruna nəm.
02210100e9	UYawe là ûMusa pa̱, “Wong re atak va̱ ta̱, mmaɓu ká̱ onəm va̱ u fa ká̱ oza̱ ka̱ ashe mbin aMasar o ga mbin nva̱ n sóng anung ûAbəraham, ká̱ uIshaku, ká̱ uYakup, n là pa̱, ‘Mi ga nnəna âkum ìjili wó.’
022102008e	Mi ngga re ǹre ká̱ uma̱leka kà̱ mpyal wó, te mi ɓak oKanana, ká̱ oAmori, ká̱ oHiti, ká̱ oPerizi, ká̱ oHivi, ká̱ oYebusi kpa.
02210300ae	Ga ashe mbin nva mbyal ká̱ mmàl irizhe i nang kà̱. Ká̱ nna te, mi ga nzəng ká̱ wo ka̱t ka̱kul mmawó onəm oga nkak ishi, le kang ma zhì wó ka̱ apal asa̱l.”
0221040078	Nva̱ngva̱ onəm fe nnap-nlà nrwarwa wa nva̱ ta te, oza̱ təm ká̱ aɗor te unəm uro mwak iya̱m ìsham wò ka̱t.
02210500ff	Ka̱kul uYawe là ûMusa pa̱, “Là oIsa̱rila pa̱, ‘Mmawo onəm oga nkak ishi. A yà pa̱ mi ga nzəng ká̱ wó i gba̱ng va̱ng ka̱t, te mi zhì wó. Ǹyangmata̱ o zə̀p iya̱m ìsham wó, te mi yak iya̱m iva̱ mal pa̱ n nəm ká̱ wó.’”
022106003b	Te oIsa̱rila zə̀p iya̱m ìsham oza̱ ka̱ aɓam aHorep.
02210700d7	UMusa pa̱ ɗəkər te i yar aghal kang à pak kà̱ nsəm apa̱k pa̱ gbà̱ngbà̱ng, te uza̱ wór pa̱ Aghal Mɓut. Kang nkpaktak unəm uva̱ ɗom mmwo uYawe te, uza̱ i ga Aghal Mɓut nva kà̱ nsəm apa̱k á.
02210800a8	Nza̱ awalang nggo va̱ uMusa i fa ngga atak aghal te, nkpaktak onəm i wong i tong, nza̱ unəm nggo ka̱ anung aghal wò, i dər uMusa i tar ashe aghal ava̱ ta kang.
0221090077	Awalang ava̱ uMusa a tar ashe aghal te, ǹdáng ìlulu i vang i sat ka̱ anung aghal, te uYawe i là nnap ká̱ uMusa.
02210a009b	Onəm i ya ǹdáng ìlulu sat chit ka̱ anung asa̱l ǹtar aghal te, nkpaktak oza̱ i wong kang nza̱ uzəngtəng oza̱ nggo i kúchi ka̱ anung aghal wò.
02210b00c5	UYawe i là nnap ká̱ uMusa ìwu ká̱ ìwu wa nva unəm i là nnap ká̱ ukpa wò. Te uMusa i le apa̱k, ká̱ nnà te uJoshuwa ukparikpari, uyenza̱m uya aNun á re ashe aghal ava̱ ta jo ka̱t.
02210c011d	UMusa là ûYawe pa̱, “Dər, u là á mi pa̱, ‘Lə́p mpyal onəm ova̱ ta̱,’ kang nna u là á mi chit unəm uva̱ ɓu re i ga nzəng ká̱ mi ka̱t. Ká̱ nna te, u là á mi chit pa̱, ‘N nyi ɓu ká̱ aɗin, kang ká̱ nna kpa nchə̀r ɓu bà̱l chit kà̱ mpyal mi.’
02210d00ee	Ǹyangmata̱, kusukkusuk a yà pa̱ nchə̀r mi bəbà̱l kà̱ mpyal ɓu te, kusuk, ɗyang oga asa̱l ɓu á mi na ń nyi ɓu, na ń yà ká̱ nchə̀r mbá̱lbà̱l kà̱ mpyal ɓu. Nak ishi ká̱ kpa pa̱ onəm ova̱ ta̱ onəm ɓu.”
02210e0048	Te uYawe là pa̱, “Mi ga nzəng ká̱ ɓu, kang mi na ǹjul a ɓu.”
02210f0077	Te uMusa là á na pa̱, “A yà pa̱ ɓu ga nzəng ká̱ yi ka̱t te, kang a re yi i wong ka̱ atak ava̱ ta̱ ka̱t.
02211000f1	Mí nəm sang mí nyi pa̱ mmami ká̱ nchə̀r mba̱lbà̱l kà̱ mpyal ɓu, mmami ká̱ onəm ɓu, a yà pa̱ u ga nzəng ká̱ yi ka̱t yà? Iza̱ i nyám nɗongɗong mi ká̱ onəm ɓu ka̱ ashe nza̱ onəm nggo va̱ ka̱ apambin yà?”
02211100a5	Te uYawe là ûMusa pa̱, “Mi nəm iya̱m iva̱ ta̱ iva u ɓəp, ka̱kul pa̱ u yà ká̱ nchə̀r mba̱lba̱l chit kà̱ mpyal mi, kang n nyi ɓu ká̱ aɗin.”
0221120038	Te uMusa là pa̱, “Kusuk, nyám ìzhàn ɓu á mi.”
02211300f0	Te uYawe là pa̱, “Mi nak nkpaktak inəna̱n mi i watar kà̱ mpyal ɓu, te mi wór aɗin mi ayə́ryər kà̱ mpyal ɓu, kang mi nyám nrusok afu unəm uva̱ mi nyám nrusok afu, te mi nyám nrwa ìgwak unəm uva̱ mi nyám nrwa ìgwak.
0221140071	Ká̱ nnà te, ɓu yà ká̱ n ya asa̱l awu mi ka̱t, ka̱kul unəmləbər uro yà i ya mi kang i lár ka̱t.”
022115005e	Te uYawe là pa̱, “Dər, atak nata̱ kà̱ ngba̱k mi, ava ɓu ta̱l kà̱ ka̱ apal aɓam,
