130000000a	Sálmarnir
28030d005a	Þá kom Jesús frá Galíleu til árinnar Jórdan til þess að skírast hjá Jóhannesi,
28030e0093	en Jóhannes færðist undan að skíra hann og sagði: „Kemur þú til að skírast hjá mér?! Ég þyrfti fremur að fá skírn hjá þér.“
28030f007a	„Láttu þetta samt eftir mér því þá gerum við það sem rétt er,“ sagði Jesús. Þá skírði Jóhannes hann.
2803100096	Þegar Jesús steig upp úr vatninu að skírninni lokinni, opnuðust himnarnir yfir honum og hann sá anda Guðs koma niður yfir sig, í dúfulíki,
2803110059	og rödd af himni sagði: „Þessi er minn elskaði sonur sem ég hef velþóknun á.“
2804010068	Eftir þetta leiddi heilagur andi Jesú út í óbyggðina, til þess að hans yrði freistað af Satan.
2804020069	Þegar Jesús hafði verið þar matarlaus í fjörutíu sólarhringa var hungrið farið að sverfa að.
2804030091	Þá reyndi Satan að fá hann til að breyta steinum í brauð og sagði: „Ef þú ert sonur Guðs, þá breyttu þessum steinum í brauð.“
280404008e	„Nei!“ svaraði Jesús. „Biblían segir að fæðan sé manninum ekki hið eina nauðsynlega heldur það að fara eftir orði Guðs.“
280405004d	Satan fór þá með hann til Jerúsalem, upp á þak musterisins, og sagði:
28040600e0	„Ef þú ert sonur Guðs þá kastaðu þér fram af þakbrúninni, því að Biblían segir: „Guð mun senda engla sína til að gæta þín, þeir munu vernda þig svo þú slasist ekki á steinunum fyrir neðan.““
2804070080	„Já, en hún segir einnig að enginn skuli leggja heimskulegar þrautir fyrir Drottin, Guð sinn!“ svaraði Jesús byrstur.
2804080077	Því næst fór Satan með Jesú upp á hátt fjall og sýndi honum þaðan þjóðir heimsins og alla dýrð þeirra.
2804090052	„Allt þetta mun ég gefa þér, ef þú krýpur fyrir mér og tilbiður mig.“
28040a008d	„Burt með þig Satan!“ skipaði Jesús. „Guðs orð segir: „Drottin Guð þinn átt þú að tilbiðja og hlýða honum einum.““
28040b0039	Þá fór Satan burt, en englar komu og þjónuðu Jesú.
28040c00d4	Þegar Jesús frétti að Jóhannes hefði verið handtekinn, fór hann norður í Galíleu. Hann fluttist frá Nasaret og settist að í Kapernaum, sem er við Galíleuvatnið í héraði Sebúlóns og Naftalí.
28040e0027	Þá rættist þessi spádómur Jesaja:
28040f00e2	„Í landi Sebúlons og landi Naftalí við vatnið – héraðinu handan Jórdan og í Efri-Galíleu þar sem margir útlendingar búa – var fólkið í myrkri, en dag einn braust ljósið fram og skein á meðal þess.“
280411007e	Upp frá þessu tók Jesús að predika: „Snúið ykkur frá syndinni og til Guðs, því að ríki himnanna er nálægt.“
28041200e3	Dag einn var hann á gangi við Galíleuvatnið. Þá hitti hann tvo menn á báti við ströndina. Þetta voru Símon, sem kallaður var Pétur, og Andrés bróðir hans. Þeir voru fiskimenn og voru að kasta neti í vatnið.
2804130063	Jesús kallaði til þeirra: „Komið og fylgið mér, og ég skal kenna ykkur að veiða menn!“
280414002f	Þá yfirgáfu þeir netin og fóru með honum.
28041500d0	Spölkorn þaðan sá hann tvo aðra menn við vatnið, Jakob og Jóhannes, sem einnig voru bræður. Þeir sátu þar í báti ásamt Sebedeusi föður sínum og bættu net. Jesús kallaði einnig á þá og
2804160056	þeir stóðu samstundis upp frá vinnunni, skildu föður sinn eftir og fylgdu Jesú.
28041700d1	Jesús ferðaðist um alla Galíleu og talaði í samkomuhúsum Gyðinga (en þar fóru guðþjónustur fram). Hann predikaði gleðiboðskapinn um guðsríki og læknaði hvers konar sjúkdóma og meinsemdir.
2804180112	Fregnir af kraftaverkum hans bárust langt út fyrir Galíleu. Sjúkt fólk kom jafnvel alla leið frá Sýrlandi til að fá lækningu hjá honum. Hann læknaði alla sjúka (sama hver sjúkdómurinn var), einnig geðveika og lamaða, og þá sem haldnir voru illum öndum.
28041900be	Mikill mannfjöldi fylgdi honum hvert sem hann fór – fólk frá Galíleu, bæjunum tíu austanvert við Galíleuvatnið, Jerúsalem, Júdeu og jafnvel frá landsvæðinu handan Jórdanar.
2805010065	Dag nokkurn þegar fólkið þyrptist að honum fór hann upp á fjallið ásamt lærisveinum sínum,
280502001e	settist þar niður og kenndi:
280503003b	„Sælir eru auðmjúkir, því að þeirra er himnaríki.
280504003e	Sælir eru sorgmæddir, því að þeir munu huggaðir verða.
280505003c	Sælir eru hógværir, því að þeir munu eignast landið.
2805060052	Sælir eru þeir sem þrá réttlætið, því að það mun falla þeim í skaut.
280507003f	Sælir eru miskunnsamir, því að þeim mun miskunnað verða.
2805080039	Sælir eru hjartahreinir, því að þeir munu sjá Guð.
2805090059	Sælir eru þeir sem vinna að friði, því að þeir munu kallaðir verða synir Guðs.
28050a005c	Sælir eru þeir sem ofsóttir eru fyrir trú sína á mig, því að þeirra er himnaríki.
28050b0088	Gleðjist og fagnið þegar fólk talar illa um ykkur, ofsækir ykkur eða ber lognar sakir á ykkur vegna þess að þið fylgið mér,
28050c006c	því að mikil laun bíða ykkar á himnum! Minnist þess að hinir fornu spámenn þoldu einnig ofsóknir.
28050d00b5	Þið eruð salt jarðarinnar, þið eigið að bæta heiminn! Hvernig færi ef þið misstuð seltuna? Þið yrðuð einskis nýt eins og rusl sem fleygt er út og fótum troðið.
28050e0043	Þið eruð ljós heimsins. Allir sjá borg sem reist er á fjalli.
28050f00ae	Felið því ekki ljósið ykkar heldur látið það skína til að allir sjái það! Leyfið öllum að sjá góðverk ykkar, svo að þeir þakki föður ykkar á himnum.
280511009a	Misskiljið mig ekki. Ég kom ekki til að afnema lög Móse og viðvaranir spámannanna. Nei, ég kom til að uppfylla hvort tveggja og staðfesta það.
2805120075	Ég segi ykkur satt: Hver einasta grein lögbókarinnar mun standa óhögguð uns tilgangi hennar hefur verið náð.
28051300d7	Þar af leiðir að sá sem brýtur hið minnsta boðorð og hvetur aðra til þess að gera hið sama verður minnstur í himnaríki. En sá sem kennir lög Guðs og fer eftir þeim mun verða mikill í himnaríki.
28051400b0	Ég vil benda ykkur á eitt: Ef góðverk ykkar verða ekki fremri góðverkum faríseanna og annarra leiðtoga þjóðarinnar, þá komist þið alls ekki inn í guðsríkið.
2805150057	Þannig segir í lögum Móse: „Drepir þú mann, verður þú sjálfur að deyja.“
280516012e	En ég bæti við: Ef þú reiðist – jafnvel þótt það sé aðeins við bróður þinn á þínu eigin heimili – vofir dómurinn yfir þér! Ef þú kallar vin þinn fífl, átt þú á hættu að þér verði stefnt fyrir réttinn! Og bölvir þú honum áttu eld helvítis yfir höfði þér.
28051700a3	Ef þú stendur frammi fyrir altarinu í musterinu og ert að færa Guði fórn, og minnist þess þá allt í einu að vinur þinn hefur eitthvað á móti þér,
2805180096	skaltu skilja fórn þína eftir hjá altarinu, fara og biðja hann fyrirgefningar og sættast við hann. Komdu síðan aftur og berðu fram fórnina.
28051900a9	Flýttu þér að sættast við óvin þinn áður en það er um seinan, því að annars mun hann draga þig fyrir rétt. Þá verður þér varpað í skuldafangelsi,
28051a004b	þar sem þú verður að dúsa uns þú hefur greitt þinn síðasta eyri.
28051b0036	Boðorðið segir: „Þú skalt ekki drýgja hór.“
28051c0068	En ég segi: Sá sem horfir á konu með girndarhug, hefur þegar drýgt hór með henni í huga sínum.
28051d00db	Ef það sem þú sérð með auga þínu verður til þess að þú fellur í synd, skaltu stinga augað úr þér og fleygja því. Betra er að hluti af þér eyðileggist en að þér verði öllum kastað í víti.
28051e0092	Ef hönd þín – jafnvel sú hægri – kemur þér til að syndga, þá er betra að höggva hana af og fleygja henni en að lenda í helvíti.
28051f006b	Í lögum Móse segir svo: „Sá sem vill skilja við konu sína verður að fá henni skilnaðarbréf.“
28052000cd	En ég segi: Skilji maður við konu sína af annarri ástæðu en þeirri að hún hafi verið honum ótrú, veldur hann því að hún drýgir hór, og sá sem síðar kvænist henni drýgir einnig hór.
2805210083	Þið þekkið líka þessa gömlu reglu: „Þú skalt ekki sverja rangan eið, og haltu þau heit sem þú hefur gefið Guði.“
2805220050	Ég segi: Sverjið ekki, hvorki við himininn, því að hann er hásæti Guðs,
2805230072	né jörðina, því hún er fótskör hans. Sverjið ekki við Jerúsalem, því hún er borg hins mikla konungs.
280524007d	Þú mátt ekki heldur sverja við höfuð þitt, því þú getur ekki einu sinni breytt háralit þínum, hvað þá meira.
28052500c8	Látið nægja að segja: Já, ég vil… eða: Nei, ég vil ekki! Það á að vera hægt að treysta því sem þú segir. Þurfir þú að staðfesta orð þín með eiði er ekki allt með felldu.
28052600c8	Í lögum Móse stendur: „Stingi maður auga úr öðrum manni, skal hann sjálfur gjalda fyrir það með eigin auga. Brjóti einhver tönn úr þér, skaltu brjóta tönn úr honum í staðinn.“
2805270081	Ég segi hins vegar: Launið ekki ofbeldi með ofbeldi! Slái einhver þig á aðra kinnina, snúðu þá einnig hinni að honum.
2805280076	Höfði einhver mál gegn þér þannig að þú tapar skyrtunni þinni, skaltu líka láta yfirhöfn þína af hendi.
2805290055	Ef hermenn skipa þér að bera varning sinn eina mílu, þá skaltu bera hann tvær.
28052a005e	Gefðu þeim sem biðja þig, og snúðu ekki bakinu við þeim sem vilja fá lán hjá þér.
28052b0047	Sagt hefur verið: „Elskaðu vini þína og hataðu óvini þína.“
28052c004d	En ég segi: Elskið óvini ykkar og biðjið fyrir þeim sem ofsækja ykkur.
28052d00ca	Ef þið gerið það, komið þið fram eins og hæfir sonum hins himneska föður. Hann lætur sólina skína jafnt á vonda sem góða. Hann lætur einnig rigna jafnt hjá réttlátum sem ranglátum.
28052e0067	Hvaða góðverk er það að elska þá eina sem elska ykkur? Jafnvel skattheimtumennirnir gera það.
28052f005e	Eruð þið nokkuð frábrugðin heiðingjunum, ef þið eruð einungis vinir vina ykkar? Nei!
2805300043	Verið því fullkomin eins og ykkar himneski faðir er fullkominn.
280601009e	Gætið þess að vinna ekki góðverk til þess eins að fá hrós hjá mönnum, því að þá farið þið á mis við launin frá föður ykkar á himnum.
2806020114	Látið ekki á því bera, eins og hræsnararnir gera, ef þið gefið einhverjum eitthvað. Þeir láta blása í lúður fyrir sig í samkomuhúsunum og á götuhornunum til þess að fá hrós fyrir góðverk sín! Ég segi ykkur satt: Þeir hafa þegar fengið laun sín.
2806030090	Gætið þess að ekki beri mikið á því þegar þið réttið einhverjum hjálparhönd. Segið vinstri hendinni ekki hvað sú hægri gerir!
280604003e	Faðir ykkar á himnum veit leyndarmálið og mun launa ykkur.
28060500e9	Verið ekki eins og hræsnararnir þegar þið biðjið. Þeir biðja á áberandi hátt á götuhornum og í samkomuhúsunum, þar sem allir sjá þá. Ég segi ykkur satt. Allt og sumt sem þeir fá fyrir þetta er athygli annarra!
28060600b1	Vertu í einrúmi þegar þú biður. Lokaðu dyrunum og bið til föður þíns þannig að enginn viti. Faðir þinn, sem þekkir leyndar hugsanir þínar, mun bænheyra þig.
28060700ff	Þyljið ekki bænir ykkar í belg og biðu eins og heiðingjarnir. Þeir halda að bænin verði heyrð ef hún er nógu löng og fagurlega orðuð. Minnist þess að faðir ykkar veit nákvæmlega hvers þið þarfnist, jafnvel áður en þið biðjið.
280609004e	Biðjið þannig: „Kæri Faðir, þú sem ert á himnum, helgist þitt nafn.
28060a0042	Komi ríki þitt. Verði þinn vilji á jörðu eins og á himnum.
28060b002e	Gefðu okkur fæðu í dag eins og aðra daga.
28060c0051	Fyrirgefðu okkur syndirnar, eins og við fyrirgefum þeim sem syndga gegn okkur.
28060d0070	Leiddu okkur ekki í þyngri prófraunir en þær sem við fáum staðist og frelsaðu okkur frá illu. Amen.“
28060e00a9	Faðirinn á himnum mun fyrirgefa ykkur ef þið fyrirgefið þeim sem hafa brotið gegn ykkur, en ef þið fyrirgefið þeim ekki, mun hann ekki heldur fyrirgefa ykkur.
28061000af	Fastið ekki þannig að á því beri eins og hræsnararnir. Þeir reyna að sýnast aðframkomnir, svo að fólk finni til með þeim en það eru einu launin sem þeir fá.
2806110033	Verið heldur vel til fara, hreinir og snyrtilegir,
2806120074	svo að engan gruni að þið séuð hungraðir. Faðir ykkar á himnum veit leyndarmálið og hann mun launa ykkur.
2806130061	Safnið ekki auðæfum á jörðu, því að þar eyðast þau og þeim kynni að verða stolið.
280614006b	Safnið heldur verðmætum á himnum! Þar munu þau aldrei rýrna og þar stafar engin hætta af þjófum.
2806150092	Séu auðæfi þín á himnum, mun einnig hugur þinn og hjarta vera þar, því að hugurinn er bundinn við það sem þér finnst verðmætast.
280616009d	Augað er lampi líkamans. Ef augu þín eru heilbrigð, þá verður allur líkami þinn bjartur. En ef þau eru sjúk, þá verður allur líkaminn dimmur.
2806170044	Ef nú ljósið í þér er myrkur, hvílíkt verður þá myrkrið.
280618008b	Ekki er hægt að þjóna tveimur guðum, því að þið munuð hata annan en elska hinn. Enginn getur þjónað bæði Guði og peningum.
28061900c3	Ráðlegging mín er þessi: Hafið engar áhyggjur af mat, drykk, fatnaði eða því um líku. Þið eigið nú þegar líf og líkama, og það er miklu dýrmætara en fæðan og fatnaðurinn.
28061a0106	Takið eftir fuglunum. Þeir hafa ekki áhyggjur af því hvað þeir eiga að borða, þeir þurfa hvorki að sá né uppskera né safna í forðabúr, því að faðir ykkar á himnum sér fyrir þeim. Þið eruð miklu dýrmætari en fuglarnir, í hans augum.
28061b0039	Haldið þið ef til vill að áhyggjurnar lengi lífið?
28061c0077	Hvers vegna hafið þið áhyggjur af fatnaði? Virðið fyrir ykkur blómin sem vaxa á jörðinni. Þau kvíða engu.
28061d004e	Salómon, í allri sinni dýrð var þó ekki klæddur slíku skarti sem þau!
28061e00a0	Skyldi Guð ekki miklu fremur vilja annast ykkur fyrst honum er svona umhugað um blómin, sem standa í dag en eru fallin á morgun! Æ, þið lítiltrúaðir!
28061f00b0	Hafið því engar áhyggjur af fæðu eða fötum! Verið ekki eins og heiðingjarnir sem hugsa ekki um annað. Ykkar himneski faðir veit vel að þið þarfnist alls þessa.
2806210067	Sækist fyrst eftir að tilheyra honum og gera vilja hans, þá mun allt þetta veitast ykkur að auki.
280622005a	Kvíðið ekki morgundeginum því hann er einnig í hendi Guðs. Lifið einn dag í senn.
2807010052	Verið ekki aðfinnslusamir, og þá munu aðrir ekki heldur finna að við ykkur.
280702003e	Eins og þú ert við aðra, munu þeir verða gagnvart þér.
2807030088	Hvers vegna hefur þú áhyggjur af flísinni í auga bróður þíns? Þú ert sjálfur með planka í auganu! – Já, heilan bjálka!
28070400c6	Er rétt af þér að segja: „Vinur, leyfðu mér að hjálpa þér að fjarlægja þessa flís úr auganu á þér,“ meðan þú sérð alls ekki til vegna plankans sem er í þínu eigin auga?
280705006c	Hræsnari! Losaðu þig fyrst við plankann, og eftir það muntu sjá vel til að hjálpa bróður þínum.
28070600a9	Láttu ekkert heilagt í hendur spilltra manna. Kastaðu ekki perlum fyrir svín, því þau munu troða þær niður í svaðið og ráðast að því búnu gegn þér.
