24	66	1189	461
File Name	Holy-Bible---French---Free-for-the-World---Standard-Edition.noia
15	Vous observerez la fête des pains sans levain. Pendant sept jours, vous mangerez des pains sans levain, comme je vous l'ai ordonné, au moment fixé dans le mois d'Abib (car c'est pendant ce mois que vous êtes sortis d'Égypte), et personne ne se présentera devant moi à vide.
16	Et la fête de la moisson, des prémices de vos travaux, que vous avez semés dans les champs; et la fête de la récolte, à la fin de l'année, quand vous rassemblez vos travaux des champs.
17	Trois fois par an, tous vos mâles se présenteront devant le Seigneur Yahvé.
18	«Tu n'offriras pas le sang de mon sacrifice avec du pain levé. La graisse de mon festin ne restera pas toute la nuit jusqu'au matin.
19	Tu apporteras les premiers fruits de ton sol dans la maison de l'Éternel, ton Dieu. «Tu ne feras pas bouillir un chevreau dans le lait de sa mère.
20	«Voici, j'envoie un ange devant toi, pour te garder en chemin et te faire entrer dans le lieu que j'ai préparé.
21	Prends garde à lui, et écoute sa voix. Ne le provoque pas, car il ne pardonnera pas ta désobéissance, car mon nom est en lui.
22	Mais si vous écoutez vraiment sa voix, et si vous faites tout ce que je dis, alors je serai l'ennemi de vos ennemis, et l'adversaire de vos adversaires.
23	Car mon ange marchera devant toi, et te conduira vers l'Amoréen, le Héthien, le Phérézien, le Cananéen, le Hévien et le Jébusien, et je les exterminerai.
24	Tu ne te prosterneras pas devant leurs dieux, tu ne les serviras pas et tu ne suivras pas leurs pratiques, mais tu les écraseras et tu détruiras leurs piliers.
25	Tu serviras Yahvé ton Dieu, il bénira ton pain et ton eau, et j'éloignerai la maladie du milieu de toi.
26	Personne ne fera de fausse couche ni ne sera stérile dans votre pays. J'accomplirai le nombre de vos jours.
27	J'enverrai ma terreur devant toi, je confondrai tous les peuples que tu rencontreras, et je ferai en sorte que tous tes ennemis te tournent le dos.
28	J'enverrai devant toi le frelon qui chassera devant toi l'Hivvite, le Cananéen et le Héthien.
29	Je ne les chasserai pas devant toi en une seule année, de peur que le pays ne devienne désert et que les animaux des champs ne se multiplient contre toi.
30	Je les chasserai peu à peu de devant toi, jusqu'à ce que tu aies augmenté et que tu aies hérité du pays.
31	Je fixerai tes limites depuis la mer Rouge jusqu'à la mer des Philistins, et depuis le désert jusqu'au fleuve; car je livrerai entre tes mains les habitants du pays, et tu les chasseras devant toi.
32	Tu ne feras aucune alliance avec eux, ni avec leurs dieux.
33	Ils n'habiteront pas dans ton pays, de peur qu'ils ne te fassent pécher contre moi, car si tu sers leurs dieux, ce sera un piège pour toi.»
24	18
1	Il dit à Moïse: «Monte vers Yahvé, toi, Aaron, Nadab et Abihu, et soixante-dix des anciens d'Israël; et tu te prosterneras à distance.
2	Moïse seul s'approchera de Yahvé, mais eux ne s'approcheront pas. Le peuple ne montera pas avec lui.»
3	Moïse vint raconter au peuple toutes les paroles de Yahvé et toutes les ordonnances; et tout le peuple répondit d'une seule voix: «Nous ferons tout ce que Yahvé a dit.»
4	Moïse écrivit toutes les paroles de Yahvé, puis il se leva de bon matin et construisit un autel au pied de la montagne, avec douze piliers pour les douze tribus d'Israël.
5	Il envoya des jeunes gens parmi les enfants d'Israël, qui offrirent des holocaustes et sacrifièrent des animaux en sacrifice de prospérité à Yahvé.
6	Moïse prit la moitié du sang et la mit dans des bassins, et il aspergea l'autel avec la moitié du sang.
7	Il prit le livre de l'alliance et le lut à l'oreille du peuple, qui dit: «Nous ferons tout ce que l'Éternel a dit, et nous obéirons.»
8	Moïse prit le sang, en fit l'aspersion sur le peuple et dit: «Regardez, c'est le sang de l'alliance que Yahvé a conclue avec vous au sujet de toutes ces paroles.»
9	Alors montèrent Moïse, Aaron, Nadab, Abihu et soixante-dix des anciens d'Israël.
10	Ils virent le Dieu d'Israël. Sous ses pieds, il y avait comme un ouvrage pavé de pierre de saphir, comme les cieux pour la clarté.
11	Il ne mit pas la main sur les nobles des enfants d'Israël. Ils voyaient Dieu, et ils mangeaient et buvaient.
12	Yahvé dit à Moïse: «Monte vers moi sur la montagne et reste là; je te donnerai les tables de pierre contenant la loi et les commandements que j'ai écrits, afin que tu les enseignes.»
13	Moïse se leva avec Josué, son serviteur, et Moïse monta sur la montagne de Dieu.
14	Il dit aux anciens: «Attendez-nous ici, jusqu'à ce que nous revenions vers vous. Voici qu'Aaron et Hur sont avec vous. Quiconque a un différend peut s'adresser à eux.»
15	Moïse monta sur la montagne, et la nuée couvrit la montagne.
16	La gloire de Yahvé se posa sur la montagne du Sinaï, et la nuée la couvrit pendant six jours. Le septième jour, il appela Moïse du milieu de la nuée.
17	L'aspect de la gloire de Yahvé était comme un feu dévorant au sommet de la montagne, aux yeux des enfants d'Israël.
18	Moïse entra au milieu de la nuée et monta sur la montagne; et Moïse resta sur la montagne quarante jours et quarante nuits.
25	40
1	Yahvé parla à Moïse, et dit:
2	«Parle aux enfants d'Israël, afin qu'ils prennent une offrande pour moi. Vous prélèverez mon offrande sur tous ceux dont le cœur est disposé à le faire.
3	Voici l'offrande que tu prendras d'eux: de l'or, de l'argent, du bronze,
4	de l'azur, de la pourpre, de l'écarlate, du lin fin, du poil de chèvre,
5	des peaux de béliers teintes en rouge, des peaux de vaches de mer, du bois d'acacia,
6	de l'huile pour le chandelier, des aromates pour l'huile d'onction et pour le parfum odoriférant,
7	des pierres d'onyx et des pierres à enchâsser pour l'éphod et pour le pectoral.
8	Qu'ils me fassent un sanctuaire, et que j'habite au milieu d'eux.
9	Tu feras le tabernacle et tous ses ustensiles selon le modèle que je te montre.
10	«Ils feront une arche en bois d'acacia. Sa longueur sera de deux coudées et demie, sa largeur d'une coudée et demie, et sa hauteur d'une coudée et demie.
11	Tu la couvriras d'or pur. Tu le recouvriras à l'intérieur et à l'extérieur, et tu feras une moulure en or autour de lui.
12	Tu fondras pour elle quatre anneaux d'or et tu les placeras à ses quatre pieds. Il y aura deux anneaux d'un côté et deux anneaux de l'autre.
13	Tu feras des perches de bois d'acacia, et tu les couvriras d'or.
14	Tu mettras les perches dans les anneaux situés sur les côtés de l'arche, pour porter l'arche.
15	Les perches resteront dans les anneaux de l'arche. On ne les enlèvera pas.
16	Tu mettras dans l'arche l'alliance que je te donnerai.
17	Tu feras un propitiatoire d'or pur. Sa longueur sera de deux coudées et demie, et sa largeur d'une coudée et demie.
18	Tu feras deux chérubins en or martelé. Tu les feras aux deux extrémités du propitiatoire.
19	Tu feras un chérubin à l'une des extrémités, et un chérubin à l'autre extrémité. Tu feras les chérubins à ses deux extrémités d'une seule pièce avec le propitiatoire.
20	Les chérubins déploieront leurs ailes vers le haut et couvriront le propitiatoire de leurs ailes, leurs faces étant tournées l'une vers l'autre. Les faces des chérubins seront tournées vers le propitiatoire.
21	Tu placeras le propitiatoire au sommet de l'arche, et dans l'arche tu mettras l'alliance que je te donnerai.
22	C'est là que je te rencontrerai et que je te dirai, de dessus le propitiatoire, entre les deux chérubins qui sont sur l'arche de l'alliance, tout ce que je te commanderai pour les enfants d'Israël.
23	«Tu feras une table en bois d'acacia. Sa longueur sera de deux coudées, sa largeur d'une coudée, et sa hauteur d'une coudée et demie.
24	Tu la couvriras d'or pur, et tu feras une moulure en or autour d'elle.
25	Tu feras autour d'elle un rebord de la largeur d'une main. Tu feras une moulure en or sur son pourtour.
26	Tu feras pour lui quatre anneaux d'or, et tu mettras les anneaux aux quatre coins qui sont à ses quatre pieds.
27	Les anneaux seront près du rebord, pour servir d'emplacement aux barres qui porteront la table.
28	Tu feras les barres de bois d'acacia, et tu les couvriras d'or, afin qu'elles servent à porter la table.
29	Tu feras ses plats, ses cuillères, ses louches et ses coupes pour verser les offrandes. Tu les feras d'or pur.
30	Tu mettras sur la table, devant moi, en permanence, le pain de la présence.
31	«Tu feras un pied de lampe en or pur. Le chandelier sera fait d'un travail de martelage. Sa base, sa tige, ses coupes, ses boutons et ses fleurs seront d'une seule pièce avec lui.
32	Il y aura six branches qui sortiront de ses côtés: trois branches sortiront d'un côté du candélabre, et trois branches sortiront de l'autre côté du candélabre;
33	trois coupes faites comme des fleurs d'amandier dans une branche, un bouton et une fleur; et trois coupes faites comme des fleurs d'amandier dans l'autre branche, un bouton et une fleur, ainsi pour les six branches sortant du candélabre;
34	et dans le chandelier quatre coupes faites comme des fleurs d'amandier, ses bourgeons et ses fleurs;
35	et un bourgeon sous deux branches d'une pièce avec elle, et un bourgeon sous deux branches d'une pièce avec elle, et un bourgeon sous deux branches d'une pièce avec elle, pour les six branches sortant du chandelier.
36	Leurs bourgeons et leurs branches seront d'une seule pièce avec lui, le tout étant un ouvrage battu d'or pur.
37	Tu feras ses lampes au nombre de sept, et elles allumeront ses lampes pour éclairer l'espace devant lui.
38	Ses éteignoirs et ses tabatières seront d'or pur.
39	Il sera fait d'un talent d'or pur, avec tous ces accessoires.
40	Tu les feras selon le modèle qui t'a été montré sur la montagne.
26	37
1	«Tu feras le tabernacle avec dix rideaux de fin lin retors, bleu, pourpre et cramoisi, avec des chérubins. Tu les feras avec l'habileté d'un ouvrier.
2	La longueur de chaque tapis sera de vingt-huit coudées, et la largeur de chaque tapis sera de quatre coudées; tous les tapis auront la même mesure.
3	Cinq rideaux seront accouplés l'un à l'autre, et les cinq autres rideaux seront accouplés l'un à l'autre.
4	Tu feras des boucles bleues sur le bord de l'un des tapis, à partir du bord de l'assemblage, et tu feras de même sur le bord du tapis le plus extérieur dans le second assemblage.
5	Tu feras cinquante boucles sur le premier rideau, et tu feras cinquante boucles sur le bord du rideau qui se trouve dans le second assemblage. Les boucles seront opposées l'une à l'autre.
6	Tu feras cinquante agrafes d'or, et tu attacheras les tapis l'un à l'autre avec les agrafes. Le tabernacle formera une unité.
7	«Tu feras des tapis de poils de chèvre pour couvrir le tabernacle. Tu feras onze tapis.
8	La longueur de chaque tapis sera de trente coudées, et la largeur de chaque tapis sera de quatre coudées; les onze tapis auront une seule mesure.
9	Tu coupleras cinq tapis à part, et six tapis à part, et tu doubleras le sixième tapis sur le devant de la tente.
10	Tu feras cinquante boucles sur le bord du rideau le plus extérieur de l'assemblage, et cinquante boucles sur le bord du rideau le plus extérieur du second assemblage.
11	Tu feras cinquante agrafes d'airain, tu mettras les agrafes dans les boucles, et tu assembleras le tabernacle pour qu'il ne fasse qu'un.
12	Le reste des rideaux de la tente, le demi-rideau qui reste, sera suspendu à l'arrière du tabernacle.
13	La coudée d'un côté et la coudée de l'autre côté, de ce qui reste de la longueur des tapis de la tente, seront suspendues sur les côtés du tabernacle, de ce côté-ci et de ce côté-là, pour le couvrir.
14	Tu feras une couverture pour le tabernacle, en peaux de béliers teintes en rouge, et une couverture en peaux de vaches de mer par-dessus.
15	«Tu feras les planches du tabernacle en bois d'acacia, debout.
16	La longueur d'une planche sera de dix coudées, et la largeur de chaque planche sera d'une coudée et demie.
17	Il y aura dans chaque planche deux tenons, joints l'un à l'autre: c'est ainsi que tu feras toutes les planches du tabernacle.
18	Tu feras vingt planches pour le tabernacle, pour le côté sud, vers le sud.
19	Tu feras quarante socles d'argent sous les vingt planches: deux socles sous une planche pour ses deux tenons, et deux socles sous une autre planche pour ses deux tenons.
20	Pour le second côté du tabernacle, au nord, il y aura vingt planches,
21	et leurs quarante socles d'argent: deux socles sous une planche, et deux socles sous une autre planche.
22	Pour l'autre côté du tabernacle, à l'ouest, tu feras six planches.
23	Tu feras deux planches pour les angles du tabernacle, à l'extrémité.
24	Elles seront doubles en dessous, et de même, elles seront entières jusqu'au sommet, jusqu'à un seul anneau; il en sera ainsi pour les deux: ce seront les deux coins.
25	Il y aura huit planches, et leurs socles d'argent, seize socles, deux socles sous une planche, et deux socles sous une autre planche.
26	«Tu feras des barres de bois d'acacia: cinq pour les planches de l'un des côtés de la Demeure,
27	cinq pour les planches de l'autre côté de la Demeure, et cinq pour les planches du côté de la Demeure, pour le côté opposé à l'ouest.
28	La barre du milieu, au milieu des planches, passera d'un bout à l'autre.
29	Tu recouvriras d'or les planches et tu feras des anneaux d'or pour y placer les barres. Tu recouvriras d'or les barres.
30	Tu dresseras le tabernacle selon la manière dont il t'a été montré sur la montagne.
31	«Tu feras un voile de couleur bleue, pourpre et cramoisie, et de fin lin retors, avec des chérubins. Il sera l'œuvre d'un habile ouvrier.
32	Tu le suspendras à quatre colonnes d'acacia, recouvertes d'or; leurs crochets seront d'or, sur quatre socles d'argent.
33	Tu accrocheras le voile sous les agrafes, et tu y feras entrer l'arche de l'alliance en dedans du voile. Le voile séparera pour toi le lieu saint du lieu très saint.
